gridnumber,capital,dist[0],dist[1],dist[2],dist[3],dist[4],dist[5],dist[6],
185,11.8766,1.19669e-006,1.01876e-005,3.62499e-005,5.25012e-005,3.08211e-005,7.22735e-006,6.8654e-007,
186,12.0327,1.22353e-006,1.04425e-005,3.72359e-005,5.40763e-005,3.18982e-005,7.51779e-006,7.11697e-007,
187,12.1906,1.25328e-006,1.07237e-005,3.82069e-005,5.52608e-005,3.25893e-005,7.78278e-006,7.56233e-007,
188,12.3504,1.27918e-006,1.09187e-005,3.89175e-005,5.63626e-005,3.30957e-005,7.79316e-006,7.48689e-007,
189,12.512,1.31275e-006,1.12072e-005,4.00225e-005,5.81309e-005,3.4203e-005,8.03397e-006,7.5972e-007,
190,12.6755,1.35773e-006,1.16574e-005,4.16138e-005,6.01599e-005,3.52994e-005,8.31314e-006,7.94869e-007,
191,12.8409,1.37828e-006,1.1777e-005,4.20239e-005,6.1e-005,3.59737e-005,8.51792e-006,8.21901e-007,
192,13.0082,1.41066e-006,1.20614e-005,4.30643e-005,6.25321e-005,3.68729e-005,8.71819e-006,8.33657e-007,
193,13.1774,1.44501e-006,1.237e-005,4.42273e-005,6.43504e-005,3.80969e-005,9.08091e-006,8.81856e-007,
194,13.3486,1.49303e-006,1.27064e-005,4.53551e-005,6.60331e-005,3.92361e-005,9.43268e-006,9.28121e-007,
195,13.5218,1.53152e-006,1.30274e-005,4.64646e-005,6.75388e-005,3.99072e-005,9.46465e-006,9.10763e-007,
196,13.697,1.56234e-006,1.33593e-005,4.77266e-005,6.94438e-005,4.11169e-005,9.79723e-006,9.52023e-007,
197,13.8742,1.59571e-006,1.36765e-005,4.89669e-005,7.13646e-005,4.2349e-005,1.01279e-005,9.89566e-007,
198,14.0535,1.63408e-006,1.40007e-005,5.01278e-005,7.30605e-005,4.3327e-005,1.03372e-005,1.0038e-006,
199,14.2348,1.68442e-006,1.44076e-005,5.14928e-005,7.49905e-005,4.44502e-005,1.06033e-005,1.03237e-006,
200,14.4183,1.7453e-006,1.48848e-005,5.30169e-005,7.71267e-005,4.57724e-005,1.09568e-005,1.0756e-006,
201,14.6039,1.76269e-006,1.51116e-005,5.41594e-005,7.91451e-005,4.72552e-005,1.1428e-005,1.12752e-006,
202,14.7916,1.80684e-006,1.54964e-005,5.55482e-005,8.11186e-005,4.82861e-005,1.16e-005,1.13655e-006,
203,14.9815,1.85282e-006,1.58967e-005,5.70154e-005,8.33162e-005,4.96343e-005,1.1966e-005,1.19204e-006,
204,15.1736,1.90052e-006,1.6313e-005,5.85426e-005,8.56275e-005,5.10404e-005,1.22637e-005,1.20218e-006,
205,15.3679,1.94854e-006,1.67381e-005,6.00885e-005,8.78542e-005,5.23059e-005,1.2543e-005,1.22628e-006,
206,15.5645,1.99725e-006,1.71625e-005,6.16543e-005,9.02291e-005,5.38027e-005,1.29534e-005,1.2802e-006,
207,15.7633,2.04822e-006,1.76084e-005,6.33281e-005,9.27932e-005,5.53686e-005,1.33432e-005,1.32475e-006,
208,15.9645,2.10106e-006,1.80729e-005,6.51267e-005,9.5879e-005,5.75466e-005,1.38732e-005,1.36027e-006,
209,16.168,2.15376e-006,1.85226e-005,6.66494e-005,9.78132e-005,5.85719e-005,1.41698e-005,1.4007e-006,
210,16.3738,2.20867e-006,1.90017e-005,6.84224e-005,0.000100588,6.05395e-005,1.48303e-005,1.50049e-006,
211,16.5821,2.2669e-006,1.94985e-005,7.02322e-005,0.000103273,6.19621e-005,1.50023e-005,1.48832e-006,
212,16.7927,2.3284e-006,2.00133e-005,7.20453e-005,0.000105859,6.34592e-005,1.5355e-005,1.52e-006,
213,17.0058,2.38589e-006,2.05324e-005,7.39717e-005,0.00010879,6.52892e-005,1.58144e-005,1.5692e-006,
214,17.2213,2.44697e-006,2.10648e-005,7.58989e-005,0.000111605,6.69934e-005,1.62766e-005,1.63389e-006,
215,17.4394,2.51632e-006,2.16332e-005,7.79232e-005,0.000114584,6.87797e-005,1.66924e-005,1.66499e-006,
