gridnumber,capital,VF[0],VF[1],VF[2],VF[3],VF[4],VF[5],VF[6],
277,37.2872,-1.74403,-1.73242,-1.71921,-1.70397,-1.68649,-1.66626,-1.64293,
278,37.7377,-1.72064,-1.70926,-1.69632,-1.68138,-1.66425,-1.64441,-1.62155,
279,38.1935,-1.69745,-1.68631,-1.67363,-1.65898,-1.64219,-1.62274,-1.60034,
280,38.6545,-1.67447,-1.66356,-1.65113,-1.63678,-1.62032,-1.60126,-1.5793,
281,39.1209,-1.6517,-1.64101,-1.62883,-1.61477,-1.59864,-1.57996,-1.55844,
282,39.5926,-1.62913,-1.61867,-1.60673,-1.59295,-1.57715,-1.55884,-1.53775,
283,40.0698,-1.60677,-1.59652,-1.58483,-1.57133,-1.55585,-1.5379,-1.51724,
284,40.5526,-1.58462,-1.57458,-1.56313,-1.5499,-1.53474,-1.51715,-1.49691,
285,41.0409,-1.56267,-1.55284,-1.54162,-1.52867,-1.51381,-1.49658,-1.47676,
286,41.5349,-1.54092,-1.53131,-1.52032,-1.50763,-1.49308,-1.4762,-1.45679,
287,42.0347,-1.51939,-1.50998,-1.49922,-1.48679,-1.47254,-1.45601,-1.43699,
288,42.5402,-1.49806,-1.48885,-1.47832,-1.46615,-1.4522,-1.43601,-1.41738,
289,43.0516,-1.47694,-1.46793,-1.45761,-1.4457,-1.43204,-1.41618,-1.39794,
290,43.5689,-1.45603,-1.44721,-1.43711,-1.42545,-1.41207,-1.39655,-1.37868,
291,44.0922,-1.43532,-1.4267,-1.41681,-1.40539,-1.3923,-1.3771,-1.3596,
292,44.6215,-1.41482,-1.40638,-1.39671,-1.38553,-1.37271,-1.35784,-1.3407,
293,45.157,-1.39453,-1.38627,-1.3768,-1.36586,-1.35332,-1.33876,-1.32198,
294,45.6987,-1.37444,-1.36637,-1.3571,-1.34639,-1.33411,-1.31986,-1.30344,
295,46.2467,-1.35456,-1.34667,-1.33759,-1.32712,-1.3151,-1.30115,-1.28508,
296,46.801,-1.33489,-1.32716,-1.31829,-1.30803,-1.29628,-1.28263,-1.26689,
297,47.3617,-1.31541,-1.30787,-1.29918,-1.28915,-1.27764,-1.26429,-1.24889,
298,47.9289,-1.29615,-1.28877,-1.28027,-1.27046,-1.2592,-1.24614,-1.23107,
299,48.5027,-1.2771,-1.26987,-1.26156,-1.25196,-1.24095,-1.22817,-1.21342,
300,49.0832,-1.25824,-1.25118,-1.24305,-1.23366,-1.22288,-1.21038,-1.19595,
301,49.6704,-1.23959,-1.23268,-1.22473,-1.21555,-1.20501,-1.19278,-1.17866,
302,50.2644,-1.22114,-1.21439,-1.20661,-1.19763,-1.18732,-1.17537,-1.16155,
303,50.8652,-1.2029,-1.19629,-1.18869,-1.1799,-1.16983,-1.15813,-1.14462,
304,51.473,-1.18486,-1.17839,-1.17096,-1.16237,-1.15252,-1.14108,-1.12786,
305,52.0879,-1.16701,-1.1607,-1.15343,-1.14503,-1.1354,-1.12421,-1.11129,
306,52.7099,-1.14937,-1.1432,-1.13609,-1.12788,-1.11846,-1.10753,-1.09488,
307,53.3391,-1.13193,-1.12589,-1.11895,-1.11092,-1.10171,-1.09103,-1.07866,
308,53.9756,-1.11468,-1.10878,-1.10199,-1.09415,-1.08515,-1.0747,-1.06261,
309,54.6194,-1.09764,-1.09187,-1.08524,-1.07757,-1.06877,-1.05856,-1.04674,
310,55.2707,-1.08079,-1.07515,-1.06867,-1.06117,-1.05258,-1.0426,-1.03104,
311,55.9296,-1.06413,-1.05863,-1.05229,-1.04497,-1.03657,-1.02682,-1.01552,
312,56.5961,-1.04768,-1.0423,-1.03611,-1.02895,-1.02074,-1.01122,-1.00017,
313,57.2703,-1.03142,-1.02616,-1.02011,-1.01312,-1.0051,-0.995791,-0.984995,
314,57.9523,-1.01535,-1.01021,-1.0043,-0.997474,-0.989638,-0.980544,-0.969992,
315,58.6423,-0.999471,-0.994457,-0.988685,-0.982012,-0.974358,-0.965474,-0.955161,
316,59.3402,-0.983787,-0.97889,-0.973252,-0.966734,-0.959258,-0.950579,-0.940502,
317,60.0462,-0.968294,-0.963511,-0.958005,-0.951639,-0.944337,-0.935861,-0.926014,
318,60.7604,-0.952991,-0.94832,-0.942944,-0.936726,-0.929594,-0.921317,-0.911696,
319,61.4828,-0.937877,-0.933316,-0.928066,-0.921994,-0.91503,-0.906946,-0.897547,
320,62.2137,-0.922951,-0.918498,-0.913371,-0.907443,-0.900642,-0.892749,-0.883566,
321,62.9529,-0.908211,-0.903863,-0.898858,-0.89307,-0.88643,-0.878723,-0.869753,
322,63.7008,-0.893657,-0.889413,-0.884526,-0.878875,-0.872393,-0.864869,-0.856107,
323,64.4573,-0.879287,-0.875144,-0.870374,-0.864858,-0.85853,-0.851184,-0.842627,
324,65.2226,-0.865101,-0.861057,-0.856401,-0.851017,-0.844839,-0.837669,-0.829313,
325,65.9968,-0.851096,-0.84715,-0.842606,-0.83735,-0.831321,-0.824322,-0.816162,
326,66.7799,-0.837273,-0.833421,-0.828987,-0.823858,-0.817973,-0.811143,-0.803174,
327,67.5721,-0.823629,-0.819871,-0.815543,-0.810538,-0.804795,-0.79813,-0.790349,
328,68.3735,-0.810163,-0.806497,-0.802274,-0.79739,-0.791786,-0.785282,-0.777686,
329,69.1841,-0.796875,-0.793298,-0.789178,-0.784412,-0.778944,-0.772598,-0.765182,
330,70.0042,-0.783763,-0.780273,-0.776254,-0.771604,-0.766269,-0.760077,-0.752839,
331,70.8337,-0.770825,-0.767421,-0.7635,-0.758964,-0.75376,-0.747719,-0.740653,
332,71.6729,-0.758061,-0.75474,-0.750916,-0.746491,-0.741414,-0.735522,-0.728625,
333,72.5218,-0.745469,-0.74223,-0.738499,-0.734184,-0.729232,-0.723484,-0.716755,
334,73.3805,-0.733047,-0.729888,-0.72625,-0.722041,-0.717211,-0.711606,-0.705042,
335,74.2492,-0.720795,-0.717715,-0.714167,-0.710062,-0.705352,-0.699885,-0.693483,
336,75.1279,-0.708711,-0.705707,-0.702248,-0.698245,-0.693651,-0.68832,-0.682077,
337,76.0168,-0.696793,-0.693865,-0.690491,-0.686588,-0.682109,-0.676911,-0.670823,
338,76.916,-0.685041,-0.682186,-0.678897,-0.675091,-0.670724,-0.665655,-0.65972,
339,77.8256,-0.673452,-0.670669,-0.667462,-0.663752,-0.659494,-0.654553,-0.648766,
340,78.7458,-0.662026,-0.659313,-0.656187,-0.65257,-0.648419,-0.643602,-0.63796,
341,79.6766,-0.650761,-0.648116,-0.645069,-0.641544,-0.637497,-0.632801,-0.627302,
342,80.6182,-0.639655,-0.637077,-0.634108,-0.630671,-0.626727,-0.62215,-0.616789,
343,81.5708,-0.628707,-0.626195,-0.623301,-0.619952,-0.616108,-0.611646,-0.606421,
344,82.5343,-0.617916,-0.615468,-0.612648,-0.609384,-0.605637,-0.60129,-0.596197,
345,83.509,-0.607281,-0.604895,-0.602147,-0.598966,-0.595315,-0.591078,-0.586115,
346,84.495,-0.596799,-0.594474,-0.591796,-0.588697,-0.585139,-0.581011,-0.576175,
347,85.4925,-0.586469,-0.584204,-0.581595,-0.578575,-0.575109,-0.571086,-0.566374,
348,86.5014,-0.57629,-0.574084,-0.571542,-0.5686,-0.565222,-0.561303,-0.556712,
349,87.5221,-0.56626,-0.564111,-0.561635,-0.558769,-0.555478,-0.55166,-0.547187,
350,88.5546,-0.556378,-0.554285,-0.551873,-0.549081,-0.545875,-0.542156,-0.537799,
351,89.5991,-0.546643,-0.544604,-0.542255,-0.539535,-0.536413,-0.53279,-0.528545,
352,90.6556,-0.537052,-0.535067,-0.532779,-0.53013,-0.527088,-0.52356,-0.519425,
353,91.7245,-0.527605,-0.525672,-0.523443,-0.520863,-0.517901,-0.514464,-0.510438,
354,92.8056,-0.5183,-0.516417,-0.514247,-0.511734,-0.50885,-0.505503,-0.501581,
355,93.8993,-0.509135,-0.507302,-0.505189,-0.502742,-0.499933,-0.496674,-0.492855,
356,95.0057,-0.500109,-0.498324,-0.496267,-0.493884,-0.491149,-0.487975,-0.484257,
357,96.1249,-0.491221,-0.489483,-0.48748,-0.48516,-0.482497,-0.479407,-0.475786,
358,97.2571,-0.482469,-0.480777,-0.478826,-0.476568,-0.473975,-0.470967,-0.467441,
359,98.4024,-0.473851,-0.472203,-0.470305,-0.468107,-0.465582,-0.462653,-0.459221,
360,99.5609,-0.465366,-0.463762,-0.461914,-0.459774,-0.457317,-0.454466,-0.451125,
361,100.733,-0.457012,-0.455451,-0.453653,-0.45157,-0.449178,-0.446402,-0.44315,
362,101.918,-0.448788,-0.44727,-0.445519,-0.443492,-0.441163,-0.438462,-0.435297,
363,103.118,-0.440693,-0.439215,-0.437511,-0.435538,-0.433272,-0.430643,-0.427562,
364,104.331,-0.432725,-0.431287,-0.429629,-0.427709,-0.425503,-0.422945,-0.419947,
365,105.558,-0.424883,-0.423483,-0.42187,-0.420001,-0.417855,-0.415365,-0.412448,
366,106.8,-0.417164,-0.415803,-0.414233,-0.412415,-0.410326,-0.407904,-0.405064,
367,108.055,-0.409569,-0.408244,-0.406716,-0.404947,-0.402915,-0.400558,-0.397795,
368,109.326,-0.402094,-0.400805,-0.399319,-0.397598,-0.39562,-0.393327,-0.390639,
369,110.611,-0.394739,-0.393485,-0.392039,-0.390365,-0.388441,-0.38621,-0.383595,
370,111.911,-0.387502,-0.386282,-0.384876,-0.383247,-0.381376,-0.379205,-0.376661,
371,113.226,-0.380382,-0.379196,-0.377828,-0.376243,-0.374423,-0.372312,-0.369837,
372,114.556,-0.373378,-0.372224,-0.370893,-0.369352,-0.367581,-0.365527,-0.36312,
373,115.902,-0.366487,-0.365364,-0.36407,-0.362571,-0.360849,-0.358852,-0.35651,
374,117.263,-0.359708,-0.358617,-0.357358,-0.355901,-0.354225,-0.352283,-0.350006,
375,118.64,-0.353041,-0.35198,-0.350756,-0.349338,-0.347709,-0.34582,-0.343605,
376,120.033,-0.346483,-0.345451,-0.344261,-0.342882,-0.341298,-0.339461,-0.337307,
377,121.442,-0.340034,-0.33903,-0.337873,-0.336532,-0.334992,-0.333206,-0.331111,
378,122.868,-0.333691,-0.332715,-0.33159,-0.330287,-0.328789,-0.327052,-0.325015,
379,124.31,-0.327453,-0.326505,-0.325411,-0.324144,-0.322687,-0.320999,-0.319019,
380,125.769,-0.32132,-0.320398,-0.319335,-0.318102,-0.316686,-0.315045,-0.31312,
381,127.244,-0.315289,-0.314393,-0.313359,-0.312161,-0.310785,-0.309189,-0.307317,
382,128.737,-0.30936,-0.308488,-0.307484,-0.306319,-0.304981,-0.303429,-0.30161,
383,130.247,-0.30353,-0.302683,-0.301706,-0.300575,-0.299274,-0.297766,-0.295997,
384,131.774,-0.297799,-0.296976,-0.296026,-0.294926,-0.293662,-0.292196,-0.290477,
385,133.32,-0.292165,-0.291365,-0.290442,-0.289373,-0.288144,-0.286719,-0.285049,
386,134.883,-0.286627,-0.285849,-0.284953,-0.283914,-0.282719,-0.281335,-0.279711,
387,136.464,-0.281183,-0.280428,-0.279556,-0.278547,-0.277386,-0.27604,-0.274462,
388,138.063,-0.275833,-0.275099,-0.274252,-0.273271,-0.272143,-0.270835,-0.269302,
389,139.681,-0.270574,-0.269861,-0.269038,-0.268085,-0.266988,-0.265718,-0.264228,
390,141.318,-0.265406,-0.264713,-0.263914,-0.262988,-0.261922,-0.260688,-0.25924,
391,142.974,-0.260328,-0.259655,-0.258878,-0.257978,-0.256943,-0.255743,-0.254337,
392,144.649,-0.255337,-0.254683,-0.253929,-0.253054,-0.252049,-0.250883,-0.249516,
393,146.343,-0.250434,-0.249798,-0.249065,-0.248216,-0.247239,-0.246106,-0.244779,
394,148.057,-0.245615,-0.244998,-0.244286,-0.243461,-0.242512,-0.241412,-0.240122,
395,149.791,-0.240881,-0.240282,-0.23959,-0.238789,-0.237866,-0.236798,-0.235545,
396,151.545,-0.23623,-0.235648,-0.234976,-0.234198,-0.233302,-0.232264,-0.231047,
397,153.319,-0.231661,-0.231096,-0.230443,-0.229687,-0.228817,-0.227809,-0.226627,
398,155.114,-0.227173,-0.226624,-0.22599,-0.225256,-0.22441,-0.223432,-0.222283,
399,156.929,-0.222764,-0.222231,-0.221615,-0.220902,-0.220081,-0.21913,-0.218015,
400,158.766,-0.218433,-0.217915,-0.217318,-0.216625,-0.215828,-0.214905,-0.213822,
401,160.624,-0.214179,-0.213677,-0.213096,-0.212424,-0.211649,-0.210753,-0.209701,
402,162.503,-0.210002,-0.209513,-0.20895,-0.208297,-0.207545,-0.206674,-0.205653,
403,164.404,-0.205899,-0.205424,-0.204877,-0.204243,-0.203513,-0.202668,-0.201676,
404,166.328,-0.201869,-0.201409,-0.200878,-0.200262,-0.199553,-0.198732,-0.197769,
405,168.273,-0.197912,-0.197465,-0.19695,-0.196352,-0.195663,-0.194867,-0.193932,
406,170.241,-0.194026,-0.193593,-0.193092,-0.192512,-0.191843,-0.19107,-0.190162,
407,172.232,-0.190211,-0.18979,-0.189304,-0.188741,-0.188092,-0.187341,-0.18646,
408,174.246,-0.186465,-0.186056,-0.185584,-0.185037,-0.184408,-0.183679,-0.182823,
409,176.283,-0.182787,-0.18239,-0.181932,-0.181401,-0.18079,-0.180082,-0.179252,
410,178.344,-0.179176,-0.178791,-0.178346,-0.177831,-0.177237,-0.17655,-0.175744,
411,180.428,-0.175631,-0.175257,-0.174825,-0.174325,-0.173749,-0.173082,-0.1723,
412,182.537,-0.17215,-0.171788,-0.171369,-0.170883,-0.170324,-0.169677,-0.168918,
413,184.671,-0.168734,-0.168382,-0.167976,-0.167504,-0.166962,-0.166334,-0.165597,
414,186.829,-0.165381,-0.165039,-0.164645,-0.164187,-0.16366,-0.163051,-0.162336,
415,189.012,-0.162089,-0.161757,-0.161375,-0.160931,-0.16042,-0.159828,-0.159134,
416,191.22,-0.158858,-0.158536,-0.158165,-0.157735,-0.157238,-0.156664,-0.155991,
417,193.454,-0.155687,-0.155375,-0.155015,-0.154597,-0.154115,-0.153559,-0.152905,
418,195.713,-0.152575,-0.152272,-0.151923,-0.151517,-0.15105,-0.15051,-0.149876,
419,197.999,-0.149521,-0.149227,-0.148888,-0.148495,-0.148041,-0.147517,-0.146902,
420,200.312,-0.146524,-0.146239,-0.14591,-0.145528,-0.145088,-0.14458,-0.143983,
421,202.651,-0.143583,-0.143306,-0.142987,-0.142617,-0.14219,-0.141696,-0.141117,
422,205.017,-0.140697,-0.140429,-0.140119,-0.13976,-0.139346,-0.138867,-0.138305,
423,207.411,-0.137865,-0.137605,-0.137304,-0.136956,-0.136554,-0.13609,-0.135545,
424,209.832,-0.135087,-0.134834,-0.134543,-0.134205,-0.133815,-0.133364,-0.132836,
425,212.282,-0.13236,-0.132116,-0.131833,-0.131505,-0.131127,-0.13069,-0.130177,
426,214.76,-0.129686,-0.129448,-0.129174,-0.128856,-0.128489,-0.128066,-0.127568,
427,217.266,-0.127062,-0.126832,-0.126566,-0.126257,-0.125901,-0.12549,-0.125008,
428,219.802,-0.124488,-0.124264,-0.124007,-0.123707,-0.123362,-0.122964,-0.122496,
429,222.367,-0.121963,-0.121746,-0.121496,-0.121206,-0.120871,-0.120484,-0.12003,
430,224.962,-0.119486,-0.119276,-0.119033,-0.118752,-0.118427,-0.118052,-0.117612,
431,227.586,-0.117056,-0.116852,-0.116617,-0.116344,-0.116029,-0.115665,-0.115239,
432,230.242,-0.114673,-0.114475,-0.114247,-0.113982,-0.113677,-0.113324,-0.11291,
433,232.928,-0.112335,-0.112144,-0.111922,-0.111666,-0.11137,-0.111028,-0.110626,
434,235.645,-0.110042,-0.109857,-0.109642,-0.109393,-0.109106,-0.108775,-0.108385,
435,238.393,-0.107794,-0.107614,-0.107406,-0.107165,-0.106886,-0.106564,-0.106187,
436,241.174,-0.105589,-0.105414,-0.105212,-0.104979,-0.104708,-0.104397,-0.104031,
437,243.986,-0.103426,-0.103257,-0.103061,-0.102834,-0.102573,-0.10227,-0.101915,
438,246.831,-0.101305,-0.101141,-0.100952,-0.100732,-0.100478,-0.100185,-0.0998407,
439,249.709,-0.0992256,-0.0990665,-0.0988828,-0.0986696,-0.0984234,-0.0981393,-0.0978057,
440,252.621,-0.0971864,-0.0970321,-0.096854,-0.0966474,-0.0964086,-0.0961332,-0.0958098,
441,255.566,-0.0951868,-0.0950373,-0.0948646,-0.0946643,-0.0944328,-0.0941658,-0.0938523,
442,258.545,-0.0932262,-0.0930812,-0.0929138,-0.0927197,-0.0924953,-0.0922364,-0.0919326,
443,261.559,-0.0913038,-0.0911633,-0.0910011,-0.0908129,-0.0905953,-0.0903444,-0.0900499,
444,264.608,-0.0894191,-0.0892829,-0.0891257,-0.0889432,-0.0887323,-0.0884891,-0.0882036,
445,267.692,-0.0875713,-0.0874393,-0.0872869,-0.08711,-0.0869056,-0.0866699,-0.0863931,
446,270.812,-0.0857597,-0.0856318,-0.0854841,-0.0853127,-0.0851145,-0.084886,-0.0846178,
447,273.968,-0.0839838,-0.0838598,-0.0837166,-0.0835505,-0.0833584,-0.083137,-0.082877,
448,277.16,-0.0822428,-0.0821227,-0.0819839,-0.0818229,-0.0816367,-0.0814221,-0.0811701,
449,280.39,-0.0805362,-0.0804197,-0.0802852,-0.0801292,-0.0799487,-0.0797407,-0.0794965,
450,283.657,-0.0788633,-0.0787504,-0.0786201,-0.0784689,-0.0782939,-0.0780924,-0.0778557,
451,286.962,-0.0772234,-0.0771141,-0.0769878,-0.0768412,-0.0766717,-0.0764763,-0.076247,
452,290.305,-0.0756161,-0.0755101,-0.0753877,-0.0752457,-0.0750814,-0.0748921,-0.0746699,
453,293.686,-0.0740407,-0.073938,-0.0738194,-0.0736818,-0.0735225,-0.0733391,-0.0731237,
454,297.107,-0.0724966,-0.0723971,-0.0722821,-0.0721488,-0.0719945,-0.0718167,-0.071608,
455,300.568,-0.0709832,-0.0708868,-0.0707754,-0.0706462,-0.0704967,-0.0703245,-0.0701222,
456,304.069,-0.0695,-0.0694066,-0.0692987,-0.0691735,-0.0690286,-0.0688617,-0.0686658,
457,307.61,-0.0680464,-0.0679559,-0.0678514,-0.0677301,-0.0675897,-0.067428,-0.0672381,
458,311.192,-0.0666219,-0.0665342,-0.066433,-0.0663155,-0.0661793,-0.0660227,-0.0658388,
459,314.816,-0.0652259,-0.065141,-0.0650429,-0.064929,-0.0647971,-0.0646454,-0.0644672,
460,318.482,-0.0638579,-0.0637757,-0.0636806,-0.0635703,-0.0634425,-0.0632955,-0.0631228,
461,322.19,-0.0625174,-0.0624377,-0.0623456,-0.0622388,-0.062115,-0.0619725,-0.0618053,
462,325.941,-0.0612039,-0.0611267,-0.0610375,-0.060934,-0.060814,-0.060676,-0.060514,
463,329.736,-0.0599168,-0.059842,-0.0597556,-0.0596553,-0.0595391,-0.0594054,-0.0592485,
464,333.574,-0.0586557,-0.0585832,-0.0584995,-0.0584024,-0.0582898,-0.0581603,-0.0580082,
465,337.457,-0.05742,-0.0573498,-0.0572688,-0.0571747,-0.0570656,-0.0569401,-0.0567928,
466,341.385,-0.0562094,-0.0561414,-0.0560629,-0.0559717,-0.055866,-0.0557445,-0.0556018,
467,345.359,-0.0550232,-0.0549574,-0.0548813,-0.054793,-0.0546906,-0.0545729,-0.0544347,
468,349.379,-0.0538611,-0.0537974,-0.0537237,-0.0536382,-0.053539,-0.053425,-0.0532911,
469,353.445,-0.0527226,-0.0526609,-0.0525895,-0.0525067,-0.0524106,-0.0523002,-0.0521705,
470,357.558,-0.0516073,-0.0515475,-0.0514784,-0.0513981,-0.0513051,-0.0511981,-0.0510725,
471,361.719,-0.0505147,-0.0504567,-0.0503898,-0.0503121,-0.0502219,-0.0501183,-0.0499967,
472,365.928,-0.0494443,-0.0493882,-0.0493233,-0.0492481,-0.0491608,-0.0490605,-0.0489427,
473,370.186,-0.0483958,-0.0483414,-0.0482786,-0.0482058,-0.0481212,-0.048024,-0.04791,
474,374.493,-0.0473687,-0.047316,-0.0472552,-0.0471847,-0.0471027,-0.0470086,-0.0468982,
475,378.85,-0.0463626,-0.0463116,-0.0462527,-0.0461844,-0.046105,-0.0460139,-0.0459069,
476,383.258,-0.0453771,-0.0453277,-0.0452707,-0.0452046,-0.0451277,-0.0450395,-0.0449359,
477,387.717,-0.0444118,-0.044364,-0.0443088,-0.0442447,-0.0441703,-0.0440849,-0.0439845,
478,392.227,-0.0434664,-0.0434201,-0.0433666,-0.0433046,-0.0432325,-0.0431497,-0.0430526,
479,396.79,-0.0425404,-0.0424955,-0.0424438,-0.0423837,-0.0423139,-0.0422338,-0.0421397,
480,401.405,-0.0416334,-0.04159,-0.0415399,-0.0414817,-0.0414141,-0.0413365,-0.0412454,
481,406.074,-0.0407451,-0.0407031,-0.0406546,-0.0405983,-0.0405327,-0.0404576,-0.0403695,
482,410.797,-0.0398752,-0.0398345,-0.0397875,-0.039733,-0.0396695,-0.0395968,-0.0395114,
483,415.575,-0.0390232,-0.0389838,-0.0389383,-0.0388855,-0.0388241,-0.0387537,-0.038671,
484,420.408,-0.0381888,-0.0381507,-0.0381067,-0.0380555,-0.037996,-0.0379279,-0.0378478,
485,425.297,-0.0373717,-0.0373348,-0.0372922,-0.0372427,-0.037185,-0.0371191,-0.0370416,
486,430.242,-0.0365715,-0.0365358,-0.0364945,-0.0364466,-0.0363908,-0.0363269,-0.0362519,
487,435.245,-0.035788,-0.0357534,-0.0357134,-0.035667,-0.035613,-0.0355511,-0.0354785,
488,440.306,-0.0350207,-0.0349872,-0.0349485,-0.0349036,-0.0348512,-0.0347914,-0.034721,
489,445.426,-0.0342693,-0.0342369,-0.0341994,-0.0341559,-0.0341053,-0.0340473,-0.0339792,
490,450.605,-0.0335336,-0.0335022,-0.0334659,-0.0334238,-0.0333748,-0.0333187,-0.0332527,
491,455.844,-0.0328132,-0.0327828,-0.0327477,-0.0327069,-0.0326594,-0.0326051,-0.0325413,
492,461.143,-0.0321078,-0.0320784,-0.0320444,-0.0320049,-0.0319589,-0.0319064,-0.0318446,
493,466.504,-0.0314171,-0.0313886,-0.0313557,-0.0313176,-0.031273,-0.0312221,-0.0311623,
494,471.927,-0.0307409,-0.0307133,-0.0306815,-0.0306445,-0.0306014,-0.0305522,-0.0304943,
495,477.413,-0.0300788,-0.0300521,-0.0300213,-0.0299856,-0.0299438,-0.0298961,-0.0298401,
496,482.963,-0.0294306,-0.0294048,-0.029375,-0.0293403,-0.0293,-0.0292538,-0.0291996,
497,488.577,-0.0287959,-0.028771,-0.0287421,-0.0287086,-0.0286695,-0.0286248,-0.0285723,
498,494.255,-0.0281743,-0.0281502,-0.0281222,-0.0280897,-0.0280519,-0.0280085,-0.0279575,
499,500,-0.0275639,-0.0275404,-0.0275133,-0.0274817,-0.0274448,-0.0274017,-0.0273508,
