gridnumber,capital,VF[0],VF[1],VF[2],VF[3],VF[4],VF[5],VF[6],
121,4.84793,-6.66102,-6.57432,-6.4762,-6.36499,-6.2388,-6.09564,-5.93342,
122,4.92263,-6.63159,-6.5455,-6.44804,-6.33759,-6.21223,-6.07,-5.9088,
123,4.99819,-6.60203,-6.51654,-6.41975,-6.31005,-6.18553,-6.04423,-5.88406,
124,5.07463,-6.57234,-6.48745,-6.39134,-6.28238,-6.1587,-6.01834,-5.85921,
125,5.15196,-6.54252,-6.45823,-6.36279,-6.25458,-6.13174,-5.99231,-5.83423,
126,5.23019,-6.51256,-6.42888,-6.33411,-6.22666,-6.10465,-5.96616,-5.80913,
127,5.30931,-6.48248,-6.3994,-6.3053,-6.1986,-6.07744,-5.93987,-5.78389,
128,5.38936,-6.45228,-6.3698,-6.27636,-6.17042,-6.0501,-5.91347,-5.75853,
129,5.47033,-6.42195,-6.34006,-6.2473,-6.14211,-6.02263,-5.88693,-5.73304,
130,5.55225,-6.3915,-6.3102,-6.21812,-6.11367,-5.99504,-5.86028,-5.70743,
131,5.63511,-6.36092,-6.28021,-6.18881,-6.08511,-5.96732,-5.83349,-5.68169,
132,5.71893,-6.33022,-6.25011,-6.15938,-6.05643,-5.93948,-5.8066,-5.65584,
133,5.80372,-6.29939,-6.21988,-6.12982,-6.02763,-5.91152,-5.77959,-5.62989,
134,5.88949,-6.26844,-6.18954,-6.10015,-5.99871,-5.88344,-5.75246,-5.60381,
135,5.97626,-6.23736,-6.15907,-6.07035,-5.96966,-5.85524,-5.7252,-5.57762,
136,6.06403,-6.20617,-6.12848,-6.04044,-5.9405,-5.82692,-5.69783,-5.5513,
137,6.15282,-6.17486,-6.09778,-6.0104,-5.91122,-5.79848,-5.67034,-5.52487,
138,6.24264,-6.14344,-6.06696,-5.98026,-5.88182,-5.76993,-5.64274,-5.49833,
139,6.3335,-6.1119,-6.03603,-5.94999,-5.85231,-5.74126,-5.61502,-5.47167,
140,6.42541,-6.08024,-6.00498,-5.91961,-5.82268,-5.71248,-5.58719,-5.4449,
141,6.51839,-6.04849,-5.97381,-5.88912,-5.79294,-5.68358,-5.55925,-5.41801,
142,6.61244,-6.01662,-5.94254,-5.85852,-5.76309,-5.65458,-5.53119,-5.39104,
143,6.70758,-5.98465,-5.91116,-5.82781,-5.73313,-5.62546,-5.50303,-5.36396,
144,6.80383,-5.95257,-5.87966,-5.79699,-5.70306,-5.59624,-5.47476,-5.33678,
145,6.90119,-5.92038,-5.84806,-5.76606,-5.67289,-5.56692,-5.44639,-5.30949,
146,6.99968,-5.88808,-5.81636,-5.73503,-5.64261,-5.53749,-5.41791,-5.28209,
147,7.0993,-5.85568,-5.78455,-5.70389,-5.61223,-5.50795,-5.38934,-5.2546,
148,7.20009,-5.82318,-5.75264,-5.67265,-5.58175,-5.47832,-5.36067,-5.227,
149,7.30204,-5.79058,-5.72063,-5.64132,-5.55117,-5.44859,-5.33191,-5.1993,
150,7.40517,-5.75788,-5.68852,-5.60988,-5.52049,-5.41876,-5.30305,-5.1715,
151,7.5095,-5.72509,-5.65633,-5.57835,-5.48972,-5.38884,-5.27409,-5.1436,
152,7.61503,-5.6922,-5.62404,-5.54673,-5.45885,-5.35883,-5.24504,-5.11561,
153,7.72179,-5.65922,-5.59166,-5.51501,-5.4279,-5.32873,-5.21589,-5.08755,
154,7.82979,-5.62614,-5.55919,-5.48321,-5.39685,-5.29854,-5.18666,-5.0594,
155,7.93903,-5.59298,-5.52664,-5.45132,-5.36572,-5.26826,-5.15734,-5.03115,
156,8.04955,-5.55974,-5.494,-5.41935,-5.3345,-5.23789,-5.12792,-5.00282,
157,8.16134,-5.52643,-5.46128,-5.38729,-5.3032,-5.20744,-5.09843,-4.97441,
158,8.27443,-5.49304,-5.42848,-5.35515,-5.27181,-5.17691,-5.06885,-4.94591,
159,8.38882,-5.45957,-5.39559,-5.32293,-5.24035,-5.14629,-5.03919,-4.91732,
160,8.50455,-5.42603,-5.36264,-5.29064,-5.20881,-5.1156,-5.00945,-4.88866,
161,8.62161,-5.39241,-5.32961,-5.25827,-5.17719,-5.08483,-4.97964,-4.85992,
162,8.74003,-5.35872,-5.2965,-5.22583,-5.1455,-5.05399,-4.94975,-4.8311,
163,8.85982,-5.32496,-5.26333,-5.19332,-5.11374,-5.02308,-4.91979,-4.80221,
164,8.981,-5.29114,-5.23009,-5.16074,-5.08192,-4.9921,-4.88976,-4.77325,
165,9.10358,-5.25725,-5.19679,-5.1281,-5.05002,-4.96106,-4.85966,-4.74424,
166,9.22759,-5.2233,-5.16342,-5.0954,-5.01807,-4.92995,-4.82949,-4.71516,
167,9.35303,-5.18929,-5.12999,-5.06264,-4.98605,-4.89878,-4.79927,-4.68601,
168,9.47992,-5.15522,-5.09651,-5.02982,-4.95398,-4.86755,-4.76899,-4.65679,
169,9.60828,-5.1211,-5.06298,-4.99695,-4.92185,-4.83626,-4.73865,-4.62752,
170,9.73813,-5.08693,-5.02939,-4.96403,-4.88967,-4.80491,-4.70825,-4.59818,
171,9.86949,-5.05272,-4.99576,-4.93106,-4.85743,-4.77351,-4.6778,-4.56879,
172,10.0024,-5.01846,-4.96208,-4.89804,-4.82515,-4.74206,-4.6473,-4.53933,
173,10.1368,-4.98415,-4.92835,-4.86497,-4.79282,-4.71057,-4.61674,-4.50983,
174,10.2728,-4.94981,-4.89459,-4.83187,-4.76044,-4.67902,-4.58614,-4.48027,
175,10.4103,-4.91543,-4.86079,-4.79872,-4.72803,-4.64743,-4.55548,-4.45066,
176,10.5494,-4.88103,-4.82696,-4.76553,-4.69557,-4.6158,-4.52479,-4.42101,
177,10.6902,-4.8466,-4.7931,-4.73231,-4.66308,-4.58414,-4.49405,-4.39131,
178,10.8326,-4.81214,-4.7592,-4.69906,-4.63055,-4.55243,-4.46328,-4.36158,
179,10.9766,-4.77765,-4.72529,-4.66578,-4.598,-4.52069,-4.43247,-4.33182,
180,11.1223,-4.74314,-4.69134,-4.63248,-4.56541,-4.48893,-4.40162,-4.30202,
181,11.2697,-4.70862,-4.65738,-4.59915,-4.5328,-4.45713,-4.37074,-4.27219,
182,11.4188,-4.67407,-4.6234,-4.5658,-4.50016,-4.4253,-4.33983,-4.24232,
183,11.5696,-4.63951,-4.5894,-4.53243,-4.46751,-4.39345,-4.3089,-4.21243,
184,11.7222,-4.60494,-4.55538,-4.49904,-4.43483,-4.36159,-4.27794,-4.1825,
185,11.8766,-4.57036,-4.52136,-4.46564,-4.40214,-4.3297,-4.24696,-4.15256,
186,12.0327,-4.53577,-4.48732,-4.43223,-4.36944,-4.2978,-4.21596,-4.12259,
187,12.1906,-4.50118,-4.45329,-4.39881,-4.33673,-4.26588,-4.18495,-4.0926,
188,12.3504,-4.46659,-4.41924,-4.36539,-4.30401,-4.23396,-4.15392,-4.06259,
189,12.512,-4.432,-4.3852,-4.33197,-4.27128,-4.20202,-4.12288,-4.03257,
190,12.6755,-4.39742,-4.35117,-4.29855,-4.23856,-4.17009,-4.09184,-4.00254,
191,12.8409,-4.36285,-4.31714,-4.26513,-4.20583,-4.13815,-4.06079,-3.9725,
192,13.0082,-4.32828,-4.28312,-4.23172,-4.17312,-4.10622,-4.02974,-3.94245,
193,13.1774,-4.29373,-4.24911,-4.19832,-4.14041,-4.07429,-3.9987,-3.9124,
194,13.3486,-4.2592,-4.21511,-4.16493,-4.10771,-4.04236,-3.96767,-3.88235,
195,13.5218,-4.22469,-4.18114,-4.13156,-4.07502,-4.01045,-3.93664,-3.85232,
196,13.697,-4.19021,-4.14719,-4.09821,-4.04235,-3.97855,-3.90562,-3.82229,
197,13.8742,-4.15575,-4.11326,-4.06489,-4.0097,-3.94667,-3.87461,-3.79227,
198,14.0535,-4.12132,-4.07937,-4.03159,-3.97707,-3.9148,-3.84362,-3.76226,
199,14.2348,-4.08693,-4.0455,-3.99831,-3.94447,-3.88296,-3.81264,-3.73226,
200,14.4183,-4.05258,-4.01167,-3.96507,-3.9119,-3.85113,-3.78168,-3.70227,
201,14.6039,-4.01827,-3.97787,-3.93186,-3.87935,-3.81934,-3.75075,-3.67231,
202,14.7916,-3.98401,-3.94412,-3.89869,-3.84684,-3.78758,-3.71984,-3.64236,
203,14.9815,-3.9498,-3.91041,-3.86556,-3.81437,-3.75585,-3.68896,-3.61244,
204,15.1736,-3.91564,-3.87674,-3.83247,-3.78193,-3.72415,-3.65811,-3.58254,
205,15.3679,-3.88152,-3.84313,-3.79943,-3.74954,-3.6925,-3.6273,-3.55268,
206,15.5645,-3.84747,-3.80956,-3.76644,-3.7172,-3.66089,-3.59652,-3.52285,
207,15.7633,-3.81347,-3.77606,-3.7335,-3.68491,-3.62932,-3.56579,-3.49306,
208,15.9645,-3.77953,-3.74261,-3.70062,-3.65266,-3.5978,-3.5351,-3.4633,
209,16.168,-3.74566,-3.70922,-3.6678,-3.62048,-3.56634,-3.50446,-3.43358,
210,16.3738,-3.71186,-3.6759,-3.63504,-3.58835,-3.53493,-3.47387,-3.40391,
211,16.5821,-3.67813,-3.64266,-3.60234,-3.55629,-3.50359,-3.44334,-3.37429,
212,16.7927,-3.64447,-3.60949,-3.56972,-3.5243,-3.4723,-3.41285,-3.34471,
213,17.0058,-3.61089,-3.5764,-3.53717,-3.49237,-3.44108,-3.38243,-3.31518,
214,17.2213,-3.5774,-3.54339,-3.5047,-3.46051,-3.40993,-3.35206,-3.28572,
215,17.4394,-3.54399,-3.51046,-3.4723,-3.42873,-3.37884,-3.32176,-3.25632,
216,17.66,-3.51068,-3.47762,-3.43999,-3.39703,-3.34783,-3.29153,-3.22699,
217,17.8831,-3.47745,-3.44487,-3.40776,-3.3654,-3.31689,-3.26136,-3.19771,
218,18.1088,-3.44432,-3.4122,-3.37562,-3.33385,-3.28603,-3.23126,-3.1685,
219,18.3372,-3.41128,-3.37963,-3.34356,-3.30239,-3.25524,-3.20124,-3.13935,
220,18.5681,-3.37835,-3.34715,-3.3116,-3.27102,-3.22454,-3.17129,-3.11028,
221,18.8018,-3.34551,-3.31478,-3.27973,-3.23974,-3.19392,-3.14142,-3.08128,
222,19.0381,-3.31278,-3.2825,-3.24796,-3.20855,-3.16339,-3.11164,-3.05236,
223,19.2772,-3.28016,-3.25033,-3.21628,-3.17745,-3.13295,-3.08194,-3.02351,
224,19.5191,-3.24765,-3.21826,-3.18471,-3.14646,-3.10261,-3.05233,-2.99475,
225,19.7638,-3.21525,-3.1863,-3.15325,-3.11556,-3.07236,-3.02281,-2.96608,
226,20.0113,-3.18296,-3.15446,-3.1219,-3.08477,-3.04222,-2.99339,-2.93749,
227,20.2617,-3.1508,-3.12273,-3.09066,-3.05409,-3.01218,-2.96407,-2.90899,
228,20.5149,-3.11876,-3.09113,-3.05955,-3.02353,-2.98224,-2.93485,-2.88058,
229,20.7711,-3.08685,-3.05964,-3.02855,-2.99307,-2.95241,-2.90573,-2.85226,
230,21.0303,-3.05506,-3.02829,-2.99767,-2.96274,-2.92269,-2.87672,-2.82403,
231,21.2925,-3.02341,-2.99706,-2.96691,-2.93252,-2.89309,-2.84781,-2.79591,
232,21.5577,-2.99189,-2.96596,-2.93628,-2.90242,-2.86359,-2.81901,-2.76788,
233,21.826,-2.96051,-2.93499,-2.90578,-2.87244,-2.83421,-2.79032,-2.73996,
234,22.0974,-2.92927,-2.90415,-2.87541,-2.84258,-2.80495,-2.76174,-2.71214,
235,22.3719,-2.89816,-2.87346,-2.84516,-2.81285,-2.77581,-2.73327,-2.68442,
236,22.6496,-2.86721,-2.8429,-2.81505,-2.78325,-2.7468,-2.70492,-2.65682,
237,22.9306,-2.8364,-2.81248,-2.78508,-2.75378,-2.71791,-2.67668,-2.62932,
238,23.2148,-2.80574,-2.7822,-2.75524,-2.72445,-2.68914,-2.64857,-2.60194,
239,23.5023,-2.77523,-2.75207,-2.72555,-2.69525,-2.66051,-2.62058,-2.57468,
240,23.7931,-2.74487,-2.72208,-2.696,-2.66618,-2.632,-2.59272,-2.54755,
241,24.0873,-2.71466,-2.69224,-2.66659,-2.63726,-2.60363,-2.56498,-2.52053,
242,24.3848,-2.68461,-2.66256,-2.63733,-2.60847,-2.5754,-2.53737,-2.49364,
243,24.6859,-2.65471,-2.63302,-2.60821,-2.57983,-2.5473,-2.50989,-2.46687,
244,24.9904,-2.62498,-2.60365,-2.57925,-2.55134,-2.51934,-2.48255,-2.44023,
245,25.2985,-2.5954,-2.57443,-2.55044,-2.52299,-2.49153,-2.45534,-2.41371,
246,25.6101,-2.56599,-2.54536,-2.52178,-2.49479,-2.46385,-2.42826,-2.38733,
247,25.9253,-2.53674,-2.51646,-2.49328,-2.46675,-2.43633,-2.40133,-2.36107,
248,26.2442,-2.50766,-2.48773,-2.46494,-2.43886,-2.40895,-2.37454,-2.33495,
249,26.5668,-2.47875,-2.45915,-2.43676,-2.41112,-2.38172,-2.34789,-2.30896,
250,26.8931,-2.45,-2.43075,-2.40875,-2.38354,-2.35464,-2.32138,-2.28311,
251,27.2232,-2.42144,-2.40251,-2.38089,-2.35612,-2.32772,-2.29502,-2.2574,
252,27.5571,-2.39304,-2.37444,-2.3532,-2.32886,-2.30095,-2.26881,-2.23183,
253,27.8949,-2.36482,-2.34655,-2.32568,-2.30176,-2.27433,-2.24275,-2.20641,
254,28.2366,-2.33678,-2.31882,-2.29833,-2.27483,-2.24788,-2.21685,-2.18113,
255,28.5823,-2.30892,-2.29128,-2.27115,-2.24806,-2.22159,-2.19109,-2.15599,
256,28.932,-2.28123,-2.26391,-2.24414,-2.22146,-2.19545,-2.16549,-2.131,
257,29.2857,-2.25373,-2.23672,-2.21731,-2.19503,-2.16948,-2.14005,-2.10616,
258,29.6435,-2.22642,-2.2097,-2.19065,-2.16877,-2.14368,-2.11477,-2.08147,
259,30.0055,-2.19929,-2.18287,-2.16417,-2.14268,-2.11804,-2.08964,-2.05694,
260,30.3716,-2.17234,-2.15623,-2.13786,-2.11676,-2.09257,-2.06468,-2.03255,
261,30.742,-2.14559,-2.12977,-2.11174,-2.09102,-2.06727,-2.03988,-2.00833,
262,31.1167,-2.11902,-2.10349,-2.0858,-2.06546,-2.04214,-2.01524,-1.98426,
263,31.4958,-2.09264,-2.0774,-2.06004,-2.04007,-2.01718,-1.99077,-1.96034,
264,31.8792,-2.06646,-2.0515,-2.03446,-2.01486,-1.99239,-1.96647,-1.93659,
265,32.267,-2.04047,-2.02578,-2.00907,-1.98984,-1.96778,-1.94233,-1.913,
266,32.6594,-2.01467,-2.00026,-1.98387,-1.96499,-1.94335,-1.91837,-1.88957,
267,33.0563,-1.98907,-1.97493,-1.95885,-1.94033,-1.91909,-1.89457,-1.86631,
268,33.4578,-1.96367,-1.94979,-1.93402,-1.91585,-1.89501,-1.87095,-1.84321,
269,33.864,-1.93846,-1.92485,-1.90938,-1.89155,-1.87111,-1.8475,-1.82027,
270,34.2748,-1.91345,-1.9001,-1.88493,-1.86744,-1.84739,-1.82422,-1.7975,
271,34.6904,-1.88864,-1.87555,-1.86068,-1.84352,-1.82385,-1.80112,-1.77491,
272,35.1109,-1.86403,-1.85119,-1.83661,-1.81979,-1.8005,-1.7782,-1.75248,
273,35.5362,-1.83962,-1.82704,-1.81274,-1.79624,-1.77733,-1.75545,-1.73022,
274,35.9664,-1.81542,-1.80308,-1.78906,-1.77289,-1.75434,-1.73289,-1.70813,
275,36.4016,-1.79142,-1.77933,-1.76558,-1.74972,-1.73154,-1.7105,-1.68623,
276,36.8419,-1.76762,-1.75577,-1.7423,-1.72675,-1.70892,-1.68829,-1.66449,
