gridnumber,capital,
0,0,-7.57618,-7.57617,-7.57618,-7.57617,-7.57617,-7.57616,-7.57616,-6.81215,-6.81214,-6.81215,-6.81214,-6.81214,-6.81213,-6.81213,-6.26454,-6.26453,-6.26453,-6.26452,-6.26452,-6.26451,-6.26451,-5.84627,-5.84624,-5.84622,-5.84619,-5.84616,-5.84613,-5.8461,-5.46524,-5.46517,-5.46511,-5.46504,-5.46498,-5.4649,-5.46484,-5.09151,-5.0914,-5.0913,-5.09119,-5.09108,-5.09097,-5.09086,-4.71335,-4.7132,-4.71306,-4.7129,-4.71275,-4.71259,-4.71245,
1,0.0185364,-7.43012,-7.42998,-7.42985,-7.42971,-7.42958,-7.42942,-7.42929,-6.73114,-6.73106,-6.73099,-6.73091,-6.73084,-6.73074,-6.73067,-6.21969,-6.21964,-6.21961,-6.21955,-6.21951,-6.21945,-6.21941,-5.81467,-5.8146,-5.81455,-5.81448,-5.81443,-5.81435,-5.81429,-5.43969,-5.43959,-5.43951,-5.43941,-5.43932,-5.43921,-5.43912,-5.06983,-5.0697,-5.06957,-5.06944,-5.06931,-5.06917,-5.06904,-4.6947,-4.69453,-4.69436,-4.69419,-4.69402,-4.69384,-4.69367,
2,0.0372875,-7.29861,-7.29837,-7.29814,-7.29789,-7.29765,-7.29739,-7.29714,-6.65671,-6.65656,-6.65643,-6.65629,-6.65615,-6.65599,-6.65585,-6.17779,-6.1777,-6.17763,-6.17754,-6.17746,-6.17736,-6.17728,-5.78329,-5.78319,-5.7831,-5.783,-5.78291,-5.7828,-5.78271,-5.41414,-5.41402,-5.41391,-5.41378,-5.41366,-5.41353,-5.41341,-5.04808,-5.04792,-5.04778,-5.04761,-5.04746,-5.0473,-5.04714,-4.67595,-4.67575,-4.67557,-4.67537,-4.67518,-4.67498,-4.67479,
3,0.0562558,-7.17985,-7.17952,-7.17921,-7.17888,-7.17855,-7.17821,-7.17788,-6.58817,-6.58798,-6.5878,-6.5876,-6.58741,-6.5872,-6.58701,-6.13697,-6.13684,-6.13672,-6.13658,-6.13646,-6.13631,-6.13618,-5.75239,-5.75225,-5.75213,-5.75199,-5.75187,-5.75172,-5.75159,-5.38862,-5.38846,-5.38832,-5.38816,-5.38801,-5.38785,-5.3877,-5.0263,-5.02612,-5.02595,-5.02576,-5.02558,-5.02539,-5.02521,-4.65708,-4.65687,-4.65666,-4.65645,-4.65624,-4.65601,-4.6558,
4,0.0754439,-7.07229,-7.0719,-7.07152,-7.07112,-7.07073,-7.07032,-7.06992,-6.52496,-6.52472,-6.5245,-6.52426,-6.52402,-6.52377,-6.52354,-6.09739,-6.09722,-6.09706,-6.09689,-6.09673,-6.09655,-6.09638,-5.72171,-5.72154,-5.72139,-5.72122,-5.72107,-5.72089,-5.72073,-5.36314,-5.36296,-5.36279,-5.3626,-5.36243,-5.36224,-5.36206,-5.00448,-5.00427,-5.00408,-5.00387,-5.00366,-5.00345,-5.00324,-4.63817,-4.63793,-4.63771,-4.63747,-4.63724,-4.63699,-4.63676,
5,0.0948544,-6.9746,-6.97416,-6.97373,-6.97328,-6.97284,-6.97238,-6.97192,-6.46655,-6.46628,-6.46602,-6.46574,-6.46548,-6.46519,-6.46492,-6.05823,-6.05803,-6.05784,-6.05764,-6.05744,-6.05723,-6.05702,-5.69121,-5.69102,-5.69084,-5.69064,-5.69045,-5.69024,-5.69005,-5.33766,-5.33745,-5.33726,-5.33705,-5.33684,-5.33662,-5.33642,-4.98258,-4.98235,-4.98213,-4.9819,-4.98167,-4.98143,-4.9812,-4.61918,-4.61892,-4.61868,-4.61842,-4.61816,-4.6179,-4.61764,
6,0.11449,-6.88566,-6.88518,-6.88471,-6.88423,-6.88374,-6.88324,-6.88275,-6.41249,-6.41219,-6.41191,-6.4116,-6.41131,-6.41099,-6.41069,-6.01984,-6.0196,-6.01936,-6.01911,-6.01887,-6.01861,-6.01836,-5.66086,-5.66064,-5.66043,-5.6602,-5.65998,-5.65974,-5.65951,-5.31219,-5.31195,-5.31173,-5.31149,-5.31126,-5.31101,-5.31078,-4.96061,-4.96035,-4.96011,-4.95986,-4.95961,-4.95934,-4.95909,-4.60008,-4.59981,-4.59954,-4.59926,-4.59899,-4.5987,-4.59843,
7,0.134352,-6.80448,-6.80397,-6.80348,-6.80296,-6.80245,-6.80192,-6.8014,-6.36235,-6.36203,-6.36172,-6.36139,-6.36106,-6.36072,-6.36039,-5.98239,-5.98212,-5.98185,-5.98157,-5.9813,-5.981,-5.98072,-5.6307,-5.63044,-5.6302,-5.62993,-5.62968,-5.62941,-5.62916,-5.28671,-5.28645,-5.2862,-5.28593,-5.28568,-5.2854,-5.28514,-4.93858,-4.9383,-4.93804,-4.93775,-4.93748,-4.93719,-4.93691,-4.58092,-4.58062,-4.58033,-4.58003,-4.57974,-4.57943,-4.57913,
8,0.154445,-6.73022,-6.72969,-6.72918,-6.72864,-6.72811,-6.72755,-6.72701,-6.3133,-6.31292,-6.31255,-6.31216,-6.31179,-6.31141,-6.31105,-5.94536,-5.94506,-5.94476,-5.94445,-5.94414,-5.94382,-5.9435,-5.60074,-5.60045,-5.60017,-5.59988,-5.59959,-5.59929,-5.599,-5.26122,-5.26093,-5.26065,-5.26036,-5.26008,-5.25978,-5.25949,-4.91653,-4.91623,-4.91594,-4.91563,-4.91533,-4.91502,-4.91472,-4.5617,-4.56139,-4.56108,-4.56076,-4.56044,-4.56011,-4.55979,
9,0.174771,-6.66214,-6.6616,-6.66107,-6.66052,-6.65997,-6.65941,-6.65885,-6.26647,-6.26606,-6.26567,-6.26525,-6.26484,-6.26441,-6.264,-5.90879,-5.90845,-5.90813,-5.90779,-5.90745,-5.9071,-5.90675,-5.57092,-5.57061,-5.5703,-5.56998,-5.56966,-5.56933,-5.56901,-5.23575,-5.23544,-5.23513,-5.23481,-5.2345,-5.23417,-5.23385,-4.8944,-4.89407,-4.89376,-4.89343,-4.89311,-4.89278,-4.89245,-4.54238,-4.54205,-4.54172,-4.54138,-4.54104,-4.54069,-4.54035,
10,0.195332,-6.5996,-6.59905,-6.59851,-6.59795,-6.5974,-6.59682,-6.59626,-6.22028,-6.21985,-6.21943,-6.21899,-6.21855,-6.2181,-6.21765,-5.87273,-5.87235,-5.87198,-5.8716,-5.87122,-5.87083,-5.87045,-5.54121,-5.54086,-5.54053,-5.54018,-5.53984,-5.53947,-5.53912,-5.21028,-5.20994,-5.20961,-5.20926,-5.20892,-5.20856,-5.20822,-4.87219,-4.87185,-4.87151,-4.87116,-4.87082,-4.87046,-4.87011,-4.52296,-4.5226,-4.52226,-4.52189,-4.52154,-4.52117,-4.52081,
