gridnumber,capital,policy[0],policy[1],policy[2],policy[3],policy[4],policy[5],policy[6],
436,241.174,240.166,240.308,240.552,240.966,241.664,242.831,244.777,
437,243.986,242.977,243.12,243.364,243.778,244.476,245.643,247.589,
438,246.831,245.822,245.964,246.208,246.623,247.32,248.487,250.433,
439,249.709,248.699,248.841,249.086,249.5,250.198,251.365,253.311,
440,252.621,251.61,251.752,251.996,252.411,253.108,254.275,256.222,
441,255.566,254.555,254.697,254.941,255.355,256.053,257.22,259.166,
442,258.545,257.533,257.675,257.919,258.334,259.031,260.198,262.145,
443,261.559,260.546,260.689,260.933,261.347,262.045,263.212,265.158,
444,264.608,263.595,263.737,263.981,264.395,265.093,266.26,268.206,
445,267.692,266.678,266.82,267.064,267.478,268.176,269.343,271.289,
446,270.812,269.797,269.939,270.183,270.598,271.295,272.462,274.408,
447,273.968,272.952,273.094,273.338,273.753,274.45,275.617,277.564,
448,277.16,276.144,276.286,276.53,276.945,277.642,278.809,280.755,
449,280.39,279.373,279.515,279.759,280.173,280.871,282.038,283.984,
450,283.657,282.639,282.781,283.025,283.439,284.137,285.304,287.25,
451,286.962,285.943,286.085,286.329,286.743,287.441,288.608,290.554,
452,290.305,289.285,289.427,289.671,290.086,290.783,291.95,293.896,
453,293.686,292.666,292.808,293.052,293.467,294.164,295.331,297.277,
454,297.107,296.086,296.228,296.472,296.887,297.584,298.751,300.697,
455,300.568,299.546,299.688,299.932,300.347,301.044,302.211,304.157,
456,304.069,303.046,303.188,303.432,303.846,304.544,305.711,307.657,
457,307.61,306.586,306.728,306.972,307.387,308.084,309.251,311.197,
458,311.192,310.168,310.31,310.554,310.968,311.666,312.833,314.778,
459,314.816,313.791,313.933,314.177,314.591,315.289,316.455,318.401,
460,318.482,317.456,317.598,317.842,318.256,318.953,320.12,322.066,
461,322.19,321.163,321.305,321.549,321.963,322.661,323.828,325.774,
462,325.941,324.913,325.055,325.299,325.714,326.411,327.578,329.524,
463,329.736,328.707,328.849,329.093,329.508,330.205,331.372,333.318,
464,333.574,332.545,332.687,332.931,333.345,334.043,335.21,337.156,
465,337.457,336.427,336.569,336.813,337.227,337.925,339.092,341.038,
466,341.385,340.354,340.496,340.74,341.155,341.852,343.019,344.965,
467,345.359,344.327,344.469,344.713,345.127,345.825,346.992,348.938,
468,349.379,348.346,348.488,348.732,349.146,349.843,351.01,352.956,
469,353.445,352.411,352.553,352.797,353.211,353.909,355.076,357.022,
470,357.558,356.523,356.665,356.909,357.324,358.021,359.188,361.134,
471,361.719,360.683,360.825,361.069,361.484,362.181,363.348,365.294,
472,365.928,364.891,365.033,365.277,365.692,366.389,367.556,369.502,
473,370.186,369.148,369.29,369.534,369.949,370.646,371.813,373.759,
474,374.493,373.455,373.597,373.841,374.255,374.952,376.119,378.065,
475,378.85,377.811,377.953,378.197,378.611,379.309,380.475,382.421,
476,383.258,382.217,382.359,382.603,383.018,383.715,384.882,386.828,
477,387.717,386.675,386.817,387.061,387.475,388.173,389.34,391.286,
478,392.227,391.184,391.326,391.57,391.985,392.682,393.849,395.795,
479,396.79,395.746,395.888,396.132,396.546,397.244,398.411,400.357,
480,401.405,400.36,400.502,400.746,401.161,401.858,403.025,404.971,
481,406.074,405.028,405.17,405.414,405.829,406.526,407.693,409.639,
482,410.797,409.75,409.892,410.136,410.551,411.248,412.415,414.361,
483,415.575,414.527,414.669,414.913,415.327,416.025,417.192,419.138,
484,420.408,419.359,419.501,419.745,420.159,420.857,422.024,423.97,
485,425.297,424.247,424.389,424.633,425.047,425.745,426.911,428.858,
486,430.242,429.192,429.333,429.577,429.992,430.689,431.856,433.802,
487,435.245,434.193,434.335,434.579,434.994,435.691,436.858,438.804,
488,440.306,439.253,439.395,439.639,440.054,440.751,441.918,443.864,
489,445.426,444.372,444.514,444.758,445.172,445.87,447.037,448.983,
490,450.605,449.55,449.692,449.936,450.35,451.048,452.215,454.161,
491,455.844,454.788,454.93,455.174,455.588,456.286,457.453,459.4,
492,461.143,460.087,460.229,460.473,460.887,461.585,462.753,464.701,
493,466.504,465.448,465.59,465.834,466.249,466.947,468.117,470.067,
494,471.927,470.872,471.015,471.259,471.675,472.375,473.547,475.503,
495,477.413,476.363,476.506,476.751,477.168,477.871,479.05,481.018,
496,482.963,481.925,482.069,482.317,482.737,483.446,484.638,486.628,
497,488.577,487.568,487.715,487.967,488.394,489.117,490.33,492.357,
498,494.255,493.311,493.464,493.725,494.164,494.909,496.153,498.217,
499,500,499.206,499.366,499.635,500.087,500.842,502.094,504.167,
