gridnumber,capital,VF[0],VF[1],VF[2],VF[3],VF[4],VF[5],VF[6],
310,55.2707,-1.08061,-1.07497,-1.06849,-1.061,-1.0524,-1.04243,-1.03087,
311,55.9296,-1.06396,-1.05845,-1.05212,-1.04479,-1.03639,-1.02665,-1.01535,
312,56.5961,-1.0475,-1.04212,-1.03593,-1.02878,-1.02057,-1.01104,-1,
313,57.2703,-1.03124,-1.02599,-1.01994,-1.01295,-1.00493,-0.995621,-0.984827,
314,57.9523,-1.01517,-1.01004,-1.00413,-0.997303,-0.989469,-0.980376,-0.969825,
315,58.6423,-0.9993,-0.994286,-0.988515,-0.981843,-0.97419,-0.965307,-0.954997,
316,59.3402,-0.983618,-0.978721,-0.973084,-0.966567,-0.959092,-0.950415,-0.940339,
317,60.0462,-0.968127,-0.963344,-0.957839,-0.951474,-0.944173,-0.935698,-0.925853,
318,60.7604,-0.952825,-0.948155,-0.942779,-0.936563,-0.929432,-0.921155,-0.911536,
319,61.4828,-0.937713,-0.933153,-0.927903,-0.921833,-0.914869,-0.906787,-0.897389,
320,62.2137,-0.922788,-0.918336,-0.91321,-0.907283,-0.900483,-0.892591,-0.88341,
321,62.9529,-0.90805,-0.903703,-0.898699,-0.892912,-0.886273,-0.878567,-0.869599,
322,63.7008,-0.893498,-0.889254,-0.884369,-0.878719,-0.872237,-0.864714,-0.855954,
323,64.4573,-0.87913,-0.874988,-0.870219,-0.864703,-0.858376,-0.851031,-0.842476,
324,65.2226,-0.864945,-0.860902,-0.856247,-0.850863,-0.844687,-0.837518,-0.829163,
325,65.9968,-0.850942,-0.846997,-0.842453,-0.837199,-0.83117,-0.824173,-0.816014,
326,66.7799,-0.837121,-0.83327,-0.828836,-0.823708,-0.817824,-0.810995,-0.803028,
327,67.5721,-0.823479,-0.819721,-0.815394,-0.81039,-0.804648,-0.797984,-0.790205,
328,68.3735,-0.810015,-0.806349,-0.802127,-0.797243,-0.791641,-0.785137,-0.777543,
329,69.1841,-0.796728,-0.793152,-0.789032,-0.784268,-0.778801,-0.772455,-0.765041,
330,70.0042,-0.783618,-0.780128,-0.77611,-0.771461,-0.766127,-0.759936,-0.752699,
331,70.8337,-0.770682,-0.767278,-0.763358,-0.758823,-0.753619,-0.74758,-0.740515,
332,71.6729,-0.757919,-0.754599,-0.750775,-0.746351,-0.741275,-0.735384,-0.728489,
333,72.5218,-0.745329,-0.74209,-0.738361,-0.734046,-0.729095,-0.723348,-0.71662,
334,73.3805,-0.732909,-0.729751,-0.726113,-0.721905,-0.717076,-0.711471,-0.704909,
335,74.2492,-0.720658,-0.717579,-0.714031,-0.709927,-0.705218,-0.699752,-0.693351,
336,75.1279,-0.708576,-0.705573,-0.702114,-0.698112,-0.693519,-0.688189,-0.681947,
337,76.0168,-0.69666,-0.693732,-0.690359,-0.686457,-0.681979,-0.676781,-0.670695,
338,76.916,-0.684909,-0.682055,-0.678766,-0.674961,-0.670595,-0.665527,-0.659593,
339,77.8256,-0.673322,-0.67054,-0.667334,-0.663624,-0.659367,-0.654426,-0.64864,
340,78.7458,-0.661898,-0.659185,-0.65606,-0.652444,-0.648294,-0.643477,-0.637836,
341,79.6766,-0.650634,-0.64799,-0.644944,-0.641419,-0.637373,-0.632678,-0.627179,
342,80.6182,-0.63953,-0.636953,-0.633984,-0.630548,-0.626605,-0.622028,-0.616668,
343,81.5708,-0.628584,-0.626073,-0.623179,-0.61983,-0.615987,-0.611526,-0.606302,
344,82.5343,-0.617795,-0.615347,-0.612527,-0.609264,-0.605518,-0.601171,-0.596079,
345,83.509,-0.607161,-0.604776,-0.602028,-0.598848,-0.595197,-0.590961,-0.585999,
346,84.495,-0.59668,-0.594356,-0.591679,-0.58858,-0.585023,-0.580895,-0.57606,
347,85.4925,-0.586352,-0.584088,-0.581479,-0.57846,-0.574994,-0.570972,-0.566261,
348,86.5014,-0.576175,-0.573969,-0.571428,-0.568486,-0.565109,-0.561191,-0.5566,
349,87.5221,-0.566146,-0.563998,-0.561522,-0.558656,-0.555367,-0.551549,-0.547077,
350,88.5546,-0.556266,-0.554173,-0.551762,-0.54897,-0.545765,-0.542047,-0.53769,
351,89.5991,-0.546532,-0.544494,-0.542145,-0.539426,-0.536304,-0.532682,-0.528438,
352,90.6556,-0.536943,-0.534958,-0.53267,-0.530022,-0.526981,-0.523453,-0.51932,
353,91.7245,-0.527498,-0.525564,-0.523336,-0.520757,-0.517795,-0.514359,-0.510333,
354,92.8056,-0.518194,-0.516311,-0.514142,-0.51163,-0.508746,-0.505399,-0.501479,
355,93.8993,-0.509031,-0.507198,-0.505085,-0.502639,-0.49983,-0.496572,-0.492753,
356,95.0057,-0.500006,-0.498221,-0.496164,-0.493783,-0.491048,-0.487875,-0.484157,
357,96.1249,-0.491119,-0.489382,-0.487379,-0.48506,-0.482397,-0.479308,-0.475688,
358,97.2571,-0.482368,-0.480677,-0.478727,-0.476469,-0.473877,-0.470869,-0.467344,
359,98.4024,-0.473752,-0.472105,-0.470207,-0.468009,-0.465485,-0.462557,-0.459126,
360,99.5609,-0.465268,-0.463665,-0.461818,-0.459678,-0.457221,-0.454371,-0.45103,
361,100.733,-0.456916,-0.455356,-0.453557,-0.451475,-0.449083,-0.446309,-0.443057,
362,101.918,-0.448694,-0.447175,-0.445425,-0.443398,-0.44107,-0.43837,-0.435205,
363,103.118,-0.4406,-0.439123,-0.437419,-0.435446,-0.433181,-0.430552,-0.427472,
364,104.331,-0.432634,-0.431196,-0.429538,-0.427618,-0.425413,-0.422855,-0.419857,
365,105.558,-0.424792,-0.423393,-0.42178,-0.419912,-0.417766,-0.415277,-0.41236,
366,106.8,-0.417075,-0.415714,-0.414144,-0.412326,-0.410238,-0.407816,-0.404978,
367,108.055,-0.409481,-0.408156,-0.406629,-0.40486,-0.402829,-0.400472,-0.39771,
368,109.326,-0.402008,-0.400719,-0.399233,-0.397512,-0.395535,-0.393243,-0.390555,
369,110.611,-0.394654,-0.3934,-0.391955,-0.390281,-0.388357,-0.386127,-0.383512,
370,111.911,-0.387418,-0.386199,-0.384793,-0.383164,-0.381293,-0.379123,-0.37658,
371,113.226,-0.3803,-0.379114,-0.377746,-0.376162,-0.374342,-0.372231,-0.369757,
372,114.556,-0.373296,-0.372143,-0.370812,-0.369271,-0.367501,-0.365448,-0.363041,
373,115.902,-0.366407,-0.365285,-0.363991,-0.362492,-0.36077,-0.358773,-0.356432,
374,117.263,-0.35963,-0.358538,-0.35728,-0.355823,-0.354148,-0.352206,-0.349929,
375,118.64,-0.352963,-0.351902,-0.350679,-0.349261,-0.347632,-0.345744,-0.34353,
376,120.033,-0.346407,-0.345375,-0.344185,-0.342807,-0.341223,-0.339386,-0.337233,
377,121.442,-0.339959,-0.338955,-0.337798,-0.336458,-0.334918,-0.333132,-0.331038,
378,122.868,-0.333617,-0.332642,-0.331517,-0.330213,-0.328716,-0.326979,-0.324943,
379,124.31,-0.327381,-0.326432,-0.325339,-0.324072,-0.322616,-0.320927,-0.318948,
380,125.769,-0.321248,-0.320327,-0.319263,-0.318032,-0.316616,-0.314974,-0.31305,
381,127.244,-0.315219,-0.314323,-0.313289,-0.312092,-0.310715,-0.30912,-0.307249,
382,128.737,-0.30929,-0.308419,-0.307415,-0.306251,-0.304912,-0.303361,-0.301543,
383,130.247,-0.303462,-0.302615,-0.301639,-0.300507,-0.299206,-0.297699,-0.295931,
384,131.774,-0.297732,-0.296909,-0.29596,-0.29486,-0.293596,-0.29213,-0.290412,
385,133.32,-0.292099,-0.291299,-0.290377,-0.289308,-0.288079,-0.286655,-0.284984,
386,134.883,-0.286562,-0.285785,-0.284888,-0.283849,-0.282655,-0.281271,-0.279647,
387,136.464,-0.281119,-0.280364,-0.279493,-0.278483,-0.277323,-0.275977,-0.2744,
388,138.063,-0.27577,-0.275036,-0.27419,-0.273209,-0.272081,-0.270773,-0.26924,
389,139.681,-0.270512,-0.269799,-0.268977,-0.268024,-0.266928,-0.265657,-0.264168,
390,141.318,-0.265346,-0.264653,-0.263854,-0.262927,-0.261862,-0.260628,-0.259181,
391,142.974,-0.260268,-0.259595,-0.258819,-0.257919,-0.256884,-0.255685,-0.254278,
392,144.649,-0.255278,-0.254625,-0.25387,-0.252996,-0.251991,-0.250826,-0.249459,
393,146.343,-0.250376,-0.249741,-0.249008,-0.248158,-0.247182,-0.24605,-0.244722,
394,148.057,-0.245558,-0.244941,-0.24423,-0.243405,-0.242456,-0.241356,-0.240066,
395,149.791,-0.240825,-0.240226,-0.239535,-0.238733,-0.237811,-0.236743,-0.235491,
396,151.545,-0.236176,-0.235593,-0.234922,-0.234143,-0.233248,-0.23221,-0.230994,
397,153.319,-0.231607,-0.231042,-0.23039,-0.229634,-0.228764,-0.227756,-0.226574,
398,155.114,-0.22712,-0.226571,-0.225937,-0.225203,-0.224358,-0.223379,-0.222232,
399,156.929,-0.222712,-0.222179,-0.221563,-0.22085,-0.22003,-0.219079,-0.217964,
400,158.766,-0.218382,-0.217864,-0.217267,-0.216574,-0.215777,-0.214854,-0.213771,
401,160.624,-0.214129,-0.213626,-0.213046,-0.212374,-0.2116,-0.210703,-0.209652,
402,162.503,-0.209952,-0.209464,-0.208901,-0.208248,-0.207496,-0.206626,-0.205605,
403,164.404,-0.20585,-0.205376,-0.204829,-0.204195,-0.203465,-0.20262,-0.201629,
404,166.328,-0.201821,-0.201361,-0.20083,-0.200214,-0.199506,-0.198685,-0.197723,
405,168.273,-0.197865,-0.197418,-0.196903,-0.196305,-0.195617,-0.19482,-0.193886,
406,170.241,-0.19398,-0.193547,-0.193046,-0.192466,-0.191798,-0.191024,-0.190117,
407,172.232,-0.190166,-0.189745,-0.189259,-0.188696,-0.188047,-0.187296,-0.186415,
408,174.246,-0.18642,-0.186012,-0.18554,-0.184993,-0.184364,-0.183635,-0.18278,
409,176.283,-0.182743,-0.182346,-0.181889,-0.181358,-0.180746,-0.180039,-0.179209,
410,178.344,-0.179133,-0.178748,-0.178303,-0.177788,-0.177195,-0.176508,-0.175702,
411,180.428,-0.175588,-0.175215,-0.174783,-0.174283,-0.173707,-0.173041,-0.172259,
412,182.537,-0.172109,-0.171746,-0.171328,-0.170842,-0.170283,-0.169636,-0.168877,
413,184.671,-0.168693,-0.168341,-0.167935,-0.167464,-0.166921,-0.166294,-0.165557,
414,186.829,-0.165341,-0.164999,-0.164605,-0.164148,-0.163621,-0.163012,-0.162297,
415,189.012,-0.16205,-0.161718,-0.161336,-0.160892,-0.160381,-0.15979,-0.159096,
416,191.22,-0.15882,-0.158498,-0.158127,-0.157696,-0.1572,-0.156626,-0.155953,
417,193.454,-0.155649,-0.155337,-0.154977,-0.154559,-0.154078,-0.153521,-0.152868,
418,195.713,-0.152538,-0.152235,-0.151886,-0.15148,-0.151013,-0.150473,-0.149839,
419,197.999,-0.149484,-0.149191,-0.148852,-0.148458,-0.148005,-0.147481,-0.146866,
420,200.312,-0.146488,-0.146203,-0.145874,-0.145493,-0.145053,-0.144544,-0.143947,
421,202.651,-0.143548,-0.143271,-0.142952,-0.142582,-0.142155,-0.141662,-0.141083,
422,205.017,-0.140662,-0.140394,-0.140084,-0.139725,-0.139311,-0.138833,-0.138271,
423,207.411,-0.137831,-0.137571,-0.137271,-0.136922,-0.136521,-0.136056,-0.135511,
424,209.832,-0.135053,-0.134801,-0.134509,-0.134172,-0.133782,-0.133332,-0.132803,
425,212.282,-0.132328,-0.132083,-0.1318,-0.131473,-0.131095,-0.130658,-0.130145,
426,214.76,-0.129654,-0.129416,-0.129142,-0.128824,-0.128458,-0.128034,-0.127537,
427,217.266,-0.12703,-0.1268,-0.126534,-0.126226,-0.12587,-0.125459,-0.124977,
428,219.802,-0.124457,-0.124234,-0.123976,-0.123677,-0.123332,-0.122933,-0.122465,
429,222.367,-0.121932,-0.121716,-0.121466,-0.121176,-0.120841,-0.120454,-0.120001,
430,224.962,-0.119456,-0.119246,-0.119003,-0.118722,-0.118397,-0.118023,-0.117582,
431,227.586,-0.117027,-0.116823,-0.116588,-0.116315,-0.116,-0.115637,-0.11521,
432,230.242,-0.114644,-0.114446,-0.114218,-0.113954,-0.113649,-0.113296,-0.112882,
433,232.928,-0.112307,-0.112115,-0.111894,-0.111638,-0.111342,-0.111,-0.110598,
434,235.645,-0.110015,-0.109829,-0.109615,-0.109366,-0.109079,-0.108747,-0.108358,
435,238.393,-0.107767,-0.107587,-0.107379,-0.107138,-0.106859,-0.106538,-0.10616,
436,241.174,-0.105562,-0.105388,-0.105186,-0.104952,-0.104682,-0.10437,-0.104005,
437,243.986,-0.1034,-0.103231,-0.103035,-0.102809,-0.102547,-0.102245,-0.10189,
438,246.831,-0.10128,-0.101116,-0.100926,-0.100706,-0.100452,-0.100159,-0.0998156,
439,249.709,-0.0992006,-0.0990415,-0.0988578,-0.0986447,-0.0983985,-0.0981145,-0.0977811,
440,252.621,-0.0971618,-0.0970076,-0.0968295,-0.0966229,-0.0963843,-0.0961089,-0.0957856,
441,255.566,-0.0951627,-0.0950132,-0.0948405,-0.0946403,-0.0944089,-0.094142,-0.0938286,
442,258.545,-0.0932025,-0.0930576,-0.0928903,-0.0926961,-0.0924718,-0.092213,-0.0919093,
443,261.559,-0.0912806,-0.0911402,-0.090978,-0.0907898,-0.0905723,-0.0903215,-0.090027,
444,264.608,-0.0893963,-0.0892602,-0.089103,-0.0889206,-0.0887097,-0.0884666,-0.0881812,
445,267.692,-0.087549,-0.087417,-0.0872646,-0.0870878,-0.0868834,-0.0866478,-0.0863711,
446,270.812,-0.0857378,-0.0856099,-0.0854622,-0.0852909,-0.0850928,-0.0848644,-0.0845962,
447,273.968,-0.0839623,-0.0838384,-0.0836952,-0.0835291,-0.0833371,-0.0831157,-0.0828558,
448,277.16,-0.0822218,-0.0821016,-0.0819629,-0.0818019,-0.0816158,-0.0814012,-0.0811493,
449,280.39,-0.0805155,-0.0803991,-0.0802647,-0.0801087,-0.0799282,-0.0797203,-0.0794762,
450,283.657,-0.078843,-0.0787302,-0.0785999,-0.0784487,-0.0782738,-0.0780723,-0.0778357,
451,286.962,-0.0772036,-0.0770942,-0.076968,-0.0768215,-0.076652,-0.0764567,-0.0762274,
452,290.305,-0.0755966,-0.0754907,-0.0753683,-0.0752264,-0.0750621,-0.0748729,-0.0746507,
453,293.686,-0.0740216,-0.0739189,-0.0738004,-0.0736628,-0.0735036,-0.0733202,-0.0731049,
454,297.107,-0.0724778,-0.0723784,-0.0722635,-0.0721302,-0.0719759,-0.0717982,-0.0715896,
455,300.568,-0.0709648,-0.0708685,-0.0707571,-0.070628,-0.0704785,-0.0703063,-0.0701041,
456,304.069,-0.069482,-0.0693886,-0.0692808,-0.0691556,-0.0690107,-0.0688439,-0.068648,
457,307.61,-0.0680288,-0.0679383,-0.0678338,-0.0677126,-0.0675722,-0.0674105,-0.0672207,
458,311.192,-0.0666046,-0.066517,-0.0664157,-0.0662983,-0.0661622,-0.0660056,-0.0658217,
459,314.816,-0.065209,-0.0651241,-0.065026,-0.0649122,-0.0647803,-0.0646286,-0.0644505,
460,318.482,-0.0638413,-0.0637591,-0.063664,-0.0635538,-0.063426,-0.063279,-0.0631064,
461,322.19,-0.0625012,-0.0624215,-0.0623294,-0.0622226,-0.0620988,-0.0619564,-0.0617892,
462,325.941,-0.0611879,-0.0611107,-0.0610216,-0.0609181,-0.0607982,-0.0606602,-0.0604982,
463,329.736,-0.0599012,-0.0598264,-0.05974,-0.0596398,-0.0595236,-0.0593899,-0.059233,
464,333.574,-0.0586404,-0.0585679,-0.0584842,-0.0583871,-0.0582746,-0.0581451,-0.0579931,
465,337.457,-0.057405,-0.0573348,-0.0572538,-0.0571597,-0.0570507,-0.0569253,-0.056778,
466,341.385,-0.0561946,-0.0561267,-0.0560482,-0.0559571,-0.0558514,-0.0557299,-0.0555873,
467,345.359,-0.0550088,-0.054943,-0.0548669,-0.0547787,-0.0546763,-0.0545586,-0.0544205,
468,349.379,-0.053847,-0.0537832,-0.0537096,-0.0536241,-0.0535249,-0.053411,-0.0532772,
469,353.445,-0.0527088,-0.052647,-0.0525757,-0.0524929,-0.0523968,-0.0522865,-0.0521568,
470,357.558,-0.0515937,-0.0515339,-0.0514648,-0.0513846,-0.0512916,-0.0511847,-0.0510591,
471,361.719,-0.0505013,-0.0504434,-0.0503765,-0.0502988,-0.0502087,-0.0501052,-0.0499836,
472,365.928,-0.0494312,-0.0493751,-0.0493103,-0.0492351,-0.0491478,-0.0490475,-0.0489298,
473,370.186,-0.048383,-0.0483286,-0.0482659,-0.048193,-0.0481085,-0.0480114,-0.0478973,
474,374.493,-0.0473561,-0.0473035,-0.0472427,-0.0471722,-0.0470903,-0.0469962,-0.0468858,
475,378.85,-0.0463503,-0.0462994,-0.0462405,-0.0461722,-0.0460928,-0.0460018,-0.0458948,
476,383.258,-0.0453651,-0.0453157,-0.0452587,-0.0451926,-0.0451157,-0.0450275,-0.044924,
477,387.717,-0.0444,-0.0443523,-0.0442971,-0.044233,-0.0441586,-0.0440732,-0.0439729,
478,392.227,-0.0434548,-0.0434086,-0.0433551,-0.0432931,-0.043221,-0.0431383,-0.0430412,
479,396.79,-0.042529,-0.0424843,-0.0424325,-0.0423724,-0.0423026,-0.0422225,-0.0421285,
480,401.405,-0.0416223,-0.041579,-0.0415288,-0.0414707,-0.0414031,-0.0413255,-0.0412345,
481,406.074,-0.0407343,-0.0406923,-0.0406438,-0.0405875,-0.040522,-0.0404469,-0.0403587,
482,410.797,-0.0398646,-0.0398239,-0.0397769,-0.0397224,-0.039659,-0.0395863,-0.0395009,
483,415.575,-0.0390128,-0.0389734,-0.0389279,-0.0388751,-0.0388137,-0.0387433,-0.0386607,
484,420.408,-0.0381786,-0.0381405,-0.0380965,-0.0380454,-0.0379859,-0.0379177,-0.0378377,
485,425.297,-0.0373617,-0.0373248,-0.0372822,-0.0372327,-0.0371751,-0.0371091,-0.0370317,
486,430.242,-0.0365618,-0.036526,-0.0364848,-0.0364369,-0.0363811,-0.0363172,-0.0362422,
487,435.245,-0.0357784,-0.0357438,-0.0357038,-0.0356575,-0.0356035,-0.0355416,-0.035469,
488,440.306,-0.0350113,-0.0349778,-0.0349391,-0.0348942,-0.0348419,-0.034782,-0.0347117,
489,445.426,-0.0342601,-0.0342277,-0.0341902,-0.0341468,-0.0340961,-0.0340382,-0.0339701,
490,450.605,-0.0335246,-0.0334932,-0.0334569,-0.0334149,-0.0333658,-0.0333097,-0.0332438,
491,455.844,-0.0328043,-0.032774,-0.0327389,-0.0326981,-0.0326507,-0.0325964,-0.0325326,
492,461.143,-0.0320991,-0.0320697,-0.0320358,-0.0319963,-0.0319504,-0.0318978,-0.031836,
493,466.504,-0.0314086,-0.0313802,-0.0313473,-0.0313091,-0.0312646,-0.0312137,-0.031154,
494,471.927,-0.0307326,-0.030705,-0.0306732,-0.0306363,-0.0305932,-0.0305439,-0.0304861,
495,477.413,-0.0300707,-0.030044,-0.0300132,-0.0299775,-0.0299358,-0.0298881,-0.0298321,
496,482.963,-0.0294226,-0.0293968,-0.029367,-0.0293324,-0.029292,-0.0292459,-0.0291917,
497,488.577,-0.0287882,-0.0287632,-0.0287343,-0.0287008,-0.0286617,-0.028617,-0.0285645,
498,494.255,-0.0281667,-0.0281425,-0.0281146,-0.0280821,-0.0280443,-0.0280009,-0.0279499,
499,500,-0.0275565,-0.027533,-0.0275058,-0.0274742,-0.0274374,-0.0273942,-0.0273434,
