gridnumber,capital,dist[0],dist[1],dist[2],dist[3],dist[4],dist[5],dist[6],
217,17.8831,5.88459e-06,5.80721e-05,0.000235972,0.000383776,0.000250766,6.56118e-05,7.08973e-06,
218,18.1088,5.55328e-06,5.48119e-05,0.000222764,0.000362362,0.000236819,6.19743e-05,6.69794e-06,
219,18.3372,5.2343e-06,5.16702e-05,0.000210021,0.000341665,0.000223294,5.84255e-05,6.31143e-06,
220,18.5681,4.92793e-06,4.86523e-05,0.000197782,0.000321801,0.000210347,5.50486e-05,5.94799e-06,
221,18.8018,4.63398e-06,4.57571e-05,0.000186039,0.000302741,0.00019792,5.18053e-05,5.59868e-06,
222,19.0381,4.35227e-06,4.29825e-05,0.000174786,0.000284474,0.000186008,4.86957e-05,5.26361e-06,
223,19.2772,4.08138e-06,4.03204e-05,0.000164003,0.000266983,0.000174605,4.57184e-05,4.94263e-06,
224,19.5191,3.82266e-06,3.77832e-05,0.000153732,0.000250315,0.00016373,4.28769e-05,4.63617e-06,
225,19.7638,3.56698e-06,3.52729e-05,0.000143592,0.000233934,0.000153101,4.01155e-05,4.33989e-06,
226,20.0113,3.31343e-06,3.27811e-05,0.000133544,0.000217756,0.00014265,3.7413e-05,4.05135e-06,
227,20.2617,3.08257e-06,3.05034e-05,0.00012429,0.000202711,0.000132831,3.485e-05,3.77554e-06,
228,20.5149,2.86313e-06,2.83428e-05,0.00011553,0.000188499,0.000123574,3.24381e-05,3.51641e-06,
229,20.7711,2.65342e-06,2.6282e-05,0.000107205,0.000175069,0.000114889,3.01952e-05,3.27777e-06,
230,21.0303,2.45371e-06,2.43046e-05,9.91337e-05,0.000161854,0.000106171,2.78844e-05,3.02411e-06,
231,21.2925,2.26636e-06,2.24506e-05,9.15822e-05,0.000149552,9.81291e-05,2.57829e-05,2.79778e-06,
232,21.5577,2.09066e-06,2.07116e-05,8.44944e-05,0.000137988,9.05478e-05,2.37933e-05,2.5823e-06,
233,21.826,1.92682e-06,1.9086e-05,7.78619e-05,0.000127164,8.34543e-05,2.19324e-05,2.38076e-06,
234,22.0974,1.77248e-06,1.756e-05,7.16455e-05,0.000117025,7.68086e-05,2.01881e-05,2.19166e-06,
235,22.3719,1.62805e-06,1.61339e-05,6.58389e-05,0.000107555,7.06012e-05,1.85588e-05,2.01505e-06,
236,22.6496,1.49416e-06,1.48078e-05,6.04313e-05,9.87277e-05,6.48122e-05,1.70386e-05,1.85019e-06,
237,22.9306,1.36948e-06,1.3573e-05,5.53955e-05,9.05069e-05,5.94202e-05,1.56225e-05,1.69659e-06,
238,23.2148,1.25356e-06,1.24248e-05,5.07123e-05,8.2861e-05,5.44047e-05,1.4305e-05,1.55367e-06,
239,23.5023,1.14591e-06,1.13585e-05,4.63629e-05,7.57595e-05,4.97456e-05,1.30811e-05,1.42088e-06,
240,23.7931,1.0461e-06,1.03698e-05,4.23298e-05,6.91737e-05,4.54245e-05,1.19457e-05,1.29767e-06,
241,24.0873,9.5364e-07,9.45411e-06,3.8596e-05,6.30802e-05,4.14306e-05,1.08984e-05,1.18443e-06,
242,24.3848,8.68023e-07,8.60622e-06,3.51387e-05,5.74374e-05,3.77307e-05,9.92722e-06,1.07919e-06,
243,24.6859,7.88886e-07,7.822e-06,3.19381e-05,5.22062e-05,3.42918e-05,9.02028e-06,9.80059e-07,
244,24.9904,7.15957e-07,7.09917e-06,2.89881e-05,4.7387e-05,3.11287e-05,8.18908e-06,8.89872e-07,
245,25.2985,6.48867e-07,6.43416e-06,2.62737e-05,4.29517e-05,2.82165e-05,7.4234e-06,8.0673e-07,
246,25.6101,5.87239e-07,5.82327e-06,2.37801e-05,3.88769e-05,2.55409e-05,6.71981e-06,7.30304e-07,
247,25.9253,5.3071e-07,5.26291e-06,2.14926e-05,3.51389e-05,2.30863e-05,6.0744e-06,6.60209e-07,
248,26.2442,4.78931e-07,4.74961e-06,1.93973e-05,3.17146e-05,2.08377e-05,5.48306e-06,5.9598e-07,
