gridnumber,capital,VF[0],VF[1],VF[2],VF[3],VF[4],VF[5],VF[6],
273,35.5362,-1.77908,-1.74127,-1.69354,-1.63282,-1.55473,-1.45404,-1.32664,
274,35.9664,-1.75533,-1.71827,-1.67147,-1.61192,-1.53531,-1.43648,-1.31132,
275,36.4016,-1.73178,-1.69547,-1.64959,-1.5912,-1.51604,-1.41905,-1.2961,
276,36.8419,-1.70844,-1.67287,-1.62789,-1.57064,-1.49692,-1.40173,-1.28098,
277,37.2872,-1.68532,-1.65046,-1.60637,-1.55025,-1.47794,-1.38454,-1.26597,
278,37.7377,-1.6624,-1.62825,-1.58505,-1.53002,-1.45911,-1.36746,-1.25104,
279,38.1935,-1.63969,-1.60625,-1.5639,-1.50997,-1.44043,-1.35052,-1.23621,
280,38.6545,-1.6172,-1.58444,-1.54294,-1.49008,-1.42189,-1.33369,-1.22148,
281,39.1209,-1.59491,-1.56283,-1.52217,-1.47036,-1.4035,-1.31699,-1.20685,
282,39.5926,-1.57284,-1.54142,-1.50158,-1.45081,-1.38527,-1.30041,-1.19231,
283,40.0698,-1.55098,-1.52021,-1.48118,-1.43144,-1.36718,-1.28396,-1.17787,
284,40.5526,-1.52933,-1.4992,-1.46096,-1.41223,-1.34925,-1.26764,-1.16352,
285,41.0409,-1.5079,-1.47838,-1.44093,-1.39319,-1.33146,-1.25144,-1.14928,
286,41.5349,-1.48667,-1.45777,-1.42109,-1.37432,-1.31383,-1.23537,-1.13514,
287,42.0347,-1.46565,-1.43736,-1.40144,-1.35563,-1.29635,-1.21944,-1.1211,
288,42.5402,-1.44484,-1.41714,-1.38197,-1.3371,-1.27902,-1.20363,-1.10718,
289,43.0516,-1.42424,-1.39712,-1.36268,-1.31875,-1.26185,-1.18795,-1.09337,
290,43.5689,-1.40385,-1.37731,-1.34359,-1.30057,-1.24483,-1.1724,-1.07966,
291,44.0922,-1.38367,-1.35769,-1.32468,-1.28256,-1.22796,-1.15699,-1.06605,
292,44.6215,-1.36369,-1.33827,-1.30596,-1.26472,-1.21124,-1.1417,-1.05255,
293,45.157,-1.34393,-1.31904,-1.28742,-1.24706,-1.19469,-1.12655,-1.03916,
294,45.6987,-1.32437,-1.30002,-1.26907,-1.22956,-1.17828,-1.11154,-1.02586,
295,46.2467,-1.30501,-1.28119,-1.25091,-1.21225,-1.16204,-1.09666,-1.01267,
296,46.801,-1.28587,-1.26256,-1.23293,-1.1951,-1.14595,-1.08191,-0.99959,
297,47.3617,-1.26693,-1.24413,-1.21515,-1.17813,-1.13002,-1.06729,-0.986612,
298,47.9289,-1.2482,-1.2259,-1.19755,-1.16133,-1.11425,-1.05281,-0.973739,
299,48.5027,-1.22967,-1.20787,-1.18014,-1.14471,-1.09863,-1.03847,-0.960971,
300,49.0832,-1.21135,-1.19003,-1.16292,-1.12826,-1.08316,-1.02426,-0.948309,
301,49.6704,-1.19324,-1.1724,-1.14589,-1.11198,-1.06785,-1.01018,-0.935752,
302,50.2644,-1.17533,-1.15496,-1.12904,-1.09587,-1.05269,-0.996235,-0.92332,
303,50.8652,-1.15763,-1.13771,-1.11237,-1.07993,-1.03768,-0.982419,-0.910994,
304,51.473,-1.14013,-1.12066,-1.09589,-1.06416,-1.02283,-0.968735,-0.898775,
305,52.0879,-1.12283,-1.1038,-1.07959,-1.04856,-1.00813,-0.955182,-0.886662,
306,52.7099,-1.10573,-1.08713,-1.06346,-1.03312,-0.993575,-0.94176,-0.874656,
307,53.3391,-1.08884,-1.07066,-1.04752,-1.01786,-0.979175,-0.928469,-0.862757,
308,53.9756,-1.07214,-1.05437,-1.03176,-1.00276,-0.964927,-0.91531,-0.850966,
309,54.6194,-1.05563,-1.03827,-1.01618,-0.987824,-0.950829,-0.902281,-0.839282,
310,55.2707,-1.03933,-1.02236,-1.00078,-0.973056,-0.936881,-0.889384,-0.827705,
311,55.9296,-1.02321,-1.00664,-0.98555,-0.958453,-0.923082,-0.876617,-0.816236,
312,56.5961,-1.00729,-0.991104,-0.970498,-0.944015,-0.909433,-0.863981,-0.804876,
313,57.2703,-0.991565,-0.975752,-0.955622,-0.92974,-0.895933,-0.851475,-0.793625,
314,57.9523,-0.976029,-0.960583,-0.940921,-0.915627,-0.882581,-0.839099,-0.782481,
315,58.6423,-0.960683,-0.945597,-0.926393,-0.901677,-0.869377,-0.826854,-0.771446,
316,59.3402,-0.945526,-0.930793,-0.912038,-0.887889,-0.85632,-0.814738,-0.760519,
317,60.0462,-0.930557,-0.91617,-0.897854,-0.874261,-0.84341,-0.802752,-0.749699,
318,60.7604,-0.915774,-0.901726,-0.883842,-0.860794,-0.830646,-0.790894,-0.738999,
319,61.4828,-0.901177,-0.887461,-0.869999,-0.847485,-0.818028,-0.779165,-0.728408,
320,62.2137,-0.886764,-0.873373,-0.856325,-0.834335,-0.805555,-0.767565,-0.717925,
321,62.9529,-0.872533,-0.859462,-0.84282,-0.821343,-0.793227,-0.756092,-0.70755,
322,63.7008,-0.858485,-0.845726,-0.829481,-0.808508,-0.781042,-0.744747,-0.697282,
323,64.4573,-0.844618,-0.832164,-0.816309,-0.795828,-0.769,-0.733529,-0.687121,
324,65.2226,-0.830929,-0.818776,-0.803301,-0.783304,-0.757102,-0.722438,-0.677067,
325,65.9968,-0.817419,-0.805559,-0.790458,-0.770934,-0.745345,-0.711473,-0.667121,
326,66.7799,-0.804086,-0.792513,-0.777778,-0.758717,-0.733729,-0.700635,-0.657281,
327,67.5721,-0.790928,-0.779636,-0.76526,-0.746653,-0.722254,-0.689922,-0.647548,
328,68.3735,-0.777945,-0.766928,-0.752902,-0.734741,-0.710919,-0.679334,-0.637922,
329,69.1841,-0.765135,-0.754387,-0.740705,-0.72298,-0.699724,-0.668872,-0.628403,
330,70.0042,-0.752496,-0.742015,-0.728667,-0.711369,-0.688667,-0.658534,-0.618989,
331,70.8337,-0.740029,-0.729809,-0.716787,-0.699907,-0.677749,-0.64832,-0.60968,
332,71.6729,-0.727732,-0.717768,-0.705064,-0.688594,-0.666968,-0.638229,-0.600475,
333,72.5218,-0.715604,-0.70589,-0.693498,-0.677429,-0.656324,-0.628265,-0.591375,
334,73.3805,-0.703643,-0.694173,-0.682086,-0.66641,-0.645814,-0.618422,-0.58238,
335,74.2492,-0.691848,-0.682616,-0.670828,-0.655536,-0.635439,-0.6087,-0.573487,
336,75.1279,-0.680217,-0.671218,-0.659723,-0.644805,-0.625197,-0.599097,-0.564697,
337,76.0168,-0.668748,-0.659978,-0.648768,-0.634217,-0.615087,-0.589613,-0.55601,
338,76.916,-0.65744,-0.648893,-0.637962,-0.623771,-0.605108,-0.580247,-0.547434,
339,77.8256,-0.646292,-0.637963,-0.627305,-0.613465,-0.59526,-0.570998,-0.538958,
340,78.7458,-0.635302,-0.627186,-0.616795,-0.603298,-0.58554,-0.561865,-0.530583,
341,79.6766,-0.624468,-0.61656,-0.60643,-0.593269,-0.575949,-0.552849,-0.522308,
342,80.6182,-0.613789,-0.606085,-0.596209,-0.583377,-0.566485,-0.543947,-0.514132,
343,81.5708,-0.603263,-0.595758,-0.586131,-0.573621,-0.557147,-0.53516,-0.506055,
344,82.5343,-0.59289,-0.585578,-0.576195,-0.563999,-0.547935,-0.526485,-0.498077,
345,83.509,-0.582669,-0.575544,-0.5664,-0.55451,-0.538847,-0.517924,-0.490197,
346,84.495,-0.572597,-0.565655,-0.556743,-0.545153,-0.529882,-0.509475,-0.482414,
347,85.4925,-0.562673,-0.555909,-0.547224,-0.535928,-0.52104,-0.501136,-0.474728,
348,86.5014,-0.552895,-0.546305,-0.537842,-0.526832,-0.512319,-0.492908,-0.467139,
349,87.5221,-0.543261,-0.536841,-0.528595,-0.517865,-0.503718,-0.484789,-0.459645,
350,88.5546,-0.53377,-0.527516,-0.519482,-0.509026,-0.495236,-0.476779,-0.452246,
351,89.5991,-0.52442,-0.518328,-0.510501,-0.500313,-0.486873,-0.468877,-0.444942,
352,90.6556,-0.51521,-0.509276,-0.501652,-0.491725,-0.478627,-0.461081,-0.437732,
353,91.7245,-0.506139,-0.500359,-0.492932,-0.483261,-0.470497,-0.453392,-0.430615,
354,92.8056,-0.497204,-0.491575,-0.484341,-0.474919,-0.462482,-0.445808,-0.42359,
355,93.8993,-0.488405,-0.482924,-0.475878,-0.4667,-0.454581,-0.438328,-0.416658,
356,95.0057,-0.479739,-0.474402,-0.46754,-0.4586,-0.446793,-0.430952,-0.409818,
357,96.1249,-0.471206,-0.46601,-0.459328,-0.45062,-0.439118,-0.423678,-0.403068,
358,97.2571,-0.462805,-0.457745,-0.451238,-0.442758,-0.431553,-0.416507,-0.396408,
359,98.4024,-0.454532,-0.449607,-0.443271,-0.435012,-0.424098,-0.409436,-0.389838,
360,99.5609,-0.446388,-0.441593,-0.435425,-0.427382,-0.416751,-0.402465,-0.383358,
361,100.733,-0.438371,-0.433703,-0.427698,-0.419866,-0.409513,-0.395593,-0.376965,
362,101.918,-0.430478,-0.425935,-0.420089,-0.412464,-0.402381,-0.38882,-0.37066,
363,103.118,-0.42271,-0.418288,-0.412597,-0.405174,-0.395355,-0.382144,-0.364446,
364,104.331,-0.415064,-0.41076,-0.405221,-0.397994,-0.388433,-0.375564,-0.358318,
365,105.558,-0.407538,-0.40335,-0.397959,-0.390924,-0.381615,-0.369079,-0.352275,
366,106.8,-0.400132,-0.396057,-0.39081,-0.383962,-0.374899,-0.362689,-0.346317,
367,108.055,-0.392844,-0.388879,-0.383773,-0.377108,-0.368284,-0.356393,-0.340442,
368,109.326,-0.385673,-0.381815,-0.376846,-0.370359,-0.361769,-0.350188,-0.334649,
369,110.611,-0.378617,-0.374863,-0.370028,-0.363715,-0.355354,-0.344076,-0.328939,
370,111.911,-0.371674,-0.368022,-0.363318,-0.357174,-0.349036,-0.338054,-0.32331,
371,113.226,-0.364844,-0.361291,-0.356715,-0.350736,-0.342815,-0.332123,-0.317761,
372,114.556,-0.358124,-0.354669,-0.350216,-0.344399,-0.33669,-0.32628,-0.312293,
373,115.902,-0.351514,-0.348153,-0.343822,-0.338162,-0.33066,-0.320524,-0.306903,
374,117.263,-0.345012,-0.341743,-0.33753,-0.332023,-0.324723,-0.314856,-0.301592,
375,118.64,-0.338617,-0.335438,-0.33134,-0.325982,-0.318879,-0.309274,-0.296358,
376,120.033,-0.332327,-0.329235,-0.325249,-0.320038,-0.313127,-0.303777,-0.2912,
377,121.442,-0.326141,-0.323134,-0.319258,-0.314189,-0.307464,-0.298365,-0.286119,
378,122.868,-0.320058,-0.317134,-0.313364,-0.308433,-0.301892,-0.293035,-0.281114,
379,124.31,-0.314075,-0.311233,-0.307567,-0.302771,-0.296407,-0.287788,-0.276182,
380,125.769,-0.308193,-0.305429,-0.301864,-0.2972,-0.29101,-0.282623,-0.271325,
381,127.244,-0.302409,-0.299722,-0.296256,-0.29172,-0.2857,-0.277538,-0.26654,
382,128.737,-0.296723,-0.294111,-0.29074,-0.28633,-0.280474,-0.272532,-0.261828,
383,130.247,-0.291132,-0.288593,-0.285316,-0.281028,-0.275332,-0.267605,-0.257187,
384,131.774,-0.285636,-0.283168,-0.279982,-0.275813,-0.270274,-0.262756,-0.252617,
385,133.32,-0.280233,-0.277834,-0.274738,-0.270684,-0.265298,-0.257984,-0.248117,
386,134.883,-0.274923,-0.272591,-0.269581,-0.26564,-0.260402,-0.253288,-0.243686,
387,136.464,-0.269703,-0.267436,-0.264511,-0.260679,-0.255587,-0.248666,-0.239324,
388,138.063,-0.264572,-0.26237,-0.259527,-0.255802,-0.250851,-0.244119,-0.23503,
389,139.681,-0.25953,-0.25739,-0.254627,-0.251006,-0.246193,-0.239646,-0.230803,
390,141.318,-0.254575,-0.252495,-0.24981,-0.246291,-0.241612,-0.235245,-0.226642,
391,142.974,-0.249705,-0.247685,-0.245075,-0.241656,-0.237108,-0.230916,-0.222548,
392,144.649,-0.244921,-0.242958,-0.240422,-0.237099,-0.232678,-0.226658,-0.218517,
393,146.343,-0.240219,-0.238312,-0.235849,-0.23262,-0.228323,-0.222471,-0.214551,
394,148.057,-0.2356,-0.233748,-0.231354,-0.228216,-0.224041,-0.218352,-0.210647,
395,149.791,-0.231062,-0.229263,-0.226938,-0.223889,-0.219831,-0.214301,-0.206806,
396,151.545,-0.226604,-0.224856,-0.222597,-0.219635,-0.215692,-0.210317,-0.203027,
397,153.319,-0.222225,-0.220527,-0.218332,-0.215454,-0.211622,-0.206399,-0.199309,
398,155.114,-0.217922,-0.216273,-0.214142,-0.211346,-0.207622,-0.202546,-0.195651,
399,156.929,-0.213696,-0.212095,-0.210024,-0.207308,-0.20369,-0.198757,-0.192054,
400,158.766,-0.209545,-0.20799,-0.205979,-0.20334,-0.199826,-0.195031,-0.188516,
401,160.624,-0.205468,-0.203958,-0.202005,-0.199442,-0.196027,-0.191368,-0.185035,
402,162.503,-0.201464,-0.199997,-0.1981,-0.195611,-0.192294,-0.187767,-0.18161,
403,164.404,-0.197531,-0.196107,-0.194265,-0.191847,-0.188625,-0.184227,-0.178242,
404,166.328,-0.193669,-0.192286,-0.190497,-0.188149,-0.185019,-0.180746,-0.17493,
405,168.273,-0.189876,-0.188533,-0.186796,-0.184516,-0.181476,-0.177325,-0.171672,
406,170.241,-0.186152,-0.184848,-0.183161,-0.180947,-0.177994,-0.173962,-0.168468,
407,172.232,-0.182495,-0.181229,-0.179591,-0.177441,-0.174573,-0.170656,-0.165317,
408,174.246,-0.178904,-0.177675,-0.176085,-0.173997,-0.171212,-0.167407,-0.162219,
409,176.283,-0.175378,-0.174185,-0.172642,-0.170614,-0.16791,-0.164214,-0.159173,
410,178.344,-0.171917,-0.170759,-0.169261,-0.167292,-0.164665,-0.161076,-0.156178,
411,180.428,-0.168519,-0.167395,-0.16594,-0.164029,-0.161479,-0.157993,-0.153234,
412,182.537,-0.165183,-0.164092,-0.16268,-0.160824,-0.158348,-0.154963,-0.150339,
413,184.671,-0.161908,-0.160849,-0.159478,-0.157677,-0.155273,-0.151985,-0.147493,
414,186.829,-0.158693,-0.157666,-0.156335,-0.154587,-0.152252,-0.14906,-0.144696,
415,189.012,-0.155538,-0.154541,-0.153249,-0.151552,-0.149286,-0.146186,-0.141947,
416,191.22,-0.152441,-0.151473,-0.15022,-0.148572,-0.146372,-0.143363,-0.139245,
417,193.454,-0.149401,-0.148462,-0.147246,-0.145647,-0.143511,-0.140589,-0.136589,
418,195.713,-0.146418,-0.145506,-0.144326,-0.142774,-0.140701,-0.137864,-0.133979,
419,197.999,-0.14349,-0.142605,-0.14146,-0.139954,-0.137942,-0.135188,-0.131415,
420,200.312,-0.140617,-0.139758,-0.138647,-0.137185,-0.135232,-0.132559,-0.128895,
421,202.651,-0.137797,-0.136964,-0.135886,-0.134467,-0.132572,-0.129977,-0.126418,
422,205.017,-0.13503,-0.134222,-0.133176,-0.131799,-0.12996,-0.127441,-0.123985,
423,207.411,-0.132315,-0.131532,-0.130516,-0.129181,-0.127395,-0.12495,-0.121595,
424,209.832,-0.129651,-0.128891,-0.127906,-0.12661,-0.124878,-0.122504,-0.119246,
425,212.282,-0.127037,-0.1263,-0.125345,-0.124087,-0.122406,-0.120103,-0.116939,
426,214.76,-0.124473,-0.123758,-0.122831,-0.121611,-0.119979,-0.117744,-0.114672,
427,217.266,-0.121957,-0.121263,-0.120364,-0.119181,-0.117598,-0.115428,-0.112446,
428,219.802,-0.119489,-0.118816,-0.117944,-0.116796,-0.11526,-0.113155,-0.110259,
429,222.367,-0.117068,-0.116415,-0.115569,-0.114455,-0.112965,-0.110922,-0.108111,
430,224.962,-0.114693,-0.11406,-0.113239,-0.112158,-0.110713,-0.108731,-0.106002,
431,227.586,-0.112363,-0.111749,-0.110953,-0.109905,-0.108502,-0.106579,-0.10393,
432,230.242,-0.110078,-0.109482,-0.10871,-0.107693,-0.106333,-0.104467,-0.101896,
433,232.928,-0.107836,-0.107259,-0.10651,-0.105524,-0.104204,-0.102394,-0.0998977,
434,235.645,-0.105637,-0.105077,-0.104351,-0.103395,-0.102115,-0.100358,-0.0979359,
435,238.393,-0.103481,-0.102938,-0.102234,-0.101306,-0.100065,-0.0983608,-0.0960095,
436,241.174,-0.101366,-0.10084,-0.100157,-0.0992574,-0.098053,-0.0964001,-0.0941181,
437,243.986,-0.0992923,-0.0987819,-0.0981198,-0.0972473,-0.0960791,-0.0944758,-0.0922611,
438,246.831,-0.0972584,-0.0967635,-0.0961215,-0.0952755,-0.0941425,-0.0925872,-0.090438,
439,249.709,-0.0952639,-0.0947841,-0.0941616,-0.0933412,-0.0922423,-0.0907338,-0.0886481,
440,252.621,-0.0933081,-0.0928429,-0.0922393,-0.0914438,-0.0903782,-0.088915,-0.0868911,
441,255.566,-0.0913903,-0.0909393,-0.0903541,-0.0895827,-0.0885493,-0.0871303,-0.0851663,
442,258.545,-0.0895098,-0.0890726,-0.0885052,-0.0877573,-0.0867552,-0.085379,-0.0834733,
443,261.559,-0.087666,-0.0872421,-0.0866921,-0.085967,-0.0849953,-0.0836605,-0.0818115,
444,264.608,-0.0858582,-0.0854473,-0.0849141,-0.0842111,-0.0832689,-0.0819745,-0.0801805,
445,267.692,-0.0840857,-0.0836875,-0.0831706,-0.082489,-0.0815755,-0.0803203,-0.0785796,
446,270.812,-0.0823481,-0.081962,-0.081461,-0.0808002,-0.0799145,-0.0786973,-0.0770086,
447,273.968,-0.0806445,-0.0802704,-0.0797847,-0.0791441,-0.0782853,-0.0771051,-0.0754668,
448,277.16,-0.0789744,-0.0786118,-0.0781411,-0.0775201,-0.0766875,-0.0755431,-0.0739538,
449,280.39,-0.0773373,-0.0769858,-0.0765295,-0.0759276,-0.0751204,-0.0740109,-0.072469,
450,283.657,-0.0757324,-0.0753918,-0.0749495,-0.0743661,-0.0735836,-0.0725078,-0.0710121,
451,286.962,-0.0741593,-0.0738292,-0.0734005,-0.072835,-0.0720765,-0.0710334,-0.0695826,
452,290.305,-0.0726173,-0.0722974,-0.071882,-0.0713338,-0.0705985,-0.0695873,-0.06818,
453,293.686,-0.0711058,-0.0707958,-0.0703932,-0.069862,-0.0691492,-0.0681689,-0.0668039,
454,297.107,-0.0696244,-0.069324,-0.0689338,-0.0684189,-0.0677281,-0.0667778,-0.0654538,
455,300.568,-0.0681724,-0.0678813,-0.0675033,-0.0670042,-0.0663346,-0.0654134,-0.0641293,
456,304.069,-0.0667494,-0.0664673,-0.0661009,-0.0656173,-0.0649683,-0.0640754,-0.06283,
457,307.61,-0.0653547,-0.0650814,-0.0647264,-0.0642578,-0.0636287,-0.0627632,-0.0615555,
458,311.192,-0.0639879,-0.0637231,-0.0633791,-0.062925,-0.0623154,-0.0614765,-0.0603057,
459,314.816,-0.0626485,-0.0623919,-0.0620586,-0.0616186,-0.0610278,-0.0602147,-0.0590798,
460,318.482,-0.0613359,-0.0610873,-0.0607644,-0.060338,-0.0597654,-0.0589774,-0.0578773,
461,322.19,-0.0600496,-0.0598088,-0.0594959,-0.0590827,-0.0585279,-0.0577642,-0.0566979,
462,325.941,-0.0587892,-0.0585559,-0.0582528,-0.0578524,-0.0573148,-0.0565747,-0.0555411,
463,329.736,-0.0575541,-0.0573281,-0.0570344,-0.0566465,-0.0561256,-0.0554083,-0.0544066,
464,333.574,-0.056344,-0.056125,-0.0558405,-0.0554646,-0.0549599,-0.0542648,-0.053294,
465,337.457,-0.0551582,-0.0549461,-0.0546704,-0.0543063,-0.0538172,-0.0531437,-0.0522028,
466,341.385,-0.0539964,-0.0537909,-0.0535239,-0.0531711,-0.0526972,-0.0520446,-0.0511327,
467,345.359,-0.052858,-0.052659,-0.0524003,-0.0520586,-0.0515994,-0.0509671,-0.0500834,
468,349.379,-0.0517428,-0.05155,-0.0512994,-0.0509684,-0.0505235,-0.0499108,-0.0490544,
469,353.445,-0.0506501,-0.0504634,-0.0502207,-0.0499,-0.049469,-0.0488753,-0.0480455,
470,357.558,-0.0495796,-0.0493988,-0.0491637,-0.048853,-0.0484355,-0.0478603,-0.0470562,
471,361.719,-0.0485309,-0.0483558,-0.048128,-0.0478271,-0.0474226,-0.0468653,-0.0460862,
472,365.928,-0.0475036,-0.0473339,-0.0471134,-0.0468219,-0.04643,-0.0458901,-0.0451352,
473,370.186,-0.0464972,-0.0463329,-0.0461192,-0.0458369,-0.0454573,-0.0449343,-0.0442028,
474,374.493,-0.0455113,-0.0453522,-0.0451453,-0.0448718,-0.0445041,-0.0439974,-0.0432887,
475,378.85,-0.0445456,-0.0443915,-0.0441911,-0.0439262,-0.04357,-0.0430792,-0.0423925,
476,383.258,-0.0435996,-0.0434504,-0.0432563,-0.0429997,-0.0426548,-0.0421792,-0.041514,
477,387.717,-0.042673,-0.0425285,-0.0423405,-0.0420921,-0.0417579,-0.0412973,-0.0406528,
478,392.227,-0.0417654,-0.0416255,-0.0414435,-0.0412028,-0.0408792,-0.040433,-0.0398087,
479,396.79,-0.0408765,-0.0407409,-0.0405647,-0.0403316,-0.0400182,-0.039586,-0.0389812,
480,401.405,-0.0400058,-0.0398745,-0.0397039,-0.0394782,-0.0391746,-0.038756,-0.0381701,
481,406.074,-0.039153,-0.0390259,-0.0388607,-0.0386421,-0.038348,-0.0379426,-0.0373751,
482,410.797,-0.0383178,-0.0381948,-0.0380347,-0.0378231,-0.0375383,-0.0371456,-0.0365959,
483,415.575,-0.0374998,-0.0373807,-0.0372257,-0.0370208,-0.036745,-0.0363647,-0.0358322,
484,420.408,-0.0366987,-0.0365834,-0.0364333,-0.0362349,-0.0359678,-0.0355995,-0.0350837,
485,425.297,-0.0359142,-0.0358025,-0.0356572,-0.0354651,-0.0352064,-0.0348497,-0.0343502,
486,430.242,-0.0351459,-0.0350378,-0.0348971,-0.034711,-0.0344606,-0.0341151,-0.0336313,
487,435.245,-0.0343935,-0.0342889,-0.0341527,-0.0339725,-0.03373,-0.0333954,-0.0329268,
488,440.306,-0.0336568,-0.0335554,-0.0334236,-0.0332491,-0.0330143,-0.0326903,-0.0322364,
489,445.426,-0.0329353,-0.0328372,-0.0327095,-0.0325406,-0.0323132,-0.0319995,-0.0315599,
490,450.605,-0.0322288,-0.0321338,-0.0320102,-0.0318467,-0.0316265,-0.0313227,-0.030897,
491,455.844,-0.031537,-0.031445,-0.0313254,-0.031167,-0.0309538,-0.0306596,-0.0302473,
492,461.143,-0.0308595,-0.0307705,-0.0306547,-0.0305013,-0.0302949,-0.0300099,-0.0296105,
493,466.504,-0.0301961,-0.03011,-0.0299978,-0.0298493,-0.0296494,-0.0293733,-0.0289863,
494,471.927,-0.0295464,-0.029463,-0.0293544,-0.0292106,-0.0290168,-0.0287493,-0.0283739,
495,477.413,-0.02891,-0.0288291,-0.0287239,-0.0285845,-0.0283967,-0.028137,-0.0277723,
496,482.963,-0.0282861,-0.0282077,-0.0281056,-0.0279704,-0.0277879,-0.0275352,-0.0271795,
497,488.577,-0.0276736,-0.0275974,-0.0274981,-0.0273665,-0.0271886,-0.0269412,-0.026592,
498,494.255,-0.0270704,-0.026996,-0.026899,-0.0267702,-0.0265953,-0.0263508,-0.0260045,
499,500,-0.0264724,-0.0263992,-0.0263035,-0.0261761,-0.0260019,-0.0257578,-0.0254117,
