gridnumber,capital,Portfolio[0 0],Portfolio[0 1],Portfolio[0 2],Portfolio[0 3],Portfolio[0 4],Portfolio[1 0],Portfolio[1 1],Portfolio[1 2],Portfolio[1 3],Portfolio[1 4],Portfolio[2 0],Portfolio[2 1],Portfolio[2 2],Portfolio[2 3],Portfolio[2 4],Portfolio[3 0],Portfolio[3 1],Portfolio[3 2],Portfolio[3 3],Portfolio[3 4],Portfolio[4 0],Portfolio[4 1],Portfolio[4 2],Portfolio[4 3],Portfolio[4 4]
59,26.9664,0,0.12,0.24,0.32,0.46,0,0.1,0.24,0.32,0.44,0,0.1,0.22,0.32,0.46,0,0.08,0.2,0.34,0.46,0.02,0.1,0.2,0.36,0.48
60,28.3966,0,0.12,0.24,0.32,0.46,0,0.1,0.24,0.32,0.44,0,0.1,0.22,0.32,0.44,0,0.08,0.2,0.34,0.46,0,0.1,0.18,0.36,0.48
61,29.8983,0,0.12,0.24,0.32,0.46,0,0.1,0.24,0.3,0.44,0,0.1,0.22,0.32,0.44,0,0.08,0.2,0.32,0.42,0,0.08,0.18,0.36,0.46
62,31.4753,0,0.12,0.24,0.32,0.46,0,0.1,0.24,0.3,0.44,0,0.1,0.22,0.32,0.44,0,0.08,0.2,0.32,0.42,0,0.08,0.18,0.34,0.4
63,33.1312,0,0.12,0.24,0.28,0.46,0,0.1,0.24,0.3,0.44,0,0.1,0.22,0.3,0.44,0,0.08,0.2,0.32,0.42,0,0.08,0.18,0.34,0.4
64,34.87,0,0.12,0.24,0.28,0.46,0,0.1,0.24,0.3,0.44,0,0.1,0.22,0.3,0.44,0,0.08,0.2,0.32,0.42,0,0.08,0.18,0.32,0.4
65,36.6958,0,0.12,0.24,0.28,0.46,0,0.1,0.24,0.28,0.44,0,0.1,0.22,0.3,0.44,0,0.08,0.22,0.3,0.42,0,0.08,0.2,0.32,0.4
66,38.613,0,0.12,0.24,0.28,0.46,0,0.12,0.24,0.28,0.44,0,0.1,0.24,0.3,0.44,0,0.1,0.22,0.3,0.42,0,0.08,0.2,0.32,0.42
67,40.6263,0,0.12,0.22,0.28,0.46,0,0.12,0.24,0.28,0.44,0,0.1,0.24,0.28,0.44,0,0.1,0.22,0.3,0.42,0,0.08,0.2,0.3,0.42
68,42.7403,0,0.12,0.22,0.28,0.46,0,0.12,0.24,0.28,0.44,0,0.1,0.24,0.28,0.44,0,0.1,0.22,0.3,0.42,0,0.08,0.2,0.3,0.42
69,44.9602,0,0.12,0.22,0.28,0.46,0,0.12,0.24,0.28,0.44,0,0.1,0.24,0.28,0.44,0,0.1,0.22,0.3,0.42,0,0.08,0.2,0.3,0.42
70,47.2912,0,0.12,0.22,0.26,0.46,0,0.12,0.22,0.28,0.44,0,0.1,0.24,0.28,0.44,0,0.1,0.22,0.28,0.42,0,0.08,0.2,0.3,0.42
71,49.7389,0,0.1,0.22,0.26,0.46,0,0.12,0.22,0.26,0.44,0,0.1,0.24,0.28,0.44,0,0.1,0.22,0.28,0.42,0,0.08,0.22,0.3,0.42
72,52.3091,0,0.1,0.22,0.28,0.46,0,0.12,0.22,0.26,0.44,0,0.1,0.22,0.28,0.44,0,0.1,0.24,0.28,0.42,0,0.1,0.22,0.3,0.42
73,55.008,0,0.1,0.22,0.28,0.46,0,0.1,0.22,0.26,0.44,0,0.1,0.22,0.26,0.44,0,0.1,0.24,0.28,0.42,0,0.1,0.22,0.28,0.42
74,57.8421,0,0.1,0.22,0.28,0.46,0,0.1,0.22,0.26,0.44,0,0.1,0.22,0.26,0.44,0,0.1,0.24,0.28,0.42,0,0.1,0.22,0.28,0.42
75,60.818,0.02,0.1,0.22,0.28,0.44,0,0.1,0.22,0.26,0.44,0,0.1,0.22,0.26,0.44,0,0.1,0.22,0.26,0.42,0,0.1,0.22,0.28,0.42
76,63.9429,0.02,0.1,0.2,0.28,0.44,0,0.1,0.22,0.26,0.44,0,0.1,0.22,0.26,0.44,0,0.1,0.22,0.26,0.42,0,0.1,0.22,0.28,0.42
77,67.2243,0.02,0.1,0.2,0.28,0.44,0,0.1,0.22,0.26,0.44,0,0.1,0.22,0.26,0.44,0,0.1,0.22,0.26,0.42,0,0.1,0.22,0.28,0.42
78,70.6699,0.02,0.1,0.2,0.28,0.44,0,0.1,0.22,0.26,0.44,0,0.1,0.22,0.26,0.44,0,0.1,0.22,0.26,0.42,0,0.1,0.22,0.26,0.42
79,74.288,0.02,0.1,0.2,0.28,0.44,0.02,0.1,0.2,0.26,0.44,0,0.1,0.22,0.26,0.44,0,0.1,0.22,0.26,0.42,0,0.1,0.22,0.26,0.42
80,78.0873,0.02,0.1,0.2,0.28,0.42,0.02,0.1,0.2,0.26,0.44,0,0.1,0.22,0.26,0.42,0,0.1,0.22,0.26,0.42,0,0.1,0.22,0.26,0.42
81,82.0768,0.02,0.1,0.2,0.28,0.4,0.02,0.1,0.2,0.26,0.42,0,0.1,0.22,0.26,0.42,0,0.1,0.22,0.26,0.42,0,0.1,0.22,0.26,0.42
82,86.266,0.02,0.1,0.2,0.28,0.4,0.02,0.1,0.2,0.26,0.4,0,0.1,0.2,0.26,0.42,0,0.1,0.22,0.26,0.42,0,0.1,0.22,0.26,0.42
83,90.6649,0.02,0.1,0.2,0.28,0.4,0.02,0.1,0.2,0.28,0.4,0,0.1,0.2,0.26,0.42,0,0.1,0.22,0.26,0.42,0,0.1,0.22,0.26,0.42
84,95.2841,0.02,0.1,0.2,0.28,0.4,0.02,0.1,0.2,0.28,0.4,0.02,0.1,0.2,0.26,0.4,0,0.1,0.22,0.26,0.42,0,0.1,0.22,0.26,0.42
85,100.135,0.02,0.1,0.18,0.28,0.4,0.02,0.1,0.2,0.28,0.4,0.02,0.1,0.2,0.26,0.4,0,0.1,0.22,0.26,0.42,0,0.1,0.22,0.26,0.42
86,105.228,0.02,0.1,0.18,0.28,0.4,0.02,0.1,0.2,0.28,0.4,0.02,0.1,0.2,0.26,0.4,0,0.1,0.2,0.26,0.4,0,0.1,0.22,0.26,0.42
87,110.576,0.02,0.1,0.18,0.28,0.4,0.02,0.1,0.2,0.28,0.4,0.02,0.1,0.2,0.26,0.4,0,0.1,0.2,0.26,0.4,0,0.1,0.22,0.26,0.4
88,116.192,0.02,0.08,0.18,0.28,0.4,0.02,0.1,0.18,0.28,0.4,0.02,0.1,0.2,0.26,0.4,0.02,0.1,0.2,0.26,0.4,0,0.1,0.22,0.26,0.4
89,122.089,0.02,0.08,0.18,0.28,0.4,0.02,0.1,0.18,0.28,0.4,0.02,0.1,0.2,0.26,0.4,0.02,0.1,0.2,0.26,0.4,0,0.1,0.2,0.26,0.4
90,128.282,0.02,0.08,0.18,0.28,0.4,0.02,0.08,0.18,0.28,0.4,0.02,0.1,0.2,0.26,0.4,0.02,0.1,0.2,0.26,0.4,0,0.1,0.2,0.26,0.4
91,134.784,0.02,0.08,0.18,0.28,0.38,0.02,0.08,0.18,0.28,0.4,0.02,0.1,0.18,0.26,0.4,0.02,0.1,0.2,0.26,0.4,0,0.1,0.2,0.26,0.4
92,141.612,0.02,0.08,0.18,0.28,0.38,0.02,0.08,0.18,0.28,0.38,0.02,0.1,0.18,0.28,0.4,0.02,0.1,0.2,0.26,0.4,0.02,0.1,0.2,0.26,0.4
93,148.782,0.02,0.08,0.18,0.28,0.38,0.02,0.08,0.18,0.28,0.38,0.02,0.08,0.18,0.28,0.4,0.02,0.1,0.2,0.26,0.4,0.02,0.1,0.2,0.26,0.4
94,156.311,0.02,0.08,0.18,0.28,0.38,0.02,0.08,0.18,0.28,0.38,0.02,0.08,0.18,0.28,0.38,0.02,0.1,0.2,0.26,0.4,0.02,0.1,0.2,0.26,0.4
95,164.216,0.02,0.08,0.18,0.28,0.36,0.02,0.08,0.18,0.28,0.34,0.02,0.08,0.18,0.28,0.34,0.02,0.1,0.18,0.26,0.38,0.02,0.1,0.2,0.26,0.38
96,172.518,0.02,0.08,0.18,0.24,0.4,0.02,0.08,0.18,0.24,0.4,0.02,0.08,0.18,0.26,0.4,0.02,0.08,0.18,0.26,0.4,0.02,0.1,0.2,0.26,0.4
97,181.235,0.02,0.08,0.18,0.28,0.4,0.02,0.08,0.18,0.28,0.4,0.02,0.08,0.18,0.28,0.4,0.02,0.08,0.18,0.28,0.4,0.02,0.1,0.18,0.26,0.4
98,190.388,0.02,0.08,0.18,0.38,0.52,0.02,0.08,0.18,0.38,0.52,0.02,0.08,0.18,0.38,0.52,0.02,0.06,0.18,0.38,0.52,0.02,0.06,0.18,0.4,0.54
99,200,0.08,0.16,0.38,0.52,0.74,0.08,0.18,0.38,0.52,0.74,0.08,0.18,0.38,0.52,0.76,0.08,0.18,0.38,0.52,0.76,0.08,0.18,0.38,0.52,0.76
