gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0185364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.0372875,0.00945316,0.00945316,0.00945316,0.00945316,0.00944524,0.00944524,0.00944524,0.00945316,0.00945316,0.00945316,0.00945316,0.00944788,0.00944788,0.00944788,0.00945316,0.00945316,0.00945316,0.00945316,0.00945052,0.00945052,0.00945052,0.00945316,0.00945316,0.00945316,0.00945316,0.00945316,0.00945316,0.00945316,0.00945316,0.00945316,0.00945316,0.00945316,0.00945579,0.00945579,0.00945579,0.00945316,0.00945316,0.00945316,0.00945316,0.00945843,0.00945843,0.00945843,0.00945316,0.00945316,0.00945316,0.00945316,0.00946107,0.00946107,0.00946107
3,0.0562558,0.0227412,0.0227412,0.0227412,0.0227412,0.0227306,0.0227306,0.0227306,0.0227412,0.0227412,0.0227412,0.0227412,0.0227341,0.0227341,0.0227341,0.0227412,0.0227412,0.0227412,0.0227412,0.0227377,0.0227377,0.0227377,0.0227412,0.0227412,0.0227412,0.0227412,0.0227412,0.0227412,0.0227412,0.0227412,0.0227412,0.0227412,0.0227412,0.0227447,0.0227447,0.0227447,0.0227412,0.0227412,0.0227412,0.0227412,0.0227483,0.0227483,0.0227483,0.0227412,0.0227412,0.0227412,0.0227412,0.0227518,0.0227518,0.0227518
4,0.0754439,0.0351523,0.0351523,0.0351523,0.0351523,0.0351096,0.0351096,0.0351096,0.0351523,0.0351523,0.0351523,0.0351523,0.0351238,0.0351238,0.0351238,0.0351523,0.0351523,0.0351523,0.0351523,0.0351381,0.0351381,0.0351381,0.0351523,0.0351523,0.0351523,0.0351523,0.0351523,0.0351523,0.0351523,0.0351523,0.0351523,0.0351523,0.0351523,0.0351665,0.0351665,0.0351665,0.0351523,0.0351523,0.0351523,0.0351523,0.0351807,0.0351807,0.0351807,0.0351523,0.0351523,0.0351523,0.0351523,0.0351949,0.0351949,0.0351949
5,0.0948544,0.0491137,0.0491137,0.0491137,0.0491137,0.0490732,0.0490732,0.0490732,0.0491137,0.0491137,0.0491137,0.0491137,0.0490867,0.0490867,0.0490867,0.0491137,0.0491137,0.0491137,0.0491137,0.0491002,0.0491002,0.0491002,0.0491137,0.0491137,0.0491137,0.0491137,0.0491137,0.0491137,0.0491137,0.0491137,0.0491137,0.0491137,0.0491137,0.0491272,0.0491272,0.0491272,0.0491137,0.0491137,0.0491137,0.0491137,0.0491408,0.0491408,0.0491408,0.0491137,0.0491137,0.0491137,0.0491137,0.0491543,0.0491543,0.0491543
6,0.11449,0.0635111,0.0635111,0.0635111,0.0635111,0.0634378,0.0634378,0.0634378,0.0635111,0.0635111,0.0635111,0.0635111,0.0634622,0.0634622,0.0634622,0.0635111,0.0635111,0.0635111,0.0635111,0.0634867,0.0634867,0.0634867,0.0635111,0.0635111,0.0635111,0.0635111,0.0635111,0.0635111,0.0635111,0.0635111,0.0635111,0.0635111,0.0635111,0.0635355,0.0635355,0.0635355,0.0635111,0.0635111,0.0635111,0.0635111,0.0635599,0.0635599,0.0635599,0.0635111,0.0635111,0.0635111,0.0635111,0.0635843,0.0635843,0.0635843
7,0.134352,0.0782555,0.0782555,0.0782555,0.0782555,0.0781322,0.0781322,0.0781322,0.0782555,0.0782555,0.0782555,0.0782555,0.0781733,0.0781733,0.0781733,0.0782555,0.0782555,0.0782555,0.0782555,0.0782144,0.0782144,0.0782144,0.0782555,0.0782555,0.0782555,0.0782555,0.0782555,0.0782555,0.0782555,0.0782555,0.0782555,0.0782555,0.0782555,0.0782966,0.0782966,0.0782966,0.0782555,0.0782555,0.0782555,0.0782555,0.0783377,0.0783377,0.0783377,0.0782555,0.0782555,0.0782555,0.0782555,0.0783788,0.0783788,0.0783788
8,0.154445,0.0940834,0.0940834,0.0940834,0.0940834,0.0939416,0.0939416,0.0939416,0.0940834,0.0940834,0.0940834,0.0940834,0.0939889,0.0939889,0.0939889,0.0940834,0.0940834,0.0940834,0.0940834,0.0940361,0.0940361,0.0940361,0.0940834,0.0940834,0.0940834,0.0940834,0.0940834,0.0940834,0.0940834,0.0940834,0.0940834,0.0940834,0.0940834,0.0941306,0.0941306,0.0941306,0.0940834,0.0940834,0.0940834,0.0940834,0.0941779,0.0941779,0.0941779,0.0940834,0.0940834,0.0940834,0.0940834,0.0942251,0.0942251,0.0942251
9,0.174771,0.110246,0.110246,0.110246,0.110246,0.110044,0.110044,0.110044,0.110246,0.110246,0.110246,0.110246,0.110111,0.110111,0.110111,0.110246,0.110246,0.110246,0.110246,0.110179,0.110179,0.110179,0.110246,0.110246,0.110246,0.110246,0.110246,0.110246,0.110246,0.110246,0.110246,0.110246,0.110246,0.110314,0.110314,0.110314,0.110246,0.110246,0.110246,0.110246,0.110381,0.110381,0.110381,0.110246,0.110246,0.110246,0.110246,0.110449,0.110449,0.110449
10,0.195332,0.126749,0.126749,0.126749,0.126749,0.126474,0.126474,0.126474,0.126749,0.126749,0.126749,0.126749,0.126565,0.126565,0.126565,0.126749,0.126749,0.126749,0.126749,0.126657,0.126657,0.126657,0.126749,0.126749,0.126749,0.126749,0.126749,0.126749,0.126749,0.126749,0.126749,0.126749,0.126749,0.12684,0.12684,0.12684,0.126749,0.126749,0.126749,0.126749,0.126932,0.126932,0.126932,0.126749,0.126749,0.126749,0.126749,0.127023,0.127023,0.127023
11,0.216131,0.143527,0.143527,0.143527,0.143527,0.143171,0.143171,0.143171,0.143527,0.143527,0.143527,0.143527,0.143289,0.143289,0.143289,0.143527,0.143527,0.143527,0.143527,0.143408,0.143408,0.143408,0.143527,0.143527,0.143527,0.143527,0.143527,0.143527,0.143527,0.143527,0.143527,0.143527,0.143527,0.143645,0.143645,0.143645,0.143527,0.143527,0.143527,0.143527,0.143764,0.143764,0.143764,0.143527,0.143527,0.143527,0.143527,0.143883,0.143883,0.143883
12,0.237172,0.160626,0.160626,0.160626,0.160626,0.160229,0.160229,0.160229,0.160626,0.160626,0.160626,0.160626,0.160361,0.160361,0.160361,0.160626,0.160626,0.160626,0.160626,0.160494,0.160494,0.160494,0.160626,0.160626,0.160626,0.160626,0.160626,0.160626,0.160626,0.160626,0.160626,0.160626,0.160626,0.160758,0.160758,0.160758,0.160626,0.160626,0.160626,0.160626,0.160891,0.160891,0.160891,0.160626,0.160626,0.160626,0.160626,0.161023,0.161023,0.161023
13,0.258456,0.178189,0.178189,0.178189,0.178189,0.177745,0.177745,0.177745,0.178189,0.178189,0.178189,0.178189,0.177893,0.177893,0.177893,0.178189,0.178189,0.178189,0.178189,0.178041,0.178041,0.178041,0.178189,0.178189,0.178189,0.178189,0.178189,0.178189,0.178189,0.178189,0.178189,0.178189,0.178189,0.178336,0.178336,0.178336,0.178189,0.178189,0.178189,0.178189,0.178484,0.178484,0.178484,0.178189,0.178189,0.178189,0.178189,0.178632,0.178632,0.178632
14,0.279986,0.196327,0.196327,0.196327,0.196327,0.195707,0.195707,0.195707,0.196327,0.196327,0.196327,0.196327,0.195913,0.195913,0.195913,0.196327,0.196327,0.196327,0.196327,0.19612,0.19612,0.19612,0.196327,0.196327,0.196327,0.196327,0.196327,0.196327,0.196327,0.196327,0.196327,0.196327,0.196327,0.196534,0.196534,0.196534,0.196327,0.196327,0.196327,0.196327,0.19674,0.19674,0.19674,0.196327,0.196327,0.196327,0.196327,0.196947,0.196947,0.196947
15,0.301766,0.214729,0.214729,0.214729,0.214729,0.213986,0.213986,0.213986,0.214729,0.214729,0.214729,0.214729,0.214234,0.214234,0.214234,0.214729,0.214729,0.214729,0.214729,0.214481,0.214481,0.214481,0.214729,0.214729,0.214729,0.214729,0.214729,0.214729,0.214729,0.214729,0.214729,0.214729,0.214729,0.214977,0.214977,0.214977,0.214729,0.214729,0.214729,0.214729,0.215224,0.215224,0.215224,0.214729,0.214729,0.214729,0.214729,0.215472,0.215472,0.215472
16,0.323799,0.233349,0.233349,0.233349,0.233349,0.232552,0.232552,0.232552,0.233349,0.233349,0.233349,0.233349,0.232818,0.232818,0.232818,0.233349,0.233349,0.233349,0.233349,0.233083,0.233083,0.233083,0.233349,0.233349,0.233349,0.233349,0.233349,0.233349,0.233349,0.233349,0.233349,0.233349,0.233349,0.233615,0.233615,0.233615,0.233349,0.233349,0.233349,0.233349,0.23388,0.23388,0.23388,0.233349,0.233349,0.233349,0.233349,0.234146,0.234146,0.234146
17,0.346087,0.252339,0.252339,0.252339,0.252339,0.251479,0.251479,0.251479,0.252339,0.252339,0.252339,0.252339,0.251766,0.251766,0.251766,0.252339,0.252339,0.252339,0.252339,0.252053,0.252053,0.252053,0.252339,0.252339,0.252339,0.252339,0.252339,0.252339,0.252339,0.252339,0.252339,0.252339,0.252339,0.252626,0.252626,0.252626,0.252339,0.252339,0.252339,0.252339,0.252913,0.252913,0.252913,0.252339,0.252339,0.252339,0.252339,0.2532,0.2532,0.2532
