gridnumber,capital,policy[0 0 00],policy[0 0 01],policy[0 0 02],policy[0 0 10],policy[0 0 11],policy[0 0 12],policy[0 0 20],policy[0 0 21],policy[0 0 22],policy[0 1 00],policy[0 1 01],policy[0 1 02],policy[0 1 10],policy[0 1 11],policy[0 1 12],policy[0 1 20],policy[0 1 21],policy[0 1 22],policy[0 2 00],policy[0 2 01],policy[0 2 02],policy[0 2 10],policy[0 2 11],policy[0 2 12],policy[0 2 20],policy[0 2 21],policy[0 2 22],policy[1 0 00],policy[1 0 01],policy[1 0 02],policy[1 0 10],policy[1 0 11],policy[1 0 12],policy[1 0 20],policy[1 0 21],policy[1 0 22],policy[1 1 00],policy[1 1 01],policy[1 1 02],policy[1 1 10],policy[1 1 11],policy[1 1 12],policy[1 1 20],policy[1 1 21],policy[1 1 22],policy[1 2 00],policy[1 2 01],policy[1 2 02],policy[1 2 10],policy[1 2 11],policy[1 2 12],policy[1 2 20],policy[1 2 21],policy[1 2 22],policy[2 0 00],policy[2 0 01],policy[2 0 02],policy[2 0 10],policy[2 0 11],policy[2 0 12],policy[2 0 20],policy[2 0 21],policy[2 0 22],policy[2 1 00],policy[2 1 01],policy[2 1 02],policy[2 1 10],policy[2 1 11],policy[2 1 12],policy[2 1 20],policy[2 1 21],policy[2 1 22],policy[2 2 00],policy[2 2 01],policy[2 2 02],policy[2 2 10],policy[2 2 11],policy[2 2 12],policy[2 2 20],policy[2 2 21],policy[2 2 22]
10,0.833427,0.580279,0.580279,0.580279,0.627285,0.688935,0.688935,0.675144,0.675144,0.753628,0.580279,0.580279,0.580279,0.627285,0.688935,0.688935,0.675144,0.675144,0.753628,0.580279,0.580279,0.580279,0.627285,0.688935,0.688935,0.675144,0.675144,0.753628,0.580279,0.580279,0.580279,0.686887,0.688935,0.688935,0.818442,0.818442,0.824371,0.580279,0.580279,0.580279,0.686887,0.688935,0.688935,0.818442,0.818442,0.824371,0.580279,0.580279,0.580279,0.686887,0.688935,0.688935,0.818442,0.818442,0.824371,0.580279,0.580279,0.580279,0.746696,0.688935,0.688935,0.963674,0.963674,0.8956,0.580279,0.580279,0.580279,0.746696,0.688935,0.688935,0.963674,0.963674,0.8956,0.580279,0.580279,0.580279,0.746696,0.688935,0.688935,0.963674,0.963674,0.8956
11,0.937629,0.670694,0.670694,0.670694,0.71126,0.780941,0.780941,0.749318,0.749318,0.834358,0.670694,0.670694,0.670694,0.71126,0.780941,0.780941,0.749318,0.749318,0.834358,0.670694,0.670694,0.670694,0.71126,0.780941,0.780941,0.749318,0.749318,0.834358,0.670694,0.670694,0.670694,0.778836,0.780941,0.780941,0.911862,0.911862,0.917834,0.670694,0.670694,0.670694,0.778836,0.780941,0.780941,0.911862,0.911862,0.917834,0.670694,0.670694,0.670694,0.778836,0.780941,0.780941,0.911862,0.911862,0.917834,0.670694,0.670694,0.670694,0.846734,0.780941,0.780941,1.07612,1.07612,1.00166,0.670694,0.670694,0.670694,0.846734,0.780941,0.780941,1.07612,1.07612,1.00166,0.670694,0.670694,0.670694,0.846734,0.780941,0.780941,1.07612,1.07612,1.00166
12,1.04629,0.765926,0.765926,0.765926,0.803325,0.877563,0.877563,0.827154,0.827154,0.924316,0.765926,0.765926,0.765926,0.803325,0.877563,0.877563,0.827154,0.827154,0.924316,0.765926,0.765926,0.765926,0.803325,0.877563,0.877563,0.827154,0.827154,0.924316,0.765926,0.765926,0.765926,0.875714,0.877563,0.877563,1.00981,1.00981,1.01607,0.765926,0.765926,0.765926,0.875714,0.877563,0.877563,1.00981,1.00981,1.01607,0.765926,0.765926,0.765926,0.875714,0.877563,0.877563,1.00981,1.00981,1.01607,0.765926,0.765926,0.765926,0.948409,0.877563,0.877563,1.19393,1.19393,1.10824,0.765926,0.765926,0.765926,0.948409,0.877563,0.877563,1.19393,1.19393,1.10824,0.765926,0.765926,0.765926,0.948409,0.877563,0.877563,1.19393,1.19393,1.10824
13,1.15961,0.866094,0.866094,0.866094,0.896512,0.979079,0.979079,0.909099,0.909099,1.00191,0.866094,0.866094,0.866094,0.896512,0.979079,0.979079,0.909099,0.909099,1.00191,0.866094,0.866094,0.866094,0.896512,0.979079,0.979079,0.909099,0.909099,1.00191,0.866094,0.866094,0.866094,0.977258,0.979079,0.979079,1.1124,1.1124,1.11837,0.866094,0.866094,0.866094,0.977258,0.979079,0.979079,1.1124,1.1124,1.11837,0.866094,0.866094,0.866094,0.977258,0.979079,0.979079,1.1124,1.1124,1.11837,0.866094,0.866094,0.866094,1.05834,0.979079,0.979079,1.31725,1.31725,1.23537,0.866094,0.866094,0.866094,1.05834,0.979079,0.979079,1.31725,1.31725,1.23537,0.866094,0.866094,0.866094,1.05834,0.979079,0.979079,1.31725,1.31725,1.23537
14,1.27778,0.971372,0.971372,0.971372,0.996616,1.08561,1.08561,0.994912,0.994912,1.09726,0.971372,0.971372,0.971372,0.996616,1.08561,1.08561,0.994912,0.994912,1.09726,0.971372,0.971372,0.971372,0.996616,1.08561,1.08561,0.994912,0.994912,1.09726,0.971372,0.971372,0.971372,1.08386,1.08561,1.08561,1.21982,1.21982,1.22611,0.971372,0.971372,0.971372,1.08386,1.08561,1.08561,1.21982,1.21982,1.22611,0.971372,0.971372,0.971372,1.08386,1.08561,1.08561,1.21982,1.21982,1.22611,0.971372,0.971372,0.971372,1.17145,1.08561,1.08561,1.44622,1.44622,1.35546,0.971372,0.971372,0.971372,1.17145,1.08561,1.08561,1.44622,1.44622,1.35546,0.971372,0.971372,0.971372,1.17145,1.08561,1.08561,1.44622,1.44622,1.35546
15,1.40101,1.08191,1.08191,1.08191,1.10193,1.19729,1.19729,1.08473,1.0926,1.19708,1.08191,1.08191,1.08191,1.10193,1.19729,1.19729,1.08473,1.0926,1.19708,1.08191,1.08191,1.08191,1.10193,1.19729,1.19729,1.08473,1.0926,1.19708,1.08191,1.08191,1.08191,1.19562,1.19729,1.19729,1.33217,1.33277,1.33883,1.08191,1.08191,1.08191,1.19562,1.19729,1.19729,1.33217,1.33277,1.33883,1.08191,1.08191,1.08191,1.19562,1.19729,1.19729,1.33217,1.33277,1.33883,1.08191,1.08191,1.08191,1.28965,1.19729,1.19729,1.58122,1.57441,1.48104,1.08191,1.08191,1.08191,1.28965,1.19729,1.19729,1.58122,1.57441,1.48104,1.08191,1.08191,1.08191,1.28965,1.19729,1.19729,1.58122,1.57441,1.48104
16,1.52952,1.19789,1.19789,1.19789,1.20986,1.3143,1.3143,1.17873,1.19019,1.30434,1.19789,1.19789,1.19789,1.20986,1.3143,1.3143,1.17873,1.19019,1.30434,1.19789,1.19789,1.19789,1.20986,1.3143,1.3143,1.17873,1.19019,1.30434,1.19789,1.19789,1.19789,1.31262,1.3143,1.3143,1.44965,1.45057,1.45684,1.19789,1.19789,1.19789,1.31262,1.3143,1.3143,1.44965,1.45057,1.45684,1.19789,1.19789,1.19789,1.31262,1.3143,1.3143,1.44965,1.45057,1.45684,1.19789,1.19789,1.19789,1.41573,1.3143,1.3143,1.72256,1.71247,1.60983,1.19789,1.19789,1.19789,1.41573,1.3143,1.3143,1.72256,1.71247,1.60983,1.19789,1.19789,1.19789,1.41573,1.3143,1.3143,1.72256,1.71247,1.60983
17,1.66353,1.31948,1.31948,1.31948,1.32293,1.43684,1.43684,1.27709,1.29894,1.41997,1.31948,1.31948,1.31948,1.32293,1.43684,1.43684,1.27709,1.29894,1.41997,1.31948,1.31948,1.31948,1.32293,1.43684,1.43684,1.27709,1.29894,1.41997,1.31948,1.31948,1.31948,1.43515,1.43684,1.43684,1.57258,1.57423,1.58042,1.31948,1.31948,1.31948,1.43515,1.43684,1.43684,1.57258,1.57423,1.58042,1.31948,1.31948,1.31948,1.43515,1.43684,1.43684,1.57258,1.57423,1.58042,1.31948,1.31948,1.31948,1.54775,1.43684,1.43684,1.87048,1.85107,1.74137,1.31948,1.31948,1.31948,1.54775,1.43684,1.43684,1.87048,1.85107,1.74137,1.31948,1.31948,1.31948,1.54775,1.43684,1.43684,1.87048,1.85107,1.74137
18,1.80327,1.44689,1.44689,1.44689,1.44131,1.56511,1.56511,1.3799,1.41386,1.53836,1.44689,1.44689,1.44689,1.44131,1.56511,1.56511,1.3799,1.41386,1.53836,1.44689,1.44689,1.44689,1.44131,1.56511,1.56511,1.3799,1.41386,1.53836,1.44689,1.44689,1.44689,1.56342,1.56511,1.56511,1.70125,1.70358,1.70952,1.44689,1.44689,1.44689,1.56342,1.56511,1.56511,1.70125,1.70358,1.70952,1.44689,1.44689,1.44689,1.56342,1.56511,1.56511,1.70125,1.70358,1.70952,1.44689,1.44689,1.44689,1.68593,1.56511,1.56511,2.02522,1.99488,1.88126,1.44689,1.44689,1.44689,1.68593,1.56511,1.56511,2.02522,1.99488,1.88126,1.44689,1.44689,1.44689,1.68593,1.56511,1.56511,2.02522,1.99488,1.88126
19,1.94901,1.58034,1.58034,1.58034,1.57591,1.69934,1.69934,1.48741,1.53525,1.66615,1.58034,1.58034,1.58034,1.57591,1.69934,1.69934,1.48741,1.53525,1.66615,1.58034,1.58034,1.58034,1.57591,1.69934,1.69934,1.48741,1.53525,1.66615,1.58034,1.58034,1.58034,1.6979,1.69934,1.69934,1.83586,1.83886,1.84471,1.58034,1.58034,1.58034,1.6979,1.69934,1.69934,1.83586,1.83886,1.84471,1.58034,1.58034,1.58034,1.6979,1.69934,1.69934,1.83586,1.83886,1.84471,1.58034,1.58034,1.58034,1.82024,1.69934,1.69934,2.187,2.14406,2.02379,1.58034,1.58034,1.58034,1.82024,1.69934,1.69934,2.187,2.14406,2.02379,1.58034,1.58034,1.58034,1.82024,1.69934,1.69934,2.187,2.14406,2.02379
20,2.10098,1.72005,1.72005,1.72005,1.71026,1.83978,1.83978,1.59989,1.66341,1.80059,1.72005,1.72005,1.72005,1.71026,1.83978,1.83978,1.59989,1.66341,1.80059,1.72005,1.72005,1.72005,1.71026,1.83978,1.83978,1.59989,1.66341,1.80059,1.72005,1.72005,1.72005,1.83842,1.83978,1.83978,1.97669,1.98034,1.98601,1.72005,1.72005,1.72005,1.83842,1.83978,1.83978,1.97669,1.98034,1.98601,1.72005,1.72005,1.72005,1.83842,1.83978,1.83978,1.97669,1.98034,1.98601,1.72005,1.72005,1.72005,1.96691,1.83978,1.83978,2.3561,2.29881,2.172,1.72005,1.72005,1.72005,1.96691,1.83978,1.83978,2.3561,2.29881,2.172,1.72005,1.72005,1.72005,1.96691,1.83978,1.83978,2.3561,2.29881,2.172
21,2.25946,1.86627,1.86627,1.86627,1.85121,1.98666,1.98666,1.71755,1.80288,1.93779,1.86627,1.86627,1.86627,1.85121,1.98666,1.98666,1.71755,1.80288,1.93779,1.86627,1.86627,1.86627,1.85121,1.98666,1.98666,1.71755,1.80288,1.93779,1.86627,1.86627,1.86627,1.98539,1.98666,1.98666,2.12388,2.12848,2.13356,1.86627,1.86627,1.86627,1.98539,1.98666,1.98666,2.12388,2.12848,2.13356,1.86627,1.86627,1.86627,1.98539,1.98666,1.98666,2.12388,2.12848,2.13356,1.86627,1.86627,1.86627,2.11988,1.98666,1.98666,2.53284,2.45548,2.32999,1.86627,1.86627,1.86627,2.11988,1.98666,1.98666,2.53284,2.45548,2.32999,1.86627,1.86627,1.86627,2.11988,1.98666,1.98666,2.53284,2.45548,2.32999
22,2.42473,2.01925,2.01925,2.01925,1.99906,2.14025,2.14025,1.84061,1.93681,2.09065,2.01925,2.01925,2.01925,1.99906,2.14025,2.14025,1.84061,1.93681,2.09065,2.01925,2.01925,2.01925,1.99906,2.14025,2.14025,1.84061,1.93681,2.09065,2.01925,2.01925,2.01925,2.13907,2.14025,2.14025,2.27774,2.28256,2.28811,2.01925,2.01925,2.01925,2.13907,2.14025,2.14025,2.27774,2.28256,2.28811,2.01925,2.01925,2.01925,2.13907,2.14025,2.14025,2.27774,2.28256,2.28811,2.01925,2.01925,2.01925,2.27939,2.14025,2.14025,2.71746,2.62998,2.48612,2.01925,2.01925,2.01925,2.27939,2.14025,2.14025,2.71746,2.62998,2.48612,2.01925,2.01925,2.01925,2.27939,2.14025,2.14025,2.71746,2.62998,2.48612
23,2.59707,2.17926,2.17926,2.17926,2.15409,2.30084,2.30084,1.9693,2.0821,2.2469,2.17926,2.17926,2.17926,2.15409,2.30084,2.30084,1.9693,2.0821,2.2469,2.17926,2.17926,2.17926,2.15409,2.30084,2.30084,1.9693,2.0821,2.2469,2.17926,2.17926,2.17926,2.29974,2.30084,2.30084,2.43852,2.44386,2.44947,2.17926,2.17926,2.17926,2.29974,2.30084,2.30084,2.43852,2.44386,2.44947,2.17926,2.17926,2.17926,2.29974,2.30084,2.30084,2.43852,2.44386,2.44947,2.17926,2.17926,2.17926,2.44569,2.30084,2.30084,2.91027,2.8074,2.65254,2.17926,2.17926,2.17926,2.44569,2.30084,2.30084,2.91027,2.8074,2.65254,2.17926,2.17926,2.17926,2.44569,2.30084,2.30084,2.91027,2.8074,2.65254
24,2.77679,2.34658,2.34658,2.34658,2.3115,2.46869,2.46869,2.10379,2.22965,2.40595,2.34658,2.34658,2.34658,2.3115,2.46869,2.46869,2.10379,2.22965,2.40595,2.34658,2.34658,2.34658,2.3115,2.46869,2.46869,2.10379,2.22965,2.40595,2.34658,2.34658,2.34658,2.4676,2.46869,2.46869,2.60652,2.61217,2.61792,2.34658,2.34658,2.34658,2.4676,2.46869,2.46869,2.60652,2.61217,2.61792,2.34658,2.34658,2.34658,2.4676,2.46869,2.46869,2.60652,2.61217,2.61792,2.34658,2.34658,2.34658,2.624,2.46869,2.46869,3.11177,2.99666,2.83044,2.34658,2.34658,2.34658,2.624,2.46869,2.46869,3.11177,2.99666,2.83044,2.34658,2.34658,2.34658,2.624,2.46869,2.46869,3.11177,2.99666,2.83044
25,2.96421,2.52153,2.52153,2.52153,2.47603,2.64413,2.64413,2.24437,2.39546,2.5726,2.52153,2.52153,2.52153,2.47603,2.64413,2.64413,2.24437,2.39546,2.5726,2.52153,2.52153,2.52153,2.47603,2.64413,2.64413,2.24437,2.39546,2.5726,2.52153,2.52153,2.52153,2.64303,2.64413,2.64413,2.78195,2.78857,2.79394,2.52153,2.52153,2.52153,2.64303,2.64413,2.64413,2.78195,2.78857,2.79394,2.52153,2.52153,2.52153,2.64303,2.64413,2.64413,2.78195,2.78857,2.79394,2.52153,2.52153,2.52153,2.81035,2.64413,2.64413,3.32235,3.18351,3.01582,2.52153,2.52153,2.52153,2.81035,2.64413,2.64413,3.32235,3.18351,3.01582,2.52153,2.52153,2.52153,2.81035,2.64413,2.64413,3.32235,3.18351,3.01582
26,3.15966,2.70439,2.70439,2.70439,2.64798,2.82747,2.82747,2.39126,2.56424,2.74721,2.70439,2.70439,2.70439,2.64798,2.82747,2.82747,2.39126,2.56424,2.74721,2.70439,2.70439,2.70439,2.64798,2.82747,2.82747,2.39126,2.56424,2.74721,2.70439,2.70439,2.70439,2.82636,2.82747,2.82747,2.96516,2.97263,2.97784,2.70439,2.70439,2.70439,2.82636,2.82747,2.82747,2.96516,2.97263,2.97784,2.70439,2.70439,2.70439,2.82636,2.82747,2.82747,2.96516,2.97263,2.97784,2.70439,2.70439,2.70439,3.00507,2.82747,2.82747,3.54237,3.38277,3.20899,2.70439,2.70439,2.70439,3.00507,2.82747,2.82747,3.54237,3.38277,3.20899,2.70439,2.70439,2.70439,3.00507,2.82747,2.82747,3.54237,3.38277,3.20899
27,3.36347,2.89552,2.89552,2.89552,2.82766,3.01903,3.01903,2.54472,2.73525,2.93638,2.89552,2.89552,2.89552,2.82766,3.01903,3.01903,2.54472,2.73525,2.93638,2.89552,2.89552,2.89552,2.82766,3.01903,3.01903,2.54472,2.73525,2.93638,2.89552,2.89552,2.89552,3.01792,3.01903,3.01903,3.15664,3.16465,3.17005,2.89552,2.89552,2.89552,3.01792,3.01903,3.01903,3.15664,3.16465,3.17005,2.89552,2.89552,2.89552,3.01792,3.01903,3.01903,3.15664,3.16465,3.17005,2.89552,2.89552,2.89552,3.20852,3.01903,3.01903,3.77215,3.59581,3.40422,2.89552,2.89552,2.89552,3.20852,3.01903,3.01903,3.77215,3.59581,3.40422,2.89552,2.89552,2.89552,3.20852,3.01903,3.01903,3.77215,3.59581,3.40422
28,3.57601,3.09524,3.09524,3.09524,3.0154,3.21916,3.21916,2.7253,2.92121,3.14171,3.09524,3.09524,3.09524,3.0154,3.21916,3.21916,2.7253,2.92121,3.14171,3.09524,3.09524,3.09524,3.0154,3.21916,3.21916,2.7253,2.92121,3.14171,3.09524,3.09524,3.09524,3.21806,3.21916,3.21916,3.35764,3.36552,3.37091,3.09524,3.09524,3.09524,3.21806,3.21916,3.21916,3.35764,3.36552,3.37091,3.09524,3.09524,3.09524,3.21806,3.21916,3.21916,3.35764,3.36552,3.37091,3.09524,3.09524,3.09524,3.42107,3.21916,3.21916,3.9936,3.81148,3.60056,3.09524,3.09524,3.09524,3.42107,3.21916,3.21916,3.9936,3.81148,3.60056,3.09524,3.09524,3.09524,3.42107,3.21916,3.21916,3.9936,3.81148,3.60056
29,3.79766,3.30392,3.30392,3.30392,3.21854,3.42822,3.42822,2.91557,3.11651,3.35071,3.30392,3.30392,3.30392,3.21854,3.42822,3.42822,2.91557,3.11651,3.35071,3.30392,3.30392,3.30392,3.21854,3.42822,3.42822,2.91557,3.11651,3.35071,3.30392,3.30392,3.30392,3.42719,3.42822,3.42822,3.56765,3.57536,3.58059,3.30392,3.30392,3.30392,3.42719,3.42822,3.42822,3.56765,3.57536,3.58059,3.30392,3.30392,3.30392,3.42719,3.42822,3.42822,3.56765,3.57536,3.58059,3.30392,3.30392,3.30392,3.63618,3.42822,3.42822,4.22316,4.03565,3.81086,3.30392,3.30392,3.30392,3.63618,3.42822,3.42822,4.22316,4.03565,3.81086,3.30392,3.30392,3.30392,3.63618,3.42822,3.42822,4.22316,4.03565,3.81086
