gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[1 0],policy[1 1],policy[1 2],policy[2 0],policy[2 1],policy[2 2],policy[3 0],policy[3 1],policy[3 2],policy[4 0],policy[4 1],policy[4 2]
178,271.886,248.105,248.105,248.105,248.079,248.079,248.079,248.048,248.048,248.048,248.013,248.013,248.013,247.977,247.977,247.977
179,279.901,255.471,255.471,255.471,255.445,255.445,255.445,255.414,255.414,255.414,255.379,255.379,255.379,255.343,255.343,255.343
180,288.15,263.053,263.053,263.053,263.027,263.027,263.027,262.996,262.996,262.996,262.961,262.961,262.961,262.926,262.926,262.926
181,296.641,270.858,270.858,270.858,270.831,270.831,270.831,270.8,270.8,270.8,270.765,270.765,270.765,270.73,270.73,270.73
182,305.381,278.891,278.891,278.891,278.864,278.864,278.864,278.833,278.833,278.833,278.798,278.798,278.798,278.763,278.763,278.763
183,314.377,287.159,287.159,287.159,287.133,287.133,287.133,287.101,287.101,287.101,287.067,287.067,287.067,287.031,287.031,287.031
184,323.636,295.67,295.67,295.67,295.643,295.643,295.643,295.612,295.612,295.612,295.577,295.577,295.577,295.542,295.542,295.542
185,333.167,304.429,304.429,304.429,304.403,304.403,304.403,304.372,304.372,304.372,304.337,304.337,304.337,304.301,304.301,304.301
186,342.977,313.445,313.445,313.445,313.419,313.419,313.419,313.388,313.388,313.388,313.353,313.353,313.353,313.317,313.317,313.317
187,353.075,322.725,322.725,322.725,322.698,322.698,322.698,322.667,322.667,322.667,322.632,322.632,322.632,322.597,322.597,322.597
188,363.469,332.275,332.275,332.275,332.249,332.249,332.249,332.217,332.217,332.217,332.182,332.182,332.182,332.147,332.147,332.147
189,374.167,342.104,342.104,342.104,342.077,342.077,342.077,342.046,342.046,342.046,342.011,342.011,342.011,341.975,341.975,341.975
190,385.179,352.218,352.218,352.218,352.191,352.191,352.191,352.159,352.159,352.159,352.124,352.124,352.124,352.088,352.088,352.088
191,396.513,362.624,362.624,362.624,362.597,362.597,362.597,362.565,362.565,362.565,362.53,362.53,362.53,362.494,362.494,362.494
192,408.179,373.329,373.329,373.329,373.303,373.303,373.303,373.271,373.271,373.271,373.236,373.236,373.236,373.199,373.199,373.199
193,420.188,384.339,384.339,384.339,384.312,384.312,384.312,384.281,384.281,384.281,384.245,384.245,384.245,384.209,384.209,384.209
194,432.548,395.66,395.66,395.66,395.633,395.633,395.633,395.601,395.601,395.601,395.566,395.566,395.566,395.529,395.529,395.529
195,445.271,407.289,407.289,407.289,407.261,407.261,407.261,407.229,407.229,407.229,407.193,407.193,407.193,407.155,407.155,407.155
196,458.366,419.182,419.182,419.182,419.153,419.153,419.153,419.119,419.119,419.119,419.082,419.082,419.082,419.043,419.043,419.043
197,471.845,431.349,431.349,431.349,431.319,431.319,431.319,431.284,431.284,431.284,431.247,431.247,431.247,431.208,431.208,431.208
198,485.719,443.874,443.874,443.874,443.845,443.845,443.845,443.81,443.81,443.81,443.772,443.772,443.772,443.733,443.733,443.733
199,500,456.839,456.839,456.839,456.808,456.808,456.808,456.771,456.771,456.771,456.729,456.729,456.729,456.686,456.686,456.686
