gridnumber,capital,VF[0 0 00],VF[0 0 01],VF[0 0 02],VF[0 0 10],VF[0 0 11],VF[0 0 12],VF[0 0 20],VF[0 0 21],VF[0 0 22],VF[0 1 00],VF[0 1 01],VF[0 1 02],VF[0 1 10],VF[0 1 11],VF[0 1 12],VF[0 1 20],VF[0 1 21],VF[0 1 22],VF[0 2 00],VF[0 2 01],VF[0 2 02],VF[0 2 10],VF[0 2 11],VF[0 2 12],VF[0 2 20],VF[0 2 21],VF[0 2 22],VF[1 0 00],VF[1 0 01],VF[1 0 02],VF[1 0 10],VF[1 0 11],VF[1 0 12],VF[1 0 20],VF[1 0 21],VF[1 0 22],VF[1 1 00],VF[1 1 01],VF[1 1 02],VF[1 1 10],VF[1 1 11],VF[1 1 12],VF[1 1 20],VF[1 1 21],VF[1 1 22],VF[1 2 00],VF[1 2 01],VF[1 2 02],VF[1 2 10],VF[1 2 11],VF[1 2 12],VF[1 2 20],VF[1 2 21],VF[1 2 22],VF[2 0 00],VF[2 0 01],VF[2 0 02],VF[2 0 10],VF[2 0 11],VF[2 0 12],VF[2 0 20],VF[2 0 21],VF[2 0 22],VF[2 1 00],VF[2 1 01],VF[2 1 02],VF[2 1 10],VF[2 1 11],VF[2 1 12],VF[2 1 20],VF[2 1 21],VF[2 1 22],VF[2 2 00],VF[2 2 01],VF[2 2 02],VF[2 2 10],VF[2 2 11],VF[2 2 12],VF[2 2 20],VF[2 2 21],VF[2 2 22]
10,0.674183,-7.32046,-7.32046,-7.32046,-7.23868,-7.0134,-7.0134,-6.91078,-6.91078,-6.83666,-7.32046,-7.32046,-7.32046,-7.23868,-7.0134,-7.0134,-6.91078,-6.91078,-6.83666,-7.32046,-7.32046,-7.32046,-7.23868,-7.0134,-7.0134,-6.91078,-6.91078,-6.83666,-7.32046,-7.32046,-7.32046,-7.07883,-7.0134,-7.0134,-6.7706,-6.7706,-6.7439,-7.32046,-7.32046,-7.32046,-7.07883,-7.0134,-7.0134,-6.7706,-6.7706,-6.7439,-7.32046,-7.32046,-7.32046,-7.07883,-7.0134,-7.0134,-6.7706,-6.7706,-6.7439,-7.32046,-7.32046,-7.32046,-6.92945,-7.0134,-7.0134,-6.63907,-6.63907,-6.6545,-7.32046,-7.32046,-7.32046,-6.92945,-7.0134,-7.0134,-6.63907,-6.63907,-6.6545,-7.32046,-7.32046,-7.32046,-6.92945,-7.0134,-7.0134,-6.63907,-6.63907,-6.6545
11,0.75557,-7.2103,-7.2103,-7.2103,-7.15722,-6.916,-6.916,-6.83959,-6.83959,-6.76492,-7.2103,-7.2103,-7.2103,-7.15722,-6.916,-6.916,-6.83959,-6.83959,-6.76492,-7.2103,-7.2103,-7.2103,-7.15722,-6.916,-6.916,-6.83959,-6.83959,-6.76492,-7.2103,-7.2103,-7.2103,-6.98471,-6.916,-6.916,-6.68785,-6.68785,-6.66119,-7.2103,-7.2103,-7.2103,-6.98471,-6.916,-6.916,-6.68785,-6.68785,-6.66119,-7.2103,-7.2103,-7.2103,-6.98471,-6.916,-6.916,-6.68785,-6.68785,-6.66119,-7.2103,-7.2103,-7.2103,-6.82415,-6.916,-6.916,-6.54553,-6.54553,-6.56177,-7.2103,-7.2103,-7.2103,-6.82415,-6.916,-6.916,-6.54553,-6.54553,-6.56177,-7.2103,-7.2103,-7.2103,-6.82415,-6.916,-6.916,-6.54553,-6.54553,-6.56177
12,0.839869,-7.10144,-7.10144,-7.10144,-7.0757,-6.81913,-6.81913,-6.76786,-6.76786,-6.69115,-7.10144,-7.10144,-7.10144,-7.0757,-6.81913,-6.81913,-6.76786,-6.76786,-6.69115,-7.10144,-7.10144,-7.10144,-7.0757,-6.81913,-6.81913,-6.76786,-6.76786,-6.69115,-7.10144,-7.10144,-7.10144,-6.89101,-6.81913,-6.81913,-6.60499,-6.60499,-6.57794,-7.10144,-7.10144,-7.10144,-6.89101,-6.81913,-6.81913,-6.60499,-6.60499,-6.57794,-7.10144,-7.10144,-7.10144,-6.89101,-6.81913,-6.81913,-6.60499,-6.60499,-6.57794,-7.10144,-7.10144,-7.10144,-6.71979,-6.81913,-6.81913,-6.45229,-6.45229,-6.46967,-7.10144,-7.10144,-7.10144,-6.71979,-6.81913,-6.81913,-6.45229,-6.45229,-6.46967,-7.10144,-7.10144,-7.10144,-6.71979,-6.81913,-6.81913,-6.45229,-6.45229,-6.46967
13,0.927185,-6.99387,-6.99387,-6.99387,-6.99402,-6.72263,-6.72263,-6.69633,-6.69633,-6.61723,-6.99387,-6.99387,-6.99387,-6.99402,-6.72263,-6.72263,-6.69633,-6.69633,-6.61723,-6.99387,-6.99387,-6.99387,-6.99402,-6.72263,-6.72263,-6.69633,-6.69633,-6.61723,-6.99387,-6.99387,-6.99387,-6.79764,-6.72263,-6.72263,-6.52201,-6.52201,-6.49464,-6.99387,-6.99387,-6.99387,-6.79764,-6.72263,-6.72263,-6.52201,-6.52201,-6.49464,-6.99387,-6.99387,-6.99387,-6.79764,-6.72263,-6.72263,-6.52201,-6.52201,-6.49464,-6.99387,-6.99387,-6.99387,-6.61635,-6.72263,-6.72263,-6.35931,-6.35931,-6.37753,-6.99387,-6.99387,-6.99387,-6.61635,-6.72263,-6.72263,-6.35931,-6.35931,-6.37753,-6.99387,-6.99387,-6.99387,-6.61635,-6.72263,-6.72263,-6.35931,-6.35931,-6.37753
14,1.01763,-6.88722,-6.88722,-6.88722,-6.91258,-6.62658,-6.62658,-6.62431,-6.62431,-6.55424,-6.88722,-6.88722,-6.88722,-6.91258,-6.62658,-6.62658,-6.62431,-6.62431,-6.55424,-6.88722,-6.88722,-6.88722,-6.91258,-6.62658,-6.62658,-6.62431,-6.62431,-6.55424,-6.88722,-6.88722,-6.88722,-6.70467,-6.62658,-6.62658,-6.4389,-6.4389,-6.41494,-6.88722,-6.88722,-6.88722,-6.70467,-6.62658,-6.62658,-6.4389,-6.4389,-6.41494,-6.88722,-6.88722,-6.88722,-6.70467,-6.62658,-6.62658,-6.4389,-6.4389,-6.41494,-6.88722,-6.88722,-6.88722,-6.51361,-6.62658,-6.62658,-6.26653,-6.26653,-6.28252,-6.88722,-6.88722,-6.88722,-6.51361,-6.62658,-6.62658,-6.26653,-6.26653,-6.28252,-6.88722,-6.88722,-6.88722,-6.51361,-6.62658,-6.62658,-6.26653,-6.26653,-6.28252
15,1.1113,-6.78144,-6.78144,-6.78144,-6.83122,-6.53085,-6.53085,-6.55174,-6.55174,-6.48666,-6.78144,-6.78144,-6.78144,-6.83122,-6.53085,-6.53085,-6.55174,-6.55174,-6.48666,-6.78144,-6.78144,-6.78144,-6.83122,-6.53085,-6.53085,-6.55174,-6.55174,-6.48666,-6.78144,-6.78144,-6.78144,-6.61224,-6.53085,-6.53085,-6.35566,-6.35566,-6.33351,-6.78144,-6.78144,-6.78144,-6.61224,-6.53085,-6.53085,-6.35566,-6.35566,-6.33351,-6.78144,-6.78144,-6.78144,-6.61224,-6.53085,-6.53085,-6.35566,-6.35566,-6.33351,-6.78144,-6.78144,-6.78144,-6.41178,-6.53085,-6.53085,-6.17392,-6.17392,-6.18874,-6.78144,-6.78144,-6.78144,-6.41178,-6.53085,-6.53085,-6.17392,-6.17392,-6.18874,-6.78144,-6.78144,-6.78144,-6.41178,-6.53085,-6.53085,-6.17392,-6.17392,-6.18874
16,1.20833,-6.67646,-6.67646,-6.67646,-6.74967,-6.43537,-6.43537,-6.47865,-6.47865,-6.41059,-6.67646,-6.67646,-6.67646,-6.74967,-6.43537,-6.43537,-6.47865,-6.47865,-6.41059,-6.67646,-6.67646,-6.67646,-6.74967,-6.43537,-6.43537,-6.47865,-6.47865,-6.41059,-6.67646,-6.67646,-6.67646,-6.52005,-6.43537,-6.43537,-6.27226,-6.27226,-6.24914,-6.67646,-6.67646,-6.67646,-6.52005,-6.43537,-6.43537,-6.27226,-6.27226,-6.24914,-6.67646,-6.67646,-6.67646,-6.52005,-6.43537,-6.43537,-6.27226,-6.27226,-6.24914,-6.67646,-6.67646,-6.67646,-6.31048,-6.43537,-6.43537,-6.08148,-6.08148,-6.09714,-6.67646,-6.67646,-6.67646,-6.31048,-6.43537,-6.43537,-6.08148,-6.08148,-6.09714,-6.67646,-6.67646,-6.67646,-6.31048,-6.43537,-6.43537,-6.08148,-6.08148,-6.09714
17,1.30884,-6.57213,-6.57213,-6.57213,-6.66454,-6.34011,-6.34011,-6.40516,-6.40516,-6.33729,-6.57213,-6.57213,-6.57213,-6.66454,-6.34011,-6.34011,-6.40516,-6.40516,-6.33729,-6.57213,-6.57213,-6.57213,-6.66454,-6.34011,-6.34011,-6.40516,-6.40516,-6.33729,-6.57213,-6.57213,-6.57213,-6.42702,-6.34011,-6.34011,-6.18869,-6.18869,-6.16566,-6.57213,-6.57213,-6.57213,-6.42702,-6.34011,-6.34011,-6.18869,-6.18869,-6.16566,-6.57213,-6.57213,-6.57213,-6.42702,-6.34011,-6.34011,-6.18869,-6.18869,-6.16566,-6.57213,-6.57213,-6.57213,-6.21061,-6.34011,-6.34011,-5.98924,-5.98924,-6.00488,-6.57213,-6.57213,-6.57213,-6.21061,-6.34011,-6.34011,-5.98924,-5.98924,-6.00488,-6.57213,-6.57213,-6.57213,-6.21061,-6.34011,-6.34011,-5.98924,-5.98924,-6.00488
18,1.41294,-6.46841,-6.46841,-6.46841,-6.57182,-6.24504,-6.24504,-6.33169,-6.33169,-6.26045,-6.46841,-6.46841,-6.46841,-6.57182,-6.24504,-6.24504,-6.33169,-6.33169,-6.26045,-6.46841,-6.46841,-6.46841,-6.57182,-6.24504,-6.24504,-6.33169,-6.33169,-6.26045,-6.46841,-6.46841,-6.46841,-6.33186,-6.24504,-6.24504,-6.10496,-6.10496,-6.08103,-6.46841,-6.46841,-6.46841,-6.33186,-6.24504,-6.24504,-6.10496,-6.10496,-6.08103,-6.46841,-6.46841,-6.46841,-6.33186,-6.24504,-6.24504,-6.10496,-6.10496,-6.08103,-6.46841,-6.46841,-6.46841,-6.11322,-6.24504,-6.24504,-5.89718,-5.89718,-5.91346,-6.46841,-6.46841,-6.46841,-6.11322,-6.24504,-6.24504,-5.89718,-5.89718,-5.91346,-6.46841,-6.46841,-6.46841,-6.11322,-6.24504,-6.24504,-5.89718,-5.89718,-5.91346
19,1.52076,-6.36523,-6.36523,-6.36523,-6.48179,-6.15019,-6.15019,-6.25769,-6.25769,-6.18319,-6.36523,-6.36523,-6.36523,-6.48179,-6.15019,-6.15019,-6.25769,-6.25769,-6.18319,-6.36523,-6.36523,-6.36523,-6.48179,-6.15019,-6.15019,-6.25769,-6.25769,-6.18319,-6.36523,-6.36523,-6.36523,-6.23771,-6.15019,-6.15019,-6.02111,-6.02111,-5.99627,-6.36523,-6.36523,-6.36523,-6.23771,-6.15019,-6.15019,-6.02111,-6.02111,-5.99627,-6.36523,-6.36523,-6.36523,-6.23771,-6.15019,-6.15019,-6.02111,-6.02111,-5.99627,-6.36523,-6.36523,-6.36523,-6.01553,-6.15019,-6.15019,-5.80531,-5.80531,-5.82213,-6.36523,-6.36523,-6.36523,-6.01553,-6.15019,-6.15019,-5.80531,-5.80531,-5.82213,-6.36523,-6.36523,-6.36523,-6.01553,-6.15019,-6.15019,-5.80531,-5.80531,-5.82213
20,1.63244,-6.26253,-6.26253,-6.26253,-6.39107,-6.05546,-6.05546,-6.18317,-6.18317,-6.10913,-6.26253,-6.26253,-6.26253,-6.39107,-6.05546,-6.05546,-6.18317,-6.18317,-6.10913,-6.26253,-6.26253,-6.26253,-6.39107,-6.05546,-6.05546,-6.18317,-6.18317,-6.10913,-6.26253,-6.26253,-6.26253,-6.1435,-6.05546,-6.05546,-5.93716,-5.93716,-5.91255,-6.26253,-6.26253,-6.26253,-6.1435,-6.05546,-6.05546,-5.93716,-5.93716,-5.91255,-6.26253,-6.26253,-6.26253,-6.1435,-6.05546,-6.05546,-5.93716,-5.93716,-5.91255,-6.26253,-6.26253,-6.26253,-5.91839,-6.05546,-6.05546,-5.7136,-5.7136,-5.72997,-6.26253,-6.26253,-6.26253,-5.91839,-6.05546,-6.05546,-5.7136,-5.7136,-5.72997,-6.26253,-6.26253,-6.26253,-5.91839,-6.05546,-6.05546,-5.7136,-5.7136,-5.72997
21,1.74812,-6.16027,-6.16027,-6.16027,-6.29564,-5.96087,-5.96087,-6.10817,-6.10817,-6.03152,-6.16027,-6.16027,-6.16027,-6.29564,-5.96087,-5.96087,-6.10817,-6.10817,-6.03152,-6.16027,-6.16027,-6.16027,-6.29564,-5.96087,-5.96087,-6.10817,-6.10817,-6.03152,-6.16027,-6.16027,-6.16027,-6.04804,-5.96087,-5.96087,-5.85309,-5.85309,-5.82753,-6.16027,-6.16027,-6.16027,-6.04804,-5.96087,-5.96087,-5.85309,-5.85309,-5.82753,-6.16027,-6.16027,-6.16027,-6.04804,-5.96087,-5.96087,-5.85309,-5.85309,-5.82753,-6.16027,-6.16027,-6.16027,-5.82281,-5.96087,-5.96087,-5.62204,-5.62204,-5.63875,-6.16027,-6.16027,-6.16027,-5.82281,-5.96087,-5.96087,-5.62204,-5.62204,-5.63875,-6.16027,-6.16027,-6.16027,-5.82281,-5.96087,-5.96087,-5.62204,-5.62204,-5.63875
22,1.86794,-6.05844,-6.05844,-6.05844,-6.20333,-5.86637,-5.86637,-6.03273,-6.03273,-5.95363,-6.05844,-6.05844,-6.05844,-6.20333,-5.86637,-5.86637,-6.03273,-6.03273,-5.95363,-6.05844,-6.05844,-6.05844,-6.20333,-5.86637,-5.86637,-6.03273,-6.03273,-5.95363,-6.05844,-6.05844,-6.05844,-5.95369,-5.86637,-5.86637,-5.76893,-5.76893,-5.74237,-6.05844,-6.05844,-6.05844,-5.95369,-5.86637,-5.86637,-5.76893,-5.76893,-5.74237,-6.05844,-6.05844,-6.05844,-5.95369,-5.86637,-5.86637,-5.76893,-5.76893,-5.74237,-6.05844,-6.05844,-6.05844,-5.72669,-5.86637,-5.86637,-5.53065,-5.53065,-5.54762,-6.05844,-6.05844,-6.05844,-5.72669,-5.86637,-5.86637,-5.53065,-5.53065,-5.54762,-6.05844,-6.05844,-6.05844,-5.72669,-5.86637,-5.86637,-5.53065,-5.53065,-5.54762
23,1.99205,-5.95698,-5.95698,-5.95698,-6.11036,-5.77197,-5.77197,-5.95699,-5.95699,-5.86719,-5.95698,-5.95698,-5.95698,-6.11036,-5.77197,-5.77197,-5.95699,-5.95699,-5.86719,-5.95698,-5.95698,-5.95698,-6.11036,-5.77197,-5.77197,-5.95699,-5.95699,-5.86719,-5.95698,-5.95698,-5.95698,-5.85927,-5.77197,-5.77197,-5.68466,-5.68466,-5.65443,-5.95698,-5.95698,-5.95698,-5.85927,-5.77197,-5.77197,-5.68466,-5.68466,-5.65443,-5.95698,-5.95698,-5.95698,-5.85927,-5.77197,-5.77197,-5.68466,-5.68466,-5.65443,-5.95698,-5.95698,-5.95698,-5.63103,-5.77197,-5.77197,-5.43945,-5.43945,-5.45855,-5.95698,-5.95698,-5.95698,-5.63103,-5.77197,-5.77197,-5.43945,-5.43945,-5.45855,-5.95698,-5.95698,-5.95698,-5.63103,-5.77197,-5.77197,-5.43945,-5.43945,-5.45855
24,2.1206,-5.85589,-5.85589,-5.85589,-6.01675,-5.67767,-5.67767,-5.88119,-5.88119,-5.77567,-5.85589,-5.85589,-5.85589,-6.01675,-5.67767,-5.67767,-5.88119,-5.88119,-5.77567,-5.85589,-5.85589,-5.85589,-6.01675,-5.67767,-5.67767,-5.88119,-5.88119,-5.77567,-5.85589,-5.85589,-5.85589,-5.76479,-5.67767,-5.67767,-5.60028,-5.60028,-5.56485,-5.85589,-5.85589,-5.85589,-5.76479,-5.67767,-5.67767,-5.60028,-5.60028,-5.56485,-5.85589,-5.85589,-5.85589,-5.76479,-5.67767,-5.67767,-5.60028,-5.60028,-5.56485,-5.85589,-5.85589,-5.85589,-5.53583,-5.67767,-5.67767,-5.34846,-5.34846,-5.37072,-5.85589,-5.85589,-5.85589,-5.53583,-5.67767,-5.67767,-5.34846,-5.34846,-5.37072,-5.85589,-5.85589,-5.85589,-5.53583,-5.67767,-5.67767,-5.34846,-5.34846,-5.37072
