gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4]
50,5.18134,3.92697,3.92697,3.92697,3.92697,3.92697,3.8897,3.8897,3.8897,3.8897,3.8897,3.84521,3.84521,3.84521,3.84521,3.84521,3.79539,3.79539,3.79539,3.79539,3.79539,3.74373,3.74373,3.74373,3.74373,3.74373
51,5.38006,4.09498,4.09498,4.09498,4.09498,4.09498,4.05781,4.05781,4.05781,4.05781,4.05781,4.01345,4.01345,4.01345,4.01345,4.01345,3.96379,3.96379,3.96379,3.96379,3.96379,3.91212,3.91212,3.91212,3.91212,3.91212
52,5.58461,4.26836,4.26836,4.26836,4.26836,4.26836,4.23138,4.23138,4.23138,4.23138,4.23138,4.18723,4.18723,4.18723,4.18723,4.18723,4.13777,4.13777,4.13777,4.13777,4.13777,4.08615,4.08615,4.08615,4.08615,4.08615
53,5.79515,4.44752,4.44752,4.44752,4.44752,4.44752,4.41072,4.41072,4.41072,4.41072,4.41072,4.36678,4.36678,4.36678,4.36678,4.36678,4.31752,4.31752,4.31752,4.31752,4.31752,4.26604,4.26604,4.26604,4.26604,4.26604
54,6.01186,4.63256,4.63256,4.63256,4.63256,4.63256,4.59588,4.59588,4.59588,4.59588,4.59588,4.55215,4.55215,4.55215,4.55215,4.55215,4.50317,4.50317,4.50317,4.50317,4.50317,4.4521,4.4521,4.4521,4.4521,4.4521
55,6.23493,4.82348,4.82348,4.82348,4.82348,4.82348,4.78691,4.78691,4.78691,4.78691,4.78691,4.74334,4.74334,4.74334,4.74334,4.74334,4.69454,4.69454,4.69454,4.69454,4.69454,4.64378,4.64378,4.64378,4.64378,4.64378
56,6.46452,5.02057,5.02057,5.02057,5.02057,5.02057,4.98417,4.98417,4.98417,4.98417,4.98417,4.94079,4.94079,4.94079,4.94079,4.94079,4.89212,4.89212,4.89212,4.89212,4.89212,4.84142,4.84142,4.84142,4.84142,4.84142
57,6.70085,5.22406,5.22406,5.22406,5.22406,5.22406,5.18785,5.18785,5.18785,5.18785,5.18785,5.14473,5.14473,5.14473,5.14473,5.14473,5.09638,5.09638,5.09638,5.09638,5.09638,5.04594,5.04594,5.04594,5.04594,5.04594
58,6.94411,5.43403,5.43403,5.43403,5.43403,5.43403,5.39797,5.39797,5.39797,5.39797,5.39797,5.35513,5.35513,5.35513,5.35513,5.35513,5.30722,5.30722,5.30722,5.30722,5.30722,5.25726,5.25726,5.25726,5.25726,5.25726
59,7.19449,5.65072,5.65072,5.65072,5.65072,5.65072,5.61485,5.61485,5.61485,5.61485,5.61485,5.57223,5.57223,5.57223,5.57223,5.57223,5.52466,5.52466,5.52466,5.52466,5.52466,5.47513,5.47513,5.47513,5.47513,5.47513
60,7.45221,5.87439,5.87439,5.87439,5.87439,5.87439,5.83873,5.83873,5.83873,5.83873,5.83873,5.79631,5.79631,5.79631,5.79631,5.79631,5.74898,5.74898,5.74898,5.74898,5.74898,5.69967,5.69967,5.69967,5.69967,5.69967
61,7.71748,6.10519,6.10519,6.10519,6.10519,6.10519,6.06973,6.06973,6.06973,6.06973,6.06973,6.0275,6.0275,6.0275,6.0275,6.0275,5.98031,5.98031,5.98031,5.98031,5.98031,5.93123,5.93123,5.93123,5.93123,5.93123
62,7.99052,6.34321,6.34321,6.34321,6.34321,6.34321,6.30789,6.30789,6.30789,6.30789,6.30789,6.26586,6.26586,6.26586,6.26586,6.26586,6.21889,6.21889,6.21889,6.21889,6.21889,6.17017,6.17017,6.17017,6.17017,6.17017
63,8.27157,6.58874,6.58874,6.58874,6.58874,6.58874,6.55356,6.55356,6.55356,6.55356,6.55356,6.51172,6.51172,6.51172,6.51172,6.51172,6.46502,6.46502,6.46502,6.46502,6.46502,6.4167,6.4167,6.4167,6.4167,6.4167
64,8.56085,6.84201,6.84201,6.84201,6.84201,6.84201,6.80701,6.80701,6.80701,6.80701,6.80701,6.76542,6.76542,6.76542,6.76542,6.76542,6.71896,6.71896,6.71896,6.71896,6.71896,6.6709,6.6709,6.6709,6.6709,6.6709
65,8.85861,7.10326,7.10326,7.10326,7.10326,7.10326,7.06847,7.06847,7.06847,7.06847,7.06847,7.02715,7.02715,7.02715,7.02715,7.02715,6.98097,6.98097,6.98097,6.98097,6.98097,6.93304,6.93304,6.93304,6.93304,6.93304
66,9.16509,7.37269,7.37269,7.37269,7.37269,7.37269,7.3381,7.3381,7.3381,7.3381,7.3381,7.29706,7.29706,7.29706,7.29706,7.29706,7.25121,7.25121,7.25121,7.25121,7.25121,7.2035,7.2035,7.2035,7.2035,7.2035
67,9.48056,7.65044,7.65044,7.65044,7.65044,7.65044,7.61602,7.61602,7.61602,7.61602,7.61602,7.57523,7.57523,7.57523,7.57523,7.57523,7.52974,7.52974,7.52974,7.52974,7.52974,7.4825,7.4825,7.4825,7.4825,7.4825
68,9.80527,7.93672,7.93672,7.93672,7.93672,7.93672,7.90249,7.90249,7.90249,7.90249,7.90249,7.86189,7.86189,7.86189,7.86189,7.86189,7.81669,7.81669,7.81669,7.81669,7.81669,7.7699,7.7699,7.7699,7.7699,7.7699
69,10.1395,8.23185,8.23185,8.23185,8.23185,8.23185,8.19782,8.19782,8.19782,8.19782,8.19782,8.15743,8.15743,8.15743,8.15743,8.15743,8.11242,8.11242,8.11242,8.11242,8.11242,8.06587,8.06587,8.06587,8.06587,8.06587
70,10.4835,8.53622,8.53622,8.53622,8.53622,8.53622,8.50237,8.50237,8.50237,8.50237,8.50237,8.46225,8.46225,8.46225,8.46225,8.46225,8.41751,8.41751,8.41751,8.41751,8.41751,8.3712,8.3712,8.3712,8.3712,8.3712
71,10.8376,8.85,8.85,8.85,8.85,8.85,8.81635,8.81635,8.81635,8.81635,8.81635,8.77649,8.77649,8.77649,8.77649,8.77649,8.73207,8.73207,8.73207,8.73207,8.73207,8.68611,8.68611,8.68611,8.68611,8.68611
72,11.2021,9.17347,9.17347,9.17347,9.17347,9.17347,9.14006,9.14006,9.14006,9.14006,9.14006,9.10046,9.10046,9.10046,9.10046,9.10046,9.0563,9.0563,9.0563,9.0563,9.0563,9.01056,9.01056,9.01056,9.01056,9.01056
73,11.5773,9.50689,9.50689,9.50689,9.50689,9.50689,9.47369,9.47369,9.47369,9.47369,9.47369,9.43438,9.43438,9.43438,9.43438,9.43438,9.39053,9.39053,9.39053,9.39053,9.39053,9.34511,9.34511,9.34511,9.34511,9.34511
74,11.9634,9.85046,9.85046,9.85046,9.85046,9.85046,9.81753,9.81753,9.81753,9.81753,9.81753,9.77848,9.77848,9.77848,9.77848,9.77848,9.73492,9.73492,9.73492,9.73492,9.73492,9.68982,9.68982,9.68982,9.68982,9.68982
75,12.3609,10.2044,10.2044,10.2044,10.2044,10.2044,10.1718,10.1718,10.1718,10.1718,10.1718,10.1331,10.1331,10.1331,10.1331,10.1331,10.0898,10.0898,10.0898,10.0898,10.0898,10.0449,10.0449,10.0449,10.0449,10.0449
76,12.77,10.5692,10.5692,10.5692,10.5692,10.5692,10.5368,10.5368,10.5368,10.5368,10.5368,10.4983,10.4983,10.4983,10.4983,10.4983,10.4554,10.4554,10.4554,10.4554,10.4554,10.4108,10.4108,10.4108,10.4108,10.4108
77,13.1911,10.9452,10.9452,10.9452,10.9452,10.9452,10.9128,10.9128,10.9128,10.9128,10.9128,10.8746,10.8746,10.8746,10.8746,10.8746,10.832,10.832,10.832,10.832,10.832,10.7878,10.7878,10.7878,10.7878,10.7878
78,13.6246,11.3326,11.3326,11.3326,11.3326,11.3326,11.3004,11.3004,11.3004,11.3004,11.3004,11.2622,11.2622,11.2622,11.2622,11.2622,11.2197,11.2197,11.2197,11.2197,11.2197,11.1758,11.1758,11.1758,11.1758,11.1758
79,14.0707,11.7317,11.7317,11.7317,11.7317,11.7317,11.6997,11.6997,11.6997,11.6997,11.6997,11.6616,11.6616,11.6616,11.6616,11.6616,11.6191,11.6191,11.6191,11.6191,11.6191,11.5752,11.5752,11.5752,11.5752,11.5752
80,14.5299,12.1431,12.1431,12.1431,12.1431,12.1431,12.1111,12.1111,12.1111,12.1111,12.1111,12.0732,12.0732,12.0732,12.0732,12.0732,12.0309,12.0309,12.0309,12.0309,12.0309,11.9871,11.9871,11.9871,11.9871,11.9871
81,15.0026,12.5669,12.5669,12.5669,12.5669,12.5669,12.5351,12.5351,12.5351,12.5351,12.5351,12.4973,12.4973,12.4973,12.4973,12.4973,12.4553,12.4553,12.4553,12.4553,12.4553,12.412,12.412,12.412,12.412,12.412
82,15.4891,13.0036,13.0036,13.0036,13.0036,13.0036,12.9719,12.9719,12.9719,12.9719,12.9719,12.9344,12.9344,12.9344,12.9344,12.9344,12.8927,12.8927,12.8927,12.8927,12.8927,12.8497,12.8497,12.8497,12.8497,12.8497
83,15.9899,13.4534,13.4534,13.4534,13.4534,13.4534,13.422,13.422,13.422,13.422,13.422,13.3847,13.3847,13.3847,13.3847,13.3847,13.3433,13.3433,13.3433,13.3433,13.3433,13.3006,13.3006,13.3006,13.3006,13.3006
84,16.5054,13.917,13.917,13.917,13.917,13.917,13.8857,13.8857,13.8857,13.8857,13.8857,13.8487,13.8487,13.8487,13.8487,13.8487,13.8075,13.8075,13.8075,13.8075,13.8075,13.765,13.765,13.765,13.765,13.765
85,17.036,14.3946,14.3946,14.3946,14.3946,14.3946,14.3635,14.3635,14.3635,14.3635,14.3635,14.3266,14.3266,14.3266,14.3266,14.3266,14.2856,14.2856,14.2856,14.2856,14.2856,14.2434,14.2434,14.2434,14.2434,14.2434
86,17.5821,14.8866,14.8866,14.8866,14.8866,14.8866,14.8556,14.8556,14.8556,14.8556,14.8556,14.8189,14.8189,14.8189,14.8189,14.8189,14.7781,14.7781,14.7781,14.7781,14.7781,14.7361,14.7361,14.7361,14.7361,14.7361
87,18.1442,15.3935,15.3935,15.3935,15.3935,15.3935,15.3626,15.3626,15.3626,15.3626,15.3626,15.3261,15.3261,15.3261,15.3261,15.3261,15.2855,15.2855,15.2855,15.2855,15.2855,15.2437,15.2437,15.2437,15.2437,15.2437
88,18.7228,15.9155,15.9155,15.9155,15.9155,15.9155,15.8848,15.8848,15.8848,15.8848,15.8848,15.8485,15.8485,15.8485,15.8485,15.8485,15.808,15.808,15.808,15.808,15.808,15.7664,15.7664,15.7664,15.7664,15.7664
89,19.3184,16.453,16.453,16.453,16.453,16.453,16.4226,16.4226,16.4226,16.4226,16.4226,16.3865,16.3865,16.3865,16.3865,16.3865,16.3463,16.3463,16.3463,16.3463,16.3463,16.3047,16.3047,16.3047,16.3047,16.3047
90,19.9314,17.0067,17.0067,17.0067,17.0067,17.0067,16.9764,16.9764,16.9764,16.9764,16.9764,16.9405,16.9405,16.9405,16.9405,16.9405,16.9005,16.9005,16.9005,16.9005,16.9005,16.8591,16.8591,16.8591,16.8591,16.8591
91,20.5623,17.577,17.577,17.577,17.577,17.577,17.5469,17.5469,17.5469,17.5469,17.5469,17.5111,17.5111,17.5111,17.5111,17.5111,17.4712,17.4712,17.4712,17.4712,17.4712,17.43,17.43,17.43,17.43,17.43
92,21.2118,18.1646,18.1646,18.1646,18.1646,18.1646,18.1345,18.1345,18.1345,18.1345,18.1345,18.0989,18.0989,18.0989,18.0989,18.0989,18.0591,18.0591,18.0591,18.0591,18.0591,18.018,18.018,18.018,18.018,18.018
93,21.8803,18.7696,18.7696,18.7696,18.7696,18.7696,18.7397,18.7397,18.7397,18.7397,18.7397,18.7042,18.7042,18.7042,18.7042,18.7042,18.6645,18.6645,18.6645,18.6645,18.6645,18.6236,18.6236,18.6236,18.6236,18.6236
94,22.5684,19.3925,19.3925,19.3925,19.3925,19.3925,19.3627,19.3627,19.3627,19.3627,19.3627,19.3275,19.3275,19.3275,19.3275,19.3275,19.2881,19.2881,19.2881,19.2881,19.2881,19.2475,19.2475,19.2475,19.2475,19.2475
95,23.2766,20.034,20.034,20.034,20.034,20.034,20.0044,20.0044,20.0044,20.0044,20.0044,19.9693,19.9693,19.9693,19.9693,19.9693,19.9303,19.9303,19.9303,19.9303,19.9303,19.8901,19.8901,19.8901,19.8901,19.8901
96,24.0056,20.6946,20.6946,20.6946,20.6946,20.6946,20.6651,20.6651,20.6651,20.6651,20.6651,20.6301,20.6301,20.6301,20.6301,20.6301,20.5913,20.5913,20.5913,20.5913,20.5913,20.5514,20.5514,20.5514,20.5514,20.5514
97,24.756,21.3751,21.3751,21.3751,21.3751,21.3751,21.3456,21.3456,21.3456,21.3456,21.3456,21.3107,21.3107,21.3107,21.3107,21.3107,21.2719,21.2719,21.2719,21.2719,21.2719,21.232,21.232,21.232,21.232,21.232
98,25.5283,22.076,22.076,22.076,22.076,22.076,22.0466,22.0466,22.0466,22.0466,22.0466,22.0118,22.0118,22.0118,22.0118,22.0118,21.9731,21.9731,21.9731,21.9731,21.9731,21.9332,21.9332,21.9332,21.9332,21.9332
99,26.3233,22.7978,22.7978,22.7978,22.7978,22.7978,22.7685,22.7685,22.7685,22.7685,22.7685,22.7339,22.7339,22.7339,22.7339,22.7339,22.6953,22.6953,22.6953,22.6953,22.6953,22.6556,22.6556,22.6556,22.6556,22.6556
100,27.1416,23.541,23.541,23.541,23.541,23.541,23.5118,23.5118,23.5118,23.5118,23.5118,23.4773,23.4773,23.4773,23.4773,23.4773,23.439,23.439,23.439,23.439,23.439,23.3995,23.3995,23.3995,23.3995,23.3995
101,27.9838,24.3064,24.3064,24.3064,24.3064,24.3064,24.2773,24.2773,24.2773,24.2773,24.2773,24.2429,24.2429,24.2429,24.2429,24.2429,24.2046,24.2046,24.2046,24.2046,24.2046,24.1653,24.1653,24.1653,24.1653,24.1653
102,28.8508,25.0946,25.0946,25.0946,25.0946,25.0946,25.0655,25.0655,25.0655,25.0655,25.0655,25.0312,25.0312,25.0312,25.0312,25.0312,24.9931,24.9931,24.9931,24.9931,24.9931,24.9538,24.9538,24.9538,24.9538,24.9538
103,29.7431,25.9063,25.9063,25.9063,25.9063,25.9063,25.8773,25.8773,25.8773,25.8773,25.8773,25.843,25.843,25.843,25.843,25.843,25.805,25.805,25.805,25.805,25.805,25.7657,25.7657,25.7657,25.7657,25.7657
