gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-55.7849,-50.1286,-46.0902,-43.1101,-40.5239,-38.093,-35.7027,-55.7849,-50.1286,-46.0902,-43.1101,-40.5239,-38.093,-35.7027,-55.785,-50.1287,-46.0902,-43.1071,-40.5117,-38.0712,-35.6711,-55.7849,-50.1286,-46.0901,-43.104,-40.4994,-38.0494,-35.6394,-55.7849,-50.1286,-46.0902,-43.1012,-40.4873,-38.0277,-35.608,-55.7849,-50.1286,-46.0902,-43.0982,-40.4752,-38.006,-35.5766,-55.7849,-50.1286,-46.0902,-43.0953,-40.4631,-37.9845,-35.5452
1,0.0185364,-53.3069,-48.735,-45.3096,-42.5873,-40.1201,-37.7583,-35.4215,-53.3069,-48.735,-45.3096,-42.5873,-40.1201,-37.7583,-35.4215,-53.3069,-48.7351,-45.3097,-42.581,-40.1054,-37.7343,-35.3882,-53.3068,-48.735,-45.3096,-42.5747,-40.0907,-37.7103,-35.3548,-53.3069,-48.7351,-45.3097,-42.5686,-40.0763,-37.6865,-35.3216,-53.3069,-48.735,-45.3096,-42.5624,-40.0617,-37.6627,-35.2884,-53.3069,-48.735,-45.3096,-42.5562,-40.0473,-37.639,-35.2554
2,0.0372875,-51.3998,-47.612,-44.6513,-42.0846,-39.7238,-37.4272,-35.142,-51.3998,-47.612,-44.6513,-42.0846,-39.7238,-37.4271,-35.142,-51.3999,-47.612,-44.6505,-42.0758,-39.7067,-37.4011,-35.1069,-51.3998,-47.612,-44.6495,-42.067,-39.6896,-37.375,-35.0718,-51.3999,-47.612,-44.6487,-42.0583,-39.6727,-37.3491,-35.0369,-51.3998,-47.612,-44.6478,-42.0496,-39.6557,-37.3231,-35.002,-51.3998,-47.612,-44.647,-42.041,-39.6389,-37.2975,-34.9672
3,0.0562558,-49.9024,-46.6946,-44.0161,-41.6112,-39.3349,-37.1018,-34.864,-49.9024,-46.6946,-44.0161,-41.6112,-39.3348,-37.1017,-34.864,-49.9025,-46.6946,-44.0115,-41.5998,-39.3154,-37.0738,-34.8272,-49.9024,-46.6945,-44.0068,-41.5883,-39.2959,-37.0459,-34.7904,-49.9025,-46.6946,-44.0023,-41.577,-39.2766,-37.0182,-34.7539,-49.9024,-46.6945,-43.9978,-41.5657,-39.2573,-36.9905,-34.7173,-49.9024,-46.6945,-43.9933,-41.5545,-39.238,-36.9629,-34.6808
4,0.0754439,-48.7063,-45.9287,-43.4398,-41.1506,-38.9534,-36.7805,-34.5881,-48.7063,-45.9287,-43.4398,-41.1506,-38.9534,-36.7805,-34.5881,-48.7063,-45.9276,-43.4321,-41.1364,-38.9316,-36.7507,-34.5498,-48.7062,-45.9263,-43.4243,-41.1222,-38.9098,-36.7208,-34.5114,-48.7063,-45.9253,-43.4167,-41.1081,-38.8883,-36.6911,-34.4733,-48.7063,-45.9241,-43.409,-41.0941,-38.8667,-36.6615,-34.4352,-48.7063,-45.9229,-43.4014,-41.0801,-38.8452,-36.6319,-34.3974
5,0.0948544,-47.7365,-45.1886,-42.8797,-40.7033,-38.5812,-36.4626,-34.3151,-47.7365,-45.1886,-42.8797,-40.7032,-38.5812,-36.4626,-34.315,-47.7366,-45.1833,-42.8691,-40.6864,-38.5573,-36.4308,-34.2751,-47.7365,-45.178,-42.8583,-40.6694,-38.5334,-36.3991,-34.2352,-47.7366,-45.1729,-42.8478,-40.6527,-38.5097,-36.3675,-34.1955,-47.7365,-45.1678,-42.8372,-40.6359,-38.486,-36.3359,-34.1557,-47.7365,-45.1627,-42.8267,-40.6192,-38.4623,-36.3045,-34.1166
6,0.11449,-46.875,-44.5335,-42.3487,-40.2669,-38.2154,-36.1479,-34.0436,-46.875,-44.5335,-42.3487,-40.2669,-38.2154,-36.1479,-34.0435,-46.8711,-44.525,-42.3357,-40.2478,-38.1892,-36.1143,-34.002,-46.8672,-44.5164,-42.3228,-40.2286,-38.1631,-36.0806,-33.9605,-46.8634,-44.508,-42.31,-40.2096,-38.1371,-36.0472,-33.9192,-46.8596,-44.4996,-42.2972,-40.1907,-38.1111,-36.0137,-33.878,-46.8559,-44.4912,-42.2845,-40.1718,-38.0853,-35.9804,-33.8376
7,0.134352,-46.0702,-43.8967,-41.8466,-39.8459,-37.8547,-35.8364,-33.7735,-46.0702,-43.8967,-41.8466,-39.8458,-37.8547,-35.8364,-33.7735,-46.0619,-43.8851,-41.8307,-39.8243,-37.8263,-35.801,-33.7304,-46.0536,-43.8734,-41.8147,-39.8026,-37.798,-35.7657,-33.6874,-46.0454,-43.8619,-41.7989,-39.7812,-37.7699,-35.7305,-33.6446,-46.0372,-43.8504,-41.7831,-39.7598,-37.7417,-35.6954,-33.6019,-46.0291,-43.8389,-41.7674,-39.7385,-37.7137,-35.6603,-33.5602
8,0.154445,-45.3238,-43.3023,-41.3578,-39.4335,-37.499,-35.5294,-33.505,-45.3238,-43.3022,-41.3578,-39.4335,-37.499,-35.5294,-33.505,-45.3131,-43.2885,-41.3391,-39.4095,-37.4686,-35.4922,-33.4604,-45.3023,-43.2747,-41.3204,-39.3854,-37.4382,-35.455,-33.4158,-45.2918,-43.2612,-41.302,-39.3616,-37.408,-35.418,-33.3714,-45.2812,-43.2476,-41.2834,-39.3377,-37.3777,-35.381,-33.3277,-45.2707,-43.2341,-41.265,-39.314,-37.3476,-35.3442,-33.2846
9,0.174771,-44.6412,-42.7441,-40.8818,-39.0292,-37.1484,-35.2248,-33.2391,-44.6412,-42.7441,-40.8818,-39.0292,-37.1484,-35.2248,-33.2391,-44.6274,-42.7272,-40.8605,-39.0028,-37.1159,-35.1858,-33.1932,-44.6136,-42.7103,-40.8392,-38.9763,-37.0835,-35.1468,-33.1473,-44.6,-42.6935,-40.8181,-38.9501,-37.0513,-35.108,-33.1016,-44.5863,-42.6768,-40.797,-38.9238,-37.019,-35.0693,-33.0567,-44.5728,-42.6602,-40.776,-38.8977,-36.9869,-35.0307,-33.0121
10,0.195332,-43.9868,-42.2048,-40.4227,-38.6322,-36.8033,-34.9227,-32.975,-43.9868,-42.2048,-40.4226,-38.6321,-36.8033,-34.9226,-32.975,-43.9701,-42.1851,-40.3992,-38.6034,-36.7691,-34.8819,-32.9276,-43.9533,-42.1653,-40.3757,-38.5746,-36.7349,-34.8412,-32.8803,-43.9367,-42.1458,-40.3525,-38.546,-36.7009,-34.8006,-32.8332,-43.9201,-42.1262,-40.3292,-38.5174,-36.6668,-34.7601,-32.7869,-43.9037,-42.1067,-40.306,-38.4889,-36.6329,-34.7201,-32.7409
11,0.216131,-43.3837,-41.6818,-39.9785,-38.2422,-36.464,-34.6229,-32.7122,-43.3837,-41.6818,-39.9785,-38.2422,-36.4639,-34.6229,-32.7121,-43.3644,-41.6594,-39.9525,-38.2115,-36.4277,-34.5805,-32.6633,-43.345,-41.6369,-39.9264,-38.1807,-36.3915,-34.538,-32.6145,-43.326,-41.6147,-39.9006,-38.1502,-36.3555,-34.4958,-32.5661,-43.3068,-41.5925,-39.8748,-38.1196,-36.3195,-34.4536,-32.5185,-43.2879,-41.5704,-39.8491,-38.0892,-36.2836,-34.4122,-32.471
12,0.237172,-42.8045,-41.1834,-39.5437,-37.8615,-36.1283,-34.3257,-32.4505,-42.8045,-41.1834,-39.5437,-37.8615,-36.1282,-34.3256,-32.4505,-42.7826,-41.1588,-39.5152,-37.8286,-36.0901,-34.2816,-32.4002,-42.7606,-41.1341,-39.4868,-37.7958,-36.0519,-34.2375,-32.35,-42.7389,-41.1097,-39.4585,-37.7631,-36.0139,-34.1936,-32.3003,-42.7172,-41.0853,-39.4302,-37.7304,-35.976,-34.1499,-32.2513,-42.6956,-41.061,-39.4021,-37.6979,-35.9381,-34.1073,-32.2023
13,0.258456,-42.2482,-40.7007,-39.1181,-37.487,-35.7961,-34.0316,-32.1901,-42.2482,-40.7007,-39.118,-37.487,-35.7961,-34.0316,-32.19,-42.2234,-40.6735,-39.0872,-37.452,-35.756,-33.986,-32.1383,-42.1986,-40.6462,-39.0564,-37.4171,-35.7159,-33.9405,-32.0867,-42.1741,-40.6192,-39.0258,-37.3823,-35.6761,-33.8951,-32.036,-42.1496,-40.5922,-38.9951,-37.3476,-35.6362,-33.8503,-31.9857,-42.1252,-40.5654,-38.9646,-37.313,-35.5965,-33.8061,-31.9355
