gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-46.3553,-46.3553,-46.3554,-46.3553,-46.3554,-46.3553,-46.3553,-41.8376,-41.8376,-41.8377,-41.8376,-41.8377,-41.8376,-41.8376,-38.618,-38.618,-38.618,-38.6179,-38.618,-38.618,-38.618,-36.2566,-36.2566,-36.2567,-36.2566,-36.2567,-36.2567,-36.2567,-34.2757,-34.2756,-34.2756,-34.2755,-34.2755,-34.2754,-34.2754,-32.4404,-32.4404,-32.4403,-32.4402,-32.4403,-32.4402,-32.4401,-30.6679,-30.6678,-30.6678,-30.6677,-30.6677,-30.6676,-30.6676
1,0.0156618,-44.8325,-44.8186,-44.8047,-44.7907,-44.777,-44.7631,-44.7493,-40.9862,-40.9783,-40.9704,-40.9624,-40.9546,-40.9466,-40.9388,-38.1434,-38.1389,-38.1345,-38.1299,-38.1255,-38.121,-38.1165,-35.9575,-35.9545,-35.9515,-35.9484,-35.9455,-35.9424,-35.9394,-34.0435,-34.0411,-34.0388,-34.0363,-34.034,-34.0316,-34.0292,-32.2552,-32.2532,-32.2513,-32.2493,-32.2475,-32.2455,-32.2436,-30.5138,-30.5122,-30.5106,-30.5089,-30.5074,-30.5057,-30.5041
2,0.031477,-43.5824,-43.5595,-43.5367,-43.5139,-43.4914,-43.4688,-43.4464,-40.262,-40.2485,-40.2351,-40.2216,-40.2084,-40.195,-40.1817,-37.7277,-37.7198,-37.712,-37.7041,-37.6964,-37.6886,-37.6808,-35.6608,-35.6552,-35.6497,-35.6441,-35.6386,-35.633,-35.6275,-33.8192,-33.8147,-33.8101,-33.8055,-33.801,-33.7964,-33.7918,-32.0714,-32.0677,-32.064,-32.0602,-32.0566,-32.0528,-32.0491,-30.3603,-30.3572,-30.3541,-30.3509,-30.3479,-30.3447,-30.3416
3,0.0474469,-42.5442,-42.5157,-42.4874,-42.4591,-42.4312,-42.4032,-42.3755,-39.6413,-39.6239,-39.6067,-39.5895,-39.5725,-39.5555,-39.5386,-37.3615,-37.3511,-37.3408,-37.3305,-37.3203,-37.3101,-37.3,-35.3867,-35.3784,-35.3701,-35.3617,-35.3535,-35.3451,-35.3368,-33.5981,-33.5916,-33.585,-33.5784,-33.5719,-33.5654,-33.5588,-31.8892,-31.8838,-31.8784,-31.8729,-31.8675,-31.8621,-31.8566,-30.208,-30.2033,-30.1987,-30.194,-30.1894,-30.1847,-30.18
4,0.0635732,-41.6732,-41.6414,-41.6097,-41.5782,-41.5471,-41.5161,-41.4853,-39.1054,-39.0855,-39.0658,-39.0461,-39.0266,-39.0071,-38.9878,-37.0026,-36.988,-36.9735,-36.9589,-36.9444,-36.9298,-36.9153,-35.1157,-35.1051,-35.0945,-35.0838,-35.0733,-35.0626,-35.052,-33.3814,-33.3729,-33.3644,-33.3558,-33.3473,-33.3388,-33.3303,-31.7097,-31.7025,-31.6952,-31.6879,-31.6807,-31.6734,-31.6662,-30.0568,-30.0507,-30.0446,-30.0385,-30.0324,-30.0263,-30.0202
5,0.0798573,-40.9358,-40.9021,-40.8687,-40.8355,-40.8027,-40.7701,-40.7377,-38.6399,-38.6183,-38.597,-38.5757,-38.5547,-38.5337,-38.5129,-36.6518,-36.6354,-36.6191,-36.6026,-36.5863,-36.5699,-36.5536,-34.85,-34.8373,-34.8246,-34.8118,-34.7992,-34.7864,-34.7737,-33.1682,-33.1575,-33.1468,-33.1361,-33.1254,-33.1147,-33.1043,-31.5319,-31.5231,-31.5142,-31.5053,-31.4965,-31.4876,-31.4787,-29.906,-29.8986,-29.8911,-29.8836,-29.8761,-29.8686,-29.8612
6,0.0963008,-40.3062,-40.2718,-40.2377,-40.2038,-40.1703,-40.1371,-40.1042,-38.2331,-38.2106,-38.1883,-38.166,-38.1441,-38.1223,-38.1007,-36.3204,-36.3007,-36.281,-36.2613,-36.2416,-36.2219,-36.204,-34.5937,-34.5784,-34.5631,-34.5478,-34.5325,-34.5172,-34.5019,-32.9581,-32.9456,-32.9332,-32.9206,-32.9082,-32.8957,-32.8832,-31.3553,-31.3449,-31.3345,-31.324,-31.3136,-31.3031,-31.2927,-29.7559,-29.7471,-29.7383,-29.7294,-29.7206,-29.7118,-29.7029
7,0.112905,-39.7648,-39.7303,-39.6962,-39.6623,-39.6289,-39.5958,-39.5631,-37.8576,-37.8287,-37.7999,-37.7709,-37.7421,-37.7132,-37.6844,-36.0084,-35.9874,-35.9664,-35.9454,-35.9244,-35.9034,-35.8825,-34.3431,-34.326,-34.309,-34.2918,-34.2749,-34.2578,-34.2407,-32.7503,-32.7361,-32.7219,-32.7077,-32.6936,-32.6794,-32.6652,-31.1798,-31.1678,-31.1559,-31.1439,-31.1321,-31.1201,-31.1082,-29.6074,-29.5971,-29.5868,-29.5764,-29.5661,-29.5557,-29.5455
8,0.129672,-39.2961,-39.262,-39.2283,-39.195,-39.1621,-39.1295,-39.0973,-37.4335,-37.4016,-37.373,-37.3443,-37.3158,-37.2872,-37.2586,-35.7045,-35.6814,-35.6584,-35.6353,-35.6123,-35.5892,-35.5662,-34.0971,-34.0785,-34.0599,-34.0412,-34.0226,-34.0039,-33.9853,-32.5448,-32.5291,-32.5134,-32.4976,-32.4819,-32.4661,-32.4503,-31.0067,-30.993,-30.9794,-30.9656,-30.952,-30.9387,-30.9253,-29.4592,-29.4476,-29.436,-29.4243,-29.4127,-29.401,-29.3893
9,0.146603,-38.8878,-38.8544,-38.8216,-38.789,-38.757,-38.7252,-38.6939,-37.0625,-37.0302,-36.9979,-36.9655,-36.9332,-36.9009,-36.8686,-35.409,-35.383,-35.357,-35.3323,-35.3078,-35.2832,-35.2586,-33.8588,-33.8377,-33.817,-33.7964,-33.7759,-33.7552,-33.7347,-32.3437,-32.3259,-32.3081,-32.2903,-32.2731,-32.2557,-32.2384,-30.8351,-30.82,-30.8049,-30.7898,-30.7748,-30.7596,-30.7446,-29.3115,-29.2986,-29.2857,-29.2728,-29.2599,-29.247,-29.2341
