gridnumber,capital,VF[0 0 00],VF[0 0 01],VF[0 0 02],VF[0 0 10],VF[0 0 11],VF[0 0 12],VF[0 0 20],VF[0 0 21],VF[0 0 22],VF[0 1 00],VF[0 1 01],VF[0 1 02],VF[0 1 10],VF[0 1 11],VF[0 1 12],VF[0 1 20],VF[0 1 21],VF[0 1 22],VF[0 2 00],VF[0 2 01],VF[0 2 02],VF[0 2 10],VF[0 2 11],VF[0 2 12],VF[0 2 20],VF[0 2 21],VF[0 2 22],VF[1 0 00],VF[1 0 01],VF[1 0 02],VF[1 0 10],VF[1 0 11],VF[1 0 12],VF[1 0 20],VF[1 0 21],VF[1 0 22],VF[1 1 00],VF[1 1 01],VF[1 1 02],VF[1 1 10],VF[1 1 11],VF[1 1 12],VF[1 1 20],VF[1 1 21],VF[1 1 22],VF[1 2 00],VF[1 2 01],VF[1 2 02],VF[1 2 10],VF[1 2 11],VF[1 2 12],VF[1 2 20],VF[1 2 21],VF[1 2 22],VF[2 0 00],VF[2 0 01],VF[2 0 02],VF[2 0 10],VF[2 0 11],VF[2 0 12],VF[2 0 20],VF[2 0 21],VF[2 0 22],VF[2 1 00],VF[2 1 01],VF[2 1 02],VF[2 1 10],VF[2 1 11],VF[2 1 12],VF[2 1 20],VF[2 1 21],VF[2 1 22],VF[2 2 00],VF[2 2 01],VF[2 2 02],VF[2 2 10],VF[2 2 11],VF[2 2 12],VF[2 2 20],VF[2 2 21],VF[2 2 22]
0,0,-8.63048,-8.63048,-8.63048,-8.04696,-8.04696,-8.04696,-7.54922,-7.54922,-7.54922,-8.63048,-8.63048,-8.63048,-8.04696,-8.04696,-8.04696,-7.54922,-7.54922,-7.54922,-8.63048,-8.63048,-8.63048,-8.04696,-8.04696,-8.04696,-7.54922,-7.54922,-7.54922,-8.63048,-8.63048,-8.63048,-8.04696,-8.04696,-8.04696,-7.54922,-7.54922,-7.54922,-8.63048,-8.63048,-8.63048,-8.04696,-8.04696,-8.04696,-7.54922,-7.54922,-7.54922,-8.63048,-8.63048,-8.63048,-8.04696,-8.04696,-8.04696,-7.54922,-7.54922,-7.54922,-8.63048,-8.63048,-8.63048,-8.04696,-8.04696,-8.04696,-7.54922,-7.54922,-7.54922,-8.63048,-8.63048,-8.63048,-8.04696,-8.04696,-8.04696,-7.54922,-7.54922,-7.54922,-8.63048,-8.63048,-8.63048,-8.04696,-8.04696,-8.04696,-7.54922,-7.54922,-7.54922
1,0.0572595,-8.45687,-8.45687,-8.45687,-7.94705,-7.94705,-7.94705,-7.47346,-7.47346,-7.47346,-8.45687,-8.45687,-8.45687,-7.94705,-7.94705,-7.94705,-7.47346,-7.47346,-7.47346,-8.45687,-8.45687,-8.45687,-7.94705,-7.94705,-7.94705,-7.47346,-7.47346,-7.47346,-8.45687,-8.45687,-8.45687,-7.92382,-7.92382,-7.92382,-7.45584,-7.45584,-7.45584,-8.45687,-8.45687,-8.45687,-7.92382,-7.92382,-7.92382,-7.45584,-7.45584,-7.45584,-8.45687,-8.45687,-8.45687,-7.92382,-7.92382,-7.92382,-7.45584,-7.45584,-7.45584,-8.45687,-8.45687,-8.45687,-7.90287,-7.90287,-7.90287,-7.43822,-7.43822,-7.43822,-8.45687,-8.45687,-8.45687,-7.90287,-7.90287,-7.90287,-7.43822,-7.43822,-7.43822,-8.45687,-8.45687,-8.45687,-7.90287,-7.90287,-7.90287,-7.43822,-7.43822,-7.43822
2,0.116568,-8.30634,-8.30634,-8.30634,-7.85233,-7.85233,-7.83,-7.39706,-7.39706,-7.39706,-8.30634,-8.30634,-8.30634,-7.85233,-7.85233,-7.83,-7.39706,-7.39706,-7.39706,-8.30634,-8.30634,-8.30634,-7.85233,-7.85233,-7.83,-7.39706,-7.39706,-7.39706,-8.30634,-8.30634,-8.30634,-7.8104,-7.8104,-7.83,-7.36309,-7.36309,-7.36309,-8.30634,-8.30634,-8.30634,-7.8104,-7.8104,-7.83,-7.36309,-7.36309,-7.36309,-8.30634,-8.30634,-8.30634,-7.8104,-7.8104,-7.83,-7.36309,-7.36309,-7.36309,-8.30634,-8.30634,-8.30634,-7.76847,-7.76847,-7.83,-7.32912,-7.32912,-7.32912,-8.30634,-8.30634,-8.30634,-7.76847,-7.76847,-7.83,-7.32912,-7.32912,-7.32912,-8.30634,-8.30634,-8.30634,-7.76847,-7.76847,-7.83,-7.32912,-7.32912,-7.32912
3,0.177999,-8.16132,-8.16132,-8.16132,-7.75782,-7.75782,-7.7214,-7.32008,-7.32008,-7.32008,-8.16132,-8.16132,-8.16132,-7.75782,-7.75782,-7.7214,-7.32008,-7.32008,-7.32008,-8.16132,-8.16132,-8.16132,-7.75782,-7.75782,-7.7214,-7.32008,-7.32008,-7.32008,-8.16132,-8.16132,-8.16132,-7.69796,-7.69796,-7.7214,-7.27049,-7.27049,-7.27049,-8.16132,-8.16132,-8.16132,-7.69796,-7.69796,-7.7214,-7.27049,-7.27049,-7.27049,-8.16132,-8.16132,-8.16132,-7.69796,-7.69796,-7.7214,-7.27049,-7.27049,-7.27049,-8.16132,-8.16132,-8.16132,-7.6381,-7.6381,-7.7214,-7.22091,-7.22091,-7.22091,-8.16132,-8.16132,-8.16132,-7.6381,-7.6381,-7.7214,-7.22091,-7.22091,-7.22091,-8.16132,-8.16132,-8.16132,-7.6381,-7.6381,-7.7214,-7.22091,-7.22091,-7.22091
4,0.241629,-8.03153,-8.03153,-8.03153,-7.66581,-7.66581,-7.61466,-7.24386,-7.24386,-7.24386,-8.03153,-8.03153,-8.03153,-7.66581,-7.66581,-7.61466,-7.24386,-7.24386,-7.24386,-8.03153,-8.03153,-8.03153,-7.66581,-7.66581,-7.61466,-7.24386,-7.24386,-7.24386,-8.03153,-8.03153,-8.03153,-7.5875,-7.5875,-7.61466,-7.17803,-7.17803,-7.17803,-8.03153,-8.03153,-8.03153,-7.5875,-7.5875,-7.61466,-7.17803,-7.17803,-7.17803,-8.03153,-8.03153,-8.03153,-7.5875,-7.5875,-7.61466,-7.17803,-7.17803,-7.17803,-8.03153,-8.03153,-8.03153,-7.51127,-7.51127,-7.61466,-7.11375,-7.11375,-7.11375,-8.03153,-8.03153,-8.03153,-7.51127,-7.51127,-7.61466,-7.11375,-7.11375,-7.11375,-8.03153,-8.03153,-8.03153,-7.51127,-7.51127,-7.61466,-7.11375,-7.11375,-7.11375
5,0.307536,-7.9041,-7.9041,-7.9041,-7.57432,-7.57432,-7.51097,-7.16692,-7.16692,-7.16692,-7.9041,-7.9041,-7.9041,-7.57432,-7.57432,-7.51097,-7.16692,-7.16692,-7.16692,-7.9041,-7.9041,-7.9041,-7.57432,-7.57432,-7.51097,-7.16692,-7.16692,-7.16692,-7.9041,-7.9041,-7.9041,-7.47872,-7.47872,-7.51097,-7.08576,-7.08576,-7.08576,-7.9041,-7.9041,-7.9041,-7.47872,-7.47872,-7.51097,-7.08576,-7.08576,-7.08576,-7.9041,-7.9041,-7.9041,-7.47872,-7.47872,-7.51097,-7.08576,-7.08576,-7.08576,-7.9041,-7.9041,-7.9041,-7.38655,-7.38655,-7.51097,-7.00736,-7.00736,-7.00736,-7.9041,-7.9041,-7.9041,-7.38655,-7.38655,-7.51097,-7.00736,-7.00736,-7.00736,-7.9041,-7.9041,-7.9041,-7.38655,-7.38655,-7.51097,-7.00736,-7.00736,-7.00736
6,0.375801,-7.78118,-7.78118,-7.78118,-7.48292,-7.48292,-7.40949,-7.08932,-7.08932,-7.08932,-7.78118,-7.78118,-7.78118,-7.48292,-7.48292,-7.40949,-7.08932,-7.08932,-7.08932,-7.78118,-7.78118,-7.78118,-7.48292,-7.48292,-7.40949,-7.08932,-7.08932,-7.08932,-7.78118,-7.78118,-7.78118,-7.37101,-7.37101,-7.40949,-6.99354,-6.99354,-6.99354,-7.78118,-7.78118,-7.78118,-7.37101,-7.37101,-7.40949,-6.99354,-6.99354,-6.99354,-7.78118,-7.78118,-7.78118,-7.37101,-7.37101,-7.40949,-6.99354,-6.99354,-6.99354,-7.78118,-7.78118,-7.78118,-7.26447,-7.26447,-7.40949,-6.90169,-6.90169,-6.90169,-7.78118,-7.78118,-7.78118,-7.26447,-7.26447,-7.40949,-6.90169,-6.90169,-6.90169,-7.78118,-7.78118,-7.78118,-7.26447,-7.26447,-7.40949,-6.90169,-6.90169,-6.90169
7,0.44651,-7.66251,-7.66251,-7.66251,-7.39179,-7.39179,-7.30921,-7.01182,-7.01182,-7.01182,-7.66251,-7.66251,-7.66251,-7.39179,-7.39179,-7.30921,-7.01182,-7.01182,-7.01182,-7.66251,-7.66251,-7.66251,-7.39179,-7.39179,-7.30921,-7.01182,-7.01182,-7.01182,-7.66251,-7.66251,-7.66251,-7.26476,-7.26476,-7.30921,-6.90194,-6.90194,-6.90194,-7.66251,-7.66251,-7.66251,-7.26476,-7.26476,-7.30921,-6.90194,-6.90194,-6.90194,-7.66251,-7.66251,-7.66251,-7.26476,-7.26476,-7.30921,-6.90194,-6.90194,-6.90194,-7.66251,-7.66251,-7.66251,-7.14416,-7.14416,-7.30921,-6.7964,-6.7964,-6.7964,-7.66251,-7.66251,-7.66251,-7.14416,-7.14416,-7.30921,-6.7964,-6.7964,-6.7964,-7.66251,-7.66251,-7.66251,-7.14416,-7.14416,-7.30921,-6.7964,-6.7964,-6.7964
8,0.519749,-7.54608,-7.54608,-7.54608,-7.30204,-7.30204,-7.20992,-6.93411,-6.93411,-6.93411,-7.54608,-7.54608,-7.54608,-7.30204,-7.30204,-7.20992,-6.93411,-6.93411,-6.93411,-7.54608,-7.54608,-7.54608,-7.30204,-7.30204,-7.20992,-6.93411,-6.93411,-6.93411,-7.54608,-7.54608,-7.54608,-7.15963,-7.15963,-7.20992,-6.81013,-6.81013,-6.81013,-7.54608,-7.54608,-7.54608,-7.15963,-7.15963,-7.20992,-6.81013,-6.81013,-6.81013,-7.54608,-7.54608,-7.54608,-7.15963,-7.15963,-7.20992,-6.81013,-6.81013,-6.81013,-7.54608,-7.54608,-7.54608,-7.02527,-7.02527,-7.20992,-6.69162,-6.69162,-6.69162,-7.54608,-7.54608,-7.54608,-7.02527,-7.02527,-7.20992,-6.69162,-6.69162,-6.69162,-7.54608,-7.54608,-7.54608,-7.02527,-7.02527,-7.20992,-6.69162,-6.69162,-6.69162
9,0.595608,-7.43204,-7.43204,-7.43204,-7.21205,-7.21205,-7.11137,-6.85567,-6.85567,-6.85567,-7.43204,-7.43204,-7.43204,-7.21205,-7.21205,-7.11137,-6.85567,-6.85567,-6.85567,-7.43204,-7.43204,-7.43204,-7.21205,-7.21205,-7.11137,-6.85567,-6.85567,-6.85567,-7.43204,-7.43204,-7.43204,-7.05515,-7.05515,-7.11137,-6.71824,-6.71824,-6.71824,-7.43204,-7.43204,-7.43204,-7.05515,-7.05515,-7.11137,-6.71824,-6.71824,-6.71824,-7.43204,-7.43204,-7.43204,-7.05515,-7.05515,-7.11137,-6.71824,-6.71824,-6.71824,-7.43204,-7.43204,-7.43204,-6.90751,-6.90751,-7.11137,-6.58713,-6.58713,-6.58713,-7.43204,-7.43204,-7.43204,-6.90751,-6.90751,-7.11137,-6.58713,-6.58713,-6.58713,-7.43204,-7.43204,-7.43204,-6.90751,-6.90751,-7.11137,-6.58713,-6.58713,-6.58713
