gridnumber,capital,policy[0 0 00],policy[0 0 01],policy[0 0 02],policy[0 0 10],policy[0 0 11],policy[0 0 12],policy[0 0 20],policy[0 0 21],policy[0 0 22],policy[0 1 00],policy[0 1 01],policy[0 1 02],policy[0 1 10],policy[0 1 11],policy[0 1 12],policy[0 1 20],policy[0 1 21],policy[0 1 22],policy[0 2 00],policy[0 2 01],policy[0 2 02],policy[0 2 10],policy[0 2 11],policy[0 2 12],policy[0 2 20],policy[0 2 21],policy[0 2 22],policy[1 0 00],policy[1 0 01],policy[1 0 02],policy[1 0 10],policy[1 0 11],policy[1 0 12],policy[1 0 20],policy[1 0 21],policy[1 0 22],policy[1 1 00],policy[1 1 01],policy[1 1 02],policy[1 1 10],policy[1 1 11],policy[1 1 12],policy[1 1 20],policy[1 1 21],policy[1 1 22],policy[1 2 00],policy[1 2 01],policy[1 2 02],policy[1 2 10],policy[1 2 11],policy[1 2 12],policy[1 2 20],policy[1 2 21],policy[1 2 22],policy[2 0 00],policy[2 0 01],policy[2 0 02],policy[2 0 10],policy[2 0 11],policy[2 0 12],policy[2 0 20],policy[2 0 21],policy[2 0 22],policy[2 1 00],policy[2 1 01],policy[2 1 02],policy[2 1 10],policy[2 1 11],policy[2 1 12],policy[2 1 20],policy[2 1 21],policy[2 1 22],policy[2 2 00],policy[2 2 01],policy[2 2 02],policy[2 2 10],policy[2 2 11],policy[2 2 12],policy[2 2 20],policy[2 2 21],policy[2 2 22]
10,0.833427,0.506735,0.506735,0.506735,0.618093,0.618093,0.618093,0.759891,0.759891,0.759891,0.506735,0.506735,0.506735,0.618093,0.618093,0.618093,0.759891,0.759891,0.759891,0.506735,0.506735,0.506735,0.618093,0.618093,0.618093,0.759891,0.759891,0.759891,0.648883,0.648883,0.648883,0.762911,0.762911,0.762911,0.906767,0.906767,0.906767,0.648883,0.648883,0.648883,0.762911,0.762911,0.762911,0.906767,0.906767,0.906767,0.648883,0.648883,0.648883,0.762911,0.762911,0.762911,0.906767,0.906767,0.906767,0.793418,0.793418,0.793418,0.909178,0.909178,0.909178,1.05444,1.05444,1.05444,0.793418,0.793418,0.793418,0.909178,0.909178,0.909178,1.05444,1.05444,1.05444,0.793418,0.793418,0.793418,0.909178,0.909178,0.909178,1.05444,1.05444,1.05444
11,0.937629,0.584679,0.584679,0.584679,0.697566,0.697566,0.697566,0.840514,0.840514,0.840514,0.584679,0.584679,0.584679,0.697566,0.697566,0.697566,0.840514,0.840514,0.840514,0.584679,0.584679,0.584679,0.697566,0.697566,0.697566,0.840514,0.840514,0.840514,0.746251,0.746251,0.746251,0.861525,0.861525,0.861525,1.00642,1.00642,1.00642,0.746251,0.746251,0.746251,0.861525,0.861525,0.861525,1.00642,1.00642,1.00642,0.746251,0.746251,0.746251,0.861525,0.861525,0.861525,1.00642,1.00642,1.00642,0.910091,0.910091,0.910091,1.02693,1.02693,1.02693,1.1731,1.1731,1.1731,0.910091,0.910091,0.910091,1.02693,1.02693,1.02693,1.1731,1.1731,1.1731,0.910091,0.910091,0.910091,1.02693,1.02693,1.02693,1.1731,1.1731,1.1731
12,1.04629,0.66672,0.66672,0.66672,0.780963,0.780963,0.780963,0.925,0.925,0.925,0.66672,0.66672,0.66672,0.780963,0.780963,0.780963,0.925,0.925,0.925,0.66672,0.66672,0.66672,0.780963,0.780963,0.780963,0.925,0.925,0.925,0.848577,0.848577,0.848577,0.964921,0.964921,0.964921,1.11066,1.11066,1.11066,0.848577,0.848577,0.848577,0.964921,0.964921,0.964921,1.11066,1.11066,1.11066,0.848577,0.848577,0.848577,0.964921,0.964921,0.964921,1.11066,1.11066,1.11066,1.03249,1.03249,1.03249,1.15018,1.15018,1.15018,1.2972,1.2972,1.2972,1.03249,1.03249,1.03249,1.15018,1.15018,1.15018,1.2972,1.2972,1.2972,1.03249,1.03249,1.03249,1.15018,1.15018,1.15018,1.2972,1.2972,1.2972
13,1.15961,0.753061,0.753061,0.753061,0.868405,0.868405,0.868405,1.01335,1.01335,1.01335,0.753061,0.753061,0.753061,0.868405,0.868405,0.868405,1.01335,1.01335,1.01335,0.753061,0.753061,0.753061,0.868405,0.868405,0.868405,1.01335,1.01335,1.01335,0.955955,0.955955,0.955955,1.07316,1.07316,1.07316,1.21967,1.21967,1.21967,0.955955,0.955955,0.955955,1.07316,1.07316,1.07316,1.21967,1.21967,1.21967,0.955955,0.955955,0.955955,1.07316,1.07316,1.07316,1.21967,1.21967,1.21967,1.16064,1.16064,1.16064,1.27916,1.27916,1.27916,1.42688,1.42688,1.42688,1.16064,1.16064,1.16064,1.27916,1.27916,1.27916,1.42688,1.42688,1.42688,1.16064,1.16064,1.16064,1.27916,1.27916,1.27916,1.42688,1.42688,1.42688
14,1.27778,0.843711,0.843711,0.843711,0.960016,0.960016,0.960016,1.10572,1.10572,1.10572,0.843711,0.843711,0.843711,0.960016,0.960016,0.960016,1.10572,1.10572,1.10572,0.843711,0.843711,0.843711,0.960016,0.960016,0.960016,1.10572,1.10572,1.10572,1.06846,1.06846,1.06846,1.18639,1.18639,1.18639,1.33362,1.33362,1.33362,1.06846,1.06846,1.06846,1.18639,1.18639,1.18639,1.33362,1.33362,1.33362,1.06846,1.06846,1.06846,1.18639,1.18639,1.18639,1.33362,1.33362,1.33362,1.29485,1.29485,1.29485,1.41405,1.41405,1.41405,1.56237,1.56237,1.56237,1.29485,1.29485,1.29485,1.41405,1.41405,1.41405,1.56237,1.56237,1.56237,1.29485,1.29485,1.29485,1.41405,1.41405,1.41405,1.56237,1.56237,1.56237
15,1.40101,0.938785,0.938785,0.938785,1.05588,1.05588,1.05588,1.20229,1.20229,1.20229,0.938785,0.938785,0.938785,1.05588,1.05588,1.05588,1.20229,1.20229,1.20229,0.938785,0.938785,0.938785,1.05588,1.05588,1.05588,1.20229,1.20229,1.20229,1.18617,1.18617,1.18617,1.30483,1.30483,1.30483,1.45266,1.45266,1.45266,1.18617,1.18617,1.18617,1.30483,1.30483,1.30483,1.45266,1.45266,1.45266,1.18617,1.18617,1.18617,1.30483,1.30483,1.30483,1.45266,1.45266,1.45266,1.43528,1.43528,1.43528,1.55507,1.55507,1.55507,1.70403,1.70403,1.70403,1.43528,1.43528,1.43528,1.55507,1.55507,1.55507,1.70403,1.70403,1.70403,1.43528,1.43528,1.43528,1.55507,1.55507,1.55507,1.70403,1.70403,1.70403
16,1.52952,1.03841,1.03841,1.03841,1.15614,1.15614,1.15614,1.30321,1.30321,1.30321,1.03841,1.03841,1.03841,1.15614,1.15614,1.15614,1.30321,1.30321,1.30321,1.03841,1.03841,1.03841,1.15614,1.15614,1.15614,1.30321,1.30321,1.30321,1.30937,1.30937,1.30937,1.42864,1.42864,1.42864,1.57702,1.57702,1.57702,1.30937,1.30937,1.30937,1.42864,1.42864,1.42864,1.57702,1.57702,1.57702,1.30937,1.30937,1.30937,1.42864,1.42864,1.42864,1.57702,1.57702,1.57702,1.58219,1.58219,1.58219,1.70261,1.70261,1.70261,1.85213,1.85213,1.85213,1.58219,1.58219,1.58219,1.70261,1.70261,1.70261,1.85213,1.85213,1.85213,1.58219,1.58219,1.58219,1.70261,1.70261,1.70261,1.85213,1.85213,1.85213
17,1.66353,1.14261,1.14261,1.14261,1.26101,1.26101,1.26101,1.40862,1.40862,1.40862,1.14261,1.14261,1.14261,1.26101,1.26101,1.26101,1.40862,1.40862,1.40862,1.14261,1.14261,1.14261,1.26101,1.26101,1.26101,1.40862,1.40862,1.40862,1.43824,1.43824,1.43824,1.55804,1.55804,1.55804,1.70702,1.70702,1.70702,1.43824,1.43824,1.43824,1.55804,1.55804,1.55804,1.70702,1.70702,1.70702,1.43824,1.43824,1.43824,1.55804,1.55804,1.55804,1.70702,1.70702,1.70702,1.73596,1.73596,1.73596,1.85689,1.85689,1.85689,2.00689,2.00689,2.00689,1.73596,1.73596,1.73596,1.85689,1.85689,1.85689,2.00689,2.00689,2.00689,1.73596,1.73596,1.73596,1.85689,1.85689,1.85689,2.00689,2.00689,2.00689
18,1.80327,1.25162,1.25162,1.25162,1.37062,1.37062,1.37062,1.51872,1.51872,1.51872,1.25162,1.25162,1.25162,1.37062,1.37062,1.37062,1.51872,1.51872,1.51872,1.25162,1.25162,1.25162,1.37062,1.37062,1.37062,1.51872,1.51872,1.51872,1.57302,1.57302,1.57302,1.6934,1.6934,1.6934,1.84289,1.84289,1.84289,1.57302,1.57302,1.57302,1.6934,1.6934,1.6934,1.84289,1.84289,1.84289,1.57302,1.57302,1.57302,1.6934,1.6934,1.6934,1.84289,1.84289,1.84289,1.89674,1.89674,1.89674,2.01812,2.01812,2.01812,2.16857,2.16857,2.16857,1.89674,1.89674,1.89674,2.01812,2.01812,2.01812,2.16857,2.16857,2.16857,1.89674,1.89674,1.89674,2.01812,2.01812,2.01812,2.16857,2.16857,2.16857
19,1.94901,1.36564,1.36564,1.36564,1.48515,1.48515,1.48515,1.63378,1.63378,1.63378,1.36564,1.36564,1.36564,1.48515,1.48515,1.48515,1.63378,1.63378,1.63378,1.36564,1.36564,1.36564,1.48515,1.48515,1.48515,1.63378,1.63378,1.63378,1.71407,1.71407,1.71407,1.83493,1.83493,1.83493,1.98486,1.98486,1.98486,1.71407,1.71407,1.71407,1.83493,1.83493,1.83493,1.98486,1.98486,1.98486,1.71407,1.71407,1.71407,1.83493,1.83493,1.83493,1.98486,1.98486,1.98486,2.06479,2.06479,2.06479,2.18657,2.18657,2.18657,2.33743,2.33743,2.33743,2.06479,2.06479,2.06479,2.18657,2.18657,2.18657,2.33743,2.33743,2.33743,2.06479,2.06479,2.06479,2.18657,2.18657,2.18657,2.33743,2.33743,2.33743
20,2.10098,1.48485,1.48485,1.48485,1.60488,1.60488,1.60488,1.75403,1.75403,1.75403,1.48485,1.48485,1.48485,1.60488,1.60488,1.60488,1.75403,1.75403,1.75403,1.48485,1.48485,1.48485,1.60488,1.60488,1.60488,1.75403,1.75403,1.75403,1.86153,1.86153,1.86153,1.98281,1.98281,1.98281,2.13317,2.13317,2.13317,1.86153,1.86153,1.86153,1.98281,1.98281,1.98281,2.13317,2.13317,2.13317,1.86153,1.86153,1.86153,1.98281,1.98281,1.98281,2.13317,2.13317,2.13317,2.24033,2.24033,2.24033,2.36252,2.36252,2.36252,2.51375,2.51375,2.51375,2.24033,2.24033,2.24033,2.36252,2.36252,2.36252,2.51375,2.51375,2.51375,2.24033,2.24033,2.24033,2.36252,2.36252,2.36252,2.51375,2.51375,2.51375
21,2.25946,1.60954,1.60954,1.60954,1.73006,1.73006,1.73006,1.87966,1.87966,1.87966,1.60954,1.60954,1.60954,1.73006,1.73006,1.73006,1.87966,1.87966,1.87966,1.60954,1.60954,1.60954,1.73006,1.73006,1.73006,1.87966,1.87966,1.87966,2.01565,2.01565,2.01565,2.13731,2.13731,2.13731,2.28805,2.28805,2.28805,2.01565,2.01565,2.01565,2.13731,2.13731,2.13731,2.28805,2.28805,2.28805,2.01565,2.01565,2.01565,2.13731,2.13731,2.13731,2.28805,2.28805,2.28805,2.42371,2.42371,2.42371,2.54628,2.54628,2.54628,2.69784,2.69784,2.69784,2.42371,2.42371,2.42371,2.54628,2.54628,2.54628,2.69784,2.69784,2.69784,2.42371,2.42371,2.42371,2.54628,2.54628,2.54628,2.69784,2.69784,2.69784
22,2.42473,1.73995,1.73995,1.73995,1.86089,1.86089,1.86089,2.0109,2.0109,2.0109,1.73995,1.73995,1.73995,1.86089,1.86089,1.86089,2.0109,2.0109,2.0109,1.73995,1.73995,1.73995,1.86089,1.86089,1.86089,2.0109,2.0109,2.0109,2.17665,2.17665,2.17665,2.29867,2.29867,2.29867,2.44976,2.44976,2.44976,2.17665,2.17665,2.17665,2.29867,2.29867,2.29867,2.44976,2.44976,2.44976,2.17665,2.17665,2.17665,2.29867,2.29867,2.29867,2.44976,2.44976,2.44976,2.61533,2.61533,2.61533,2.73817,2.73817,2.73817,2.89002,2.89002,2.89002,2.61533,2.61533,2.61533,2.73817,2.73817,2.73817,2.89002,2.89002,2.89002,2.61533,2.61533,2.61533,2.73817,2.73817,2.73817,2.89002,2.89002,2.89002
23,2.59707,1.87626,1.87626,1.87626,1.99758,1.99758,1.99758,2.14797,2.14797,2.14797,1.87626,1.87626,1.87626,1.99758,1.99758,1.99758,2.14797,2.14797,2.14797,1.87626,1.87626,1.87626,1.99758,1.99758,1.99758,2.14797,2.14797,2.14797,2.3448,2.3448,2.3448,2.46718,2.46718,2.46718,2.6186,2.6186,2.6186,2.3448,2.3448,2.3448,2.46718,2.46718,2.46718,2.6186,2.6186,2.6186,2.3448,2.3448,2.3448,2.46718,2.46718,2.46718,2.6186,2.6186,2.6186,2.81541,2.81541,2.81541,2.93848,2.93848,2.93848,3.09057,3.09057,3.09057,2.81541,2.81541,2.81541,2.93848,2.93848,2.93848,3.09057,3.09057,3.09057,2.81541,2.81541,2.81541,2.93848,2.93848,2.93848,3.09057,3.09057,3.09057
24,2.77679,2.01868,2.01868,2.01868,2.14034,2.14034,2.14034,2.29109,2.29109,2.29109,2.01868,2.01868,2.01868,2.14034,2.14034,2.14034,2.29109,2.29109,2.29109,2.01868,2.01868,2.01868,2.14034,2.14034,2.14034,2.29109,2.29109,2.29109,2.52046,2.52046,2.52046,2.64316,2.64316,2.64316,2.79485,2.79485,2.79485,2.52046,2.52046,2.52046,2.64316,2.64316,2.64316,2.79485,2.79485,2.79485,2.52046,2.52046,2.52046,2.64316,2.64316,2.64316,2.79485,2.79485,2.79485,3.02427,3.02427,3.02427,3.14756,3.14756,3.14756,3.29991,3.29991,3.29991,3.02427,3.02427,3.02427,3.14756,3.14756,3.14756,3.29991,3.29991,3.29991,3.02427,3.02427,3.02427,3.14756,3.14756,3.14756,3.29991,3.29991,3.29991
25,2.96421,2.16744,2.16744,2.16744,2.28944,2.28944,2.28944,2.44052,2.44052,2.44052,2.16744,2.16744,2.16744,2.28944,2.28944,2.28944,2.44052,2.44052,2.44052,2.16744,2.16744,2.16744,2.28944,2.28944,2.28944,2.44052,2.44052,2.44052,2.70393,2.70393,2.70393,2.82687,2.82687,2.82687,2.97881,2.97881,2.97881,2.70393,2.70393,2.70393,2.82687,2.82687,2.82687,2.97881,2.97881,2.97881,2.70393,2.70393,2.70393,2.82687,2.82687,2.82687,2.97881,2.97881,2.97881,3.24236,3.24236,3.24236,3.36589,3.36589,3.36589,3.51846,3.51846,3.51846,3.24236,3.24236,3.24236,3.36589,3.36589,3.36589,3.51846,3.51846,3.51846,3.24236,3.24236,3.24236,3.36589,3.36589,3.36589,3.51846,3.51846,3.51846
26,3.15966,2.3228,2.3228,2.3228,2.44513,2.44513,2.44513,2.59651,2.59651,2.59651,2.3228,2.3228,2.3228,2.44513,2.44513,2.44513,2.59651,2.59651,2.59651,2.3228,2.3228,2.3228,2.44513,2.44513,2.44513,2.59651,2.59651,2.59651,2.89545,2.89545,2.89545,3.01861,3.01861,3.01861,3.17076,3.17076,3.17076,2.89545,2.89545,2.89545,3.01861,3.01861,3.01861,3.17076,3.17076,3.17076,2.89545,2.89545,2.89545,3.01861,3.01861,3.01861,3.17076,3.17076,3.17076,3.47009,3.47009,3.47009,3.59382,3.59382,3.59382,3.74654,3.74654,3.74654,3.47009,3.47009,3.47009,3.59382,3.59382,3.59382,3.74654,3.74654,3.74654,3.47009,3.47009,3.47009,3.59382,3.59382,3.59382,3.74654,3.74654,3.74654
27,3.36347,2.48507,2.48507,2.48507,2.60769,2.60769,2.60769,2.75935,2.75935,2.75935,2.48507,2.48507,2.48507,2.60769,2.60769,2.60769,2.75935,2.75935,2.75935,2.48507,2.48507,2.48507,2.60769,2.60769,2.60769,2.75935,2.75935,2.75935,3.09537,3.09537,3.09537,3.21877,3.21877,3.21877,3.37116,3.37116,3.37116,3.09537,3.09537,3.09537,3.21877,3.21877,3.21877,3.37116,3.37116,3.37116,3.09537,3.09537,3.09537,3.21877,3.21877,3.21877,3.37116,3.37116,3.37116,3.70782,3.70782,3.70782,3.8317,3.8317,3.8317,3.98462,3.98462,3.98462,3.70782,3.70782,3.70782,3.8317,3.8317,3.8317,3.98462,3.98462,3.98462,3.70782,3.70782,3.70782,3.8317,3.8317,3.8317,3.98462,3.98462,3.98462
28,3.57601,2.65454,2.65454,2.65454,2.77741,2.77741,2.77741,2.92931,2.92931,2.92931,2.65454,2.65454,2.65454,2.77741,2.77741,2.77741,2.92931,2.92931,2.92931,2.65454,2.65454,2.65454,2.77741,2.77741,2.77741,2.92931,2.92931,2.92931,3.30414,3.30414,3.30414,3.42775,3.42775,3.42775,3.58035,3.58035,3.58035,3.30414,3.30414,3.30414,3.42775,3.42775,3.42775,3.58035,3.58035,3.58035,3.30414,3.30414,3.30414,3.42775,3.42775,3.42775,3.58035,3.58035,3.58035,3.95596,3.95596,3.95596,4.08002,4.08002,4.08002,4.23317,4.23317,4.23317,3.95596,3.95596,3.95596,4.08002,4.08002,4.08002,4.23317,4.23317,4.23317,3.95596,3.95596,3.95596,4.08002,4.08002,4.08002,4.23317,4.23317,4.23317
29,3.79766,2.83146,2.83146,2.83146,2.95454,2.95454,2.95454,3.10665,3.10665,3.10665,2.83146,2.83146,2.83146,2.95454,2.95454,2.95454,3.10665,3.10665,3.10665,2.83146,2.83146,2.83146,2.95454,2.95454,2.95454,3.10665,3.10665,3.10665,3.5221,3.5221,3.5221,3.64588,3.64588,3.64588,3.79861,3.79861,3.79861,3.5221,3.5221,3.5221,3.64588,3.64588,3.64588,3.79861,3.79861,3.79861,3.5221,3.5221,3.5221,3.64588,3.64588,3.64588,3.79861,3.79861,3.79861,4.21497,4.21497,4.21497,4.33922,4.33922,4.33922,4.49251,4.49251,4.49251,4.21497,4.21497,4.21497,4.33922,4.33922,4.33922,4.49251,4.49251,4.49251,4.21497,4.21497,4.21497,4.33922,4.33922,4.33922,4.49251,4.49251,4.49251
