gridnumber,capital,VF[0 0 00],VF[0 0 01],VF[0 0 02],VF[0 0 10],VF[0 0 11],VF[0 0 12],VF[0 0 20],VF[0 0 21],VF[0 0 22],VF[0 1 00],VF[0 1 01],VF[0 1 02],VF[0 1 10],VF[0 1 11],VF[0 1 12],VF[0 1 20],VF[0 1 21],VF[0 1 22],VF[0 2 00],VF[0 2 01],VF[0 2 02],VF[0 2 10],VF[0 2 11],VF[0 2 12],VF[0 2 20],VF[0 2 21],VF[0 2 22],VF[1 0 00],VF[1 0 01],VF[1 0 02],VF[1 0 10],VF[1 0 11],VF[1 0 12],VF[1 0 20],VF[1 0 21],VF[1 0 22],VF[1 1 00],VF[1 1 01],VF[1 1 02],VF[1 1 10],VF[1 1 11],VF[1 1 12],VF[1 1 20],VF[1 1 21],VF[1 1 22],VF[1 2 00],VF[1 2 01],VF[1 2 02],VF[1 2 10],VF[1 2 11],VF[1 2 12],VF[1 2 20],VF[1 2 21],VF[1 2 22],VF[2 0 00],VF[2 0 01],VF[2 0 02],VF[2 0 10],VF[2 0 11],VF[2 0 12],VF[2 0 20],VF[2 0 21],VF[2 0 22],VF[2 1 00],VF[2 1 01],VF[2 1 02],VF[2 1 10],VF[2 1 11],VF[2 1 12],VF[2 1 20],VF[2 1 21],VF[2 1 22],VF[2 2 00],VF[2 2 01],VF[2 2 02],VF[2 2 10],VF[2 2 11],VF[2 2 12],VF[2 2 20],VF[2 2 21],VF[2 2 22]
10,0.833427,-7.13514,-7.13514,-7.13514,-6.80672,-6.80672,-6.80672,-6.46616,-6.46616,-6.46616,-7.13514,-7.13514,-7.13514,-6.80672,-6.80672,-6.80672,-6.46616,-6.46616,-6.46616,-7.13514,-7.13514,-7.13514,-6.80672,-6.80672,-6.80672,-6.46616,-6.46616,-6.46616,-6.90156,-6.90156,-6.90156,-6.59731,-6.59731,-6.59731,-6.27827,-6.27827,-6.27827,-6.90156,-6.90156,-6.90156,-6.59731,-6.59731,-6.59731,-6.27827,-6.27827,-6.27827,-6.90156,-6.90156,-6.90156,-6.59731,-6.59731,-6.59731,-6.27827,-6.27827,-6.27827,-6.68631,-6.68631,-6.68631,-6.40143,-6.40143,-6.40143,-6.10087,-6.10087,-6.10087,-6.68631,-6.68631,-6.68631,-6.40143,-6.40143,-6.40143,-6.10087,-6.10087,-6.10087,-6.68631,-6.68631,-6.68631,-6.40143,-6.40143,-6.40143,-6.10087,-6.10087,-6.10087
11,0.937629,-7.00456,-7.00456,-7.00456,-6.68983,-6.68983,-6.68983,-6.36099,-6.36099,-6.36099,-7.00456,-7.00456,-7.00456,-6.68983,-6.68983,-6.68983,-6.36099,-6.36099,-6.36099,-7.00456,-7.00456,-7.00456,-6.68983,-6.68983,-6.68983,-6.36099,-6.36099,-6.36099,-6.75424,-6.75424,-6.75424,-6.46368,-6.46368,-6.46368,-6.1577,-6.1577,-6.1577,-6.75424,-6.75424,-6.75424,-6.46368,-6.46368,-6.46368,-6.1577,-6.1577,-6.1577,-6.75424,-6.75424,-6.75424,-6.46368,-6.46368,-6.46368,-6.1577,-6.1577,-6.1577,-6.52401,-6.52401,-6.52401,-6.25315,-6.25315,-6.25315,-5.96638,-5.96638,-5.96638,-6.52401,-6.52401,-6.52401,-6.25315,-6.25315,-6.25315,-5.96638,-5.96638,-5.96638,-6.52401,-6.52401,-6.52401,-6.25315,-6.25315,-6.25315,-5.96638,-5.96638,-5.96638
12,1.04629,-6.87438,-6.87438,-6.87438,-6.57249,-6.57249,-6.57249,-6.2555,-6.2555,-6.2555,-6.87438,-6.87438,-6.87438,-6.57249,-6.57249,-6.57249,-6.2555,-6.2555,-6.2555,-6.87438,-6.87438,-6.87438,-6.57249,-6.57249,-6.57249,-6.2555,-6.2555,-6.2555,-6.608,-6.608,-6.608,-6.33031,-6.33031,-6.33031,-6.03683,-6.03683,-6.03683,-6.608,-6.608,-6.608,-6.33031,-6.33031,-6.33031,-6.03683,-6.03683,-6.03683,-6.608,-6.608,-6.608,-6.33031,-6.33031,-6.33031,-6.03683,-6.03683,-6.03683,-6.36336,-6.36336,-6.36336,-6.10576,-6.10576,-6.10576,-5.83221,-5.83221,-5.83221,-6.36336,-6.36336,-6.36336,-6.10576,-6.10576,-6.10576,-5.83221,-5.83221,-5.83221,-6.36336,-6.36336,-6.36336,-6.10576,-6.10576,-6.10576,-5.83221,-5.83221,-5.83221
13,1.15961,-6.74443,-6.74443,-6.74443,-6.45469,-6.45469,-6.45469,-6.14944,-6.14944,-6.14944,-6.74443,-6.74443,-6.74443,-6.45469,-6.45469,-6.45469,-6.14944,-6.14944,-6.14944,-6.74443,-6.74443,-6.74443,-6.45469,-6.45469,-6.45469,-6.14944,-6.14944,-6.14944,-6.46264,-6.46264,-6.46264,-6.19717,-6.19717,-6.19717,-5.91568,-5.91568,-5.91568,-6.46264,-6.46264,-6.46264,-6.19717,-6.19717,-6.19717,-5.91568,-5.91568,-5.91568,-6.46264,-6.46264,-6.46264,-6.19717,-6.19717,-6.19717,-5.91568,-5.91568,-5.91568,-6.20428,-6.20428,-6.20428,-5.95935,-5.95935,-5.95935,-5.69839,-5.69839,-5.69839,-6.20428,-6.20428,-6.20428,-5.95935,-5.95935,-5.95935,-5.69839,-5.69839,-5.69839,-6.20428,-6.20428,-6.20428,-5.95935,-5.95935,-5.95935,-5.69839,-5.69839,-5.69839
14,1.27778,-6.61464,-6.61464,-6.61464,-6.33641,-6.33641,-6.33641,-6.04245,-6.04245,-6.04245,-6.61464,-6.61464,-6.61464,-6.33641,-6.33641,-6.33641,-6.04245,-6.04245,-6.04245,-6.61464,-6.61464,-6.61464,-6.33641,-6.33641,-6.33641,-6.04245,-6.04245,-6.04245,-6.31808,-6.31808,-6.31808,-6.06426,-6.06426,-6.06426,-5.7943,-5.7943,-5.7943,-6.31808,-6.31808,-6.31808,-6.06426,-6.06426,-6.06426,-5.7943,-5.7943,-5.7943,-6.31808,-6.31808,-6.31808,-6.06426,-6.06426,-6.06426,-5.7943,-5.7943,-5.7943,-6.04753,-6.04753,-6.04753,-5.81428,-5.81428,-5.81428,-5.565,-5.565,-5.565,-6.04753,-6.04753,-6.04753,-5.81428,-5.81428,-5.81428,-5.565,-5.565,-5.565,-6.04753,-6.04753,-6.04753,-5.81428,-5.81428,-5.81428,-5.565,-5.565,-5.565
15,1.40101,-6.48491,-6.48491,-6.48491,-6.21767,-6.21767,-6.21767,-5.93461,-5.93461,-5.93461,-6.48491,-6.48491,-6.48491,-6.21767,-6.21767,-6.21767,-5.93461,-5.93461,-5.93461,-6.48491,-6.48491,-6.48491,-6.21767,-6.21767,-6.21767,-5.93461,-5.93461,-5.93461,-6.17428,-6.17428,-6.17428,-5.93162,-5.93162,-5.93162,-5.67274,-5.67274,-5.67274,-6.17428,-6.17428,-6.17428,-5.93162,-5.93162,-5.93162,-5.67274,-5.67274,-5.67274,-6.17428,-6.17428,-6.17428,-5.93162,-5.93162,-5.93162,-5.67274,-5.67274,-5.67274,-5.89215,-5.89215,-5.89215,-5.67015,-5.67015,-5.67015,-5.43208,-5.43208,-5.43208,-5.89215,-5.89215,-5.89215,-5.67015,-5.67015,-5.67015,-5.43208,-5.43208,-5.43208,-5.89215,-5.89215,-5.89215,-5.67015,-5.67015,-5.67015,-5.43208,-5.43208,-5.43208
16,1.52952,-6.35568,-6.35568,-6.35568,-6.09869,-6.09869,-6.09869,-5.82596,-5.82596,-5.82596,-6.35568,-6.35568,-6.35568,-6.09869,-6.09869,-6.09869,-5.82596,-5.82596,-5.82596,-6.35568,-6.35568,-6.35568,-6.09869,-6.09869,-6.09869,-5.82596,-5.82596,-5.82596,-6.03127,-6.03127,-6.03127,-5.79925,-5.79925,-5.79925,-5.55108,-5.55108,-5.55108,-6.03127,-6.03127,-6.03127,-5.79925,-5.79925,-5.79925,-5.55108,-5.55108,-5.55108,-6.03127,-6.03127,-6.03127,-5.79925,-5.79925,-5.79925,-5.55108,-5.55108,-5.55108,-5.73821,-5.73821,-5.73821,-5.52694,-5.52694,-5.52694,-5.29964,-5.29964,-5.29964,-5.73821,-5.73821,-5.73821,-5.52694,-5.52694,-5.52694,-5.29964,-5.29964,-5.29964,-5.73821,-5.73821,-5.73821,-5.52694,-5.52694,-5.52694,-5.29964,-5.29964,-5.29964
17,1.66353,-6.22649,-6.22649,-6.22649,-5.97981,-5.97981,-5.97981,-5.71657,-5.71657,-5.71657,-6.22649,-6.22649,-6.22649,-5.97981,-5.97981,-5.97981,-5.71657,-5.71657,-5.71657,-6.22649,-6.22649,-6.22649,-5.97981,-5.97981,-5.97981,-5.71657,-5.71657,-5.71657,-5.88899,-5.88899,-5.88899,-5.66723,-5.66723,-5.66723,-5.42937,-5.42937,-5.42937,-5.88899,-5.88899,-5.88899,-5.66723,-5.66723,-5.66723,-5.42937,-5.42937,-5.42937,-5.88899,-5.88899,-5.88899,-5.66723,-5.66723,-5.66723,-5.42937,-5.42937,-5.42937,-5.58561,-5.58561,-5.58561,-5.38463,-5.38463,-5.38463,-5.16772,-5.16772,-5.16772,-5.58561,-5.58561,-5.58561,-5.38463,-5.38463,-5.38463,-5.16772,-5.16772,-5.16772,-5.58561,-5.58561,-5.58561,-5.38463,-5.38463,-5.38463,-5.16772,-5.16772,-5.16772
18,1.80327,-6.09737,-6.09737,-6.09737,-5.86055,-5.86055,-5.86055,-5.60699,-5.60699,-5.60699,-6.09737,-6.09737,-6.09737,-5.86055,-5.86055,-5.86055,-5.60699,-5.60699,-5.60699,-6.09737,-6.09737,-6.09737,-5.86055,-5.86055,-5.86055,-5.60699,-5.60699,-5.60699,-5.74752,-5.74752,-5.74752,-5.53557,-5.53557,-5.53557,-5.30765,-5.30765,-5.30765,-5.74752,-5.74752,-5.74752,-5.53557,-5.53557,-5.53557,-5.30765,-5.30765,-5.30765,-5.74752,-5.74752,-5.74752,-5.53557,-5.53557,-5.53557,-5.30765,-5.30765,-5.30765,-5.43433,-5.43433,-5.43433,-5.24325,-5.24325,-5.24325,-5.03637,-5.03637,-5.03637,-5.43433,-5.43433,-5.43433,-5.24325,-5.24325,-5.24325,-5.03637,-5.03637,-5.03637,-5.43433,-5.43433,-5.43433,-5.24325,-5.24325,-5.24325,-5.03637,-5.03637,-5.03637
19,1.94901,-5.96828,-5.96828,-5.96828,-5.741,-5.741,-5.741,-5.49713,-5.49713,-5.49713,-5.96828,-5.96828,-5.96828,-5.741,-5.741,-5.741,-5.49713,-5.49713,-5.49713,-5.96828,-5.96828,-5.96828,-5.741,-5.741,-5.741,-5.49713,-5.49713,-5.49713,-5.60678,-5.60678,-5.60678,-5.40428,-5.40428,-5.40428,-5.18596,-5.18596,-5.18596,-5.60678,-5.60678,-5.60678,-5.40428,-5.40428,-5.40428,-5.18596,-5.18596,-5.18596,-5.60678,-5.60678,-5.60678,-5.40428,-5.40428,-5.40428,-5.18596,-5.18596,-5.18596,-5.2844,-5.2844,-5.2844,-5.10284,-5.10284,-5.10284,-4.90565,-4.90565,-4.90565,-5.2844,-5.2844,-5.2844,-5.10284,-5.10284,-5.10284,-4.90565,-4.90565,-4.90565,-5.2844,-5.2844,-5.2844,-5.10284,-5.10284,-5.10284,-4.90565,-4.90565,-4.90565
20,2.10098,-5.8393,-5.8393,-5.8393,-5.62121,-5.62121,-5.62121,-5.3867,-5.3867,-5.3867,-5.8393,-5.8393,-5.8393,-5.62121,-5.62121,-5.62121,-5.3867,-5.3867,-5.3867,-5.8393,-5.8393,-5.8393,-5.62121,-5.62121,-5.62121,-5.3867,-5.3867,-5.3867,-5.46679,-5.46679,-5.46679,-5.27338,-5.27338,-5.27338,-5.06436,-5.06436,-5.06436,-5.46679,-5.46679,-5.46679,-5.27338,-5.27338,-5.27338,-5.06436,-5.06436,-5.06436,-5.46679,-5.46679,-5.46679,-5.27338,-5.27338,-5.27338,-5.06436,-5.06436,-5.06436,-5.13584,-5.13584,-5.13584,-4.96347,-4.96347,-4.96347,-4.77563,-4.77563,-4.77563,-5.13584,-5.13584,-5.13584,-4.96347,-4.96347,-4.96347,-4.77563,-4.77563,-4.77563,-5.13584,-5.13584,-5.13584,-4.96347,-4.96347,-4.96347,-4.77563,-4.77563,-4.77563
21,2.25946,-5.71045,-5.71045,-5.71045,-5.50121,-5.50121,-5.50121,-5.27577,-5.27577,-5.27577,-5.71045,-5.71045,-5.71045,-5.50121,-5.50121,-5.50121,-5.27577,-5.27577,-5.27577,-5.71045,-5.71045,-5.71045,-5.50121,-5.50121,-5.50121,-5.27577,-5.27577,-5.27577,-5.32758,-5.32758,-5.32758,-5.14295,-5.14295,-5.14295,-4.94292,-4.94292,-4.94292,-5.32758,-5.32758,-5.32758,-5.14295,-5.14295,-5.14295,-4.94292,-4.94292,-4.94292,-5.32758,-5.32758,-5.32758,-5.14295,-5.14295,-5.14295,-4.94292,-4.94292,-4.94292,-4.98874,-4.98874,-4.98874,-4.82519,-4.82519,-4.82519,-4.6464,-4.6464,-4.6464,-4.98874,-4.98874,-4.98874,-4.82519,-4.82519,-4.82519,-4.6464,-4.6464,-4.6464,-4.98874,-4.98874,-4.98874,-4.82519,-4.82519,-4.82519,-4.6464,-4.6464,-4.6464
22,2.42473,-5.58175,-5.58175,-5.58175,-5.38105,-5.38105,-5.38105,-5.1644,-5.1644,-5.1644,-5.58175,-5.58175,-5.58175,-5.38105,-5.38105,-5.38105,-5.1644,-5.1644,-5.1644,-5.58175,-5.58175,-5.58175,-5.38105,-5.38105,-5.38105,-5.1644,-5.1644,-5.1644,-5.1892,-5.1892,-5.1892,-5.01304,-5.01304,-5.01304,-4.82172,-4.82172,-4.82172,-5.1892,-5.1892,-5.1892,-5.01304,-5.01304,-5.01304,-4.82172,-4.82172,-4.82172,-5.1892,-5.1892,-5.1892,-5.01304,-5.01304,-5.01304,-4.82172,-4.82172,-4.82172,-4.84376,-4.84376,-4.84376,-4.68809,-4.68809,-4.68809,-4.51805,-4.51805,-4.51805,-4.84376,-4.84376,-4.84376,-4.68809,-4.68809,-4.68809,-4.51805,-4.51805,-4.51805,-4.84376,-4.84376,-4.84376,-4.68809,-4.68809,-4.68809,-4.51805,-4.51805,-4.51805
23,2.59707,-5.45322,-5.45322,-5.45322,-5.26078,-5.26078,-5.26078,-5.05266,-5.05266,-5.05266,-5.45322,-5.45322,-5.45322,-5.26078,-5.26078,-5.26078,-5.05266,-5.05266,-5.05266,-5.45322,-5.45322,-5.45322,-5.26078,-5.26078,-5.26078,-5.05266,-5.05266,-5.05266,-5.05171,-5.05171,-5.05171,-4.88374,-4.88374,-4.88374,-4.70083,-4.70083,-4.70083,-5.05171,-5.05171,-5.05171,-4.88374,-4.88374,-4.88374,-4.70083,-4.70083,-4.70083,-5.05171,-5.05171,-5.05171,-4.88374,-4.88374,-4.88374,-4.70083,-4.70083,-4.70083,-4.70036,-4.70036,-4.70036,-4.55223,-4.55223,-4.55223,-4.39067,-4.39067,-4.39067,-4.70036,-4.70036,-4.70036,-4.55223,-4.55223,-4.55223,-4.39067,-4.39067,-4.39067,-4.70036,-4.70036,-4.70036,-4.55223,-4.55223,-4.55223,-4.39067,-4.39067,-4.39067
24,2.77679,-5.32492,-5.32492,-5.32492,-5.14048,-5.14048,-5.14048,-4.94062,-4.94062,-4.94062,-5.32492,-5.32492,-5.32492,-5.14048,-5.14048,-5.14048,-4.94062,-4.94062,-4.94062,-5.32492,-5.32492,-5.32492,-5.14048,-5.14048,-5.14048,-4.94062,-4.94062,-4.94062,-4.91518,-4.91518,-4.91518,-4.7551,-4.7551,-4.7551,-4.58035,-4.58035,-4.58035,-4.91518,-4.91518,-4.91518,-4.7551,-4.7551,-4.7551,-4.58035,-4.58035,-4.58035,-4.91518,-4.91518,-4.91518,-4.7551,-4.7551,-4.7551,-4.58035,-4.58035,-4.58035,-4.55856,-4.55856,-4.55856,-4.41773,-4.41773,-4.41773,-4.26437,-4.26437,-4.26437,-4.55856,-4.55856,-4.55856,-4.41773,-4.41773,-4.41773,-4.26437,-4.26437,-4.26437,-4.55856,-4.55856,-4.55856,-4.41773,-4.41773,-4.41773,-4.26437,-4.26437,-4.26437
