gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.02181,0.104393,0.222219,0.376306,0,0,0,0.0217682,0.104358,0.222188,0.376279,0,0,0,0.0217261,0.104323,0.222157,0.376252,0,0,0,0.0216839,0.104288,0.222126,0.376225,0,0,0,0.021642,0.104254,0.222095,0.376199,0,0,0,0.0216,0.104219,0.222064,0.376172,0,0,0,0.0215577,0.104184,0.222033,0.376145
1,0.0156618,0,0,0,0.0304499,0.114736,0.234101,0.389009,0,0,0,0.0304978,0.114812,0.234193,0.389113,0,0,0,0.0305455,0.114887,0.234285,0.389216,0,0,0,0.0305931,0.114962,0.234377,0.38932,0,0,0,0.030641,0.115038,0.23447,0.389423,0,0,0,0.0306888,0.115114,0.234562,0.389527,0,0,0,0.0307364,0.115189,0.234654,0.38963
2,0.031477,0,0,0,0.039367,0.125663,0.24633,0.401888,0,0,0,0.0395091,0.125851,0.246547,0.402122,0,0,0,0.0396511,0.12604,0.246765,0.402356,0,0,0,0.0397929,0.126228,0.246982,0.40259,0,0,0,0.0399352,0.126417,0.2472,0.402824,0,0,0,0.0400773,0.126606,0.247417,0.403058,0,0,0,0.0402193,0.126795,0.247635,0.403292
3,0.0474469,0,0,0,0.0484484,0.136836,0.258722,0.41484,0,0,0,0.048697,0.137144,0.259068,0.415206,0,0,0,0.0489455,0.137453,0.259415,0.415573,0,0,0,0.0491939,0.137761,0.25976,0.415939,0,0,0,0.0494428,0.13807,0.260107,0.416306,0,0,0,0.0496916,0.138378,0.260453,0.416673,0,0,0,0.0499403,0.138687,0.260799,0.417039
4,0.0635732,0,0,0,0.0580559,0.148335,0.271274,0.427915,0,0,0,0.0584041,0.148796,0.27175,0.428416,0,0,0,0.0587524,0.149258,0.272227,0.428916,0,0,0,0.0591006,0.149719,0.272703,0.429416,0,0,0,0.0594492,0.150181,0.273179,0.429916,0,0,0,0.0597978,0.150643,0.273655,0.430416,0,0,0,0.0601464,0.151104,0.274132,0.430916
5,0.0798573,0,0,0.00410971,0.0685893,0.16079,0.283984,0.441116,0,0,0.00461675,0.0691273,0.161379,0.28459,0.441758,0,0,0.00512361,0.0696653,0.161967,0.285197,0.4424,0,0,0.00563039,0.0702032,0.162555,0.285803,0.443041,0,0,0.00613763,0.0707417,0.163144,0.28641,0.443684,0,0,0.0066448,0.07128,0.163732,0.287016,0.444326,0,0,0.00715179,0.0718184,0.16433,0.287623,0.444968
6,0.0963008,0,0,0.0154515,0.0803249,0.173517,0.296941,0.45459,0,0,0.0159928,0.0809724,0.174245,0.297689,0.455369,0,0,0.0164922,0.08162,0.174973,0.298438,0.456149,0,0,0.0169916,0.0822675,0.1757,0.299186,0.456929,0,0,0.0174915,0.0829157,0.176428,0.299935,0.457709,0,0,0.0179915,0.0835638,0.177156,0.300683,0.458488,0,0,0.0184914,0.0842121,0.177884,0.301432,0.459268
7,0.112905,0,0,0.0246628,0.0919692,0.186205,0.310104,0.468223,0,0,0.0252574,0.0927373,0.187032,0.310992,0.469146,0,0,0.025852,0.0935056,0.187859,0.31188,0.470068,0,0,0.0264467,0.0942739,0.188686,0.312768,0.47099,0,0,0.027042,0.0950429,0.189514,0.313656,0.471913,0,0,0.0276373,0.0958118,0.190342,0.314544,0.472835,0,0,0.0282326,0.0965623,0.19117,0.315433,0.473758
8,0.129672,0,0,0.0339819,0.103233,0.198737,0.323452,0.482019,0,0,0.0346897,0.104063,0.199716,0.324476,0.483088,0,0,0.0353975,0.104894,0.200696,0.325501,0.484156,0,0,0.0361055,0.105726,0.201676,0.326522,0.485224,0,0,0.036814,0.106557,0.202656,0.327544,0.486292,0,0,0.0375227,0.107389,0.203636,0.328566,0.48736,0,0,0.0382315,0.108221,0.204616,0.329588,0.488429
9,0.146603,0,0,0.043561,0.114395,0.211696,0.336895,0.49601,0,0,0.0443684,0.115394,0.212809,0.338055,0.497221,0,0,0.0451759,0.116394,0.213921,0.339214,0.498433,0,0,0.0459836,0.117394,0.215034,0.340373,0.499643,0,0,0.046792,0.118394,0.216146,0.341533,0.500855,0,0,0.0476084,0.119394,0.21725,0.342692,0.502066,0,0,0.0484587,0.120395,0.218354,0.343852,0.503277
10,0.1637,0,0.00101954,0.053533,0.126221,0.22471,0.350507,0.510136,0,0.00211652,0.0544877,0.127342,0.225947,0.351813,0.511491,0,0.00321342,0.0554426,0.128464,0.227183,0.35312,0.512846,0,0.00431036,0.0563976,0.129586,0.22842,0.354427,0.514201,0,0.00540785,0.0573534,0.130725,0.229657,0.355734,0.515557,0,0.00650538,0.0583092,0.131866,0.230893,0.35704,0.516912,0,0.00760283,0.0592653,0.133006,0.23213,0.358347,0.518267
11,0.180965,0,0.012932,0.0638522,0.138296,0.237889,0.364311,0.524398,0,0.0141515,0.0651273,0.139561,0.239284,0.365774,0.525898,0,0.015371,0.0664027,0.140826,0.240679,0.367237,0.527399,0,0.0164061,0.0676781,0.142091,0.242074,0.3687,0.5289,0,0.017384,0.0689543,0.143356,0.243469,0.370164,0.530401,0,0.0183622,0.0702307,0.144622,0.244865,0.371627,0.531902,0,0.0193405,0.0715073,0.145888,0.24626,0.37309,0.533403
12,0.198398,0,0.0231118,0.0763159,0.1509,0.251359,0.378385,0.538798,0,0.0241888,0.0777199,0.152415,0.2529,0.379992,0.540446,0,0.025266,0.0791242,0.15393,0.254443,0.3816,0.542095,0,0.0263434,0.0805159,0.155444,0.255986,0.383213,0.543746,0,0.0274215,0.0818946,0.156959,0.25753,0.384835,0.545404,0,0.0284999,0.0832736,0.158474,0.259073,0.386456,0.547061,0,0.0295785,0.0846528,0.159988,0.260617,0.388077,0.548719
13,0.216002,0,0.032876,0.0887302,0.164391,0.265048,0.392686,0.553399,0,0.0340824,0.0902355,0.166069,0.266731,0.394454,0.555206,0,0.035289,0.0917411,0.167748,0.268415,0.396221,0.557013,0,0.036496,0.093247,0.169426,0.270099,0.397988,0.558819,0,0.0377038,0.0947538,0.171104,0.271791,0.399756,0.560627,0,0.0389119,0.0962609,0.172783,0.273482,0.401524,0.562434,0,0.0401203,0.0976712,0.174461,0.275174,0.403287,0.564241
14,0.233778,0,0.0429387,0.100874,0.178218,0.278915,0.407144,0.568182,0.00100046,0.0442497,0.1024,0.180038,0.280748,0.409053,0.570147,0.00259105,0.0455611,0.103927,0.181821,0.282581,0.410962,0.572112,0.00418177,0.0468728,0.105454,0.183566,0.284415,0.41287,0.574076,0.00577314,0.0482221,0.106982,0.185312,0.286249,0.41478,0.576042,0.00736462,0.0496002,0.10851,0.187058,0.288082,0.416689,0.578007,0.00895612,0.0509786,0.110039,0.188804,0.289938,0.418598,0.579972
15,0.251728,0.0118004,0.0533814,0.11263,0.19172,0.292999,0.421711,0.583149,0.0135184,0.0548684,0.114356,0.193602,0.295,0.423766,0.585267,0.0152365,0.0563558,0.1161,0.195485,0.297002,0.425822,0.587393,0.0166986,0.0578435,0.117843,0.197368,0.299004,0.427877,0.589519,0.0180773,0.0593321,0.119587,0.199275,0.301006,0.429934,0.591646,0.0194563,0.060821,0.121331,0.201209,0.303009,0.43199,0.593772,0.0208355,0.0623103,0.123076,0.203144,0.305011,0.434046,0.595898
16,0.269854,0.0225965,0.0642713,0.125165,0.205423,0.307342,0.436405,0.598314,0.0240778,0.0661966,0.127037,0.207499,0.309505,0.43861,0.600595,0.0255595,0.0681222,0.12891,0.209575,0.311668,0.440817,0.602877,0.0270415,0.0700482,0.130796,0.211651,0.31383,0.443042,0.605158,0.0285244,0.0719751,0.132692,0.213728,0.315994,0.445273,0.60744,0.0300077,0.0739024,0.134589,0.215804,0.318157,0.447503,0.609724,0.0314917,0.07583,0.136485,0.217867,0.320321,0.449733,0.612008
17,0.288157,0.0327544,0.0773703,0.137935,0.219416,0.321916,0.451352,0.613645,0.0343782,0.079431,0.139962,0.221619,0.324228,0.453735,0.616086,0.0360025,0.0814599,0.141989,0.223822,0.326538,0.456119,0.618526,0.0376273,0.0834808,0.144017,0.226024,0.328845,0.458502,0.620967,0.0392531,0.0855028,0.146045,0.228228,0.331153,0.460886,0.623408,0.0408793,0.0875251,0.148212,0.230431,0.333461,0.463278,0.625849,0.0425061,0.089548,0.15043,0.232634,0.335769,0.465671,0.62829
18,0.30664,0.0432227,0.0903851,0.151288,0.233465,0.33661,0.46652,0.629136,0.0449554,0.0925394,0.153652,0.235844,0.339068,0.469068,0.631737,0.0466886,0.0946942,0.156015,0.238228,0.341526,0.471616,0.634338,0.048469,0.0968134,0.158378,0.240611,0.343983,0.474164,0.636938,0.0502866,0.098828,0.160741,0.242996,0.346452,0.476712,0.639539,0.0521047,0.100843,0.163104,0.24538,0.348921,0.479261,0.642139,0.0539233,0.102859,0.165495,0.247764,0.351391,0.481811,0.64474
