gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-57.7092,-52.0598,-48.03,-45.0677,-42.5214,-40.1546,-37.8497,-57.7092,-52.0598,-48.03,-45.0677,-42.5214,-40.1546,-37.8497,-57.7093,-52.0599,-48.03,-45.0677,-42.5215,-40.1546,-37.8497,-57.7092,-52.0598,-48.0299,-45.0677,-42.5214,-40.1546,-37.8497,-57.7093,-52.0599,-48.03,-45.0677,-42.5215,-40.1546,-37.8497,-57.7092,-52.0598,-48.03,-45.0677,-42.5214,-40.1546,-37.8497,-57.7092,-52.0598,-48.03,-45.0677,-42.5214,-40.1546,-37.8497
1,0.0185364,-55.2312,-50.6662,-47.2494,-44.5484,-42.1275,-39.8299,-37.5793,-55.2312,-50.6662,-47.2494,-44.5484,-42.1275,-39.8299,-37.5793,-55.2313,-50.6663,-47.2495,-44.5485,-42.1275,-39.8299,-37.5793,-55.2312,-50.6662,-47.2494,-44.5484,-42.1274,-39.8299,-37.5793,-55.2313,-50.6663,-47.2495,-44.5485,-42.1275,-39.8299,-37.5793,-55.2312,-50.6662,-47.2494,-44.5484,-42.1275,-39.8299,-37.5793,-55.2312,-50.6662,-47.2494,-44.5484,-42.1275,-39.8299,-37.5793
2,0.0372875,-53.3242,-49.5432,-46.5928,-44.0563,-41.7404,-39.5115,-37.3107,-53.3242,-49.5432,-46.5928,-44.0563,-41.7404,-39.5115,-37.3107,-53.3242,-49.5433,-46.5929,-44.0563,-41.7404,-39.5115,-37.3107,-53.3241,-49.5432,-46.5928,-44.0563,-41.7404,-39.5114,-37.3106,-53.3242,-49.5433,-46.5929,-44.0563,-41.7404,-39.5115,-37.3107,-53.3242,-49.5432,-46.5928,-44.0563,-41.7404,-39.5115,-37.3107,-53.3242,-49.5432,-46.5928,-44.0563,-41.7404,-39.5115,-37.3107
3,0.0562558,-51.8268,-48.6258,-45.9647,-43.5893,-41.3606,-39.1976,-37.0446,-51.8268,-48.6258,-45.9647,-43.5893,-41.3606,-39.1976,-37.0446,-51.8268,-48.6258,-45.9647,-43.5893,-41.3607,-39.1976,-37.0447,-51.8267,-48.6257,-45.9646,-43.5892,-41.3606,-39.1976,-37.0446,-51.8268,-48.6258,-45.9647,-43.5893,-41.3607,-39.1976,-37.0447,-51.8268,-48.6258,-45.9647,-43.5893,-41.3606,-39.1976,-37.0446,-51.8268,-48.6258,-45.9647,-43.5893,-41.3606,-39.1976,-37.0446
4,0.0754439,-50.6306,-47.8616,-45.3919,-43.1354,-40.9915,-38.8875,-36.7814,-50.6306,-47.8616,-45.3919,-43.1354,-40.9915,-38.8875,-36.7814,-50.6307,-47.8617,-45.3919,-43.1354,-40.9915,-38.8875,-36.7815,-50.6306,-47.8616,-45.3918,-43.1353,-40.9915,-38.8874,-36.7814,-50.6307,-47.8617,-45.3919,-43.1354,-40.9915,-38.8875,-36.7815,-50.6306,-47.8616,-45.3919,-43.1354,-40.9915,-38.8875,-36.7814,-50.6306,-47.8616,-45.3919,-43.1354,-40.9915,-38.8875,-36.7814
5,0.0948544,-49.6609,-47.1271,-44.8363,-42.6965,-40.6308,-38.581,-36.5199,-49.6609,-47.1271,-44.8363,-42.6965,-40.6308,-38.581,-36.5199,-49.6609,-47.1272,-44.8363,-42.6966,-40.6308,-38.5811,-36.5199,-49.6608,-47.1271,-44.8363,-42.6965,-40.6307,-38.581,-36.5199,-49.6609,-47.1272,-44.8363,-42.6966,-40.6308,-38.5811,-36.5199,-49.6609,-47.1271,-44.8363,-42.6965,-40.6308,-38.581,-36.5199,-49.6609,-47.1271,-44.8363,-42.6965,-40.6308,-38.581,-36.5199
6,0.11449,-48.803,-46.4749,-44.3164,-42.2733,-40.2756,-38.2786,-36.26,-48.803,-46.4749,-44.3164,-42.2733,-40.2756,-38.2786,-36.26,-48.8031,-46.475,-44.3165,-42.2734,-40.2756,-38.2787,-36.2601,-48.803,-46.4749,-44.3164,-42.2733,-40.2755,-38.2786,-36.26,-48.8031,-46.475,-44.3165,-42.2734,-40.2756,-38.2787,-36.2601,-48.803,-46.4749,-44.3164,-42.2733,-40.2756,-38.2786,-36.26,-48.803,-46.4749,-44.3164,-42.2733,-40.2756,-38.2786,-36.26
7,0.134352,-47.9995,-45.8413,-43.8203,-41.862,-39.9259,-37.9807,-36.002,-47.9995,-45.8413,-43.8203,-41.862,-39.9259,-37.9807,-36.002,-47.9996,-45.8413,-43.8203,-41.862,-39.9259,-37.9807,-36.002,-47.9995,-45.8413,-43.8202,-41.8619,-39.9259,-37.9806,-36.002,-47.9996,-45.8413,-43.8203,-41.862,-39.9259,-37.9807,-36.002,-47.9995,-45.8413,-43.8203,-41.862,-39.9259,-37.9807,-36.002,-47.9995,-45.8413,-43.8203,-41.862,-39.9259,-37.9807,-36.002
8,0.154445,-47.2599,-45.2573,-43.3399,-41.4598,-39.5816,-37.6853,-35.7471,-47.2599,-45.2573,-43.3399,-41.4598,-39.5816,-37.6853,-35.7471,-47.2599,-45.2574,-43.34,-41.4598,-39.5817,-37.6854,-35.7471,-47.2598,-45.2573,-43.3399,-41.4598,-39.5816,-37.6853,-35.747,-47.2599,-45.2574,-43.34,-41.4598,-39.5817,-37.6854,-35.7471,-47.2599,-45.2573,-43.3399,-41.4598,-39.5816,-37.6853,-35.7471,-47.2599,-45.2573,-43.3399,-41.4598,-39.5816,-37.6853,-35.7471
9,0.174771,-46.5805,-44.7041,-42.8723,-41.0659,-39.2446,-37.3927,-35.4935,-46.5805,-44.7041,-42.8723,-41.0659,-39.2446,-37.3927,-35.4935,-46.5806,-44.7041,-42.8724,-41.0659,-39.2447,-37.3927,-35.4936,-46.5805,-44.704,-42.8723,-41.0659,-39.2446,-37.3927,-35.4935,-46.5806,-44.7041,-42.8724,-41.0659,-39.2447,-37.3927,-35.4936,-46.5805,-44.7041,-42.8723,-41.0659,-39.2446,-37.3927,-35.4935,-46.5805,-44.7041,-42.8723,-41.0659,-39.2446,-37.3927,-35.4935
