gridnumber,capital,policy[0],policy[1],policy[2],policy[3],policy[4],policy[5],policy[6]
105,3.76266,3.65233,3.63941,3.6193,3.65476,3.6902,3.72564,3.76106
106,3.82479,3.71331,3.69947,3.67979,3.71585,3.75191,3.78793,3.82394
107,3.88764,3.77511,3.76032,3.74101,3.77769,3.81434,3.85094,3.88753
108,3.95121,3.83761,3.82114,3.80297,3.84023,3.87746,3.91468,3.95188
109,4.01552,3.90073,3.88327,3.8656,3.90347,3.94134,3.97918,4.01699
110,4.08058,3.96475,3.94621,3.92897,3.96751,4.006,4.04444,4.08284
111,4.14639,4.0296,4.00998,3.99317,4.03232,4.07139,4.11044,4.14946
112,4.21297,4.09508,4.07437,4.05809,4.09783,4.13753,4.1772,4.21685
113,4.28031,4.16132,4.13948,4.12373,4.1641,4.20444,4.24474,4.28502
114,4.34843,4.22833,4.20534,4.19014,4.23115,4.27212,4.31306,4.35398
115,4.41735,4.29612,4.27194,4.25731,4.29897,4.34059,4.38218,4.42374
116,4.48706,4.36469,4.3393,4.32527,4.36758,4.40986,4.4521,4.49432
117,4.55758,4.43406,4.40742,4.39401,4.43699,4.47993,4.52283,4.56571
118,4.62892,4.50424,4.47632,4.46355,4.5072,4.55081,4.59438,4.63793
119,4.70108,4.57523,4.54601,4.5339,4.57822,4.62251,4.66676,4.71099
120,4.77408,4.64704,4.61648,4.60506,4.65008,4.69505,4.74,4.78491
121,4.84793,4.71973,4.68865,4.67705,4.72278,4.76847,4.81408,4.85967
122,4.92263,4.79336,4.76086,4.74994,4.79636,4.8427,4.88899,4.93529
123,4.99819,4.86766,4.8338,4.82365,4.87072,4.91774,4.9648,5.01181
124,5.07463,4.94277,4.90837,4.89811,4.94593,4.99375,5.04149,5.08921
125,5.15196,5.01899,4.98305,4.97353,5.0221,5.07059,5.11906,5.1675
126,5.23019,5.09595,5.0595,5.04983,5.0991,5.14833,5.19752,5.2467
127,5.30931,5.1738,5.13581,5.12698,5.17699,5.22696,5.2769,5.32682
128,5.38936,5.25256,5.21399,5.20502,5.25579,5.30651,5.3572,5.40787
129,5.47033,5.33223,5.29207,5.28397,5.33549,5.38698,5.43843,5.48985
130,5.55225,5.41282,5.37206,5.36384,5.41613,5.46838,5.5206,5.57279
131,5.63511,5.49435,5.45193,5.44463,5.4977,5.55073,5.60372,5.65669
132,5.71893,5.57682,5.53377,5.52636,5.58021,5.63403,5.68781,5.74157
133,5.80372,5.66025,5.61549,5.60903,5.66369,5.7183,5.77287,5.82742
134,5.88949,5.74465,5.69922,5.69267,5.74813,5.80354,5.85892,5.91427
135,5.97626,5.83002,5.78282,5.77727,5.83354,5.88977,5.94596,6.00212
136,6.06403,5.91639,5.86849,5.86286,5.91995,5.977,6.03401,6.091
137,6.15282,6.00375,5.95401,5.94943,6.00736,6.06524,6.12308,6.1809
138,6.24264,6.09213,6.04166,6.03701,6.09578,6.1545,6.21319,6.27185
139,6.3335,6.18153,6.12915,6.1256,6.18522,6.2448,6.30434,6.36385
140,6.42541,6.27197,6.21883,6.21522,6.27571,6.33615,6.39655,6.45692
141,6.51839,6.36346,6.30833,6.30588,6.36724,6.42855,6.48982,6.55107
142,6.61244,6.45601,6.40009,6.39759,6.45983,6.52203,6.58418,6.64631
143,6.70758,6.54963,6.49166,6.49036,6.5535,6.61659,6.67963,6.74266
144,6.80383,6.64434,6.58553,6.58422,6.64825,6.71225,6.77622,6.84014
145,6.90119,6.74022,6.68049,6.67915,6.74414,6.80907,6.87391,6.93873
146,6.99968,6.83731,6.77668,6.77529,6.84116,6.90696,6.97272,7.03846
147,7.0993,6.93534,6.87391,6.87248,6.93925,7.00598,7.07268,7.13935
148,7.20009,7.03452,6.97221,6.97076,7.03847,7.10615,7.17379,7.24141
149,7.30204,7.13484,7.07165,7.07017,7.13885,7.20748,7.27608,7.34465
150,7.40517,7.23633,7.17224,7.17074,7.24039,7.30999,7.37955,7.44909
151,7.5095,7.339,7.274,7.27248,7.3431,7.41368,7.48422,7.55474
152,7.61503,7.44285,7.37694,7.37539,7.44701,7.51858,7.59011,7.66162
153,7.72179,7.54791,7.48107,7.4795,7.55212,7.62469,7.69722,7.76973
154,7.82979,7.65418,7.58641,7.58482,7.65845,7.73203,7.80558,7.8791
155,7.93903,7.76169,7.69297,7.69135,7.76601,7.84062,7.91519,7.98973
156,8.04955,7.87044,7.80076,7.79912,7.87482,7.95046,8.02607,8.10165
157,8.16134,7.98046,7.90981,7.90814,7.98488,8.06158,8.13823,8.21486
158,8.27443,8.09175,8.02012,8.01842,8.09623,8.17398,8.2517,8.32938
159,8.38882,8.20432,8.1317,8.12998,8.20886,8.28769,8.36648,8.44524
160,8.50455,8.31821,8.24458,8.24284,8.3228,8.40272,8.48259,8.56243
161,8.62161,8.43341,8.35877,8.357,8.43807,8.51908,8.60005,8.68098
162,8.74003,8.54995,8.47428,8.47249,8.55466,8.63679,8.71886,8.80091
163,8.85982,8.66784,8.59113,8.58931,8.67261,8.75586,8.83906,8.92223
164,8.981,8.78709,8.70934,8.70749,8.79192,8.87631,8.96064,9.04495
165,9.10358,8.90773,8.82891,8.82703,8.91262,8.99816,9.08364,9.16908
166,9.22759,9.02977,8.94987,8.94797,9.03472,9.1214,9.20802,9.29465
167,9.35303,9.15309,9.0705,9.0703,9.15818,9.24602,9.33387,9.42171
168,9.47992,9.27777,9.19408,9.19392,9.28305,9.37216,9.46124,9.55023
169,9.60828,9.40423,9.3192,9.31906,9.40949,9.49983,9.59005,9.68023
170,9.73813,9.53223,9.44603,9.44583,9.53742,9.62891,9.72034,9.81174
171,9.86949,9.6615,9.57421,9.57398,9.66676,9.75947,9.85214,9.94477
172,10.0024,9.79227,9.7038,9.70357,9.79759,9.89156,9.98547,10.0793
173,10.1368,9.92455,9.83489,9.83466,9.92995,10.0252,10.1203,10.2155
174,10.2728,10.0584,9.96751,9.96727,10.0638,10.1603,10.2568,10.3532
175,10.4103,10.1937,10.1017,10.1014,10.1993,10.2971,10.3948,10.4925
176,10.5494,10.3307,10.2374,10.2371,10.3363,10.4354,10.5344,10.6334
177,10.6902,10.4692,10.3746,10.3744,10.4749,10.5753,10.6756,10.776
178,10.8326,10.6093,10.5135,10.5132,10.6151,10.7168,10.8185,10.9202
179,10.9766,10.7511,10.654,10.6537,10.7569,10.86,10.963,11.066
180,11.1223,10.8945,10.7961,10.7958,10.9004,11.0048,11.1092,11.2136
181,11.2697,11.0395,10.9398,10.9396,11.0455,11.1513,11.2571,11.3629
182,11.4188,11.1863,11.0853,11.085,11.1923,11.2995,11.4067,11.5139
183,11.5696,11.3347,11.2324,11.2321,11.3408,11.4495,11.5581,11.6666
184,11.7222,11.4849,11.3812,11.3809,11.491,11.6011,11.7112,11.8212
185,11.8766,11.6368,11.5317,11.5314,11.643,11.7546,11.866,11.9775
186,12.0327,11.7904,11.684,11.6837,11.7968,11.9098,12.0227,12.1356
187,12.1906,11.9459,11.838,11.8377,11.9523,12.0668,12.1812,12.2956
188,12.3504,12.1031,11.9938,11.9935,12.1096,12.2256,12.3415,12.4574
189,12.512,12.2622,12.1515,12.1511,12.2687,12.3862,12.5037,12.621
190,12.6755,12.4231,12.3109,12.3106,12.4297,12.5487,12.6677,12.7866
191,12.8409,12.5858,12.4722,12.4719,12.5926,12.7131,12.8337,12.9541
192,13.0082,12.7505,12.6354,12.6351,12.7573,12.8794,13.0015,13.1235
193,13.1774,12.9171,12.8005,12.8001,12.9239,13.0477,13.1713,13.2949
194,13.3486,13.0854,12.965,12.9671,13.0924,13.2178,13.3431,13.4684
195,13.5218,13.2555,13.1336,13.1358,13.2629,13.3899,13.5169,13.6438
196,13.697,13.4282,13.3043,13.3066,13.4355,13.5642,13.6927,13.8212
197,13.8742,13.6028,13.4774,13.4796,13.6101,13.7403,13.8705,14.0007
198,14.0535,13.7793,13.6523,13.6545,13.7866,13.9185,14.0504,14.1823
199,14.2348,13.9578,13.8292,13.8314,13.9652,14.0988,14.2324,14.366
200,14.4183,14.1383,14.0081,14.0103,14.1458,14.2813,14.4167,14.552
201,14.6039,14.3212,14.189,14.1926,14.3287,14.466,14.6032,14.74
202,14.7916,14.5065,14.3725,14.3774,14.5139,14.6529,14.7915,14.93
203,14.9815,14.6937,14.5581,14.5645,14.7011,14.8416,14.9818,15.1223
204,15.1736,14.8825,14.7456,14.752,14.8901,15.0323,15.1746,15.317
205,15.3679,15.0734,14.9347,14.9426,15.0812,15.2255,15.3698,15.5138
206,15.5645,15.2672,15.1262,15.1356,15.275,15.4212,15.5671,15.7128
207,15.7633,15.4632,15.3206,15.3315,15.471,15.6187,15.7663,15.9141
208,15.9645,15.6609,15.5168,15.5279,15.6688,15.8185,15.9682,16.118
209,16.168,15.8608,15.7149,15.7275,15.869,16.0208,16.1726,16.3242
210,16.3738,16.0637,15.9154,15.9297,16.0719,16.2257,16.3792,16.5325
211,16.5821,16.269,16.1189,16.1349,16.2772,16.4326,16.5879,16.7433
212,16.7927,16.476,16.3245,16.3406,16.4843,16.6417,16.7992,16.9568
213,17.0058,16.6853,16.5318,16.5497,16.694,16.8536,17.0133,17.1725
214,17.2213,16.8978,16.7418,16.7615,16.9064,17.0681,17.2293,17.3908
215,17.4394,17.1124,16.9549,16.9749,17.1211,17.2846,17.4481,17.6118
216,17.66,17.3292,17.1697,17.1914,17.3381,17.5039,17.6697,17.8351
217,17.8831,17.5491,17.3871,17.4108,17.558,17.7259,17.8933,18.061
218,18.1088,17.7712,17.6077,17.6317,17.7803,17.95,18.1198,18.2896
219,18.3372,17.9956,17.83,17.8559,18.0049,18.1769,18.3489,18.5208
220,18.5681,18.2229,18.0551,18.0814,18.2323,18.4066,18.5807,18.755
221,18.8018,18.4529,18.2829,18.3112,18.4624,18.6389,18.8154,18.9915
222,19.0381,18.6858,18.5134,18.5438,18.6954,18.874,19.0523,19.2308
223,19.2772,18.9211,18.7471,18.7778,18.9308,19.1114,19.2922,19.473
224,19.5191,19.1588,18.9826,19.0154,19.1687,19.3519,19.535,19.718
225,19.7638,19.3999,19.2246,19.2543,19.4097,19.5952,19.7805,19.9657
226,20.0113,19.6438,19.4664,19.4982,19.6536,19.8412,20.0288,20.2164
227,20.2617,19.8899,19.7107,19.7428,19.8999,20.09,20.28,20.47
228,20.5149,20.1388,19.9573,19.9917,20.1492,20.3417,20.5341,20.7265
229,20.7711,20.391,20.2071,20.242,20.4015,20.5964,20.7912,20.986
230,21.0303,20.646,20.4599,20.4971,20.6567,20.854,21.0513,21.2484
231,21.2925,20.904,20.7155,20.7533,20.9148,21.1147,21.3144,21.514
232,21.5577,21.165,20.9742,21.0144,21.176,21.3783,21.5805,21.7826
233,21.826,21.4291,21.2359,21.2765,21.4402,21.645,21.8497,22.0543
234,22.0974,21.6962,21.5006,21.5437,21.7074,21.9148,22.122,22.3292
235,22.3719,21.9664,21.7683,21.812,21.9777,22.1877,22.3975,22.6072
236,22.6496,22.2397,22.0392,22.0854,22.2512,22.4637,22.6762,22.8885
237,22.9306,22.5162,22.3132,22.36,22.5278,22.743,22.958,23.173
238,23.2148,22.7958,22.5904,22.6398,22.8076,23.0255,23.2432,23.4609
239,23.5023,23.0788,22.8707,22.9208,23.0907,23.3113,23.5317,23.752
240,23.7931,23.365,23.1544,23.2072,23.3771,23.6003,23.8235,24.0463
241,24.0873,23.6545,23.4413,23.4948,23.6667,23.8926,24.1183,24.3445
242,24.3848,23.9469,23.7315,23.7857,23.9594,24.1883,24.4173,24.6459
243,24.6859,24.2432,24.0245,24.0815,24.2559,24.4878,24.7194,24.9508
244,24.9904,24.5433,24.3219,24.3799,24.556,24.7906,25.0249,25.2592
245,25.2985,24.8465,24.6226,24.6834,24.8594,25.0968,25.334,25.571
246,25.6101,25.1532,24.9265,24.988,25.1662,25.4064,25.6464,25.8868
247,25.9253,25.4629,25.2339,25.2962,25.4762,25.7196,25.963,26.2058
248,26.2442,25.7768,25.5443,25.6096,25.7903,26.0367,26.2826,26.5287
249,26.5668,26.0942,25.8594,25.9234,26.1079,26.357,26.6063,26.8558
250,26.8931,26.4149,26.1771,26.2441,26.4289,26.6816,26.9341,27.1857
251,27.2232,26.7403,26.4989,26.5668,26.7543,27.0097,27.2646,27.5202
252,27.5571,27.0684,26.8253,26.8917,27.0826,27.3411,27.6,27.8585
253,27.8949,27.4004,27.1535,27.2228,27.415,27.6772,27.9389,28.2003
254,28.2366,27.7371,27.487,27.5552,27.7518,28.0167,28.2815,28.5467
255,28.5823,28.0768,27.8244,27.8932,28.0918,28.3601,28.6287,28.8968
256,28.932,28.421,28.1647,28.2342,28.4362,28.7081,28.9796,29.2509
257,29.2857,28.7696,28.5102,28.5809,28.7848,29.0597,29.3345,29.6092
258,29.6435,29.1218,28.8594,28.9307,29.1371,29.4154,29.6936,29.9716
259,30.0055,29.478,29.2124,29.2846,29.4935,29.7752,30.0568,30.3383
260,30.3716,29.8383,29.5696,29.6426,29.8541,30.1393,30.4243,30.7091
261,30.742,30.2034,29.9365,30.0048,30.219,30.5077,30.796,31.0842
262,31.1167,30.5726,30.3026,30.3716,30.5881,30.88,31.1718,31.4636
263,31.4958,30.9451,30.6725,30.7422,30.9611,31.2566,31.5521,31.8475
264,31.8792,31.322,31.0459,31.1165,31.3385,31.6378,31.9369,32.2359
265,32.267,31.7037,31.4241,31.4958,31.7204,32.0233,32.3261,32.6287
266,32.6594,32.0898,31.8068,31.8794,32.1067,32.4134,32.7198,33.0261
267,33.0563,32.4804,32.194,32.2674,32.4976,32.8079,33.118,33.428
268,33.4578,32.8756,32.5857,32.66,32.8929,33.207,33.5209,33.8347
269,33.864,33.2753,32.9819,33.0571,33.2928,33.6107,33.9285,34.246
270,34.2748,33.6796,33.3827,33.4588,33.6974,34.0192,34.3407,34.6622
271,34.6904,34.0887,33.7881,33.8651,34.1066,34.4323,34.7578,35.0831
272,35.1109,34.5024,34.1982,34.2762,34.5206,34.8502,35.1796,35.5085
273,35.5362,34.921,34.6131,34.692,34.9394,35.2727,35.6059,35.9392
274,35.9664,35.3437,35.0328,35.1094,35.3625,35.7,36.0377,36.3754
275,36.4016,35.7715,35.4564,35.5339,35.7907,36.1329,36.4749,36.8162
276,36.8419,36.2055,35.8856,35.9642,36.2247,36.571,36.9166,37.2621
277,37.2872,36.6444,36.3211,36.4007,36.6637,37.0137,37.3635,37.7132
278,37.7377,37.0878,36.7608,36.8412,37.1073,37.4615,37.8156,38.1695
279,38.1935,37.5363,37.2053,37.2867,37.556,37.9146,38.2729,38.631
280,38.6545,37.99,37.6551,37.7374,38.01,38.3728,38.7355,39.0979
281,39.1209,38.449,38.11,38.1933,38.4692,38.8364,39.2034,39.5703
282,39.5926,38.9133,38.5702,38.6545,38.9337,39.3054,39.6768,40.0481
283,40.0698,39.3829,39.0357,39.1211,39.4036,39.7798,40.1557,40.5314
284,40.5526,39.858,39.5066,39.593,39.879,40.2596,40.6401,41.0203
285,41.0409,40.3386,39.983,40.0704,40.3598,40.7451,41.1301,41.5149
286,41.5349,40.8248,40.4649,40.5534,40.8462,41.2362,41.6258,42.0154
287,42.0347,41.3166,40.9524,41.0419,41.3383,41.733,42.1275,42.5215
288,42.5402,41.8149,41.4534,41.5361,41.8364,42.2358,42.6347,43.0334
289,43.0516,42.3187,41.9531,42.0368,42.3401,42.744,43.1476,43.5513
290,43.5689,42.8271,42.4581,42.5425,42.8492,43.258,43.6667,44.0752
291,44.0922,43.3415,42.9677,43.0533,43.3642,43.7781,44.1918,44.6052
292,44.6215,43.8624,43.484,43.5708,43.8855,44.3043,44.7229,45.1414
293,45.157,44.3894,44.0065,44.0943,44.4127,44.8366,45.2601,45.6832
294,45.6987,44.9226,44.535,44.6239,44.9461,45.3748,45.8031,46.2318
295,46.2467,45.4609,45.0697,45.1554,45.485,45.9189,46.3531,46.7873
296,46.801,46.0057,45.6093,45.696,46.0304,46.4703,46.9099,47.3487
297,47.3617,46.5585,46.1561,46.2441,46.5832,47.0283,47.4726,47.9167
298,47.9289,47.1176,46.7108,46.8,47.1422,47.5922,48.0418,48.4912
299,48.5027,47.6823,47.271,47.3609,47.7073,48.1625,48.6175,49.0723
300,49.0832,48.2535,47.8373,47.9283,48.2788,48.7395,49.2,49.6602
301,49.6704,48.8314,48.4102,48.5023,48.857,49.3232,49.7892,50.2549
302,50.2644,49.416,48.9897,49.0829,49.4419,49.9137,50.3852,50.8565
303,50.8652,50.0073,49.576,49.6703,50.0335,50.511,50.9881,51.465
304,51.473,50.6055,50.169,50.2645,50.632,51.1152,51.598,52.0806
305,52.0879,51.2106,50.7689,50.8655,51.2374,51.7264,52.215,52.7034
306,52.7099,51.8228,51.3758,51.4735,51.8499,52.3447,52.8391,53.3333
307,53.3391,52.442,51.9897,52.0886,52.4694,52.9701,53.4705,53.9706
308,53.9756,53.0684,52.6107,52.7108,53.0962,53.6028,54.1091,54.6152
309,54.6194,53.7021,53.2388,53.3401,53.7301,54.2428,54.7552,55.2673
310,55.2707,54.3431,53.8743,53.9768,54.3715,54.8903,55.4087,55.927
311,55.9296,54.9915,54.5172,54.6209,55.0202,55.5452,56.0699,56.5943
312,56.5961,55.6474,55.1674,55.2724,55.6765,56.2078,56.7386,57.2693
313,57.2703,56.311,55.8253,55.9315,56.3404,56.878,57.4152,57.9521
314,57.9523,56.9822,56.4907,56.5982,57.012,57.5559,58.0995,58.6429
315,58.6423,57.6612,57.1638,57.2726,57.6913,58.2418,58.7919,59.3418
316,59.3402,58.348,57.8448,57.9548,58.3785,58.9357,59.4925,60.0487
317,60.0462,59.0439,58.5447,58.645,59.0741,59.6378,60.2008,60.7635
318,60.7604,59.7476,59.2429,59.3441,59.7777,60.3475,60.9172,61.4869
319,61.4828,60.4575,59.9481,60.0504,60.4886,61.0654,61.6421,62.2186
320,62.2137,61.1759,60.66,60.7637,61.2079,61.7919,62.3753,62.9581
321,62.9529,61.9035,61.3813,61.4864,61.9359,62.5263,63.1164,63.7068
322,63.7008,62.6383,62.1111,62.2117,62.6714,63.269,63.867,64.465
323,64.4573,63.3818,62.8476,62.9494,63.4157,64.0215,64.6269,65.2312
324,65.2226,64.1363,63.5941,63.6974,64.1702,64.783,65.3948,66.0063
325,65.9968,64.8992,64.3514,64.4559,64.9331,65.5526,66.1716,66.7904
326,66.7799,65.67,65.116,65.2214,65.7043,66.3311,66.9575,67.5835
327,67.5721,66.4496,65.889,65.9958,66.4843,67.1186,67.7524,68.3859
328,68.3735,67.2383,66.6711,66.779,67.2734,67.9152,68.5565,69.1975
329,69.1841,68.0361,67.4622,67.5714,68.0716,68.721,69.3699,70.0186
330,70.0042,68.8432,68.2624,68.373,68.8791,69.5362,70.1928,70.8491
331,70.8337,69.6596,69.072,69.1838,69.6959,70.3608,71.0252,71.6893
332,71.6729,70.4855,69.8909,70.004,70.5222,71.195,71.8672,72.5392
333,72.5218,71.3209,70.7193,70.8338,71.3581,72.0388,72.719,73.3989
