gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[0 7],VF[0 8],VF[0 9],VF[0 10],VF[0 11],VF[0 12],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[1 7],VF[1 8],VF[1 9],VF[1 10],VF[1 11],VF[1 12],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[2 7],VF[2 8],VF[2 9],VF[2 10],VF[2 11],VF[2 12],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[3 7],VF[3 8],VF[3 9],VF[3 10],VF[3 11],VF[3 12],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[4 7],VF[4 8],VF[4 9],VF[4 10],VF[4 11],VF[4 12],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[5 7],VF[5 8],VF[5 9],VF[5 10],VF[5 11],VF[5 12],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6],VF[6 7],VF[6 8],VF[6 9],VF[6 10],VF[6 11],VF[6 12]
20,0.414511,-13.7965,-13.7965,-13.7965,-13.7965,-13.7965,-13.7965,-13.7965,-12.7771,-12.7771,-12.7771,-12.7771,-12.7771,-12.7771,-12.7771,-11.7595,-11.7595,-11.7595,-11.7595,-11.7595,-11.7595,-11.7595,-10.7175,-10.7175,-10.7175,-10.7175,-10.7175,-10.7175,-10.7175,-9.74752,-9.74752,-9.74752,-9.74752,-9.74752,-9.74752,-9.74752,-8.67123,-8.67123,-8.67123,-8.67123,-8.67123,-8.67123,-8.67123,-7.67567,-7.67567,-7.67567,-7.67567,-7.67567,-7.67567,-7.67567,-13.8601,-13.8495,-13.8389,-13.8283,-13.8177,-13.8071,-13.7965,-12.8296,-12.8203,-12.8117,-12.803,-12.7944,-12.7858,-12.7771,-11.8072,-11.7993,-11.7913,-11.7834,-11.7754,-11.7674,-11.7595,-10.7594,-10.7524,-10.7454,-10.7385,-10.7315,-10.7245,-10.7175,-9.77702,-9.7721,-9.76719,-9.76227,-9.75736,-9.75244,-9.74753,-8.70358,-8.69819,-8.6928,-8.68741,-8.68202,-8.67663,-8.67124
21,0.437849,-13.3918,-13.3918,-13.517,-13.4857,-13.4544,-13.4231,-13.3918,-12.4335,-12.4335,-12.5431,-12.5157,-12.4883,-12.461,-12.4336,-11.449,-11.449,-11.5466,-11.5222,-11.4978,-11.4734,-11.449,-10.4588,-10.4588,-10.5402,-10.5198,-10.4995,-10.4792,-10.4589,-9.55195,-9.55195,-9.61432,-9.59874,-9.58316,-9.56759,-9.55201,-8.47542,-8.47542,-8.53273,-8.51774,-8.50275,-8.48776,-8.47277,-7.51765,-7.51765,-7.56818,-7.55559,-7.54301,-7.53042,-7.51783,-13.4544,-13.444,-13.5588,-13.5171,-13.4753,-13.4336,-13.3918,-12.4882,-12.4791,-12.5796,-12.5431,-12.5066,-12.4701,-12.4337,-11.4977,-11.4896,-11.5791,-11.5466,-11.5141,-11.4816,-11.449,-10.4995,-10.4927,-10.5673,-10.5402,-10.5131,-10.486,-10.4589,-9.58311,-9.57792,-9.63513,-9.61436,-9.59359,-9.57282,-9.55205,-8.50466,-8.49978,-8.55278,-8.53279,-8.5128,-8.49281,-8.47282
22,0.461458,-13.0121,-13.1615,-13.1317,-13.1018,-13.0719,-13.042,-13.0172,-12.0956,-12.2346,-12.2068,-12.179,-12.1512,-12.1234,-12.0998,-11.1475,-11.2691,-11.2448,-11.2205,-11.1962,-11.1719,-11.1535,-10.2228,-10.3078,-10.2885,-10.2721,-10.2557,-10.2393,-10.2275,-9.35412,-9.43625,-9.41983,-9.40342,-9.387,-9.37058,-9.35845,-8.29116,-8.36135,-8.34555,-8.32994,-8.31533,-8.30073,-8.29519,-7.36537,-7.42428,-7.41228,-7.40095,-7.38962,-7.37829,-7.37482,-13.0718,-13.2141,-13.1716,-13.1317,-13.0919,-13.0521,-13.0175,-12.1511,-12.2809,-12.2439,-12.2068,-12.1698,-12.1327,-12.1002,-11.1961,-11.3106,-11.2773,-11.2449,-11.2125,-11.18,-11.1539,-10.2557,-10.3435,-10.3149,-10.2886,-10.2667,-10.2448,-10.2278,-9.38695,-9.46365,-9.44176,-9.41987,-9.39798,-9.3761,-9.35879,-8.32089,-8.38775,-8.36668,-8.34561,-8.32514,-8.30567,-8.29572
23,0.485341,-12.6488,-12.6488,-12.6488,-12.6488,-12.6488,-12.6488,-12.6489,-11.7629,-11.7629,-11.7629,-11.7629,-11.7629,-11.7629,-11.763,-10.8608,-10.8608,-10.8608,-10.8608,-10.8608,-10.8608,-10.8608,-10.0228,-10.0228,-10.0228,-10.0228,-10.0228,-10.0228,-10.0228,-9.05579,-9.05579,-9.05579,-9.05579,-9.05579,-9.05579,-9.05581,-8.10933,-8.10933,-8.10933,-8.10933,-8.10933,-8.10933,-8.10911,-7.23258,-7.23258,-7.23258,-7.23258,-7.23258,-7.23258,-7.23289,-12.7107,-12.7002,-12.6897,-12.6793,-12.6692,-12.659,-12.6489,-11.8196,-11.8101,-11.8007,-11.7913,-11.7818,-11.7724,-11.763,-10.9076,-10.8998,-10.892,-10.8842,-10.8764,-10.8686,-10.8608,-10.0573,-10.0515,-10.0458,-10.04,-10.0343,-10.0285,-10.0228,-9.09431,-9.08789,-9.08147,-9.07505,-9.06863,-9.06221,-9.05585,-8.14068,-8.13545,-8.13023,-8.125,-8.11977,-8.11455,-8.10813
24,0.5095,-12.2908,-12.2908,-12.2908,-12.2908,-12.2908,-12.2908,-12.2908,-11.4406,-11.4406,-11.4406,-11.4406,-11.4406,-11.4406,-11.4406,-10.5866,-10.5866,-10.5866,-10.5866,-10.5866,-10.5866,-10.5866,-9.82037,-9.82037,-9.82037,-9.82037,-9.82037,-9.82037,-9.82037,-8.82993,-8.82993,-8.82993,-8.82993,-8.82993,-8.82993,-8.82993,-7.93418,-7.93418,-7.93418,-7.93418,-7.93418,-7.93418,-7.93418,-7.10456,-7.10456,-7.10456,-7.10456,-7.10456,-7.10456,-7.10456,-12.3549,-12.3443,-12.3336,-12.3229,-12.3122,-12.3015,-12.2908,-11.4966,-11.4873,-11.478,-11.4686,-11.4593,-11.4499,-11.4406,-10.6357,-10.6275,-10.6193,-10.6111,-10.6029,-10.5947,-10.5866,-9.85662,-9.85058,-9.84454,-9.8385,-9.83246,-9.82642,-9.82038,-8.87038,-8.86364,-8.8569,-8.85016,-8.84342,-8.83668,-8.82994,-7.96393,-7.95897,-7.95402,-7.94906,-7.94411,-7.93915,-7.9342
25,0.533939,-12.1342,-13.7583,-13.3563,-12.9837,-12.6278,-12.2804,-11.9383,-11.3002,-12.7485,-12.403,-12.0688,-11.7442,-11.4338,-11.136,-10.491,-11.7325,-11.4227,-11.1265,-10.8474,-10.5802,-10.3762,-9.72962,-10.6973,-10.4384,-10.2093,-10.0131,-9.81687,-9.61569,-8.7348,-9.73302,-9.53663,-9.34024,-9.04671,-8.82716,-8.61844,-7.8599,-8.65663,-8.46176,-8.27903,-8.10232,-7.9403,-7.7664,-7.04126,-7.6705,-7.51061,-7.36257,-7.23118,-7.10384,-6.96792,-12.1995,-13.8269,-13.4073,-13.0186,-12.6505,-12.292,-11.9383,-11.359,-12.8046,-12.4479,-12.1013,-11.7652,-11.444,-11.136,-10.5294,-11.7841,-11.4625,-11.1549,-10.865,-10.5891,-10.3763,-9.76764,-10.7423,-10.472,-10.2286,-10.0261,-9.82354,-9.61572,-8.77364,-9.76503,-9.56231,-9.3596,-9.06132,-8.83471,-8.6185,-7.89126,-8.69193,-8.48626,-8.29667,-8.11429,-7.94622,-7.76656
26,0.558661,-11.6018,-11.6018,-11.6018,-11.6018,-11.6018,-11.6018,-11.6018,-10.8453,-10.8453,-10.8453,-10.8453,-10.8453,-10.8453,-10.8453,-10.1674,-10.1674,-10.1674,-10.1674,-10.1674,-10.1674,-10.1674,-9.27271,-9.27271,-9.27271,-9.27271,-9.27271,-9.27271,-9.27271,-8.42893,-8.42893,-8.42893,-8.42893,-8.42893,-8.42893,-8.42893,-7.59645,-7.59645,-7.59645,-7.59645,-7.59645,-7.59645,-7.59645,-6.83649,-6.83649,-6.83649,-6.83649,-6.83649,-6.83649,-6.83649,-11.666,-11.6553,-11.6446,-11.6339,-11.6232,-11.6125,-11.6018,-10.9006,-10.8913,-10.882,-10.8727,-10.8634,-10.8541,-10.8453,-10.2075,-10.2008,-10.1941,-10.1875,-10.1808,-10.1741,-10.1674,-9.44828,-9.44165,-9.43503,-9.42841,-9.42179,-9.2802,-9.27271,-8.46589,-8.45972,-8.45355,-8.44738,-8.44121,-8.43503,-8.42886,-7.62892,-7.62348,-7.61805,-7.61262,-7.60718,-7.60175,-7.59648
27,0.58367,-11.3519,-11.3418,-11.3317,-11.3216,-11.3115,-11.3015,-11.2914,-10.6726,-10.6654,-10.6583,-10.6512,-10.6441,-10.637,-10.6299,-9.99812,-9.99115,-9.98417,-9.9772,-9.97023,-9.96325,-9.95628,-9.08272,-9.07489,-9.06706,-9.05924,-9.05141,-9.04359,-9.03576,-8.27231,-8.26586,-8.25941,-8.25297,-8.24652,-8.24007,-8.23362,-7.4751,-7.4701,-7.46536,-7.46103,-7.4567,-7.45237,-7.44803,-6.73005,-6.72567,-6.72128,-6.7169,-6.71251,-6.70813,-6.70374,-11.4124,-11.3922,-11.372,-11.3519,-11.3317,-11.3116,-11.2914,-10.7153,-10.701,-10.6868,-10.6726,-10.6583,-10.6441,-10.6299,-10.04,-10.026,-10.0121,-9.99814,-9.98419,-9.97024,-9.95629,-9.12969,-9.11404,-9.09839,-9.08274,-9.06709,-9.05144,-9.03579,-8.31074,-8.29789,-8.28504,-8.2722,-8.25935,-8.24651,-8.23366,-7.50566,-7.49572,-7.48577,-7.47583,-7.46611,-7.45737,-7.44863
28,0.608968,-11.6915,-11.5632,-11.4462,-11.3306,-11.2149,-11.1058,-11.0213,-10.9229,-10.821,-10.7393,-10.6576,-10.576,-10.4943,-10.4126,-10.2235,-10.1435,-10.0634,-9.98338,-9.90334,-9.82329,-9.74324,-9.46409,-9.24621,-9.15647,-9.06672,-8.97758,-8.88924,-8.80594,-8.47621,-8.40339,-8.33057,-8.25775,-8.16652,-8.09861,-8.03197,-7.64254,-7.58036,-7.52486,-7.46954,-7.41742,-7.36531,-7.31339,-6.87237,-6.82199,-6.7716,-6.72121,-6.67083,-6.62044,-6.57006,-11.7616,-11.6217,-11.4885,-11.3623,-11.2361,-11.1136,-11.0214,-10.984,-10.8621,-10.7691,-10.68,-10.5909,-10.5018,-10.4127,-10.2673,-10.18,-10.0927,-10.0053,-9.91801,-9.83069,-9.74336,-9.50753,-9.42089,-9.18935,-9.09147,-8.99392,-8.89749,-8.80613,-8.51613,-8.43667,-8.35721,-8.27776,-8.17995,-8.10499,-8.03226,-7.67847,-7.60705,-7.54524,-7.48469,-7.42708,-7.37023,-7.31358
29,0.634559,-10.9364,-10.9124,-10.8884,-10.8643,-10.8403,-10.8163,-10.7923,-10.3308,-10.3076,-10.2844,-10.2612,-10.2379,-10.2147,-10.1915,-9.4951,-9.46934,-9.44358,-9.41782,-9.39206,-9.3663,-9.34054,-8.73166,-8.71071,-8.68976,-8.6688,-8.64785,-8.6269,-8.60595,-7.96404,-7.9452,-7.92635,-7.9075,-7.88866,-7.86981,-7.85096,-7.26097,-7.24629,-7.23161,-7.21716,-7.20295,-7.18874,-7.17452,-6.51949,-6.50519,-6.49089,-6.47658,-6.46228,-6.44798,-6.43367,-10.9845,-10.9525,-10.9204,-10.8884,-10.8564,-10.8244,-10.7923,-10.3772,-10.3463,-10.3153,-10.2844,-10.2535,-10.2225,-10.1916,-9.70865,-9.67832,-9.47798,-9.44364,-9.40929,-9.37495,-9.3406,-8.77362,-8.74568,-8.71775,-8.68981,-8.66187,-8.63393,-8.606,-8.00193,-7.97679,-7.95165,-7.92651,-7.90137,-7.87624,-7.8511,-7.29044,-7.27087,-7.25129,-7.23171,-7.21252,-7.19357,-7.17462
30,0.660447,-10.7615,-10.7282,-10.6948,-10.5614,-10.5614,-10.5614,-10.5614,-10.1618,-10.1296,-10.0974,-9.96849,-9.96849,-9.96849,-9.96849,-9.30754,-9.27179,-9.23605,-9.08533,-9.08533,-9.08533,-9.08533,-8.5791,-8.55003,-8.52095,-8.3584,-8.3584,-8.3584,-8.3584,-7.8269,-7.80074,-7.77467,-7.68094,-7.68094,-7.68094,-7.68094,-7.15637,-7.13664,-7.11692,-7.03778,-7.03778,-7.03778,-7.03778,-6.41665,-6.40169,-6.38673,-6.32697,-6.32697,-6.32697,-6.32697,-10.8115,-10.7699,-10.7282,-10.5864,-10.578,-10.5697,-10.5614,-10.2101,-10.1699,-10.1296,-9.99265,-9.98459,-9.97654,-9.96849,-9.36125,-9.31657,-9.27189,-9.11348,-9.10403,-9.09458,-9.0852,-8.62274,-8.58638,-8.55002,-8.42639,-8.37454,-8.36648,-8.35841,-7.86611,-7.83337,-7.80062,-7.69853,-7.69269,-7.68685,-7.68101,-7.18606,-7.16141,-7.13675,-7.0526,-7.04767,-7.04274,-7.03781
31,0.686635,-10.5879,-10.5446,-10.4319,-10.4059,-10.3799,-10.3539,-10.3279,-9.99412,-9.95227,-9.64447,-9.61646,-9.58846,-9.56046,-9.53246,-9.10983,-9.06363,-8.96442,-8.94155,-8.91868,-8.89581,-8.87294,-8.42764,-8.3427,-8.2499,-8.22906,-8.20822,-8.18737,-8.16653,-7.70181,-7.67234,-7.5986,-7.58172,-7.56485,-7.54797,-7.53109,-7.05374,-7.02811,-6.96131,-6.94593,-6.93055,-6.91517,-6.89979,-6.33884,-6.3194,-6.269,-6.25734,-6.24568,-6.23403,-6.22237,-10.64,-10.588,-10.4666,-10.4319,-10.3973,-10.3626,-10.3279,-10.0444,-9.99417,-9.68187,-9.64454,-9.6072,-9.56987,-9.53253,-9.17177,-9.10992,-8.99496,-8.96447,-8.93397,-8.90348,-8.87299,-8.47307,-8.42771,-8.27791,-8.25011,-8.22232,-8.19452,-8.16672,-7.7373,-7.70195,-7.62123,-7.59873,-7.57622,-7.55371,-7.5312,-7.08461,-7.05385,-6.98186,-6.96135,-6.94084,-6.92033,-6.89982
32,0.713126,-9.94357,-9.93388,-9.8854,-9.8854,-9.8854,-9.8854,-9.8854,-9.31246,-9.30442,-9.26431,-9.26431,-9.26431,-9.26431,-9.26431,-8.714,-8.70597,-8.6658,-8.6658,-8.6658,-8.6658,-8.6658,-8.02032,-8.01311,-7.97702,-7.97702,-7.97702,-7.97702,-7.97702,-7.42286,-7.41759,-7.39124,-7.39124,-7.39124,-7.39124,-7.39124,-6.79185,-6.78652,-6.75988,-6.75988,-6.75988,-6.75988,-6.75988,-6.14057,-6.13653,-6.11634,-6.11634,-6.11634,-6.11634,-6.11634,-10.0018,-9.98238,-9.92418,-9.91449,-9.90479,-9.8951,-9.8854,-9.37968,-9.35416,-9.29638,-9.28833,-9.28029,-9.27225,-9.2642,-8.7618,-8.74578,-8.69793,-8.6899,-8.68186,-8.67383,-8.6658,-8.06367,-8.04924,-8.0059,-7.99868,-7.99147,-7.98426,-7.97705,-7.45444,-7.44393,-7.41233,-7.40706,-7.40179,-7.39653,-7.39126,-6.82385,-6.8132,-6.7812,-6.77587,-6.77055,-6.76523,-6.7599
33,0.739924,-9.60586,-9.60586,-9.60586,-9.60585,-9.60585,-9.60585,-9.60585,-9.05065,-9.05065,-9.05065,-9.05065,-9.05065,-9.05065,-9.05065,-8.38658,-8.38658,-8.38658,-8.38658,-8.38658,-8.38658,-8.38658,-7.80299,-7.80299,-7.80299,-7.80299,-7.80299,-7.80299,-7.80299,-7.25139,-7.25139,-7.25139,-7.25139,-7.25139,-7.25139,-7.25139,-6.61851,-6.61851,-6.61851,-6.61851,-6.61851,-6.61851,-6.61851,nan,nan,nan,nan,nan,nan,nan,-9.6883,-9.67824,-9.66818,-9.65813,-9.64547,-9.62564,-9.60581,-9.10067,-9.09233,-9.08398,-9.07564,-9.06729,-9.05894,-9.0506,-8.43268,-8.425,-8.41732,-8.40964,-8.40196,-8.39428,-8.38659,-7.84082,-7.83452,-7.82822,-7.82193,-7.81563,-7.80933,-7.80304,-7.2842,-7.27874,-7.27327,-7.26781,-7.26234,-7.25688,-7.25141,-6.65167,-6.64615,-6.64063,-6.6351,-6.62958,-6.62406,-6.61853
34,0.767033,-9.36292,-9.36292,-9.36292,-9.36292,-9.36292,-9.36292,-9.36292,-8.83452,-8.83452,-8.83452,-8.83452,-8.83452,-8.83452,-8.83452,-8.18769,-8.18769,-8.18769,-8.18769,-8.18769,-8.18769,-8.18769,-7.64528,-7.64528,-7.64528,-7.64528,-7.64528,-7.64528,-7.64528,-7.10993,-7.10993,-7.10993,-7.10993,-7.10993,-7.10993,-7.10993,-6.49739,-6.49739,-6.49739,-6.49739,-6.49739,-6.49739,-6.49739,nan,nan,nan,nan,nan,nan,nan,-9.41472,-9.40607,-9.39743,-9.38879,-9.38015,-9.3715,-9.36286,-8.88643,-8.87778,-8.86913,-8.86048,-8.85182,-8.84317,-8.83452,-8.23549,-8.22753,-8.21957,-8.21161,-8.20364,-8.19568,-8.18772,-7.67917,-7.67265,-7.66628,-7.66103,-7.65579,-7.65054,-7.64529,-7.14393,-7.13827,-7.13261,-7.12694,-7.12128,-7.11561,-7.10995,-6.52153,-6.51751,-6.51349,-6.50947,-6.50545,-6.50143,-6.49742
35,0.794456,-9.14453,-9.14453,-9.14453,-9.14453,-9.14453,-9.14453,-9.14453,-8.52163,-8.52163,-8.52163,-8.52163,-8.52163,-8.52163,-8.52163,-7.99393,-7.99393,-7.99393,-7.99393,-7.99393,-7.99393,-7.99393,-7.507,-7.507,-7.507,-7.507,-7.507,-7.507,-7.507,-6.96682,-6.96682,-6.96682,-6.96682,-6.96682,-6.96682,-6.96682,-6.39585,-6.39585,-6.39585,-6.39585,-6.39585,-6.39585,-6.39585,nan,nan,nan,nan,nan,nan,nan,-9.19822,-9.18927,-9.18032,-9.17136,-9.16241,-9.15346,-9.14451,-8.5726,-8.56411,-8.55562,-8.54713,-8.53863,-8.53014,-8.52165,-8.03698,-8.02981,-8.02264,-8.01547,-8.0083,-8.00114,-7.99397,-7.5417,-7.53592,-7.53014,-7.52436,-7.51859,-7.51281,-7.50703,-7.00204,-6.99618,-6.99031,-6.98444,-6.97858,-6.97271,-6.96684,-6.42085,-6.41669,-6.41252,-6.40836,-6.4042,-6.40004,-6.39587
36,0.822196,-8.79601,-8.79601,-8.79601,-8.79601,-8.79601,-8.79601,-8.79601,-8.31207,-8.31207,-8.31207,-8.31207,-8.31207,-8.31207,-8.31207,-7.81984,-7.81984,-7.81984,-7.81984,-7.81984,-7.81984,-7.81984,-7.36441,-7.36441,-7.36441,-7.36441,-7.36441,-7.36441,-7.36441,-6.82206,-6.82206,-6.82206,-6.82206,-6.82206,-6.82206,-6.82206,-6.29313,-6.29313,-6.29313,-6.29313,-6.29313,-6.29313,-6.29313,nan,nan,nan,nan,nan,nan,nan,-8.85034,-8.84129,-8.83224,-8.82318,-8.81413,-8.80507,-8.79602,-8.36483,-8.35604,-8.34725,-8.33846,-8.32967,-8.32088,-8.31209,-7.86161,-7.85419,-7.84677,-7.83935,-7.83193,-7.82505,-7.81985,-7.40032,-7.39434,-7.38836,-7.38238,-7.3764,-7.37042,-7.36444,-6.85851,-6.85244,-6.84637,-6.8403,-6.83422,-6.82815,-6.82208,-6.319,-6.3147,-6.31039,-6.30608,-6.30177,-6.29746,-6.29315
37,0.850258,-8.57762,-8.57762,-8.57762,-8.57762,-8.57762,-8.57762,-8.57762,-8.10512,-8.10512,-8.10512,-8.10512,-8.10512,-8.10512,-8.10512,-7.6835,-7.6835,-7.6835,-7.68351,-7.68351,-7.68351,-7.68351,-7.22017,-7.22017,-7.22017,-7.22017,-7.22017,-7.22017,-7.22017,-6.67562,-6.67562,-6.67562,-6.67562,-6.67562,-6.67562,-6.67562,-6.18922,-6.18922,-6.18922,-6.18922,-6.18922,-6.18922,-6.18922,nan,nan,nan,nan,nan,nan,nan,-8.63382,-8.62446,-8.61509,-8.60573,-8.59637,-8.587,-8.57764,-8.15369,-8.1456,-8.13751,-8.12942,-8.12133,-8.11324,-8.10515,-7.71993,-7.71386,-7.7078,-7.70173,-7.69566,-7.68959,-7.68353,-7.2573,-7.25111,-7.24493,-7.23874,-7.23256,-7.22638,-7.22019,-6.71331,-6.70703,-6.70076,-6.69448,-6.6882,-6.68192,-6.67564,-6.21598,-6.21152,-6.20707,-6.20261,-6.19816,-6.1937,-6.18925
38,0.878644,-8.34131,-8.34131,-8.34131,-8.34131,-8.34131,-8.34131,-8.34131,-7.93781,-7.93781,-7.93781,-7.93781,-7.93781,-7.93781,-7.93781,-7.54035,-7.54035,-7.54035,-7.54035,-7.54035,-7.54035,-7.54035,-7.07425,-7.07425,-7.07425,-7.07425,-7.07425,-7.07425,-7.07425,-6.57747,-6.57747,-6.57747,-6.57747,-6.57747,-6.57747,-6.57747,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-8.39406,-8.38527,-8.37648,-8.3677,-8.35891,-8.35012,-8.34133,-7.97115,-7.96579,-7.96044,-7.95508,-7.94972,-7.94396,-7.93783,-7.57799,-7.57172,-7.56545,-7.55918,-7.55291,-7.54664,-7.54037,-7.11262,-7.10623,-7.09984,-7.09345,-7.08706,-7.08067,-7.07427,-6.6028,-6.59858,-6.59437,-6.59015,-6.58593,-6.58171,-6.5775,nan,nan,nan,nan,nan,nan,nan
39,0.90736,-8.13837,-8.13837,-8.13837,-8.13837,-8.13837,-8.13837,-8.13837,-7.79627,-7.79627,-7.79627,-7.79627,-7.79627,-7.79627,-7.79627,-7.39554,-7.39554,-7.39554,-7.39554,-7.39554,-7.39554,-7.39554,-6.92665,-6.92665,-6.92665,-6.92665,-6.92665,-6.92665,-6.92665,-6.48007,-6.48007,-6.48007,-6.48007,-6.48007,-6.48007,-6.48007,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-8.19283,-8.18376,-8.17468,-8.16561,-8.15653,-8.14746,-8.13839,-7.83426,-7.82793,-7.8216,-7.81527,-7.80895,-7.80262,-7.79629,-7.43441,-7.42793,-7.42146,-7.41498,-7.40851,-7.40203,-7.39556,-6.96627,-6.95967,-6.95307,-6.94647,-6.93987,-6.93327,-6.92667,-6.50623,-6.50187,-6.49752,-6.49316,-6.48881,-6.48445,-6.4801,nan,nan,nan,nan,nan,nan,nan
40,0.936408,-7.9997,-7.9997,-7.9997,-7.9997,-7.9997,-7.9997,-7.9997,-7.65309,-7.65309,-7.65309,-7.65309,-7.65309,-7.65309,-7.65309,-7.24905,-7.24905,-7.24905,-7.24905,-7.24905,-7.24905,-7.24905,-6.78036,-6.78036,-6.78036,-6.78036,-6.78036,-6.78036,-6.78036,-6.38154,-6.38154,-6.38154,-6.38154,-6.38154,-6.38154,-6.38154,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-8.03788,-8.03152,-8.02515,-8.01879,-8.01243,-8.00607,-7.99971,-7.6923,-7.68576,-7.67923,-7.6727,-7.66617,-7.65964,-7.65311,-7.28916,-7.28248,-7.2758,-7.26911,-7.26243,-7.25575,-7.24907,-6.81822,-6.81141,-6.8046,-6.79779,-6.79098,-6.78445,-6.78038,-6.40854,-6.40404,-6.39955,-6.39505,-6.39056,-6.38606,-6.38157,nan,nan,nan,nan,nan,nan,nan
41,0.965793,-7.85865,-7.85865,-7.85865,-7.85865,-7.85865,-7.85865,-7.85865,-7.50825,-7.50825,-7.50825,-7.50825,-7.50825,-7.50825,-7.50825,-7.10086,-7.10086,-7.10086,-7.10086,-7.10086,-7.10086,-7.10086,-6.69016,-6.69016,-6.69016,-6.69016,-6.69016,-6.69016,-6.69016,-6.28187,-6.28187,-6.28187,-6.28187,-6.28187,-6.28187,-6.28187,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-7.89802,-7.89146,-7.8849,-7.87834,-7.87178,-7.86522,-7.85866,-7.54869,-7.54195,-7.53521,-7.52848,-7.52174,-7.515,-7.50827,-7.14223,-7.13534,-7.12845,-7.12155,-7.11466,-7.10777,-7.10088,-6.71535,-6.71116,-6.70696,-6.70276,-6.69857,-6.69437,-6.69018,-6.30971,-6.30508,-6.30044,-6.29581,-6.29117,-6.28654,-6.2819,nan,nan,nan,nan,nan,nan,nan
42,0.995519,-7.71597,-7.71597,-7.71597,-7.71597,-7.71597,-7.71597,-7.71597,-7.36173,-7.36173,-7.36173,-7.36173,-7.36173,-7.36173,-7.36173,-6.95095,-6.95095,-6.95095,-6.95095,-6.95095,-6.95095,-6.95095,-6.59891,-6.59891,-6.59891,-6.59891,-6.59891,-6.59891,-6.59891,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-7.75655,-7.74979,-7.74303,-7.73627,-7.72951,-7.72274,-7.71598,-7.40341,-7.39647,-7.38952,-7.38258,-7.37564,-7.36869,-7.36175,-6.9936,-6.98649,-6.97939,-6.97229,-6.96518,-6.95808,-6.95097,-6.62488,-6.62056,-6.61623,-6.61191,-6.60758,-6.60326,-6.59894,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
43,1.02559,-7.57163,-7.57163,-7.57163,-7.57163,-7.57163,-7.57163,-7.57163,-7.21352,-7.21352,-7.21351,-7.21351,-7.21351,-7.21351,-7.21351,-6.84205,-6.84205,-6.84205,-6.84205,-6.84205,-6.84205,-6.84205,-6.50661,-6.50661,-6.50661,-6.50661,-6.50661,-6.50661,-6.50661,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-7.61344,-7.60648,-7.59951,-7.59255,-7.58558,-7.57861,-7.57165,-7.25645,-7.2493,-7.24215,-7.23499,-7.22784,-7.22069,-7.21353,-6.86587,-6.8619,-6.85794,-6.85397,-6.85,-6.84604,-6.84207,-6.53337,-6.52891,-6.52446,-6.52,-6.51555,-6.51109,-6.50664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
44,1.05601,-7.42562,-7.42562,-7.42562,-7.42562,-7.42562,-7.42562,-7.42562,-7.06358,-7.06358,-7.06358,-7.06358,-7.06358,-7.06358,-7.06358,-6.75889,-6.75889,-6.75889,-6.75889,-6.75889,-6.75889,-6.75889,-6.41324,-6.41324,-6.41324,-6.41324,-6.41324,-6.41324,-6.41324,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-7.46868,-7.4615,-7.45433,-7.44716,-7.43998,-7.43281,-7.42564,-7.1078,-7.10043,-7.09306,-7.0857,-7.07833,-7.07097,-7.0636,-6.78343,-6.77934,-6.77526,-6.77117,-6.76709,-6.763,-6.75892,-6.44079,-6.4362,-6.43161,-6.42703,-6.42244,-6.41785,-6.41327,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
