gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[1 0],VF[1 1],VF[1 2],VF[2 0],VF[2 1],VF[2 2],VF[3 0],VF[3 1],VF[3 2],VF[4 0],VF[4 1],VF[4 2]
134,75.1368,-9.67973,-9.66694,-9.64913,-9.67973,-9.66694,-9.64913,-9.67973,-9.66694,-9.64913,-9.67973,-9.66694,-9.64913,-9.67973,-9.66694,-9.64913
135,77.3855,-9.53784,-9.52524,-9.50768,-9.53784,-9.52524,-9.50768,-9.53784,-9.52524,-9.50768,-9.53784,-9.52524,-9.50768,-9.53784,-9.52524,-9.50768
136,79.7002,-9.39812,-9.3857,-9.3684,-9.39812,-9.3857,-9.3684,-9.39812,-9.3857,-9.3684,-9.39812,-9.3857,-9.3684,-9.39812,-9.3857,-9.3684
137,82.0826,-9.26052,-9.24829,-9.23124,-9.26052,-9.24829,-9.23124,-9.26052,-9.24829,-9.23124,-9.26052,-9.24829,-9.23124,-9.26052,-9.24829,-9.23124
138,84.5349,-9.12503,-9.11297,-9.09617,-9.12503,-9.11297,-9.09617,-9.12503,-9.11297,-9.09617,-9.12503,-9.11297,-9.09617,-9.12503,-9.11297,-9.09617
139,87.0591,-8.99159,-8.97971,-8.96316,-8.99159,-8.97971,-8.96316,-8.99159,-8.97971,-8.96316,-8.99159,-8.97971,-8.96316,-8.99159,-8.97971,-8.96316
140,89.6572,-8.86018,-8.84847,-8.83216,-8.86018,-8.84847,-8.83216,-8.86018,-8.84847,-8.83216,-8.86018,-8.84847,-8.83216,-8.86018,-8.84847,-8.83216
141,92.3314,-8.73076,-8.71922,-8.70314,-8.73076,-8.71922,-8.70314,-8.73076,-8.71922,-8.70314,-8.73076,-8.71922,-8.70314,-8.73076,-8.71922,-8.70314
142,95.084,-8.60329,-8.59193,-8.57608,-8.60329,-8.59193,-8.57608,-8.60329,-8.59193,-8.57608,-8.60329,-8.59193,-8.57608,-8.60329,-8.59193,-8.57608
143,97.9173,-8.47776,-8.46656,-8.45094,-8.47776,-8.46656,-8.45094,-8.47776,-8.46656,-8.45094,-8.47776,-8.46656,-8.45094,-8.47776,-8.46656,-8.45094
144,100.834,-8.35411,-8.34308,-8.32769,-8.35411,-8.34308,-8.32769,-8.35411,-8.34308,-8.32769,-8.35411,-8.34308,-8.32769,-8.35411,-8.34308,-8.32769
145,103.835,-8.23233,-8.22146,-8.20629,-8.23233,-8.22146,-8.20629,-8.23233,-8.22146,-8.20629,-8.23233,-8.22146,-8.20629,-8.23233,-8.22146,-8.20629
146,106.925,-8.11238,-8.10167,-8.08672,-8.11238,-8.10167,-8.08672,-8.11238,-8.10167,-8.08672,-8.11238,-8.10167,-8.08672,-8.11238,-8.10167,-8.08672
147,110.105,-7.99424,-7.98368,-7.96895,-7.99424,-7.98368,-7.96895,-7.99424,-7.98368,-7.96895,-7.99424,-7.98368,-7.96895,-7.99424,-7.98368,-7.96895
148,113.379,-7.87786,-7.86746,-7.85294,-7.87786,-7.86746,-7.85294,-7.87786,-7.86746,-7.85294,-7.87786,-7.86746,-7.85294,-7.87786,-7.86746,-7.85294
149,116.748,-7.76323,-7.75298,-7.73867,-7.76323,-7.75298,-7.73867,-7.76323,-7.75298,-7.73867,-7.76323,-7.75298,-7.73867,-7.76323,-7.75298,-7.73867
150,120.216,-7.65032,-7.64022,-7.62611,-7.65032,-7.64022,-7.62611,-7.65032,-7.64022,-7.62611,-7.65032,-7.64022,-7.62611,-7.65032,-7.64022,-7.62611
151,123.786,-7.53909,-7.52914,-7.51524,-7.53909,-7.52914,-7.51524,-7.53909,-7.52914,-7.51524,-7.53909,-7.52914,-7.51524,-7.53909,-7.52914,-7.51524
152,127.461,-7.42953,-7.41973,-7.40602,-7.42953,-7.41973,-7.40602,-7.42953,-7.41973,-7.40602,-7.42953,-7.41973,-7.40602,-7.42953,-7.41973,-7.40602
153,131.243,-7.3216,-7.31194,-7.29843,-7.3216,-7.31194,-7.29843,-7.3216,-7.31194,-7.29843,-7.3216,-7.31194,-7.29843,-7.3216,-7.31194,-7.29843
154,135.136,-7.21527,-7.20576,-7.19244,-7.21527,-7.20576,-7.19244,-7.21527,-7.20576,-7.19244,-7.21527,-7.20576,-7.19244,-7.21527,-7.20576,-7.19244
155,139.143,-7.11053,-7.10116,-7.08803,-7.11053,-7.10116,-7.08803,-7.11053,-7.10116,-7.08803,-7.11053,-7.10116,-7.08803,-7.11053,-7.10116,-7.08803
156,143.267,-7.00735,-6.99811,-6.98517,-7.00735,-6.99811,-6.98517,-7.00735,-6.99811,-6.98517,-7.00735,-6.99811,-6.98517,-7.00735,-6.99811,-6.98517
157,147.512,-6.9057,-6.89659,-6.88384,-6.9057,-6.89659,-6.88384,-6.9057,-6.89659,-6.88384,-6.9057,-6.89659,-6.88384,-6.9057,-6.89659,-6.88384
158,151.882,-6.80556,-6.79658,-6.78401,-6.80556,-6.79658,-6.78401,-6.80556,-6.79658,-6.78401,-6.80556,-6.79658,-6.78401,-6.80556,-6.79658,-6.78401
159,156.38,-6.7069,-6.69806,-6.68567,-6.7069,-6.69806,-6.68567,-6.7069,-6.69806,-6.68567,-6.7069,-6.69806,-6.68567,-6.7069,-6.69806,-6.68567
160,161.009,-6.6097,-6.60099,-6.58878,-6.6097,-6.60099,-6.58878,-6.6097,-6.60099,-6.58878,-6.6097,-6.60099,-6.58878,-6.6097,-6.60099,-6.58878
161,165.774,-6.51394,-6.50535,-6.49332,-6.51394,-6.50535,-6.49332,-6.51394,-6.50535,-6.49332,-6.51394,-6.50535,-6.49332,-6.51394,-6.50535,-6.49332
162,170.679,-6.41959,-6.41114,-6.39927,-6.41959,-6.41114,-6.39927,-6.41959,-6.41114,-6.39927,-6.41959,-6.41114,-6.39927,-6.41959,-6.41114,-6.39927
163,175.728,-6.32664,-6.31831,-6.30661,-6.32664,-6.31831,-6.30661,-6.32664,-6.31831,-6.30661,-6.32664,-6.31831,-6.30661,-6.32664,-6.31831,-6.30661
164,180.924,-6.23506,-6.22685,-6.21532,-6.23506,-6.22685,-6.21532,-6.23506,-6.22685,-6.21532,-6.23506,-6.22685,-6.21532,-6.23506,-6.22685,-6.21532
165,186.273,-6.14483,-6.13674,-6.12538,-6.14483,-6.13674,-6.12538,-6.14483,-6.13674,-6.12538,-6.14483,-6.13674,-6.12538,-6.14483,-6.13674,-6.12538
166,191.779,-6.05593,-6.04796,-6.03676,-6.05593,-6.04796,-6.03676,-6.05593,-6.04796,-6.03676,-6.05593,-6.04796,-6.03676,-6.05593,-6.04796,-6.03676
167,197.446,-5.96834,-5.96048,-5.94945,-5.96834,-5.96048,-5.94945,-5.96834,-5.96048,-5.94945,-5.96834,-5.96048,-5.94945,-5.96834,-5.96048,-5.94945
168,203.279,-5.88204,-5.87429,-5.86342,-5.88204,-5.87429,-5.86342,-5.88204,-5.87429,-5.86342,-5.88204,-5.87429,-5.86342,-5.88204,-5.87429,-5.86342
169,209.282,-5.79701,-5.78937,-5.77865,-5.79701,-5.78937,-5.77865,-5.79701,-5.78937,-5.77865,-5.79701,-5.78937,-5.77865,-5.79701,-5.78937,-5.77865
170,215.462,-5.71322,-5.7057,-5.69513,-5.71322,-5.7057,-5.69513,-5.71322,-5.7057,-5.69513,-5.71322,-5.7057,-5.69513,-5.71322,-5.7057,-5.69513
171,221.823,-5.63067,-5.62325,-5.61284,-5.63067,-5.62325,-5.61284,-5.63067,-5.62325,-5.61284,-5.63067,-5.62325,-5.61284,-5.63067,-5.62325,-5.61284
172,228.37,-5.54932,-5.54202,-5.53175,-5.54932,-5.54202,-5.53175,-5.54932,-5.54202,-5.53175,-5.54932,-5.54202,-5.53175,-5.54932,-5.54202,-5.53175
173,235.11,-5.46917,-5.46197,-5.45185,-5.46917,-5.46197,-5.45185,-5.46917,-5.46197,-5.45185,-5.46917,-5.46197,-5.45185,-5.46917,-5.46197,-5.45185
174,242.046,-5.39019,-5.3831,-5.37312,-5.39019,-5.3831,-5.37312,-5.39019,-5.3831,-5.37312,-5.39019,-5.3831,-5.37312,-5.39019,-5.3831,-5.37312
175,249.186,-5.31237,-5.30538,-5.29555,-5.31237,-5.30538,-5.29555,-5.31237,-5.30538,-5.29555,-5.31237,-5.30538,-5.29555,-5.31237,-5.30538,-5.29555
176,256.535,-5.23569,-5.2288,-5.21911,-5.23569,-5.2288,-5.21911,-5.23569,-5.2288,-5.21911,-5.23569,-5.2288,-5.21911,-5.23569,-5.2288,-5.21911
177,264.1,-5.16013,-5.15334,-5.14379,-5.16013,-5.15334,-5.14379,-5.16013,-5.15334,-5.14379,-5.16013,-5.15334,-5.14379,-5.16013,-5.15334,-5.14379
178,271.886,-5.08568,-5.07898,-5.06957,-5.08568,-5.07898,-5.06957,-5.08568,-5.07898,-5.06957,-5.08568,-5.07898,-5.06957,-5.08568,-5.07898,-5.06957
179,279.901,-5.01231,-5.00571,-4.99644,-5.01231,-5.00571,-4.99644,-5.01231,-5.00571,-4.99644,-5.01231,-5.00571,-4.99644,-5.01231,-5.00571,-4.99644
180,288.15,-4.94001,-4.93351,-4.92437,-4.94001,-4.93351,-4.92437,-4.94001,-4.93351,-4.92437,-4.94001,-4.93351,-4.92437,-4.94001,-4.93351,-4.92437
181,296.641,-4.86877,-4.86237,-4.85336,-4.86877,-4.86237,-4.85336,-4.86877,-4.86237,-4.85336,-4.86877,-4.86237,-4.85336,-4.86877,-4.86237,-4.85336
182,305.381,-4.79857,-4.79226,-4.78339,-4.79857,-4.79226,-4.78339,-4.79857,-4.79226,-4.78339,-4.79857,-4.79226,-4.78339,-4.79857,-4.79226,-4.78339
183,314.377,-4.7294,-4.72318,-4.71444,-4.7294,-4.72318,-4.71444,-4.7294,-4.72318,-4.71444,-4.7294,-4.72318,-4.71444,-4.7294,-4.72318,-4.71444
184,323.636,-4.66123,-4.65511,-4.6465,-4.66123,-4.65511,-4.6465,-4.66123,-4.65511,-4.6465,-4.66123,-4.65511,-4.6465,-4.66123,-4.65511,-4.6465
185,333.167,-4.59407,-4.58804,-4.57957,-4.59407,-4.58804,-4.57957,-4.59407,-4.58804,-4.57957,-4.59407,-4.58804,-4.57957,-4.59407,-4.58804,-4.57957
186,342.977,-4.52789,-4.52195,-4.51362,-4.52789,-4.52195,-4.51362,-4.52789,-4.52195,-4.51362,-4.52789,-4.52195,-4.51362,-4.52789,-4.52195,-4.51362
187,353.075,-4.46268,-4.45684,-4.44866,-4.46268,-4.45684,-4.44866,-4.46268,-4.45684,-4.44866,-4.46268,-4.45684,-4.44866,-4.46268,-4.45684,-4.44866
188,363.469,-4.39843,-4.39269,-4.38468,-4.39843,-4.39269,-4.38468,-4.39843,-4.39269,-4.38468,-4.39843,-4.39269,-4.38468,-4.39843,-4.39269,-4.38468
189,374.167,-4.33514,-4.32951,-4.3217,-4.33514,-4.32951,-4.3217,-4.33514,-4.32951,-4.3217,-4.33514,-4.32951,-4.3217,-4.33514,-4.32951,-4.3217
190,385.179,-4.2728,-4.26729,-4.25968,-4.2728,-4.26729,-4.25968,-4.2728,-4.26729,-4.25968,-4.2728,-4.26729,-4.25968,-4.2728,-4.26729,-4.25968
191,396.513,-4.21142,-4.20606,-4.19867,-4.21142,-4.20606,-4.19867,-4.21142,-4.20606,-4.19867,-4.21142,-4.20606,-4.19867,-4.21142,-4.20606,-4.19867
192,408.179,-4.151,-4.14586,-4.13867,-4.151,-4.14586,-4.13867,-4.151,-4.14586,-4.13867,-4.151,-4.14586,-4.13867,-4.151,-4.14586,-4.13867
193,420.188,-4.09161,-4.08669,-4.07982,-4.09161,-4.08669,-4.07982,-4.09161,-4.08669,-4.07982,-4.09161,-4.08669,-4.07982,-4.09161,-4.08669,-4.07982
194,432.548,-4.03329,-4.02856,-4.02279,-4.03329,-4.02856,-4.02279,-4.03329,-4.02856,-4.02279,-4.03329,-4.02856,-4.02279,-4.03329,-4.02856,-4.02279
195,445.271,-3.97607,-3.97203,-3.96719,-3.97607,-3.97203,-3.96719,-3.97607,-3.97203,-3.96719,-3.97607,-3.97203,-3.96719,-3.97607,-3.97203,-3.96719
196,458.366,-3.92022,-3.91741,-3.91177,-3.92022,-3.91741,-3.91177,-3.92022,-3.91741,-3.91177,-3.92022,-3.91741,-3.91177,-3.92022,-3.91741,-3.91177
197,471.845,-3.86656,-3.86337,-3.85662,-3.86656,-3.86337,-3.85662,-3.86656,-3.86337,-3.85662,-3.86656,-3.86337,-3.85662,-3.86656,-3.86337,-3.85662
198,485.719,-3.81536,-3.81179,-3.80517,-3.81536,-3.81179,-3.80517,-3.81536,-3.81179,-3.80517,-3.81536,-3.81179,-3.80517,-3.81536,-3.81179,-3.80517
199,500,-3.76583,-3.76083,-3.75277,-3.76583,-3.76083,-3.75277,-3.76583,-3.76083,-3.75277,-3.76583,-3.76083,-3.75277,-3.76583,-3.76083,-3.75277
