gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889
1,0.0185364,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045
2,0.0372875,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254,-13.7254
3,0.0562558,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475,-13.6475
4,0.0754439,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721,-13.5721
5,0.0948544,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979,-13.4979
6,0.11449,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247,-13.4247
7,0.134352,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526,-13.3526
8,0.154445,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814,-13.2814
9,0.174771,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111,-13.2111
