gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.0284215,0.127326,0.260996,0.419211,0,0,0,0.0284215,0.127326,0.260996,0.419211,0,0,0,0.0284215,0.127326,0.260996,0.419211,0,0,0,0.0284214,0.127326,0.260996,0.419211,0,0,0,0.0284213,0.127325,0.260996,0.419211,0,0,0,0.0284213,0.127325,0.260996,0.419211,0,0,0,0.0284213,0.127325,0.260996,0.419211
1,0.0185364,0,0,0,0.0329538,0.133102,0.268247,0.420521,0,0,0,0.035014,0.135511,0.271542,0.421116,0,0,0,0.0370741,0.137721,0.274838,0.421712,0,0,0,0.039254,0.139932,0.278134,0.422307,0,0,0,0.0414477,0.142142,0.281292,0.422902,0,0,0,0.0436416,0.144353,0.284276,0.423498,0,0,0,0.0458355,0.146563,0.287259,0.424093
2,0.0372875,0,0,0,0.0375549,0.13822,0.275581,0.421846,0,0,0,0.0419681,0.142666,0.282,0.423044,0,0,0,0.0463812,0.147113,0.288001,0.424241,0,0,0,0.0507943,0.15156,0.294002,0.425439,0,0,0,0.0552073,0.156441,0.300002,0.426636,0,0,0,0.0600472,0.162125,0.305997,0.427834,0,0,0,0.06502,0.16781,0.311988,0.429032
3,0.0562558,0,0,0,0.0424939,0.143196,0.282715,0.423186,0,0,0,0.0491521,0.149905,0.291768,0.424993,0,0,0,0.0558102,0.157217,0.300822,0.4268,0,0,0,0.0632562,0.165794,0.309863,0.428607,0,0,0,0.0707586,0.17437,0.318902,0.430414,0,0,0,0.0784977,0.182201,0.327994,0.43222,0,0,0.00623797,0.0866301,0.189996,0.337147,0.434027
4,0.0754439,0,0,0,0.0474901,0.14823,0.289509,0.424542,0,0,0,0.05644,0.158002,0.30165,0.426965,0,0,0,0.0665016,0.169503,0.313773,0.429388,0,0,0,0.0766571,0.180437,0.325922,0.431811,0,0,0.0071574,0.0875632,0.19089,0.338198,0.434235,0,0,0.017904,0.0983466,0.200641,0.350564,0.436658,0,0,0.0265363,0.108882,0.209872,0.363093,0.495259
5,0.0948544,0,0,0,0.0525442,0.153323,0.296381,0.425914,0,0,0,0.0647238,0.167471,0.311631,0.42896,0,0,0,0.0775361,0.181279,0.326911,0.432007,0,0,0.0107886,0.0912482,0.194422,0.342345,0.435053,0,0,0.0230951,0.104617,0.206135,0.358021,0.494321,0,0,0.0337821,0.117803,0.218991,0.373658,0.497233,0,0,0.0448665,0.130813,0.239419,0.389056,0.500146
6,0.11449,0,0,0,0.0578345,0.159596,0.303331,0.427301,0,0,0,0.0731035,0.176842,0.321727,0.430978,0,0,0.00902435,0.0894577,0.192706,0.34033,0.434655,0,0,0.023912,0.105629,0.207022,0.359225,0.494544,0,0,0.0368111,0.121491,0.224836,0.378022,0.498059,0,0,0.0503978,0.137312,0.248724,0.396582,0.501574,0,0,0.0649748,0.153666,0.269599,0.41467,0.505089
7,0.134352,0,0,0,0.0636623,0.166258,0.310352,0.428705,0,0,0.00176978,0.0820954,0.185649,0.332043,0.43302,0,0,0.0204119,0.101291,0.203221,0.354066,0.437335,0,0,0.035549,0.119954,0.2224,0.376203,0.497715,0,0,0.0514275,0.138549,0.250456,0.39798,0.50184,0,0,0.0687877,0.158007,0.274426,0.415975,0.505965,0,0,0.0883772,0.178825,0.29634,0.42212,0.619873
8,0.154445,0,0,0,0.0695577,0.172997,0.317455,0.430124,0,0,0.0109286,0.0913903,0.194559,0.342505,0.435085,0,0,0.02992,0.113076,0.213546,0.36808,0.496181,0,0,0.0478761,0.134285,0.244482,0.393156,0.500923,0,0,0.0674807,0.156497,0.272772,0.415528,0.505664,0,0.00525302,0.0899551,0.180448,0.298003,0.422592,0.621635,0,0.0188359,0.11213,0.204647,0.32299,0.429656,0.648058
9,0.174771,0,0,0.0223439,0.0755278,0.179354,0.324651,0.431561,0,0,0.0345136,0.100591,0.202607,0.353233,0.437174,0,0,0.0472033,0.12481,0.230099,0.381951,0.498802,0,0,0.0605175,0.14938,0.26452,0.410228,0.504168,0,0.00846039,0.0749568,0.175977,0.293423,0.421292,0.61678,0,0.0228329,0.0914071,0.203385,0.321679,0.429285,0.64667,0,0.0351763,0.106917,0.230935,0.350093,0.437279,0.676629
