gridnumber,capital,policy[0 0 00],policy[0 0 01],policy[0 0 02],policy[0 0 10],policy[0 0 11],policy[0 0 12],policy[0 0 20],policy[0 0 21],policy[0 0 22],policy[0 1 00],policy[0 1 01],policy[0 1 02],policy[0 1 10],policy[0 1 11],policy[0 1 12],policy[0 1 20],policy[0 1 21],policy[0 1 22],policy[0 2 00],policy[0 2 01],policy[0 2 02],policy[0 2 10],policy[0 2 11],policy[0 2 12],policy[0 2 20],policy[0 2 21],policy[0 2 22],policy[1 0 00],policy[1 0 01],policy[1 0 02],policy[1 0 10],policy[1 0 11],policy[1 0 12],policy[1 0 20],policy[1 0 21],policy[1 0 22],policy[1 1 00],policy[1 1 01],policy[1 1 02],policy[1 1 10],policy[1 1 11],policy[1 1 12],policy[1 1 20],policy[1 1 21],policy[1 1 22],policy[1 2 00],policy[1 2 01],policy[1 2 02],policy[1 2 10],policy[1 2 11],policy[1 2 12],policy[1 2 20],policy[1 2 21],policy[1 2 22],policy[2 0 00],policy[2 0 01],policy[2 0 02],policy[2 0 10],policy[2 0 11],policy[2 0 12],policy[2 0 20],policy[2 0 21],policy[2 0 22],policy[2 1 00],policy[2 1 01],policy[2 1 02],policy[2 1 10],policy[2 1 11],policy[2 1 12],policy[2 1 20],policy[2 1 21],policy[2 1 22],policy[2 2 00],policy[2 2 01],policy[2 2 02],policy[2 2 10],policy[2 2 11],policy[2 2 12],policy[2 2 20],policy[2 2 21],policy[2 2 22]
0,0,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949
1,0.0572595,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072
2,0.116568,0.0175543,0.0175543,0.0175543,0.094457,0.094457,0.094457,0.206019,0.206019,0.206019,0.0175543,0.0175543,0.0175543,0.094457,0.094457,0.094457,0.206019,0.206019,0.206019,0.0175543,0.0175543,0.0175543,0.094457,0.094457,0.094457,0.206019,0.206019,0.206019,0.0175543,0.0175543,0.0175543,0.094457,0.094457,0.094457,0.206019,0.206019,0.206019,0.0175543,0.0175543,0.0175543,0.094457,0.094457,0.094457,0.206019,0.206019,0.206019,0.0175543,0.0175543,0.0175543,0.094457,0.094457,0.094457,0.206019,0.206019,0.206019,0.0175543,0.0175543,0.0175543,0.094457,0.094457,0.094457,0.206019,0.206019,0.206019,0.0175543,0.0175543,0.0175543,0.094457,0.094457,0.094457,0.206019,0.206019,0.206019,0.0175543,0.0175543,0.0175543,0.094457,0.094457,0.094457,0.206019,0.206019,0.206019
3,0.177999,0.0622067,0.0622067,0.0622067,0.139459,0.139459,0.139459,0.254032,0.254032,0.255901,0.0622067,0.0622067,0.0622067,0.139459,0.139459,0.139459,0.254032,0.254032,0.255901,0.0622067,0.0622067,0.0622067,0.139459,0.139459,0.139459,0.254032,0.254032,0.255901,0.0622067,0.0622067,0.0622067,0.139459,0.139459,0.139459,0.25547,0.25547,0.255901,0.0622067,0.0622067,0.0622067,0.139459,0.139459,0.139459,0.25547,0.25547,0.255901,0.0622067,0.0622067,0.0622067,0.139459,0.139459,0.139459,0.25547,0.25547,0.255901,0.0622067,0.0622067,0.0622067,0.139459,0.139459,0.139459,0.256908,0.256908,0.255901,0.0622067,0.0622067,0.0622067,0.139459,0.139459,0.139459,0.256908,0.256908,0.255901,0.0622067,0.0622067,0.0622067,0.139459,0.139459,0.139459,0.256908,0.256908,0.255901
4,0.241629,0.103574,0.103574,0.103574,0.189118,0.189118,0.189118,0.30647,0.30647,0.308774,0.103574,0.103574,0.103574,0.189118,0.189118,0.189118,0.30647,0.30647,0.308774,0.103574,0.103574,0.103574,0.189118,0.189118,0.189118,0.30647,0.30647,0.308774,0.103574,0.103574,0.103574,0.189118,0.189118,0.189118,0.308441,0.308441,0.308774,0.103574,0.103574,0.103574,0.189118,0.189118,0.189118,0.308441,0.308441,0.308774,0.103574,0.103574,0.103574,0.189118,0.189118,0.189118,0.308441,0.308441,0.308774,0.103574,0.103574,0.103574,0.189118,0.189118,0.189118,0.310434,0.310434,0.308774,0.103574,0.103574,0.103574,0.189118,0.189118,0.189118,0.310434,0.310434,0.308774,0.103574,0.103574,0.103574,0.189118,0.189118,0.189118,0.310434,0.310434,0.308774
5,0.307536,0.151038,0.151038,0.151038,0.237552,0.240333,0.240333,0.361919,0.361919,0.36472,0.151038,0.151038,0.151038,0.237552,0.240333,0.240333,0.361919,0.361919,0.36472,0.151038,0.151038,0.151038,0.237552,0.240333,0.240333,0.361919,0.361919,0.36472,0.151038,0.151038,0.151038,0.23987,0.240333,0.240333,0.364457,0.364457,0.36472,0.151038,0.151038,0.151038,0.23987,0.240333,0.240333,0.364457,0.364457,0.36472,0.151038,0.151038,0.151038,0.23987,0.240333,0.240333,0.364457,0.364457,0.36472,0.151038,0.151038,0.151038,0.242223,0.240333,0.240333,0.366995,0.366995,0.36472,0.151038,0.151038,0.151038,0.242223,0.240333,0.240333,0.366995,0.366995,0.36472,0.151038,0.151038,0.151038,0.242223,0.240333,0.240333,0.366995,0.366995,0.36472
6,0.375801,0.202308,0.202308,0.202308,0.293062,0.296365,0.296365,0.420123,0.420123,0.420123,0.202308,0.202308,0.202308,0.293062,0.296365,0.296365,0.420123,0.420123,0.420123,0.202308,0.202308,0.202308,0.293062,0.296365,0.296365,0.420123,0.420123,0.420123,0.202308,0.202308,0.202308,0.296072,0.296365,0.296365,0.423277,0.423277,0.423277,0.202308,0.202308,0.202308,0.296072,0.296365,0.296365,0.423277,0.423277,0.423277,0.202308,0.202308,0.202308,0.296072,0.296365,0.296365,0.423277,0.423277,0.423277,0.202308,0.202308,0.202308,0.299081,0.296365,0.296365,0.426431,0.426431,0.426431,0.202308,0.202308,0.202308,0.299081,0.296365,0.296365,0.426431,0.426431,0.426431,0.202308,0.202308,0.202308,0.299081,0.296365,0.296365,0.426431,0.426431,0.426431
7,0.44651,0.256655,0.256655,0.256655,0.351112,0.35495,0.35495,0.481024,0.481024,0.481024,0.256655,0.256655,0.256655,0.351112,0.35495,0.35495,0.481024,0.481024,0.481024,0.256655,0.256655,0.256655,0.351112,0.35495,0.35495,0.481024,0.481024,0.481024,0.256655,0.256655,0.256655,0.354712,0.35495,0.35495,0.484812,0.484812,0.484812,0.256655,0.256655,0.256655,0.354712,0.35495,0.35495,0.484812,0.484812,0.484812,0.256655,0.256655,0.256655,0.354712,0.35495,0.35495,0.484812,0.484812,0.484812,0.256655,0.256655,0.256655,0.358312,0.35495,0.35495,0.4886,0.4886,0.4886,0.256655,0.256655,0.256655,0.358312,0.35495,0.35495,0.4886,0.4886,0.4886,0.256655,0.256655,0.256655,0.358312,0.35495,0.35495,0.4886,0.4886,0.4886
8,0.519749,0.316495,0.316495,0.316495,0.412142,0.416693,0.416693,0.544512,0.544512,0.544512,0.316495,0.316495,0.316495,0.412142,0.416693,0.416693,0.544512,0.544512,0.544512,0.316495,0.316495,0.316495,0.412142,0.416693,0.416693,0.544512,0.544512,0.544512,0.316495,0.316495,0.316495,0.416427,0.416693,0.416693,0.548941,0.548941,0.548941,0.316495,0.316495,0.316495,0.416427,0.416693,0.416693,0.548941,0.548941,0.548941,0.316495,0.316495,0.316495,0.416427,0.416693,0.416693,0.548941,0.548941,0.548941,0.316495,0.316495,0.316495,0.420712,0.416693,0.416693,0.55337,0.55337,0.55337,0.316495,0.316495,0.316495,0.420712,0.416693,0.416693,0.55337,0.55337,0.55337,0.316495,0.316495,0.316495,0.420712,0.416693,0.416693,0.55337,0.55337,0.55337
9,0.595608,0.378352,0.378352,0.378352,0.476425,0.481729,0.481729,0.610581,0.610581,0.610581,0.378352,0.378352,0.378352,0.476425,0.481729,0.481729,0.610581,0.610581,0.610581,0.378352,0.378352,0.378352,0.476425,0.481729,0.481729,0.610581,0.610581,0.610581,0.378352,0.378352,0.378352,0.481417,0.481729,0.481729,0.6157,0.6157,0.6157,0.378352,0.378352,0.378352,0.481417,0.481729,0.481729,0.6157,0.6157,0.6157,0.378352,0.378352,0.378352,0.481417,0.481729,0.481729,0.6157,0.6157,0.6157,0.378352,0.378352,0.378352,0.486409,0.481729,0.481729,0.620819,0.620819,0.620819,0.378352,0.378352,0.378352,0.486409,0.481729,0.481729,0.620819,0.620819,0.620819,0.378352,0.378352,0.378352,0.486409,0.481729,0.481729,0.620819,0.620819,0.620819
