gridnumber,capital,VF[0],VF[1],VF[2],VF[3],VF[4],VF[5],VF[6]
0,0,-125,-125,-125,-125,-125,-125,-125
1,0.0185364,-122.947,-122.947,-122.947,-122.947,-122.928,-122.91,-122.891
2,0.0372875,-121.065,-121.065,-121.065,-121.065,-121.065,-121.064,-121.064
3,0.0562558,-119.335,-119.335,-119.335,-119.334,-119.334,-119.333,-119.333
4,0.0754439,-117.684,-117.684,-117.684,-117.684,-117.683,-117.682,-117.681
5,0.0948544,-116.105,-116.105,-116.106,-116.105,-116.105,-116.104,-116.103
6,0.11449,-114.584,-114.584,-114.584,-114.584,-114.583,-114.582,-114.581
7,0.134352,-113.115,-113.115,-113.115,-113.115,-113.114,-113.113,-113.108
8,0.154445,-111.699,-111.699,-111.699,-111.699,-111.698,-111.696,-111.691
9,0.174771,-110.322,-110.322,-110.322,-110.322,-110.321,-110.319,-110.314
10,0.195332,-108.984,-108.984,-108.984,-108.984,-108.983,-108.978,-108.975
11,0.216131,-107.68,-107.68,-107.68,-107.68,-107.678,-107.673,-107.67
12,0.237172,-106.406,-106.406,-106.406,-106.406,-106.404,-106.399,-106.395
13,0.258456,-105.161,-105.161,-105.161,-105.161,-105.159,-105.154,-105.15
14,0.279986,-103.942,-103.942,-103.942,-103.942,-103.94,-103.935,-103.931
15,0.301766,-102.747,-102.747,-102.748,-102.747,-102.746,-102.74,-102.736
16,0.323799,-101.576,-101.576,-101.576,-101.576,-101.574,-101.568,-101.564
17,0.346087,-100.429,-100.429,-100.43,-100.429,-100.427,-100.421,-100.413
18,0.368632,-99.3029,-99.3029,-99.303,-99.3028,-99.2985,-99.2938,-99.278
19,0.391439,-98.1956,-98.1956,-98.1957,-98.1955,-98.1911,-98.1863,-98.1765
20,0.414511,-97.1081,-97.1081,-97.1082,-97.108,-97.1035,-97.0985,-97.0816
21,0.437849,-96.0382,-96.0382,-96.0383,-96.0382,-96.0335,-96.0284,-96.0111
22,0.461458,-94.9849,-94.9849,-94.985,-94.9849,-94.9801,-94.9749,-94.9571
23,0.485341,-93.948,-93.948,-93.9481,-93.9479,-93.9431,-93.9377,-93.9196
24,0.5095,-92.9269,-92.9269,-92.9269,-92.9268,-92.9218,-92.914,-92.8947
25,0.533939,-91.9203,-91.9203,-91.9204,-91.9202,-91.9152,-91.9057,-91.8875
