gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-57.3309,-57.3309,-57.331,-57.3309,-57.331,-57.3309,-57.3309,-51.6706,-51.6706,-51.6706,-51.6705,-51.6706,-51.6706,-51.6706,-47.6274,-47.6274,-47.6274,-47.6273,-47.6274,-47.6274,-47.6274,-44.6188,-44.6188,-44.6189,-44.6188,-44.619,-44.619,-44.619,-41.9972,-41.9972,-41.9972,-41.9971,-41.9971,-41.9971,-41.997,-39.4999,-39.4999,-39.4999,-39.4998,-39.4999,-39.4998,-39.4998,-37.0319,-37.0318,-37.0319,-37.0318,-37.0318,-37.0318,-37.0317
1,0.0185364,-54.7251,-54.7251,-54.7252,-54.7251,-54.7252,-54.7251,-54.7251,-50.2032,-50.2032,-50.2032,-50.2031,-50.2032,-50.2032,-50.2032,-46.8046,-46.8046,-46.8046,-46.8045,-46.8046,-46.8046,-46.8046,-44.0647,-44.0647,-44.0647,-44.0646,-44.0647,-44.0647,-44.0647,-41.5536,-41.5536,-41.5536,-41.5535,-41.5536,-41.5535,-41.5535,-39.1303,-39.1303,-39.1303,-39.1302,-39.1302,-39.1301,-39.1301,-36.7205,-36.7205,-36.7205,-36.7204,-36.7204,-36.7204,-36.7204
2,0.0372875,-52.7495,-52.7495,-52.7495,-52.7494,-52.7495,-52.7495,-52.7495,-49.0355,-49.0355,-49.0355,-49.0355,-49.0355,-49.0355,-49.0355,-46.1194,-46.1195,-46.1196,-46.1196,-46.1198,-46.1199,-46.12,-43.5246,-43.5246,-43.5246,-43.5245,-43.5246,-43.5246,-43.5246,-41.1201,-41.12,-41.12,-41.1199,-41.12,-41.1199,-41.1199,-38.7658,-38.7657,-38.7658,-38.7657,-38.7657,-38.7657,-38.7656,-36.4114,-36.4114,-36.4114,-36.4113,-36.4113,-36.4113,-36.4113
3,0.0562558,-51.2176,-51.2176,-51.2177,-51.2176,-51.2177,-51.2176,-51.2176,-48.092,-48.092,-48.092,-48.0919,-48.092,-48.092,-48.092,-45.4369,-45.4371,-45.4373,-45.4373,-45.4376,-45.4377,-45.4378,-43.0015,-43.0014,-43.0014,-43.0013,-43.0014,-43.0013,-43.0013,-40.6935,-40.6935,-40.6935,-40.6934,-40.6935,-40.6934,-40.6934,-38.4081,-38.4081,-38.4081,-38.408,-38.4081,-38.408,-38.408,-36.1045,-36.1045,-36.1045,-36.1044,-36.1045,-36.1044,-36.1044
4,0.0754439,-50.0071,-50.0071,-50.0072,-50.0071,-50.0072,-50.0071,-50.0071,-47.3194,-47.3194,-47.3194,-47.3193,-47.3194,-47.3194,-47.3194,-44.8171,-44.8171,-44.8172,-44.8172,-44.8173,-44.8173,-44.8174,-42.508,-42.508,-42.508,-42.508,-42.508,-42.508,-42.508,-40.2785,-40.2785,-40.2785,-40.2784,-40.2785,-40.2784,-40.2784,-38.0551,-38.0551,-38.0551,-38.055,-38.0551,-38.055,-38.055,-35.7999,-35.7998,-35.7998,-35.7998,-35.7998,-35.7998,-35.7997
5,0.0948544,-49.0348,-49.0348,-49.0349,-49.0348,-49.0349,-49.0348,-49.0348,-46.5865,-46.5868,-46.5871,-46.5873,-46.5876,-46.5879,-46.5881,-44.2218,-44.2218,-44.2219,-44.2218,-44.2219,-44.2219,-44.222,-42.0284,-42.0284,-42.0285,-42.0284,-42.0285,-42.0284,-42.0284,-39.8724,-39.8724,-39.8724,-39.8724,-39.8724,-39.8724,-39.8724,-37.7063,-37.7063,-37.7063,-37.7062,-37.7063,-37.7062,-37.7062,-35.4986,-35.4986,-35.4986,-35.4986,-35.4986,-35.4986,-35.4985
6,0.11449,-48.2428,-48.2428,-48.2429,-48.2428,-48.2429,-48.2428,-48.2428,-45.8476,-45.8477,-45.8478,-45.8479,-45.848,-45.8481,-45.8482,-43.6496,-43.6496,-43.6497,-43.6496,-43.6497,-43.6497,-43.6497,-41.5589,-41.5589,-41.5589,-41.5589,-41.5589,-41.5589,-41.5589,-39.473,-39.473,-39.473,-39.4729,-39.473,-39.4729,-39.4729,-37.3614,-37.3614,-37.3614,-37.3613,-37.3614,-37.3613,-37.3613,-35.2,-35.2,-35.2001,-35.2,-35.2,-35.2,-35.2
7,0.134352,-47.4349,-47.4354,-47.4359,-47.4362,-47.4368,-47.4372,-47.4376,-45.1741,-45.1742,-45.1743,-45.1743,-45.1745,-45.1745,-45.1746,-43.1148,-43.1149,-43.115,-43.1149,-43.115,-43.115,-43.1151,-41.1006,-41.1006,-41.1007,-41.1006,-41.1007,-41.1006,-41.1006,-39.0798,-39.0797,-39.0798,-39.0797,-39.0797,-39.0797,-39.0797,-37.0201,-37.0201,-37.0201,-37.02,-37.0201,-37.02,-37.02,-34.9034,-34.9034,-34.9034,-34.9033,-34.9034,-34.9033,-34.9033
8,0.154445,-46.6023,-46.6025,-46.6027,-46.6028,-46.6031,-46.6033,-46.6035,-44.5423,-44.5424,-44.5426,-44.5426,-44.5428,-44.5429,-44.543,-42.5955,-42.5955,-42.5955,-42.5955,-42.5956,-42.5956,-42.5956,-40.654,-40.654,-40.654,-40.6539,-40.654,-40.654,-40.654,-38.6927,-38.6927,-38.6927,-38.6926,-38.6927,-38.6926,-38.6926,-36.6828,-36.6828,-36.6829,-36.6828,-36.6828,-36.6828,-36.6828,-34.6086,-34.6086,-34.6086,-34.6086,-34.6086,-34.6086,-34.6086
9,0.174771,-45.8587,-45.8588,-45.859,-45.8591,-45.8593,-45.8594,-45.8595,-43.9529,-43.953,-43.9531,-43.953,-43.9532,-43.9532,-43.9532,-42.088,-42.088,-42.088,-42.088,-42.0881,-42.0881,-42.0881,-40.2167,-40.2167,-40.2167,-40.2167,-40.2167,-40.2167,-40.2167,-38.3118,-38.3118,-38.3118,-38.3118,-38.3118,-38.3118,-38.3118,-36.3499,-36.3498,-36.3499,-36.3498,-36.3498,-36.3498,-36.3498,-34.3157,-34.3157,-34.3157,-34.3157,-34.3157,-34.3157,-34.3157
