gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-16.1766,-16.1766,-16.1766,-16.1766,-16.1766,-16.1766,-16.1766,-14.5789,-14.5789,-14.5789,-14.5789,-14.5789,-14.5789,-14.5789,-13.4377,-13.4377,-13.4377,-13.4377,-13.4377,-13.4377,-13.4377,-12.5881,-12.5881,-12.5881,-12.5881,-12.5881,-12.5881,-12.5881,-11.8473,-11.8473,-11.8473,-11.8473,-11.8473,-11.8473,-11.8473,-11.1441,-11.1441,-11.1441,-11.1441,-11.1441,-11.1441,-11.1441,-10.4486,-10.4486,-10.4486,-10.4486,-10.4486,-10.4486,-10.4486
1,0.0185364,-15.7715,-15.7671,-15.7628,-15.7585,-15.7542,-15.7505,-15.7468,-14.3535,-14.3511,-14.3486,-14.3462,-14.3438,-14.3416,-14.3396,-13.3126,-13.3112,-13.3098,-13.3085,-13.3071,-13.3059,-13.3047,-12.5054,-12.5045,-12.5036,-12.5026,-12.5017,-12.5009,-12.5001,-11.7829,-11.7822,-11.7814,-11.7807,-11.78,-11.7793,-11.7787,-11.0902,-11.0896,-11.089,-11.0884,-11.0878,-11.0872,-11.0867,-10.4032,-10.4027,-10.4022,-10.4016,-10.4011,-10.4007,-10.4002
2,0.0372875,-15.4205,-15.413,-15.4056,-15.3981,-15.3906,-15.3834,-15.3774,-14.1528,-14.1485,-14.1443,-14.1399,-14.1356,-14.1313,-14.1279,-13.1987,-13.1962,-13.1937,-13.1912,-13.1887,-13.1863,-13.1843,-12.424,-12.4222,-12.4204,-12.4186,-12.4167,-12.4149,-12.4135,-11.7188,-11.7173,-11.7159,-11.7144,-11.7129,-11.7115,-11.7103,-11.0365,-11.0352,-11.034,-11.0328,-11.0315,-11.0303,-11.0293,-10.3577,-10.3567,-10.3557,-10.3546,-10.3535,-10.3525,-10.3516
3,0.0562558,-15.1123,-15.1036,-15.0945,-15.0855,-15.0765,-15.0678,-15.0594,-13.9722,-13.9671,-13.9617,-13.9563,-13.951,-13.9458,-13.9408,-13.0939,-13.0909,-13.0878,-13.0846,-13.0815,-13.0784,-13.0755,-12.3439,-12.3415,-12.3389,-12.3364,-12.3338,-12.3314,-12.3289,-11.6541,-11.6522,-11.6501,-11.6481,-11.6461,-11.6441,-11.6422,-10.9826,-10.9809,-10.9792,-10.9775,-10.9758,-10.9741,-10.9725,-10.3118,-10.3104,-10.309,-10.3075,-10.3061,-10.3047,-10.3033
4,0.0754439,-14.8464,-14.8351,-14.8238,-14.8127,-14.8024,-14.7925,-14.7828,-13.8128,-13.8059,-13.7991,-13.7923,-13.786,-13.78,-13.7741,-12.9936,-12.9889,-12.9842,-12.9795,-12.9751,-12.9709,-12.9667,-12.2661,-12.2626,-12.2591,-12.2555,-12.2523,-12.2491,-12.246,-11.5908,-11.5879,-11.585,-11.5821,-11.5794,-11.5768,-11.5743,-10.9295,-10.9271,-10.9247,-10.9223,-10.9201,-10.9179,-10.9158,-10.2666,-10.2646,-10.2625,-10.2605,-10.2586,-10.2567,-10.2549
5,0.0948544,-14.607,-14.596,-14.5845,-14.5733,-14.5622,-14.5515,-14.5408,-13.6661,-13.6593,-13.6521,-13.6452,-13.6383,-13.6317,-13.625,-12.8898,-12.8849,-12.8799,-12.8749,-12.87,-12.8651,-12.8603,-12.1875,-12.1837,-12.1797,-12.1758,-12.1719,-12.1682,-12.1643,-11.5267,-11.5235,-11.5202,-11.517,-11.5137,-11.5106,-11.5074,-10.8753,-10.8727,-10.8699,-10.8672,-10.8645,-10.8619,-10.8592,-10.2204,-10.2181,-10.2157,-10.2133,-10.211,-10.2087,-10.2064
6,0.11449,-14.3929,-14.3826,-14.3724,-14.3623,-14.3522,-14.3423,-14.3319,-13.5322,-13.5258,-13.5193,-13.5129,-13.5065,-13.5002,-13.4936,-12.7897,-12.7846,-12.7794,-12.7743,-12.7691,-12.764,-12.759,-12.109,-12.1049,-12.1009,-12.0971,-12.0932,-12.0894,-12.0853,-11.4621,-11.4588,-11.4555,-11.4523,-11.449,-11.4457,-11.4423,-10.8207,-10.8179,-10.8151,-10.8123,-10.8094,-10.8066,-10.8037,-10.1733,-10.1709,-10.1685,-10.1661,-10.1637,-10.1613,-10.1588
7,0.134352,-14.2121,-14.2004,-14.1879,-14.1754,-14.1634,-14.1518,-14.1402,-13.4171,-13.4096,-13.4015,-13.3935,-13.3858,-13.3783,-13.3708,-12.6981,-12.6919,-12.6851,-12.6784,-12.6718,-12.6654,-12.659,-12.0367,-12.0317,-12.0263,-12.0209,-12.0157,-12.0106,-12.0054,-11.4011,-11.397,-11.3925,-11.388,-11.3837,-11.3794,-11.3751,-10.7688,-10.7653,-10.7614,-10.7575,-10.7538,-10.7501,-10.7464,-10.1284,-10.1254,-10.1221,-10.1188,-10.1156,-10.1125,-10.1093
8,0.154445,-14.0611,-14.0436,-14.0263,-14.0092,-13.9943,-13.9827,-13.9731,-13.3194,-13.3079,-13.2966,-13.2836,-13.2716,-13.2621,-13.2542,-12.614,-12.604,-12.5939,-12.5838,-12.5749,-12.5678,-12.562,-11.9698,-11.9617,-11.9536,-11.9454,-11.9383,-11.9326,-11.9279,-11.3449,-11.3379,-11.331,-11.3241,-11.3181,-11.3133,-11.3093,-10.7206,-10.7147,-10.7088,-10.7029,-10.6976,-10.6935,-10.6901,-10.0871,-10.082,-10.0769,-10.0718,-10.0672,-10.0637,-10.0607
9,0.174771,-13.8949,-13.8834,-13.8721,-13.8608,-13.8488,-13.8369,-13.8257,-13.1876,-13.1774,-13.1673,-13.1571,-13.1463,-13.1366,-13.1273,-12.5126,-12.5053,-12.4981,-12.4908,-12.483,-12.4752,-12.4678,-11.8883,-11.8822,-11.8762,-11.8702,-11.8637,-11.8573,-11.8511,-11.2759,-11.2707,-11.2656,-11.2605,-11.255,-11.2496,-11.2444,-10.6612,-10.6569,-10.6525,-10.6482,-10.6436,-10.6389,-10.6345,-10.0358,-10.032,-10.0283,-10.0245,-10.0204,-10.0163,-10.0124
10,0.195332,-13.7591,-13.7489,-13.7386,-13.7278,-13.7168,-13.7052,-13.694,-13.0703,-13.0613,-13.0521,-13.0423,-13.0322,-13.0215,-13.0111,-12.422,-12.4148,-12.4074,-12.3996,-12.3919,-12.3838,-12.3758,-11.8136,-11.8077,-11.8018,-11.7954,-11.7889,-11.782,-11.7752,-11.2128,-11.2078,-11.2027,-11.1973,-11.1917,-11.1857,-11.18,-10.6071,-10.6028,-10.5984,-10.5938,-10.589,-10.584,-10.5791,-9.98865,-9.98493,-9.98114,-9.9771,-9.97294,-9.96852,-9.96423
11,0.216131,-13.6437,-13.6314,-13.6196,-13.6082,-13.597,-13.5859,-13.5755,-12.964,-12.9526,-12.9416,-12.9309,-12.9202,-12.9095,-12.8992,-12.339,-12.3297,-12.3207,-12.3119,-12.3032,-12.2944,-12.286,-11.7439,-11.736,-11.7286,-11.7213,-11.7141,-11.7069,-11.7,-11.1536,-11.147,-11.1405,-11.1343,-11.128,-11.1218,-11.1158,-10.5562,-10.5505,-10.5449,-10.5395,-10.534,-10.5286,-10.5235,-9.94428,-9.93925,-9.93439,-9.92973,-9.92508,-9.92043,-9.91598
12,0.237172,-13.5258,-13.5099,-13.4946,-13.4794,-13.4641,-13.4484,-13.4329,-12.8567,-12.845,-12.8338,-12.8229,-12.8121,-12.8009,-12.7899,-12.2528,-12.2437,-12.235,-12.2263,-12.2176,-12.2086,-12.1997,-11.6713,-11.6634,-11.6558,-11.6482,-11.6408,-11.6332,-11.6257,-11.0912,-11.0844,-11.078,-11.0716,-11.0652,-11.0585,-11.052,-10.5023,-10.4964,-10.4908,-10.4851,-10.4795,-10.4737,-10.468,-9.89754,-9.89243,-9.88755,-9.88267,-9.87779,-9.87278,-9.86785
13,0.258456,-13.3814,-13.368,-13.3536,-13.3384,-13.3232,-13.308,-13.2934,-12.7527,-12.7416,-12.7298,-12.7173,-12.705,-12.693,-12.6816,-12.1697,-12.161,-12.1516,-12.1417,-12.1318,-12.1219,-12.1124,-11.6002,-11.5927,-11.5846,-11.5761,-11.5676,-11.5591,-11.5511,-11.0299,-11.0233,-11.0164,-11.0091,-11.0018,-10.9945,-10.9876,-10.4489,-10.4433,-10.4373,-10.4309,-10.4245,-10.4181,-10.412,-9.85115,-9.84619,-9.8409,-9.83528,-9.82967,-9.82405,-9.81868
14,0.279986,-13.2573,-13.2425,-13.2258,-13.2086,-13.1927,-13.1778,-13.1639,-12.6532,-12.6415,-12.6283,-12.6148,-12.6015,-12.589,-12.578,-12.0889,-12.0793,-12.0685,-12.0574,-12.0464,-12.0361,-12.0259,-11.5313,-11.5231,-11.5139,-11.5045,-11.4952,-11.4864,-11.4778,-10.9703,-10.9632,-10.9551,-10.9469,-10.9389,-10.9314,-10.924,-10.3969,-10.3907,-10.3838,-10.3767,-10.3697,-10.3631,-10.3566,-9.8054,-9.80005,-9.79401,-9.7878,-9.78167,-9.77589,-9.77019
15,0.301766,-13.1446,-13.1248,-13.1042,-13.0866,-13.0696,-13.0531,-13.0382,-12.5627,-12.547,-12.5307,-12.5167,-12.5032,-12.4902,-12.4781,-12.0129,-11.9992,-11.9855,-11.9737,-11.9624,-11.9514,-11.9412,-11.467,-11.4555,-11.4436,-11.4333,-11.4235,-11.4139,-11.405,-10.9145,-10.9045,-10.8941,-10.8851,-10.8765,-10.8682,-10.8606,-10.3483,-10.3394,-10.3303,-10.3225,-10.315,-10.3078,-10.3011,-9.76298,-9.75526,-9.74724,-9.74046,-9.73398,-9.72769,-9.72185
16,0.323799,-13.0131,-12.9981,-12.9825,-12.9664,-12.9497,-12.9329,-12.9161,-12.4578,-12.4462,-12.4342,-12.4217,-12.4088,-12.3958,-12.3828,-11.9238,-11.9134,-11.9026,-11.8917,-11.8804,-11.8692,-11.8579,-11.3901,-11.3812,-11.372,-11.3625,-11.3526,-11.3427,-11.3328,-10.8476,-10.8398,-10.8318,-10.8234,-10.8148,-10.8061,-10.7975,-10.2896,-10.2827,-10.2756,-10.2683,-10.2607,-10.2531,-10.2456,-9.71189,-9.70593,-9.69976,-9.6934,-9.68677,-9.68014,-9.67352
17,0.346087,-12.9008,-12.8833,-12.8668,-12.8498,-12.8327,-12.8152,-12.7987,-12.3705,-12.3563,-12.3428,-12.3289,-12.3148,-12.3007,-12.2872,-11.8472,-11.8348,-11.8231,-11.811,-11.799,-11.7871,-11.7757,-11.3234,-11.3127,-11.3027,-11.2923,-11.2818,-11.2713,-11.2612,-10.7894,-10.78,-10.7711,-10.762,-10.7528,-10.7435,-10.7347,-10.2385,-10.2302,-10.2224,-10.2144,-10.2062,-10.1981,-10.1903,-9.66725,-9.65996,-9.65309,-9.64601,-9.63883,-9.63165,-9.62481
18,0.368632,-12.7913,-12.7736,-12.7557,-12.7389,-12.7223,-12.7062,-12.6898,-12.2811,-12.2657,-12.2498,-12.2348,-12.2201,-12.2057,-12.1912,-11.7706,-11.7575,-11.7441,-11.7314,-11.7189,-11.707,-11.6949,-11.2567,-11.2452,-11.2336,-11.2226,-11.2118,-11.2013,-11.1907,-10.7307,-10.7208,-10.7105,-10.7008,-10.6913,-10.682,-10.6726,-10.1869,-10.178,-10.169,-10.1604,-10.152,-10.1438,-10.1355,-9.62179,-9.61404,-9.60608,-9.59855,-9.59113,-9.58392,-9.57661
