gridnumber,capital,policy[0 0 00],policy[0 0 01],policy[0 0 02],policy[0 0 10],policy[0 0 11],policy[0 0 12],policy[0 0 20],policy[0 0 21],policy[0 0 22],policy[0 1 00],policy[0 1 01],policy[0 1 02],policy[0 1 10],policy[0 1 11],policy[0 1 12],policy[0 1 20],policy[0 1 21],policy[0 1 22],policy[0 2 00],policy[0 2 01],policy[0 2 02],policy[0 2 10],policy[0 2 11],policy[0 2 12],policy[0 2 20],policy[0 2 21],policy[0 2 22],policy[1 0 00],policy[1 0 01],policy[1 0 02],policy[1 0 10],policy[1 0 11],policy[1 0 12],policy[1 0 20],policy[1 0 21],policy[1 0 22],policy[1 1 00],policy[1 1 01],policy[1 1 02],policy[1 1 10],policy[1 1 11],policy[1 1 12],policy[1 1 20],policy[1 1 21],policy[1 1 22],policy[1 2 00],policy[1 2 01],policy[1 2 02],policy[1 2 10],policy[1 2 11],policy[1 2 12],policy[1 2 20],policy[1 2 21],policy[1 2 22],policy[2 0 00],policy[2 0 01],policy[2 0 02],policy[2 0 10],policy[2 0 11],policy[2 0 12],policy[2 0 20],policy[2 0 21],policy[2 0 22],policy[2 1 00],policy[2 1 01],policy[2 1 02],policy[2 1 10],policy[2 1 11],policy[2 1 12],policy[2 1 20],policy[2 1 21],policy[2 1 22],policy[2 2 00],policy[2 2 01],policy[2 2 02],policy[2 2 10],policy[2 2 11],policy[2 2 12],policy[2 2 20],policy[2 2 21],policy[2 2 22]
0,0,0,0,0,0,0,0,0.0559244,0.0559244,0.0559244,0,0,0,0,0,0,0.0559244,0.0559244,0.0559244,0,0,0,0,0,0,0.0559244,0.0559244,0.0559244,0,0,0,0,0,0,0.0559244,0.0559244,0.0559244,0,0,0,0,0,0,0.0559244,0.0559244,0.0559244,0,0,0,0,0,0,0.0559244,0.0559244,0.0559244,0,0,0,0,0,0,0.0559244,0.0559244,0.0559244,0,0,0,0,0,0,0.0559244,0.0559244,0.0559244,0,0,0,0,0,0,0.0559244,0.0559244,0.0559244
1,0.0572595,0,0,0,0.04486,0.04486,0.04486,0.102249,0.102249,0.102249,0,0,0,0.04486,0.04486,0.04486,0.102249,0.102249,0.102249,0,0,0,0.04486,0.04486,0.04486,0.102249,0.102249,0.102249,0,0,0,0.04486,0.04486,0.04486,0.102249,0.102249,0.102249,0,0,0,0.04486,0.04486,0.04486,0.102249,0.102249,0.102249,0,0,0,0.04486,0.04486,0.04486,0.102249,0.102249,0.102249,0,0,0,0.04486,0.04486,0.04486,0.102249,0.102249,0.102249,0,0,0,0.04486,0.04486,0.04486,0.102249,0.102249,0.102249,0,0,0,0.04486,0.04486,0.04486,0.102249,0.102249,0.102249
2,0.116568,0.0484531,0.0484531,0.0484531,0.0917024,0.0917024,0.0917024,0.150671,0.150671,0.151807,0.0484531,0.0484531,0.0484531,0.0917024,0.0917024,0.0917024,0.150671,0.150671,0.151807,0.0484531,0.0484531,0.0484531,0.0917024,0.0917024,0.0917024,0.150671,0.150671,0.151807,0.0484531,0.0484531,0.0484531,0.0917024,0.0917024,0.0917024,0.151631,0.151631,0.151807,0.0484531,0.0484531,0.0484531,0.0917024,0.0917024,0.0917024,0.151631,0.151631,0.151807,0.0484531,0.0484531,0.0484531,0.0917024,0.0917024,0.0917024,0.151631,0.151631,0.151807,0.0484531,0.0484531,0.0484531,0.0917024,0.0917024,0.0917024,0.152592,0.152592,0.151807,0.0484531,0.0484531,0.0484531,0.0917024,0.0917024,0.0917024,0.152592,0.152592,0.151807,0.0484531,0.0484531,0.0484531,0.0917024,0.0917024,0.0917024,0.152592,0.152592,0.151807
3,0.177999,0.0945095,0.0945095,0.0945095,0.13893,0.140566,0.140566,0.20285,0.20285,0.204492,0.0945095,0.0945095,0.0945095,0.13893,0.140566,0.140566,0.20285,0.20285,0.204492,0.0945095,0.0945095,0.0945095,0.13893,0.140566,0.140566,0.20285,0.20285,0.204492,0.0945095,0.0945095,0.0945095,0.140364,0.140566,0.140566,0.204349,0.204349,0.204492,0.0945095,0.0945095,0.0945095,0.140364,0.140566,0.140566,0.204349,0.204349,0.204492,0.0945095,0.0945095,0.0945095,0.140364,0.140566,0.140566,0.204349,0.204349,0.204492,0.0945095,0.0945095,0.0945095,0.141798,0.140566,0.140566,0.205848,0.205848,0.204492,0.0945095,0.0945095,0.0945095,0.141798,0.140566,0.140566,0.205848,0.205848,0.204492,0.0945095,0.0945095,0.0945095,0.141798,0.140566,0.140566,0.205848,0.205848,0.204492
4,0.241629,0.143704,0.143704,0.143704,0.191635,0.193782,0.193782,0.257737,0.257737,0.257737,0.143704,0.143704,0.143704,0.191635,0.193782,0.193782,0.257737,0.257737,0.257737,0.143704,0.143704,0.143704,0.191635,0.193782,0.193782,0.257737,0.257737,0.257737,0.143704,0.143704,0.143704,0.193643,0.193782,0.193782,0.2598,0.2598,0.2598,0.143704,0.143704,0.143704,0.193643,0.193782,0.193782,0.2598,0.2598,0.2598,0.143704,0.143704,0.143704,0.193643,0.193782,0.193782,0.2598,0.2598,0.2598,0.143704,0.143704,0.143704,0.195651,0.193782,0.193782,0.261863,0.261863,0.261863,0.143704,0.143704,0.143704,0.195651,0.193782,0.193782,0.261863,0.261863,0.261863,0.143704,0.143704,0.143704,0.195651,0.193782,0.193782,0.261863,0.261863,0.261863
5,0.307536,0.197973,0.197973,0.197973,0.247598,0.250328,0.250328,0.31518,0.31518,0.31518,0.197973,0.197973,0.197973,0.247598,0.250328,0.250328,0.31518,0.31518,0.31518,0.197973,0.197973,0.197973,0.247598,0.250328,0.250328,0.31518,0.31518,0.31518,0.197973,0.197973,0.197973,0.250195,0.250328,0.250328,0.317821,0.317821,0.317821,0.197973,0.197973,0.197973,0.250195,0.250328,0.250328,0.317821,0.317821,0.317821,0.197973,0.197973,0.197973,0.250195,0.250328,0.250328,0.317821,0.317821,0.317821,0.197973,0.197973,0.197973,0.252793,0.250328,0.250328,0.320463,0.320463,0.320463,0.197973,0.197973,0.197973,0.252793,0.250328,0.250328,0.320463,0.320463,0.320463,0.197973,0.197973,0.197973,0.252793,0.250328,0.250328,0.320463,0.320463,0.320463
6,0.375801,0.25597,0.25597,0.25597,0.306418,0.30975,0.30975,0.375,0.375,0.375,0.25597,0.25597,0.25597,0.306418,0.30975,0.30975,0.375,0.375,0.375,0.25597,0.25597,0.25597,0.306418,0.30975,0.30975,0.375,0.375,0.375,0.25597,0.25597,0.25597,0.309616,0.30975,0.30975,0.378241,0.378241,0.378241,0.25597,0.25597,0.25597,0.309616,0.30975,0.30975,0.378241,0.378241,0.378241,0.25597,0.25597,0.25597,0.309616,0.30975,0.30975,0.378241,0.378241,0.378241,0.25597,0.25597,0.25597,0.312827,0.30975,0.30975,0.381486,0.381486,0.381486,0.25597,0.25597,0.25597,0.312827,0.30975,0.30975,0.381486,0.381486,0.381486,0.25597,0.25597,0.25597,0.312827,0.30975,0.30975,0.381486,0.381486,0.381486
7,0.44651,0.317016,0.317016,0.317016,0.368037,0.371912,0.371912,0.437275,0.437275,0.437275,0.317016,0.317016,0.317016,0.368037,0.371912,0.371912,0.437275,0.437275,0.437275,0.317016,0.317016,0.317016,0.368037,0.371912,0.371912,0.437275,0.437275,0.437275,0.317016,0.317016,0.317016,0.371852,0.371912,0.371912,0.44113,0.44113,0.44113,0.317016,0.317016,0.317016,0.371852,0.371912,0.371912,0.44113,0.44113,0.44113,0.317016,0.317016,0.317016,0.371852,0.371912,0.371912,0.44113,0.44113,0.44113,0.317016,0.317016,0.317016,0.375667,0.371912,0.371912,0.444986,0.444986,0.444986,0.317016,0.317016,0.317016,0.375667,0.371912,0.371912,0.444986,0.444986,0.444986,0.317016,0.317016,0.317016,0.375667,0.371912,0.371912,0.444986,0.444986,0.444986
8,0.519749,0.381116,0.381116,0.381116,0.432257,0.436729,0.436729,0.502418,0.502418,0.502418,0.381116,0.381116,0.381116,0.432257,0.436729,0.436729,0.502418,0.502418,0.502418,0.381116,0.381116,0.381116,0.432257,0.436729,0.436729,0.502418,0.502418,0.502418,0.381116,0.381116,0.381116,0.436729,0.436729,0.436729,0.506957,0.506957,0.506957,0.381116,0.381116,0.381116,0.436729,0.436729,0.436729,0.506957,0.506957,0.506957,0.381116,0.381116,0.381116,0.436729,0.436729,0.436729,0.506957,0.506957,0.506957,0.381116,0.381116,0.381116,0.4412,0.436729,0.436729,0.511497,0.511497,0.511497,0.381116,0.381116,0.381116,0.4412,0.436729,0.436729,0.511497,0.511497,0.511497,0.381116,0.381116,0.381116,0.4412,0.436729,0.436729,0.511497,0.511497,0.511497
9,0.595608,0.448104,0.448104,0.448104,0.499338,0.504593,0.504593,0.570476,0.570476,0.570476,0.448104,0.448104,0.448104,0.499338,0.504593,0.504593,0.570476,0.570476,0.570476,0.448104,0.448104,0.448104,0.499338,0.504593,0.504593,0.570476,0.570476,0.570476,0.448104,0.448104,0.448104,0.504512,0.504593,0.504593,0.575727,0.575727,0.575727,0.448104,0.448104,0.448104,0.504512,0.504593,0.504593,0.575727,0.575727,0.575727,0.448104,0.448104,0.448104,0.504512,0.504593,0.504593,0.575727,0.575727,0.575727,0.448104,0.448104,0.448104,0.509686,0.504593,0.504593,0.580978,0.580978,0.580978,0.448104,0.448104,0.448104,0.509686,0.504593,0.504593,0.580978,0.580978,0.580978,0.448104,0.448104,0.448104,0.509686,0.504593,0.504593,0.580978,0.580978,0.580978
