gridnumber,capital,Port[0 0 000000],Port[0 0 000001],Port[0 0 000002],Port[0 0 000010],Port[0 0 000011],Port[0 0 000012],Port[0 0 000020],Port[0 0 000021],Port[0 0 000022],Port[0 0 000100],Port[0 0 000101],Port[0 0 000102],Port[0 0 000110],Port[0 0 000111],Port[0 0 000112],Port[0 0 000120],Port[0 0 000121],Port[0 0 000122],Port[0 0 000200],Port[0 0 000201],Port[0 0 000202],Port[0 0 000210],Port[0 0 000211],Port[0 0 000212],Port[0 0 000220],Port[0 0 000221],Port[0 0 000222],Port[0 0 001000],Port[0 0 001001],Port[0 0 001002],Port[0 0 001010],Port[0 0 001011],Port[0 0 001012],Port[0 0 001020],Port[0 0 001021],Port[0 0 001022],Port[0 0 001100],Port[0 0 001101],Port[0 0 001102],Port[0 0 001110],Port[0 0 001111],Port[0 0 001112],Port[0 0 001120],Port[0 0 001121],Port[0 0 001122],Port[0 0 001200],Port[0 0 001201],Port[0 0 001202],Port[0 0 001210],Port[0 0 001211],Port[0 0 001212],Port[0 0 001220],Port[0 0 001221],Port[0 0 001222],Port[0 0 002000],Port[0 0 002001],Port[0 0 002002],Port[0 0 002010],Port[0 0 002011],Port[0 0 002012],Port[0 0 002020],Port[0 0 002021],Port[0 0 002022],Port[0 0 002100],Port[0 0 002101],Port[0 0 002102],Port[0 0 002110],Port[0 0 002111],Port[0 0 002112],Port[0 0 002120],Port[0 0 002121],Port[0 0 002122],Port[0 0 002200],Port[0 0 002201],Port[0 0 002202],Port[0 0 002210],Port[0 0 002211],Port[0 0 002212],Port[0 0 002220],Port[0 0 002221],Port[0 0 002222],Port[0 0 010000],Port[0 0 010001],Port[0 0 010002],Port[0 0 010010],Port[0 0 010011],Port[0 0 010012],Port[0 0 010020],Port[0 0 010021],Port[0 0 010022],Port[0 0 010100],Port[0 0 010101],Port[0 0 010102],Port[0 0 010110],Port[0 0 010111],Port[0 0 010112],Port[0 0 010120],Port[0 0 010121],Port[0 0 010122],Port[0 0 010200],Port[0 0 010201],Port[0 0 010202],Port[0 0 010210],Port[0 0 010211],Port[0 0 010212],Port[0 0 010220],Port[0 0 010221],Port[0 0 010222],Port[0 0 011000],Port[0 0 011001],Port[0 0 011002],Port[0 0 011010],Port[0 0 011011],Port[0 0 011012],Port[0 0 011020],Port[0 0 011021],Port[0 0 011022],Port[0 0 011100],Port[0 0 011101],Port[0 0 011102],Port[0 0 011110],Port[0 0 011111],Port[0 0 011112],Port[0 0 011120],Port[0 0 011121],Port[0 0 011122],Port[0 0 011200],Port[0 0 011201],Port[0 0 011202],Port[0 0 011210],Port[0 0 011211],Port[0 0 011212],Port[0 0 011220],Port[0 0 011221],Port[0 0 011222],Port[0 0 012000],Port[0 0 012001],Port[0 0 012002],Port[0 0 012010],Port[0 0 012011],Port[0 0 012012],Port[0 0 012020],Port[0 0 012021],Port[0 0 012022],Port[0 0 012100],Port[0 0 012101],Port[0 0 012102],Port[0 0 012110],Port[0 0 012111],Port[0 0 012112],Port[0 0 012120],Port[0 0 012121],Port[0 0 012122],Port[0 0 012200],Port[0 0 012201],Port[0 0 012202],Port[0 0 012210],Port[0 0 012211],Port[0 0 012212],Port[0 0 012220],Port[0 0 012221],Port[0 0 012222],Port[0 0 020000],Port[0 0 020001],Port[0 0 020002],Port[0 0 020010],Port[0 0 020011],Port[0 0 020012],Port[0 0 020020],Port[0 0 020021],Port[0 0 020022],Port[0 0 020100],Port[0 0 020101],Port[0 0 020102],Port[0 0 020110],Port[0 0 020111],Port[0 0 020112],Port[0 0 020120],Port[0 0 020121],Port[0 0 020122],Port[0 0 020200],Port[0 0 020201],Port[0 0 020202],Port[0 0 020210],Port[0 0 020211],Port[0 0 020212],Port[0 0 020220],Port[0 0 020221],Port[0 0 020222],Port[0 0 021000],Port[0 0 021001],Port[0 0 021002],Port[0 0 021010],Port[0 0 021011],Port[0 0 021012],Port[0 0 021020],Port[0 0 021021],Port[0 0 021022],Port[0 0 021100],Port[0 0 021101],Port[0 0 021102],Port[0 0 021110],Port[0 0 021111],Port[0 0 021112],Port[0 0 021120],Port[0 0 021121],Port[0 0 021122],Port[0 0 021200],Port[0 0 021201],Port[0 0 021202],Port[0 0 021210],Port[0 0 021211],Port[0 0 021212],Port[0 0 021220],Port[0 0 021221],Port[0 0 021222],Port[0 0 022000],Port[0 0 022001],Port[0 0 022002],Port[0 0 022010],Port[0 0 022011],Port[0 0 022012],Port[0 0 022020],Port[0 0 022021],Port[0 0 022022],Port[0 0 022100],Port[0 0 022101],Port[0 0 022102],Port[0 0 022110],Port[0 0 022111],Port[0 0 022112],Port[0 0 022120],Port[0 0 022121],Port[0 0 022122],Port[0 0 022200],Port[0 0 022201],Port[0 0 022202],Port[0 0 022210],Port[0 0 022211],Port[0 0 022212],Port[0 0 022220],Port[0 0 022221],Port[0 0 022222],Port[0 0 100000],Port[0 0 100001],Port[0 0 100002],Port[0 0 100010],Port[0 0 100011],Port[0 0 100012],Port[0 0 100020],Port[0 0 100021],Port[0 0 100022],Port[0 0 100100],Port[0 0 100101],Port[0 0 100102],Port[0 0 100110],Port[0 0 100111],Port[0 0 100112],Port[0 0 100120],Port[0 0 100121],Port[0 0 100122],Port[0 0 100200],Port[0 0 100201],Port[0 0 100202],Port[0 0 100210],Port[0 0 100211],Port[0 0 100212],Port[0 0 100220],Port[0 0 100221],Port[0 0 100222],Port[0 0 101000],Port[0 0 101001],Port[0 0 101002],Port[0 0 101010],Port[0 0 101011],Port[0 0 101012],Port[0 0 101020],Port[0 0 101021],Port[0 0 101022],Port[0 0 101100],Port[0 0 101101],Port[0 0 101102],Port[0 0 101110],Port[0 0 101111],Port[0 0 101112],Port[0 0 101120],Port[0 0 101121],Port[0 0 101122],Port[0 0 101200],Port[0 0 101201],Port[0 0 101202],Port[0 0 101210],Port[0 0 101211],Port[0 0 101212],Port[0 0 101220],Port[0 0 101221],Port[0 0 101222],Port[0 0 102000],Port[0 0 102001],Port[0 0 102002],Port[0 0 102010],Port[0 0 102011],Port[0 0 102012],Port[0 0 102020],Port[0 0 102021],Port[0 0 102022],Port[0 0 102100],Port[0 0 102101],Port[0 0 102102],Port[0 0 102110],Port[0 0 102111],Port[0 0 102112],Port[0 0 102120],Port[0 0 102121],Port[0 0 102122],Port[0 0 102200],Port[0 0 102201],Port[0 0 102202],Port[0 0 102210],Port[0 0 102211],Port[0 0 102212],Port[0 0 102220],Port[0 0 102221],Port[0 0 102222],Port[0 0 110000],Port[0 0 110001],Port[0 0 110002],Port[0 0 110010],Port[0 0 110011],Port[0 0 110012],Port[0 0 110020],Port[0 0 110021],Port[0 0 110022],Port[0 0 110100],Port[0 0 110101],Port[0 0 110102],Port[0 0 110110],Port[0 0 110111],Port[0 0 110112],Port[0 0 110120],Port[0 0 110121],Port[0 0 110122],Port[0 0 110200],Port[0 0 110201],Port[0 0 110202],Port[0 0 110210],Port[0 0 110211],Port[0 0 110212],Port[0 0 110220],Port[0 0 110221],Port[0 0 110222],Port[0 0 111000],Port[0 0 111001],Port[0 0 111002],Port[0 0 111010],Port[0 0 111011],Port[0 0 111012],Port[0 0 111020],Port[0 0 111021],Port[0 0 111022],Port[0 0 111100],Port[0 0 111101],Port[0 0 111102],Port[0 0 111110],Port[0 0 111111],Port[0 0 111112],Port[0 0 111120],Port[0 0 111121],Port[0 0 111122],Port[0 0 111200],Port[0 0 111201],Port[0 0 111202],Port[0 0 111210],Port[0 0 111211],Port[0 0 111212],Port[0 0 111220],Port[0 0 111221],Port[0 0 111222],Port[0 0 112000],Port[0 0 112001],Port[0 0 112002],Port[0 0 112010],Port[0 0 112011],Port[0 0 112012],Port[0 0 112020],Port[0 0 112021],Port[0 0 112022],Port[0 0 112100],Port[0 0 112101],Port[0 0 112102],Port[0 0 112110],Port[0 0 112111],Port[0 0 112112],Port[0 0 112120],Port[0 0 112121],Port[0 0 112122],Port[0 0 112200],Port[0 0 112201],Port[0 0 112202],Port[0 0 112210],Port[0 0 112211],Port[0 0 112212],Port[0 0 112220],Port[0 0 112221],Port[0 0 112222],Port[0 0 120000],Port[0 0 120001],Port[0 0 120002],Port[0 0 120010],Port[0 0 120011],Port[0 0 120012],Port[0 0 120020],Port[0 0 120021],Port[0 0 120022],Port[0 0 120100],Port[0 0 120101],Port[0 0 120102],Port[0 0 120110],Port[0 0 120111],Port[0 0 120112],Port[0 0 120120],Port[0 0 120121],Port[0 0 120122],Port[0 0 120200],Port[0 0 120201],Port[0 0 120202],Port[0 0 120210],Port[0 0 120211],Port[0 0 120212],Port[0 0 120220],Port[0 0 120221],Port[0 0 120222],Port[0 0 121000],Port[0 0 121001],Port[0 0 121002],Port[0 0 121010],Port[0 0 121011],Port[0 0 121012],Port[0 0 121020],Port[0 0 121021],Port[0 0 121022],Port[0 0 121100],Port[0 0 121101],Port[0 0 121102],Port[0 0 121110],Port[0 0 121111],Port[0 0 121112],Port[0 0 121120],Port[0 0 121121],Port[0 0 121122],Port[0 0 121200],Port[0 0 121201],Port[0 0 121202],Port[0 0 121210],Port[0 0 121211],Port[0 0 121212],Port[0 0 121220],Port[0 0 121221],Port[0 0 121222],Port[0 0 122000],Port[0 0 122001],Port[0 0 122002],Port[0 0 122010],Port[0 0 122011],Port[0 0 122012],Port[0 0 122020],Port[0 0 122021],Port[0 0 122022],Port[0 0 122100],Port[0 0 122101],Port[0 0 122102],Port[0 0 122110],Port[0 0 122111],Port[0 0 122112],Port[0 0 122120],Port[0 0 122121],Port[0 0 122122],Port[0 0 122200],Port[0 0 122201],Port[0 0 122202],Port[0 0 122210],Port[0 0 122211],Port[0 0 122212],Port[0 0 122220],Port[0 0 122221],Port[0 0 122222],Port[0 0 200000],Port[0 0 200001],Port[0 0 200002],Port[0 0 200010],Port[0 0 200011],Port[0 0 200012],Port[0 0 200020],Port[0 0 200021],Port[0 0 200022],Port[0 0 200100],Port[0 0 200101],Port[0 0 200102],Port[0 0 200110],Port[0 0 200111],Port[0 0 200112],Port[0 0 200120],Port[0 0 200121],Port[0 0 200122],Port[0 0 200200],Port[0 0 200201],Port[0 0 200202],Port[0 0 200210],Port[0 0 200211],Port[0 0 200212],Port[0 0 200220],Port[0 0 200221],Port[0 0 200222],Port[0 0 201000],Port[0 0 201001],Port[0 0 201002],Port[0 0 201010],Port[0 0 201011],Port[0 0 201012],Port[0 0 201020],Port[0 0 201021],Port[0 0 201022],Port[0 0 201100],Port[0 0 201101],Port[0 0 201102],Port[0 0 201110],Port[0 0 201111],Port[0 0 201112],Port[0 0 201120],Port[0 0 201121],Port[0 0 201122],Port[0 0 201200],Port[0 0 201201],Port[0 0 201202],Port[0 0 201210],Port[0 0 201211],Port[0 0 201212],Port[0 0 201220],Port[0 0 201221],Port[0 0 201222],Port[0 0 202000],Port[0 0 202001],Port[0 0 202002],Port[0 0 202010],Port[0 0 202011],Port[0 0 202012],Port[0 0 202020],Port[0 0 202021],Port[0 0 202022],Port[0 0 202100],Port[0 0 202101],Port[0 0 202102],Port[0 0 202110],Port[0 0 202111],Port[0 0 202112],Port[0 0 202120],Port[0 0 202121],Port[0 0 202122],Port[0 0 202200],Port[0 0 202201],Port[0 0 202202],Port[0 0 202210],Port[0 0 202211],Port[0 0 202212],Port[0 0 202220],Port[0 0 202221],Port[0 0 202222],Port[0 0 210000],Port[0 0 210001],Port[0 0 210002],Port[0 0 210010],Port[0 0 210011],Port[0 0 210012],Port[0 0 210020],Port[0 0 210021],Port[0 0 210022],Port[0 0 210100],Port[0 0 210101],Port[0 0 210102],Port[0 0 210110],Port[0 0 210111],Port[0 0 210112],Port[0 0 210120],Port[0 0 210121],Port[0 0 210122],Port[0 0 210200],Port[0 0 210201],Port[0 0 210202],Port[0 0 210210],Port[0 0 210211],Port[0 0 210212],Port[0 0 210220],Port[0 0 210221],Port[0 0 210222],Port[0 0 211000],Port[0 0 211001],Port[0 0 211002],Port[0 0 211010],Port[0 0 211011],Port[0 0 211012],Port[0 0 211020],Port[0 0 211021],Port[0 0 211022],Port[0 0 211100],Port[0 0 211101],Port[0 0 211102],Port[0 0 211110],Port[0 0 211111],Port[0 0 211112],Port[0 0 211120],Port[0 0 211121],Port[0 0 211122],Port[0 0 211200],Port[0 0 211201],Port[0 0 211202],Port[0 0 211210],Port[0 0 211211],Port[0 0 211212],Port[0 0 211220],Port[0 0 211221],Port[0 0 211222],Port[0 0 212000],Port[0 0 212001],Port[0 0 212002],Port[0 0 212010],Port[0 0 212011],Port[0 0 212012],Port[0 0 212020],Port[0 0 212021],Port[0 0 212022],Port[0 0 212100],Port[0 0 212101],Port[0 0 212102],Port[0 0 212110],Port[0 0 212111],Port[0 0 212112],Port[0 0 212120],Port[0 0 212121],Port[0 0 212122],Port[0 0 212200],Port[0 0 212201],Port[0 0 212202],Port[0 0 212210],Port[0 0 212211],Port[0 0 212212],Port[0 0 212220],Port[0 0 212221],Port[0 0 212222],Port[0 0 220000],Port[0 0 220001],Port[0 0 220002],Port[0 0 220010],Port[0 0 220011],Port[0 0 220012],Port[0 0 220020],Port[0 0 220021],Port[0 0 220022],Port[0 0 220100],Port[0 0 220101],Port[0 0 220102],Port[0 0 220110],Port[0 0 220111],Port[0 0 220112],Port[0 0 220120],Port[0 0 220121],Port[0 0 220122],Port[0 0 220200],Port[0 0 220201],Port[0 0 220202],Port[0 0 220210],Port[0 0 220211],Port[0 0 220212],Port[0 0 220220],Port[0 0 220221],Port[0 0 220222],Port[0 0 221000],Port[0 0 221001],Port[0 0 221002],Port[0 0 221010],Port[0 0 221011],Port[0 0 221012],Port[0 0 221020],Port[0 0 221021],Port[0 0 221022],Port[0 0 221100],Port[0 0 221101],Port[0 0 221102],Port[0 0 221110],Port[0 0 221111],Port[0 0 221112],Port[0 0 221120],Port[0 0 221121],Port[0 0 221122],Port[0 0 221200],Port[0 0 221201],Port[0 0 221202],Port[0 0 221210],Port[0 0 221211],Port[0 0 221212],Port[0 0 221220],Port[0 0 221221],Port[0 0 221222],Port[0 0 222000],Port[0 0 222001],Port[0 0 222002],Port[0 0 222010],Port[0 0 222011],Port[0 0 222012],Port[0 0 222020],Port[0 0 222021],Port[0 0 222022],Port[0 0 222100],Port[0 0 222101],Port[0 0 222102],Port[0 0 222110],Port[0 0 222111],Port[0 0 222112],Port[0 0 222120],Port[0 0 222121],Port[0 0 222122],Port[0 0 222200],Port[0 0 222201],Port[0 0 222202],Port[0 0 222210],Port[0 0 222211],Port[0 0 222212],Port[0 0 222220],Port[0 0 222221],Port[0 0 222222]
0,0,0.817333,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817876,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81854,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817333,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817876,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81854,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817333,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817876,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81854,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899055,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899605,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.900276,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899055,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899605,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.900276,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899055,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899605,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.900276,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00465,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00521,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00589,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00465,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00521,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00589,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00465,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00521,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00589,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.508013,1.60507,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60606,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60728,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60507,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60606,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60728,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60507,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60606,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60728,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69541,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69641,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69763,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69541,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69641,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69763,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69541,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69641,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69763,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8092,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8102,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81142,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8092,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8102,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81142,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8092,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8102,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81142,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.17732,2.67823,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67982,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68176,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67823,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67982,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68176,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67823,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67982,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68176,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77301,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7746,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77654,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77301,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7746,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77654,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77301,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7746,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77654,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89162,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89322,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89516,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89162,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89322,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89516,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89162,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89322,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89516,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.05915,4.11742,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1198,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1227,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11742,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1198,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1227,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11742,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1198,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1227,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21512,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2175,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22041,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21512,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2175,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22041,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21512,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2175,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22041,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33669,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33907,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34198,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33669,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33907,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34198,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33669,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33907,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34198,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
