gridnumber,capital,policy[0 0 00],policy[0 0 01],policy[0 0 02],policy[0 0 10],policy[0 0 11],policy[0 0 12],policy[0 0 20],policy[0 0 21],policy[0 0 22],policy[0 1 00],policy[0 1 01],policy[0 1 02],policy[0 1 10],policy[0 1 11],policy[0 1 12],policy[0 1 20],policy[0 1 21],policy[0 1 22],policy[0 2 00],policy[0 2 01],policy[0 2 02],policy[0 2 10],policy[0 2 11],policy[0 2 12],policy[0 2 20],policy[0 2 21],policy[0 2 22],policy[1 0 00],policy[1 0 01],policy[1 0 02],policy[1 0 10],policy[1 0 11],policy[1 0 12],policy[1 0 20],policy[1 0 21],policy[1 0 22],policy[1 1 00],policy[1 1 01],policy[1 1 02],policy[1 1 10],policy[1 1 11],policy[1 1 12],policy[1 1 20],policy[1 1 21],policy[1 1 22],policy[1 2 00],policy[1 2 01],policy[1 2 02],policy[1 2 10],policy[1 2 11],policy[1 2 12],policy[1 2 20],policy[1 2 21],policy[1 2 22],policy[2 0 00],policy[2 0 01],policy[2 0 02],policy[2 0 10],policy[2 0 11],policy[2 0 12],policy[2 0 20],policy[2 0 21],policy[2 0 22],policy[2 1 00],policy[2 1 01],policy[2 1 02],policy[2 1 10],policy[2 1 11],policy[2 1 12],policy[2 1 20],policy[2 1 21],policy[2 1 22],policy[2 2 00],policy[2 2 01],policy[2 2 02],policy[2 2 10],policy[2 2 11],policy[2 2 12],policy[2 2 20],policy[2 2 21],policy[2 2 22]
0,0,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949
1,0.0572595,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072
2,0.116568,0.0175543,0.0175543,0.0175543,0.090585,0.094457,0.094457,0.195425,0.195425,0.206019,0.0175543,0.0175543,0.0175543,0.090585,0.094457,0.094457,0.195425,0.195425,0.206019,0.0175543,0.0175543,0.0175543,0.090585,0.094457,0.094457,0.195425,0.195425,0.206019,0.0175543,0.0175543,0.0175543,0.0938889,0.094457,0.094457,0.204664,0.204664,0.206019,0.0175543,0.0175543,0.0175543,0.0938889,0.094457,0.094457,0.204664,0.204664,0.206019,0.0175543,0.0175543,0.0175543,0.0938889,0.094457,0.094457,0.204664,0.204664,0.206019,0.0175543,0.0175543,0.0175543,0.0971927,0.094457,0.094457,0.213903,0.213903,0.206019,0.0175543,0.0175543,0.0175543,0.0971927,0.094457,0.094457,0.213903,0.213903,0.206019,0.0175543,0.0175543,0.0175543,0.0971927,0.094457,0.094457,0.213903,0.213903,0.206019
3,0.177999,0.0622067,0.0622067,0.0622067,0.124099,0.139459,0.139459,0.24095,0.24095,0.245403,0.0622067,0.0622067,0.0622067,0.124099,0.139459,0.139459,0.24095,0.24095,0.245403,0.0622067,0.0622067,0.0622067,0.124099,0.139459,0.139459,0.24095,0.24095,0.245403,0.0622067,0.0622067,0.0622067,0.137588,0.139459,0.139459,0.255488,0.255488,0.25572,0.0622067,0.0622067,0.0622067,0.137588,0.139459,0.139459,0.255488,0.255488,0.25572,0.0622067,0.0622067,0.0622067,0.137588,0.139459,0.139459,0.255488,0.255488,0.25572,0.0622067,0.0622067,0.0622067,0.151077,0.139459,0.139459,0.270048,0.270048,0.266037,0.0622067,0.0622067,0.0622067,0.151077,0.139459,0.139459,0.270048,0.270048,0.266037,0.0622067,0.0622067,0.0622067,0.151077,0.139459,0.139459,0.270048,0.270048,0.266037
4,0.241629,0.103574,0.103574,0.103574,0.169185,0.189118,0.189118,0.289593,0.289593,0.289593,0.103574,0.103574,0.103574,0.169185,0.189118,0.189118,0.289593,0.289593,0.289593,0.103574,0.103574,0.103574,0.169185,0.189118,0.189118,0.289593,0.289593,0.289593,0.103574,0.103574,0.103574,0.187648,0.189118,0.189118,0.309376,0.309376,0.309376,0.103574,0.103574,0.103574,0.187648,0.189118,0.189118,0.309376,0.309376,0.309376,0.103574,0.103574,0.103574,0.187648,0.189118,0.189118,0.309376,0.309376,0.309376,0.103574,0.103574,0.103574,0.206252,0.189118,0.189118,0.329343,0.329343,0.329343,0.103574,0.103574,0.103574,0.206252,0.189118,0.189118,0.329343,0.329343,0.329343,0.103574,0.103574,0.103574,0.206252,0.189118,0.189118,0.329343,0.329343,0.329343
5,0.307536,0.151038,0.151038,0.151038,0.21649,0.240333,0.240333,0.340331,0.340331,0.340331,0.151038,0.151038,0.151038,0.21649,0.240333,0.240333,0.340331,0.340331,0.340331,0.151038,0.151038,0.151038,0.21649,0.240333,0.240333,0.340331,0.340331,0.340331,0.151038,0.151038,0.151038,0.240169,0.240333,0.240333,0.365744,0.365744,0.365744,0.151038,0.151038,0.151038,0.240169,0.240333,0.240333,0.365744,0.365744,0.365744,0.151038,0.151038,0.151038,0.240169,0.240333,0.240333,0.365744,0.365744,0.365744,0.151038,0.151038,0.151038,0.264942,0.240333,0.240333,0.391345,0.391345,0.391345,0.151038,0.151038,0.151038,0.264942,0.240333,0.240333,0.391345,0.391345,0.391345,0.151038,0.151038,0.151038,0.264942,0.240333,0.240333,0.391345,0.391345,0.391345
6,0.375801,0.202308,0.202308,0.202308,0.266817,0.296365,0.296365,0.393287,0.393287,0.393287,0.202308,0.202308,0.202308,0.266817,0.296365,0.296365,0.393287,0.393287,0.393287,0.202308,0.202308,0.202308,0.266817,0.296365,0.296365,0.393287,0.393287,0.393287,0.202308,0.202308,0.202308,0.297177,0.296365,0.296365,0.424722,0.424722,0.424722,0.202308,0.202308,0.202308,0.297177,0.296365,0.296365,0.424722,0.424722,0.424722,0.202308,0.202308,0.202308,0.297177,0.296365,0.296365,0.424722,0.424722,0.424722,0.202308,0.202308,0.202308,0.327436,0.296365,0.296365,0.456268,0.456268,0.456268,0.202308,0.202308,0.202308,0.327436,0.296365,0.296365,0.456268,0.456268,0.456268,0.202308,0.202308,0.202308,0.327436,0.296365,0.296365,0.456268,0.456268,0.456268
7,0.44651,0.256655,0.256655,0.256655,0.320163,0.35495,0.35495,0.448613,0.448613,0.448613,0.256655,0.256655,0.256655,0.320163,0.35495,0.35495,0.448613,0.448613,0.448613,0.256655,0.256655,0.256655,0.320163,0.35495,0.35495,0.448613,0.448613,0.448613,0.256655,0.256655,0.256655,0.356055,0.35495,0.35495,0.486393,0.486393,0.486393,0.256655,0.256655,0.256655,0.356055,0.35495,0.35495,0.486393,0.486393,0.486393,0.256655,0.256655,0.256655,0.356055,0.35495,0.35495,0.486393,0.486393,0.486393,0.256655,0.256655,0.256655,0.392227,0.35495,0.35495,0.524208,0.524208,0.524208,0.256655,0.256655,0.256655,0.392227,0.35495,0.35495,0.524208,0.524208,0.524208,0.256655,0.256655,0.256655,0.392227,0.35495,0.35495,0.524208,0.524208,0.524208
8,0.519749,0.316495,0.316495,0.316495,0.375208,0.416693,0.416693,0.506554,0.506554,0.506554,0.316495,0.316495,0.316495,0.375208,0.416693,0.416693,0.506554,0.506554,0.506554,0.316495,0.316495,0.316495,0.375208,0.416693,0.416693,0.506554,0.506554,0.506554,0.316495,0.316495,0.316495,0.417702,0.416693,0.416693,0.550777,0.550777,0.550777,0.316495,0.316495,0.316495,0.417702,0.416693,0.416693,0.550777,0.550777,0.550777,0.316495,0.316495,0.316495,0.417702,0.416693,0.416693,0.550777,0.550777,0.550777,0.316495,0.316495,0.316495,0.460622,0.416693,0.416693,0.595105,0.595105,0.595105,0.316495,0.316495,0.316495,0.460622,0.416693,0.416693,0.595105,0.595105,0.595105,0.316495,0.316495,0.316495,0.460622,0.416693,0.416693,0.595105,0.595105,0.595105
9,0.595608,0.378352,0.378352,0.378352,0.433203,0.481729,0.481729,0.566942,0.566942,0.566942,0.378352,0.378352,0.378352,0.433203,0.481729,0.481729,0.566942,0.566942,0.566942,0.378352,0.378352,0.378352,0.433203,0.481729,0.481729,0.566942,0.566942,0.566942,0.378352,0.378352,0.378352,0.482982,0.481729,0.481729,0.61799,0.61799,0.61799,0.378352,0.378352,0.378352,0.482982,0.481729,0.481729,0.61799,0.61799,0.61799,0.378352,0.378352,0.378352,0.482982,0.481729,0.481729,0.61799,0.61799,0.61799,0.378352,0.378352,0.378352,0.533261,0.481729,0.481729,0.669362,0.669362,0.669362,0.378352,0.378352,0.378352,0.533261,0.481729,0.481729,0.669362,0.669362,0.669362,0.378352,0.378352,0.378352,0.533261,0.481729,0.481729,0.669362,0.669362,0.669362
