gridnumber,capital,policy[0 0 00],policy[0 0 01],policy[0 0 02],policy[0 0 10],policy[0 0 11],policy[0 0 12],policy[0 0 20],policy[0 0 21],policy[0 0 22],policy[0 1 00],policy[0 1 01],policy[0 1 02],policy[0 1 10],policy[0 1 11],policy[0 1 12],policy[0 1 20],policy[0 1 21],policy[0 1 22],policy[0 2 00],policy[0 2 01],policy[0 2 02],policy[0 2 10],policy[0 2 11],policy[0 2 12],policy[0 2 20],policy[0 2 21],policy[0 2 22],policy[1 0 00],policy[1 0 01],policy[1 0 02],policy[1 0 10],policy[1 0 11],policy[1 0 12],policy[1 0 20],policy[1 0 21],policy[1 0 22],policy[1 1 00],policy[1 1 01],policy[1 1 02],policy[1 1 10],policy[1 1 11],policy[1 1 12],policy[1 1 20],policy[1 1 21],policy[1 1 22],policy[1 2 00],policy[1 2 01],policy[1 2 02],policy[1 2 10],policy[1 2 11],policy[1 2 12],policy[1 2 20],policy[1 2 21],policy[1 2 22],policy[2 0 00],policy[2 0 01],policy[2 0 02],policy[2 0 10],policy[2 0 11],policy[2 0 12],policy[2 0 20],policy[2 0 21],policy[2 0 22],policy[2 1 00],policy[2 1 01],policy[2 1 02],policy[2 1 10],policy[2 1 11],policy[2 1 12],policy[2 1 20],policy[2 1 21],policy[2 1 22],policy[2 2 00],policy[2 2 01],policy[2 2 02],policy[2 2 10],policy[2 2 11],policy[2 2 12],policy[2 2 20],policy[2 2 21],policy[2 2 22]
10,0.674183,0.444083,0.444083,0.444083,0.494699,0.549731,0.549731,0.629985,0.629985,0.629985,0.444083,0.444083,0.444083,0.494699,0.549731,0.549731,0.629985,0.629985,0.629985,0.444083,0.444083,0.444083,0.494699,0.549731,0.549731,0.629985,0.629985,0.629985,0.444083,0.444083,0.444083,0.55173,0.549731,0.549731,0.688189,0.688189,0.688189,0.444083,0.444083,0.444083,0.55173,0.549731,0.549731,0.688189,0.688189,0.688189,0.444083,0.444083,0.444083,0.55173,0.549731,0.549731,0.688189,0.688189,0.688189,0.444083,0.444083,0.444083,0.609005,0.549731,0.549731,0.746569,0.746569,0.746569,0.444083,0.444083,0.444083,0.609005,0.549731,0.549731,0.746569,0.746569,0.746569,0.444083,0.444083,0.444083,0.609005,0.549731,0.549731,0.746569,0.746569,0.746569
11,0.75557,0.513577,0.513577,0.513577,0.559095,0.620571,0.620571,0.695704,0.695704,0.695704,0.513577,0.513577,0.513577,0.559095,0.620571,0.620571,0.695704,0.695704,0.695704,0.513577,0.513577,0.513577,0.559095,0.620571,0.620571,0.695704,0.695704,0.695704,0.513577,0.513577,0.513577,0.623343,0.620571,0.620571,0.761155,0.761155,0.761155,0.513577,0.513577,0.513577,0.623343,0.620571,0.620571,0.761155,0.761155,0.761155,0.513577,0.513577,0.513577,0.623343,0.620571,0.620571,0.761155,0.761155,0.761155,0.513577,0.513577,0.513577,0.687852,0.620571,0.620571,0.826854,0.826854,0.826854,0.513577,0.513577,0.513577,0.687852,0.620571,0.620571,0.826854,0.826854,0.826854,0.513577,0.513577,0.513577,0.687852,0.620571,0.620571,0.826854,0.826854,0.826854
12,0.839869,0.585785,0.585785,0.585785,0.626125,0.694545,0.694545,0.763992,0.763992,0.763992,0.585785,0.585785,0.585785,0.626125,0.694545,0.694545,0.763992,0.763992,0.763992,0.585785,0.585785,0.585785,0.626125,0.694545,0.694545,0.763992,0.763992,0.763992,0.585785,0.585785,0.585785,0.697887,0.694545,0.694545,0.837021,0.837021,0.837021,0.585785,0.585785,0.585785,0.697887,0.694545,0.694545,0.837021,0.837021,0.837021,0.585785,0.585785,0.585785,0.697887,0.694545,0.694545,0.837021,0.837021,0.837021,0.585785,0.585785,0.585785,0.770069,0.694545,0.694545,0.910379,0.910379,0.910379,0.585785,0.585785,0.585785,0.770069,0.694545,0.694545,0.910379,0.910379,0.910379,0.585785,0.585785,0.585785,0.770069,0.694545,0.694545,0.910379,0.910379,0.910379
13,0.927185,0.661354,0.661354,0.661354,0.695874,0.771647,0.771647,0.834981,0.834981,0.834981,0.661354,0.661354,0.661354,0.695874,0.771647,0.771647,0.834981,0.834981,0.834981,0.661354,0.661354,0.661354,0.695874,0.771647,0.771647,0.834981,0.834981,0.834981,0.661354,0.661354,0.661354,0.775588,0.771647,0.771647,0.915958,0.915958,0.915958,0.661354,0.661354,0.661354,0.775588,0.771647,0.771647,0.915958,0.915958,0.915958,0.661354,0.661354,0.661354,0.775588,0.771647,0.771647,0.915958,0.915958,0.915958,0.661354,0.661354,0.661354,0.855806,0.771647,0.771647,0.997377,0.997377,0.997377,0.661354,0.661354,0.661354,0.855806,0.771647,0.771647,0.997377,0.997377,0.997377,0.661354,0.661354,0.661354,0.855806,0.771647,0.771647,0.997377,0.997377,0.997377
14,1.01763,0.740576,0.740576,0.740576,0.768538,0.851871,0.851871,0.908832,0.908832,0.908832,0.740576,0.740576,0.740576,0.768538,0.851871,0.851871,0.908832,0.908832,0.908832,0.740576,0.740576,0.740576,0.768538,0.851871,0.851871,0.908832,0.908832,0.908832,0.740576,0.740576,0.740576,0.856577,0.851871,0.851871,0.998157,0.998157,0.998157,0.740576,0.740576,0.740576,0.856577,0.851871,0.851871,0.998157,0.998157,0.998157,0.740576,0.740576,0.740576,0.856577,0.851871,0.851871,0.998157,0.998157,0.998157,0.740576,0.740576,0.740576,0.945073,0.851871,0.851871,1.08782,1.08782,1.08782,0.740576,0.740576,0.740576,0.945073,0.851871,0.851871,1.08782,1.08782,1.08782,0.740576,0.740576,0.740576,0.945073,0.851871,0.851871,1.08782,1.08782,1.08782
15,1.1113,0.823112,0.823112,0.823112,0.844266,0.935613,0.935613,0.9857,0.9857,0.9857,0.823112,0.823112,0.823112,0.844266,0.935613,0.935613,0.9857,0.9857,0.9857,0.823112,0.823112,0.823112,0.844266,0.935613,0.935613,0.9857,0.9857,0.9857,0.823112,0.823112,0.823112,0.940873,0.935613,0.935613,1.08358,1.08358,1.08358,0.823112,0.823112,0.823112,0.940873,0.935613,0.935613,1.08358,1.08358,1.08358,0.823112,0.823112,0.823112,0.940873,0.935613,0.935613,1.08358,1.08358,1.08358,0.823112,0.823112,0.823112,1.03809,0.935613,0.935613,1.18178,1.18178,1.18178,0.823112,0.823112,0.823112,1.03809,0.935613,0.935613,1.18178,1.18178,1.18178,0.823112,0.823112,0.823112,1.03809,0.935613,0.935613,1.18178,1.18178,1.18178
16,1.20833,0.909202,0.909202,0.909202,0.923064,1.02285,1.02285,1.06559,1.06559,1.06559,0.909202,0.909202,0.909202,0.923064,1.02285,1.02285,1.06559,1.06559,1.06559,0.909202,0.909202,0.909202,0.923064,1.02285,1.02285,1.06559,1.06559,1.06559,0.909202,0.909202,0.909202,1.02869,1.02285,1.02285,1.17231,1.17231,1.17231,0.909202,0.909202,0.909202,1.02869,1.02285,1.02285,1.17231,1.17231,1.17231,0.909202,0.909202,0.909202,1.02869,1.02285,1.02285,1.17231,1.17231,1.17231,0.909202,0.909202,0.909202,1.13489,1.02285,1.02285,1.27947,1.27947,1.27947,0.909202,0.909202,0.909202,1.13489,1.02285,1.02285,1.27947,1.27947,1.27947,0.909202,0.909202,0.909202,1.13489,1.02285,1.02285,1.27947,1.27947,1.27947
17,1.30884,0.999009,0.999009,0.999009,1.00516,1.11362,1.11362,1.14855,1.14855,1.14855,0.999009,0.999009,0.999009,1.00516,1.11362,1.11362,1.14855,1.14855,1.14855,0.999009,0.999009,0.999009,1.00516,1.11362,1.11362,1.14855,1.14855,1.14855,0.999009,0.999009,0.999009,1.12006,1.11362,1.11362,1.26454,1.26454,1.26454,0.999009,0.999009,0.999009,1.12006,1.11362,1.11362,1.26454,1.26454,1.26454,0.999009,0.999009,0.999009,1.12006,1.11362,1.11362,1.26454,1.26454,1.26454,0.999009,0.999009,0.999009,1.2356,1.11362,1.11362,1.38104,1.38104,1.38104,0.999009,0.999009,0.999009,1.2356,1.11362,1.11362,1.38104,1.38104,1.38104,0.999009,0.999009,0.999009,1.2356,1.11362,1.11362,1.38104,1.38104,1.38104
18,1.41294,1.09251,1.09251,1.09251,1.09056,1.20806,1.20806,1.23474,1.23474,1.23474,1.09251,1.09251,1.09251,1.09056,1.20806,1.20806,1.23474,1.23474,1.23474,1.09251,1.09251,1.09251,1.09056,1.20806,1.20806,1.23474,1.23474,1.23474,1.09251,1.09251,1.09251,1.21512,1.20806,1.20806,1.36042,1.36042,1.36042,1.09251,1.09251,1.09251,1.21512,1.20806,1.20806,1.36042,1.36042,1.36042,1.09251,1.09251,1.09251,1.21512,1.20806,1.20806,1.36042,1.36042,1.36042,1.09251,1.09251,1.09251,1.3403,1.20806,1.20806,1.48659,1.48659,1.48659,1.09251,1.09251,1.09251,1.3403,1.20806,1.20806,1.48659,1.48659,1.48659,1.09251,1.09251,1.09251,1.3403,1.20806,1.20806,1.48659,1.48659,1.48659
19,1.52076,1.18984,1.18984,1.18984,1.17939,1.30627,1.30627,1.32433,1.32433,1.32433,1.18984,1.18984,1.18984,1.17939,1.30627,1.30627,1.32433,1.32433,1.32433,1.18984,1.18984,1.18984,1.17939,1.30627,1.30627,1.32433,1.32433,1.32433,1.18984,1.18984,1.18984,1.31392,1.30627,1.30627,1.46004,1.46004,1.46004,1.18984,1.18984,1.18984,1.31392,1.30627,1.30627,1.46004,1.46004,1.46004,1.18984,1.18984,1.18984,1.31392,1.30627,1.30627,1.46004,1.46004,1.46004,1.18984,1.18984,1.18984,1.44914,1.30627,1.30627,1.5962,1.5962,1.5962,1.18984,1.18984,1.18984,1.44914,1.30627,1.30627,1.5962,1.5962,1.5962,1.18984,1.18984,1.18984,1.44914,1.30627,1.30627,1.5962,1.5962,1.5962
20,1.63244,1.29113,1.29113,1.29113,1.27172,1.40829,1.40829,1.41743,1.41743,1.41743,1.29113,1.29113,1.29113,1.27172,1.40829,1.40829,1.41743,1.41743,1.41743,1.29113,1.29113,1.29113,1.27172,1.40829,1.40829,1.41743,1.41743,1.41743,1.29113,1.29113,1.29113,1.41662,1.40829,1.40829,1.5635,1.5635,1.5635,1.29113,1.29113,1.29113,1.41662,1.40829,1.40829,1.5635,1.5635,1.5635,1.29113,1.29113,1.29113,1.41662,1.40829,1.40829,1.5635,1.5635,1.5635,1.29113,1.29113,1.29113,1.56225,1.40829,1.40829,1.71002,1.71002,1.71002,1.29113,1.29113,1.29113,1.56225,1.40829,1.40829,1.71002,1.71002,1.71002,1.29113,1.29113,1.29113,1.56225,1.40829,1.40829,1.71002,1.71002,1.71002
21,1.74812,1.39644,1.39644,1.39644,1.36768,1.51432,1.51432,1.51414,1.51414,1.51414,1.39644,1.39644,1.39644,1.36768,1.51432,1.51432,1.51414,1.51414,1.51414,1.39644,1.39644,1.39644,1.36768,1.51432,1.51432,1.51414,1.51414,1.51414,1.39644,1.39644,1.39644,1.52335,1.51432,1.51432,1.67092,1.67092,1.67092,1.39644,1.39644,1.39644,1.52335,1.51432,1.51432,1.67092,1.67092,1.67092,1.39644,1.39644,1.39644,1.52335,1.51432,1.51432,1.67092,1.67092,1.67092,1.39644,1.39644,1.39644,1.67975,1.51432,1.51432,1.82818,1.82818,1.82818,1.39644,1.39644,1.39644,1.67975,1.51432,1.51432,1.82818,1.82818,1.82818,1.39644,1.39644,1.39644,1.67975,1.51432,1.51432,1.82818,1.82818,1.82818
22,1.86794,1.50593,1.50593,1.50593,1.46738,1.62452,1.62452,1.61455,1.61455,1.61455,1.50593,1.50593,1.50593,1.46738,1.62452,1.62452,1.61455,1.61455,1.61455,1.50593,1.50593,1.50593,1.46738,1.62452,1.62452,1.61455,1.61455,1.61455,1.50593,1.50593,1.50593,1.63422,1.62452,1.62452,1.78243,1.78243,1.78243,1.50593,1.50593,1.50593,1.63422,1.62452,1.62452,1.78243,1.78243,1.78243,1.50593,1.50593,1.50593,1.63422,1.62452,1.62452,1.78243,1.78243,1.78243,1.50593,1.50593,1.50593,1.8018,1.62452,1.62452,1.95084,1.95084,1.95084,1.50593,1.50593,1.50593,1.8018,1.62452,1.62452,1.95084,1.95084,1.95084,1.50593,1.50593,1.50593,1.8018,1.62452,1.62452,1.95084,1.95084,1.95084
23,1.99205,1.61977,1.61977,1.61977,1.57096,1.73898,1.73898,1.71878,1.71878,1.71878,1.61977,1.61977,1.61977,1.57096,1.73898,1.73898,1.71878,1.71878,1.71878,1.61977,1.61977,1.61977,1.57096,1.73898,1.73898,1.71878,1.71878,1.71878,1.61977,1.61977,1.61977,1.74937,1.73898,1.73898,1.89818,1.89818,1.89818,1.61977,1.61977,1.61977,1.74937,1.73898,1.73898,1.89818,1.89818,1.89818,1.61977,1.61977,1.61977,1.74937,1.73898,1.73898,1.89818,1.89818,1.89818,1.61977,1.61977,1.61977,1.92853,1.73898,1.73898,2.07816,2.07816,2.07816,1.61977,1.61977,1.61977,1.92853,1.73898,1.73898,2.07816,2.07816,2.07816,1.61977,1.61977,1.61977,1.92853,1.73898,1.73898,2.07816,2.07816,2.07816
24,2.1206,1.73804,1.73804,1.73804,1.67854,1.84183,1.85787,1.82696,1.82696,1.82696,1.73804,1.73804,1.73804,1.67854,1.84183,1.85787,1.82696,1.82696,1.82696,1.73804,1.73804,1.73804,1.67854,1.84183,1.85787,1.82696,1.82696,1.82696,1.73804,1.73804,1.73804,1.86893,1.85897,1.85787,2.01832,2.01832,2.01832,1.73804,1.73804,1.73804,1.86893,1.85897,1.85787,2.01832,2.01832,2.01832,1.73804,1.73804,1.73804,1.86893,1.85897,1.85787,2.01832,2.01832,2.01832,1.73804,1.73804,1.73804,2.06011,1.87613,1.85787,2.21028,2.21028,2.21028,1.73804,1.73804,1.73804,2.06011,1.87613,1.85787,2.21028,2.21028,2.21028,1.73804,1.73804,1.73804,2.06011,1.87613,1.85787,2.21028,2.21028,2.21028
25,2.25375,1.86092,1.86092,1.86092,1.79024,1.92244,1.98132,1.93924,1.93924,1.93924,1.86092,1.86092,1.86092,1.79024,1.92244,1.98132,1.93924,1.93924,1.93924,1.86092,1.86092,1.86092,1.79024,1.92244,1.98132,1.93924,1.93924,1.93924,1.86092,1.86092,1.86092,1.99308,1.98535,1.98132,2.143,2.143,2.143,1.86092,1.86092,1.86092,1.99308,1.98535,1.98132,2.143,2.143,2.143,1.86092,1.86092,1.86092,1.99308,1.98535,1.98132,2.143,2.143,2.143,1.86092,1.86092,1.86092,2.1967,2.0484,1.98132,2.34738,2.34738,2.34738,1.86092,1.86092,1.86092,2.1967,2.0484,1.98132,2.34738,2.34738,2.34738,1.86092,1.86092,1.86092,2.1967,2.0484,1.98132,2.34738,2.34738,2.34738
26,2.39167,1.98857,1.98857,1.98857,1.90621,2.02663,2.10948,2.05575,2.05575,2.05575,1.98857,1.98857,1.98857,1.90621,2.02663,2.10948,2.05575,2.05575,2.05575,1.98857,1.98857,1.98857,1.90621,2.02663,2.10948,2.05575,2.05575,2.05575,1.98857,1.98857,1.98857,2.12195,2.11514,2.10948,2.27237,2.27237,2.27237,1.98857,1.98857,1.98857,2.12195,2.11514,2.10948,2.27237,2.27237,2.27237,1.98857,1.98857,1.98857,2.12195,2.11514,2.10948,2.27237,2.27237,2.27237,1.98857,1.98857,1.98857,2.33848,2.20383,2.10948,2.48964,2.48964,2.48964,1.98857,1.98857,1.98857,2.33848,2.20383,2.10948,2.48964,2.48964,2.48964,1.98857,1.98857,1.98857,2.33848,2.20383,2.10948,2.48964,2.48964,2.48964
27,2.53452,2.12112,2.12112,2.12112,2.02661,2.14592,2.24253,2.17665,2.17665,2.17665,2.12112,2.12112,2.12112,2.02661,2.14592,2.24253,2.17665,2.17665,2.17665,2.12112,2.12112,2.12112,2.02661,2.14592,2.24253,2.17665,2.17665,2.17665,2.12112,2.12112,2.12112,2.25571,2.24909,2.24253,2.40661,2.40661,2.40661,2.12112,2.12112,2.12112,2.25571,2.24909,2.24253,2.40661,2.40661,2.40661,2.12112,2.12112,2.12112,2.25571,2.24909,2.24253,2.40661,2.40661,2.40661,2.12112,2.12112,2.12112,2.48562,2.35246,2.24253,2.63723,2.63723,2.63723,2.12112,2.12112,2.12112,2.48562,2.35246,2.24253,2.63723,2.63723,2.63723,2.12112,2.12112,2.12112,2.48562,2.35246,2.24253,2.63723,2.63723,2.63723
28,2.68248,2.25875,2.25875,2.25875,2.15157,2.25992,2.38061,2.3021,2.3021,2.3021,2.25875,2.25875,2.25875,2.15157,2.25992,2.38061,2.3021,2.3021,2.3021,2.25875,2.25875,2.25875,2.15157,2.25992,2.38061,2.3021,2.3021,2.3021,2.25875,2.25875,2.25875,2.39453,2.38879,2.38061,2.54588,2.54588,2.54588,2.25875,2.25875,2.25875,2.39453,2.38879,2.38061,2.54588,2.54588,2.54588,2.25875,2.25875,2.25875,2.39453,2.38879,2.38061,2.54588,2.54588,2.54588,2.25875,2.25875,2.25875,2.6383,2.51789,2.38061,2.79034,2.79034,2.79034,2.25875,2.25875,2.25875,2.6383,2.51789,2.38061,2.79034,2.79034,2.79034,2.25875,2.25875,2.25875,2.6383,2.51789,2.38061,2.79034,2.79034,2.79034
29,2.83574,2.40162,2.40162,2.40162,2.28126,2.39121,2.52383,2.43224,2.43224,2.43224,2.40162,2.40162,2.40162,2.28126,2.39121,2.52383,2.43224,2.43224,2.43224,2.40162,2.40162,2.40162,2.28126,2.39121,2.52383,2.43224,2.43224,2.43224,2.40162,2.40162,2.40162,2.53858,2.53285,2.52383,2.69035,2.69035,2.69035,2.40162,2.40162,2.40162,2.53858,2.53285,2.52383,2.69035,2.69035,2.69035,2.40162,2.40162,2.40162,2.53858,2.53285,2.52383,2.69035,2.69035,2.69035,2.40162,2.40162,2.40162,2.79671,2.67473,2.52383,2.94916,2.94916,2.94916,2.40162,2.40162,2.40162,2.79671,2.67473,2.52383,2.94916,2.94916,2.94916,2.40162,2.40162,2.40162,2.79671,2.67473,2.52383,2.94916,2.94916,2.94916
