gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4]
12,0.662804,0.339115,0.339115,0.339115,0.339115,0.339115,0.335895,0.335895,0.335895,0.335895,0.335895,0.332785,0.332785,0.332785,0.332785,0.332785,0.330088,0.330088,0.330088,0.330088,0.330088,0.327919,0.327919,0.327919,0.327919,0.327919
13,0.729114,0.376714,0.376714,0.376714,0.376714,0.376714,0.372629,0.372629,0.372629,0.372629,0.372629,0.368664,0.368664,0.368664,0.368664,0.368664,0.365173,0.365173,0.365173,0.365173,0.365173,0.362321,0.362321,0.362321,0.362321,0.362321
14,0.797368,0.416076,0.416076,0.416076,0.416076,0.416076,0.411206,0.411206,0.411206,0.411206,0.411206,0.406467,0.406467,0.406467,0.406467,0.406467,0.402231,0.402231,0.402231,0.402231,0.402231,0.398708,0.398708,0.398708,0.398708,0.398708
15,0.867622,0.458201,0.458201,0.458201,0.458201,0.458201,0.452318,0.452318,0.452318,0.452318,0.452318,0.446518,0.446518,0.446518,0.446518,0.446518,0.441273,0.441273,0.441273,0.441273,0.441273,0.436851,0.436851,0.436851,0.436851,0.436851
16,0.939934,0.502442,0.502442,0.502442,0.502442,0.502442,0.495525,0.495525,0.495525,0.495525,0.495525,0.488582,0.488582,0.488582,0.488582,0.488582,0.482218,0.482218,0.482218,0.482218,0.482218,0.476774,0.476774,0.476774,0.476774,0.476774
17,1.01437,0.548836,0.548836,0.548836,0.548836,0.548836,0.540936,0.540936,0.540936,0.540936,0.540936,0.532908,0.532908,0.532908,0.532908,0.532908,0.525562,0.525562,0.525562,0.525562,0.525562,0.519181,0.519181,0.519181,0.519181,0.519181
18,1.09098,0.597354,0.597354,0.597354,0.597354,0.597354,0.588652,0.588652,0.588652,0.588652,0.588652,0.579589,0.579589,0.579589,0.579589,0.579589,0.571064,0.571064,0.571064,0.571064,0.571064,0.563582,0.563582,0.563582,0.563582,0.563582
19,1.16984,0.64867,0.64867,0.64867,0.64867,0.64867,0.638814,0.638814,0.638814,0.638814,0.638814,0.628469,0.628469,0.628469,0.628469,0.628469,0.618662,0.618662,0.618662,0.618662,0.618662,0.610026,0.610026,0.610026,0.610026,0.610026
20,1.25101,0.702384,0.702384,0.702384,0.702384,0.702384,0.69148,0.69148,0.69148,0.69148,0.69148,0.679829,0.679829,0.679829,0.679829,0.679829,0.668555,0.668555,0.668555,0.668555,0.668555,0.658675,0.658675,0.658675,0.658675,0.658675
21,1.33455,0.758551,0.758551,0.758551,0.758551,0.758551,0.746709,0.746709,0.746709,0.746709,0.746709,0.733971,0.733971,0.733971,0.733971,0.733971,0.72158,0.72158,0.72158,0.72158,0.72158,0.710462,0.710462,0.710462,0.710462,0.710462
22,1.42055,0.8172,0.8172,0.8172,0.8172,0.8172,0.804423,0.804423,0.804423,0.804423,0.804423,0.790804,0.790804,0.790804,0.790804,0.790804,0.777356,0.777356,0.777356,0.777356,0.777356,0.764944,0.764944,0.764944,0.764944,0.764944
23,1.50907,0.878302,0.878302,0.878302,0.878302,0.878302,0.864572,0.864572,0.864572,0.864572,0.864572,0.849945,0.849945,0.849945,0.849945,0.849945,0.835374,0.835374,0.835374,0.835374,0.835374,0.821826,0.821826,0.821826,0.821826,0.821826
24,1.60018,0.941737,0.941737,0.941737,0.941737,0.941737,0.9273,0.9273,0.9273,0.9273,0.9273,0.911605,0.911605,0.911605,0.911605,0.911605,0.895827,0.895827,0.895827,0.895827,0.895827,0.88098,0.88098,0.88098,0.88098,0.88098
25,1.69396,1.00797,1.00797,1.00797,1.00797,1.00797,0.992969,0.992969,0.992969,0.992969,0.992969,0.976252,0.976252,0.976252,0.976252,0.976252,0.959202,0.959202,0.959202,0.959202,0.959202,0.942959,0.942959,0.942959,0.942959,0.942959
26,1.79048,1.07696,1.07696,1.07696,1.07696,1.07696,1.06136,1.06136,1.06136,1.06136,1.06136,1.04388,1.04388,1.04388,1.04388,1.04388,1.02588,1.02588,1.02588,1.02588,1.02588,1.00875,1.00875,1.00875,1.00875,1.00875
27,1.88984,1.14877,1.14877,1.14877,1.14877,1.14877,1.13247,1.13247,1.13247,1.13247,1.13247,1.11421,1.11421,1.11421,1.11421,1.11421,1.09525,1.09525,1.09525,1.09525,1.09525,1.07715,1.07715,1.07715,1.07715,1.07715
28,1.99211,1.22363,1.22363,1.22363,1.22363,1.22363,1.20658,1.20658,1.20658,1.20658,1.20658,1.18742,1.18742,1.18742,1.18742,1.18742,1.16737,1.16737,1.16737,1.16737,1.16737,1.14819,1.14819,1.14819,1.14819,1.14819
29,2.09737,1.30151,1.30151,1.30151,1.30151,1.30151,1.28379,1.28379,1.28379,1.28379,1.28379,1.2638,1.2638,1.2638,1.2638,1.2638,1.24285,1.24285,1.24285,1.24285,1.24285,1.22251,1.22251,1.22251,1.22251,1.22251
30,2.20572,1.38237,1.38237,1.38237,1.38237,1.38237,1.36403,1.36403,1.36403,1.36403,1.36403,1.34325,1.34325,1.34325,1.34325,1.34325,1.32159,1.32159,1.32159,1.32159,1.32159,1.30038,1.30038,1.30038,1.30038,1.30038
31,2.31725,1.46619,1.46619,1.46619,1.46619,1.46619,1.44733,1.44733,1.44733,1.44733,1.44733,1.42588,1.42588,1.42588,1.42588,1.42588,1.40344,1.40344,1.40344,1.40344,1.40344,1.38144,1.38144,1.38144,1.38144,1.38144
32,2.43204,1.55274,1.55274,1.55274,1.55274,1.55274,1.5335,1.5335,1.5335,1.5335,1.5335,1.51138,1.51138,1.51138,1.51138,1.51138,1.48809,1.48809,1.48809,1.48809,1.48809,1.46527,1.46527,1.46527,1.46527,1.46527
33,2.5502,1.64212,1.64212,1.64212,1.64212,1.64212,1.62253,1.62253,1.62253,1.62253,1.62253,1.60001,1.60001,1.60001,1.60001,1.60001,1.57611,1.57611,1.57611,1.57611,1.57611,1.55246,1.55246,1.55246,1.55246,1.55246
34,2.67182,1.73496,1.73496,1.73496,1.73496,1.73496,1.71485,1.71485,1.71485,1.71485,1.71485,1.692,1.692,1.692,1.692,1.692,1.66771,1.66771,1.66771,1.66771,1.66771,1.64349,1.64349,1.64349,1.64349,1.64349
35,2.797,1.83144,1.83144,1.83144,1.83144,1.83144,1.81081,1.81081,1.81081,1.81081,1.81081,1.78732,1.78732,1.78732,1.78732,1.78732,1.76253,1.76253,1.76253,1.76253,1.76253,1.73784,1.73784,1.73784,1.73784,1.73784
36,2.92586,1.93129,1.93129,1.93129,1.93129,1.93129,1.9103,1.9103,1.9103,1.9103,1.9103,1.88629,1.88629,1.88629,1.88629,1.88629,1.86093,1.86093,1.86093,1.86093,1.86093,1.83555,1.83555,1.83555,1.83555,1.83555
37,3.05848,2.0346,2.0346,2.0346,2.0346,2.0346,2.01339,2.01339,2.01339,2.01339,2.01339,1.989,1.989,1.989,1.989,1.989,1.96311,1.96311,1.96311,1.96311,1.96311,1.93723,1.93723,1.93723,1.93723,1.93723
38,3.195,2.14155,2.14155,2.14155,2.14155,2.14155,2.12009,2.12009,2.12009,2.12009,2.12009,2.09532,2.09532,2.09532,2.09532,2.09532,2.06897,2.06897,2.06897,2.06897,2.06897,2.04272,2.04272,2.04272,2.04272,2.04272
39,3.33551,2.2522,2.2522,2.2522,2.2522,2.2522,2.23056,2.23056,2.23056,2.23056,2.23056,2.20558,2.20558,2.20558,2.20558,2.20558,2.17873,2.17873,2.17873,2.17873,2.17873,2.15191,2.15191,2.15191,2.15191,2.15191
40,3.48015,2.36633,2.36633,2.36633,2.36633,2.36633,2.34448,2.34448,2.34448,2.34448,2.34448,2.31936,2.31936,2.31936,2.31936,2.31936,2.29223,2.29223,2.29223,2.29223,2.29223,2.26491,2.26491,2.26491,2.26491,2.26491
41,3.62902,2.48405,2.48405,2.48405,2.48405,2.48405,2.46184,2.46184,2.46184,2.46184,2.46184,2.43647,2.43647,2.43647,2.43647,2.43647,2.40936,2.40936,2.40936,2.40936,2.40936,2.38188,2.38188,2.38188,2.38188,2.38188
42,3.78225,2.60587,2.60587,2.60587,2.60587,2.60587,2.58339,2.58339,2.58339,2.58339,2.58339,2.55762,2.55762,2.55762,2.55762,2.55762,2.53027,2.53027,2.53027,2.53027,2.53027,2.5028,2.5028,2.5028,2.5028,2.5028
43,3.93998,2.73196,2.73196,2.73196,2.73196,2.73196,2.70941,2.70941,2.70941,2.70941,2.70941,2.68335,2.68335,2.68335,2.68335,2.68335,2.65548,2.65548,2.65548,2.65548,2.65548,2.62777,2.62777,2.62777,2.62777,2.62777
44,4.10232,2.86224,2.86224,2.86224,2.86224,2.86224,2.83961,2.83961,2.83961,2.83961,2.83961,2.81347,2.81347,2.81347,2.81347,2.81347,2.78533,2.78533,2.78533,2.78533,2.78533,2.75722,2.75722,2.75722,2.75722,2.75722
45,4.26943,2.99684,2.99684,2.99684,2.99684,2.99684,2.97411,2.97411,2.97411,2.97411,2.97411,2.94789,2.94789,2.94789,2.94789,2.94789,2.91958,2.91958,2.91958,2.91958,2.91958,2.89111,2.89111,2.89111,2.89111,2.89111
46,4.44143,3.13594,3.13594,3.13594,3.13594,3.13594,3.11314,3.11314,3.11314,3.11314,3.11314,3.08685,3.08685,3.08685,3.08685,3.08685,3.05842,3.05842,3.05842,3.05842,3.05842,3.02976,3.02976,3.02976,3.02976,3.02976
47,4.61847,3.27953,3.27953,3.27953,3.27953,3.27953,3.25665,3.25665,3.25665,3.25665,3.25665,3.2303,3.2303,3.2303,3.2303,3.2303,3.20193,3.20193,3.20193,3.20193,3.20193,3.17319,3.17319,3.17319,3.17319,3.17319
48,4.8007,3.42763,3.42763,3.42763,3.42763,3.42763,3.40451,3.40451,3.40451,3.40451,3.40451,3.37789,3.37789,3.37789,3.37789,3.37789,3.34936,3.34936,3.34936,3.34936,3.34936,3.32078,3.32078,3.32078,3.32078,3.32078
49,4.98827,3.58044,3.58044,3.58044,3.58044,3.58044,3.55712,3.55712,3.55712,3.55712,3.55712,3.53019,3.53019,3.53019,3.53019,3.53019,3.50126,3.50126,3.50126,3.50126,3.50126,3.47249,3.47249,3.47249,3.47249,3.47249
50,5.18134,3.73821,3.73821,3.73821,3.73821,3.73821,3.71481,3.71481,3.71481,3.71481,3.71481,3.68784,3.68784,3.68784,3.68784,3.68784,3.65875,3.65875,3.65875,3.65875,3.65875,3.62954,3.62954,3.62954,3.62954,3.62954
51,5.38006,3.9011,3.9011,3.9011,3.9011,3.9011,3.87761,3.87761,3.87761,3.87761,3.87761,3.85062,3.85062,3.85062,3.85062,3.85062,3.82151,3.82151,3.82151,3.82151,3.82151,3.79215,3.79215,3.79215,3.79215,3.79215
52,5.58461,4.06924,4.06924,4.06924,4.06924,4.06924,4.0457,4.0457,4.0457,4.0457,4.0457,4.01865,4.01865,4.01865,4.01865,4.01865,3.98951,3.98951,3.98951,3.98951,3.98951,3.96014,3.96014,3.96014,3.96014,3.96014
53,5.79515,4.24265,4.24265,4.24265,4.24265,4.24265,4.2192,4.2192,4.2192,4.2192,4.2192,4.19217,4.19217,4.19217,4.19217,4.19217,4.163,4.163,4.163,4.163,4.163,4.13363,4.13363,4.13363,4.13363,4.13363
54,6.01186,4.42153,4.42153,4.42153,4.42153,4.42153,4.39817,4.39817,4.39817,4.39817,4.39817,4.37121,4.37121,4.37121,4.37121,4.37121,4.34209,4.34209,4.34209,4.34209,4.34209,4.31277,4.31277,4.31277,4.31277,4.31277
55,6.23493,4.60616,4.60616,4.60616,4.60616,4.60616,4.58283,4.58283,4.58283,4.58283,4.58283,4.55586,4.55586,4.55586,4.55586,4.55586,4.52665,4.52665,4.52665,4.52665,4.52665,4.49726,4.49726,4.49726,4.49726,4.49726
56,6.46452,4.79658,4.79658,4.79658,4.79658,4.79658,4.77322,4.77322,4.77322,4.77322,4.77322,4.74617,4.74617,4.74617,4.74617,4.74617,4.71683,4.71683,4.71683,4.71683,4.71683,4.68722,4.68722,4.68722,4.68722,4.68722
57,6.70085,4.9931,4.9931,4.9931,4.9931,4.9931,4.96962,4.96962,4.96962,4.96962,4.96962,4.94248,4.94248,4.94248,4.94248,4.94248,4.91311,4.91311,4.91311,4.91311,4.91311,4.88347,4.88347,4.88347,4.88347,4.88347
58,6.94411,5.19579,5.19579,5.19579,5.19579,5.19579,5.17225,5.17225,5.17225,5.17225,5.17225,5.14504,5.14504,5.14504,5.14504,5.14504,5.11568,5.11568,5.11568,5.11568,5.11568,5.08616,5.08616,5.08616,5.08616,5.08616
59,7.19449,5.40473,5.40473,5.40473,5.40473,5.40473,5.38121,5.38121,5.38121,5.38121,5.38121,5.35399,5.35399,5.35399,5.35399,5.35399,5.32462,5.32462,5.32462,5.32462,5.32462,5.29513,5.29513,5.29513,5.29513,5.29513
60,7.45221,5.6201,5.6201,5.6201,5.6201,5.6201,5.5967,5.5967,5.5967,5.5967,5.5967,5.56955,5.56955,5.56955,5.56955,5.56955,5.54021,5.54021,5.54021,5.54021,5.54021,5.51075,5.51075,5.51075,5.51075,5.51075
61,7.71748,5.84196,5.84196,5.84196,5.84196,5.84196,5.81867,5.81867,5.81867,5.81867,5.81867,5.79171,5.79171,5.79171,5.79171,5.79171,5.76258,5.76258,5.76258,5.76258,5.76258,5.73329,5.73329,5.73329,5.73329,5.73329
62,7.99052,6.07072,6.07072,6.07072,6.07072,6.07072,6.04746,6.04746,6.04746,6.04746,6.04746,6.02065,6.02065,6.02065,6.02065,6.02065,5.99173,5.99173,5.99173,5.99173,5.99173,5.96263,5.96263,5.96263,5.96263,5.96263
63,8.27157,6.30663,6.30663,6.30663,6.30663,6.30663,6.28343,6.28343,6.28343,6.28343,6.28343,6.25676,6.25676,6.25676,6.25676,6.25676,6.22794,6.22794,6.22794,6.22794,6.22794,6.19885,6.19885,6.19885,6.19885,6.19885
64,8.56085,6.54992,6.54992,6.54992,6.54992,6.54992,6.52674,6.52674,6.52674,6.52674,6.52674,6.50011,6.50011,6.50011,6.50011,6.50011,6.47132,6.47132,6.47132,6.47132,6.47132,6.44227,6.44227,6.44227,6.44227,6.44227
65,8.85861,6.80078,6.80078,6.80078,6.80078,6.80078,6.77757,6.77757,6.77757,6.77757,6.77757,6.75088,6.75088,6.75088,6.75088,6.75088,6.72205,6.72205,6.72205,6.72205,6.72205,6.69307,6.69307,6.69307,6.69307,6.69307
66,9.16509,7.05935,7.05935,7.05935,7.05935,7.05935,7.03615,7.03615,7.03615,7.03615,7.03615,7.00945,7.00945,7.00945,7.00945,7.00945,6.98063,6.98063,6.98063,6.98063,6.98063,6.95167,6.95167,6.95167,6.95167,6.95167
67,9.48056,7.32581,7.32581,7.32581,7.32581,7.32581,7.30259,7.30259,7.30259,7.30259,7.30259,7.27592,7.27592,7.27592,7.27592,7.27592,7.24711,7.24711,7.24711,7.24711,7.24711,7.21815,7.21815,7.21815,7.21815,7.21815
68,9.80527,7.60038,7.60038,7.60038,7.60038,7.60038,7.57711,7.57711,7.57711,7.57711,7.57711,7.55043,7.55043,7.55043,7.55043,7.55043,7.52168,7.52168,7.52168,7.52168,7.52168,7.49284,7.49284,7.49284,7.49284,7.49284
69,10.1395,7.88341,7.88341,7.88341,7.88341,7.88341,7.86008,7.86008,7.86008,7.86008,7.86008,7.83334,7.83334,7.83334,7.83334,7.83334,7.80463,7.80463,7.80463,7.80463,7.80463,7.77593,7.77593,7.77593,7.77593,7.77593
70,10.4835,8.17513,8.17513,8.17513,8.17513,8.17513,8.15182,8.15182,8.15182,8.15182,8.15182,8.12506,8.12506,8.12506,8.12506,8.12506,8.09635,8.09635,8.09635,8.09635,8.09635,8.06772,8.06772,8.06772,8.06772,8.06772
71,10.8376,8.47574,8.47574,8.47574,8.47574,8.47574,8.45249,8.45249,8.45249,8.45249,8.45249,8.42578,8.42578,8.42578,8.42578,8.42578,8.39708,8.39708,8.39708,8.39708,8.39708,8.36843,8.36843,8.36843,8.36843,8.36843
72,11.2021,8.7856,8.7856,8.7856,8.7856,8.7856,8.76244,8.76244,8.76244,8.76244,8.76244,8.73579,8.73579,8.73579,8.73579,8.73579,8.70709,8.70709,8.70709,8.70709,8.70709,8.67832,8.67832,8.67832,8.67832,8.67832
73,11.5773,9.10499,9.10499,9.10499,9.10499,9.10499,9.08187,9.08187,9.08187,9.08187,9.08187,9.05527,9.05527,9.05527,9.05527,9.05527,9.02661,9.02661,9.02661,9.02661,9.02661,8.99783,8.99783,8.99783,8.99783,8.99783
74,11.9634,9.43405,9.43405,9.43405,9.43405,9.43405,9.41097,9.41097,9.41097,9.41097,9.41097,9.38442,9.38442,9.38442,9.38442,9.38442,9.35583,9.35583,9.35583,9.35583,9.35583,9.32712,9.32712,9.32712,9.32712,9.32712
75,12.3609,9.77304,9.77304,9.77304,9.77304,9.77304,9.75,9.75,9.75,9.75,9.75,9.72348,9.72348,9.72348,9.72348,9.72348,9.69495,9.69495,9.69495,9.69495,9.69495,9.66635,9.66635,9.66635,9.66635,9.66635
76,12.77,10.1223,10.1223,10.1223,10.1223,10.1223,10.0993,10.0993,10.0993,10.0993,10.0993,10.0727,10.0727,10.0727,10.0727,10.0727,10.0442,10.0442,10.0442,10.0442,10.0442,10.0157,10.0157,10.0157,10.0157,10.0157
77,13.1911,10.4822,10.4822,10.4822,10.4822,10.4822,10.4592,10.4592,10.4592,10.4592,10.4592,10.4327,10.4327,10.4327,10.4327,10.4327,10.4042,10.4042,10.4042,10.4042,10.4042,10.3757,10.3757,10.3757,10.3757,10.3757
78,13.6246,10.8531,10.8531,10.8531,10.8531,10.8531,10.8301,10.8301,10.8301,10.8301,10.8301,10.8037,10.8037,10.8037,10.8037,10.8037,10.7752,10.7752,10.7752,10.7752,10.7752,10.7468,10.7468,10.7468,10.7468,10.7468
79,14.0707,11.2351,11.2351,11.2351,11.2351,11.2351,11.2122,11.2122,11.2122,11.2122,11.2122,11.1859,11.1859,11.1859,11.1859,11.1859,11.1575,11.1575,11.1575,11.1575,11.1575,11.1292,11.1292,11.1292,11.1292,11.1292
80,14.5299,11.6285,11.6285,11.6285,11.6285,11.6285,11.6057,11.6057,11.6057,11.6057,11.6057,11.5796,11.5796,11.5796,11.5796,11.5796,11.5514,11.5514,11.5514,11.5514,11.5514,11.5232,11.5232,11.5232,11.5232,11.5232
81,15.0026,12.0337,12.0337,12.0337,12.0337,12.0337,12.0111,12.0111,12.0111,12.0111,12.0111,11.9851,11.9851,11.9851,11.9851,11.9851,11.957,11.957,11.957,11.957,11.957,11.929,11.929,11.929,11.929,11.929
82,15.4891,12.451,12.451,12.451,12.451,12.451,12.4285,12.4285,12.4285,12.4285,12.4285,12.4027,12.4027,12.4027,12.4027,12.4027,12.3747,12.3747,12.3747,12.3747,12.3747,12.3468,12.3468,12.3468,12.3468,12.3468
83,15.9899,12.8808,12.8808,12.8808,12.8808,12.8808,12.8585,12.8585,12.8585,12.8585,12.8585,12.8327,12.8327,12.8327,12.8327,12.8327,12.8049,12.8049,12.8049,12.8049,12.8049,12.777,12.777,12.777,12.777,12.777
84,16.5054,13.3235,13.3235,13.3235,13.3235,13.3235,13.3012,13.3012,13.3012,13.3012,13.3012,13.2756,13.2756,13.2756,13.2756,13.2756,13.2478,13.2478,13.2478,13.2478,13.2478,13.22,13.22,13.22,13.22,13.22
85,17.036,13.7797,13.7797,13.7797,13.7797,13.7797,13.7574,13.7574,13.7574,13.7574,13.7574,13.7317,13.7317,13.7317,13.7317,13.7317,13.704,13.704,13.704,13.704,13.704,13.6763,13.6763,13.6763,13.6763,13.6763
86,17.5821,14.2497,14.2497,14.2497,14.2497,14.2497,14.2273,14.2273,14.2273,14.2273,14.2273,14.2015,14.2015,14.2015,14.2015,14.2015,14.1739,14.1739,14.1739,14.1739,14.1739,14.1462,14.1462,14.1462,14.1462,14.1462
87,18.1442,14.7337,14.7337,14.7337,14.7337,14.7337,14.7113,14.7113,14.7113,14.7113,14.7113,14.6855,14.6855,14.6855,14.6855,14.6855,14.6579,14.6579,14.6579,14.6579,14.6579,14.6303,14.6303,14.6303,14.6303,14.6303
88,18.7228,15.2323,15.2323,15.2323,15.2323,15.2323,15.2099,15.2099,15.2099,15.2099,15.2099,15.1841,15.1841,15.1841,15.1841,15.1841,15.1565,15.1565,15.1565,15.1565,15.1565,15.1289,15.1289,15.1289,15.1289,15.1289
89,19.3184,15.7459,15.7459,15.7459,15.7459,15.7459,15.7234,15.7234,15.7234,15.7234,15.7234,15.6978,15.6978,15.6978,15.6978,15.6978,15.6702,15.6702,15.6702,15.6702,15.6702,15.6426,15.6426,15.6426,15.6426,15.6426
90,19.9314,16.2748,16.2748,16.2748,16.2748,16.2748,16.2524,16.2524,16.2524,16.2524,16.2524,16.2267,16.2267,16.2267,16.2267,16.2267,16.1993,16.1993,16.1993,16.1993,16.1993,16.1717,16.1717,16.1717,16.1717,16.1717
91,20.5623,16.8195,16.8195,16.8195,16.8195,16.8195,16.7971,16.7971,16.7971,16.7971,16.7971,16.7715,16.7715,16.7715,16.7715,16.7715,16.7441,16.7441,16.7441,16.7441,16.7441,16.7166,16.7166,16.7166,16.7166,16.7166
92,21.2118,17.3806,17.3806,17.3806,17.3806,17.3806,17.3582,17.3582,17.3582,17.3582,17.3582,17.3326,17.3326,17.3326,17.3326,17.3326,17.3052,17.3052,17.3052,17.3052,17.3052,17.2778,17.2778,17.2778,17.2778,17.2778
93,21.8803,17.9584,17.9584,17.9584,17.9584,17.9584,17.9361,17.9361,17.9361,17.9361,17.9361,17.9105,17.9105,17.9105,17.9105,17.9105,17.8831,17.8831,17.8831,17.8831,17.8831,17.8557,17.8557,17.8557,17.8557,17.8557
94,22.5684,18.5536,18.5536,18.5536,18.5536,18.5536,18.5313,18.5313,18.5313,18.5313,18.5313,18.5057,18.5057,18.5057,18.5057,18.5057,18.4783,18.4783,18.4783,18.4783,18.4783,18.451,18.451,18.451,18.451,18.451
95,23.2766,19.1666,19.1666,19.1666,19.1666,19.1666,19.1443,19.1443,19.1443,19.1443,19.1443,19.1188,19.1188,19.1188,19.1188,19.1188,19.0914,19.0914,19.0914,19.0914,19.0914,19.0642,19.0642,19.0642,19.0642,19.0642
96,24.0056,19.7979,19.7979,19.7979,19.7979,19.7979,19.7756,19.7756,19.7756,19.7756,19.7756,19.7501,19.7501,19.7501,19.7501,19.7501,19.7228,19.7228,19.7228,19.7228,19.7228,19.6957,19.6957,19.6957,19.6957,19.6957
97,24.756,20.448,20.448,20.448,20.448,20.448,20.4257,20.4257,20.4257,20.4257,20.4257,20.4002,20.4002,20.4002,20.4002,20.4002,20.3729,20.3729,20.3729,20.3729,20.3729,20.3459,20.3459,20.3459,20.3459,20.3459
98,25.5283,21.1175,21.1175,21.1175,21.1175,21.1175,21.0952,21.0952,21.0952,21.0952,21.0952,21.0697,21.0697,21.0697,21.0697,21.0697,21.0424,21.0424,21.0424,21.0424,21.0424,21.0155,21.0155,21.0155,21.0155,21.0155
99,26.3233,21.8069,21.8069,21.8069,21.8069,21.8069,21.7846,21.7846,21.7846,21.7846,21.7846,21.7592,21.7592,21.7592,21.7592,21.7592,21.732,21.732,21.732,21.732,21.732,21.705,21.705,21.705,21.705,21.705
100,27.1416,22.5168,22.5168,22.5168,22.5168,22.5168,22.4945,22.4945,22.4945,22.4945,22.4945,22.4691,22.4691,22.4691,22.4691,22.4691,22.442,22.442,22.442,22.442,22.442,22.4151,22.4151,22.4151,22.4151,22.4151
101,27.9838,23.248,23.248,23.248,23.248,23.248,23.2257,23.2257,23.2257,23.2257,23.2257,23.2003,23.2003,23.2003,23.2003,23.2003,23.1732,23.1732,23.1732,23.1732,23.1732,23.1462,23.1462,23.1462,23.1462,23.1462
102,28.8508,24.0009,24.0009,24.0009,24.0009,24.0009,23.9787,23.9787,23.9787,23.9787,23.9787,23.9533,23.9533,23.9533,23.9533,23.9533,23.9262,23.9262,23.9262,23.9262,23.9262,23.8992,23.8992,23.8992,23.8992,23.8992
103,29.7431,24.776,24.776,24.776,24.776,24.776,24.7539,24.7539,24.7539,24.7539,24.7539,24.7286,24.7286,24.7286,24.7286,24.7286,24.7015,24.7015,24.7015,24.7015,24.7015,24.6745,24.6745,24.6745,24.6745,24.6745
