gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.0177311,0.069872,0.142563,0.235823,0,0,0,0.0177031,0.0698548,0.142547,0.23581,0,0,0,0.017675,0.0698377,0.142532,0.235797,0,0,0,0.0176468,0.0698203,0.142516,0.235784,0,0,0,0.0176189,0.0698033,0.1425,0.235771,0,0,0,0.0175908,0.069786,0.142485,0.235758,0,0,0,0.0175625,0.0697688,0.142469,0.235745
1,0.0185364,0,0,0,0.030509,0.0844386,0.158151,0.252007,0,0,0,0.0306102,0.0845687,0.158289,0.252151,0,0,0,0.0307114,0.0846988,0.158426,0.252296,0,0,0,0.0308125,0.0848287,0.158563,0.25244,0,0,0,0.0309139,0.084959,0.1587,0.252584,0,0,0,0.0310151,0.085089,0.158837,0.252729,0,0,0,0.0311164,0.0852191,0.158974,0.252873
2,0.0372875,0,0,0,0.0436855,0.0998597,0.174015,0.268452,0,0,0.000179416,0.0439268,0.100138,0.174306,0.268758,0,0,0.000431601,0.0441681,0.100417,0.174598,0.269063,0,0,0.000683749,0.0444094,0.100695,0.174891,0.269369,0,0,0.000936203,0.044651,0.100974,0.175185,0.269675,0,0,0.00118862,0.0448925,0.101252,0.175479,0.26998,0,0,0.00144096,0.045134,0.101531,0.175773,0.270286
3,0.0562558,0,0,0.0147463,0.0574236,0.115361,0.190171,0.285154,0,0,0.0151445,0.0578036,0.115787,0.190623,0.285624,0,0,0.0155426,0.0581836,0.116213,0.191074,0.286094,0,0,0.0159407,0.0585635,0.116638,0.191525,0.286564,0,0,0.0163392,0.0589439,0.117064,0.191976,0.287034,0,0,0.0167377,0.0593241,0.11749,0.192428,0.287504,0,0,0.0171361,0.0597044,0.117917,0.192879,0.287974
4,0.0754439,0,0,0.0283457,0.0714329,0.130908,0.206622,0.302106,0,0,0.0288244,0.0719505,0.131485,0.207238,0.302744,0,0,0.0293032,0.0724682,0.132063,0.207854,0.303381,0,0,0.0297821,0.0729859,0.132641,0.208469,0.304019,0,0,0.0302614,0.0735039,0.133219,0.209085,0.304657,0,0,0.0307408,0.0740219,0.133797,0.209701,0.305294,0,0,0.0312203,0.07454,0.134375,0.210317,0.305932
5,0.0948544,0,0.00643313,0.0418778,0.0869305,0.147088,0.223375,0.319329,0,0.00712294,0.0425232,0.0876721,0.147846,0.22416,0.320134,0,0.00781279,0.0431688,0.0884137,0.148604,0.224945,0.320939,0,0.00850273,0.0438145,0.0891552,0.149362,0.22573,0.321744,0,0.0091931,0.0444606,0.0898971,0.15012,0.226515,0.322549,0,0.00988354,0.0451067,0.0906388,0.150878,0.227301,0.323354,0,0.010574,0.0457531,0.0913805,0.151636,0.228086,0.324161
6,0.11449,0,0.0213751,0.0560905,0.103059,0.163649,0.240432,0.336809,0,0.0221118,0.0568813,0.10395,0.164574,0.24139,0.337787,0,0.0228488,0.0576738,0.104842,0.1655,0.242348,0.338766,0,0.0235859,0.0584662,0.105733,0.166425,0.243305,0.339745,0,0.0243236,0.0592591,0.106624,0.167351,0.244264,0.340723,0,0.0250615,0.060052,0.107516,0.168276,0.245222,0.341702,0,0.0257996,0.0608451,0.108407,0.169202,0.24618,0.342681
7,0.134352,0.00575694,0.0349704,0.0705882,0.119253,0.180492,0.257791,0.354544,0.00674644,0.035842,0.0715229,0.120293,0.181588,0.25892,0.355699,0.00773607,0.0367139,0.0724578,0.121333,0.182684,0.260054,0.356854,0.00872587,0.0376032,0.0733928,0.122372,0.18378,0.261187,0.358009,0.00971618,0.038526,0.0743282,0.123412,0.184876,0.262321,0.359165,0.0107067,0.039449,0.0752637,0.124452,0.185972,0.263455,0.36032,0.0116973,0.0403723,0.0762984,0.125492,0.187069,0.264589,0.361475
8,0.154445,0.0210999,0.0493829,0.0865466,0.135568,0.197624,0.275453,0.372533,0.0221024,0.0504483,0.0877664,0.136813,0.198898,0.276759,0.373867,0.0231052,0.051514,0.0889864,0.138057,0.200173,0.278064,0.375201,0.0241083,0.0525799,0.0902061,0.139301,0.201448,0.279369,0.376535,0.0251121,0.0536463,0.0914264,0.140546,0.202723,0.280678,0.377869,0.0261162,0.054713,0.0926465,0.141791,0.203998,0.28199,0.379203,0.0271206,0.0557799,0.0938667,0.143036,0.205273,0.283301,0.380537
9,0.174771,0.0350175,0.0641613,0.10325,0.152659,0.2151,0.293386,0.390775,0.036158,0.0653813,0.104619,0.154069,0.216549,0.294872,0.392289,0.0372996,0.0666016,0.105989,0.155487,0.218008,0.296358,0.393805,0.0385062,0.067822,0.107358,0.156907,0.219467,0.297844,0.395321,0.0397135,0.069043,0.108728,0.158327,0.220926,0.29933,0.396838,0.040921,0.0702641,0.110098,0.159747,0.222385,0.300816,0.398354,0.0421288,0.0714854,0.111468,0.161168,0.223844,0.302305,0.399871
