gridnumber,capital,policy[0 0 00],policy[0 0 01],policy[0 0 02],policy[0 0 10],policy[0 0 11],policy[0 0 12],policy[0 0 20],policy[0 0 21],policy[0 0 22],policy[0 1 00],policy[0 1 01],policy[0 1 02],policy[0 1 10],policy[0 1 11],policy[0 1 12],policy[0 1 20],policy[0 1 21],policy[0 1 22],policy[0 2 00],policy[0 2 01],policy[0 2 02],policy[0 2 10],policy[0 2 11],policy[0 2 12],policy[0 2 20],policy[0 2 21],policy[0 2 22],policy[1 0 00],policy[1 0 01],policy[1 0 02],policy[1 0 10],policy[1 0 11],policy[1 0 12],policy[1 0 20],policy[1 0 21],policy[1 0 22],policy[1 1 00],policy[1 1 01],policy[1 1 02],policy[1 1 10],policy[1 1 11],policy[1 1 12],policy[1 1 20],policy[1 1 21],policy[1 1 22],policy[1 2 00],policy[1 2 01],policy[1 2 02],policy[1 2 10],policy[1 2 11],policy[1 2 12],policy[1 2 20],policy[1 2 21],policy[1 2 22],policy[2 0 00],policy[2 0 01],policy[2 0 02],policy[2 0 10],policy[2 0 11],policy[2 0 12],policy[2 0 20],policy[2 0 21],policy[2 0 22],policy[2 1 00],policy[2 1 01],policy[2 1 02],policy[2 1 10],policy[2 1 11],policy[2 1 12],policy[2 1 20],policy[2 1 21],policy[2 1 22],policy[2 2 00],policy[2 2 01],policy[2 2 02],policy[2 2 10],policy[2 2 11],policy[2 2 12],policy[2 2 20],policy[2 2 21],policy[2 2 22]
20,1.63244,1.28878,1.28878,1.28878,1.40626,1.40626,1.40626,1.55315,1.55315,1.55315,1.28878,1.28878,1.28878,1.40626,1.40626,1.40626,1.55315,1.55315,1.55315,1.28878,1.28878,1.28878,1.40626,1.40626,1.40626,1.55315,1.55315,1.55315,1.30319,1.30319,1.30319,1.42079,1.42079,1.42079,1.56779,1.56779,1.56779,1.30319,1.30319,1.30319,1.42079,1.42079,1.42079,1.56779,1.56779,1.56779,1.30319,1.30319,1.30319,1.42079,1.42079,1.42079,1.56779,1.56779,1.56779,1.31762,1.31762,1.31762,1.43534,1.43534,1.43534,1.58242,1.58242,1.58242,1.31762,1.31762,1.31762,1.43534,1.43534,1.43534,1.58242,1.58242,1.58242,1.31762,1.31762,1.31762,1.43534,1.43534,1.43534,1.58242,1.58242,1.58242
21,1.74812,1.39373,1.39373,1.39373,1.51193,1.51193,1.51193,1.65951,1.65951,1.65951,1.39373,1.39373,1.39373,1.51193,1.51193,1.51193,1.65951,1.65951,1.65951,1.39373,1.39373,1.39373,1.51193,1.51193,1.51193,1.65951,1.65951,1.65951,1.40922,1.40922,1.40922,1.52753,1.52753,1.52753,1.67522,1.67522,1.67522,1.40922,1.40922,1.40922,1.52753,1.52753,1.52753,1.67522,1.67522,1.67522,1.40922,1.40922,1.40922,1.52753,1.52753,1.52753,1.67522,1.67522,1.67522,1.42474,1.42474,1.42474,1.54316,1.54316,1.54316,1.69093,1.69093,1.69093,1.42474,1.42474,1.42474,1.54316,1.54316,1.54316,1.69093,1.69093,1.69093,1.42474,1.42474,1.42474,1.54316,1.54316,1.54316,1.69093,1.69093,1.69093
22,1.86794,1.50284,1.50284,1.50284,1.62171,1.62171,1.62171,1.76994,1.76994,1.76994,1.50284,1.50284,1.50284,1.62171,1.62171,1.62171,1.76994,1.76994,1.76994,1.50284,1.50284,1.50284,1.62171,1.62171,1.62171,1.76994,1.76994,1.76994,1.51945,1.51945,1.51945,1.63842,1.63842,1.63842,1.78677,1.78677,1.78677,1.51945,1.51945,1.51945,1.63842,1.63842,1.63842,1.78677,1.78677,1.78677,1.51945,1.51945,1.51945,1.63842,1.63842,1.63842,1.78677,1.78677,1.78677,1.5361,1.5361,1.5361,1.65517,1.65517,1.65517,1.80359,1.80359,1.80359,1.5361,1.5361,1.5361,1.65517,1.65517,1.65517,1.80359,1.80359,1.80359,1.5361,1.5361,1.5361,1.65517,1.65517,1.65517,1.80359,1.80359,1.80359
23,1.99205,1.61625,1.61625,1.61625,1.73573,1.73573,1.73573,1.88457,1.88457,1.88457,1.61625,1.61625,1.61625,1.73573,1.73573,1.73573,1.88457,1.88457,1.88457,1.61625,1.61625,1.61625,1.73573,1.73573,1.73573,1.88457,1.88457,1.88457,1.63402,1.63402,1.63402,1.7536,1.7536,1.7536,1.90255,1.90255,1.90255,1.63402,1.63402,1.63402,1.7536,1.7536,1.7536,1.90255,1.90255,1.90255,1.63402,1.63402,1.63402,1.7536,1.7536,1.7536,1.90255,1.90255,1.90255,1.65184,1.65184,1.65184,1.77151,1.77151,1.77151,1.92054,1.92054,1.92054,1.65184,1.65184,1.65184,1.77151,1.77151,1.77151,1.92054,1.92054,1.92054,1.65184,1.65184,1.65184,1.77151,1.77151,1.77151,1.92054,1.92054,1.92054
24,2.1206,1.73408,1.73408,1.73408,1.85413,1.85413,1.85413,2.00355,2.00355,2.00355,1.73408,1.73408,1.73408,1.85413,1.85413,1.85413,2.00355,2.00355,2.00355,1.73408,1.73408,1.73408,1.85413,1.85413,1.85413,2.00355,2.00355,2.00355,1.75306,1.75306,1.75306,1.87321,1.87321,1.87321,2.02273,2.02273,2.02273,1.75306,1.75306,1.75306,1.87321,1.87321,1.87321,2.02273,2.02273,2.02273,1.75306,1.75306,1.75306,1.87321,1.87321,1.87321,2.02273,2.02273,2.02273,1.77208,1.77208,1.77208,1.89231,1.89231,1.89231,2.04191,2.04191,2.04191,1.77208,1.77208,1.77208,1.89231,1.89231,1.89231,2.04191,2.04191,2.04191,1.77208,1.77208,1.77208,1.89231,1.89231,1.89231,2.04191,2.04191,2.04191
25,2.25375,1.85646,1.85646,1.85646,1.97707,1.97707,1.97707,2.12702,2.12702,2.12702,1.85646,1.85646,1.85646,1.97707,1.97707,1.97707,2.12702,2.12702,2.12702,1.85646,1.85646,1.85646,1.97707,1.97707,1.97707,2.12702,2.12702,2.12702,1.8767,1.8767,1.8767,1.99739,1.99739,1.99739,2.14745,2.14745,2.14745,1.8767,1.8767,1.8767,1.99739,1.99739,1.99739,2.14745,2.14745,2.14745,1.8767,1.8767,1.8767,1.99739,1.99739,1.99739,2.14745,2.14745,2.14745,1.89696,1.89696,1.89696,2.01774,2.01774,2.01774,2.16788,2.16788,2.16788,1.89696,1.89696,1.89696,2.01774,2.01774,2.01774,2.16788,2.16788,2.16788,1.89696,1.89696,1.89696,2.01774,2.01774,2.01774,2.16788,2.16788,2.16788
26,2.39167,1.98354,1.98354,1.98354,2.10469,2.10469,2.10469,2.25515,2.25515,2.25515,1.98354,1.98354,1.98354,2.10469,2.10469,2.10469,2.25515,2.25515,2.25515,1.98354,1.98354,1.98354,2.10469,2.10469,2.10469,2.25515,2.25515,2.25515,2.00508,2.00508,2.00508,2.1263,2.1263,2.1263,2.27686,2.27686,2.27686,2.00508,2.00508,2.00508,2.1263,2.1263,2.1263,2.27686,2.27686,2.27686,2.00508,2.00508,2.00508,2.1263,2.1263,2.1263,2.27686,2.27686,2.27686,2.02664,2.02664,2.02664,2.14795,2.14795,2.14795,2.29858,2.29858,2.29858,2.02664,2.02664,2.02664,2.14795,2.14795,2.14795,2.29858,2.29858,2.29858,2.02664,2.02664,2.02664,2.14795,2.14795,2.14795,2.29858,2.29858,2.29858
27,2.53452,2.11552,2.11552,2.11552,2.23716,2.23716,2.23716,2.3881,2.3881,2.3881,2.11552,2.11552,2.11552,2.23716,2.23716,2.23716,2.3881,2.3881,2.3881,2.11552,2.11552,2.11552,2.23716,2.23716,2.23716,2.3881,2.3881,2.3881,2.13841,2.13841,2.13841,2.26011,2.26011,2.26011,2.41114,2.41114,2.41114,2.13841,2.13841,2.13841,2.26011,2.26011,2.26011,2.41114,2.41114,2.41114,2.13841,2.13841,2.13841,2.26011,2.26011,2.26011,2.41114,2.41114,2.41114,2.16131,2.16131,2.16131,2.28309,2.28309,2.28309,2.43419,2.43419,2.43419,2.16131,2.16131,2.16131,2.28309,2.28309,2.28309,2.43419,2.43419,2.43419,2.16131,2.16131,2.16131,2.28309,2.28309,2.28309,2.43419,2.43419,2.43419
28,2.68248,2.25254,2.25254,2.25254,2.37463,2.37463,2.37463,2.52603,2.52603,2.52603,2.25254,2.25254,2.25254,2.37463,2.37463,2.37463,2.52603,2.52603,2.52603,2.25254,2.25254,2.25254,2.37463,2.37463,2.37463,2.52603,2.52603,2.52603,2.27683,2.27683,2.27683,2.39897,2.39897,2.39897,2.55045,2.55045,2.55045,2.27683,2.27683,2.27683,2.39897,2.39897,2.39897,2.55045,2.55045,2.55045,2.27683,2.27683,2.27683,2.39897,2.39897,2.39897,2.55045,2.55045,2.55045,2.30111,2.30111,2.30111,2.42333,2.42333,2.42333,2.57489,2.57489,2.57489,2.30111,2.30111,2.30111,2.42333,2.42333,2.42333,2.57489,2.57489,2.57489,2.30111,2.30111,2.30111,2.42333,2.42333,2.42333,2.57489,2.57489,2.57489
29,2.83574,2.39478,2.39478,2.39478,2.51729,2.51729,2.51729,2.66911,2.66911,2.66911,2.39478,2.39478,2.39478,2.51729,2.51729,2.51729,2.66911,2.66911,2.66911,2.39478,2.39478,2.39478,2.51729,2.51729,2.51729,2.66911,2.66911,2.66911,2.4205,2.4205,2.4205,2.54306,2.54306,2.54306,2.69495,2.69495,2.69495,2.4205,2.4205,2.4205,2.54306,2.54306,2.54306,2.69495,2.69495,2.69495,2.4205,2.4205,2.4205,2.54306,2.54306,2.54306,2.69495,2.69495,2.69495,2.44623,2.44623,2.44623,2.56886,2.56886,2.56886,2.72082,2.72082,2.72082,2.44623,2.44623,2.44623,2.56886,2.56886,2.56886,2.72082,2.72082,2.72082,2.44623,2.44623,2.44623,2.56886,2.56886,2.56886,2.72082,2.72082,2.72082
