gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.0272927,0.120267,0.252688,0.42447,0,0,0,0.0272927,0.120267,0.252688,0.42447,0,0,0,0.0272927,0.120267,0.252688,0.42447,0,0,0,0.0272926,0.120267,0.252688,0.42447,0,0,0,0.0272924,0.120267,0.252688,0.42447,0,0,0,0.0272924,0.120267,0.252688,0.42447,0,0,0,0.0272924,0.120267,0.252688,0.42447
1,0.0185364,0,0,0,0.0380359,0.133739,0.267799,0.440298,0,0,0,0.0380359,0.133739,0.267799,0.440298,0,0,0,0.0380359,0.133739,0.267799,0.440298,0,0,0,0.0380358,0.133739,0.267799,0.440298,0,0,0,0.0380356,0.133739,0.267799,0.440298,0,0,0,0.0380356,0.133739,0.267799,0.440298,0,0,0,0.0380356,0.133739,0.267799,0.440298
2,0.0372875,0,0,0,0.0495985,0.147644,0.283088,0.456352,0,0,0,0.0495985,0.147644,0.283088,0.456352,0,0,0,0.0495985,0.147644,0.283088,0.456352,0,0,0,0.0495984,0.147644,0.283088,0.456352,0,0,0,0.0495982,0.147644,0.283088,0.456352,0,0,0,0.0495982,0.147644,0.283088,0.456352,0,0,0,0.0495982,0.147644,0.283088,0.456352
3,0.0562558,0,0,0,0.0621332,0.16248,0.298764,0.472751,0,0,0,0.0621332,0.16248,0.298764,0.472751,0,0,0,0.0621332,0.16248,0.298764,0.472751,0,0,0,0.0621331,0.16248,0.298764,0.472751,0,0,0,0.0621329,0.16248,0.298764,0.472751,0,0,0,0.0621329,0.16248,0.298764,0.472751,0,0,0,0.0621329,0.16248,0.298764,0.472751
4,0.0754439,0,0,0.00261259,0.0759446,0.178226,0.314844,0.489432,0,0,0.00261259,0.0759446,0.178226,0.314844,0.489432,0,0,0.00261259,0.0759446,0.178226,0.314844,0.489432,0,0,0.00261248,0.0759445,0.178226,0.314844,0.489432,0,0,0.00261224,0.0759443,0.178226,0.314844,0.489432,0,0,0.00261224,0.0759443,0.178226,0.314844,0.489432,0,0,0.00261224,0.0759443,0.178226,0.314844,0.489432
5,0.0948544,0,0,0.0166536,0.0902296,0.194236,0.331167,0.506362,0,0,0.0166536,0.0902296,0.194236,0.331167,0.506362,0,0,0.0166536,0.0902296,0.194236,0.331167,0.506362,0,0,0.0166535,0.0902295,0.194235,0.331167,0.506362,0,0,0.0166532,0.0902293,0.194235,0.331166,0.506362,0,0,0.0166532,0.0902293,0.194235,0.331166,0.506362,0,0,0.0166532,0.0902293,0.194235,0.331166,0.506362
6,0.11449,0,0,0.0283637,0.104058,0.209616,0.347665,0.523416,0,0,0.0283637,0.104058,0.209616,0.347665,0.523416,0,0,0.0283637,0.104058,0.209616,0.347665,0.523416,0,0,0.0283636,0.104058,0.209616,0.347665,0.523416,0,0,0.0283635,0.104058,0.209616,0.347664,0.523416,0,0,0.0283635,0.104058,0.209616,0.347664,0.523416,0,0,0.0283635,0.104058,0.209616,0.347664,0.523416
7,0.134352,0,0,0.0399984,0.117928,0.225358,0.364172,0.540645,0,0,0.0399984,0.117928,0.225358,0.364172,0.540645,0,0,0.0399984,0.117928,0.225358,0.364172,0.540645,0,0,0.0399983,0.117928,0.225358,0.364172,0.540645,0,0,0.0399982,0.117928,0.225358,0.364171,0.540645,0,0,0.0399982,0.117928,0.225358,0.364171,0.540645,0,0,0.0399982,0.117928,0.225358,0.364171,0.540645
8,0.154445,0,0,0.0523884,0.132531,0.241557,0.381095,0.558064,0,0,0.0523884,0.132531,0.241557,0.381095,0.558064,0,0,0.0523884,0.132531,0.241557,0.381095,0.558064,0,0,0.0523883,0.132531,0.241557,0.381095,0.558064,0,0,0.0523882,0.132531,0.241557,0.381095,0.558064,0,0,0.0523882,0.132531,0.241557,0.381095,0.558064,0,0,0.0523882,0.132531,0.241557,0.381095,0.558064
9,0.174771,0,0.00775622,0.0663633,0.147579,0.258213,0.398391,0.575841,0,0.00775622,0.0663633,0.147579,0.258213,0.398391,0.575841,0,0.00775622,0.0663633,0.147579,0.258213,0.398391,0.575841,0,0.00775611,0.0663632,0.147579,0.258212,0.398391,0.575841,0,0.00775587,0.066363,0.147579,0.258212,0.398391,0.575841,0,0.00775587,0.066363,0.147579,0.258212,0.398391,0.575841,0,0.00775587,0.066363,0.147579,0.258212,0.398391,0.575841
