gridnumber,capital,Portfolio[0 0],Portfolio[0 1],Portfolio[0 2],Portfolio[0 3],Portfolio[0 4],Portfolio[1 0],Portfolio[1 1],Portfolio[1 2],Portfolio[1 3],Portfolio[1 4],Portfolio[2 0],Portfolio[2 1],Portfolio[2 2],Portfolio[2 3],Portfolio[2 4],Portfolio[3 0],Portfolio[3 1],Portfolio[3 2],Portfolio[3 3],Portfolio[3 4],Portfolio[4 0],Portfolio[4 1],Portfolio[4 2],Portfolio[4 3],Portfolio[4 4]
42,3.78225,0,0.1,0.22,0.34,0.46,0,0.08,0.22,0.34,0.48,0,0.02,0.16,0.3,0.44,0,0,0.12,0.26,0.4,0,0,0.08,0.24,0.38
43,3.93998,0,0.12,0.24,0.36,0.46,0,0.08,0.2,0.34,0.46,0,0.02,0.14,0.28,0.42,0,0,0.12,0.26,0.38,0,0,0.08,0.22,0.36
44,4.10232,0,0.12,0.24,0.36,0.46,0,0.06,0.2,0.32,0.46,0,0.04,0.16,0.28,0.4,0,0.02,0.14,0.26,0.38,0,0,0.1,0.24,0.36
45,4.26943,0,0.12,0.24,0.36,0.48,0,0.06,0.18,0.32,0.44,0,0.06,0.18,0.3,0.4,0,0.04,0.16,0.28,0.4,0,0,0.12,0.26,0.38
46,4.44143,0,0.12,0.24,0.36,0.48,0,0.06,0.18,0.3,0.44,0,0.06,0.2,0.32,0.42,0,0.06,0.18,0.3,0.42,0,0.02,0.14,0.28,0.4
47,4.61847,0,0.12,0.24,0.36,0.48,0,0.08,0.2,0.32,0.42,0,0.08,0.2,0.32,0.44,0,0.06,0.18,0.3,0.44,0,0.02,0.14,0.28,0.4
48,4.8007,0,0.1,0.24,0.36,0.48,0,0.08,0.22,0.34,0.44,0,0.08,0.22,0.34,0.44,0,0.04,0.2,0.3,0.44,0,0,0.18,0.26,0.4
49,4.98827,0,0.1,0.24,0.34,0.48,0,0.1,0.22,0.36,0.48,0,0.08,0.22,0.34,0.46,0,0.04,0.22,0.34,0.42,0,0.04,0.2,0.32,0.38
50,5.18134,0,0.1,0.24,0.38,0.46,0,0.12,0.24,0.38,0.48,0,0.08,0.22,0.32,0.44,0,0.06,0.24,0.36,0.4,0,0.04,0.22,0.34,0.44
51,5.38006,0,0.1,0.28,0.4,0.46,0,0.12,0.24,0.36,0.48,0,0.1,0.24,0.32,0.44,0,0.08,0.24,0.36,0.46,0,0.08,0.2,0.34,0.46
52,5.58461,0,0.14,0.28,0.4,0.44,0,0.12,0.24,0.36,0.48,0,0.12,0.26,0.36,0.44,0,0.1,0.22,0.36,0.48,0,0.06,0.18,0.32,0.44
53,5.79515,0,0.14,0.3,0.4,0.46,0,0.12,0.24,0.36,0.46,0,0.12,0.26,0.38,0.46,0,0.1,0.22,0.34,0.48,0,0.06,0.18,0.3,0.44
54,6.01186,0,0.16,0.28,0.4,0.5,0,0.14,0.24,0.34,0.46,0,0.14,0.26,0.38,0.48,0,0.08,0.22,0.34,0.46,0,0.06,0.18,0.3,0.42
55,6.23493,0,0.16,0.28,0.4,0.52,0,0.14,0.26,0.36,0.46,0,0.14,0.26,0.38,0.5,0,0.08,0.2,0.32,0.44,0,0.08,0.2,0.3,0.42
56,6.46452,0.02,0.16,0.28,0.4,0.52,0,0.16,0.26,0.36,0.46,0,0.14,0.26,0.38,0.5,0,0.1,0.2,0.32,0.44,0,0.08,0.2,0.32,0.42
57,6.70085,0.02,0.16,0.28,0.4,0.5,0,0.16,0.26,0.36,0.46,0,0.12,0.24,0.36,0.48,0,0.1,0.22,0.32,0.44,0,0.1,0.22,0.34,0.44
58,6.94411,0.02,0.16,0.26,0.38,0.5,0,0.16,0.28,0.38,0.48,0,0.12,0.24,0.36,0.48,0,0.12,0.24,0.34,0.44,0,0.12,0.24,0.36,0.44
59,7.19449,0.04,0.16,0.26,0.38,0.5,0,0.18,0.28,0.38,0.48,0,0.12,0.24,0.34,0.46,0,0.14,0.24,0.34,0.44,0,0.1,0.22,0.34,0.46
60,7.45221,0.04,0.14,0.26,0.38,0.5,0,0.18,0.28,0.4,0.48,0,0.12,0.22,0.34,0.46,0,0.14,0.26,0.36,0.46,0,0.1,0.22,0.34,0.46
61,7.71748,0.04,0.14,0.26,0.38,0.48,0,0.18,0.28,0.4,0.48,0,0.12,0.24,0.34,0.46,0,0.14,0.26,0.36,0.46,0,0.1,0.22,0.34,0.46
62,7.99052,0.04,0.14,0.26,0.36,0.48,0,0.16,0.28,0.4,0.5,0,0.14,0.24,0.34,0.44,0,0.14,0.26,0.36,0.48,0,0.08,0.2,0.32,0.44
63,8.27157,0.04,0.16,0.26,0.36,0.48,0.02,0.16,0.28,0.38,0.5,0,0.14,0.26,0.34,0.44,0,0.14,0.24,0.36,0.48,0,0.08,0.2,0.32,0.44
64,8.56085,0.04,0.16,0.26,0.36,0.48,0.02,0.16,0.28,0.38,0.5,0,0.16,0.26,0.36,0.46,0,0.12,0.24,0.36,0.48,0,0.1,0.2,0.32,0.42
65,8.85861,0.04,0.16,0.26,0.36,0.46,0.02,0.16,0.26,0.38,0.5,0,0.16,0.26,0.36,0.46,0,0.12,0.24,0.36,0.46,0,0.12,0.22,0.32,0.44
66,9.16509,0.04,0.16,0.26,0.36,0.46,0.04,0.16,0.26,0.38,0.48,0.04,0.16,0.28,0.38,0.46,0,0.12,0.24,0.34,0.46,0,0.12,0.24,0.34,0.44
67,9.48056,0.04,0.18,0.28,0.36,0.48,0.04,0.14,0.26,0.38,0.48,0.04,0.18,0.28,0.38,0.46,0,0.12,0.22,0.34,0.46,0,0.14,0.24,0.36,0.46
68,9.80527,0.06,0.18,0.28,0.36,0.48,0.04,0.14,0.26,0.36,0.48,0.04,0.18,0.28,0.38,0.48,0.02,0.12,0.22,0.34,0.46,0,0.14,0.26,0.36,0.46
69,10.1395,0.06,0.18,0.28,0.38,0.48,0.04,0.14,0.26,0.36,0.48,0.04,0.16,0.28,0.38,0.48,0.02,0.14,0.24,0.34,0.5,0,0.14,0.26,0.36,0.46
70,10.4835,0.06,0.18,0.28,0.38,0.5,0.04,0.14,0.24,0.36,0.5,0.04,0.16,0.28,0.38,0.48,0.02,0.14,0.24,0.34,0.5,0.02,0.14,0.24,0.36,0.46
71,10.8376,0.06,0.18,0.28,0.38,0.52,0.04,0.16,0.24,0.36,0.52,0.04,0.16,0.28,0.38,0.48,0.04,0.14,0.26,0.34,0.5,0.02,0.12,0.24,0.36,0.46
72,11.2021,0.08,0.2,0.3,0.38,0.52,0.04,0.16,0.26,0.36,0.52,0.04,0.16,0.26,0.38,0.48,0.04,0.16,0.26,0.36,0.5,0.02,0.12,0.24,0.36,0.46
73,11.5773,0.08,0.2,0.3,0.4,0.52,0.06,0.16,0.26,0.36,0.52,0.04,0.16,0.26,0.38,0.48,0.04,0.16,0.26,0.38,0.5,0,0.12,0.24,0.38,0.48
74,11.9634,0.08,0.2,0.3,0.4,0.5,0.06,0.16,0.26,0.4,0.52,0.04,0.14,0.26,0.4,0.48,0.04,0.16,0.28,0.38,0.48,0,0.12,0.22,0.38,0.48
75,12.3609,0.08,0.2,0.3,0.4,0.5,0.06,0.16,0.28,0.4,0.52,0.04,0.14,0.26,0.4,0.5,0.04,0.18,0.28,0.38,0.48,0.02,0.12,0.22,0.38,0.5
76,12.77,0.08,0.2,0.3,0.4,0.5,0.08,0.18,0.28,0.4,0.52,0.04,0.14,0.26,0.4,0.5,0.06,0.16,0.28,0.38,0.48,0.02,0.12,0.22,0.4,0.5
77,13.1911,0.08,0.2,0.3,0.4,0.5,0.08,0.18,0.28,0.4,0.52,0.04,0.14,0.24,0.4,0.5,0.06,0.16,0.28,0.38,0.48,0.02,0.14,0.24,0.4,0.5
78,13.6246,0.08,0.2,0.3,0.4,0.5,0.08,0.18,0.28,0.4,0.52,0.04,0.14,0.24,0.42,0.5,0.06,0.16,0.26,0.38,0.48,0.04,0.14,0.26,0.4,0.5
79,14.0707,0.08,0.2,0.3,0.4,0.5,0.08,0.18,0.28,0.4,0.5,0.04,0.16,0.24,0.42,0.5,0.04,0.16,0.26,0.38,0.48,0.04,0.16,0.28,0.38,0.5
80,14.5299,0.08,0.18,0.3,0.4,0.48,0.08,0.2,0.3,0.4,0.5,0.06,0.16,0.26,0.42,0.52,0.04,0.16,0.26,0.38,0.48,0.06,0.16,0.28,0.38,0.48
81,15.0026,0.08,0.18,0.3,0.4,0.48,0.1,0.2,0.3,0.4,0.5,0.06,0.16,0.26,0.42,0.52,0.04,0.16,0.26,0.38,0.48,0.06,0.16,0.26,0.38,0.48
82,15.4891,0.08,0.18,0.3,0.4,0.48,0.1,0.2,0.3,0.4,0.5,0.06,0.16,0.28,0.42,0.52,0.04,0.14,0.26,0.4,0.48,0.06,0.16,0.26,0.38,0.48
83,15.9899,0.08,0.18,0.28,0.4,0.48,0.1,0.2,0.3,0.4,0.5,0.06,0.18,0.3,0.4,0.52,0.04,0.14,0.26,0.4,0.48,0.06,0.16,0.26,0.36,0.48
84,16.5054,0.08,0.18,0.28,0.4,0.48,0.08,0.2,0.3,0.4,0.5,0.08,0.18,0.3,0.4,0.52,0.04,0.14,0.24,0.4,0.5,0.06,0.16,0.28,0.36,0.46
85,17.036,0.08,0.18,0.28,0.4,0.48,0.08,0.2,0.3,0.38,0.5,0.08,0.18,0.3,0.4,0.5,0.04,0.14,0.26,0.4,0.5,0.06,0.16,0.26,0.36,0.46
86,17.5821,0.08,0.18,0.28,0.4,0.48,0.08,0.2,0.3,0.38,0.48,0.08,0.18,0.3,0.4,0.5,0.04,0.14,0.28,0.42,0.5,0.04,0.16,0.26,0.38,0.46
87,18.1442,0.08,0.18,0.3,0.4,0.48,0.08,0.18,0.3,0.38,0.48,0.08,0.18,0.3,0.4,0.5,0.06,0.16,0.28,0.42,0.5,0.04,0.16,0.28,0.38,0.48
88,18.7228,0.08,0.18,0.3,0.4,0.5,0.08,0.18,0.3,0.38,0.48,0.08,0.2,0.3,0.4,0.5,0.06,0.16,0.28,0.42,0.5,0.04,0.16,0.28,0.38,0.48
89,19.3184,0.06,0.18,0.3,0.4,0.5,0.08,0.18,0.3,0.38,0.48,0.1,0.2,0.28,0.4,0.5,0.06,0.16,0.28,0.4,0.5,0.04,0.14,0.28,0.38,0.48
90,19.9314,0.06,0.18,0.3,0.4,0.5,0.08,0.18,0.3,0.38,0.48,0.1,0.2,0.28,0.4,0.5,0.06,0.16,0.3,0.4,0.5,0.04,0.14,0.28,0.4,0.48
91,20.5623,0.06,0.18,0.3,0.4,0.5,0.08,0.18,0.3,0.4,0.48,0.08,0.2,0.28,0.4,0.5,0.08,0.18,0.3,0.4,0.5,0.04,0.14,0.28,0.4,0.48
92,21.2118,0.06,0.18,0.3,0.4,0.5,0.08,0.18,0.3,0.4,0.5,0.08,0.2,0.28,0.38,0.48,0.08,0.18,0.3,0.4,0.5,0.04,0.14,0.3,0.4,0.5
93,21.8803,0.08,0.16,0.32,0.42,0.5,0.08,0.18,0.3,0.4,0.5,0.08,0.2,0.28,0.38,0.48,0.08,0.18,0.3,0.4,0.5,0.04,0.14,0.3,0.4,0.5
94,22.5684,0.08,0.16,0.32,0.42,0.5,0.08,0.18,0.3,0.4,0.5,0.08,0.18,0.28,0.38,0.48,0.08,0.18,0.3,0.4,0.5,0.04,0.16,0.3,0.4,0.5
95,23.2766,0.08,0.16,0.32,0.42,0.5,0.08,0.18,0.3,0.4,0.5,0.08,0.18,0.28,0.38,0.48,0.08,0.18,0.3,0.4,0.5,0.06,0.16,0.3,0.4,0.5
96,24.0056,0.08,0.16,0.32,0.42,0.52,0.08,0.18,0.32,0.4,0.52,0.08,0.18,0.3,0.38,0.48,0.1,0.18,0.28,0.4,0.5,0.06,0.16,0.3,0.4,0.5
97,24.756,0.08,0.16,0.32,0.42,0.52,0.06,0.18,0.32,0.4,0.52,0.08,0.18,0.3,0.38,0.48,0.1,0.2,0.28,0.4,0.5,0.06,0.16,0.3,0.4,0.5
98,25.5283,0.08,0.16,0.32,0.42,0.52,0.06,0.18,0.32,0.4,0.52,0.08,0.18,0.3,0.38,0.48,0.1,0.2,0.28,0.38,0.48,0.06,0.18,0.3,0.4,0.5
99,26.3233,0.08,0.16,0.34,0.42,0.52,0.06,0.18,0.32,0.4,0.52,0.08,0.18,0.3,0.4,0.5,0.08,0.2,0.28,0.38,0.48,0.08,0.18,0.3,0.4,0.5
100,27.1416,0.08,0.18,0.32,0.42,0.52,0.06,0.16,0.32,0.4,0.52,0.08,0.18,0.3,0.4,0.5,0.08,0.2,0.28,0.38,0.48,0.08,0.18,0.3,0.4,0.5
101,27.9838,0.08,0.18,0.32,0.42,0.52,0.08,0.16,0.32,0.4,0.52,0.08,0.18,0.3,0.4,0.52,0.08,0.18,0.28,0.38,0.48,0.08,0.18,0.3,0.4,0.5
102,28.8508,0.08,0.18,0.32,0.42,0.52,0.08,0.16,0.32,0.42,0.52,0.08,0.18,0.3,0.4,0.54,0.08,0.18,0.28,0.38,0.48,0.08,0.18,0.28,0.4,0.5
103,29.7431,0.08,0.18,0.32,0.42,0.52,0.08,0.16,0.32,0.42,0.52,0.08,0.18,0.3,0.4,0.54,0.08,0.18,0.28,0.38,0.48,0.08,0.18,0.28,0.38,0.5
104,30.6616,0.08,0.18,0.32,0.42,0.52,0.08,0.16,0.32,0.42,0.52,0.06,0.18,0.3,0.4,0.54,0.08,0.18,0.3,0.38,0.48,0.1,0.18,0.28,0.4,0.48
105,31.607,0.08,0.18,0.32,0.42,0.52,0.08,0.16,0.32,0.42,0.52,0.06,0.18,0.32,0.4,0.52,0.08,0.18,0.3,0.38,0.48,0.1,0.18,0.28,0.38,0.48
106,32.5802,0.08,0.18,0.32,0.42,0.52,0.08,0.16,0.32,0.42,0.52,0.06,0.18,0.32,0.4,0.52,0.08,0.18,0.3,0.38,0.5,0.08,0.18,0.28,0.38,0.48
107,33.5818,0.08,0.18,0.32,0.42,0.52,0.08,0.16,0.32,0.42,0.52,0.06,0.16,0.32,0.4,0.52,0.08,0.18,0.3,0.38,0.5,0.08,0.18,0.28,0.38,0.48
108,34.6128,0.08,0.18,0.32,0.42,0.52,0.08,0.18,0.32,0.42,0.52,0.06,0.16,0.32,0.4,0.52,0.08,0.18,0.3,0.4,0.52,0.08,0.18,0.28,0.38,0.48
109,35.674,0.08,0.18,0.32,0.42,0.52,0.08,0.18,0.32,0.42,0.52,0.08,0.16,0.32,0.4,0.52,0.08,0.18,0.3,0.4,0.52,0.08,0.18,0.28,0.38,0.5
110,36.7663,0.1,0.18,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.52,0.08,0.16,0.32,0.42,0.52,0.08,0.18,0.3,0.4,0.54,0.08,0.18,0.28,0.38,0.5
111,37.8906,0.1,0.18,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.52,0.08,0.16,0.32,0.42,0.52,0.08,0.18,0.3,0.4,0.52,0.08,0.18,0.28,0.38,0.5
112,39.0479,0.1,0.2,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.52,0.08,0.16,0.32,0.42,0.52,0.06,0.18,0.3,0.4,0.52,0.08,0.18,0.3,0.38,0.5
113,40.239,0.1,0.2,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.52,0.08,0.16,0.32,0.42,0.52,0.06,0.18,0.32,0.4,0.52,0.08,0.18,0.3,0.38,0.5
114,41.4651,0.1,0.2,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5,0.08,0.16,0.32,0.42,0.52,0.06,0.18,0.32,0.4,0.52,0.08,0.18,0.3,0.38,0.52
115,42.7271,0.1,0.2,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.52,0.06,0.16,0.32,0.4,0.52,0.08,0.18,0.3,0.38,0.52
116,44.0261,0.1,0.2,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.52,0.08,0.16,0.32,0.4,0.52,0.08,0.18,0.3,0.4,0.52
117,45.3631,0.1,0.2,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.52,0.08,0.16,0.32,0.4,0.52,0.08,0.18,0.3,0.4,0.52
118,46.7394,0.1,0.2,0.32,0.42,0.5,0.1,0.18,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.52,0.08,0.16,0.32,0.42,0.52,0.08,0.18,0.3,0.4,0.52
119,48.1559,0.1,0.2,0.32,0.42,0.5,0.1,0.18,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.52,0.08,0.16,0.32,0.42,0.52,0.06,0.18,0.3,0.4,0.52
120,49.614,0.1,0.2,0.32,0.42,0.5,0.1,0.2,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5,0.08,0.16,0.32,0.42,0.52,0.06,0.18,0.32,0.4,0.52
121,51.1148,0.1,0.2,0.32,0.42,0.5,0.1,0.2,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5,0.08,0.16,0.32,0.42,0.52,0.06,0.18,0.32,0.4,0.52
122,52.6596,0.1,0.2,0.32,0.42,0.5,0.1,0.2,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5,0.08,0.16,0.32,0.42,0.52,0.06,0.16,0.32,0.4,0.52
123,54.2497,0.1,0.2,0.32,0.42,0.5,0.1,0.2,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.52,0.06,0.16,0.32,0.4,0.52
124,55.8863,0.1,0.2,0.32,0.4,0.5,0.1,0.2,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.52,0.08,0.16,0.32,0.4,0.52
125,57.5709,0.1,0.2,0.32,0.4,0.5,0.1,0.2,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.52,0.08,0.16,0.32,0.4,0.52
126,59.3049,0.1,0.2,0.32,0.4,0.5,0.1,0.2,0.32,0.42,0.5,0.1,0.18,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5,0.08,0.16,0.32,0.42,0.52
127,61.0897,0.1,0.2,0.32,0.4,0.5,0.1,0.2,0.32,0.42,0.5,0.1,0.18,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5,0.08,0.16,0.32,0.42,0.52
128,62.9268,0.1,0.2,0.32,0.4,0.5,0.1,0.2,0.32,0.42,0.5,0.1,0.2,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5,0.08,0.16,0.32,0.42,0.52
129,64.8177,0.1,0.2,0.32,0.4,0.5,0.1,0.2,0.32,0.42,0.5,0.1,0.2,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5,0.08,0.16,0.32,0.42,0.52
130,66.7641,0.1,0.2,0.3,0.4,0.5,0.1,0.2,0.32,0.4,0.5,0.1,0.2,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.52
131,68.7675,0.1,0.2,0.3,0.4,0.5,0.1,0.2,0.32,0.4,0.5,0.1,0.2,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.52
132,70.8295,0.12,0.2,0.3,0.4,0.5,0.1,0.2,0.32,0.4,0.5,0.1,0.2,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5
133,72.9521,0.12,0.2,0.3,0.4,0.5,0.1,0.2,0.32,0.4,0.5,0.1,0.2,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5
134,75.1368,0.12,0.2,0.3,0.4,0.5,0.1,0.2,0.32,0.4,0.5,0.1,0.2,0.32,0.42,0.5,0.1,0.18,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5
135,77.3855,0.12,0.2,0.3,0.4,0.5,0.1,0.2,0.32,0.4,0.5,0.1,0.2,0.32,0.42,0.5,0.1,0.18,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5
136,79.7002,0.12,0.2,0.3,0.4,0.5,0.1,0.2,0.3,0.4,0.5,0.1,0.2,0.32,0.4,0.5,0.1,0.2,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5
137,82.0826,0.12,0.2,0.3,0.4,0.5,0.1,0.2,0.3,0.4,0.5,0.1,0.2,0.32,0.4,0.5,0.1,0.2,0.32,0.42,0.5,0.08,0.18,0.32,0.42,0.5
