gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889,-13.8889
1,0.0185364,-13.8069,-13.8069,-13.8069,-13.8069,-13.8069,-13.8069,-13.8069,-13.8061,-13.8061,-13.8061,-13.8061,-13.8061,-13.8061,-13.8061,-13.8053,-13.8053,-13.8053,-13.8053,-13.8053,-13.8053,-13.8053,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8045,-13.8037,-13.8037,-13.8037,-13.8037,-13.8037,-13.8037,-13.8037,-13.8029,-13.8029,-13.8029,-13.8029,-13.8029,-13.8029,-13.8029,-13.8022,-13.8022,-13.8022,-13.8022,-13.8022,-13.8022,-13.8022
2,0.0372875,-13.7298,-13.7298,-13.7298,-13.7298,-13.7298,-13.7298,-13.7298,-13.7283,-13.7283,-13.7283,-13.7283,-13.7283,-13.7283,-13.7283,-13.7268,-13.7268,-13.7268,-13.7268,-13.7268,-13.7268,-13.7268,-13.7253,-13.7253,-13.7253,-13.7253,-13.7253,-13.7253,-13.7253,-13.7238,-13.7238,-13.7238,-13.7238,-13.7238,-13.7238,-13.7238,-13.7222,-13.7222,-13.7222,-13.7222,-13.7222,-13.7222,-13.7222,-13.7207,-13.7207,-13.7207,-13.7207,-13.7207,-13.7207,-13.7207
3,0.0562558,-13.6538,-13.6538,-13.6538,-13.6538,-13.6538,-13.6538,-13.6538,-13.6517,-13.6517,-13.6517,-13.6517,-13.6517,-13.6517,-13.6517,-13.6495,-13.6495,-13.6495,-13.6495,-13.6495,-13.6495,-13.6495,-13.6474,-13.6474,-13.6474,-13.6474,-13.6474,-13.6474,-13.6474,-13.6452,-13.6452,-13.6452,-13.6452,-13.6452,-13.6452,-13.6452,-13.6431,-13.6431,-13.6431,-13.6431,-13.6431,-13.6431,-13.6431,-13.6409,-13.6409,-13.6409,-13.6409,-13.6409,-13.6409,-13.6409
4,0.0754439,-13.5805,-13.5805,-13.5805,-13.5805,-13.5805,-13.5805,-13.5805,-13.5776,-13.5776,-13.5776,-13.5776,-13.5776,-13.5776,-13.5776,-13.5747,-13.5747,-13.5747,-13.5747,-13.5747,-13.5747,-13.5747,-13.5719,-13.5719,-13.5719,-13.5719,-13.5719,-13.5719,-13.5719,-13.569,-13.569,-13.569,-13.569,-13.569,-13.569,-13.569,-13.5661,-13.5661,-13.5661,-13.5661,-13.5661,-13.5661,-13.5661,-13.5632,-13.5632,-13.5632,-13.5632,-13.5632,-13.5632,-13.5632
5,0.0948544,-13.5081,-13.5081,-13.5081,-13.5081,-13.5081,-13.5081,-13.5081,-13.5046,-13.5046,-13.5046,-13.5046,-13.5046,-13.5046,-13.5046,-13.5011,-13.5011,-13.5011,-13.5011,-13.5011,-13.5011,-13.5011,-13.4976,-13.4976,-13.4976,-13.4976,-13.4976,-13.4976,-13.4976,-13.4941,-13.4941,-13.4941,-13.4941,-13.4941,-13.4941,-13.4941,-13.4906,-13.4906,-13.4906,-13.4906,-13.4906,-13.4906,-13.4906,-13.4871,-13.4871,-13.4871,-13.4871,-13.4871,-13.4871,-13.4871
6,0.11449,-13.4366,-13.4366,-13.4366,-13.4366,-13.4366,-13.4366,-13.4366,-13.4325,-13.4325,-13.4325,-13.4325,-13.4325,-13.4325,-13.4325,-13.4284,-13.4284,-13.4284,-13.4284,-13.4284,-13.4284,-13.4284,-13.4244,-13.4244,-13.4244,-13.4244,-13.4244,-13.4244,-13.4244,-13.4203,-13.4203,-13.4203,-13.4203,-13.4203,-13.4203,-13.4203,-13.4163,-13.4163,-13.4163,-13.4163,-13.4163,-13.4163,-13.4163,-13.4122,-13.4122,-13.4122,-13.4122,-13.4122,-13.4122,-13.4122
7,0.134352,-13.3661,-13.3661,-13.3661,-13.3661,-13.3661,-13.3661,-13.3661,-13.3615,-13.3615,-13.3615,-13.3615,-13.3615,-13.3615,-13.3615,-13.3568,-13.3568,-13.3568,-13.3568,-13.3568,-13.3568,-13.3568,-13.3522,-13.3522,-13.3522,-13.3522,-13.3522,-13.3522,-13.3522,-13.3476,-13.3476,-13.3476,-13.3476,-13.3476,-13.3476,-13.3476,-13.3429,-13.3429,-13.3429,-13.3429,-13.3429,-13.3429,-13.3429,-13.3383,-13.3383,-13.3383,-13.3383,-13.3383,-13.3383,-13.3383
8,0.154445,-13.2968,-13.2968,-13.2968,-13.2968,-13.2968,-13.2968,-13.2968,-13.2915,-13.2915,-13.2915,-13.2915,-13.2915,-13.2915,-13.2915,-13.2862,-13.2862,-13.2862,-13.2862,-13.2862,-13.2862,-13.2862,-13.2809,-13.2809,-13.2809,-13.2809,-13.2809,-13.2809,-13.2809,-13.2756,-13.2756,-13.2756,-13.2756,-13.2756,-13.2756,-13.2756,-13.2704,-13.2704,-13.2704,-13.2704,-13.2704,-13.2704,-13.2704,-13.2653,-13.2653,-13.2653,-13.2653,-13.2653,-13.2653,-13.2653
9,0.174771,-13.2281,-13.2281,-13.2281,-13.2281,-13.2281,-13.2281,-13.2281,-13.2223,-13.2223,-13.2223,-13.2223,-13.2223,-13.2223,-13.2223,-13.2164,-13.2164,-13.2164,-13.2164,-13.2164,-13.2164,-13.2164,-13.2105,-13.2105,-13.2105,-13.2105,-13.2105,-13.2105,-13.2105,-13.2047,-13.2047,-13.2047,-13.2047,-13.2047,-13.2047,-13.2047,-13.1988,-13.1988,-13.1988,-13.1988,-13.1988,-13.1988,-13.1988,-13.1929,-13.1929,-13.1929,-13.1929,-13.1929,-13.1929,-13.1929
