gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-85.4065,-85.4065,-85.4066,-85.4064,-85.4066,-85.4065,-85.4065,-77.0861,-77.0861,-77.0862,-77.086,-77.0862,-77.0861,-77.0861,-71.1563,-71.1563,-71.1563,-71.1562,-71.1563,-71.1563,-71.1563,-66.8166,-66.8166,-66.8167,-66.8166,-66.8167,-66.8167,-66.8167,-63.1566,-63.1565,-63.1565,-63.1563,-63.1563,-63.1561,-63.156,-59.7755,-59.7754,-59.7753,-59.7751,-59.7752,-59.775,-59.7749,-56.504,-56.5039,-56.5039,-56.5037,-56.5037,-56.5036,-56.5035
1,0.0156618,-81.7338,-81.7014,-81.6692,-81.6368,-81.6048,-81.5727,-81.5408,-75.0204,-75.0017,-74.9831,-74.9644,-74.946,-74.9274,-74.9089,-69.9991,-69.9885,-69.9778,-69.9671,-69.9566,-69.9459,-69.9353,-66.0647,-66.0574,-66.0502,-66.0428,-66.0357,-66.0284,-66.0211,-62.5818,-62.5759,-62.57,-62.564,-62.5582,-62.5522,-62.5463,-59.3124,-59.3077,-59.303,-59.2981,-59.2935,-59.2887,-59.284,-56.1207,-56.1167,-56.1128,-56.1087,-56.1048,-56.1007,-56.0967
2,0.031477,-78.916,-78.866,-78.8163,-78.7667,-78.7177,-78.6686,-78.6199,-73.3605,-73.3304,-73.3005,-73.2705,-73.2409,-73.2113,-73.1819,-69.0324,-69.0146,-68.9968,-68.979,-68.9614,-68.9438,-68.9262,-65.3523,-65.3379,-65.3235,-65.3089,-65.2946,-65.2802,-65.2657,-62.0291,-62.018,-62.0069,-61.9956,-61.9846,-61.9734,-61.9622,-58.8554,-58.8464,-58.8373,-58.8282,-58.8192,-58.8101,-58.801,-55.741,-55.7332,-55.7255,-55.7177,-55.7101,-55.7023,-55.6946
3,0.0474469,-76.7087,-76.6498,-76.5913,-76.5331,-76.4755,-76.4182,-76.3613,-72.0076,-71.9707,-71.9342,-71.8977,-71.8617,-71.8257,-71.79,-68.1619,-68.1353,-68.1087,-68.0819,-68.0554,-68.0287,-68.0021,-64.6821,-64.6623,-64.6425,-64.6226,-64.6029,-64.583,-64.5632,-61.4883,-61.4724,-61.4565,-61.4405,-61.4246,-61.4087,-61.3927,-58.4084,-58.3948,-58.3812,-58.3675,-58.354,-58.3403,-58.3267,-55.3644,-55.3531,-55.3418,-55.3305,-55.3193,-55.3079,-55.2967
4,0.0635732,-74.949,-74.8862,-74.824,-74.7621,-74.7011,-74.6404,-74.5803,-70.8911,-70.8506,-70.8105,-70.7704,-70.7309,-70.6916,-70.6526,-67.2888,-67.2577,-67.2267,-67.1955,-67.1645,-67.1334,-67.1023,-64.0321,-64.007,-63.982,-63.9568,-63.9318,-63.9067,-63.8816,-60.9605,-60.94,-60.9196,-60.8991,-60.8788,-60.8583,-60.8378,-57.9698,-57.9522,-57.9347,-57.917,-57.8995,-57.8818,-57.8642,-54.9913,-54.9765,-54.9619,-54.9471,-54.9325,-54.9178,-54.9031
5,0.0798573,-73.5245,-73.4608,-73.3979,-73.3354,-73.2738,-73.2126,-73.1522,-69.9597,-69.9175,-69.8757,-69.8285,-69.7787,-69.7287,-69.6788,-66.5075,-66.4685,-66.4296,-66.3905,-66.3517,-66.3127,-66.2737,-63.4029,-63.3714,-63.34,-63.3088,-63.2795,-63.25,-63.2206,-60.4488,-60.4232,-60.3976,-60.3718,-60.3463,-60.3206,-60.2952,-57.5372,-57.5158,-57.4946,-57.4731,-57.4519,-57.4305,-57.4092,-54.6244,-54.606,-54.5876,-54.5691,-54.5508,-54.5323,-54.5139
6,0.0963008,-72.3559,-72.2932,-72.2313,-72.1699,-72.1095,-72.0496,-71.9904,-68.9623,-68.902,-68.8419,-68.7815,-68.7214,-68.6612,-68.601,-65.7581,-65.7155,-65.6729,-65.6301,-65.5876,-65.5449,-65.5023,-62.8041,-62.7686,-62.7332,-62.6977,-62.6624,-62.6269,-62.5914,-59.9457,-59.9159,-59.8862,-59.8563,-59.8266,-59.7968,-59.767,-57.1103,-57.0854,-57.0605,-57.0355,-57.0107,-56.9857,-56.9608,-54.2603,-54.2387,-54.2171,-54.1953,-54.1738,-54.1521,-54.1304
7,0.112905,-71.3862,-71.3255,-71.2656,-71.2063,-71.1342,-71.0549,-70.9756,-68.0341,-67.9748,-67.9156,-67.8563,-67.7972,-67.738,-67.6788,-65.0409,-64.9939,-64.9469,-64.8998,-64.853,-64.8059,-64.759,-62.219,-62.1794,-62.1399,-62.1002,-62.0607,-62.021,-61.9814,-59.4516,-59.4181,-59.3847,-59.3511,-59.3177,-59.2842,-59.2507,-56.6903,-56.6611,-56.6322,-56.6037,-56.5754,-56.5469,-56.5185,-53.8991,-53.8744,-53.8498,-53.825,-53.8004,-53.7757,-53.751
8,0.129672,-70.2865,-70.1954,-70.1043,-70.0131,-69.9221,-69.8309,-69.7398,-67.169,-67.105,-67.0436,-66.9821,-66.9208,-66.8594,-66.798,-64.3564,-64.3024,-64.2485,-64.1945,-64.1431,-64.0932,-64.0433,-61.6479,-61.6045,-61.5611,-61.5176,-61.4743,-61.4308,-61.3873,-58.9668,-58.9297,-58.8926,-58.8554,-58.8184,-58.7813,-58.7442,-56.2766,-56.244,-56.2115,-56.1788,-56.1463,-56.1136,-56.0818,-53.5412,-53.5136,-53.486,-53.4582,-53.4307,-53.403,-53.3753
9,0.146603,-69.2227,-69.1393,-69.0559,-68.9724,-68.8891,-68.8057,-68.7223,-66.3789,-66.3095,-66.2401,-66.1706,-66.1014,-66.0321,-65.9675,-63.704,-63.6477,-63.5913,-63.5348,-63.4786,-63.4222,-63.3658,-61.0924,-61.0436,-60.9964,-60.9491,-60.9019,-60.8546,-60.8074,-58.4925,-58.4506,-58.4089,-58.3684,-58.328,-58.2875,-58.2471,-55.8677,-55.8319,-55.7962,-55.7604,-55.7248,-55.689,-55.6532,-53.1884,-53.1571,-53.1259,-53.0946,-53.064,-53.0334,-53.0029
