gridnumber,capital,dist[0 0 00],dist[0 0 01],dist[0 0 02],dist[0 0 10],dist[0 0 11],dist[0 0 12],dist[0 0 20],dist[0 0 21],dist[0 0 22],dist[0 1 00],dist[0 1 01],dist[0 1 02],dist[0 1 10],dist[0 1 11],dist[0 1 12],dist[0 1 20],dist[0 1 21],dist[0 1 22],dist[0 2 00],dist[0 2 01],dist[0 2 02],dist[0 2 10],dist[0 2 11],dist[0 2 12],dist[0 2 20],dist[0 2 21],dist[0 2 22],dist[1 0 00],dist[1 0 01],dist[1 0 02],dist[1 0 10],dist[1 0 11],dist[1 0 12],dist[1 0 20],dist[1 0 21],dist[1 0 22],dist[1 1 00],dist[1 1 01],dist[1 1 02],dist[1 1 10],dist[1 1 11],dist[1 1 12],dist[1 1 20],dist[1 1 21],dist[1 1 22],dist[1 2 00],dist[1 2 01],dist[1 2 02],dist[1 2 10],dist[1 2 11],dist[1 2 12],dist[1 2 20],dist[1 2 21],dist[1 2 22],dist[2 0 00],dist[2 0 01],dist[2 0 02],dist[2 0 10],dist[2 0 11],dist[2 0 12],dist[2 0 20],dist[2 0 21],dist[2 0 22],dist[2 1 00],dist[2 1 01],dist[2 1 02],dist[2 1 10],dist[2 1 11],dist[2 1 12],dist[2 1 20],dist[2 1 21],dist[2 1 22],dist[2 2 00],dist[2 2 01],dist[2 2 02],dist[2 2 10],dist[2 2 11],dist[2 2 12],dist[2 2 20],dist[2 2 21],dist[2 2 22]
0,0,0.0250917,0.00590309,0,0.000152822,3.59729e-005,0,0,0,0,0.00783814,0.022805,0.00782444,4.77195e-005,0.000138912,4.76816e-005,0,0,0,0,0.00591332,0.0250815,0,3.60012e-005,0.000152794,0,0,0,0.0134501,0.00316358,0,0.017728,0.0041714,0,0.000152822,3.59729e-005,0,0.0042022,0.0122237,0.00419327,0.00553719,0.0161129,0.00552912,4.77195e-005,0.000138912,4.76816e-005,0,0.00317026,0.0134434,0,0.00417743,0.017722,0,3.60012e-005,0.000152794,0,0,0,0.0100915,0.00237362,0,0.015153,0.00356545,0,0,0,0,0.00315287,0.00917138,0.00314618,0.00473298,0.0137725,0.00472594,0,0,0,0,0.00237862,0.0100865,0,0.00357071,0.0151478
1,0.0572595,0.00943595,0.0022129,0,0.000331604,7.78661e-005,0,0,0,0,0.00296064,0.00856355,0.00293316,0.000103848,0.000301134,0.00010321,0,0,0,0,0.00223344,0.00941541,0,7.83429e-005,0.000331127,0,0,0,0.0025499,0.000600922,0,0.00917134,0.00214788,0,0.000401242,9.42603e-005,0,0.000796075,0.00231787,0.000796526,0.00288166,0.00831962,0.00284697,0.000125591,0.000364435,0.00012494,0,0.000600585,0.00255023,0,0.00217381,0.00914541,0,9.47469e-005,0.000400756,0,0,0,0.00193756,0.000456556,0,0.00783,0.00183421,0,0,0,0,0.000604982,0.00176117,0.000605168,0.00245951,0.00710351,0.00243121,0,0,0,0,0.000456417,0.00193769,0,0.00185536,0.00780885
2,0.116568,0.0085119,0.00198418,0,0.00299009,0.000703232,0,0,0,0,0.00269672,0.0076999,0.00263003,0.000934673,0.00271697,0.000932124,0,0,0,0,0.00203402,0.00846205,0,0.000705137,0.00298818,0,0,0,0.00154939,0.000365437,0,0.00875527,0.00203596,0,0.00397042,0.000933936,0,0.000483346,0.00140875,0.000484391,0.00278272,0.00791157,0.00269866,0.00124084,0.00360802,0.00123792,0,0.000364656,0.00155017,0,0.00209879,0.00869244,0,0.000936122,0.00396824,0,0,0,0.00118055,0.000278324,0,0.0103214,0.00240908,0,0,0,0,0.000368503,0.00107318,0.000368921,0.00326289,0.00934368,0.00319323,0,0,0,0,0.000278011,0.00118087,0,0.00246115,0.0102694
3,0.177999,0.00590912,0.00141448,0,0.00223817,0.000563321,0,0,0,0,0.0018489,0.00536505,0.00187534,0.000688996,0.00204068,0.000747243,0,0,0,0,0.00139472,0.00592888,0,0.000519786,0.0022817,0,0,0,0.000867169,0.000204124,0,0.00627189,0.00150197,0,0.00297251,0.000748542,0,0.000270848,0.000788165,0.000270565,0.00196405,0.0056927,0.00199137,0.000914873,0.00271037,0.000992942,0,0.000204336,0.000866957,0,0.00148156,0.00629231,0,0.000690192,0.00303086,0,0,0,0.000664591,0.000156411,0,0.00748269,0.00182139,0,0,0,0,0.000207637,0.000603985,0.000207322,0.00233026,0.00680175,0.00241526,0,0,0,0,0.000156647,0.000664356,0,0.00175786,0.00754623
4,0.241629,0.00484797,0.00114283,0,0.00246783,0.00056053,0,0,0,0,0.00148379,0.00443684,0.00151455,0.000775248,0.00224059,0.000742651,0,0,0,0,0.00111984,0.00487097,0,0.000584894,0.00244347,0,0,0,0.000520281,0.000123675,0,0.00527384,0.00124437,0,0.0032855,0.000745999,0,0.000160984,0.000474291,0.000163937,0.00161032,0.00483031,0.00164909,0.00103238,0.00298273,0.000988378,0,0.000121467,0.000522488,0,0.00121539,0.00530281,0,0.000778884,0.00325261,0,0,0,0.000401044,9.53912e-005,0,0.00691476,0.00160797,0,0,0,0,0.00012395,0.000365729,0.000126445,0.00213509,0.0063117,0.00213075,0,0,0,0,9.35263e-005,0.000402909,0,0.00161121,0.00691152
5,0.307536,0.0032772,0.000764691,0,0.00211603,0.000483968,0,0,0,0,0.00101988,0.00298307,0.00101343,0.000664558,0.00192101,0.000641274,0,0,0,0,0.000769509,0.00327238,0,0.000501371,0.00209862,0,0,0,0.000275138,6.56511e-005,0,0.00359646,0.000838723,0,0.00282192,0.000645333,0,8.50469e-005,0.000250878,8.70274e-005,0.0011192,0.00327376,0.00111154,0.000886306,0.0025618,0.000855086,0,6.41709e-005,0.000276618,0,0.000844448,0.00359074,0,0.000668667,0.00279858,0,0,0,0.000212505,5.07016e-005,0,0.00518072,0.00119796,0,0,0,0,6.56794e-005,0.000193776,6.72101e-005,0.00161876,0.00471031,0.0015875,0,0,0,0,4.95575e-005,0.000213649,0,0.00122132,0.00515736
6,0.375801,0.00224102,0.000529401,0,0.00164065,0.00038449,0,0,0,0,0.000696592,0.00204005,0.000701717,0.000513325,0.00149045,0.000509615,0,0,0,0,0.00052557,0.00224485,0,0.000387262,0.00163788,0,0,0,0.000147821,3.53116e-005,0,0.00248018,0.00058582,0,0.00218952,0.000513095,0,4.56641e-005,0.000134812,4.68096e-005,0.000770876,0.00225783,0.000776499,0.000685084,0.00198905,0.000680072,0,3.44554e-005,0.000148677,0,0.000581618,0.00248438,0,0.00051684,0.00218577,0,0,0,0.000114638,2.73841e-005,0,0.00376703,0.000886506,0,0,0,0,3.54088e-005,0.000104553,3.63007e-005,0.00117451,0.00342595,0.00117503,0,0,0,0,2.67175e-005,0.000115304,0,0.000886115,0.00376742
7,0.44651,0.00139418,0.000335253,0,0.00115239,0.000271185,0,0,0,0,0.000423205,0.00127881,0.000444384,0.000359716,0.00104763,0.000359449,0,0,0,0,0.000319423,0.00141001,0,0.000271384,0.0011522,0,0,0,6.44541e-005,1.55075e-005,0,0.00155723,0.000375061,0,0.00153886,0.000362079,0,1.9703e-005,5.89801e-005,2.05569e-005,0.000471544,0.00142947,0.00049715,0.000480433,0.00139889,0.000479928,0,1.48692e-005,6.50923e-005,0,0.000355923,0.00157637,0,0.000362457,0.00153848,0,0,0,5.03919e-005,1.21493e-005,0,0.00249618,0.000594289,0,0,0,0,1.53559e-005,4.61585e-005,1.61053e-005,0.000767565,0.00228028,0.000787728,0,0,0,0,1.15892e-005,5.0952e-005,0,0.000579218,0.00251125
8,0.519749,0.00082197,0.000198826,0,0.000746156,0.000176441,0,0,0,0,0.000247854,0.000755501,0.000263552,0.000232168,0.000678987,0.000233877,0,0,0,0,0.000187092,0.000833703,0,0.000175164,0.000747434,0,0,0,2.66009e-005,6.42809e-006,0,0.000922765,0.000223628,0,0.00099683,0.000235686,0,8.07271e-006,2.43984e-005,8.5211e-006,0.000277459,0.000848898,0.000296429,0.000310222,0.000907042,0.000312407,0,6.09295e-006,2.69361e-005,0,0.00020945,0.000936944,0,0.000234052,0.000998464,0,0,0,2.09854e-005,5.08884e-006,0,0.00154714,0.000370178,0,0,0,0,6.33509e-006,1.92798e-005,6.74578e-006,0.000473687,0.00141521,0.000490683,0,0,0,0,4.78188e-006,2.12923e-005,0,0.000357474,0.00155984
9,0.595608,0.000453795,0.000109795,0,0.000447351,0.00010606,0,0,0,0,0.000136946,0.000416984,0.000145539,0.00013896,0.000407289,0.000140587,0,0,0,0,0.000103372,0.000460218,0,0.000104843,0.000448568,0,0,0,1.05901e-005,2.56612e-006,0,0.000509945,0.000123599,0,0.000597875,0.000141731,0,3.19747e-006,9.72901e-006,3.40162e-006,0.000153483,0.000468969,0.000163838,0.000185746,0.000544305,0.000187871,0,2.41353e-006,1.07427e-005,0,0.00011586,0.000517685,0,0.000140142,0.000599464,0,0,0,8.40174e-006,2.04502e-006,0,0.000892745,0.000213809,0,0,0,0,2.5196e-006,7.73498e-006,2.71086e-006,0.000273386,0.000816539,0.000283416,0,0,0,0,1.90207e-006,8.54469e-006,0,0.000206313,0.000900241
