gridnumber,capital,dist[0 0],dist[0 1],dist[0 2],dist[0 3],dist[0 4],dist[0 5],dist[0 6],dist[1 0],dist[1 1],dist[1 2],dist[1 3],dist[1 4],dist[1 5],dist[1 6],dist[2 0],dist[2 1],dist[2 2],dist[2 3],dist[2 4],dist[2 5],dist[2 6],dist[3 0],dist[3 1],dist[3 2],dist[3 3],dist[3 4],dist[3 5],dist[3 6],dist[4 0],dist[4 1],dist[4 2],dist[4 3],dist[4 4],dist[4 5],dist[4 6],dist[5 0],dist[5 1],dist[5 2],dist[5 3],dist[5 4],dist[5 5],dist[5 6],dist[6 0],dist[6 1],dist[6 2],dist[6 3],dist[6 4],dist[6 5],dist[6 6]
0,0,1.56146e-005,0.000116022,0.00033959,0.000374629,0.000155086,2.37869e-005,1.35443e-006,0.000152369,0.00113215,0.00331375,0.00365566,0.00151334,0.000232115,1.32167e-005,0.000607814,0.00451626,0.0132189,0.0145828,0.00603687,0.000925928,5.27226e-005,0.000962837,0.00715421,0.02094,0.0231006,0.009563,0.00146676,8.35179e-005,0.000607813,0.00451626,0.0132189,0.0145828,0.00603686,0.000925928,5.27226e-005,0.000152368,0.00113215,0.00331374,0.00365566,0.00151334,0.000232114,1.32167e-005,1.56146e-005,0.000116022,0.00033959,0.000374629,0.000155086,2.37869e-005,1.35443e-006
1,0.0185364,2.03763e-006,1.97416e-005,7.51321e-005,0.000108518,5.92714e-005,1.20998e-005,9.31672e-007,1.98834e-005,0.00019264,0.000733145,0.00105893,0.000578376,0.000118071,9.09133e-006,7.93169e-005,0.000768461,0.00292459,0.00422416,0.0023072,0.000470998,3.62662e-005,0.000125646,0.00121732,0.00463284,0.00669149,0.00365483,0.000746108,5.74494e-005,7.93168e-005,0.000768461,0.00292459,0.00422416,0.0023072,0.000470998,3.62662e-005,1.98834e-005,0.00019264,0.000733145,0.00105893,0.000578375,0.000118071,9.09133e-006,2.03763e-006,1.97416e-005,7.51321e-005,0.000108518,5.92714e-005,1.20998e-005,9.31672e-007
2,0.0372875,2.87583e-006,2.9707e-005,0.000119362,0.000180512,0.000102411,2.15602e-005,1.7021e-006,2.80626e-005,0.000289883,0.00116475,0.00176145,0.000999339,0.000210387,1.66092e-005,0.000111944,0.00115637,0.0046463,0.0070266,0.00398646,0.000839253,6.62559e-005,0.000177331,0.00183181,0.0073602,0.0111308,0.00631495,0.00132946,0.000104956,0.000111944,0.00115637,0.00464629,0.0070266,0.00398646,0.000839253,6.62559e-005,2.80626e-005,0.000289883,0.00116475,0.00176145,0.000999337,0.000210386,1.66092e-005,2.87583e-006,2.9707e-005,0.000119362,0.000180512,0.000102411,2.15602e-005,1.7021e-006
3,0.0562558,2.10382e-006,2.13021e-005,8.40662e-005,0.000125137,7.00484e-005,1.45844e-005,1.14094e-006,2.05292e-005,0.000207868,0.000820325,0.0012211,0.000683538,0.000142316,1.11334e-005,8.18931e-005,0.000829205,0.00327236,0.00487109,0.0027267,0.000567713,4.44121e-005,0.000129727,0.00131354,0.00518374,0.0077163,0.00431937,0.000899315,7.03533e-005,8.18931e-005,0.000829205,0.00327236,0.00487109,0.0027267,0.000567713,4.44121e-005,2.05292e-005,0.000207868,0.000820325,0.0012211,0.000683538,0.000142316,1.11334e-005,2.10382e-006,2.13021e-005,8.40662e-005,0.000125137,7.00484e-005,1.45844e-005,1.14094e-006
4,0.0754439,1.6125e-006,1.58815e-005,6.1e-005,8.85313e-005,4.84525e-005,9.89472e-006,7.61457e-007,1.57349e-005,0.000154973,0.000595243,0.000863895,0.000472803,9.65535e-005,7.43036e-006,6.27683e-005,0.000618202,0.00237448,0.00344617,0.00188606,0.000385162,2.96404e-005,9.94312e-005,0.000979293,0.00376142,0.00545907,0.00298771,0.000610134,4.69534e-005,6.27683e-005,0.000618202,0.00237448,0.00344617,0.00188606,0.000385162,2.96404e-005,1.57349e-005,0.000154973,0.000595243,0.000863895,0.000472803,9.65534e-005,7.43035e-006,1.6125e-006,1.58815e-005,6.1e-005,8.85313e-005,4.84525e-005,9.89472e-006,7.61457e-007
5,0.0948544,1.34608e-006,1.33372e-005,5.15812e-005,7.53935e-005,4.15409e-005,8.53481e-006,6.6031e-007,1.31352e-005,0.000130145,0.000503334,0.000735697,0.00040536,8.32835e-005,6.44336e-006,5.23975e-005,0.000519162,0.00200785,0.00293477,0.00161702,0.000332226,2.57032e-005,8.30029e-005,0.000822405,0.00318063,0.00464896,0.00256152,0.000526279,4.07164e-005,5.23975e-005,0.000519162,0.00200785,0.00293477,0.00161702,0.000332226,2.57032e-005,1.31352e-005,0.000130145,0.000503333,0.000735695,0.000405359,8.32833e-005,6.44335e-006,1.34608e-006,1.33372e-005,5.15812e-005,7.53935e-005,4.15409e-005,8.53481e-006,6.6031e-007
6,0.11449,1.45115e-006,1.51492e-005,6.26111e-005,9.9508e-005,6.08081e-005,1.4173e-005,1.28216e-006,1.41605e-005,0.000147827,0.000610964,0.000971009,0.000593371,0.000138301,1.25114e-005,5.64875e-005,0.000589696,0.0024372,0.00387345,0.00236702,0.000551696,4.99092e-005,8.94818e-005,0.000934138,0.00386076,0.00613593,0.00374959,0.000873942,7.90612e-005,5.64875e-005,0.000589696,0.0024372,0.00387345,0.00236702,0.000551696,4.99092e-005,1.41604e-005,0.000147827,0.000610963,0.000971007,0.00059337,0.000138301,1.25114e-005,1.45115e-006,1.51492e-005,6.26111e-005,9.9508e-005,6.08081e-005,1.4173e-005,1.28216e-006
7,0.134352,1.43079e-006,1.65551e-005,7.60878e-005,0.000134931,9.20391e-005,2.38797e-005,2.3974e-006,1.39618e-005,0.000161547,0.000742472,0.00131667,0.000898125,0.000233021,2.33941e-005,5.5695e-005,0.000644425,0.00296179,0.00525233,0.00358271,0.000929542,9.33212e-005,8.82265e-005,0.00102083,0.00469178,0.00832022,0.00567537,0.00147249,0.00014783,5.56951e-005,0.000644425,0.00296179,0.00525233,0.00358271,0.000929542,9.33212e-005,1.39618e-005,0.000161547,0.000742472,0.00131667,0.000898124,0.00023302,2.3394e-005,1.43079e-006,1.65551e-005,7.60878e-005,0.000134931,9.20391e-005,2.38797e-005,2.3974e-006
8,0.154445,1.14443e-006,1.31472e-005,6.01939e-005,0.000106655,7.28567e-005,1.89577e-005,1.91033e-006,1.11675e-005,0.000128292,0.000587377,0.00104075,0.000710942,0.000184991,1.86411e-005,4.45482e-005,0.000511769,0.00234311,0.00415166,0.00283602,0.000737947,7.43613e-005,7.05688e-005,0.000810694,0.00371171,0.00657664,0.00449254,0.00116898,0.000117796,4.45482e-005,0.000511769,0.00234311,0.00415166,0.00283602,0.000737947,7.43613e-005,1.11675e-005,0.000128292,0.000587377,0.00104075,0.000710942,0.000184991,1.86411e-005,1.14443e-006,1.31472e-005,6.01939e-005,0.000106655,7.28567e-005,1.89577e-005,1.91033e-006
9,0.174771,1.03667e-006,1.15361e-005,5.10108e-005,8.71007e-005,5.73239e-005,1.43938e-005,1.4027e-006,1.0116e-005,0.00011257,0.000497768,0.000849935,0.000559371,0.000140456,1.36877e-005,4.03535e-005,0.000449052,0.00198565,0.00339048,0.00223139,0.000560295,5.46015e-005,6.39241e-005,0.000711344,0.00314546,0.00537086,0.00353474,0.000887563,8.64942e-005,4.03535e-005,0.000449052,0.00198565,0.00339048,0.00223139,0.000560295,5.46015e-005,1.0116e-005,0.00011257,0.000497768,0.000849935,0.000559371,0.000140456,1.36877e-005,1.03667e-006,1.15361e-005,5.10108e-005,8.71007e-005,5.73239e-005,1.43938e-005,1.4027e-006
