gridnumber,capital,Portfolio[0 0],Portfolio[0 1],Portfolio[0 2],Portfolio[0 3],Portfolio[0 4],Portfolio[1 0],Portfolio[1 1],Portfolio[1 2],Portfolio[1 3],Portfolio[1 4],Portfolio[2 0],Portfolio[2 1],Portfolio[2 2],Portfolio[2 3],Portfolio[2 4],Portfolio[3 0],Portfolio[3 1],Portfolio[3 2],Portfolio[3 3],Portfolio[3 4],Portfolio[4 0],Portfolio[4 1],Portfolio[4 2],Portfolio[4 3],Portfolio[4 4]
35,0.794456,0,0,0.23,0.49,0.71,0,0,0.17,0.43,0.68,0,0,0.14,0.42,0.69,0,0,0.06,0.36,0.68,0,0,0,0.37,0.69
36,0.822196,0,0,0.22,0.49,0.7,0,0,0.16,0.5,0.68,0,0,0.14,0.42,0.66,0,0,0.06,0.43,0.71,0,0,0.04,0.39,0.72
37,0.850258,0,0,0.21,0.52,0.7,0,0,0.18,0.49,0.73,0,0,0.12,0.46,0.69,0,0,0.04,0.42,0.68,0,0,0.02,0.42,0.7
38,0.878644,0,0,0.22,0.52,0.73,0,0,0.21,0.47,0.71,0,0,0.12,0.46,0.7,0,0,0.13,0.43,0.71,0,0,0.01,0.41,0.72
39,0.90736,0,0,0.24,0.51,0.73,0,0,0.22,0.48,0.71,0,0,0.18,0.49,0.71,0,0,0.11,0.47,0.72,0,0,0.08,0.45,0.73
40,0.936408,0,0.01,0.26,0.49,0.72,0,0,0.24,0.52,0.75,0,0,0.17,0.51,0.75,0,0,0.13,0.46,0.71,0,0,0.07,0.44,0.73
41,0.965793,0,0.04,0.26,0.55,0.74,0,0,0.27,0.5,0.73,0,0,0.2,0.49,0.73,0,0,0.17,0.5,0.76,0,0,0.15,0.49,0.76
42,0.995519,0,0.03,0.28,0.54,0.75,0,0,0.27,0.49,0.74,0,0,0.23,0.53,0.75,0,0,0.16,0.49,0.75,0,0,0.13,0.48,0.76
43,1.02559,0,0.02,0.29,0.53,0.75,0,0,0.25,0.54,0.76,0,0,0.22,0.54,0.76,0,0,0.22,0.47,0.77,0,0,0.11,0.47,0.79
44,1.05601,0,0.02,0.3,0.56,0.75,0,0.02,0.24,0.54,0.75,0,0,0.2,0.52,0.76,0,0,0.21,0.53,0.77,0,0,0.15,0.51,0.76
45,1.08678,0,0.05,0.29,0.58,0.76,0,0.02,0.31,0.52,0.76,0,0,0.28,0.5,0.78,0,0,0.2,0.52,0.78,0,0,0.16,0.5,0.78
46,1.1179,0,0.08,0.33,0.56,0.76,0,0.01,0.3,0.54,0.78,0,0,0.26,0.55,0.78,0,0,0.21,0.52,0.8,0,0,0.15,0.55,0.8
47,1.14939,0,0.07,0.34,0.55,0.77,0,0,0.28,0.55,0.77,0,0,0.25,0.54,0.75,0,0,0.24,0.55,0.78,0,0,0.21,0.54,0.79
48,1.18124,0,0.08,0.34,0.53,0.78,0,0.01,0.29,0.55,0.78,0,0,0.26,0.55,0.8,0,0,0.24,0.54,0.77,0,0,0.19,0.51,0.82
49,1.21346,0,0.09,0.33,0.59,0.78,0,0.03,0.31,0.57,0.8,0,0,0.28,0.56,0.79,0,0,0.22,0.58,0.81,0,0,0.22,0.55,0.8
50,1.24606,0,0.11,0.36,0.58,0.77,0,0.05,0.32,0.58,0.79,0,0.01,0.29,0.57,0.78,0,0,0.29,0.58,0.79,0,0,0.24,0.55,0.83
51,1.27903,0,0.12,0.38,0.57,0.78,0,0.05,0.32,0.58,0.77,0,0,0.3,0.55,0.82,0,0,0.27,0.56,0.81,0,0,0.22,0.58,0.82
52,1.31239,0,0.11,0.37,0.58,0.78,0,0.07,0.34,0.57,0.8,0,0,0.33,0.59,0.81,0,0,0.26,0.55,0.82,0,0,0.21,0.59,0.8
53,1.34613,0,0.11,0.36,0.61,0.79,0,0.09,0.36,0.6,0.81,0,0,0.32,0.59,0.79,0,0,0.29,0.57,0.82,0,0,0.24,0.56,0.85
54,1.38026,0,0.1,0.35,0.6,0.78,0,0.1,0.35,0.61,0.8,0,0.02,0.31,0.58,0.81,0,0,0.3,0.58,0.84,0,0,0.25,0.56,0.83
55,1.41479,0,0.1,0.34,0.58,0.79,0,0.09,0.34,0.59,0.81,0,0.04,0.3,0.56,0.82,0,0,0.29,0.58,0.83,0,0,0.23,0.58,0.85
56,1.44971,0,0.11,0.36,0.57,0.81,0,0.08,0.33,0.58,0.83,0,0.03,0.32,0.57,0.81,0,0,0.27,0.6,0.83,0,0,0.24,0.58,0.85
57,1.48504,0,0.12,0.38,0.58,0.8,0,0.08,0.33,0.57,0.81,0,0.06,0.33,0.6,0.82,0,0,0.29,0.6,0.85,0,0,0.28,0.56,0.83
58,1.52078,0,0.14,0.38,0.59,0.79,0,0.1,0.34,0.59,0.79,0,0.08,0.33,0.59,0.83,0,0,0.31,0.58,0.84,0,0,0.28,0.58,0.84
59,1.55694,0,0.14,0.37,0.6,0.8,0,0.11,0.36,0.6,0.79,0,0.07,0.32,0.6,0.82,0,0,0.3,0.58,0.82,0,0,0.3,0.59,0.85
60,1.59351,0,0.14,0.37,0.59,0.8,0,0.12,0.36,0.59,0.8,0,0.06,0.34,0.61,0.83,0,0.03,0.34,0.59,0.84,0,0,0.3,0.59,0.84
61,1.63051,0,0.16,0.38,0.59,0.8,0,0.11,0.37,0.59,0.81,0,0.07,0.37,0.61,0.84,0,0.02,0.35,0.6,0.84,0,0,0.29,0.61,0.86
62,1.66794,0,0.17,0.39,0.6,0.8,0,0.11,0.38,0.6,0.8,0,0.09,0.35,0.59,0.83,0,0.04,0.33,0.61,0.84,0,0,0.29,0.6,0.86
63,1.7058,0,0.18,0.4,0.61,0.8,0,0.1,0.39,0.6,0.81,0,0.1,0.34,0.58,0.82,0,0.06,0.32,0.63,0.86,0,0,0.31,0.59,0.85
64,1.7441,0,0.17,0.39,0.61,0.8,0,0.11,0.38,0.61,0.82,0,0.1,0.35,0.63,0.82,0,0.06,0.33,0.61,0.86,0,0,0.31,0.59,0.86
65,1.78284,0,0.16,0.38,0.6,0.81,0,0.15,0.37,0.6,0.82,0,0.09,0.36,0.61,0.84,0,0.05,0.35,0.6,0.84,0,0,0.3,0.6,0.86
66,1.82203,0,0.16,0.41,0.6,0.81,0,0.14,0.36,0.62,0.81,0,0.08,0.37,0.6,0.83,0,0.05,0.35,0.59,0.84,0,0,0.31,0.6,0.85
67,1.86167,0,0.15,0.42,0.62,0.8,0,0.14,0.36,0.63,0.81,0,0.09,0.37,0.6,0.81,0,0.06,0.34,0.61,0.85,0,0.02,0.33,0.63,0.87
68,1.90178,0,0.16,0.42,0.62,0.81,0,0.15,0.4,0.62,0.82,0,0.11,0.36,0.61,0.82,0,0.08,0.33,0.62,0.85,0,0.01,0.33,0.63,0.87
69,1.94235,0,0.17,0.41,0.62,0.81,0,0.16,0.4,0.61,0.83,0,0.12,0.38,0.62,0.83,0,0.08,0.34,0.61,0.84,0,0.03,0.35,0.61,0.85
70,1.98339,0,0.18,0.4,0.61,0.81,0,0.17,0.39,0.6,0.81,0,0.12,0.39,0.61,0.83,0,0.07,0.36,0.61,0.85,0,0.05,0.36,0.6,0.87
71,2.0249,0,0.19,0.39,0.6,0.8,0,0.17,0.39,0.59,0.8,0,0.12,0.38,0.62,0.82,0,0.07,0.36,0.63,0.86,0,0.05,0.35,0.62,0.87
72,2.0669,0,0.19,0.39,0.61,0.79,0,0.16,0.39,0.63,0.81,0,0.15,0.37,0.63,0.83,0,0.08,0.37,0.62,0.85,0,0.04,0.33,0.63,0.86
73,2.10938,0,0.19,0.39,0.63,0.78,0,0.16,0.4,0.62,0.83,0,0.15,0.38,0.63,0.84,0,0.1,0.39,0.61,0.83,0,0.04,0.35,0.61,0.86
74,2.15235,0,0.2,0.41,0.63,0.81,0,0.15,0.41,0.61,0.82,0,0.14,0.39,0.62,0.83,0,0.1,0.38,0.61,0.83,0,0.06,0.37,0.6,0.87
75,2.19582,0,0.21,0.42,0.62,0.81,0,0.16,0.4,0.61,0.81,0,0.14,0.4,0.61,0.82,0,0.1,0.37,0.62,0.85,0,0.07,0.36,0.6,0.87
76,2.2398,0,0.22,0.41,0.61,0.81,0,0.17,0.4,0.61,0.8,0,0.14,0.4,0.6,0.82,0,0.09,0.36,0.63,0.84,0,0.06,0.35,0.63,0.85
77,2.28428,0,0.21,0.41,0.6,0.8,0,0.18,0.39,0.62,0.8,0,0.15,0.39,0.61,0.83,0,0.09,0.37,0.62,0.83,0,0.05,0.34,0.62,0.84
78,2.32928,0,0.21,0.41,0.61,0.79,0,0.18,0.39,0.62,0.82,0,0.16,0.38,0.62,0.83,0,0.11,0.38,0.61,0.84,0,0.07,0.36,0.62,0.85
79,2.37481,0,0.2,0.42,0.63,0.8,0,0.18,0.41,0.62,0.82,0,0.17,0.37,0.63,0.82,0,0.12,0.39,0.62,0.85,0,0.09,0.37,0.64,0.86
80,2.42085,0,0.2,0.42,0.63,0.81,0,0.18,0.42,0.62,0.81,0,0.16,0.39,0.62,0.81,0,0.12,0.38,0.64,0.84,0,0.09,0.36,0.63,0.86
81,2.46744,0,0.2,0.43,0.62,0.81,0,0.17,0.41,0.62,0.8,0,0.16,0.4,0.61,0.82,0,0.13,0.37,0.62,0.83,0,0.08,0.35,0.62,0.87
82,2.51456,0,0.2,0.43,0.61,0.8,0,0.18,0.4,0.63,0.81,0,0.15,0.4,0.62,0.82,0,0.13,0.37,0.62,0.84,0,0.07,0.35,0.62,0.87
83,2.56223,0,0.21,0.42,0.61,0.79,0,0.2,0.4,0.64,0.81,0,0.16,0.4,0.64,0.83,0,0.15,0.38,0.62,0.85,0,0.09,0.37,0.63,0.85
84,2.61045,0,0.21,0.42,0.61,0.78,0,0.2,0.41,0.63,0.81,0,0.17,0.41,0.63,0.82,0,0.14,0.39,0.64,0.84,0,0.11,0.38,0.63,0.84
85,2.65923,0,0.22,0.41,0.61,0.78,0,0.2,0.42,0.62,0.81,0,0.18,0.42,0.62,0.81,0,0.14,0.39,0.64,0.83,0,0.1,0.37,0.62,0.85
86,2.70857,0,0.22,0.41,0.62,0.79,0,0.19,0.43,0.61,0.8,0,0.18,0.42,0.61,0.82,0,0.15,0.38,0.62,0.83,0,0.1,0.35,0.61,0.85
87,2.75849,0,0.22,0.41,0.62,0.8,0,0.19,0.42,0.61,0.82,0,0.18,0.41,0.61,0.83,0,0.16,0.41,0.61,0.84,0,0.09,0.36,0.61,0.85
88,2.80898,0,0.22,0.42,0.62,0.8,0,0.2,0.42,0.6,0.82,0,0.17,0.41,0.62,0.83,0,0.17,0.41,0.61,0.84,0,0.11,0.38,0.62,0.84
89,2.86006,0.01,0.21,0.43,0.61,0.79,0,0.21,0.41,0.61,0.82,0,0.16,0.4,0.63,0.82,0,0.16,0.4,0.62,0.84,0,0.12,0.38,0.63,0.82
90,2.91173,0.01,0.21,0.43,0.61,0.78,0,0.22,0.41,0.62,0.81,0,0.17,0.4,0.63,0.81,0,0.15,0.39,0.63,0.82,0,0.12,0.38,0.62,0.84
91,2.964,0.02,0.22,0.42,0.62,0.78,0,0.22,0.4,0.62,0.8,0,0.18,0.41,0.62,0.8,0,0.15,0.39,0.63,0.81,0,0.11,0.39,0.61,0.85
92,3.01688,0.03,0.24,0.42,0.63,0.78,0,0.22,0.4,0.62,0.79,0,0.19,0.42,0.61,0.81,0,0.16,0.4,0.62,0.82,0,0.1,0.39,0.62,0.84
93,3.07036,0.02,0.23,0.42,0.63,0.78,0,0.21,0.42,0.61,0.79,0,0.19,0.42,0.62,0.81,0,0.17,0.41,0.61,0.82,0,0.12,0.39,0.63,0.84
94,3.12447,0.02,0.24,0.42,0.63,0.79,0,0.21,0.43,0.62,0.78,0,0.19,0.41,0.63,0.81,0,0.18,0.41,0.61,0.82,0,0.13,0.38,0.62,0.84
95,3.1792,0.02,0.23,0.43,0.62,0.79,0,0.2,0.42,0.63,0.79,0,0.18,0.41,0.63,0.81,0,0.17,0.41,0.62,0.82,0,0.14,0.38,0.62,0.85
96,3.23457,0.02,0.23,0.43,0.61,0.78,0,0.2,0.42,0.63,0.79,0,0.18,0.4,0.62,0.8,0,0.17,0.4,0.62,0.83,0,0.13,0.4,0.61,0.84
97,3.29058,0.01,0.23,0.43,0.61,0.78,0,0.21,0.42,0.63,0.8,0,0.18,0.4,0.61,0.8,0,0.16,0.39,0.62,0.83,0,0.14,0.41,0.64,0.83
98,3.34724,0.01,0.23,0.44,0.6,0.78,0,0.21,0.43,0.62,0.79,0,0.19,0.4,0.61,0.81,0,0.16,0.39,0.62,0.83,0,0.14,0.4,0.63,0.82
99,3.40456,0.02,0.23,0.43,0.6,0.78,0,0.22,0.43,0.61,0.79,0,0.21,0.41,0.62,0.82,0,0.17,0.4,0.62,0.82,0,0.14,0.39,0.62,0.83
100,3.46253,0.02,0.23,0.43,0.59,0.79,0.01,0.23,0.43,0.61,0.79,0,0.2,0.41,0.62,0.81,0,0.19,0.41,0.63,0.81,0,0.15,0.38,0.61,0.84
101,3.52119,0.03,0.24,0.43,0.6,0.79,0.01,0.23,0.44,0.6,0.79,0,0.2,0.42,0.63,0.8,0,0.19,0.41,0.63,0.81,0,0.15,0.39,0.62,0.83
102,3.58052,0.04,0.24,0.42,0.6,0.79,0.01,0.22,0.43,0.6,0.8,0,0.2,0.41,0.63,0.79,0,0.18,0.41,0.62,0.8,0,0.14,0.4,0.63,0.82
103,3.64053,0.04,0.25,0.42,0.62,0.78,0.01,0.22,0.43,0.6,0.8,0,0.21,0.41,0.62,0.79,0,0.18,0.4,0.61,0.81,0,0.16,0.4,0.63,0.81
104,3.70125,0.04,0.25,0.41,0.61,0.78,0.01,0.21,0.42,0.61,0.79,0,0.22,0.43,0.61,0.79,0,0.17,0.39,0.61,0.81,0,0.17,0.4,0.62,0.81
105,3.76266,0.04,0.25,0.41,0.61,0.77,0,0.21,0.42,0.61,0.79,0,0.22,0.43,0.61,0.79,0,0.18,0.4,0.61,0.82,0,0.16,0.39,0.61,0.82
106,3.82479,0.04,0.24,0.41,0.6,0.77,0,0.21,0.41,0.61,0.78,0,0.22,0.43,0.6,0.8,0,0.19,0.4,0.61,0.81,0,0.16,0.39,0.61,0.82
107,3.88764,0.04,0.24,0.42,0.6,0.76,0.01,0.21,0.41,0.61,0.77,0,0.22,0.43,0.6,0.8,0,0.19,0.41,0.62,0.8,0,0.16,0.39,0.61,0.82
108,3.95121,0.04,0.24,0.43,0.6,0.77,0.01,0.22,0.42,0.61,0.77,0,0.21,0.42,0.61,0.8,0,0.2,0.41,0.62,0.79,0,0.15,0.4,0.62,0.81
109,4.01552,0.03,0.23,0.43,0.61,0.77,0.02,0.22,0.42,0.6,0.78,0,0.21,0.41,0.61,0.79,0,0.19,0.41,0.62,0.78,0,0.17,0.41,0.62,0.81
110,4.08058,0.03,0.23,0.43,0.61,0.77,0.02,0.23,0.43,0.6,0.78,0,0.21,0.41,0.62,0.78,0,0.19,0.4,0.61,0.8,0,0.18,0.4,0.62,0.81
111,4.14639,0.03,0.23,0.42,0.61,0.77,0.03,0.23,0.43,0.62,0.79,0,0.21,0.41,0.61,0.78,0,0.19,0.4,0.6,0.81,0,0.18,0.39,0.61,0.8
112,4.21297,0.04,0.23,0.42,0.61,0.77,0.03,0.23,0.43,0.62,0.78,0.01,0.22,0.42,0.61,0.78,0,0.18,0.39,0.6,0.8,0,0.17,0.39,0.6,0.81
113,4.28031,0.04,0.24,0.43,0.61,0.76,0.03,0.23,0.42,0.62,0.77,0.01,0.22,0.43,0.6,0.79,0,0.19,0.4,0.6,0.8,0,0.17,0.39,0.6,0.8
114,4.34843,0.05,0.24,0.43,0.61,0.76,0.03,0.23,0.42,0.61,0.77,0,0.23,0.43,0.6,0.79,0,0.2,0.41,0.61,0.79,0,0.18,0.4,0.61,0.8
115,4.41735,0.05,0.25,0.43,0.6,0.76,0.02,0.22,0.42,0.61,0.77,0.03,0.23,0.43,0.59,0.78,0,0.21,0.41,0.61,0.79,0,0.19,0.41,0.62,0.81
116,4.48706,0.06,0.25,0.43,0.6,0.75,0.02,0.22,0.41,0.6,0.77,0.02,0.22,0.43,0.59,0.78,0,0.21,0.41,0.61,0.79,0,0.19,0.41,0.61,0.81
117,4.55758,0.06,0.25,0.44,0.6,0.75,0.02,0.21,0.41,0.6,0.77,0.02,0.22,0.42,0.59,0.77,0,0.2,0.41,0.61,0.78,0,0.19,0.4,0.61,0.81
118,4.62892,0.06,0.25,0.44,0.59,0.75,0.03,0.22,0.41,0.6,0.77,0.02,0.22,0.42,0.6,0.78,0,0.2,0.4,0.6,0.78,0,0.18,0.39,0.6,0.8
119,4.70108,0.06,0.25,0.44,0.59,0.76,0.04,0.22,0.41,0.59,0.77,0.01,0.21,0.41,0.6,0.78,0,0.19,0.4,0.59,0.79,0,0.18,0.39,0.59,0.79
120,4.77408,0.06,0.25,0.43,0.59,0.76,0.03,0.23,0.42,0.59,0.77,0.02,0.22,0.41,0.6,0.78,0,0.19,0.39,0.59,0.78,0,0.18,0.39,0.6,0.79
121,4.84793,0.05,0.24,0.43,0.58,0.76,0.04,0.24,0.42,0.6,0.77,0.02,0.22,0.41,0.6,0.78,0,0.2,0.4,0.59,0.78,0,0.19,0.4,0.6,0.78
122,4.92263,0.05,0.24,0.43,0.58,0.76,0.04,0.24,0.42,0.6,0.77,0.02,0.23,0.42,0.6,0.78,0,0.2,0.4,0.6,0.78,0,0.2,0.41,0.61,0.8
123,4.99819,0.05,0.24,0.42,0.59,0.76,0.04,0.24,0.42,0.6,0.76,0.03,0.23,0.42,0.6,0.78,0,0.21,0.41,0.6,0.78,0,0.2,0.41,0.61,0.8
124,5.07463,0.05,0.24,0.42,0.59,0.75,0.04,0.24,0.42,0.61,0.76,0.04,0.24,0.43,0.61,0.77,0.01,0.21,0.41,0.6,0.79,0,0.2,0.4,0.6,0.8
125,5.15196,0.05,0.23,0.42,0.59,0.75,0.04,0.24,0.42,0.6,0.75,0.04,0.24,0.43,0.61,0.77,0.01,0.21,0.41,0.6,0.79,0,0.19,0.39,0.59,0.79
126,5.23019,0.05,0.23,0.41,0.59,0.75,0.04,0.24,0.42,0.6,0.75,0.04,0.23,0.42,0.6,0.76,0.01,0.21,0.4,0.6,0.78,0,0.19,0.39,0.59,0.78
127,5.30931,0.05,0.24,0.41,0.59,0.74,0.04,0.25,0.41,0.6,0.74,0.04,0.23,0.42,0.6,0.76,0.01,0.2,0.4,0.59,0.78,0,0.19,0.39,0.59,0.78
128,5.38936,0.06,0.24,0.42,0.59,0.74,0.04,0.24,0.42,0.59,0.74,0.03,0.23,0.41,0.6,0.75,0,0.2,0.39,0.59,0.77,0,0.19,0.4,0.59,0.77
129,5.47033,0.06,0.24,0.42,0.59,0.73,0.04,0.24,0.43,0.59,0.74,0.03,0.22,0.41,0.6,0.76,0,0.2,0.4,0.6,0.77,0,0.19,0.41,0.6,0.77
130,5.55225,0.06,0.24,0.42,0.59,0.74,0.05,0.24,0.43,0.59,0.74,0.03,0.22,0.41,0.59,0.76,0.01,0.21,0.4,0.59,0.76,0,0.21,0.41,0.6,0.79
131,5.63511,0.07,0.25,0.42,0.58,0.74,0.06,0.25,0.43,0.58,0.75,0.03,0.22,0.41,0.59,0.76,0.01,0.21,0.4,0.59,0.76,0,0.21,0.4,0.6,0.79
132,5.71893,0.07,0.25,0.42,0.58,0.75,0.06,0.25,0.43,0.58,0.75,0.03,0.23,0.41,0.59,0.76,0.02,0.22,0.41,0.59,0.76,0,0.2,0.4,0.59,0.78
133,5.80372,0.07,0.25,0.43,0.58,0.75,0.06,0.25,0.43,0.58,0.75,0.04,0.23,0.41,0.59,0.76,0.03,0.22,0.41,0.59,0.77,0,0.2,0.39,0.59,0.77
134,5.88949,0.07,0.25,0.43,0.59,0.75,0.06,0.24,0.42,0.58,0.75,0.04,0.23,0.42,0.59,0.76,0.03,0.22,0.41,0.59,0.77,0,0.2,0.39,0.58,0.77
135,5.97626,0.07,0.25,0.43,0.6,0.74,0.06,0.24,0.42,0.58,0.75,0.05,0.24,0.42,0.59,0.75,0.03,0.22,0.41,0.59,0.77,0,0.2,0.39,0.58,0.76
136,6.06403,0.07,0.25,0.43,0.6,0.74,0.06,0.24,0.42,0.58,0.75,0.06,0.24,0.42,0.6,0.75,0.02,0.21,0.4,0.58,0.76,0,0.19,0.4,0.59,0.76
137,6.15282,0.07,0.25,0.42,0.6,0.74,0.06,0.24,0.42,0.59,0.74,0.05,0.24,0.42,0.6,0.74,0.02,0.21,0.4,0.58,0.76,0,0.19,0.41,0.59,0.75
138,6.24264,0.07,0.25,0.42,0.59,0.73,0.06,0.24,0.42,0.59,0.74,0.05,0.24,0.42,0.6,0.74,0.02,0.21,0.39,0.58,0.76,0,0.22,0.41,0.59,0.77
139,6.3335,0.07,0.24,0.42,0.59,0.73,0.06,0.24,0.41,0.59,0.73,0.05,0.23,0.41,0.59,0.74,0.02,0.21,0.39,0.59,0.75,0,0.21,0.41,0.59,0.77
140,6.42541,0.06,0.24,0.42,0.59,0.73,0.06,0.24,0.41,0.59,0.73,0.05,0.23,0.41,0.59,0.73,0.02,0.21,0.4,0.58,0.75,0,0.21,0.4,0.59,0.77
141,6.51839,0.06,0.24,0.41,0.58,0.72,0.06,0.25,0.41,0.58,0.73,0.04,0.23,0.41,0.58,0.74,0.03,0.22,0.4,0.58,0.74,0,0.21,0.4,0.58,0.76
142,6.61244,0.06,0.24,0.41,0.58,0.72,0.07,0.25,0.42,0.58,0.73,0.04,0.23,0.4,0.58,0.74,0.03,0.22,0.41,0.58,0.75,0.01,0.2,0.39,0.58,0.76
143,6.70758,0.06,0.24,0.41,0.58,0.72,0.06,0.25,0.42,0.58,0.73,0.05,0.23,0.4,0.58,0.74,0.04,0.23,0.41,0.58,0.75,0.02,0.21,0.39,0.57,0.75
144,6.80383,0.06,0.24,0.41,0.58,0.72,0.06,0.26,0.43,0.57,0.73,0.05,0.23,0.4,0.58,0.74,0.04,0.23,0.41,0.58,0.75,0.01,0.2,0.4,0.58,0.75
145,6.90119,0.07,0.24,0.4,0.57,0.72,0.06,0.26,0.43,0.57,0.73,0.05,0.23,0.41,0.58,0.74,0.04,0.22,0.41,0.58,0.75,0.01,0.2,0.4,0.58,0.75
146,6.99968,0.08,0.24,0.41,0.57,0.72,0.07,0.25,0.43,0.57,0.73,0.06,0.24,0.41,0.58,0.74,0.04,0.22,0.4,0.58,0.75,0.01,0.21,0.41,0.58,0.74
