gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.0112394,0.0563765,0.122588,0.211179,0,0,0,0.0112396,0.0563769,0.122588,0.21118,0,0,0,0.0112399,0.0563774,0.122589,0.211181,0,0,0,0.011196,0.0562459,0.122378,0.210877,0,0,0,0.0111527,0.05612,0.122168,0.210573,0,0,0,0.0111095,0.055994,0.121957,0.210268,0,0,0,0.0110666,0.0558682,0.121746,0.209962
1,0.0185364,0,0,0,0.0241329,0.0703737,0.137758,0.226966,0,0,0,0.0241331,0.0703742,0.137758,0.226966,0,0,0,0.0241334,0.0703747,0.137759,0.226967,0,0,0,0.0240602,0.0702261,0.137532,0.22665,0,0,0,0.0239874,0.0700779,0.137306,0.226333,0,0,0,0.0239145,0.0699295,0.13708,0.226015,0,0,0,0.023842,0.0697812,0.136854,0.225696
2,0.0372875,0,0,0.00278852,0.036103,0.0847994,0.153284,0.243013,0,0,0.00278869,0.0361033,0.0847998,0.153284,0.243014,0,0,0.00278893,0.0361036,0.0848004,0.153285,0.243015,0,0,0.00277684,0.0360063,0.0846206,0.153028,0.242684,0,0,0.00276514,0.0359094,0.0844416,0.152772,0.242354,0,0,0.0027533,0.0358126,0.0842626,0.152516,0.242022,0,0,0.00274162,0.0357161,0.0840841,0.15226,0.24169
3,0.0562558,0,0,0.0164252,0.049136,0.0995593,0.168952,0.259319,0,0,0.0164254,0.0491363,0.0995597,0.168953,0.25932,0,0,0.0164256,0.0491367,0.0995603,0.168953,0.259321,0,0,0.0163544,0.0490113,0.0993553,0.168672,0.258975,0,0,0.016284,0.0488864,0.0991502,0.168391,0.25863,0,0,0.0162138,0.0487613,0.0989445,0.168109,0.258284,0,0,0.0161443,0.0486364,0.0987384,0.167828,0.257938
4,0.0754439,0,0.00368958,0.0283212,0.0627823,0.114528,0.184844,0.275855,0,0.00368969,0.0283213,0.0627827,0.114529,0.184845,0.275855,0,0.00368987,0.0283216,0.0627832,0.114529,0.184845,0.275856,0,0.00367233,0.0282322,0.0626331,0.114317,0.184548,0.275486,0,0.00365521,0.0281433,0.0624832,0.114106,0.184251,0.275116,0,0.00363801,0.0280545,0.0623331,0.113894,0.183952,0.274745,0,0.00362102,0.0279659,0.062183,0.113682,0.183653,0.274374
5,0.0948544,0,0.0172023,0.0402593,0.0770712,0.130155,0.201019,0.292583,0,0.0172024,0.0402596,0.0770716,0.130155,0.20102,0.292583,0,0.0172026,0.0402599,0.0770721,0.130156,0.201021,0.292584,0,0.017121,0.0401361,0.0768991,0.12993,0.200711,0.292194,0,0.0170403,0.0400127,0.0767268,0.129704,0.200401,0.291803,0,0.01696,0.0398891,0.0765548,0.129477,0.200091,0.291411,0,0.0168804,0.0397657,0.0763832,0.129249,0.199779,0.291019
6,0.11449,0.011517,0.0286206,0.0531742,0.0920383,0.146161,0.217532,0.309527,0.0115171,0.0286207,0.0531745,0.0920387,0.146162,0.217533,0.309528,0.0115172,0.0286209,0.0531749,0.0920392,0.146163,0.217533,0.309528,0.0114584,0.0285231,0.0530332,0.091828,0.145908,0.217212,0.309121,0.0114002,0.0284259,0.0528919,0.0916176,0.145653,0.216889,0.308712,0.0113424,0.0283287,0.0527504,0.0914073,0.145399,0.216566,0.308302,0.0112851,0.0282319,0.052609,0.0911976,0.145144,0.216241,0.307892
7,0.134352,0.0236948,0.0401691,0.0669963,0.107194,0.162412,0.23439,0.326704,0.0236949,0.0401693,0.0669967,0.107194,0.162412,0.234391,0.326705,0.023695,0.0401696,0.0669971,0.107195,0.162413,0.234392,0.326705,0.0236044,0.0400346,0.066832,0.106974,0.162129,0.23406,0.326282,0.0235143,0.0398999,0.0666671,0.106754,0.161845,0.233728,0.325858,0.0234244,0.039765,0.0665017,0.106532,0.161561,0.233395,0.325433,0.0233349,0.0396301,0.0663361,0.10631,0.161277,0.233061,0.32501
8,0.154445,0.0345688,0.0526637,0.0815239,0.12285,0.178855,0.251549,0.344129,0.0345689,0.052664,0.0815243,0.122851,0.178855,0.251549,0.34413,0.0345691,0.0526643,0.0815247,0.122851,0.178856,0.25155,0.34413,0.0344469,0.0525124,0.0813277,0.122616,0.178547,0.251201,0.343691,0.0343252,0.0523608,0.0811315,0.122381,0.178238,0.250851,0.343251,0.0342037,0.0522089,0.0809355,0.122145,0.177928,0.250501,0.342809,0.0340827,0.0520571,0.0807401,0.121909,0.177617,0.25015,0.342381
9,0.174771,0.0462765,0.0661481,0.0966791,0.139067,0.195552,0.268951,0.361827,0.0462766,0.0661484,0.0966795,0.139067,0.195552,0.268951,0.361828,0.0462769,0.0661488,0.09668,0.139068,0.195553,0.268952,0.361829,0.0461229,0.0659722,0.0964454,0.138813,0.195233,0.26858,0.361381,0.0459691,0.0657956,0.0962102,0.138558,0.194916,0.268208,0.360933,0.045815,0.0656184,0.0959738,0.138303,0.194598,0.267835,0.360482,0.0456609,0.0654409,0.0957365,0.138048,0.194279,0.267461,0.360049
