gridnumber,capital,dist[0 0 00],dist[0 0 01],dist[0 0 02],dist[0 0 10],dist[0 0 11],dist[0 0 12],dist[0 0 20],dist[0 0 21],dist[0 0 22],dist[0 1 00],dist[0 1 01],dist[0 1 02],dist[0 1 10],dist[0 1 11],dist[0 1 12],dist[0 1 20],dist[0 1 21],dist[0 1 22],dist[0 2 00],dist[0 2 01],dist[0 2 02],dist[0 2 10],dist[0 2 11],dist[0 2 12],dist[0 2 20],dist[0 2 21],dist[0 2 22],dist[1 0 00],dist[1 0 01],dist[1 0 02],dist[1 0 10],dist[1 0 11],dist[1 0 12],dist[1 0 20],dist[1 0 21],dist[1 0 22],dist[1 1 00],dist[1 1 01],dist[1 1 02],dist[1 1 10],dist[1 1 11],dist[1 1 12],dist[1 1 20],dist[1 1 21],dist[1 1 22],dist[1 2 00],dist[1 2 01],dist[1 2 02],dist[1 2 10],dist[1 2 11],dist[1 2 12],dist[1 2 20],dist[1 2 21],dist[1 2 22],dist[2 0 00],dist[2 0 01],dist[2 0 02],dist[2 0 10],dist[2 0 11],dist[2 0 12],dist[2 0 20],dist[2 0 21],dist[2 0 22],dist[2 1 00],dist[2 1 01],dist[2 1 02],dist[2 1 10],dist[2 1 11],dist[2 1 12],dist[2 1 20],dist[2 1 21],dist[2 1 22],dist[2 2 00],dist[2 2 01],dist[2 2 02],dist[2 2 10],dist[2 2 11],dist[2 2 12],dist[2 2 20],dist[2 2 21],dist[2 2 22]
0,0,0.0061322,0.00144416,0,2.52237e-005,5.94029e-006,0,0,0,0,0.00191422,0.00557456,0.00191422,7.8738e-006,2.29299e-005,7.8738e-006,0,0,0,0,0.00144416,0.00613221,0,5.94028e-006,2.52237e-005,0,0,0,0.00371231,0.000874264,0,0.00390443,0.000919509,0,2.52237e-005,5.94029e-006,0,0.00115883,0.00337472,0.00115883,0.0012188,0.00354937,0.0012188,7.8738e-006,2.29299e-005,7.8738e-006,0,0.000874263,0.00371231,0,0.000919509,0.00390443,0,5.94028e-006,2.52237e-005,0,0,0,0.00278103,0.000654945,0,0.0033764,0.000795155,0,0,0,0,0.000868124,0.00252813,0.000868124,0.00105397,0.00306935,0.00105397,0,0,0,0,0.000654944,0.00278103,0,0.000795154,0.0033764
1,0.0572595,0.00632907,0.00149052,0,0.000309613,7.29152e-005,0,0,0,0,0.00197567,0.00575352,0.00197568,9.66485e-005,0.000281458,9.66485e-005,0,0,0,0,0.00149052,0.00632908,0,7.29151e-005,0.000309613,0,0,0,0.00282027,0.000664187,0,0.00502181,0.00118266,0,0.000397169,9.35348e-005,0,0.00088037,0.0025638,0.000880375,0.0015676,0.00456514,0.0015676,0.00012398,0.000361051,0.00012398,0,0.000664184,0.00282027,0,0.00118265,0.00502181,0,9.35348e-005,0.000397169,0,0,0,0.00212069,0.000499433,0,0.00451799,0.00106401,0,0,0,0,0.000661992,0.00192784,0.000661995,0.00141033,0.00410714,0.00141033,0,0,0,0,0.000499431,0.0021207,0,0.001064,0.00451799
2,0.116568,0.00847229,0.00199527,0,0.000926034,0.000218085,0,0,0,0,0.00264468,0.00770185,0.00264472,0.00028907,0.000841823,0.00028907,0,0,0,0,0.00199525,0.00847231,0,0.000218085,0.000926035,0,0,0,0.00329615,0.000776269,0,0.0071537,0.00168474,0,0.00121437,0.000285989,0,0.00102891,0.00299642,0.00102894,0.00223308,0.00650317,0.0022331,0.000379076,0.00110394,0.000379077,0,0.00077625,0.00329617,0,0.00168472,0.00715372,0,0.000285989,0.00121437,0,0,0,0.002482,0.000584531,0,0.00691632,0.00162883,0,0,0,0,0.000774772,0.0022563,0.000774791,0.00215898,0.00628737,0.002159,0,0,0,0,0.000584517,0.00248202,0,0.00162881,0.00691633
3,0.177999,0.00917242,0.00216021,0,0.00149865,0.000352938,0,0,0,0,0.00286319,0.00833835,0.00286335,0.000467815,0.00136236,0.000467816,0,0,0,0,0.00216009,0.00917254,0,0.000352936,0.00149865,0,0,0,0.00284129,0.00066918,0,0.00842835,0.00198496,0,0.00197419,0.00046493,0,0.000886895,0.00258294,0.000886993,0.00263094,0.00766193,0.00263104,0.000616258,0.00179466,0.000616261,0,0.000669106,0.00284136,0,0.00198488,0.00842842,0,0.000464928,0.00197419,0,0,0,0.00214674,0.000505599,0,0.00852432,0.00200755,0,0,0,0,0.000670094,0.00195154,0.000670168,0.00266091,0.00774917,0.002661,0,0,0,0,0.000505544,0.00214679,0,0.00200749,0.00852439
4,0.241629,0.00794799,0.00187201,0,0.00207377,0.000488386,0,0,0,0,0.00248084,0.00722539,0.00248134,0.000647343,0.00188519,0.000647352,0,0,0,0,0.00187164,0.00794836,0,0.000488379,0.00207378,0,0,0,0.002117,0.0004987,0,0.00757209,0.00178341,0,0.00274888,0.000647377,0,0.000660727,0.00192459,0.000661024,0.00236357,0.00688361,0.00236389,0.000858083,0.00249891,0.000858094,0,0.000498478,0.00211722,0,0.00178317,0.00757233,0,0.000647369,0.00274889,0,0,0,0.00160149,0.000377261,0,0.00842027,0.00198314,0,0,0,0,0.000499835,0.00145593,0.000500058,0.00262835,0.00765465,0.00262864,0,0,0,0,0.000377095,0.00160166,0,0.00198292,0.00842048
5,0.307536,0.00703556,0.00165757,0,0.0023686,0.000557832,0,0,0,0,0.00219566,0.00639625,0.0021971,0.000739367,0.00215322,0.000739402,0,0,0,0,0.00165649,0.00703664,0,0.000557806,0.00236863,0,0,0,0.0015652,0.000368996,0,0.00695994,0.00163954,0,0.00314634,0.000740996,0,0.000488274,0.00142315,0.000489105,0.00217224,0.00632734,0.0021732,0.00098214,0.00286023,0.000982185,0,0.000368375,0.00156582,0,0.00163882,0.00696066,0,0.000740962,0.00314637,0,0,0,0.00118683,0.000279791,0,0.00821734,0.00193561,0,0,0,0,0.000370241,0.00107911,0.000370863,0.00256479,0.00747036,0.00256564,0,0,0,0,0.000279325,0.00118729,0,0.00193497,0.00821798
6,0.375801,0.00550296,0.00129794,0,0.00213011,0.000501702,0,0,0,0,0.00171623,0.00500391,0.00172043,0.000664888,0.00193644,0.000665003,0,0,0,0,0.0012948,0.00550609,0,0.000501616,0.00213019,0,0,0,0.00108211,0.000255951,0,0.00555887,0.00131047,0,0.0028324,0.000667109,0,0.000336918,0.000984472,0.000339273,0.00173418,0.0050543,0.00173703,0.000884102,0.00257488,0.000884249,0,0.000254191,0.00108387,0,0.00130834,0.005561,0,0.000666999,0.00283251,0,0,0,0.000821904,0.000194394,0,0.00681116,0.00160525,0,0,0,0,0.00025591,0.000747737,0.000257676,0.00212521,0.00619262,0.00212775,0,0,0,0,0.000193074,0.000823224,0,0.00160334,0.00681307
7,0.44651,0.00398625,0.000944395,0,0.00173083,0.000407843,0,0,0,0,0.00124007,0.00362749,0.00125185,0.000540113,0.00157359,0.000540595,0,0,0,0,0.000935592,0.00399506,0,0.000407483,0.00173119,0,0,0,0.000710451,0.000169182,0,0.00408161,0.000966338,0,0.00230339,0.000542737,0,0.000220355,0.000647085,0.00022427,0.00127023,0.00371384,0.00128093,0.000718798,0.00209413,0.000719397,0,0.000166256,0.000713377,0,0.00095834,0.00408961,0,0.00054229,0.00230384,0,0,0,0.000540233,0.000128639,0,0.00517685,0.0012236,0,0,0,0,0.000167566,0.000492043,0.000170526,0.00161262,0.00470904,0.00162192,0,0,0,0,0.000126427,0.000542445,0,0.00121665,0.0051838
8,0.519749,0.00261844,0.000646166,0,0.00112207,0.000296175,0,0,0,0,0.000805892,0.00238888,0.000856913,0.000340005,0.00102712,0.000393059,0,0,0,0,0.000608032,0.00265657,0,0.000256522,0.00116172,0,0,0,0.000477445,0.000112567,0,0.00267172,0.000662644,0,0.00149317,0.000394326,0,0.000148921,0.000434133,0.000149208,0.000820845,0.00243861,0.00087881,0.000452403,0.00136684,0.000523319,0,0.000112353,0.000477659,0,0.00061932,0.00271505,0,0.000341322,0.00154617,0,0,0,0.000362898,8.55821e-005,0,0.00337761,0.00085676,0,0,0,0,0.000113176,0.000329992,0.00011344,0.00103272,0.00308601,0.00113653,0,0,0,0,8.53853e-005,0.000363095,0,0.000779168,0.0034552
9,0.595608,0.00180994,0.000429438,0,0.000814407,0.000196916,0,0,0,0,0.000561089,0.00164896,0.000569237,0.000248492,0.00074561,0.000261047,0,0,0,0,0.000423348,0.00181603,0,0.000187532,0.000823791,0,0,0,0.000317025,7.39911e-005,0,0.00185592,0.000441209,0,0.00108413,0.000262165,0,9.94919e-005,0.000287729,9.80676e-005,0.000574525,0.00169159,0.000584847,0.000330751,0.00099258,0.000347548,0,7.50556e-005,0.00031596,0,0.000433494,0.00186364,0,0.000249611,0.00109668,0,0,0,0.000241058,5.62701e-005,0,0.00238329,0.000570084,0,0,0,0,7.56438e-005,0.000218789,7.45803e-005,0.000733937,0.00217578,0.000755704,0,0,0,0,5.70649e-005,0.000240263,0,0.000553815,0.00239956
