gridnumber,capital,dist[0 0],dist[0 1],dist[0 2],dist[0 3],dist[0 4],dist[1 0],dist[1 1],dist[1 2],dist[1 3],dist[1 4],dist[2 0],dist[2 1],dist[2 2],dist[2 3],dist[2 4],dist[3 0],dist[3 1],dist[3 2],dist[3 3],dist[3 4],dist[4 0],dist[4 1],dist[4 2],dist[4 3],dist[4 4]
56,6.46452,5.62649e-007,2.03585e-006,3.22499e-006,2.03585e-006,5.62649e-007,4.84253e-006,1.75218e-005,2.77563e-005,1.75218e-005,4.84253e-006,1.77254e-005,6.41363e-005,0.000101598,6.41363e-005,1.77254e-005,2.46813e-005,8.9305e-005,0.000141468,8.9305e-005,2.46813e-005,1.3337e-005,4.82577e-005,7.6445e-005,4.82577e-005,1.3337e-005
57,6.70085,3.32515e-007,1.20315e-006,1.90591e-006,1.20315e-006,3.32515e-007,2.94047e-006,1.06396e-005,1.68542e-005,1.06396e-005,2.94047e-006,1.09724e-005,3.97018e-005,6.28916e-005,3.97018e-005,1.09724e-005,1.53623e-005,5.55859e-005,8.80536e-005,5.55859e-005,1.53623e-005,8.27784e-006,2.99519e-005,4.74468e-005,2.99519e-005,8.27784e-006
58,6.94411,1.93582e-007,7.00444e-007,1.10957e-006,7.00444e-007,1.93582e-007,1.75257e-006,6.34136e-006,1.00454e-005,6.34136e-006,1.75257e-006,6.73183e-006,2.4358e-005,3.85854e-005,2.4358e-005,6.73183e-006,9.73774e-006,3.52343e-005,5.58147e-005,3.52343e-005,9.73774e-006,5.40206e-006,1.95464e-005,3.09635e-005,1.95464e-005,5.40206e-006
59,7.19449,1.04483e-007,3.78052e-007,5.98873e-007,3.78052e-007,1.04483e-007,9.70435e-007,3.51135e-006,5.56233e-006,3.51135e-006,9.70435e-007,3.87245e-006,1.40118e-005,2.21961e-005,1.40118e-005,3.87245e-006,5.85428e-006,2.11827e-005,3.35555e-005,2.11827e-005,5.85428e-006,3.37363e-006,1.22069e-005,1.93369e-005,1.22069e-005,3.37363e-006
60,7.45221,5.64051e-008,2.04092e-007,3.23303e-007,2.04092e-007,5.64051e-008,5.39993e-007,1.95387e-006,3.09513e-006,1.95387e-006,5.39993e-007,2.22314e-006,8.04404e-006,1.27426e-005,8.04404e-006,2.22314e-006,3.4398e-006,1.24463e-005,1.97162e-005,1.24463e-005,3.4398e-006,2.0107e-006,7.27538e-006,1.15249e-005,7.27538e-006,2.0107e-006
61,7.71748,2.95459e-008,1.06907e-007,1.69351e-007,1.06907e-007,2.95459e-008,2.85705e-007,1.03377e-006,1.6376e-006,1.03377e-006,2.85705e-007,1.19549e-006,4.32569e-006,6.85233e-006,4.32569e-006,1.19549e-006,1.86322e-006,6.74173e-006,1.06796e-005,6.74173e-006,1.86322e-006,1.0895e-006,3.94218e-006,6.2448e-006,3.94218e-006,1.0895e-006
62,7.99052,1.59253e-008,5.76231e-008,9.12808e-008,5.76231e-008,1.59253e-008,1.5762e-007,5.7032e-007,9.03443e-007,5.7032e-007,1.5762e-007,6.61073e-007,2.39198e-006,3.78913e-006,2.39198e-006,6.61073e-007,1.02739e-006,3.71743e-006,5.88878e-006,3.71743e-006,1.02739e-006,5.99486e-007,2.16914e-006,3.43613e-006,2.16914e-006,5.99486e-007
63,8.27157,8.08585e-009,2.92573e-008,4.63464e-008,2.92573e-008,8.08585e-009,8.13043e-008,2.94186e-007,4.66019e-007,2.94186e-007,8.13043e-008,3.5242e-007,1.27517e-006,2.02e-006,1.27517e-006,3.5242e-007,5.68734e-007,2.05786e-006,3.25986e-006,2.05786e-006,5.68734e-007,3.42088e-007,1.23778e-006,1.96077e-006,1.23778e-006,3.42088e-007
64,8.56085,4.09111e-009,1.4803e-008,2.34494e-008,1.4803e-008,4.09111e-009,4.2368e-008,1.53301e-007,2.42844e-007,1.53301e-007,4.2368e-008,1.85861e-007,6.72505e-007,1.06531e-006,6.72505e-007,1.85861e-007,2.99547e-007,1.08386e-006,1.71694e-006,1.08386e-006,2.99547e-007,1.79214e-007,6.48455e-007,1.02722e-006,6.48455e-007,1.79214e-007
65,8.85861,2.05033e-009,7.41876e-009,1.17521e-008,7.41876e-009,2.05033e-009,2.17982e-008,7.88731e-008,1.24943e-007,7.88731e-008,2.17982e-008,9.82837e-008,3.55623e-007,5.63342e-007,3.55623e-007,9.82837e-008,1.61131e-007,5.83025e-007,9.23569e-007,5.83025e-007,1.61131e-007,9.72373e-008,3.51836e-007,5.57344e-007,3.51836e-007,9.72373e-008
