gridnumber,capital,dist[0 0 00],dist[0 0 01],dist[0 0 02],dist[0 0 10],dist[0 0 11],dist[0 0 12],dist[0 0 20],dist[0 0 21],dist[0 0 22],dist[0 1 00],dist[0 1 01],dist[0 1 02],dist[0 1 10],dist[0 1 11],dist[0 1 12],dist[0 1 20],dist[0 1 21],dist[0 1 22],dist[0 2 00],dist[0 2 01],dist[0 2 02],dist[0 2 10],dist[0 2 11],dist[0 2 12],dist[0 2 20],dist[0 2 21],dist[0 2 22],dist[1 0 00],dist[1 0 01],dist[1 0 02],dist[1 0 10],dist[1 0 11],dist[1 0 12],dist[1 0 20],dist[1 0 21],dist[1 0 22],dist[1 1 00],dist[1 1 01],dist[1 1 02],dist[1 1 10],dist[1 1 11],dist[1 1 12],dist[1 1 20],dist[1 1 21],dist[1 1 22],dist[1 2 00],dist[1 2 01],dist[1 2 02],dist[1 2 10],dist[1 2 11],dist[1 2 12],dist[1 2 20],dist[1 2 21],dist[1 2 22],dist[2 0 00],dist[2 0 01],dist[2 0 02],dist[2 0 10],dist[2 0 11],dist[2 0 12],dist[2 0 20],dist[2 0 21],dist[2 0 22],dist[2 1 00],dist[2 1 01],dist[2 1 02],dist[2 1 10],dist[2 1 11],dist[2 1 12],dist[2 1 20],dist[2 1 21],dist[2 1 22],dist[2 2 00],dist[2 2 01],dist[2 2 02],dist[2 2 10],dist[2 2 11],dist[2 2 12],dist[2 2 20],dist[2 2 21],dist[2 2 22]
0,0,0.0144321,0.00791233,0.0029224,0.00428141,0.00234724,0.000866942,0.000757092,0.000415065,0.000153301,0.00947936,0.012399,0.00948017,0.00281215,0.00367827,0.00281234,0.000497281,0.000650434,0.000497308,0.00292207,0.00791193,0.0144328,0.000866864,0.00234715,0.00428158,0.00015329,0.000415052,0.000757116,0.0110382,0.00605166,0.00223517,0.00952111,0.00521988,0.00192794,0.00360558,0.00197672,0.000730088,0.00725016,0.00948325,0.00725082,0.00625372,0.00817984,0.0062542,0.00236825,0.00309764,0.00236839,0.0022349,0.00605134,0.0110388,0.00192775,0.00521964,0.00952154,0.000730029,0.00197664,0.00360571,0.00377511,0.0020697,0.000764439,0.00789347,0.00432756,0.00159837,0.00780201,0.00427738,0.00157983,0.00247958,0.00324331,0.00247982,0.00518463,0.0067815,0.00518507,0.00512458,0.0067029,0.00512494,0.000764345,0.00206958,0.00377532,0.00159819,0.00432734,0.00789386,0.00157968,0.00427721,0.00780233
1,0.0685139,0.00483062,0.00264856,0.000978293,0.00244062,0.0013381,0.000494234,0.000745452,0.000408691,0.000150949,0.0031728,0.00415026,0.00317347,0.00160305,0.00209683,0.00160326,0.000489631,0.000640439,0.000489675,0.000978019,0.00264823,0.00483122,0.000494146,0.00133799,0.00244081,0.000150932,0.00040867,0.000745491,0.00316821,0.00173711,0.000641644,0.00411991,0.00225883,0.000834325,0.00266136,0.0014591,0.000538922,0.0020809,0.00272201,0.00208141,0.00270602,0.00353961,0.00270648,0.00174804,0.00228647,0.00174824,0.000641438,0.00173687,0.00316866,0.000834138,0.00225861,0.00412032,0.000538843,0.00145901,0.00266154,0.000951257,0.000521578,0.00019266,0.00268693,0.0014732,0.000544154,0.0043785,0.00240056,0.000886662,0.000624789,0.000817292,0.00062496,0.00176481,0.0023085,0.00176518,0.00287588,0.00376174,0.00287628,0.000192591,0.000521495,0.000951409,0.000544004,0.00147302,0.00268726,0.000886502,0.00240037,0.00437885
2,0.139962,0.00438178,0.00240388,0.000888257,0.00306354,0.00167976,0.000620471,0.00126413,0.000693042,0.000255973,0.0028774,0.00376574,0.00288093,0.00201213,0.00263211,0.00201271,0.000830321,0.00108604,0.000830368,0.000886822,0.00240217,0.00438493,0.000620236,0.00167948,0.00306405,0.000255953,0.000693019,0.00126417,0.00257909,0.00141538,0.000523102,0.00431022,0.00236381,0.000873254,0.00391994,0.00214915,0.000793807,0.00169343,0.00221686,0.00169646,0.00283076,0.0037036,0.00283254,0.0025747,0.00336777,0.00257505,0.000521873,0.00141391,0.00258179,0.000872531,0.00236294,0.00431181,0.000793664,0.00214898,0.00392026,0.000719679,0.000395093,0.000146053,0.00241192,0.00132317,0.000488916,0.00557784,0.00305843,0.00112973,0.00047248,0.000618712,0.000473614,0.00158386,0.0020728,0.00158574,0.00366351,0.00479238,0.00366466,0.000145592,0.000394542,0.000720691,0.000488153,0.00132226,0.00241359,0.00112927,0.00305787,0.00557887
3,0.214469,0.00302304,0.00165632,0.000612203,0.00259816,0.00142037,0.000524649,0.00117975,0.000644005,0.000237769,0.00198666,0.0025955,0.00198519,0.0017091,0.00222775,0.00170167,0.000776552,0.00101068,0.000771318,0.0006128,0.00165703,0.00302173,0.000527669,0.00142399,0.00259152,0.000239894,0.000646548,0.00117508,0.00158737,0.000870641,0.000321899,0.00333475,0.00182522,0.000674434,0.00351851,0.00192188,0.000709705,0.00104268,0.00136375,0.00104371,0.00219251,0.00286135,0.0021872,0.00231538,0.00301537,0.0023021,0.000321479,0.000870138,0.00158829,0.000676589,0.0018278,0.00333002,0.000715097,0.00192833,0.00350666,0.000395609,0.000217149,8.03006e-005,0.00165967,0.000909496,0.000336186,0.00474567,0.00259405,0.000958135,0.000259769,0.000340035,0.000260348,0.0010906,0.0014251,0.00109012,0.00312194,0.00406879,0.0031077,8.00656e-005,0.000216867,0.000396126,0.000336381,0.00090973,0.00165924,0.000963917,0.00260097,0.00473296
4,0.292166,0.00215813,0.00119598,0.000444647,0.00211802,0.00118041,0.00044021,0.00102823,0.000574648,0.000214617,0.00141202,0.00186424,0.00143836,0.00138281,0.00183504,0.00142216,0.000670586,0.000892176,0.000692928,0.000433955,0.00118319,0.00218162,0.000424232,0.00116128,0.00215312,0.000205545,0.000563791,0.00104816,0.00104526,0.000577145,0.000214134,0.0025534,0.00141924,0.00052852,0.0029846,0.00166614,0.0006219,0.000684829,0.000901202,0.000693287,0.00166877,0.00220912,0.00170848,0.00194732,0.00258813,0.0020084,0.0002107,0.000573035,0.0010528,0.000512396,0.00139994,0.00258882,0.000597098,0.00163646,0.00303908,0.000240762,0.000132462,4.90435e-005,0.00117555,0.000651184,0.000242046,0.00388807,0.00216739,0.000808384,0.000157951,0.000207197,0.000158926,0.000769274,0.00101524,0.00078305,0.0025382,0.00336903,0.00261147,4.86474e-005,0.000131988,0.000241632,0.000236453,0.000644489,0.00118784,0.000778632,0.00213178,0.00395343
5,0.373191,0.00115719,0.000642296,0.000238705,0.00125109,0.000700602,0.0002616,0.000637896,0.000358684,0.000134215,0.000756424,0.0010008,0.000772368,0.000815001,0.00108712,0.000844788,0.000414882,0.000555506,0.000433038,0.00023223,0.000634547,0.00117141,0.000249505,0.000686126,0.00127766,0.000126842,0.000349861,0.000654092,0.000526221,0.000290222,0.000107488,0.00143869,0.000802298,0.000298917,0.00181569,0.00101931,0.000381095,0.000344812,0.000453576,0.0003483,0.000938736,0.00124735,0.000966179,0.00118165,0.00157982,0.00123001,0.000106072,0.000288528,0.000529332,0.000287774,0.000788961,0.00146317,0.000361458,0.000995806,0.00185883,0.000114308,6.26387e-005,2.31167e-005,0.00062444,0.000346286,0.000128635,0.00230742,0.00129266,0.000482768,7.50836e-005,9.81962e-005,7.50188e-005,0.00040832,0.000539793,0.0004163,0.0015029,0.00200543,0.00155888,2.3143e-005,6.26701e-005,0.000114251,0.000125395,0.000342408,0.000631558,0.00046004,0.00126546,0.00235735
6,0.457685,0.000592239,0.000317559,0.000115424,0.000686917,0.000366624,0.000132947,0.000361437,0.000192441,6.96997e-005,0.000391847,0.00050346,0.000377092,0.000455295,0.00058249,0.000434762,0.000239785,0.00030609,0.000228044,0.000121415,0.00032473,0.000579077,0.000141285,0.000376602,0.000668601,7.44671e-005,0.000198147,0.000350964,0.000255476,0.000137418,5.00269e-005,0.00076441,0.000408958,0.000148476,0.00101625,0.000541599,0.000196254,0.000168829,0.000217547,0.000163331,0.000506196,0.000649038,0.000485303,0.000673956,0.000861073,0.00064198,5.22595e-005,0.00014009,0.000250572,0.00015696,0.000419112,0.000745773,0.000209238,0.000557139,0.000987724,5.25254e-005,2.83227e-005,1.03241e-005,0.000317202,0.000170202,6.18849e-005,0.00127086,0.000678099,0.000245862,3.46784e-005,4.47863e-005,3.36887e-005,0.000209816,0.000269754,0.000202151,0.000842432,0.0010775,0.000804058,1.0726e-005,2.88036e-005,5.16426e-005,6.49975e-005,0.000173928,0.000310364,0.000261444,0.000696748,0.00123663
7,0.545798,0.000279787,0.0001471,5.27313e-005,0.000336124,0.000175678,6.27572e-005,0.000179417,9.35158e-005,3.33531e-005,0.000186325,0.000235599,0.000173331,0.000224315,0.000282175,0.000206594,0.000119853,0.000150405,0.000109872,5.80075e-005,0.000153415,0.000268196,6.9953e-005,0.00018429,0.000320316,3.74061e-005,9.83665e-005,0.000170514,0.000117212,6.19063e-005,2.22514e-005,0.000368173,0.000192982,6.90542e-005,0.000501695,0.000261773,9.34212e-005,7.79308e-005,9.89315e-005,7.30571e-005,0.000245451,0.00030954,0.00022716,0.000335012,0.000420804,0.000307667,2.42303e-005,6.42747e-005,0.000112865,7.6481e-005,0.000201871,0.000351858,0.000104525,0.000275062,0.000477303,2.32978e-005,1.23598e-005,4.45456e-006,0.000149276,7.85482e-005,2.81705e-005,0.000622755,0.000325386,0.000116216,1.54655e-005,1.97091e-005,1.46085e-005,9.93805e-005,0.000125754,9.25795e-005,0.000415647,0.000522716,0.000382608,4.80254e-006,1.27763e-005,2.25334e-005,3.09321e-005,8.18533e-005,0.000143209,0.000129632,0.000341442,0.000593284
8,0.637684,0.000119304,6.08486e-005,2.16715e-005,0.000145004,7.33431e-005,2.60446e-005,7.77121e-005,3.91634e-005,1.38885e-005,8.05198e-005,9.85968e-005,7.13668e-005,9.81892e-005,0.000119263,8.58619e-005,5.26977e-005,6.37835e-005,4.58096e-005,2.53881e-005,6.52967e-005,0.000111139,3.10502e-005,7.93338e-005,0.000134008,1.66854e-005,4.25108e-005,7.15678e-005,4.94382e-005,2.53866e-005,9.06255e-006,0.000158067,8.0264e-005,2.85427e-005,0.000216975,0.0001095,3.8852e-005,3.32752e-005,4.10185e-005,2.98186e-005,0.00010687,0.000130299,9.40475e-005,0.000147053,0.000178229,0.000128124,1.04661e-005,2.70664e-005,4.63548e-005,3.37492e-005,8.64953e-005,0.00014663,4.65382e-005,0.000118699,0.00020009,9.68366e-006,5.00925e-006,1.79244e-006,6.35859e-005,3.24663e-005,1.15677e-005,0.000268751,0.000135879,4.82444e-005,6.49809e-006,8.06913e-006,5.89269e-006,4.28962e-005,5.25825e-005,3.80881e-005,0.000182012,0.000220992,0.000159058,2.03826e-006,5.30346e-006,9.14363e-006,1.35201e-005,3.4803e-005,5.92969e-005,5.75653e-005,0.000147035,0.000248275
9,0.733504,5.14682e-005,2.60207e-005,9.00813e-006,6.39784e-005,3.20981e-005,1.10451e-005,3.46036e-005,1.73042e-005,5.9395e-006,3.4659e-005,4.26052e-005,3.0087e-005,4.31854e-005,5.27713e-005,3.69917e-005,2.3381e-005,2.84982e-005,1.99149e-005,1.08646e-005,2.82426e-005,4.73898e-005,1.35601e-005,3.5108e-005,5.84535e-005,7.34692e-006,1.89886e-005,3.15117e-005,2.09149e-005,1.06433e-005,3.70372e-006,6.9035e-005,3.47587e-005,1.19939e-005,9.6277e-005,4.82053e-005,1.6562e-005,1.4056e-005,1.73661e-005,1.23414e-005,4.65471e-005,5.70377e-005,4.01187e-005,6.50274e-005,7.93367e-005,5.55073e-005,4.39996e-006,1.14765e-005,1.93854e-005,1.46041e-005,3.78827e-005,6.33007e-005,2.04276e-005,5.28317e-005,8.77849e-005,4.0028e-006,2.0521e-006,7.184e-007,2.73545e-005,1.38439e-005,4.79638e-006,0.000118693,5.95269e-005,2.0478e-005,2.68407e-006,3.33495e-006,2.38731e-006,1.84146e-005,2.26552e-005,1.60142e-005,8.01267e-005,9.78845e-005,6.8592e-005,8.38899e-007,2.19632e-006,3.73809e-006,5.77108e-006,1.50105e-005,2.52132e-005,2.51616e-005,6.51324e-005,0.000108404
