gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[1 0],policy[1 1],policy[1 2],policy[2 0],policy[2 1],policy[2 2],policy[3 0],policy[3 1],policy[3 2],policy[4 0],policy[4 1],policy[4 2]
154,135.136,122.609,122.609,122.609,122.581,122.581,122.581,122.549,122.549,122.549,122.514,122.514,122.514,122.477,122.477,122.477
155,139.143,126.294,126.294,126.294,126.267,126.267,126.267,126.235,126.235,126.235,126.2,126.2,126.2,126.163,126.163,126.163
156,143.267,130.089,130.089,130.089,130.062,130.062,130.062,130.03,130.03,130.03,129.994,129.994,129.994,129.957,129.957,129.957
157,147.512,133.994,133.994,133.994,133.967,133.967,133.967,133.935,133.935,133.935,133.9,133.9,133.9,133.863,133.863,133.863
158,151.882,138.014,138.014,138.014,137.987,137.987,137.987,137.956,137.956,137.956,137.92,137.92,137.92,137.884,137.884,137.884
159,156.38,142.153,142.153,142.153,142.126,142.126,142.126,142.094,142.094,142.094,142.058,142.058,142.058,142.022,142.022,142.022
160,161.009,146.412,146.412,146.412,146.386,146.386,146.386,146.354,146.354,146.354,146.318,146.318,146.318,146.282,146.282,146.282
161,165.774,150.797,150.797,150.797,150.77,150.77,150.77,150.739,150.739,150.739,150.703,150.703,150.703,150.667,150.667,150.667
162,170.679,155.311,155.311,155.311,155.284,155.284,155.284,155.252,155.252,155.252,155.217,155.217,155.217,155.18,155.18,155.18
163,175.728,159.957,159.957,159.957,159.93,159.93,159.93,159.898,159.898,159.898,159.863,159.863,159.863,159.826,159.826,159.826
164,180.924,164.739,164.739,164.739,164.712,164.712,164.712,164.68,164.68,164.68,164.645,164.645,164.645,164.609,164.609,164.609
165,186.273,169.661,169.661,169.661,169.635,169.635,169.635,169.603,169.603,169.603,169.568,169.568,169.568,169.531,169.531,169.531
166,191.779,174.728,174.728,174.728,174.702,174.702,174.702,174.67,174.67,174.67,174.635,174.635,174.635,174.598,174.598,174.598
167,197.446,179.944,179.944,179.944,179.917,179.917,179.917,179.886,179.886,179.886,179.85,179.85,179.85,179.814,179.814,179.814
168,203.279,185.313,185.313,185.313,185.286,185.286,185.286,185.254,185.254,185.254,185.219,185.219,185.219,185.183,185.183,185.183
169,209.282,190.839,190.839,190.839,190.812,190.812,190.812,190.78,190.78,190.78,190.745,190.745,190.745,190.709,190.709,190.709
170,215.462,196.527,196.527,196.527,196.5,196.5,196.5,196.469,196.469,196.469,196.433,196.433,196.433,196.397,196.397,196.397
