gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[1 0],policy[1 1],policy[1 2],policy[2 0],policy[2 1],policy[2 2],policy[3 0],policy[3 1],policy[3 2],policy[4 0],policy[4 1],policy[4 2]
171,221.823,202.382,202.382,202.382,202.355,202.355,202.355,202.324,202.324,202.324,202.289,202.289,202.289,202.252,202.252,202.252
172,228.37,208.409,208.409,208.409,208.382,208.382,208.382,208.35,208.35,208.35,208.315,208.315,208.315,208.279,208.279,208.279
173,235.11,214.612,214.612,214.612,214.586,214.586,214.586,214.554,214.554,214.554,214.519,214.519,214.519,214.483,214.483,214.483
174,242.046,220.998,220.998,220.998,220.971,220.971,220.971,220.939,220.939,220.939,220.904,220.904,220.904,220.868,220.868,220.868
175,249.186,227.57,227.57,227.57,227.544,227.544,227.544,227.512,227.512,227.512,227.477,227.477,227.477,227.441,227.441,227.441
176,256.535,234.336,234.336,234.336,234.309,234.309,234.309,234.278,234.278,234.278,234.243,234.243,234.243,234.207,234.207,234.207
177,264.1,241.3,241.3,241.3,241.273,241.273,241.273,241.242,241.242,241.242,241.207,241.207,241.207,241.171,241.171,241.171
178,271.886,248.468,248.468,248.468,248.441,248.441,248.441,248.41,248.41,248.41,248.375,248.375,248.375,248.339,248.339,248.339
179,279.901,255.846,255.846,255.846,255.819,255.819,255.819,255.788,255.788,255.788,255.753,255.753,255.753,255.717,255.717,255.717
180,288.15,263.44,263.44,263.44,263.414,263.414,263.414,263.382,263.382,263.382,263.347,263.347,263.347,263.311,263.311,263.311
181,296.641,271.258,271.258,271.258,271.231,271.231,271.231,271.199,271.199,271.199,271.164,271.164,271.164,271.129,271.129,271.129
182,305.381,279.304,279.304,279.304,279.277,279.277,279.277,279.246,279.246,279.246,279.211,279.211,279.211,279.175,279.175,279.175
183,314.377,287.586,287.586,287.586,287.56,287.56,287.56,287.528,287.528,287.528,287.493,287.493,287.493,287.457,287.457,287.457
184,323.636,296.111,296.111,296.111,296.085,296.085,296.085,296.053,296.053,296.053,296.018,296.018,296.018,295.982,295.982,295.982
185,333.167,304.886,304.886,304.886,304.86,304.86,304.86,304.828,304.828,304.828,304.793,304.793,304.793,304.757,304.757,304.757
186,342.977,313.918,313.918,313.918,313.892,313.892,313.892,313.86,313.86,313.86,313.825,313.825,313.825,313.79,313.79,313.79
187,353.075,323.215,323.215,323.215,323.189,323.189,323.189,323.157,323.157,323.157,323.122,323.122,323.122,323.087,323.087,323.087
188,363.469,332.785,332.785,332.785,332.758,332.758,332.758,332.727,332.727,332.727,332.692,332.692,332.692,332.656,332.656,332.656
189,374.167,342.635,342.635,342.635,342.608,342.608,342.608,342.577,342.577,342.577,342.542,342.542,342.542,342.506,342.506,342.506
190,385.179,352.774,352.774,352.774,352.747,352.747,352.747,352.716,352.716,352.716,352.681,352.681,352.681,352.645,352.645,352.645
191,396.513,363.209,363.209,363.209,363.183,363.183,363.183,363.151,363.151,363.151,363.117,363.117,363.117,363.081,363.081,363.081
192,408.179,373.951,373.951,373.951,373.925,373.925,373.925,373.893,373.893,373.893,373.858,373.858,373.858,373.823,373.823,373.823
193,420.188,385.008,385.008,385.008,384.981,384.981,384.981,384.95,384.95,384.95,384.915,384.915,384.915,384.879,384.879,384.879
194,432.548,396.389,396.389,396.389,396.362,396.362,396.362,396.331,396.331,396.331,396.296,396.296,396.296,396.26,396.26,396.26
195,445.271,408.103,408.103,408.103,408.076,408.076,408.076,408.045,408.045,408.045,408.01,408.01,408.01,407.974,407.974,407.974
196,458.366,420.161,420.161,420.161,420.134,420.134,420.134,420.103,420.103,420.103,420.068,420.068,420.068,420.032,420.032,420.032
197,471.845,432.571,432.571,432.571,432.544,432.544,432.544,432.513,432.513,432.513,432.478,432.478,432.478,432.442,432.442,432.442
198,485.719,445.341,445.341,445.341,445.315,445.315,445.315,445.284,445.284,445.284,445.249,445.249,445.249,445.213,445.213,445.213
199,500,458.452,458.452,458.452,458.428,458.428,458.428,458.398,458.398,458.398,458.366,458.366,458.366,458.331,458.331,458.331
