gridnumber,capital,policy[0 0 00],policy[0 0 01],policy[0 0 02],policy[0 0 10],policy[0 0 11],policy[0 0 12],policy[0 0 20],policy[0 0 21],policy[0 0 22],policy[0 1 00],policy[0 1 01],policy[0 1 02],policy[0 1 10],policy[0 1 11],policy[0 1 12],policy[0 1 20],policy[0 1 21],policy[0 1 22],policy[0 2 00],policy[0 2 01],policy[0 2 02],policy[0 2 10],policy[0 2 11],policy[0 2 12],policy[0 2 20],policy[0 2 21],policy[0 2 22],policy[1 0 00],policy[1 0 01],policy[1 0 02],policy[1 0 10],policy[1 0 11],policy[1 0 12],policy[1 0 20],policy[1 0 21],policy[1 0 22],policy[1 1 00],policy[1 1 01],policy[1 1 02],policy[1 1 10],policy[1 1 11],policy[1 1 12],policy[1 1 20],policy[1 1 21],policy[1 1 22],policy[1 2 00],policy[1 2 01],policy[1 2 02],policy[1 2 10],policy[1 2 11],policy[1 2 12],policy[1 2 20],policy[1 2 21],policy[1 2 22],policy[2 0 00],policy[2 0 01],policy[2 0 02],policy[2 0 10],policy[2 0 11],policy[2 0 12],policy[2 0 20],policy[2 0 21],policy[2 0 22],policy[2 1 00],policy[2 1 01],policy[2 1 02],policy[2 1 10],policy[2 1 11],policy[2 1 12],policy[2 1 20],policy[2 1 21],policy[2 1 22],policy[2 2 00],policy[2 2 01],policy[2 2 02],policy[2 2 10],policy[2 2 11],policy[2 2 12],policy[2 2 20],policy[2 2 21],policy[2 2 22]
0,0,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949,0,0,0,0.00910602,0.00910602,0.00910602,0.111949,0.111949,0.111949
1,0.0572595,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072,0,0,0,0.053219,0.053219,0.053219,0.158072,0.158072,0.158072
2,0.116568,0.0175543,0.0175543,0.0175543,0.090585,0.094457,0.094457,0.183233,0.183233,0.206019,0.0175543,0.0175543,0.0175543,0.090585,0.094457,0.094457,0.183233,0.183233,0.206019,0.0175543,0.0175543,0.0175543,0.090585,0.094457,0.094457,0.183233,0.183233,0.206019,0.0175543,0.0175543,0.0175543,0.0938889,0.094457,0.094457,0.201948,0.201948,0.206019,0.0175543,0.0175543,0.0175543,0.0938889,0.094457,0.094457,0.201948,0.201948,0.206019,0.0175543,0.0175543,0.0175543,0.0938889,0.094457,0.094457,0.201948,0.201948,0.206019,0.0175543,0.0175543,0.0175543,0.0971927,0.094457,0.094457,0.220663,0.220663,0.206019,0.0175543,0.0175543,0.0175543,0.0971927,0.094457,0.094457,0.220663,0.220663,0.206019,0.0175543,0.0175543,0.0175543,0.0971927,0.094457,0.094457,0.220663,0.220663,0.206019
3,0.177999,0.0622067,0.0622067,0.0622067,0.108809,0.139459,0.139459,0.224656,0.224656,0.24555,0.0622067,0.0622067,0.0622067,0.108809,0.139459,0.139459,0.224656,0.224656,0.24555,0.0622067,0.0622067,0.0622067,0.108809,0.139459,0.139459,0.224656,0.224656,0.24555,0.0622067,0.0622067,0.0622067,0.134846,0.139459,0.139459,0.253393,0.253393,0.25572,0.0622067,0.0622067,0.0622067,0.134846,0.139459,0.139459,0.253393,0.253393,0.25572,0.0622067,0.0622067,0.0622067,0.134846,0.139459,0.139459,0.253393,0.253393,0.25572,0.0622067,0.0622067,0.0622067,0.161803,0.139459,0.139459,0.282363,0.282363,0.26589,0.0622067,0.0622067,0.0622067,0.161803,0.139459,0.139459,0.282363,0.282363,0.26589,0.0622067,0.0622067,0.0622067,0.161803,0.139459,0.139459,0.282363,0.282363,0.26589
4,0.241629,0.103574,0.103574,0.103574,0.148362,0.189118,0.189118,0.267918,0.267918,0.267918,0.103574,0.103574,0.103574,0.148362,0.189118,0.189118,0.267918,0.267918,0.267918,0.103574,0.103574,0.103574,0.148362,0.189118,0.189118,0.267918,0.267918,0.267918,0.103574,0.103574,0.103574,0.185218,0.189118,0.189118,0.307244,0.307244,0.307244,0.103574,0.103574,0.103574,0.185218,0.189118,0.189118,0.307244,0.307244,0.307244,0.103574,0.103574,0.103574,0.185218,0.189118,0.189118,0.307244,0.307244,0.307244,0.103574,0.103574,0.103574,0.223197,0.189118,0.189118,0.347299,0.347299,0.347299,0.103574,0.103574,0.103574,0.223197,0.189118,0.189118,0.347299,0.347299,0.347299,0.103574,0.103574,0.103574,0.223197,0.189118,0.189118,0.347299,0.347299,0.347299
5,0.307536,0.151038,0.151038,0.151038,0.190748,0.240333,0.240333,0.313071,0.313071,0.313071,0.151038,0.151038,0.151038,0.190748,0.240333,0.240333,0.313071,0.313071,0.313071,0.151038,0.151038,0.151038,0.190748,0.240333,0.240333,0.313071,0.313071,0.313071,0.151038,0.151038,0.151038,0.239085,0.240333,0.240333,0.364058,0.364058,0.364058,0.151038,0.151038,0.151038,0.239085,0.240333,0.240333,0.364058,0.364058,0.364058,0.151038,0.151038,0.151038,0.239085,0.240333,0.240333,0.364058,0.364058,0.364058,0.151038,0.151038,0.151038,0.287636,0.240333,0.240333,0.415576,0.415576,0.415576,0.151038,0.151038,0.151038,0.287636,0.240333,0.240333,0.415576,0.415576,0.415576,0.151038,0.151038,0.151038,0.287636,0.240333,0.240333,0.415576,0.415576,0.415576
6,0.375801,0.202308,0.202308,0.202308,0.235813,0.296365,0.296365,0.360606,0.360606,0.360606,0.202308,0.202308,0.202308,0.235813,0.296365,0.296365,0.360606,0.360606,0.360606,0.202308,0.202308,0.202308,0.235813,0.296365,0.296365,0.360606,0.360606,0.360606,0.202308,0.202308,0.202308,0.295128,0.296365,0.296365,0.423549,0.423549,0.423549,0.202308,0.202308,0.202308,0.295128,0.296365,0.296365,0.423549,0.423549,0.423549,0.202308,0.202308,0.202308,0.295128,0.296365,0.296365,0.423549,0.423549,0.423549,0.202308,0.202308,0.202308,0.355995,0.296365,0.296365,0.487044,0.487044,0.487044,0.202308,0.202308,0.202308,0.355995,0.296365,0.296365,0.487044,0.487044,0.487044,0.202308,0.202308,0.202308,0.355995,0.296365,0.296365,0.487044,0.487044,0.487044
7,0.44651,0.256655,0.256655,0.256655,0.282681,0.35495,0.35495,0.410303,0.410303,0.410303,0.256655,0.256655,0.256655,0.282681,0.35495,0.35495,0.410303,0.410303,0.410303,0.256655,0.256655,0.256655,0.282681,0.35495,0.35495,0.410303,0.410303,0.410303,0.256655,0.256655,0.256655,0.354672,0.35495,0.35495,0.485668,0.485668,0.485668,0.256655,0.256655,0.256655,0.354672,0.35495,0.35495,0.485668,0.485668,0.485668,0.256655,0.256655,0.256655,0.354672,0.35495,0.35495,0.485668,0.485668,0.485668,0.256655,0.256655,0.256655,0.428476,0.35495,0.35495,0.561685,0.561685,0.561685,0.256655,0.256655,0.256655,0.428476,0.35495,0.35495,0.561685,0.561685,0.561685,0.256655,0.256655,0.256655,0.428476,0.35495,0.35495,0.561685,0.561685,0.561685
8,0.519749,0.316495,0.316495,0.316495,0.332024,0.416693,0.416693,0.462125,0.462125,0.462125,0.316495,0.316495,0.316495,0.332024,0.416693,0.416693,0.462125,0.462125,0.462125,0.316495,0.316495,0.316495,0.332024,0.416693,0.416693,0.462125,0.462125,0.462125,0.316495,0.316495,0.316495,0.417562,0.416693,0.416693,0.550465,0.550465,0.550465,0.316495,0.316495,0.316495,0.417562,0.416693,0.416693,0.550465,0.550465,0.550465,0.316495,0.316495,0.316495,0.417562,0.416693,0.416693,0.550465,0.550465,0.550465,0.316495,0.316495,0.316495,0.504078,0.416693,0.416693,0.639579,0.639579,0.639579,0.316495,0.316495,0.316495,0.504078,0.416693,0.416693,0.639579,0.639579,0.639579,0.316495,0.316495,0.316495,0.504078,0.416693,0.416693,0.639579,0.639579,0.639579
9,0.595608,0.378352,0.378352,0.378352,0.38413,0.481729,0.481729,0.516127,0.516127,0.516127,0.378352,0.378352,0.378352,0.38413,0.481729,0.481729,0.516127,0.516127,0.516127,0.378352,0.378352,0.378352,0.38413,0.481729,0.481729,0.516127,0.516127,0.516127,0.378352,0.378352,0.378352,0.483209,0.481729,0.481729,0.618023,0.618023,0.618023,0.378352,0.378352,0.378352,0.483209,0.481729,0.481729,0.618023,0.618023,0.618023,0.378352,0.378352,0.378352,0.483209,0.481729,0.481729,0.618023,0.618023,0.618023,0.378352,0.378352,0.378352,0.583315,0.481729,0.481729,0.720798,0.720798,0.720798,0.378352,0.378352,0.378352,0.583315,0.481729,0.481729,0.720798,0.720798,0.720798,0.378352,0.378352,0.378352,0.583315,0.481729,0.481729,0.720798,0.720798,0.720798
