gridnumber,capital,policy[0 0 00],policy[0 0 01],policy[0 0 02],policy[0 0 10],policy[0 0 11],policy[0 0 12],policy[0 0 20],policy[0 0 21],policy[0 0 22],policy[0 1 00],policy[0 1 01],policy[0 1 02],policy[0 1 10],policy[0 1 11],policy[0 1 12],policy[0 1 20],policy[0 1 21],policy[0 1 22],policy[0 2 00],policy[0 2 01],policy[0 2 02],policy[0 2 10],policy[0 2 11],policy[0 2 12],policy[0 2 20],policy[0 2 21],policy[0 2 22],policy[1 0 00],policy[1 0 01],policy[1 0 02],policy[1 0 10],policy[1 0 11],policy[1 0 12],policy[1 0 20],policy[1 0 21],policy[1 0 22],policy[1 1 00],policy[1 1 01],policy[1 1 02],policy[1 1 10],policy[1 1 11],policy[1 1 12],policy[1 1 20],policy[1 1 21],policy[1 1 22],policy[1 2 00],policy[1 2 01],policy[1 2 02],policy[1 2 10],policy[1 2 11],policy[1 2 12],policy[1 2 20],policy[1 2 21],policy[1 2 22],policy[2 0 00],policy[2 0 01],policy[2 0 02],policy[2 0 10],policy[2 0 11],policy[2 0 12],policy[2 0 20],policy[2 0 21],policy[2 0 22],policy[2 1 00],policy[2 1 01],policy[2 1 02],policy[2 1 10],policy[2 1 11],policy[2 1 12],policy[2 1 20],policy[2 1 21],policy[2 1 22],policy[2 2 00],policy[2 2 01],policy[2 2 02],policy[2 2 10],policy[2 2 11],policy[2 2 12],policy[2 2 20],policy[2 2 21],policy[2 2 22]
10,0.674183,0.444083,0.444083,0.444083,0.438983,0.549731,0.549731,0.572486,0.572486,0.572486,0.444083,0.444083,0.444083,0.438983,0.549731,0.549731,0.572486,0.572486,0.572486,0.444083,0.444083,0.444083,0.438983,0.549731,0.549731,0.572486,0.572486,0.572486,0.444083,0.444083,0.444083,0.551719,0.549731,0.549731,0.688415,0.688415,0.688415,0.444083,0.444083,0.444083,0.551719,0.549731,0.549731,0.688415,0.688415,0.688415,0.444083,0.444083,0.444083,0.551719,0.549731,0.549731,0.688415,0.688415,0.688415,0.444083,0.444083,0.444083,0.666552,0.549731,0.549731,0.805344,0.805344,0.805344,0.444083,0.444083,0.444083,0.666552,0.549731,0.549731,0.805344,0.805344,0.805344,0.444083,0.444083,0.444083,0.666552,0.549731,0.549731,0.805344,0.805344,0.805344
11,0.75557,0.513577,0.513577,0.513577,0.495908,0.620571,0.620571,0.631139,0.631139,0.631139,0.513577,0.513577,0.513577,0.495908,0.620571,0.620571,0.631139,0.631139,0.631139,0.513577,0.513577,0.513577,0.495908,0.620571,0.620571,0.631139,0.631139,0.631139,0.513577,0.513577,0.513577,0.623586,0.620571,0.620571,0.761718,0.761718,0.761718,0.513577,0.513577,0.513577,0.623586,0.620571,0.620571,0.761718,0.761718,0.761718,0.513577,0.513577,0.513577,0.623586,0.620571,0.620571,0.761718,0.761718,0.761718,0.513577,0.513577,0.513577,0.753473,0.620571,0.620571,0.893245,0.893245,0.893245,0.513577,0.513577,0.513577,0.753473,0.620571,0.620571,0.893245,0.893245,0.893245,0.513577,0.513577,0.513577,0.753473,0.620571,0.620571,0.893245,0.893245,0.893245
12,0.839869,0.585785,0.585785,0.585785,0.555385,0.694545,0.694545,0.692172,0.692172,0.692172,0.585785,0.585785,0.585785,0.555385,0.694545,0.694545,0.692172,0.692172,0.692172,0.585785,0.585785,0.585785,0.555385,0.694545,0.694545,0.692172,0.692172,0.692172,0.585785,0.585785,0.585785,0.698798,0.694545,0.694545,0.837916,0.837916,0.837916,0.585785,0.585785,0.585785,0.698798,0.694545,0.694545,0.837916,0.837916,0.837916,0.585785,0.585785,0.585785,0.698798,0.694545,0.694545,0.837916,0.837916,0.837916,0.585785,0.585785,0.585785,0.843763,0.694545,0.694545,0.984817,0.984817,0.984817,0.585785,0.585785,0.585785,0.843763,0.694545,0.694545,0.984817,0.984817,0.984817,0.585785,0.585785,0.585785,0.843763,0.694545,0.694545,0.984817,0.984817,0.984817
13,0.927185,0.661354,0.661354,0.661354,0.617631,0.771647,0.771647,0.755671,0.755671,0.755671,0.661354,0.661354,0.661354,0.617631,0.771647,0.771647,0.755671,0.755671,0.755671,0.661354,0.661354,0.661354,0.617631,0.771647,0.771647,0.755671,0.755671,0.755671,0.661354,0.661354,0.661354,0.777105,0.771647,0.771647,0.917114,0.917114,0.917114,0.661354,0.661354,0.661354,0.777105,0.771647,0.771647,0.917114,0.917114,0.917114,0.661354,0.661354,0.661354,0.777105,0.771647,0.771647,0.917114,0.917114,0.917114,0.661354,0.661354,0.661354,0.93759,0.771647,0.771647,1.08012,1.08012,1.08012,0.661354,0.661354,0.661354,0.93759,0.771647,0.771647,1.08012,1.08012,1.08012,0.661354,0.661354,0.661354,0.93759,0.771647,0.771647,1.08012,1.08012,1.08012
14,1.01763,0.740576,0.740576,0.740576,0.682719,0.851871,0.851871,0.8217,0.8217,0.8217,0.740576,0.740576,0.740576,0.682719,0.851871,0.851871,0.8217,0.8217,0.8217,0.740576,0.740576,0.740576,0.682719,0.851871,0.851871,0.8217,0.8217,0.8217,0.740576,0.740576,0.740576,0.858388,0.851871,0.851871,0.999654,0.999654,0.999654,0.740576,0.740576,0.740576,0.858388,0.851871,0.851871,0.999654,0.999654,0.999654,0.740576,0.740576,0.740576,0.858388,0.851871,0.851871,0.999654,0.999654,0.999654,0.740576,0.740576,0.740576,1.03564,0.851871,0.851871,1.17922,1.17922,1.17922,0.740576,0.740576,0.740576,1.03564,0.851871,0.851871,1.17922,1.17922,1.17922,0.740576,0.740576,0.740576,1.03564,0.851871,0.851871,1.17922,1.17922,1.17922
15,1.1113,0.823112,0.823112,0.823112,0.750533,0.935613,0.935613,0.890269,0.890269,0.890269,0.823112,0.823112,0.823112,0.750533,0.935613,0.935613,0.890269,0.890269,0.890269,0.823112,0.823112,0.823112,0.750533,0.935613,0.935613,0.890269,0.890269,0.890269,0.823112,0.823112,0.823112,0.94287,0.935613,0.935613,1.08545,1.08545,1.08545,0.823112,0.823112,0.823112,0.94287,0.935613,0.935613,1.08545,1.08545,1.08545,0.823112,0.823112,0.823112,0.94287,0.935613,0.935613,1.08545,1.08545,1.08545,0.823112,0.823112,0.823112,1.13782,0.935613,0.935613,1.28228,1.28228,1.28228,0.823112,0.823112,0.823112,1.13782,0.935613,0.935613,1.28228,1.28228,1.28228,0.823112,0.823112,0.823112,1.13782,0.935613,0.935613,1.28228,1.28228,1.28228
16,1.20833,0.909202,0.909202,0.909202,0.820919,1.02285,1.02285,0.961597,0.961597,0.961597,0.909202,0.909202,0.909202,0.820919,1.02285,1.02285,0.961597,0.961597,0.961597,0.909202,0.909202,0.909202,0.820919,1.02285,1.02285,0.961597,0.961597,0.961597,0.909202,0.909202,0.909202,1.03108,1.02285,1.02285,1.17463,1.17463,1.17463,0.909202,0.909202,0.909202,1.03108,1.02285,1.02285,1.17463,1.17463,1.17463,0.909202,0.909202,0.909202,1.03108,1.02285,1.02285,1.17463,1.17463,1.17463,0.909202,0.909202,0.909202,1.2441,1.02285,1.02285,1.38935,1.38935,1.38935,0.909202,0.909202,0.909202,1.2441,1.02285,1.02285,1.38935,1.38935,1.38935,0.909202,0.909202,0.909202,1.2441,1.02285,1.02285,1.38935,1.38935,1.38935
17,1.30884,0.999009,0.999009,0.999009,0.893963,1.11362,1.11362,1.03581,1.03581,1.03581,0.999009,0.999009,0.999009,0.893963,1.11362,1.11362,1.03581,1.03581,1.03581,0.999009,0.999009,0.999009,0.893963,1.11362,1.11362,1.03581,1.03581,1.03581,0.999009,0.999009,0.999009,1.12297,1.11362,1.11362,1.26733,1.26733,1.26733,0.999009,0.999009,0.999009,1.12297,1.11362,1.11362,1.26733,1.26733,1.26733,0.999009,0.999009,0.999009,1.12297,1.11362,1.11362,1.26733,1.26733,1.26733,0.999009,0.999009,0.999009,1.35455,1.11362,1.11362,1.50053,1.50053,1.50053,0.999009,0.999009,0.999009,1.35455,1.11362,1.11362,1.50053,1.50053,1.50053,0.999009,0.999009,0.999009,1.35455,1.11362,1.11362,1.50053,1.50053,1.50053
18,1.41294,1.09251,1.09251,1.09251,0.97004,1.20806,1.20806,1.11287,1.11287,1.11287,1.09251,1.09251,1.09251,0.97004,1.20806,1.20806,1.11287,1.11287,1.11287,1.09251,1.09251,1.09251,0.97004,1.20806,1.20806,1.11287,1.11287,1.11287,1.09251,1.09251,1.09251,1.21852,1.20806,1.20806,1.36363,1.36363,1.36363,1.09251,1.09251,1.09251,1.21852,1.20806,1.20806,1.36363,1.36363,1.36363,1.09251,1.09251,1.09251,1.21852,1.20806,1.20806,1.36363,1.36363,1.36363,1.09251,1.09251,1.09251,1.46924,1.20806,1.20806,1.61592,1.61592,1.61592,1.09251,1.09251,1.09251,1.46924,1.20806,1.20806,1.61592,1.61592,1.61592,1.09251,1.09251,1.09251,1.46924,1.20806,1.20806,1.61592,1.61592,1.61592
19,1.52076,1.18984,1.18984,1.18984,1.04933,1.30627,1.30627,1.193,1.193,1.193,1.18984,1.18984,1.18984,1.04933,1.30627,1.30627,1.193,1.193,1.193,1.18984,1.18984,1.18984,1.04933,1.30627,1.30627,1.193,1.193,1.193,1.18984,1.18984,1.18984,1.31783,1.30627,1.30627,1.4636,1.4636,1.4636,1.18984,1.18984,1.18984,1.31783,1.30627,1.30627,1.4636,1.4636,1.4636,1.18984,1.18984,1.18984,1.31783,1.30627,1.30627,1.4636,1.4636,1.4636,1.18984,1.18984,1.18984,1.5883,1.30627,1.30627,1.7357,1.7357,1.7357,1.18984,1.18984,1.18984,1.5883,1.30627,1.30627,1.7357,1.7357,1.7357,1.18984,1.18984,1.18984,1.5883,1.30627,1.30627,1.7357,1.7357,1.7357
20,1.63244,1.29113,1.29113,1.29113,1.13185,1.40829,1.40829,1.27627,1.27627,1.27627,1.29113,1.29113,1.29113,1.13185,1.40829,1.40829,1.27627,1.27627,1.27627,1.29113,1.29113,1.29113,1.13185,1.40829,1.40829,1.27627,1.27627,1.27627,1.29113,1.29113,1.29113,1.42094,1.40829,1.40829,1.56736,1.56736,1.56736,1.29113,1.29113,1.29113,1.42094,1.40829,1.40829,1.56736,1.56736,1.56736,1.29113,1.29113,1.29113,1.42094,1.40829,1.40829,1.56736,1.56736,1.56736,1.29113,1.29113,1.29113,1.71193,1.40829,1.40829,1.86,1.86,1.86,1.29113,1.29113,1.29113,1.71193,1.40829,1.40829,1.86,1.86,1.86,1.29113,1.29113,1.29113,1.71193,1.40829,1.40829,1.86,1.86,1.86
21,1.74812,1.39644,1.39644,1.39644,1.21761,1.51432,1.51432,1.36272,1.36272,1.36272,1.39644,1.39644,1.39644,1.21761,1.51432,1.51432,1.36272,1.36272,1.36272,1.39644,1.39644,1.39644,1.21761,1.51432,1.51432,1.36272,1.36272,1.36272,1.39644,1.39644,1.39644,1.52797,1.51432,1.51432,1.67504,1.67504,1.67504,1.39644,1.39644,1.39644,1.52797,1.51432,1.51432,1.67504,1.67504,1.67504,1.39644,1.39644,1.39644,1.52797,1.51432,1.51432,1.67504,1.67504,1.67504,1.39644,1.39644,1.39644,1.84043,1.51432,1.51432,1.98907,1.98907,1.98907,1.39644,1.39644,1.39644,1.84043,1.51432,1.51432,1.98907,1.98907,1.98907,1.39644,1.39644,1.39644,1.84043,1.51432,1.51432,1.98907,1.98907,1.98907
22,1.86794,1.50593,1.50593,1.50593,1.30673,1.62452,1.62452,1.45243,1.45243,1.45243,1.50593,1.50593,1.50593,1.30673,1.62452,1.62452,1.45243,1.45243,1.45243,1.50593,1.50593,1.50593,1.30673,1.62452,1.62452,1.45243,1.45243,1.45243,1.50593,1.50593,1.50593,1.63904,1.62452,1.62452,1.78677,1.78677,1.78677,1.50593,1.50593,1.50593,1.63904,1.62452,1.62452,1.78677,1.78677,1.78677,1.50593,1.50593,1.50593,1.63904,1.62452,1.62452,1.78677,1.78677,1.78677,1.50593,1.50593,1.50593,1.97394,1.62452,1.62452,2.12321,2.12321,2.12321,1.50593,1.50593,1.50593,1.97394,1.62452,1.62452,2.12321,2.12321,2.12321,1.50593,1.50593,1.50593,1.97394,1.62452,1.62452,2.12321,2.12321,2.12321
23,1.99205,1.61977,1.61977,1.61977,1.39925,1.73898,1.73898,1.54553,1.54553,1.54553,1.61977,1.61977,1.61977,1.39925,1.73898,1.73898,1.54553,1.54553,1.54553,1.61977,1.61977,1.61977,1.39925,1.73898,1.73898,1.54553,1.54553,1.54553,1.61977,1.61977,1.61977,1.7544,1.73898,1.73898,1.90273,1.90273,1.90273,1.61977,1.61977,1.61977,1.7544,1.73898,1.73898,1.90273,1.90273,1.90273,1.61977,1.61977,1.61977,1.7544,1.73898,1.73898,1.90273,1.90273,1.90273,1.61977,1.61977,1.61977,2.11262,1.73898,1.73898,2.26243,2.26243,2.26243,1.61977,1.61977,1.61977,2.11262,1.73898,1.73898,2.26243,2.26243,2.26243,1.61977,1.61977,1.61977,2.11262,1.73898,1.73898,2.26243,2.26243,2.26243
24,2.1206,1.73804,1.73804,1.73804,1.49528,1.84361,1.85787,1.64211,1.64211,1.64211,1.73804,1.73804,1.73804,1.49528,1.84361,1.85787,1.64211,1.64211,1.64211,1.73804,1.73804,1.73804,1.49528,1.84361,1.85787,1.64211,1.64211,1.64211,1.73804,1.73804,1.73804,1.8743,1.85885,1.85787,2.02314,2.02314,2.02314,1.73804,1.73804,1.73804,1.8743,1.85885,1.85787,2.02314,2.02314,2.02314,1.73804,1.73804,1.73804,1.8743,1.85885,1.85787,2.02314,2.02314,2.02314,1.73804,1.73804,1.73804,2.25658,1.8741,1.85787,2.40689,2.40689,2.40689,1.73804,1.73804,1.73804,2.25658,1.8741,1.85787,2.40689,2.40689,2.40689,1.73804,1.73804,1.73804,2.25658,1.8741,1.85787,2.40689,2.40689,2.40689
25,2.25375,1.86092,1.86092,1.86092,1.5949,1.92434,1.98132,1.74234,1.74234,1.74234,1.86092,1.86092,1.86092,1.5949,1.92434,1.98132,1.74234,1.74234,1.74234,1.86092,1.86092,1.86092,1.5949,1.92434,1.98132,1.74234,1.74234,1.74234,1.86092,1.86092,1.86092,1.99882,1.98522,1.98132,2.14822,2.14822,2.14822,1.86092,1.86092,1.86092,1.99882,1.98522,1.98132,2.14822,2.14822,2.14822,1.86092,1.86092,1.86092,1.99882,1.98522,1.98132,2.14822,2.14822,2.14822,1.86092,1.86092,1.86092,2.40601,2.04623,1.98132,2.55678,2.55678,2.55678,1.86092,1.86092,1.86092,2.40601,2.04623,1.98132,2.55678,2.55678,2.55678,1.86092,1.86092,1.86092,2.40601,2.04623,1.98132,2.55678,2.55678,2.55678
26,2.39167,1.98857,1.98857,1.98857,1.69832,2.02865,2.10948,1.84632,1.84632,1.84632,1.98857,1.98857,1.98857,1.69832,2.02865,2.10948,1.84632,1.84632,1.84632,1.98857,1.98857,1.98857,1.69832,2.02865,2.10948,1.84632,1.84632,1.84632,1.98857,1.98857,1.98857,2.12813,2.115,2.10948,2.278,2.278,2.278,1.98857,1.98857,1.98857,2.12813,2.115,2.10948,2.278,2.278,2.278,1.98857,1.98857,1.98857,2.12813,2.115,2.10948,2.278,2.278,2.278,1.98857,1.98857,1.98857,2.56107,2.20153,2.10948,2.7123,2.7123,2.7123,1.98857,1.98857,1.98857,2.56107,2.20153,2.10948,2.7123,2.7123,2.7123,1.98857,1.98857,1.98857,2.56107,2.20153,2.10948,2.7123,2.7123,2.7123
27,2.53452,2.12112,2.12112,2.12112,1.80575,2.14806,2.24253,1.95426,1.95426,1.95426,2.12112,2.12112,2.12112,1.80575,2.14806,2.24253,1.95426,1.95426,1.95426,2.12112,2.12112,2.12112,1.80575,2.14806,2.24253,1.95426,1.95426,1.95426,2.12112,2.12112,2.12112,2.26233,2.24894,2.24253,2.41265,2.41265,2.41265,2.12112,2.12112,2.12112,2.26233,2.24894,2.24253,2.41265,2.41265,2.41265,2.12112,2.12112,2.12112,2.26233,2.24894,2.24253,2.41265,2.41265,2.41265,2.12112,2.12112,2.12112,2.72199,2.35001,2.24253,2.87365,2.87365,2.87365,2.12112,2.12112,2.12112,2.72199,2.35001,2.24253,2.87365,2.87365,2.87365,2.12112,2.12112,2.12112,2.72199,2.35001,2.24253,2.87365,2.87365,2.87365
28,2.68248,2.25875,2.25875,2.25875,1.91733,2.26219,2.38061,2.06635,2.06635,2.06635,2.25875,2.25875,2.25875,1.91733,2.26219,2.38061,2.06635,2.06635,2.06635,2.25875,2.25875,2.25875,1.91733,2.26219,2.38061,2.06635,2.06635,2.06635,2.25875,2.25875,2.25875,2.40159,2.38863,2.38061,2.55235,2.55235,2.55235,2.25875,2.25875,2.25875,2.40159,2.38863,2.38061,2.55235,2.55235,2.55235,2.25875,2.25875,2.25875,2.40159,2.38863,2.38061,2.55235,2.55235,2.55235,2.25875,2.25875,2.25875,2.88895,2.5153,2.38061,3.04102,3.04102,3.04102,2.25875,2.25875,2.25875,2.88895,2.5153,2.38061,3.04102,3.04102,3.04102,2.25875,2.25875,2.25875,2.88895,2.5153,2.38061,3.04102,3.04102,3.04102
29,2.83574,2.40162,2.40162,2.40162,2.03318,2.38881,2.52383,2.1827,2.1827,2.1827,2.40162,2.40162,2.40162,2.03318,2.38881,2.52383,2.1827,2.1827,2.1827,2.40162,2.40162,2.40162,2.03318,2.38881,2.52383,2.1827,2.1827,2.1827,2.40162,2.40162,2.40162,2.54609,2.53301,2.52383,2.69728,2.69728,2.69728,2.40162,2.40162,2.40162,2.54609,2.53301,2.52383,2.69728,2.69728,2.69728,2.40162,2.40162,2.40162,2.54609,2.53301,2.52383,2.69728,2.69728,2.69728,2.40162,2.40162,2.40162,3.06216,2.67747,2.52383,3.21462,3.21462,3.21462,2.40162,2.40162,2.40162,3.06216,2.67747,2.52383,3.21462,3.21462,3.21462,2.40162,2.40162,2.40162,3.06216,2.67747,2.52383,3.21462,3.21462,3.21462
