gridnumber,capital,dist[0 0 00],dist[0 0 01],dist[0 0 02],dist[0 0 10],dist[0 0 11],dist[0 0 12],dist[0 0 20],dist[0 0 21],dist[0 0 22],dist[0 1 00],dist[0 1 01],dist[0 1 02],dist[0 1 10],dist[0 1 11],dist[0 1 12],dist[0 1 20],dist[0 1 21],dist[0 1 22],dist[0 2 00],dist[0 2 01],dist[0 2 02],dist[0 2 10],dist[0 2 11],dist[0 2 12],dist[0 2 20],dist[0 2 21],dist[0 2 22],dist[1 0 00],dist[1 0 01],dist[1 0 02],dist[1 0 10],dist[1 0 11],dist[1 0 12],dist[1 0 20],dist[1 0 21],dist[1 0 22],dist[1 1 00],dist[1 1 01],dist[1 1 02],dist[1 1 10],dist[1 1 11],dist[1 1 12],dist[1 1 20],dist[1 1 21],dist[1 1 22],dist[1 2 00],dist[1 2 01],dist[1 2 02],dist[1 2 10],dist[1 2 11],dist[1 2 12],dist[1 2 20],dist[1 2 21],dist[1 2 22],dist[2 0 00],dist[2 0 01],dist[2 0 02],dist[2 0 10],dist[2 0 11],dist[2 0 12],dist[2 0 20],dist[2 0 21],dist[2 0 22],dist[2 1 00],dist[2 1 01],dist[2 1 02],dist[2 1 10],dist[2 1 11],dist[2 1 12],dist[2 1 20],dist[2 1 21],dist[2 1 22],dist[2 2 00],dist[2 2 01],dist[2 2 02],dist[2 2 10],dist[2 2 11],dist[2 2 12],dist[2 2 20],dist[2 2 21],dist[2 2 22]
0,0,0.0334997,0.00788934,0,0.000357995,8.43095e-005,0,0,0,0,0.0104572,0.0304533,0.0104573,0.000111751,0.00032544,0.000111752,0,0,0,0,0.00788932,0.0334998,0,8.43092e-005,0.000357995,0,0,0,0.0156794,0.00369257,0,0.0259527,0.00611199,0,0.00038859,9.15146e-005,0,0.00489446,0.0142535,0.00489447,0.00810137,0.0235927,0.0081014,0.000121302,0.000353252,0.000121302,0,0.00369256,0.0156794,0,0.00611197,0.0259528,0,9.15143e-005,0.00038859,0,0,0,0.0117867,0.00277582,0,0.0220711,0.00519783,0,0,0,0,0.00367932,0.0107148,0.00367933,0.00688967,0.020064,0.00688969,0,0,0,0,0.00277581,0.0117867,0,0.00519782,0.0220711
1,0.0572595,0.0135364,0.00318808,0,0.00489569,0.00115296,0,0,0,0,0.00422547,0.0123055,0.00422578,0.00152823,0.00445049,0.00152824,0,0,0,0,0.00318785,0.0135366,0,0.00115295,0.0048957,0,0,0,0.00243243,0.000572871,0,0.0139409,0.00328336,0,0.00650272,0.00153142,0,0.000759334,0.0022112,0.000759337,0.00435168,0.0126732,0.00435207,0.00202988,0.00591138,0.00202989,0,0.000572869,0.00243244,0,0.00328307,0.0139412,0,0.00153141,0.00650273,0,0,0,0.00185347,0.000436517,0,0.0165786,0.00390452,0,0,0,0,0.000578598,0.0016849,0.000578601,0.0051751,0.0150711,0.00517542,0,0,0,0,0.000436515,0.00185347,0,0.00390428,0.0165789
2,0.116568,0.0086737,0.00204418,0,0.00443716,0.00104969,0,0,0,0,0.00271093,0.00788138,0.00270961,0.00138367,0.00403462,0.00139143,0,0,0,0,0.00204517,0.00867271,0,0.00104389,0.00444297,0,0,0,0.000989851,0.000233044,0,0.00937381,0.00220902,0,0.00590819,0.00139774,0,0.000309073,0.00089976,0.000308898,0.00293038,0.00851693,0.00292811,0.00184234,0.00537223,0.00185279,0,0.000233175,0.00098972,0,0.00221072,0.00937212,0,0.00138993,0.00591599,0,0,0,0.000761092,0.000179177,0,0.0123498,0.0029147,0,0,0,0,0.000237667,0.0006918,0.000237497,0.00385693,0.0112242,0.00386355,0,0,0,0,0.000179304,0.000760965,0,0.00290976,0.0123547
3,0.177999,0.00436147,0.00102812,0,0.002961,0.000697832,0,0,0,0,0.00135945,0.00396678,0.00136276,0.000923936,0.00269205,0.000924976,0,0,0,0,0.00102565,0.00436394,0,0.000697054,0.00296178,0,0,0,0.000295547,6.9573e-005,0,0.0048428,0.00114169,0,0.00394954,0.000930803,0,9.22337e-005,0.000268698,9.22177e-005,0.00150927,0.00440476,0.00151331,0.00123241,0.0035908,0.00123378,0,6.95849e-005,0.000295535,0,0.00113868,0.00484582,0,0.000929777,0.00395057,0,0,0,0.000229923,5.41291e-005,0,0.00709254,0.00167182,0,0,0,0,7.17452e-005,0.000209043,7.17471e-005,0.00221164,0.00644979,0.00221599,0,0,0,0,5.41277e-005,0.000229924,0,0.00166857,0.00709579
4,0.241629,0.00171426,0.000400486,0,0.0014368,0.000333334,0,0,0,0,0.000534973,0.00155885,0.000530781,0.000450195,0.00130495,0.000441756,0,0,0,0,0.000403619,0.00171112,0,0.000339641,0.00143049,0,0,0,6.22811e-005,1.4714e-005,0,0.00192984,0.000450925,0,0.00191863,0.000445102,0,1.93809e-005,5.6674e-005,1.95036e-005,0.000602122,0.00175501,0.00059763,0.000601185,0.00174256,0.000589879,0,1.46223e-005,6.23729e-005,0,0.000454283,0.00192649,0,0.000453553,0.00191018,0,0,0,4.93156e-005,1.16525e-005,0,0.00310174,0.000722167,0,0,0,0,1.53413e-005,4.48806e-005,1.54454e-005,0.000969826,0.00281892,0.000957091,0,0,0,0,1.15746e-005,4.93935e-005,0,0.000731685,0.00309222
5,0.307536,0.000487202,0.000115147,0,0.000489821,0.000115136,0,0,0,0,0.000151152,0.000443797,0.000152625,0.00015304,0.00044516,0.000152609,0,0,0,0,0.000114046,0.000488304,0,0.000115458,0.000489498,0,0,0,7.40153e-006,1.7589e-006,0,0.000550514,0.000130166,0,0.000654664,0.000153879,0,2.28517e-006,6.75236e-006,2.33145e-006,0.000170695,0.000501563,0.000172532,0.000204552,0.000594966,0.000203962,0,1.72431e-006,7.43612e-006,0,0.000128793,0.000551888,0,0.00015432,0.000654223,0,0,0,6.04233e-006,1.43789e-006,0,0.000970981,0.000228845,0,0,0,0,1.86174e-006,5.516e-006,1.90594e-006,0.00030233,0.000883441,0.000303329,0,0,0,0,1.40485e-006,6.07537e-006,0,0.000228099,0.000971727
6,0.375801,8.48428e-005,2.01064e-005,0,0.000101287,2.38723e-005,0,0,0,0,2.62639e-005,7.73373e-005,2.6651e-005,3.1597e-005,9.20946e-005,3.16427e-005,0,0,0,0,1.9817e-005,8.51321e-005,0,2.38381e-005,0.000101321,0,0,0,2.84736e-007,6.94101e-008,0,9.52418e-005,2.25823e-005,0,0.000135478,3.19301e-005,0,8.45509e-008,2.62976e-007,9.20029e-008,2.94617e-005,8.68367e-005,2.99328e-005,4.22646e-005,0.000123182,4.23233e-005,0,6.38403e-008,2.90306e-007,0,2.22302e-005,9.55939e-005,0,3.18863e-005,0.000135522,0,0,0,2.40138e-007,5.89032e-008,0,0.000185889,4.39198e-005,0,0,0,0,7.06323e-008,2.22431e-007,7.80761e-008,5.77902e-005,0.000169209,5.82156e-005,0,0,0,0,5.33395e-008,2.45702e-007,0,4.36018e-005,0.000186207
7,0.44651,5.49665e-006,1.29561e-006,0,7.00407e-006,1.65092e-006,0,0,0,0,1.71482e-006,4.99771e-006,1.71733e-006,2.18509e-006,6.36829e-006,2.18829e-006,0,0,0,0,1.29373e-006,5.49853e-006,0,1.64853e-006,7.00646e-006,0,0,0,0,0,0,6.14364e-006,1.44811e-006,0,9.37097e-006,2.20881e-006,0,0,0,0,1.91666e-006,5.58596e-006,1.91946e-006,2.92351e-006,8.52034e-006,2.92778e-006,0,0,0,0,1.44601e-006,6.14573e-006,0,2.20562e-006,9.37417e-006,0,0,0,0,0,0,1.25007e-005,2.94652e-006,0,0,0,0,0,0,0,3.89991e-006,1.1366e-005,3.90562e-006,0,0,0,0,0,0,0,2.94226e-006,1.2505e-005
8,0.519749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.595608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
