gridnumber,capital,Portfolio[0 0],Portfolio[0 1],Portfolio[0 2],Portfolio[0 3],Portfolio[0 4],Portfolio[1 0],Portfolio[1 1],Portfolio[1 2],Portfolio[1 3],Portfolio[1 4],Portfolio[2 0],Portfolio[2 1],Portfolio[2 2],Portfolio[2 3],Portfolio[2 4],Portfolio[3 0],Portfolio[3 1],Portfolio[3 2],Portfolio[3 3],Portfolio[3 4],Portfolio[4 0],Portfolio[4 1],Portfolio[4 2],Portfolio[4 3],Portfolio[4 4]
28,1.14083,0,0.16,0.48,0.64,0.92,0,0.08,0.38,0.7,0.92,0,0.04,0.4,0.72,0.98,0,0.02,0.4,0.76,0.98,0,0,0.4,0.82,1
29,1.19402,0,0.16,0.44,0.7,0.92,0,0.18,0.48,0.68,0.94,0,0.08,0.44,0.74,0.94,0,0.08,0.42,0.76,0.98,0,0,0.44,0.8,1
30,1.24825,0,0.14,0.44,0.72,0.92,0,0.16,0.46,0.76,0.94,0,0.1,0.44,0.72,0.98,0,0.06,0.42,0.78,1,0,0.04,0.4,0.76,1
31,1.30354,0,0.12,0.44,0.7,0.94,0,0.14,0.44,0.74,0.94,0,0.08,0.46,0.76,0.98,0,0.04,0.48,0.8,0.98,0,0.04,0.46,0.8,1
32,1.35989,0,0.16,0.48,0.68,0.94,0,0.14,0.42,0.7,0.94,0,0.1,0.48,0.78,0.94,0,0.06,0.46,0.76,1,0,0,0.48,0.8,1
33,1.41734,0,0.22,0.48,0.76,0.92,0,0.14,0.42,0.7,0.96,0,0.16,0.46,0.76,1,0,0.1,0.44,0.78,1,0,0.04,0.44,0.8,1
34,1.47591,0,0.2,0.46,0.74,0.94,0,0.16,0.48,0.74,0.96,0,0.14,0.44,0.72,1,0,0.1,0.44,0.82,1,0,0.1,0.42,0.84,1
35,1.53561,0,0.2,0.46,0.72,0.94,0,0.2,0.48,0.74,0.96,0,0.14,0.48,0.78,0.96,0,0.1,0.48,0.78,1,0,0.06,0.46,0.8,1
36,1.59647,0,0.2,0.46,0.7,0.94,0,0.2,0.46,0.72,0.98,0,0.16,0.5,0.78,0.98,0,0.1,0.48,0.76,1,0,0.04,0.48,0.8,1
37,1.65851,0,0.22,0.48,0.72,0.92,0,0.18,0.48,0.72,0.96,0,0.2,0.48,0.74,1,0,0.14,0.48,0.8,1,0,0.08,0.44,0.82,1
38,1.72175,0,0.24,0.48,0.74,0.94,0,0.2,0.5,0.74,0.98,0,0.2,0.48,0.74,0.98,0,0.14,0.52,0.8,1,0,0.12,0.42,0.8,1
39,1.78623,0,0.26,0.5,0.72,0.94,0,0.2,0.5,0.76,0.98,0,0.18,0.5,0.76,0.98,0,0.14,0.5,0.78,1,0,0.1,0.5,0.78,1
40,1.85195,0,0.24,0.5,0.72,0.94,0,0.24,0.5,0.74,0.98,0,0.18,0.52,0.76,1,0,0.18,0.48,0.78,1,0,0.08,0.48,0.84,1
41,1.91895,0,0.24,0.5,0.72,0.94,0,0.24,0.48,0.76,0.96,0,0.16,0.5,0.76,1,0,0.2,0.48,0.8,1,0,0.1,0.48,0.82,1
42,1.98725,0,0.22,0.52,0.74,0.94,0,0.22,0.46,0.76,0.98,0,0.2,0.48,0.78,1,0,0.18,0.5,0.78,1,0,0.14,0.52,0.8,1
43,2.05688,0,0.22,0.52,0.74,0.94,0,0.22,0.54,0.76,0.98,0,0.22,0.48,0.78,1,0,0.16,0.52,0.78,1,0,0.14,0.5,0.82,1
44,2.12786,0,0.24,0.52,0.74,0.94,0,0.24,0.52,0.74,0.98,0,0.22,0.46,0.78,1,0,0.18,0.5,0.78,1,0,0.12,0.48,0.82,1
45,2.20021,0,0.28,0.5,0.74,0.94,0,0.24,0.5,0.74,0.96,0,0.2,0.48,0.76,0.98,0,0.2,0.48,0.8,1,0,0.12,0.5,0.8,1
46,2.27397,0,0.28,0.5,0.74,0.92,0,0.26,0.5,0.74,0.94,0,0.2,0.5,0.74,0.96,0,0.22,0.48,0.78,1,0,0.16,0.52,0.78,1
47,2.34916,0.02,0.26,0.48,0.74,0.94,0,0.26,0.48,0.76,0.96,0,0.22,0.5,0.72,1,0,0.22,0.5,0.76,1,0,0.18,0.5,0.78,1
48,2.42581,0.04,0.26,0.5,0.74,0.94,0,0.26,0.5,0.76,0.96,0,0.26,0.52,0.74,1,0,0.2,0.52,0.74,1,0,0.16,0.48,0.8,1
49,2.50395,0.04,0.26,0.54,0.74,0.94,0,0.24,0.5,0.74,0.96,0,0.24,0.52,0.74,0.98,0,0.18,0.5,0.76,1,0,0.14,0.48,0.8,1
50,2.58361,0.04,0.26,0.52,0.74,0.94,0,0.24,0.52,0.74,0.94,0,0.24,0.54,0.76,0.96,0,0.2,0.48,0.78,1,0,0.16,0.5,0.78,1
51,2.66481,0.04,0.28,0.52,0.72,0.92,0.02,0.24,0.52,0.72,0.92,0,0.24,0.52,0.76,0.96,0,0.24,0.48,0.76,0.98,0,0.18,0.52,0.74,1
52,2.74759,0.02,0.28,0.5,0.7,0.92,0.02,0.24,0.5,0.72,0.92,0,0.26,0.5,0.76,0.96,0,0.24,0.5,0.76,0.98,0,0.2,0.5,0.76,1
53,2.83197,0.02,0.3,0.5,0.74,0.92,0,0.26,0.5,0.74,0.94,0,0.26,0.5,0.78,0.96,0,0.22,0.5,0.76,1,0,0.18,0.48,0.78,1
54,2.91799,0.02,0.3,0.5,0.74,0.94,0,0.26,0.48,0.74,0.94,0,0.28,0.48,0.76,0.96,0,0.22,0.5,0.76,1,0,0.16,0.48,0.78,1
55,3.00568,0.02,0.28,0.5,0.74,0.94,0,0.28,0.5,0.74,0.92,0,0.26,0.5,0.76,0.96,0,0.2,0.5,0.78,0.98,0,0.2,0.48,0.76,1
56,3.09508,0.04,0.28,0.5,0.74,0.92,0,0.28,0.5,0.74,0.92,0,0.26,0.52,0.74,0.96,0,0.22,0.5,0.76,0.96,0,0.22,0.5,0.76,1
57,3.18621,0.04,0.28,0.5,0.72,0.9,0.02,0.26,0.52,0.72,0.92,0,0.24,0.52,0.72,0.96,0,0.24,0.52,0.74,0.96,0,0.2,0.5,0.76,1
58,3.2791,0.06,0.26,0.52,0.72,0.9,0.02,0.26,0.5,0.72,0.92,0,0.24,0.52,0.72,0.96,0,0.26,0.52,0.74,0.94,0,0.2,0.5,0.76,0.98
59,3.3738,0.06,0.26,0.52,0.7,0.88,0.04,0.26,0.5,0.72,0.92,0,0.26,0.5,0.72,0.96,0,0.24,0.52,0.74,0.98,0,0.2,0.48,0.76,0.98
60,3.47034,0.08,0.26,0.52,0.7,0.9,0.04,0.28,0.5,0.74,0.92,0,0.26,0.5,0.74,0.94,0,0.24,0.5,0.76,0.96,0,0.18,0.48,0.74,0.98
61,3.56875,0.06,0.28,0.5,0.7,0.9,0.04,0.3,0.5,0.74,0.92,0,0.28,0.48,0.74,0.92,0,0.22,0.5,0.76,0.96,0,0.2,0.5,0.76,0.98
62,3.66908,0.06,0.28,0.5,0.7,0.92,0.04,0.3,0.5,0.72,0.92,0.02,0.28,0.48,0.74,0.92,0,0.22,0.5,0.74,0.94,0,0.22,0.5,0.76,0.98
63,3.77135,0.06,0.28,0.5,0.7,0.9,0.04,0.28,0.52,0.72,0.9,0.02,0.28,0.48,0.72,0.92,0,0.24,0.5,0.74,0.96,0,0.22,0.5,0.76,0.96
64,3.8756,0.06,0.3,0.48,0.7,0.9,0.02,0.28,0.52,0.7,0.9,0.02,0.26,0.5,0.72,0.92,0,0.26,0.52,0.72,0.96,0,0.22,0.48,0.74,0.96
65,3.98188,0.06,0.3,0.48,0.7,0.88,0.02,0.28,0.52,0.7,0.88,0.02,0.26,0.5,0.7,0.92,0,0.26,0.52,0.72,0.96,0,0.2,0.48,0.72,0.96
66,4.09022,0.06,0.3,0.5,0.7,0.88,0.02,0.28,0.52,0.7,0.88,0,0.26,0.5,0.68,0.92,0,0.26,0.5,0.72,0.94,0,0.2,0.46,0.72,0.96
67,4.20066,0.06,0.3,0.5,0.7,0.86,0.04,0.28,0.5,0.7,0.88,0,0.26,0.5,0.72,0.92,0,0.24,0.5,0.72,0.92,0,0.22,0.48,0.74,0.94
68,4.31325,0.06,0.28,0.52,0.7,0.86,0.04,0.28,0.5,0.7,0.9,0.02,0.26,0.5,0.7,0.9,0,0.24,0.48,0.74,0.92,0,0.22,0.5,0.72,0.94
69,4.42802,0.06,0.28,0.5,0.68,0.86,0.06,0.3,0.48,0.7,0.9,0.02,0.28,0.48,0.72,0.9,0,0.24,0.48,0.72,0.9,0,0.24,0.5,0.74,0.94
70,4.54502,0.08,0.28,0.5,0.68,0.86,0.06,0.3,0.48,0.72,0.88,0.04,0.28,0.48,0.7,0.88,0,0.24,0.48,0.72,0.9,0,0.24,0.48,0.72,0.94
71,4.66429,0.08,0.28,0.5,0.68,0.86,0.06,0.3,0.48,0.7,0.88,0.04,0.28,0.46,0.7,0.88,0,0.26,0.5,0.7,0.92,0,0.22,0.48,0.72,0.94
72,4.78588,0.08,0.28,0.48,0.7,0.86,0.08,0.3,0.48,0.7,0.86,0.04,0.28,0.48,0.7,0.86,0.02,0.26,0.5,0.7,0.92,0,0.22,0.46,0.7,0.94
73,4.90982,0.1,0.28,0.48,0.7,0.86,0.06,0.3,0.48,0.7,0.86,0.04,0.28,0.48,0.7,0.88,0.02,0.26,0.5,0.68,0.92,0,0.22,0.46,0.7,0.92
74,5.03618,0.1,0.28,0.48,0.7,0.86,0.06,0.28,0.5,0.68,0.86,0.04,0.28,0.48,0.68,0.88,0.02,0.26,0.5,0.7,0.9,0.02,0.22,0.48,0.7,0.92
75,5.16498,0.1,0.28,0.48,0.7,0.86,0.06,0.28,0.5,0.68,0.86,0.04,0.26,0.5,0.68,0.88,0.02,0.26,0.5,0.7,0.9,0,0.24,0.48,0.68,0.9
76,5.29628,0.08,0.3,0.48,0.68,0.86,0.06,0.28,0.5,0.68,0.86,0.04,0.26,0.5,0.66,0.88,0.02,0.26,0.48,0.7,0.88,0,0.24,0.48,0.68,0.9
77,5.43014,0.08,0.3,0.5,0.68,0.84,0.06,0.28,0.5,0.66,0.88,0.02,0.26,0.5,0.68,0.88,0.02,0.24,0.48,0.7,0.88,0,0.24,0.48,0.68,0.88
78,5.56659,0.08,0.3,0.5,0.68,0.84,0.06,0.28,0.5,0.66,0.88,0.04,0.26,0.48,0.7,0.86,0,0.24,0.48,0.7,0.86,0,0.24,0.48,0.68,0.88
79,5.70569,0.08,0.3,0.5,0.66,0.84,0.06,0.28,0.5,0.66,0.86,0.04,0.28,0.48,0.68,0.86,0.02,0.26,0.48,0.68,0.86,0,0.24,0.46,0.68,0.88
80,5.84748,0.08,0.28,0.5,0.66,0.82,0.06,0.28,0.48,0.66,0.86,0.06,0.28,0.48,0.68,0.86,0.02,0.26,0.48,0.68,0.88,0,0.22,0.46,0.68,0.88
81,5.99204,0.08,0.28,0.5,0.66,0.82,0.08,0.28,0.48,0.66,0.84,0.06,0.28,0.46,0.68,0.84,0.04,0.28,0.48,0.68,0.88,0,0.22,0.46,0.68,0.86
82,6.13939,0.08,0.28,0.5,0.66,0.82,0.08,0.3,0.48,0.66,0.84,0.06,0.3,0.46,0.68,0.84,0.04,0.28,0.48,0.66,0.88,0.02,0.24,0.48,0.68,0.86
83,6.28961,0.08,0.28,0.5,0.66,0.8,0.08,0.3,0.46,0.66,0.84,0.06,0.3,0.46,0.66,0.82,0.04,0.28,0.46,0.66,0.86,0.02,0.26,0.48,0.66,0.88
84,6.44274,0.08,0.28,0.48,0.66,0.8,0.08,0.3,0.46,0.68,0.82,0.06,0.28,0.46,0.66,0.84,0.04,0.26,0.48,0.66,0.86,0.02,0.26,0.48,0.66,0.86
85,6.59885,0.08,0.28,0.48,0.64,0.8,0.08,0.3,0.46,0.66,0.82,0.06,0.28,0.46,0.66,0.82,0.04,0.26,0.48,0.68,0.86,0.02,0.26,0.48,0.66,0.86
86,6.75798,0.1,0.28,0.48,0.66,0.8,0.08,0.3,0.46,0.66,0.82,0.06,0.28,0.48,0.64,0.84,0.04,0.26,0.46,0.68,0.84,0.02,0.24,0.46,0.66,0.86
87,6.9202,0.1,0.3,0.48,0.66,0.8,0.08,0.3,0.46,0.66,0.82,0.06,0.26,0.48,0.64,0.84,0.04,0.26,0.46,0.68,0.84,0.02,0.24,0.46,0.66,0.84
88,7.08558,0.1,0.3,0.48,0.66,0.8,0.08,0.3,0.46,0.66,0.82,0.06,0.26,0.48,0.64,0.84,0.02,0.26,0.46,0.66,0.84,0.02,0.24,0.46,0.66,0.84
89,7.25416,0.1,0.3,0.46,0.66,0.8,0.08,0.28,0.48,0.64,0.82,0.06,0.26,0.48,0.64,0.84,0.04,0.26,0.46,0.66,0.82,0,0.24,0.46,0.66,0.82
90,7.42601,0.1,0.28,0.46,0.66,0.8,0.08,0.28,0.48,0.64,0.82,0.06,0.26,0.48,0.64,0.82,0.04,0.26,0.46,0.66,0.82,0.02,0.24,0.46,0.66,0.82
91,7.6012,0.1,0.28,0.46,0.66,0.8,0.08,0.28,0.48,0.64,0.82,0.06,0.26,0.46,0.64,0.82,0.06,0.26,0.46,0.66,0.82,0.02,0.24,0.46,0.64,0.84
92,7.77979,0.1,0.28,0.46,0.66,0.8,0.08,0.28,0.48,0.64,0.82,0.06,0.28,0.46,0.64,0.82,0.06,0.28,0.44,0.64,0.8,0.04,0.26,0.46,0.64,0.84
93,7.96184,0.1,0.28,0.46,0.66,0.8,0.08,0.28,0.48,0.62,0.82,0.08,0.28,0.46,0.64,0.82,0.06,0.28,0.44,0.64,0.8,0.04,0.26,0.44,0.64,0.84
94,8.14743,0.1,0.28,0.46,0.64,0.8,0.08,0.28,0.48,0.62,0.82,0.08,0.28,0.46,0.64,0.8,0.06,0.28,0.44,0.64,0.8,0.04,0.26,0.44,0.64,0.84
95,8.33663,0.1,0.28,0.46,0.64,0.8,0.08,0.28,0.48,0.62,0.8,0.08,0.3,0.44,0.64,0.8,0.06,0.28,0.44,0.64,0.8,0.04,0.26,0.46,0.64,0.82
96,8.52949,0.1,0.28,0.46,0.64,0.8,0.08,0.28,0.46,0.62,0.8,0.08,0.3,0.44,0.64,0.78,0.06,0.26,0.44,0.64,0.82,0.04,0.26,0.46,0.64,0.82
97,8.7261,0.1,0.28,0.46,0.64,0.78,0.08,0.28,0.46,0.62,0.8,0.08,0.28,0.44,0.64,0.78,0.06,0.26,0.46,0.62,0.8,0.04,0.24,0.44,0.64,0.82
98,8.92652,0.1,0.28,0.46,0.62,0.78,0.1,0.28,0.46,0.62,0.8,0.08,0.28,0.44,0.64,0.78,0.06,0.26,0.46,0.62,0.8,0.04,0.24,0.44,0.64,0.8
99,9.13083,0.1,0.28,0.46,0.62,0.78,0.1,0.28,0.46,0.62,0.8,0.08,0.28,0.46,0.64,0.78,0.06,0.26,0.46,0.62,0.8,0.02,0.24,0.44,0.62,0.8
100,9.33911,0.1,0.28,0.46,0.62,0.78,0.1,0.3,0.46,0.62,0.78,0.08,0.28,0.46,0.62,0.78,0.06,0.26,0.46,0.6,0.8,0.04,0.24,0.44,0.64,0.8
101,9.55143,0.1,0.28,0.46,0.62,0.78,0.1,0.28,0.44,0.62,0.78,0.08,0.28,0.46,0.62,0.78,0.06,0.26,0.46,0.6,0.8,0.04,0.24,0.44,0.64,0.8
102,9.76787,0.08,0.28,0.46,0.62,0.76,0.1,0.28,0.44,0.62,0.76,0.08,0.26,0.46,0.62,0.78,0.06,0.26,0.46,0.62,0.8,0.06,0.26,0.44,0.62,0.78
103,9.98852,0.08,0.28,0.46,0.62,0.76,0.1,0.28,0.44,0.64,0.76,0.08,0.26,0.46,0.6,0.78,0.06,0.26,0.44,0.62,0.78,0.06,0.26,0.42,0.62,0.78
104,10.2134,0.1,0.28,0.44,0.62,0.76,0.1,0.26,0.44,0.64,0.76,0.08,0.26,0.46,0.6,0.78,0.08,0.28,0.44,0.62,0.78,0.06,0.26,0.42,0.62,0.78
105,10.4427,0.1,0.28,0.44,0.62,0.76,0.1,0.26,0.44,0.62,0.76,0.08,0.26,0.46,0.6,0.78,0.08,0.28,0.44,0.62,0.78,0.06,0.26,0.42,0.62,0.76
106,10.6765,0.1,0.28,0.44,0.6,0.74,0.1,0.26,0.44,0.62,0.76,0.08,0.26,0.46,0.6,0.78,0.08,0.28,0.44,0.62,0.76,0.06,0.26,0.42,0.62,0.76
107,10.9148,0.1,0.28,0.44,0.6,0.74,0.1,0.26,0.44,0.62,0.76,0.08,0.26,0.46,0.6,0.78,0.08,0.28,0.42,0.62,0.76,0.06,0.26,0.44,0.6,0.76
108,11.1577,0.1,0.28,0.42,0.6,0.74,0.1,0.26,0.44,0.6,0.76,0.08,0.26,0.44,0.6,0.76,0.08,0.28,0.42,0.62,0.76,0.06,0.26,0.44,0.6,0.76
109,11.4053,0.1,0.28,0.42,0.6,0.74,0.1,0.26,0.44,0.6,0.76,0.08,0.26,0.44,0.6,0.74,0.08,0.28,0.44,0.62,0.76,0.06,0.24,0.44,0.6,0.76
110,11.6577,0.1,0.28,0.44,0.6,0.74,0.1,0.28,0.44,0.58,0.76,0.08,0.26,0.44,0.6,0.74,0.08,0.28,0.44,0.62,0.76,0.06,0.24,0.44,0.6,0.76
111,11.915,0.1,0.28,0.44,0.6,0.74,0.1,0.28,0.44,0.58,0.76,0.1,0.26,0.44,0.6,0.74,0.08,0.26,0.44,0.6,0.76,0.04,0.24,0.44,0.58,0.78
112,12.1773,0.1,0.28,0.44,0.6,0.74,0.1,0.28,0.42,0.58,0.74,0.1,0.26,0.44,0.6,0.74,0.08,0.26,0.44,0.6,0.76,0.06,0.24,0.44,0.58,0.76
113,12.4448,0.12,0.28,0.44,0.6,0.72,0.08,0.28,0.42,0.6,0.74,0.1,0.26,0.44,0.6,0.74,0.08,0.26,0.44,0.6,0.76,0.06,0.24,0.44,0.58,0.76
114,12.7174,0.12,0.26,0.44,0.58,0.72,0.08,0.28,0.42,0.6,0.74,0.1,0.26,0.44,0.6,0.74,0.08,0.26,0.44,0.58,0.76,0.06,0.24,0.44,0.58,0.76
115,12.9952,0.12,0.26,0.44,0.58,0.72,0.08,0.28,0.42,0.6,0.74,0.1,0.24,0.44,0.58,0.74,0.06,0.26,0.44,0.58,0.74,0.06,0.26,0.42,0.6,0.76
116,13.2785,0.12,0.26,0.44,0.58,0.72,0.08,0.28,0.42,0.6,0.72,0.1,0.24,0.44,0.58,0.74,0.06,0.26,0.44,0.58,0.74,0.08,0.26,0.42,0.6,0.74
117,13.5673,0.12,0.26,0.44,0.58,0.72,0.08,0.28,0.42,0.6,0.72,0.1,0.26,0.44,0.56,0.74,0.08,0.26,0.44,0.58,0.72,0.08,0.26,0.42,0.6,0.74
118,13.8617,0.12,0.26,0.44,0.58,0.72,0.1,0.28,0.42,0.6,0.72,0.1,0.26,0.44,0.56,0.74,0.08,0.26,0.44,0.58,0.72,0.08,0.26,0.42,0.6,0.74
119,14.1618,0.12,0.26,0.44,0.58,0.72,0.1,0.28,0.42,0.58,0.72,0.1,0.26,0.42,0.56,0.74,0.08,0.26,0.44,0.58,0.72,0.08,0.24,0.42,0.6,0.74
120,14.4677,0.12,0.26,0.44,0.58,0.7,0.1,0.26,0.42,0.58,0.72,0.1,0.26,0.42,0.56,0.74,0.08,0.26,0.42,0.58,0.72,0.08,0.24,0.42,0.6,0.74
121,14.7796,0.12,0.26,0.44,0.56,0.7,0.1,0.26,0.42,0.58,0.72,0.1,0.26,0.42,0.56,0.74,0.08,0.26,0.42,0.58,0.72,0.08,0.24,0.42,0.58,0.74
122,15.0975,0.12,0.26,0.44,0.56,0.7,0.1,0.26,0.42,0.58,0.72,0.1,0.26,0.42,0.56,0.74,0.08,0.26,0.42,0.58,0.72,0.08,0.24,0.42,0.58,0.74
123,15.4216,0.12,0.26,0.44,0.56,0.7,0.1,0.26,0.42,0.58,0.72,0.08,0.26,0.42,0.58,0.72,0.1,0.24,0.42,0.58,0.72,0.08,0.24,0.42,0.58,0.72
124,15.752,0.12,0.26,0.44,0.56,0.7,0.1,0.26,0.42,0.58,0.7,0.08,0.26,0.42,0.58,0.72,0.1,0.24,0.42,0.56,0.72,0.08,0.24,0.42,0.56,0.72
125,16.0888,0.12,0.26,0.44,0.56,0.7,0.1,0.26,0.42,0.58,0.7,0.08,0.26,0.4,0.58,0.72,0.1,0.24,0.42,0.56,0.72,0.06,0.26,0.4,0.56,0.72
126,16.4321,0.12,0.26,0.42,0.56,0.7,0.1,0.26,0.42,0.56,0.7,0.08,0.26,0.4,0.58,0.72,0.1,0.24,0.42,0.56,0.72,0.06,0.26,0.4,0.56,0.72
127,16.7821,0.12,0.26,0.42,0.56,0.7,0.12,0.26,0.42,0.56,0.7,0.08,0.26,0.4,0.58,0.7,0.1,0.24,0.42,0.56,0.72,0.06,0.26,0.4,0.56,0.7
128,17.1389,0.12,0.26,0.42,0.56,0.68,0.12,0.26,0.42,0.56,0.7,0.08,0.26,0.4,0.58,0.7,0.1,0.24,0.42,0.56,0.72,0.06,0.26,0.4,0.56,0.7
129,17.5026,0.1,0.26,0.42,0.56,0.68,0.12,0.26,0.42,0.56,0.7,0.08,0.26,0.4,0.58,0.7,0.1,0.24,0.42,0.56,0.72,0.08,0.26,0.4,0.56,0.7
130,17.8733,0.1,0.26,0.42,0.56,0.68,0.12,0.26,0.42,0.56,0.7,0.1,0.26,0.4,0.58,0.7,0.1,0.24,0.42,0.54,0.72,0.08,0.24,0.4,0.56,0.7
131,18.2513,0.1,0.26,0.42,0.56,0.68,0.12,0.26,0.42,0.56,0.7,0.1,0.26,0.4,0.58,0.7,0.1,0.26,0.42,0.54,0.72,0.08,0.24,0.4,0.56,0.7
132,18.6366,0.1,0.26,0.42,0.56,0.68,0.12,0.26,0.42,0.56,0.68,0.1,0.26,0.4,0.56,0.7,0.1,0.26,0.4,0.56,0.72,0.08,0.24,0.4,0.56,0.7
133,19.0294,0.1,0.26,0.42,0.56,0.68,0.12,0.26,0.42,0.56,0.68,0.1,0.26,0.4,0.56,0.7,0.08,0.26,0.4,0.56,0.7,0.08,0.24,0.4,0.56,0.7
134,19.4298,0.1,0.26,0.42,0.54,0.68,0.12,0.26,0.42,0.56,0.68,0.1,0.26,0.4,0.56,0.7,0.08,0.26,0.4,0.56,0.7,0.1,0.24,0.4,0.56,0.7
135,19.838,0.1,0.26,0.4,0.54,0.68,0.12,0.26,0.42,0.54,0.68,0.1,0.26,0.4,0.56,0.7,0.08,0.26,0.4,0.56,0.7,0.1,0.24,0.4,0.54,0.68
136,20.2541,0.1,0.26,0.4,0.54,0.68,0.12,0.26,0.42,0.54,0.68,0.1,0.26,0.4,0.56,0.7,0.08,0.26,0.4,0.56,0.68,0.1,0.24,0.4,0.54,0.68
137,20.6782,0.1,0.26,0.4,0.54,0.68,0.12,0.26,0.42,0.54,0.68,0.1,0.26,0.4,0.56,0.68,0.08,0.26,0.4,0.56,0.68,0.1,0.24,0.4,0.54,0.68
