gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.0176768,0.069588,0.142023,0.235053,0,0,0,0.0176488,0.0695707,0.142007,0.23504,0,0,0,0.0176207,0.0695535,0.141992,0.235027,0,0,0,0.0175924,0.069536,0.141976,0.235013,0,0,0,0.0175644,0.0695188,0.14196,0.235,0,0,0,0.0175362,0.0695014,0.141945,0.234987,0,0,0,0.0175079,0.069484,0.141929,0.234973
1,0.0185364,0,0,0,0.0308223,0.0845657,0.158064,0.251719,0,0,0,0.0308005,0.0845473,0.158049,0.251707,0,0,0,0.0307786,0.084529,0.158033,0.251694,0,0,0,0.0307565,0.0845104,0.158018,0.251681,0,0,0,0.0307347,0.0844921,0.158003,0.251668,0,0,0,0.0307128,0.0844736,0.157988,0.251655,0,0,0,0.0306907,0.0844552,0.157973,0.251642
2,0.0372875,0,0,0.00091864,0.0443887,0.100431,0.17439,0.268645,0,0,0.00088832,0.0443682,0.100414,0.174376,0.268633,0,0,0.000857841,0.0443477,0.100397,0.174361,0.26862,0,0,0.000827246,0.044327,0.100379,0.174347,0.268607,0,0,0.000796878,0.0443065,0.100362,0.174332,0.268595,0,0,0.000766394,0.0442859,0.100344,0.174318,0.268582,0,0,0.00073575,0.0442652,0.100326,0.174303,0.268569
3,0.0562558,0,0,0.0161605,0.0585033,0.116351,0.190975,0.285825,0,0,0.0161323,0.0584847,0.116335,0.190961,0.285813,0,0,0.016104,0.0584662,0.116318,0.190947,0.2858,0,0,0.0160755,0.0584474,0.116302,0.190933,0.285788,0,0,0.0160472,0.0584289,0.116285,0.190919,0.285776,0,0,0.0160189,0.0584102,0.116269,0.190905,0.285763,0,0,0.0159904,0.0583915,0.116252,0.190891,0.285751
4,0.0754439,0,0,0.0299537,0.0729134,0.13234,0.207878,0.303252,0,0,0.0299317,0.0728965,0.132324,0.207864,0.30324,0,0,0.0299096,0.0728796,0.132309,0.20785,0.303228,0,0,0.0298874,0.0728625,0.132293,0.207837,0.303216,0,0,0.0298654,0.0728458,0.132278,0.207823,0.303204,0,0,0.0298433,0.0728288,0.132262,0.207809,0.303192,0,0,0.029821,0.0728118,0.132247,0.207795,0.30318
5,0.0948544,0,0.00892438,0.0439611,0.0890693,0.149033,0.225134,0.320951,0,0.00889517,0.0439406,0.0890511,0.149018,0.225121,0.320939,0,0.00886581,0.04392,0.0890329,0.149002,0.225107,0.320927,0,0.00883632,0.0438992,0.0890145,0.148987,0.225094,0.320915,0,0.00880707,0.0438787,0.0889965,0.148972,0.22508,0.320904,0,0.00877769,0.043858,0.0889782,0.148956,0.225067,0.320892,0,0.00874817,0.0438373,0.0889599,0.148941,0.225053,0.32088
6,0.11449,0,0.0239343,0.0585715,0.105628,0.166086,0.24273,0.338935,0,0.0239111,0.0585529,0.105611,0.166071,0.242717,0.338923,0,0.0238877,0.0585343,0.105594,0.166057,0.242704,0.338912,0,0.0238642,0.0585156,0.105576,0.166042,0.242691,0.3389,0,0.0238409,0.0584971,0.105559,0.166027,0.242678,0.338888,0,0.0238175,0.0584784,0.105542,0.166012,0.242664,0.338877,0,0.023794,0.0584597,0.105525,0.165997,0.242651,0.338865
7,0.134352,0.00934489,0.037941,0.0734883,0.122251,0.183418,0.260614,0.357196,0.00931573,0.0379195,0.0734715,0.122235,0.183403,0.260601,0.357185,0.00928643,0.037898,0.0734547,0.122219,0.183389,0.260589,0.357174,0.009257,0.0378762,0.0734377,0.122203,0.183375,0.260576,0.357162,0.00922781,0.0378548,0.073421,0.122187,0.183361,0.260563,0.357151,0.00919849,0.0378331,0.073404,0.12217,0.183346,0.26055,0.357139,0.00916902,0.0378114,0.0733871,0.122154,0.183332,0.260537,0.357128
8,0.154445,0.0246248,0.0528655,0.0902991,0.139164,0.201044,0.278789,0.375725,0.0246017,0.0528463,0.0902809,0.139148,0.20103,0.278777,0.375714,0.0245785,0.0528271,0.0902628,0.139133,0.201016,0.278765,0.375703,0.0245551,0.0528078,0.0902445,0.139117,0.201002,0.278752,0.375691,0.024532,0.0527887,0.0902265,0.139101,0.200989,0.27874,0.37568,0.0245087,0.0527694,0.0902082,0.139085,0.200975,0.278727,0.375669,0.0244853,0.0527501,0.09019,0.139069,0.200961,0.278715,0.375658
9,0.174771,0.0390142,0.0680925,0.107424,0.156739,0.219032,0.297239,0.394508,0.0389929,0.0680751,0.107407,0.156724,0.219018,0.297227,0.394497,0.0389715,0.0680576,0.10739,0.156709,0.219004,0.297215,0.394486,0.03895,0.06804,0.107373,0.156694,0.218991,0.297202,0.394475,0.0389287,0.0680226,0.107356,0.156679,0.218977,0.29719,0.394464,0.0389072,0.068005,0.107339,0.156663,0.218963,0.297178,0.394453,0.0388857,0.0679875,0.107321,0.156648,0.21895,0.297166,0.394442
