gridnumber,capital,Portfolio[0 0],Portfolio[0 1],Portfolio[0 2],Portfolio[0 3],Portfolio[0 4],Portfolio[1 0],Portfolio[1 1],Portfolio[1 2],Portfolio[1 3],Portfolio[1 4],Portfolio[2 0],Portfolio[2 1],Portfolio[2 2],Portfolio[2 3],Portfolio[2 4],Portfolio[3 0],Portfolio[3 1],Portfolio[3 2],Portfolio[3 3],Portfolio[3 4],Portfolio[4 0],Portfolio[4 1],Portfolio[4 2],Portfolio[4 3],Portfolio[4 4]
17,2.07104,0.56,0.76,1,1,1,0.56,0.76,1,1,1,0.5,0.84,1,1,1,0.46,0.84,1,1,1,0.46,0.92,1,1,1
18,2.25483,0.56,0.76,0.96,1,1,0.56,0.76,1,1,1,0.48,0.84,1,1,1,0.54,0.88,1,1,1,0.54,0.92,1,1,1
19,2.44782,0.5,0.78,0.96,1,1,0.5,0.78,1,1,1,0.52,0.8,1,1,1,0.58,0.86,1,1,1,0.54,0.86,1,1,1
20,2.65047,0.52,0.72,0.98,1,1,0.48,0.74,0.98,1,1,0.52,0.74,1,1,1,0.54,0.8,1,1,1,0.54,0.8,1,1,1
21,2.86327,0.48,0.68,0.96,1,1,0.48,0.78,0.96,1,1,0.54,0.76,0.96,1,1,0.56,0.78,1,1,1,0.48,0.78,1,1,1
22,3.08672,0.48,0.68,0.92,1,1,0.5,0.76,0.96,1,1,0.52,0.76,0.98,1,1,0.52,0.76,1,1,1,0.46,0.82,1,1,1
23,3.32136,0.5,0.68,0.9,1,1,0.5,0.72,0.96,1,1,0.48,0.72,0.98,1,1,0.48,0.74,1,1,1,0.52,0.8,1,1,1
24,3.56774,0.5,0.68,0.92,1,1,0.5,0.7,0.92,1,1,0.46,0.7,0.92,1,1,0.48,0.7,1,1,1,0.48,0.78,1,1,1
25,3.82646,0.46,0.68,0.88,1,1,0.46,0.68,0.88,1,1,0.44,0.74,0.88,1,1,0.5,0.74,0.96,1,1,0.5,0.72,0.96,1,1
26,4.09813,0.44,0.68,0.86,1,1,0.46,0.7,0.88,1,1,0.48,0.72,0.9,1,1,0.5,0.72,0.9,1,1,0.5,0.7,0.94,1,1
27,4.3834,0.44,0.68,0.84,1,1,0.48,0.68,0.88,1,1,0.48,0.7,0.9,1,1,0.46,0.7,0.92,1,1,0.46,0.72,0.94,1,1
28,4.68296,0.46,0.66,0.82,1,1,0.46,0.64,0.88,1,1,0.48,0.66,0.88,1,1,0.48,0.64,0.88,1,1,0.44,0.64,0.94,1,1
29,4.99751,0.46,0.64,0.78,0.98,1,0.44,0.64,0.84,1,1,0.48,0.64,0.84,1,1,0.48,0.68,0.82,1,1,0.48,0.66,0.88,1,1
30,5.32781,0.48,0.64,0.78,1,1,0.42,0.64,0.82,1,1,0.42,0.66,0.82,1,1,0.46,0.68,0.82,1,1,0.48,0.68,0.82,1,1
31,5.67464,0.48,0.64,0.78,1,1,0.4,0.62,0.82,1,1,0.44,0.64,0.84,1,1,0.44,0.66,0.84,1,1,0.44,0.66,0.84,1,1
32,6.03884,0.42,0.64,0.78,0.96,1,0.42,0.62,0.78,0.96,1,0.44,0.6,0.82,0.96,1,0.44,0.62,0.84,1,1,0.4,0.62,0.84,1,1
33,6.42128,0.46,0.62,0.76,0.96,1,0.44,0.6,0.76,0.94,1,0.44,0.6,0.8,0.94,1,0.44,0.6,0.8,1,1,0.38,0.62,0.8,1,1
34,6.82286,0.44,0.6,0.76,0.96,1,0.44,0.6,0.74,0.94,1,0.4,0.6,0.78,0.94,1,0.42,0.6,0.78,0.98,1,0.38,0.64,0.78,1,1
35,7.24454,0.44,0.58,0.78,0.94,1,0.46,0.6,0.74,0.94,1,0.4,0.6,0.78,0.94,1,0.4,0.6,0.78,0.96,1,0.4,0.64,0.78,0.96,1
36,7.68733,0.42,0.58,0.78,0.94,1,0.46,0.6,0.74,0.92,1,0.4,0.6,0.74,0.92,1,0.42,0.56,0.78,0.92,1,0.42,0.6,0.8,0.94,1
37,8.1523,0.42,0.56,0.76,0.92,1,0.42,0.6,0.74,0.9,1,0.42,0.58,0.74,0.9,1,0.42,0.58,0.78,0.9,1,0.42,0.58,0.76,0.96,1
38,8.64054,0.4,0.56,0.74,0.9,1,0.42,0.58,0.72,0.9,1,0.42,0.58,0.72,0.88,1,0.4,0.58,0.74,0.88,1,0.4,0.58,0.74,0.94,1
39,9.15322,0.4,0.56,0.74,0.88,1,0.42,0.56,0.74,0.9,1,0.42,0.58,0.7,0.88,1,0.38,0.56,0.74,0.9,1,0.38,0.56,0.74,0.92,1
40,9.69158,0.4,0.56,0.74,0.84,0.98,0.4,0.56,0.74,0.88,1,0.38,0.56,0.68,0.88,1,0.38,0.54,0.72,0.88,1,0.4,0.54,0.74,0.9,1
41,10.2569,0.4,0.54,0.72,0.82,0.98,0.4,0.54,0.7,0.88,1,0.38,0.54,0.7,0.84,1,0.38,0.54,0.7,0.86,1,0.4,0.54,0.72,0.88,1
42,10.8505,0.38,0.54,0.66,0.82,0.98,0.38,0.52,0.64,0.78,0.98,0.38,0.52,0.7,0.84,0.98,0.4,0.54,0.7,0.84,1,0.4,0.54,0.7,0.86,1
43,11.4738,0.38,0.54,0.66,0.8,0.96,0.38,0.54,0.66,0.78,0.96,0.36,0.54,0.66,0.82,0.98,0.38,0.5,0.68,0.84,1,0.38,0.52,0.68,0.84,1
44,12.1283,0.38,0.52,0.66,0.8,0.92,0.38,0.54,0.64,0.78,0.94,0.36,0.54,0.64,0.78,0.96,0.36,0.5,0.66,0.82,0.98,0.36,0.5,0.66,0.82,1
45,12.8156,0.38,0.52,0.64,0.8,0.9,0.38,0.52,0.64,0.78,0.94,0.36,0.52,0.62,0.76,0.96,0.34,0.5,0.66,0.82,0.96,0.36,0.52,0.66,0.82,0.96
46,13.5373,0.38,0.52,0.64,0.8,0.88,0.38,0.52,0.62,0.76,0.92,0.36,0.52,0.6,0.76,0.94,0.34,0.5,0.64,0.8,0.94,0.38,0.5,0.66,0.82,0.96
47,14.2952,0.38,0.5,0.64,0.8,0.88,0.38,0.5,0.62,0.76,0.9,0.36,0.5,0.6,0.76,0.92,0.34,0.5,0.62,0.76,0.94,0.36,0.48,0.66,0.8,0.94
48,15.091,0.38,0.5,0.64,0.78,0.86,0.38,0.5,0.62,0.76,0.88,0.36,0.5,0.6,0.74,0.92,0.34,0.48,0.62,0.74,0.92,0.34,0.48,0.64,0.78,0.94
49,15.9266,0.38,0.5,0.62,0.78,0.86,0.38,0.5,0.62,0.78,0.88,0.36,0.5,0.6,0.74,0.9,0.34,0.5,0.6,0.74,0.92,0.34,0.48,0.62,0.76,0.92
50,16.804,0.36,0.42,0.62,0.76,0.84,0.36,0.5,0.6,0.76,0.86,0.36,0.5,0.6,0.74,0.9,0.34,0.5,0.6,0.74,0.9,0.32,0.48,0.62,0.74,0.9
51,17.7254,0.36,0.42,0.62,0.76,0.84,0.36,0.46,0.6,0.76,0.86,0.36,0.5,0.58,0.74,0.88,0.34,0.5,0.58,0.72,0.9,0.32,0.46,0.6,0.74,0.9
52,18.6929,0.36,0.42,0.62,0.76,0.82,0.36,0.44,0.6,0.76,0.84,0.36,0.48,0.58,0.74,0.86,0.34,0.48,0.58,0.72,0.9,0.32,0.46,0.6,0.72,0.9
53,19.7089,0.34,0.42,0.62,0.74,0.82,0.36,0.42,0.6,0.76,0.84,0.36,0.48,0.58,0.74,0.86,0.34,0.48,0.56,0.72,0.88,0.32,0.48,0.58,0.72,0.88
54,20.7757,0.34,0.42,0.62,0.72,0.8,0.36,0.42,0.6,0.76,0.82,0.36,0.46,0.58,0.74,0.84,0.36,0.48,0.56,0.72,0.86,0.32,0.48,0.58,0.72,0.88
55,21.8959,0.34,0.42,0.62,0.72,0.8,0.36,0.4,0.58,0.74,0.82,0.36,0.44,0.58,0.74,0.84,0.36,0.48,0.56,0.72,0.86,0.32,0.48,0.56,0.7,0.88
56,23.0722,0.32,0.42,0.62,0.7,0.8,0.34,0.4,0.6,0.74,0.8,0.36,0.42,0.56,0.74,0.82,0.36,0.48,0.54,0.72,0.84,0.32,0.48,0.56,0.7,0.86
57,24.3074,0.32,0.42,0.62,0.7,0.78,0.34,0.4,0.6,0.72,0.8,0.36,0.4,0.56,0.74,0.82,0.36,0.46,0.54,0.72,0.84,0.34,0.46,0.54,0.7,0.86
58,25.6045,0.32,0.42,0.6,0.68,0.78,0.34,0.4,0.6,0.72,0.78,0.36,0.4,0.56,0.74,0.8,0.34,0.42,0.54,0.72,0.82,0.34,0.46,0.54,0.7,0.84
59,26.9664,0.32,0.42,0.6,0.66,0.78,0.32,0.4,0.6,0.7,0.78,0.34,0.4,0.56,0.74,0.78,0.34,0.4,0.54,0.72,0.82,0.34,0.44,0.54,0.7,0.84
60,28.3966,0.32,0.42,0.6,0.64,0.78,0.32,0.4,0.6,0.68,0.78,0.34,0.4,0.58,0.7,0.78,0.34,0.4,0.54,0.72,0.8,0.34,0.44,0.52,0.7,0.82
61,29.8983,0.3,0.42,0.6,0.64,0.78,0.32,0.4,0.6,0.64,0.78,0.34,0.4,0.58,0.66,0.78,0.34,0.4,0.54,0.7,0.8,0.34,0.42,0.52,0.68,0.82
62,31.4753,0.3,0.42,0.6,0.64,0.78,0.32,0.4,0.58,0.64,0.76,0.32,0.4,0.56,0.64,0.76,0.34,0.38,0.54,0.66,0.78,0.34,0.42,0.52,0.68,0.8
63,33.1312,0.3,0.42,0.54,0.64,0.76,0.3,0.4,0.54,0.64,0.76,0.32,0.4,0.56,0.64,0.76,0.34,0.38,0.54,0.66,0.76,0.34,0.4,0.52,0.68,0.74
64,34.87,0.3,0.42,0.54,0.62,0.76,0.3,0.4,0.52,0.62,0.76,0.32,0.4,0.52,0.64,0.76,0.34,0.38,0.52,0.64,0.76,0.34,0.4,0.52,0.66,0.74
65,36.6958,0.3,0.42,0.54,0.62,0.76,0.3,0.4,0.52,0.62,0.76,0.32,0.4,0.52,0.62,0.76,0.32,0.38,0.52,0.64,0.76,0.34,0.38,0.52,0.66,0.74
66,38.613,0.3,0.42,0.54,0.62,0.76,0.3,0.42,0.52,0.62,0.74,0.3,0.4,0.52,0.62,0.76,0.32,0.38,0.5,0.64,0.76,0.34,0.38,0.5,0.64,0.74
67,40.6263,0.28,0.42,0.52,0.62,0.74,0.3,0.42,0.52,0.62,0.74,0.3,0.4,0.52,0.62,0.74,0.32,0.38,0.5,0.62,0.74,0.32,0.38,0.5,0.64,0.74
68,42.7403,0.28,0.42,0.52,0.62,0.74,0.3,0.42,0.52,0.62,0.74,0.3,0.4,0.52,0.62,0.74,0.32,0.38,0.5,0.62,0.74,0.32,0.38,0.5,0.64,0.74
69,44.9602,0.28,0.42,0.52,0.62,0.74,0.3,0.42,0.52,0.62,0.74,0.3,0.4,0.52,0.62,0.74,0.3,0.38,0.5,0.62,0.74,0.32,0.38,0.5,0.62,0.74
70,47.2912,0.28,0.42,0.46,0.62,0.74,0.28,0.42,0.52,0.6,0.74,0.3,0.4,0.5,0.62,0.74,0.3,0.38,0.5,0.62,0.74,0.32,0.38,0.5,0.62,0.74
71,49.7389,0.28,0.42,0.46,0.6,0.7,0.28,0.42,0.46,0.6,0.7,0.3,0.4,0.48,0.6,0.72,0.3,0.4,0.5,0.62,0.74,0.32,0.38,0.5,0.62,0.74
72,52.3091,0.28,0.42,0.46,0.6,0.68,0.28,0.42,0.46,0.6,0.7,0.3,0.4,0.46,0.6,0.72,0.3,0.4,0.48,0.62,0.74,0.3,0.38,0.48,0.62,0.74
73,55.008,0.28,0.42,0.44,0.6,0.68,0.28,0.42,0.46,0.6,0.7,0.3,0.4,0.46,0.6,0.72,0.3,0.4,0.48,0.6,0.72,0.3,0.38,0.48,0.62,0.74
74,57.8421,0.26,0.42,0.44,0.6,0.66,0.28,0.42,0.46,0.6,0.68,0.28,0.4,0.46,0.6,0.7,0.3,0.4,0.46,0.6,0.72,0.3,0.38,0.48,0.6,0.72
75,60.818,0.26,0.42,0.44,0.6,0.66,0.28,0.42,0.44,0.6,0.68,0.28,0.4,0.46,0.6,0.7,0.3,0.4,0.46,0.6,0.72,0.3,0.38,0.48,0.6,0.72
76,63.9429,0.26,0.42,0.44,0.6,0.66,0.28,0.42,0.44,0.6,0.68,0.28,0.42,0.46,0.6,0.68,0.3,0.4,0.46,0.6,0.7,0.3,0.38,0.46,0.6,0.72
77,67.2243,0.26,0.42,0.44,0.6,0.66,0.26,0.42,0.44,0.6,0.66,0.28,0.42,0.44,0.6,0.68,0.28,0.4,0.46,0.6,0.7,0.3,0.38,0.46,0.6,0.72
78,70.6699,0.26,0.42,0.44,0.6,0.66,0.26,0.42,0.44,0.6,0.66,0.28,0.42,0.44,0.6,0.68,0.28,0.4,0.46,0.6,0.7,0.3,0.38,0.46,0.6,0.7
79,74.288,0.26,0.42,0.44,0.6,0.64,0.26,0.42,0.44,0.6,0.66,0.28,0.42,0.44,0.6,0.66,0.28,0.4,0.44,0.6,0.68,0.3,0.4,0.46,0.6,0.7
80,78.0873,0.26,0.42,0.44,0.6,0.64,0.26,0.42,0.44,0.6,0.66,0.26,0.42,0.44,0.6,0.66,0.28,0.4,0.44,0.6,0.68,0.3,0.38,0.46,0.6,0.7
81,82.0768,0.26,0.32,0.44,0.6,0.64,0.26,0.32,0.44,0.6,0.64,0.26,0.4,0.44,0.6,0.66,0.28,0.4,0.44,0.6,0.68,0.28,0.38,0.44,0.58,0.68
82,86.266,0.26,0.32,0.44,0.58,0.64,0.26,0.32,0.44,0.6,0.64,0.26,0.32,0.44,0.6,0.66,0.28,0.32,0.44,0.6,0.66,0.28,0.38,0.44,0.58,0.68
83,90.6649,0.24,0.32,0.44,0.58,0.64,0.26,0.32,0.42,0.6,0.64,0.26,0.32,0.44,0.6,0.64,0.28,0.32,0.44,0.6,0.66,0.28,0.32,0.44,0.58,0.68
84,95.2841,0.24,0.32,0.44,0.58,0.64,0.26,0.32,0.42,0.58,0.64,0.26,0.32,0.42,0.6,0.64,0.26,0.32,0.44,0.6,0.66,0.28,0.32,0.44,0.58,0.66
85,100.135,0.24,0.32,0.44,0.58,0.62,0.26,0.32,0.42,0.58,0.64,0.26,0.32,0.42,0.6,0.64,0.26,0.32,0.42,0.6,0.66,0.28,0.32,0.44,0.58,0.66
86,105.228,0.24,0.32,0.44,0.58,0.62,0.24,0.32,0.42,0.58,0.64,0.26,0.32,0.42,0.58,0.64,0.26,0.32,0.42,0.6,0.64,0.28,0.3,0.44,0.58,0.66
87,110.576,0.24,0.32,0.44,0.58,0.62,0.24,0.32,0.42,0.58,0.62,0.26,0.32,0.42,0.58,0.62,0.26,0.32,0.42,0.58,0.64,0.26,0.3,0.42,0.58,0.66
88,116.192,0.24,0.32,0.42,0.58,0.62,0.24,0.32,0.42,0.58,0.62,0.26,0.32,0.42,0.58,0.62,0.26,0.32,0.42,0.58,0.62,0.26,0.3,0.42,0.58,0.64
89,122.089,0.24,0.32,0.42,0.58,0.62,0.24,0.32,0.42,0.58,0.62,0.24,0.32,0.42,0.58,0.62,0.26,0.32,0.42,0.58,0.62,0.26,0.3,0.42,0.58,0.62
90,128.282,0.24,0.32,0.42,0.58,0.62,0.24,0.32,0.42,0.58,0.62,0.24,0.32,0.42,0.58,0.62,0.26,0.32,0.42,0.58,0.62,0.26,0.3,0.42,0.58,0.62
91,134.784,0.24,0.32,0.42,0.58,0.62,0.24,0.32,0.42,0.58,0.62,0.24,0.32,0.42,0.58,0.62,0.26,0.32,0.42,0.58,0.62,0.26,0.3,0.42,0.58,0.62
92,141.612,0.24,0.32,0.42,0.58,0.62,0.24,0.32,0.42,0.58,0.62,0.24,0.32,0.42,0.58,0.62,0.24,0.32,0.42,0.58,0.62,0.26,0.3,0.42,0.58,0.62
93,148.782,0.24,0.32,0.44,0.56,0.62,0.24,0.32,0.42,0.58,0.62,0.24,0.32,0.42,0.58,0.62,0.24,0.32,0.42,0.58,0.64,0.26,0.3,0.42,0.58,0.64
94,156.311,0.24,0.32,0.42,0.58,0.62,0.24,0.32,0.42,0.58,0.64,0.24,0.32,0.42,0.58,0.64,0.24,0.32,0.42,0.58,0.64,0.26,0.32,0.42,0.6,0.66
95,164.216,0.24,0.32,0.44,0.58,0.62,0.24,0.32,0.44,0.6,0.64,0.24,0.32,0.44,0.6,0.64,0.24,0.32,0.44,0.6,0.64,0.26,0.32,0.44,0.6,0.66
96,172.518,0.24,0.42,0.44,0.58,0.84,0.24,0.42,0.44,0.6,0.86,0.24,0.42,0.44,0.6,0.86,0.24,0.42,0.44,0.6,0.86,0.26,0.42,0.44,0.62,0.86
97,181.235,0.26,0.42,0.56,0.82,0.96,0.26,0.42,0.56,0.82,0.96,0.24,0.42,0.56,0.84,0.96,0.24,0.42,0.58,0.84,0.98,0.26,0.42,0.58,0.84,0.98
98,190.388,0.4,0.54,0.8,0.94,1,0.42,0.54,0.8,0.94,1,0.42,0.54,0.82,0.94,1,0.42,0.54,0.82,0.94,1,0.42,0.56,0.82,0.94,1
99,200,0.54,0.78,0.92,1,1,0.54,0.78,0.92,1,1,0.54,0.8,0.92,1,1,0.54,0.8,0.92,1,1,0.54,0.8,0.94,1,1
