gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-16.283,-16.283,-16.283,-16.283,-16.283,-16.283,-16.283,-14.6885,-14.6885,-14.6885,-14.6885,-14.6885,-14.6885,-14.6885,-13.5512,-13.5512,-13.5512,-13.5512,-13.5512,-13.5512,-13.5512,-12.7129,-12.7129,-12.7129,-12.7129,-12.7129,-12.7129,-12.7129,-11.9985,-11.9985,-11.9985,-11.9985,-11.9985,-11.9985,-11.9985,-11.3317,-11.3317,-11.3317,-11.3317,-11.3317,-11.3317,-11.3317,-10.6815,-10.6815,-10.6815,-10.6815,-10.6815,-10.6815,-10.6815
1,0.0185364,-15.8866,-15.883,-15.8793,-15.8757,-15.872,-15.8684,-15.8647,-14.468,-14.466,-14.4639,-14.4618,-14.4598,-14.4577,-14.4557,-13.4288,-13.4277,-13.4265,-13.4254,-13.4242,-13.4231,-13.4219,-12.6334,-12.6326,-12.6319,-12.6311,-12.6304,-12.6296,-12.6289,-11.9379,-11.9373,-11.9367,-11.9361,-11.9355,-11.9349,-11.9343,-11.2827,-11.2822,-11.2817,-11.2812,-11.2807,-11.2802,-11.2798,-10.6405,-10.6401,-10.6397,-10.6393,-10.6389,-10.6384,-10.638
2,0.0372875,-15.542,-15.5357,-15.5294,-15.5231,-15.5168,-15.5105,-15.5042,-14.2712,-14.2675,-14.2639,-14.2602,-14.2566,-14.2529,-14.2493,-13.3172,-13.3151,-13.313,-13.3109,-13.3088,-13.3067,-13.3046,-12.5577,-12.5562,-12.5547,-12.5532,-12.5517,-12.5502,-12.5487,-11.8786,-11.8774,-11.8763,-11.8751,-11.8739,-11.8727,-11.8716,-11.2337,-11.2327,-11.2318,-11.2308,-11.2299,-11.2289,-11.2279,-10.5995,-10.5987,-10.5979,-10.597,-10.5962,-10.5954,-10.5946
3,0.0562558,-15.2408,-15.2325,-15.2242,-15.216,-15.2078,-15.1996,-15.1915,-14.0949,-14.09,-14.0851,-14.0802,-14.0753,-14.0705,-14.0656,-13.2151,-13.2122,-13.2093,-13.2065,-13.2036,-13.2008,-13.198,-12.4827,-12.4806,-12.4784,-12.4763,-12.4741,-12.472,-12.4698,-11.8197,-11.818,-11.8162,-11.8145,-11.8128,-11.8111,-11.8094,-11.185,-11.1835,-11.1821,-11.1806,-11.1792,-11.1777,-11.1763,-10.5585,-10.5573,-10.5561,-10.5549,-10.5537,-10.5525,-10.5513
4,0.0754439,-14.976,-14.9663,-14.9566,-14.9471,-14.9375,-14.9281,-14.9186,-13.9364,-13.9305,-13.9247,-13.9189,-13.9131,-13.9073,-13.9016,-13.1211,-13.1172,-13.1134,-13.1096,-13.1058,-13.102,-13.0982,-12.4095,-12.4067,-12.4038,-12.401,-12.3982,-12.3954,-12.3925,-11.7612,-11.759,-11.7567,-11.7545,-11.7522,-11.75,-11.7477,-11.1364,-11.1345,-11.1327,-11.1308,-11.1289,-11.127,-11.1251,-10.5175,-10.5159,-10.5143,-10.5127,-10.5111,-10.5095,-10.5079
5,0.0948544,-14.7421,-14.7315,-14.7209,-14.7104,-14.6999,-14.6895,-14.6792,-13.7934,-13.7868,-13.7803,-13.7738,-13.7673,-13.7609,-13.7545,-13.0229,-13.0181,-13.0133,-13.0085,-13.0037,-12.9989,-12.9941,-12.337,-12.3335,-12.33,-12.3264,-12.3229,-12.3193,-12.3158,-11.7031,-11.7003,-11.6975,-11.6946,-11.6918,-11.689,-11.6863,-11.0879,-11.0856,-11.0833,-11.0809,-11.0786,-11.0762,-11.0739,-10.4764,-10.4744,-10.4724,-10.4704,-10.4684,-10.4664,-10.4644
6,0.11449,-14.5347,-14.5234,-14.5122,-14.5011,-14.49,-14.4791,-14.4682,-13.6641,-13.657,-13.65,-13.6429,-13.636,-13.629,-13.6221,-12.9299,-12.9246,-12.9194,-12.9141,-12.9088,-12.9036,-12.8983,-12.2657,-12.2616,-12.2575,-12.2535,-12.2494,-12.2454,-12.2413,-11.6454,-11.642,-11.6386,-11.6353,-11.6319,-11.6286,-11.6252,-11.0394,-11.0366,-11.0339,-11.0311,-11.0283,-11.0255,-11.0227,-10.4354,-10.433,-10.4306,-10.4282,-10.4258,-10.4235,-10.4211
7,0.134352,-14.3499,-14.3383,-14.3267,-14.3152,-14.3038,-14.2925,-14.2813,-13.5468,-13.5394,-13.5319,-13.5246,-13.5172,-13.5099,-13.5027,-12.8386,-12.8328,-12.8271,-12.8213,-12.8155,-12.8097,-12.804,-12.1953,-12.1907,-12.1861,-12.1815,-12.1769,-12.1723,-12.1676,-11.5878,-11.584,-11.5801,-11.5763,-11.5725,-11.5686,-11.5648,-10.9912,-10.9879,-10.9847,-10.9814,-10.9782,-10.9749,-10.9716,-10.3942,-10.3914,-10.3887,-10.3859,-10.3832,-10.3804,-10.3777
8,0.154445,-14.1848,-14.1729,-14.1611,-14.1494,-14.1379,-14.1264,-14.1151,-13.4402,-13.4324,-13.4248,-13.4171,-13.4096,-13.4021,-13.3946,-12.7522,-12.7456,-12.739,-12.7323,-12.7257,-12.7191,-12.7124,-12.1264,-12.1211,-12.1158,-12.1105,-12.1052,-12.1,-12.0949,-11.5306,-11.5263,-11.522,-11.5177,-11.5133,-11.509,-11.5047,-10.943,-10.9393,-10.9357,-10.932,-10.9283,-10.9247,-10.921,-10.353,-10.3499,-10.3467,-10.3436,-10.3405,-10.3374,-10.3343
9,0.174771,-14.0366,-14.0246,-14.0128,-14.0011,-13.9895,-13.978,-13.9667,-13.3379,-13.3281,-13.3183,-13.3085,-13.2987,-13.2889,-13.2791,-12.6669,-12.6598,-12.6527,-12.6456,-12.6384,-12.6313,-12.6242,-12.0585,-12.0527,-12.047,-12.0412,-12.0355,-12.0297,-12.0239,-11.4739,-11.469,-11.4641,-11.4593,-11.4545,-11.4498,-11.445,-10.8949,-10.8908,-10.8867,-10.8826,-10.8786,-10.8745,-10.8704,-10.312,-10.3084,-10.3049,-10.3014,-10.2979,-10.2944,-10.2908
