gridnumber,capital,VF[0 0 00],VF[0 0 01],VF[0 0 02],VF[0 0 10],VF[0 0 11],VF[0 0 12],VF[0 0 20],VF[0 0 21],VF[0 0 22],VF[0 1 00],VF[0 1 01],VF[0 1 02],VF[0 1 10],VF[0 1 11],VF[0 1 12],VF[0 1 20],VF[0 1 21],VF[0 1 22],VF[0 2 00],VF[0 2 01],VF[0 2 02],VF[0 2 10],VF[0 2 11],VF[0 2 12],VF[0 2 20],VF[0 2 21],VF[0 2 22],VF[1 0 00],VF[1 0 01],VF[1 0 02],VF[1 0 10],VF[1 0 11],VF[1 0 12],VF[1 0 20],VF[1 0 21],VF[1 0 22],VF[1 1 00],VF[1 1 01],VF[1 1 02],VF[1 1 10],VF[1 1 11],VF[1 1 12],VF[1 1 20],VF[1 1 21],VF[1 1 22],VF[1 2 00],VF[1 2 01],VF[1 2 02],VF[1 2 10],VF[1 2 11],VF[1 2 12],VF[1 2 20],VF[1 2 21],VF[1 2 22],VF[2 0 00],VF[2 0 01],VF[2 0 02],VF[2 0 10],VF[2 0 11],VF[2 0 12],VF[2 0 20],VF[2 0 21],VF[2 0 22],VF[2 1 00],VF[2 1 01],VF[2 1 02],VF[2 1 10],VF[2 1 11],VF[2 1 12],VF[2 1 20],VF[2 1 21],VF[2 1 22],VF[2 2 00],VF[2 2 01],VF[2 2 02],VF[2 2 10],VF[2 2 11],VF[2 2 12],VF[2 2 20],VF[2 2 21],VF[2 2 22]
10,0.674183,-2595.22,-2595.22,-2595.22,-2258.48,-2258.48,-2258.48,-2087.36,-2081.59,-1940.01,-2595.22,-2595.22,-2595.22,-2258.48,-2258.48,-2258.48,-2087.36,-2081.59,-1940.01,-2595.22,-2595.22,-2595.22,-2258.48,-2258.48,-2258.48,-2087.36,-2081.59,-1940.01,-2595.22,-2595.22,-2595.22,-2258.48,-2258.48,-2258.48,-2008.77,-2005.9,-1940.01,-2595.22,-2595.22,-2595.22,-2258.48,-2258.48,-2258.48,-2008.77,-2005.9,-1940.01,-2595.22,-2595.22,-2595.22,-2258.48,-2258.48,-2258.48,-2008.77,-2005.9,-1940.01,-2595.22,-2595.22,-2595.22,-2258.48,-2258.48,-2258.48,-1930.19,-1930.21,-1940.01,-2595.22,-2595.22,-2595.22,-2258.48,-2258.48,-2258.48,-1930.19,-1930.21,-1940.01,-2595.22,-2595.22,-2595.22,-2258.48,-2258.48,-2258.48,-1930.19,-1930.21,-1940.01
11,0.75557,-2354.86,-2354.86,-2354.86,-2061.31,-2061.31,-2061.31,-1922.49,-1922.49,-1780.65,-2354.86,-2354.86,-2354.86,-2061.31,-2061.31,-2061.31,-1922.49,-1922.49,-1780.65,-2354.86,-2354.86,-2354.86,-2061.31,-2061.31,-2061.31,-1922.49,-1922.49,-1780.65,-2354.86,-2354.86,-2354.86,-2061.31,-2061.31,-2061.31,-1844.98,-1844.98,-1780.65,-2354.86,-2354.86,-2354.86,-2061.31,-2061.31,-2061.31,-1844.98,-1844.98,-1780.65,-2354.86,-2354.86,-2354.86,-2061.31,-2061.31,-2061.31,-1844.98,-1844.98,-1780.65,-2354.86,-2354.86,-2354.86,-2061.31,-2061.31,-2061.31,-1767.46,-1767.46,-1780.65,-2354.86,-2354.86,-2354.86,-2061.31,-2061.31,-2061.31,-1767.46,-1767.46,-1780.65,-2354.86,-2354.86,-2354.86,-2061.31,-2061.31,-2061.31,-1767.46,-1767.46,-1780.65
12,0.839869,-2139.07,-2139.07,-2139.07,-1882.18,-1882.18,-1882.18,-1783.46,-1777.51,-1634.18,-2139.07,-2139.07,-2139.07,-1882.18,-1882.18,-1882.18,-1783.46,-1777.51,-1634.18,-2139.07,-2139.07,-2139.07,-1882.18,-1882.18,-1882.18,-1783.46,-1777.51,-1634.18,-2139.07,-2139.07,-2139.07,-1882.18,-1882.18,-1882.18,-1700.01,-1697.22,-1634.18,-2139.07,-2139.07,-2139.07,-1882.18,-1882.18,-1882.18,-1700.01,-1697.22,-1634.18,-2139.07,-2139.07,-2139.07,-1882.18,-1882.18,-1882.18,-1700.01,-1697.22,-1634.18,-2139.07,-2139.07,-2139.07,-1882.18,-1882.18,-1882.18,-1618.41,-1618.45,-1634.18,-2139.07,-2139.07,-2139.07,-1882.18,-1882.18,-1882.18,-1618.41,-1618.45,-1634.18,-2139.07,-2139.07,-2139.07,-1882.18,-1882.18,-1882.18,-1618.41,-1618.45,-1634.18
13,0.927185,-1944.46,-1944.46,-1944.46,-1718.96,-1718.96,-1718.96,-1649.86,-1649.86,-1499.36,-1944.46,-1944.46,-1944.46,-1718.96,-1718.96,-1718.96,-1649.86,-1649.86,-1499.36,-1944.46,-1944.46,-1944.46,-1718.96,-1718.96,-1718.96,-1649.86,-1649.86,-1499.36,-1944.46,-1944.46,-1944.46,-1718.96,-1718.96,-1718.96,-1563.89,-1563.89,-1499.36,-1944.46,-1944.46,-1944.46,-1718.96,-1718.96,-1718.96,-1563.89,-1563.89,-1499.36,-1944.46,-1944.46,-1944.46,-1718.96,-1718.96,-1718.96,-1563.89,-1563.89,-1499.36,-1944.46,-1944.46,-1944.46,-1718.96,-1718.96,-1718.96,-1481.4,-1481.4,-1499.36,-1944.46,-1944.46,-1944.46,-1718.96,-1718.96,-1718.96,-1481.4,-1481.4,-1499.36,-1944.46,-1944.46,-1944.46,-1718.96,-1718.96,-1718.96,-1481.4,-1481.4,-1499.36
14,1.01763,-1768.32,-1768.32,-1768.32,-1569.9,-1569.9,-1569.9,-1520.34,-1520.34,-1375.12,-1768.32,-1768.32,-1768.32,-1569.9,-1569.9,-1569.9,-1520.34,-1520.34,-1375.12,-1768.32,-1768.32,-1768.32,-1569.9,-1569.9,-1569.9,-1520.34,-1520.34,-1375.12,-1768.32,-1768.32,-1768.32,-1569.9,-1569.9,-1569.9,-1435.67,-1435.67,-1375.12,-1768.32,-1768.32,-1768.32,-1569.9,-1569.9,-1569.9,-1435.67,-1435.67,-1375.12,-1768.32,-1768.32,-1768.32,-1569.9,-1569.9,-1569.9,-1435.67,-1435.67,-1375.12,-1768.32,-1768.32,-1768.32,-1569.9,-1569.9,-1569.9,-1355.42,-1355.42,-1375.12,-1768.32,-1768.32,-1768.32,-1569.9,-1569.9,-1569.9,-1355.42,-1355.42,-1375.12,-1768.32,-1768.32,-1768.32,-1569.9,-1569.9,-1569.9,-1355.42,-1355.42,-1375.12
15,1.1113,-1608.44,-1608.44,-1608.44,-1433.52,-1433.52,-1433.52,-1400.21,-1400.21,-1260.53,-1608.44,-1608.44,-1608.44,-1433.52,-1433.52,-1433.52,-1400.21,-1400.21,-1260.53,-1608.44,-1608.44,-1608.44,-1433.52,-1433.52,-1433.52,-1400.21,-1400.21,-1260.53,-1608.44,-1608.44,-1608.44,-1433.52,-1433.52,-1433.52,-1317.34,-1317.34,-1260.53,-1608.44,-1608.44,-1608.44,-1433.52,-1433.52,-1433.52,-1317.34,-1317.34,-1260.53,-1608.44,-1608.44,-1608.44,-1433.52,-1433.52,-1433.52,-1317.34,-1317.34,-1260.53,-1608.44,-1608.44,-1608.44,-1433.52,-1433.52,-1433.52,-1239.57,-1239.57,-1260.53,-1608.44,-1608.44,-1608.44,-1433.52,-1433.52,-1433.52,-1239.57,-1239.57,-1260.53,-1608.44,-1608.44,-1608.44,-1433.52,-1433.52,-1433.52,-1239.57,-1239.57,-1260.53
16,1.20833,-1463,-1463,-1463,-1308.56,-1308.56,-1308.56,-1288.76,-1288.76,-1154.77,-1463,-1463,-1463,-1308.56,-1308.56,-1308.56,-1288.76,-1288.76,-1154.77,-1463,-1463,-1463,-1308.56,-1308.56,-1308.56,-1288.76,-1288.76,-1154.77,-1463,-1463,-1463,-1308.56,-1308.56,-1308.56,-1208.07,-1208.07,-1154.77,-1463,-1463,-1463,-1308.56,-1308.56,-1308.56,-1208.07,-1208.07,-1154.77,-1463,-1463,-1463,-1308.56,-1308.56,-1308.56,-1208.07,-1208.07,-1154.77,-1463,-1463,-1463,-1308.56,-1308.56,-1308.56,-1132.99,-1132.99,-1154.77,-1463,-1463,-1463,-1308.56,-1308.56,-1308.56,-1132.99,-1132.99,-1154.77,-1463,-1463,-1463,-1308.56,-1308.56,-1308.56,-1132.99,-1132.99,-1154.77
17,1.30884,-1330.44,-1330.44,-1330.44,-1193.95,-1193.95,-1193.95,-1185.34,-1185.34,-1057.13,-1330.44,-1330.44,-1330.44,-1193.95,-1193.95,-1193.95,-1185.34,-1185.34,-1057.13,-1330.44,-1330.44,-1330.44,-1193.95,-1193.95,-1193.95,-1185.34,-1185.34,-1057.13,-1330.44,-1330.44,-1330.44,-1193.95,-1193.95,-1193.95,-1107.15,-1107.15,-1057.13,-1330.44,-1330.44,-1330.44,-1193.95,-1193.95,-1193.95,-1107.15,-1107.15,-1057.13,-1330.44,-1330.44,-1330.44,-1193.95,-1193.95,-1193.95,-1107.15,-1107.15,-1057.13,-1330.44,-1330.44,-1330.44,-1193.95,-1193.95,-1193.95,-1034.92,-1034.92,-1057.13,-1330.44,-1330.44,-1330.44,-1193.95,-1193.95,-1193.95,-1034.92,-1034.92,-1057.13,-1330.44,-1330.44,-1330.44,-1193.95,-1193.95,-1193.95,-1034.92,-1034.92,-1057.13
18,1.41294,-1209.46,-1209.46,-1209.46,-1088.74,-1088.74,-1088.74,-1089.4,-1089.4,-966.963,-1209.46,-1209.46,-1209.46,-1088.74,-1088.74,-1088.74,-1089.4,-1089.4,-966.963,-1209.46,-1209.46,-1209.46,-1088.74,-1088.74,-1088.74,-1089.4,-1089.4,-966.963,-1209.46,-1209.46,-1209.46,-1088.74,-1088.74,-1088.74,-1013.94,-1013.94,-966.963,-1209.46,-1209.46,-1209.46,-1088.74,-1088.74,-1088.74,-1013.94,-1013.94,-966.963,-1209.46,-1209.46,-1209.46,-1088.74,-1088.74,-1088.74,-1013.94,-1013.94,-966.963,-1209.46,-1209.46,-1209.46,-1088.74,-1088.74,-1088.74,-944.668,-944.668,-966.963,-1209.46,-1209.46,-1209.46,-1088.74,-1088.74,-1088.74,-944.668,-944.668,-966.963,-1209.46,-1209.46,-1209.46,-1088.74,-1088.74,-1088.74,-944.668,-944.668,-966.963
19,1.52076,-1098.94,-1098.94,-1098.94,-992.122,-992.122,-992.122,-1000.41,-1000.41,-883.704,-1098.94,-1098.94,-1098.94,-992.122,-992.122,-992.122,-1000.41,-1000.41,-883.704,-1098.94,-1098.94,-1098.94,-992.122,-992.122,-992.122,-1000.41,-1000.41,-883.704,-1098.94,-1098.94,-1098.94,-992.122,-992.122,-992.122,-927.87,-927.87,-883.704,-1098.94,-1098.94,-1098.94,-992.122,-992.122,-992.122,-927.87,-927.87,-883.704,-1098.94,-1098.94,-1098.94,-992.122,-992.122,-992.122,-927.87,-927.87,-883.704,-1098.94,-1098.94,-1098.94,-992.122,-992.122,-992.122,-861.609,-861.609,-883.704,-1098.94,-1098.94,-1098.94,-992.122,-992.122,-992.122,-861.609,-861.609,-883.704,-1098.94,-1098.94,-1098.94,-992.122,-992.122,-992.122,-861.609,-861.609,-883.704
20,1.63244,-997.904,-997.904,-997.904,-903.363,-903.363,-903.363,-917.913,-917.913,-806.834,-997.904,-997.904,-997.904,-903.363,-903.363,-903.363,-917.913,-917.913,-806.834,-997.904,-997.904,-997.904,-903.363,-903.363,-903.363,-917.913,-917.913,-806.834,-997.904,-997.904,-997.904,-903.363,-903.363,-903.363,-848.388,-848.388,-806.834,-997.904,-997.904,-997.904,-903.363,-903.363,-903.363,-848.388,-848.388,-806.834,-997.904,-997.904,-997.904,-903.363,-903.363,-903.363,-848.388,-848.388,-806.834,-997.904,-997.904,-997.904,-903.363,-903.363,-903.363,-785.181,-785.181,-806.834,-997.904,-997.904,-997.904,-903.363,-903.363,-903.363,-785.181,-785.181,-806.834,-997.904,-997.904,-997.904,-903.363,-903.363,-903.363,-785.181,-785.181,-806.834
21,1.74812,-905.488,-905.488,-905.488,-821.819,-821.819,-821.819,-841.44,-837.298,-735.883,-905.488,-905.488,-905.488,-821.819,-821.819,-821.819,-841.44,-837.298,-735.883,-905.488,-905.488,-905.488,-821.819,-821.819,-821.819,-841.44,-837.298,-735.883,-905.488,-905.488,-905.488,-821.819,-821.819,-821.819,-775.013,-773.072,-735.883,-905.488,-905.488,-905.488,-821.819,-821.819,-821.819,-775.013,-773.072,-735.883,-905.488,-905.488,-905.488,-821.819,-821.819,-821.819,-775.013,-773.072,-735.883,-905.488,-905.488,-905.488,-821.819,-821.819,-821.819,-714.889,-714.892,-735.883,-905.488,-905.488,-905.488,-821.819,-821.819,-821.819,-714.889,-714.892,-735.883,-905.488,-905.488,-905.488,-821.819,-821.819,-821.819,-714.889,-714.892,-735.883
22,1.86794,-820.941,-820.941,-820.941,-746.91,-746.91,-746.91,-766.583,-766.583,-709.342,-820.941,-820.941,-820.941,-746.91,-746.91,-746.91,-766.583,-766.583,-709.342,-820.941,-820.941,-820.941,-746.91,-746.91,-746.91,-766.583,-766.583,-709.342,-820.941,-820.941,-820.941,-746.91,-746.91,-746.91,-705.379,-705.379,-683.645,-820.941,-820.941,-820.941,-746.91,-746.91,-746.91,-705.379,-705.379,-683.645,-820.941,-820.941,-820.941,-746.91,-746.91,-746.91,-705.379,-705.379,-683.645,-820.941,-820.941,-820.941,-746.91,-746.91,-746.91,-650.145,-650.145,-660.216,-820.941,-820.941,-820.941,-746.91,-746.91,-746.91,-650.145,-650.145,-660.216,-820.941,-820.941,-820.941,-746.91,-746.91,-746.91,-650.145,-650.145,-660.216
23,1.99205,-743.591,-743.591,-743.591,-721.5,-678.115,-678.115,-701.101,-701.101,-646.886,-743.591,-743.591,-743.591,-721.5,-678.115,-678.115,-701.101,-701.101,-646.886,-743.591,-743.591,-743.591,-721.5,-678.115,-678.115,-701.101,-701.101,-646.886,-743.591,-743.591,-743.591,-693.004,-678.115,-678.115,-642.931,-642.931,-622.374,-743.591,-743.591,-743.591,-693.004,-678.115,-678.115,-642.931,-642.931,-622.374,-743.591,-743.591,-743.591,-693.004,-678.115,-678.115,-642.931,-642.931,-622.374,-743.591,-743.591,-743.591,-664.638,-678.115,-678.115,-590.619,-590.619,-600.197,-743.591,-743.591,-743.591,-664.638,-678.115,-678.115,-590.619,-590.619,-600.197,-743.591,-743.591,-743.591,-664.638,-678.115,-678.115,-590.619,-590.619,-600.197
24,2.1206,-672.838,-672.838,-672.838,-655.773,-614.962,-614.962,-640.5,-640.5,-589.217,-672.838,-672.838,-672.838,-655.773,-614.962,-614.962,-640.5,-640.5,-589.217,-672.838,-672.838,-672.838,-655.773,-614.962,-614.962,-640.5,-640.5,-589.217,-672.838,-672.838,-672.838,-628.803,-614.962,-614.962,-585.357,-585.357,-565.911,-672.838,-672.838,-672.838,-628.803,-614.962,-614.962,-585.357,-585.357,-565.911,-672.838,-672.838,-672.838,-628.803,-614.962,-614.962,-585.357,-585.357,-565.911,-672.838,-672.838,-672.838,-602.041,-614.962,-614.962,-535.929,-535.929,-544.975,-672.838,-672.838,-672.838,-602.041,-614.962,-614.962,-535.929,-535.929,-544.975,-672.838,-672.838,-672.838,-602.041,-614.962,-614.962,-535.929,-535.929,-544.975
25,2.25375,-608.139,-608.139,-608.139,-595.348,-557.023,-557.023,-584.456,-584.456,-536.019,-608.139,-608.139,-608.139,-595.348,-557.023,-557.023,-584.456,-584.456,-536.019,-608.139,-608.139,-608.139,-595.348,-557.023,-557.023,-584.456,-584.456,-536.019,-608.139,-608.139,-608.139,-569.89,-557.023,-557.023,-532.315,-532.315,-513.931,-608.139,-608.139,-608.139,-569.89,-557.023,-557.023,-532.315,-532.315,-513.931,-608.139,-608.139,-608.139,-569.89,-557.023,-557.023,-532.315,-532.315,-513.931,-608.139,-608.139,-608.139,-544.694,-557.023,-557.023,-485.726,-485.726,-494.21,-608.139,-608.139,-608.139,-544.694,-557.023,-557.023,-485.726,-485.726,-494.21,-608.139,-608.139,-608.139,-544.694,-557.023,-557.023,-485.726,-485.726,-494.21
