gridnumber,capital,VF[0 0 00],VF[0 0 01],VF[0 0 02],VF[0 0 10],VF[0 0 11],VF[0 0 12],VF[0 0 20],VF[0 0 21],VF[0 0 22],VF[0 1 00],VF[0 1 01],VF[0 1 02],VF[0 1 10],VF[0 1 11],VF[0 1 12],VF[0 1 20],VF[0 1 21],VF[0 1 22],VF[0 2 00],VF[0 2 01],VF[0 2 02],VF[0 2 10],VF[0 2 11],VF[0 2 12],VF[0 2 20],VF[0 2 21],VF[0 2 22],VF[1 0 00],VF[1 0 01],VF[1 0 02],VF[1 0 10],VF[1 0 11],VF[1 0 12],VF[1 0 20],VF[1 0 21],VF[1 0 22],VF[1 1 00],VF[1 1 01],VF[1 1 02],VF[1 1 10],VF[1 1 11],VF[1 1 12],VF[1 1 20],VF[1 1 21],VF[1 1 22],VF[1 2 00],VF[1 2 01],VF[1 2 02],VF[1 2 10],VF[1 2 11],VF[1 2 12],VF[1 2 20],VF[1 2 21],VF[1 2 22],VF[2 0 00],VF[2 0 01],VF[2 0 02],VF[2 0 10],VF[2 0 11],VF[2 0 12],VF[2 0 20],VF[2 0 21],VF[2 0 22],VF[2 1 00],VF[2 1 01],VF[2 1 02],VF[2 1 10],VF[2 1 11],VF[2 1 12],VF[2 1 20],VF[2 1 21],VF[2 1 22],VF[2 2 00],VF[2 2 01],VF[2 2 02],VF[2 2 10],VF[2 2 11],VF[2 2 12],VF[2 2 20],VF[2 2 21],VF[2 2 22]
0,0,-8.64422,-8.64422,-8.64422,-8.06224,-8.06224,-8.06224,-7.57055,-7.57055,-7.57055,-8.64422,-8.64422,-8.64422,-8.06224,-8.06224,-8.06224,-7.57055,-7.57055,-7.57055,-8.64422,-8.64422,-8.64422,-8.06224,-8.06224,-8.06224,-7.57055,-7.57055,-7.57055,-8.64422,-8.64422,-8.64422,-8.06224,-8.06224,-8.06224,-7.57055,-7.57055,-7.57055,-8.64422,-8.64422,-8.64422,-8.06224,-8.06224,-8.06224,-7.57055,-7.57055,-7.57055,-8.64422,-8.64422,-8.64422,-8.06224,-8.06224,-8.06224,-7.57055,-7.57055,-7.57055,-8.64422,-8.64422,-8.64422,-8.06224,-8.06224,-8.06224,-7.57055,-7.57055,-7.57055,-8.64422,-8.64422,-8.64422,-8.06224,-8.06224,-8.06224,-7.57055,-7.57055,-7.57055,-8.64422,-8.64422,-8.64422,-8.06224,-8.06224,-8.06224,-7.57055,-7.57055,-7.57055
1,0.0685139,-8.42853,-8.42853,-8.42853,-7.9421,-7.92144,-7.92144,-7.48791,-7.48106,-7.47721,-8.42853,-8.42853,-8.42853,-7.9421,-7.92144,-7.92144,-7.48791,-7.48106,-7.47721,-8.42853,-8.42853,-8.42853,-7.9421,-7.92144,-7.92144,-7.48791,-7.48106,-7.47721,-8.42853,-8.42853,-8.42853,-7.92446,-7.92144,-7.92144,-7.47047,-7.46793,-7.46686,-8.42853,-8.42853,-8.42853,-7.92446,-7.92144,-7.92144,-7.47047,-7.46793,-7.46686,-8.42853,-8.42853,-8.42853,-7.92446,-7.92144,-7.92144,-7.47047,-7.46793,-7.46686,-8.42853,-8.42853,-8.42853,-7.90682,-7.92144,-7.92144,-7.45302,-7.4548,-7.45651,-8.42853,-8.42853,-8.42853,-7.90682,-7.92144,-7.92144,-7.45302,-7.4548,-7.45651,-8.42853,-8.42853,-8.42853,-7.90682,-7.92144,-7.92144,-7.45302,-7.4548,-7.45651
2,0.139962,-8.25474,-8.25474,-8.25474,-7.84523,-7.79165,-7.79165,-7.4052,-7.4052,-7.39395,-8.25474,-8.25474,-8.25474,-7.84523,-7.79165,-7.79165,-7.4052,-7.4052,-7.39395,-8.25474,-8.25474,-8.25474,-7.84523,-7.79165,-7.79165,-7.4052,-7.4052,-7.39395,-8.25474,-8.25474,-8.25474,-7.79721,-7.79165,-7.79165,-7.36608,-7.36608,-7.36329,-8.25474,-8.25474,-8.25474,-7.79721,-7.79165,-7.79165,-7.36608,-7.36608,-7.36329,-8.25474,-8.25474,-8.25474,-7.79721,-7.79165,-7.79165,-7.36608,-7.36608,-7.36329,-8.25474,-8.25474,-8.25474,-7.74919,-7.79165,-7.79165,-7.32832,-7.32832,-7.33341,-8.25474,-8.25474,-8.25474,-7.74919,-7.79165,-7.79165,-7.32832,-7.32832,-7.33341,-8.25474,-8.25474,-8.25474,-7.74919,-7.79165,-7.79165,-7.32832,-7.32832,-7.33341
3,0.214469,-8.08929,-8.08929,-8.08929,-7.73786,-7.66385,-7.66385,-7.31941,-7.31941,-7.31941,-8.08929,-8.08929,-8.08929,-7.73786,-7.66385,-7.66385,-7.31941,-7.31941,-7.31941,-8.08929,-8.08929,-8.08929,-7.73786,-7.66385,-7.66385,-7.31941,-7.31941,-7.31941,-8.08929,-8.08929,-8.08929,-7.66898,-7.66385,-7.66385,-7.26154,-7.26154,-7.26154,-8.08929,-8.08929,-8.08929,-7.66898,-7.66385,-7.66385,-7.26154,-7.26154,-7.26154,-8.08929,-8.08929,-8.08929,-7.66898,-7.66385,-7.66385,-7.26154,-7.26154,-7.26154,-8.08929,-8.08929,-8.08929,-7.60098,-7.66385,-7.66385,-7.20639,-7.20639,-7.20639,-8.08929,-8.08929,-8.08929,-7.60098,-7.66385,-7.66385,-7.20639,-7.20639,-7.20639,-8.08929,-8.08929,-8.08929,-7.60098,-7.66385,-7.66385,-7.20639,-7.20639,-7.20639
4,0.292166,-7.93588,-7.93588,-7.93588,-7.63351,-7.55057,-7.53859,-7.2326,-7.2326,-7.2326,-7.93588,-7.93588,-7.93588,-7.63351,-7.55057,-7.53859,-7.2326,-7.2326,-7.2326,-7.93588,-7.93588,-7.93588,-7.63351,-7.55057,-7.53859,-7.2326,-7.2326,-7.2326,-7.93588,-7.93588,-7.93588,-7.5434,-7.53853,-7.53859,-7.15797,-7.15797,-7.15797,-7.93588,-7.93588,-7.93588,-7.5434,-7.53853,-7.53859,-7.15797,-7.15797,-7.15797,-7.93588,-7.93588,-7.93588,-7.5434,-7.53853,-7.53859,-7.15797,-7.15797,-7.15797,-7.93588,-7.93588,-7.93588,-7.45799,-7.5265,-7.53859,-7.08583,-7.08583,-7.08583,-7.93588,-7.93588,-7.93588,-7.45799,-7.5265,-7.53859,-7.08583,-7.08583,-7.08583,-7.93588,-7.93588,-7.93588,-7.45799,-7.5265,-7.53859,-7.08583,-7.08583,-7.08583
5,0.373191,-7.78944,-7.78944,-7.78944,-7.52933,-7.4211,-7.416,-7.14568,-7.14568,-7.14568,-7.78944,-7.78944,-7.78944,-7.52933,-7.4211,-7.416,-7.14568,-7.14568,-7.14568,-7.78944,-7.78944,-7.78944,-7.52933,-7.4211,-7.416,-7.14568,-7.14568,-7.14568,-7.78944,-7.78944,-7.78944,-7.42073,-7.41595,-7.416,-7.05461,-7.05461,-7.05461,-7.78944,-7.78944,-7.78944,-7.42073,-7.41595,-7.416,-7.05461,-7.05461,-7.05461,-7.78944,-7.78944,-7.78944,-7.42073,-7.41595,-7.416,-7.05461,-7.05461,-7.05461,-7.78944,-7.78944,-7.78944,-7.31823,-7.41082,-7.416,-6.96659,-6.96659,-6.96659,-7.78944,-7.78944,-7.78944,-7.31823,-7.41082,-7.416,-6.96659,-6.96659,-6.96659,-7.78944,-7.78944,-7.78944,-7.31823,-7.41082,-7.416,-6.96659,-6.96659,-6.96659
6,0.457685,-7.64798,-7.64798,-7.64798,-7.42576,-7.30994,-7.29631,-7.05904,-7.05904,-7.05904,-7.64798,-7.64798,-7.64798,-7.42576,-7.30994,-7.29631,-7.05904,-7.05904,-7.05904,-7.64798,-7.64798,-7.64798,-7.42576,-7.30994,-7.29631,-7.05904,-7.05904,-7.05904,-7.64798,-7.64798,-7.64798,-7.30006,-7.29608,-7.29631,-6.95141,-6.95141,-6.95141,-7.64798,-7.64798,-7.64798,-7.30006,-7.29608,-7.29631,-6.95141,-6.95141,-6.95141,-7.64798,-7.64798,-7.64798,-7.30006,-7.29608,-7.29631,-6.95141,-6.95141,-6.95141,-7.64798,-7.64798,-7.64798,-7.18147,-7.28227,-7.29631,-6.84836,-6.84836,-6.84836,-7.64798,-7.64798,-7.64798,-7.18147,-7.28227,-7.29631,-6.84836,-6.84836,-6.84836,-7.64798,-7.64798,-7.64798,-7.18147,-7.28227,-7.29631,-6.84836,-6.84836,-6.84836
7,0.545798,-7.51019,-7.51019,-7.51019,-7.32412,-7.20452,-7.17831,-6.97151,-6.97151,-6.97151,-7.51019,-7.51019,-7.51019,-7.32412,-7.20452,-7.17831,-6.97151,-6.97151,-6.97151,-7.51019,-7.51019,-7.51019,-7.32412,-7.20452,-7.17831,-6.97151,-6.97151,-6.97151,-7.51019,-7.51019,-7.51019,-7.18134,-7.17771,-7.17831,-6.84825,-6.84825,-6.84825,-7.51019,-7.51019,-7.51019,-7.18134,-7.17771,-7.17831,-6.84825,-6.84825,-6.84825,-7.51019,-7.51019,-7.51019,-7.18134,-7.17771,-7.17831,-6.84825,-6.84825,-6.84825,-7.51019,-7.51019,-7.51019,-7.04719,-7.15089,-7.17831,-6.73078,-6.73078,-6.73078,-7.51019,-7.51019,-7.51019,-7.04719,-7.15089,-7.17831,-6.73078,-6.73078,-6.73078,-7.51019,-7.51019,-7.51019,-7.04719,-7.15089,-7.17831,-6.73078,-6.73078,-6.73078
8,0.637684,-7.37553,-7.37553,-7.37553,-7.22259,-7.11446,-7.06132,-6.88322,-6.88322,-6.88322,-7.37553,-7.37553,-7.37553,-7.22259,-7.11446,-7.06132,-6.88322,-6.88322,-6.88322,-7.37553,-7.37553,-7.37553,-7.22259,-7.11446,-7.06132,-6.88322,-6.88322,-6.88322,-7.37553,-7.37553,-7.37553,-7.06374,-7.05983,-7.06132,-6.74497,-6.74497,-6.74497,-7.37553,-7.37553,-7.37553,-7.06374,-7.05983,-7.06132,-6.74497,-6.74497,-6.74497,-7.37553,-7.37553,-7.37553,-7.06374,-7.05983,-7.06132,-6.74497,-6.74497,-6.74497,-7.37553,-7.37553,-7.37553,-6.91464,-7.00614,-7.06132,-6.61383,-6.61383,-6.61383,-7.37553,-7.37553,-7.37553,-6.91464,-7.00614,-7.06132,-6.61383,-6.61383,-6.61383,-7.37553,-7.37553,-7.37553,-6.91464,-7.00614,-7.06132,-6.61383,-6.61383,-6.61383
9,0.733504,-7.24341,-7.24341,-7.24341,-7.12102,-7.01098,-6.94514,-6.79519,-6.79519,-6.79519,-7.24341,-7.24341,-7.24341,-7.12102,-7.01098,-6.94514,-6.79519,-6.79519,-6.79519,-7.24341,-7.24341,-7.24341,-7.12102,-7.01098,-6.94514,-6.79519,-6.79519,-6.79519,-7.24341,-7.24341,-7.24341,-6.94687,-6.94282,-6.94514,-6.6416,-6.6416,-6.6416,-7.24341,-7.24341,-7.24341,-6.94687,-6.94282,-6.94514,-6.6416,-6.6416,-6.6416,-7.24341,-7.24341,-7.24341,-6.94687,-6.94282,-6.94514,-6.6416,-6.6416,-6.6416,-7.24341,-7.24341,-7.24341,-6.78354,-6.87583,-6.94514,-6.49753,-6.49753,-6.49753,-7.24341,-7.24341,-7.24341,-6.78354,-6.87583,-6.94514,-6.49753,-6.49753,-6.49753,-7.24341,-7.24341,-7.24341,-6.78354,-6.87583,-6.94514,-6.49753,-6.49753,-6.49753
