gridnumber,capital,dist[0 0],dist[0 1],dist[0 2],dist[0 3],dist[0 4],dist[0 5],dist[0 6],dist[1 0],dist[1 1],dist[1 2],dist[1 3],dist[1 4],dist[1 5],dist[1 6],dist[2 0],dist[2 1],dist[2 2],dist[2 3],dist[2 4],dist[2 5],dist[2 6],dist[3 0],dist[3 1],dist[3 2],dist[3 3],dist[3 4],dist[3 5],dist[3 6],dist[4 0],dist[4 1],dist[4 2],dist[4 3],dist[4 4],dist[4 5],dist[4 6],dist[5 0],dist[5 1],dist[5 2],dist[5 3],dist[5 4],dist[5 5],dist[5 6],dist[6 0],dist[6 1],dist[6 2],dist[6 3],dist[6 4],dist[6 5],dist[6 6]
0,0,1.55992e-005,0.000117868,0.000352868,0.000401357,0.000173069,2.80166e-005,1.71497e-006,0.000152218,0.00115017,0.00344331,0.00391647,0.00168882,0.000273388,1.67348e-005,0.000607213,0.00458813,0.0137357,0.0156232,0.00673689,0.00109057,6.67567e-005,0.000961887,0.00726805,0.0217588,0.0247487,0.0106719,0.00172758,0.000105749,0.000607213,0.00458813,0.0137357,0.0156232,0.00673689,0.00109057,6.67567e-005,0.000152218,0.00115017,0.00344331,0.00391647,0.00168882,0.000273388,1.67348e-005,1.55992e-005,0.000117868,0.000352868,0.000401357,0.000173069,2.80166e-005,1.71497e-006
1,0.0185364,4.28826e-006,4.26519e-005,0.000166465,0.000246093,0.000137193,2.84977e-005,2.22654e-006,4.18452e-005,0.000416201,0.00162438,0.0024014,0.00133874,0.000278083,2.17268e-005,0.000166925,0.00166027,0.00647982,0.00957941,0.00534036,0.0011093,8.66703e-005,0.000264425,0.00263003,0.0102647,0.0151748,0.00845966,0.00175724,0.000137294,0.000166925,0.00166027,0.00647982,0.00957941,0.00534036,0.0011093,8.66703e-005,4.18452e-005,0.000416201,0.00162438,0.0024014,0.00133874,0.000278083,2.17268e-005,4.28826e-006,4.26519e-005,0.000166465,0.000246093,0.000137193,2.84977e-005,2.22654e-006
2,0.0372875,3.57753e-006,3.50754e-005,0.000134384,0.000194761,0.000106513,2.1744e-005,1.67312e-006,3.49098e-005,0.000342268,0.00131133,0.00190049,0.00103936,0.00021218,1.63265e-005,0.000139259,0.00136534,0.00523102,0.00758127,0.00414611,0.000846406,6.5128e-005,0.0002206,0.00216284,0.00828647,0.0120095,0.00656785,0.00134079,0.000103169,0.000139259,0.00136534,0.00523102,0.00758126,0.00414611,0.000846406,6.5128e-005,3.49098e-005,0.000342268,0.00131133,0.00190049,0.00103936,0.00021218,1.63265e-005,3.57753e-006,3.50754e-005,0.000134384,0.000194761,0.000106513,2.1744e-005,1.67312e-006
3,0.0562558,2.81028e-006,2.89353e-005,0.000118086,0.000185383,0.000111919,2.57732e-005,2.30327e-006,2.7423e-005,0.000282353,0.00115229,0.00180898,0.00109211,0.000251497,2.24755e-005,0.000109393,0.00112633,0.00459661,0.00721622,0.00435655,0.00100325,8.96572e-005,0.00017329,0.00178423,0.00728149,0.0114312,0.00690121,0.00158924,0.000142026,0.000109393,0.00112633,0.00459661,0.00721622,0.00435655,0.00100325,8.96572e-005,2.7423e-005,0.000282353,0.00115229,0.00180898,0.00109211,0.000251497,2.24755e-005,2.81028e-006,2.89353e-005,0.000118086,0.000185383,0.000111919,2.57732e-005,2.30327e-006
4,0.0754439,2.49611e-006,2.71535e-005,0.000118214,0.00019976,0.000130624,3.26814e-005,3.17946e-006,2.43572e-005,0.000264966,0.00115354,0.00194928,0.00127464,0.000318908,3.10255e-005,9.71635e-005,0.00105698,0.0046016,0.00777587,0.00508467,0.00127216,0.000123764,0.000153917,0.00167436,0.0072894,0.0123178,0.00805463,0.00201522,0.000196054,9.71635e-005,0.00105698,0.0046016,0.00777587,0.00508467,0.00127216,0.000123764,2.43572e-005,0.000264966,0.00115354,0.00194928,0.00127464,0.000318908,3.10255e-005,2.49611e-006,2.71535e-005,0.000118214,0.00019976,0.000130624,3.26814e-005,3.17946e-006
5,0.0948544,2.06226e-006,2.26321e-005,9.89292e-005,0.000167302,0.000109243,2.72571e-005,2.64261e-006,2.01237e-005,0.000220846,0.000965359,0.00163255,0.001066,0.000265977,2.57868e-005,8.02755e-005,0.000880976,0.00385092,0.0065124,0.00425239,0.00106101,0.000102866,0.000127164,0.00139555,0.00610024,0.0103163,0.00673621,0.00168075,0.00016295,8.02755e-005,0.000880976,0.00385092,0.0065124,0.00425239,0.00106101,0.000102866,2.01237e-005,0.000220846,0.000965359,0.00163255,0.001066,0.000265977,2.57868e-005,2.06226e-006,2.26321e-005,9.89292e-005,0.000167302,0.000109243,2.72571e-005,2.64261e-006
6,0.11449,1.79333e-006,1.9958e-005,8.81634e-005,0.000150287,9.87075e-005,2.47314e-005,2.40485e-006,1.74994e-005,0.000194751,0.000860306,0.00146651,0.000963196,0.000241331,2.34667e-005,6.9807e-005,0.000776883,0.00343185,0.00585007,0.00384229,0.000962693,9.36111e-005,0.000110581,0.00123066,0.00543639,0.0092671,0.00608656,0.001525,0.000148289,6.9807e-005,0.000776883,0.00343185,0.00585008,0.00384229,0.000962693,9.36111e-005,1.74994e-005,0.000194751,0.000860306,0.00146651,0.000963196,0.000241331,2.34667e-005,1.79333e-006,1.9958e-005,8.81634e-005,0.000150287,9.87075e-005,2.47314e-005,2.40485e-006
7,0.134352,1.41633e-006,1.62972e-005,7.52441e-005,0.000135819,9.58878e-005,2.62829e-005,2.8678e-006,1.38207e-005,0.000159029,0.000734238,0.00132533,0.000935681,0.000256471,2.79843e-005,5.5132e-005,0.000634385,0.00292895,0.00528689,0.00373253,0.00102309,0.000111632,8.73346e-005,0.00100493,0.00463975,0.00837496,0.00591269,0.00162067,0.000176836,5.5132e-005,0.000634385,0.00292895,0.00528689,0.00373253,0.00102309,0.000111632,1.38207e-005,0.000159029,0.000734239,0.00132533,0.000935681,0.000256471,2.79843e-005,1.41633e-006,1.62972e-005,7.52441e-005,0.000135819,9.58878e-005,2.62829e-005,2.8678e-006
8,0.154445,1.15726e-006,1.35701e-005,6.38787e-005,0.000117695,8.49387e-005,2.38397e-005,2.67084e-006,1.12926e-005,0.000132418,0.000623333,0.00114848,0.000828839,0.00023263,2.60622e-005,4.50473e-005,0.000528229,0.00248654,0.0045814,0.00330632,0.000927985,0.000103965,7.13595e-005,0.000836768,0.00393893,0.00725739,0.00523754,0.00147002,0.000164691,4.50473e-005,0.000528229,0.00248654,0.0045814,0.00330632,0.000927984,0.000103965,1.12926e-005,0.000132418,0.000623333,0.00114848,0.000828839,0.00023263,2.60622e-005,1.15726e-006,1.35701e-005,6.38787e-005,0.000117695,8.49387e-005,2.38397e-005,2.67084e-006
9,0.174771,9.68811e-007,1.15807e-005,5.54674e-005,0.000103717,7.56864e-005,2.13865e-005,2.40082e-006,9.45373e-006,0.000113005,0.000541256,0.00101208,0.000738554,0.000208691,2.34274e-005,3.77119e-005,0.000450789,0.00215912,0.00403727,0.00294617,0.00083249,9.34543e-005,5.97394e-005,0.000714095,0.00342027,0.00639544,0.00466702,0.00131875,0.000148041,3.77119e-005,0.000450789,0.00215912,0.00403727,0.00294617,0.00083249,9.34543e-005,9.45373e-006,0.000113005,0.000541256,0.00101208,0.000738554,0.000208691,2.34274e-005,9.68811e-007,1.15807e-005,5.54674e-005,0.000103717,7.56864e-005,2.13865e-005,2.40082e-006
10,0.195332,7.8211e-007,9.46646e-006,4.60487e-005,8.7882e-005,6.58568e-005,1.92352e-005,2.24923e-006,7.6319e-006,9.23745e-005,0.000449347,0.00085756,0.000642636,0.000187698,2.19482e-005,3.04444e-005,0.000368491,0.00179249,0.00342089,0.00256354,0.000748748,8.75536e-005,4.8227e-005,0.000583727,0.00283948,0.00541904,0.0040609,0.00118609,0.000138694,3.04444e-005,0.000368491,0.00179249,0.00342089,0.00256354,0.000748748,8.75535e-005,7.6319e-006,9.23745e-005,0.000449347,0.00085756,0.000642636,0.000187698,2.19482e-005,7.8211e-007,9.46646e-006,4.60487e-005,8.7882e-005,6.58568e-005,1.92352e-005,2.24923e-006
11,0.216131,6.33007e-007,7.79708e-006,3.86282e-005,7.51998e-005,5.7595e-005,1.72321e-005,2.07218e-006,6.17693e-006,7.60846e-005,0.000376937,0.000733806,0.000562017,0.000168152,2.02205e-005,2.46404e-005,0.000303509,0.00150364,0.00292723,0.00224194,0.000670775,8.06618e-005,3.90329e-005,0.000480789,0.00238192,0.00463702,0.00355146,0.00106257,0.000127776,2.46404e-005,0.000303509,0.00150364,0.00292723,0.00224194,0.000670775,8.06618e-005,6.17693e-006,7.60846e-005,0.000376937,0.000733806,0.000562017,0.000168152,2.02205e-005,6.33007e-007,7.79708e-006,3.86282e-005,7.51998e-005,5.7595e-005,1.72321e-005,2.07218e-006
12,0.237172,4.99726e-007,6.23453e-006,3.1269e-005,6.16278e-005,4.78281e-005,1.45381e-005,1.78769e-006,4.87636e-006,6.08371e-005,0.000305125,0.00060137,0.000466711,0.000141864,1.74444e-005,1.94523e-005,0.000242685,0.00121718,0.00239892,0.00186176,0.00056591,6.95876e-005,3.08144e-005,0.000384438,0.00192813,0.00380014,0.00294921,0.000896459,0.000110234,1.94523e-005,0.000242685,0.00121718,0.00239892,0.00186176,0.00056591,6.95876e-005,4.87637e-006,6.08371e-005,0.000305125,0.00060137,0.000466711,0.000141864,1.74444e-005,4.99726e-007,6.23453e-006,3.1269e-005,6.16278e-005,4.78281e-005,1.45381e-005,1.78769e-006
13,0.258456,3.94151e-007,5.00518e-006,2.56009e-005,5.1559e-005,4.09487e-005,1.27489e-005,1.60758e-006,3.84616e-006,4.8841e-005,0.000249815,0.000503117,0.00039958,0.000124404,1.56869e-005,1.53427e-005,0.000194832,0.000996539,0.00200699,0.00159397,0.000496262,6.25767e-005,2.43044e-005,0.000308633,0.00157862,0.00317927,0.002525,0.000786128,9.91277e-005,1.53427e-005,0.000194832,0.000996539,0.00200699,0.00159397,0.000496262,6.25767e-005,3.84616e-006,4.8841e-005,0.000249816,0.000503117,0.00039958,0.000124404,1.56869e-005,3.94151e-007,5.00518e-006,2.56009e-005,5.1559e-005,4.09487e-005,1.27489e-005,1.60758e-006
14,0.279986,3.08365e-007,3.9819e-006,2.07313e-005,4.25536e-005,3.44932e-005,1.09799e-005,1.42076e-006,3.00905e-006,3.88557e-005,0.000202298,0.000415242,0.000336587,0.000107143,1.38639e-005,1.20034e-005,0.000154999,0.000806986,0.00165644,0.00134268,0.000427404,5.53045e-005,1.90146e-005,0.000245534,0.00127835,0.00262397,0.00212694,0.000677051,8.76078e-005,1.20034e-005,0.000154999,0.000806986,0.00165644,0.00134268,0.000427404,5.53045e-005,3.00905e-006,3.88557e-005,0.000202298,0.000415242,0.000336587,0.000107143,1.38639e-005,3.08365e-007,3.9819e-006,2.07313e-005,4.25536e-005,3.44932e-005,1.09799e-005,1.42076e-006
15,0.301766,2.38598e-007,3.13061e-006,1.6596e-005,3.47739e-005,2.88424e-005,9.41408e-006,1.25251e-006,2.32826e-006,3.05487e-005,0.000161946,0.000339326,0.000281447,9.18633e-005,1.22221e-005,9.28768e-006,0.000121862,0.000646017,0.00135361,0.00112272,0.000366452,4.8755e-005,1.47126e-005,0.000193042,0.00102336,0.00214425,0.0017785,0.000580497,7.72328e-005,9.28768e-006,0.000121862,0.000646017,0.00135361,0.00112272,0.000366452,4.8755e-005,2.32826e-006,3.05487e-005,0.000161946,0.000339326,0.000281447,9.18633e-005,1.22221e-005,2.38598e-007,3.13061e-006,1.6596e-005,3.47739e-005,2.88424e-005,9.41408e-006,1.25251e-006
