gridnumber,capital,Portfolio[0],Portfolio[1],Portfolio[2],Portfolio[3],Portfolio[4],Portfolio[5],Portfolio[6]
0,0,0,0,0,0,0,0,0
1,0.0185364,0,0,0,1,1,1,1
2,0.0372875,0,0,0,0.008,0.008,0.012,0.012
3,0.0562558,0,0,0,0,0.012,0.012,0.012
4,0.0754439,0,0,0,0,0.012,0.012,0.012
5,0.0948544,0,0,0,0,0.012,0.012,0.014
6,0.11449,0,0,0,0,0.012,0.012,0.014
7,0.134352,0,0,0,0.008,0.012,0.014,0.024
8,0.154445,0,0,0,0,0.012,0.014,0.024
9,0.174771,0,0,0,0.008,0.012,0.014,0.024
10,0.195332,0,0,0,0.008,0.012,0.024,0.024
11,0.216131,0,0,0,0.008,0.012,0.024,0.026
12,0.237172,0,0,0,0.008,0.012,0.024,0.026
13,0.258456,0,0,0,0.008,0.012,0.024,0.026
14,0.279986,0,0,0,0.008,0.014,0.024,0.026
15,0.301766,0,0,0,0.008,0.014,0.024,0.026
16,0.323799,0,0,0,0.008,0.014,0.026,0.026
17,0.346087,0,0,0,0.008,0.014,0.026,0.03
18,0.368632,0,0,0,0.008,0.024,0.026,0.046
19,0.391439,0,0,0,0.008,0.024,0.026,0.034
20,0.414511,0,0,0,0.008,0.024,0.026,0.046
21,0.437849,0,0,0,0.008,0.024,0.026,0.046
22,0.461458,0,0,0,0.008,0.024,0.026,0.046
23,0.485341,0,0,0,0.008,0.024,0.026,0.046
24,0.5095,0,0,0,0.008,0.024,0.03,0.052
25,0.533939,0,0,0,0.008,0.024,0.034,0.052
26,0.558661,0,0,0,0.008,0.024,0.034,0.05
27,0.58367,0,0,0,0.008,0.024,0.046,0.052
28,0.608968,0,0,0,0.008,0.026,0.046,0.092
29,0.634559,0,0,0,0.008,0.026,0.046,0.092
30,0.660447,0,0,0,0.008,0.026,0.046,0.052
31,0.686635,0,0,0,0.008,0.026,0.046,0.092
32,0.713126,0,0,0,0.008,0.026,0.05,0.092
33,0.739924,0,0,0,0.008,0.026,0.05,0.088
34,0.767033,0,0,0,0.008,0.016,0.018,0.018
35,0.794456,0,0,0,0.008,0.026,0.046,0.046
36,0.822196,0,0,0,0.008,0.026,0.07,0.092
37,0.850258,0,0,0,0.008,0.026,0.058,0.088
38,0.878644,0,0,0,0.008,0.016,0.018,0.024
39,0.90736,0,0,0,0.008,0.024,0.034,0.046
40,0.936408,0,0,0,0.008,0.026,0.05,0.092
41,0.965793,0,0,0,0.008,0.03,0.072,0.09
42,0.995519,0,0,0,0.008,0.018,0.018,0.034
43,1.02559,0,0,0,0.008,0.018,0.032,0.036
44,1.05601,0,0,0,0.008,0.026,0.046,0.072
45,1.08678,0,0,0,0.008,0.046,0.088,0.092
46,1.1179,0,0,0,0,0.018,0.034,0.036
47,1.14939,0,0,0,0.008,0.018,0.034,0.036
48,1.18124,0,0,0,0.008,0.026,0.046,0.048
49,1.21346,0,0,0,0.008,0.036,0.072,0.092
50,1.24606,0,0,0,0,0.026,0.036,0.088
51,1.27903,0,0,0,0,0.018,0.034,0.036
52,1.31239,0,0,0,0.008,0.024,0.036,0.048
53,1.34613,0,0,0,0.008,0.034,0.048,0.092
54,1.38026,0,0,0,0,0.034,0.052,0.092
55,1.41479,0,0,0,0,0.024,0.036,0.052
56,1.44971,0,0,0,0.008,0.024,0.036,0.048
57,1.48504,0,0,0,0.008,0.032,0.046,0.09
58,1.52078,0,0,0,0.008,0.034,0.07,0.094
59,1.55694,0,0,0,0,0.032,0.048,0.092
60,1.59351,0,0,0,0,0.026,0.036,0.072
61,1.63051,0,0,0,0.008,0.026,0.046,0.088
62,1.66794,0,0,0,0.008,0.034,0.05,0.094
63,1.7058,0,0,0,0.008,0.036,0.088,0.094
64,1.7441,0,0,0,0,0.034,0.048,0.092
65,1.78284,0,0,0,0.008,0.032,0.046,0.092
66,1.82203,0,0,0,0.008,0.034,0.048,0.094
67,1.86167,0,0,0,0.008,0.036,0.088,0.096
68,1.90178,0,0,0,0,0.036,0.088,0.102
69,1.94235,0,0,0,0,0.034,0.05,0.094
70,1.98339,0,0,0,0.008,0.034,0.048,0.094
71,2.0249,0,0,0,0.008,0.036,0.088,0.096
72,2.0669,0,0,0,0.008,0.036,0.092,0.104
73,2.10938,0,0,0,0,0.036,0.09,0.104
74,2.15235,0,0,0,0.008,0.034,0.072,0.102
75,2.19582,0,0,0,0.008,0.036,0.088,0.102
76,2.2398,0,0,0,0.008,0.036,0.092,0.104
77,2.28428,0,0,0,0.008,0.036,0.092,0.108
78,2.32928,0,0,0,0,0.036,0.092,0.108
79,2.37481,0,0,0,0.008,0.036,0.09,0.104
80,2.42085,0,0,0,0.008,0.036,0.092,0.108
81,2.46744,0,0,0,0.008,0.046,0.094,0.152
82,2.51456,0,0,0,0,0.046,0.094,0.168
83,2.56223,0,0,0,0,0.036,0.092,0.168
84,2.61045,0,0,0,0.008,0.036,0.092,0.168
85,2.65923,0,0,0,0.008,0.046,0.094,0.168
86,2.70857,0,0,0,0.008,0.046,0.094,0.168
87,2.75849,0,0,0,0,0.046,0.096,0.168
88,2.80898,0,0,0,0.008,0.046,0.094,0.168
89,2.86006,0,0,0,0.008,0.046,0.094,0.17
90,2.91173,0,0,0,0.008,0.046,0.096,0.176
91,2.964,0,0,0,0.008,0.048,0.102,0.178
92,3.01688,0,0,0,0,0.048,0.102,0.178
93,3.07036,0,0,0,0.008,0.046,0.102,0.178
94,3.12447,0,0,0,0.008,0.048,0.102,0.178
95,3.1792,0,0,0,0.008,0.048,0.104,0.194
96,3.23457,0,0,0,0.008,0.05,0.106,0.194
97,3.29058,0,0,0,0,0.048,0.106,0.194
98,3.34724,0,0,0,0.008,0.048,0.106,0.194
99,3.40456,0,0,0,0.008,0.05,0.108,0.194
100,3.46253,0,0,0,0.008,0.052,0.112,0.196
101,3.52119,0,0,0,0.008,0.058,0.144,0.194
102,3.58052,0,0,0,0.008,0.052,0.144,0.194
103,3.64053,0,0,0,0.008,0.052,0.152,0.196
104,3.70125,0,0,0,0.008,0.072,0.168,0.196
105,3.76266,0,0,0,0.008,0.088,0.168,0.196
106,3.82479,0,0,0,0.008,0.088,0.168,0.196
107,3.88764,0,0,0,0.008,0.088,0.168,0.196
108,3.95121,0,0,0,0.008,0.088,0.168,0.196
109,4.01552,0,0,0,0.008,0.09,0.168,0.198
110,4.08058,0,0,0,0.008,0.09,0.172,0.198
111,4.14639,0,0,0,0.008,0.09,0.176,0.198
112,4.21297,0,0,0,0.008,0.09,0.178,0.2
113,4.28031,0,0,0,0.008,0.092,0.178,0.2
114,4.34843,0,0,0,0.008,0.092,0.178,0.2
115,4.41735,0,0,0,0.008,0.092,0.178,0.2
116,4.48706,0,0,0,0.008,0.092,0.178,0.2
117,4.55758,0,0,0,0.008,0.092,0.194,0.202
118,4.62892,0,0,0,0.008,0.094,0.194,0.202
119,4.70108,0,0,0,0.008,0.094,0.194,0.204
120,4.77408,0,0,0,0.008,0.094,0.194,0.204
121,4.84793,0,0,0,0.008,0.094,0.194,0.204
122,4.92263,0,0,0,0.008,0.094,0.194,0.206
123,4.99819,0,0,0,0.008,0.094,0.196,0.208
124,5.07463,0,0,0,0.008,0.094,0.196,0.208
125,5.15196,0,0,0,0.008,0.094,0.196,0.208
126,5.23019,0,0,0,0.008,0.094,0.196,0.212
127,5.30931,0,0,0,0.008,0.096,0.196,0.212
128,5.38936,0,0,0,0.006,0.096,0.196,0.214
129,5.47033,0,0,0,0.004,0.102,0.196,0.214
130,5.55225,0,0,0,0.006,0.102,0.196,0.214
131,5.63511,0,0,0,0.008,0.102,0.196,0.214
132,5.71893,0,0,0,0.006,0.102,0.198,0.214
133,5.80372,0,0,0,0.004,0.102,0.198,0.214
134,5.88949,0,0,0,0.004,0.104,0.198,0.214
135,5.97626,0,0,0,0.004,0.104,0.198,0.214
136,6.06403,0,0,0,0.004,0.106,0.2,0.214
137,6.15282,0,0,0,0.004,0.108,0.2,0.214
138,6.24264,0,0,0,0.004,0.108,0.2,0.214
139,6.3335,0,0,0,0.004,0.108,0.196,0.214
140,6.42541,0,0,0,0.004,0.112,0.196,0.212
141,6.51839,0,0,0,0.004,0.142,0.196,0.208
142,6.61244,0,0,0,0.002,0.154,0.196,0.208
143,6.70758,0,0,0,0.002,0.168,0.196,0.208
144,6.80383,0,0,0,0.004,0.168,0.194,0.208
145,6.90119,0,0,0,0.006,0.164,0.192,0.208
146,6.99968,0,0,0,0.004,0.162,0.194,0.204
147,7.0993,0,0,0,0.002,0.16,0.194,0.204
148,7.20009,0,0,0,0.002,0.156,0.19,0.204
149,7.30204,0,0,0,0.002,0.152,0.186,0.204
150,7.40517,0,0,0,0.004,0.148,0.182,0.204
151,7.5095,0,0,0,0.002,0.144,0.178,0.2
152,7.61503,0,0,0,0,0.14,0.178,0.2
153,7.72179,0,0,0,0,0.136,0.17,0.2
154,7.82979,0,0,0,0.002,0.132,0.168,0.198
155,7.93903,0,0,0,0,0.128,0.168,0.192
156,8.04955,0,0,0,0,0.124,0.168,0.186
157,8.16134,0,0,0,0,0.12,0.166,0.18
158,8.27443,0,0,0,0,0.116,0.164,0.174
159,8.38882,0,0,0,0,0.112,0.16,0.166
160,8.50455,0,0,0,0,0.108,0.158,0.162
161,8.62161,0,0,0,0,0.104,0.154,0.156
162,8.74003,0,0,0,0,0.102,0.148,0.15
163,8.85982,0,0,0,0,0.102,0.142,0.144
164,8.981,0,0,0,0,0.102,0.136,0.138
165,9.10358,0,0,0,0,0.102,0.13,0.132
166,9.22759,0,0,0,0,0.098,0.124,0.124
167,9.35303,0,0,0,0,0.096,0.118,0.118
168,9.47992,0,0,0,0,0.092,0.112,0.112
169,9.60828,0,0,0,0,0.088,0.106,0.108
170,9.73813,0,0,0,0,0.084,0.102,0.102
171,9.86949,0,0,0,0,0.08,0.096,0.096
172,10.0024,0,0,0,0,0.076,0.09,0.09
173,10.1368,0,0,0,0,0.072,0.084,0.086
174,10.2728,0,0,0,0,0.068,0.078,0.08
175,10.4103,0,0,0,0,0.064,0.072,0.074
176,10.5494,0,0,0,0,0.06,0.068,0.068
177,10.6902,0,0,0,0,0.058,0.062,0.062
178,10.8326,0,0,0,0,0.054,0.056,0.056
179,10.9766,0,0,0,0,0.05,0.05,0.05
180,11.1223,0,0,0,0,0.044,0.044,0.046
181,11.2697,0,0,0,0,0.038,0.04,0.04
182,11.4188,0,0,0,0,0.034,0.034,0.034
183,11.5696,0,0,0,0,0.028,0.028,0.03
184,11.7222,0,0,0,0,0.022,0.024,0.024
185,11.8766,0,0,0,0,0.018,0.018,0.018
186,12.0327,0,0,0,0,0.012,0.012,0.014
187,12.1906,0,0,0,0,0.006,0.008,0.008
188,12.3504,0,0,0,0,0.002,0.002,0.002
189,12.512,0,0,0,0,0.004,0.004,0.004
190,12.6755,0,0,0,0,0.008,0.008,0.01
191,12.8409,0,0,0,0,0.006,0.008,0.008
192,13.0082,0,0,0,0,0.002,0.002,0.002
193,13.1774,0,0,0,0,0.004,0.004,0.004
194,13.3486,0,0,0,0,0.008,0.008,0.01
195,13.5218,0,0,0,0,0.006,0.008,0.008
196,13.697,0,0,0,0,0.002,0.002,0.002
197,13.8742,0,0,0,0,0.004,0.004,0.006
198,14.0535,0,0,0,0,0.008,0.008,0.01
199,14.2348,0,0,0,0,0.004,0.006,0.008
200,14.4183,0,0,0,0,0.002,0.002,0.002
201,14.6039,0,0,0,0,0.004,0.004,0.006
202,14.7916,0,0,0,0,0.008,0.008,0.01
203,14.9815,0,0,0,0,0.002,0.006,0.008
204,15.1736,0,0,0,0,0.002,0.002,0.002
205,15.3679,0,0,0,0,0.004,0.006,0.006
206,15.5645,0,0,0,0,0.008,0.008,0.01
207,15.7633,0,0,0,0,0.002,0.004,0.006
208,15.9645,0,0,0,0,0.002,0.002,0.004
209,16.168,0,0,0,0,0.004,0.006,0.008
210,16.3738,0,0,0,0,0.006,0.008,0.01
211,16.5821,0,0,0,0,0.002,0.004,0.006
212,16.7927,0,0,0,0,0.002,0.002,0.004
213,17.0058,0,0,0,0,0.004,0.006,0.008
214,17.2213,0,0,0,0,0.004,0.008,0.01
215,17.4394,0,0,0,0,0.002,0.004,0.006
216,17.66,0,0,0,0,0.002,0.004,0.004
217,17.8831,0,0,0,0,0.004,0.008,0.008
218,18.1088,0,0,0,0,0.004,0.008,0.01
219,18.3372,0,0,0,0,0.002,0.004,0.006
220,18.5681,0,0,0,0,0.002,0.004,0.006
221,18.8018,0,0,0,0,0.004,0.008,0.008
222,19.0381,0,0,0,0,0.004,0.006,0.008
223,19.2772,0,0,0,0,0.002,0.004,0.006
224,19.5191,0,0,0,0,0.002,0.004,0.008
225,19.7638,0,0,0,0,0.004,0.008,0.008
226,20.0113,0,0,0,0,0.004,0.006,0.008
227,20.2617,0,0,0,0,0.002,0.004,0.008
228,20.5149,0,0,0,0,0.004,0.006,0.008
229,20.7711,0,0,0,0,0.004,0.008,0.01
230,21.0303,0,0,0,0,0.004,0.006,0.008
231,21.2925,0,0,0,0,0.002,0.006,0.008
232,21.5577,0,0,0,0,0.004,0.006,0.008
233,21.826,0,0,0,0,0.004,0.008,0.01
234,22.0974,0,0,0,0,0.004,0.006,0.008
235,22.3719,0,0,0,0,0.004,0.006,0.008
236,22.6496,0,0,0,0,0.004,0.008,0.01
237,22.9306,0,0,0,0,0.004,0.008,0.012
238,23.2148,0,0,0,0,0.004,0.006,0.01
239,23.5023,0,0,0,0,0.004,0.008,0.01
240,23.7931,0,0,0,0,0.004,0.008,0.012
241,24.0873,0,0,0,0,0.004,0.008,0.012
242,24.3848,0,0,0,0,0.004,0.008,0.012
243,24.6859,0,0,0,0,0.004,0.008,0.012
244,24.9904,0,0,0,0,0.004,0.008,0.012
245,25.2985,0,0,0,0,0.004,0.008,0.012
246,25.6101,0,0,0,0,0.004,0.008,0.012
247,25.9253,0,0,0,0,0.004,0.008,0.014
