gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4]
29,2.09737,-21.1902,-21.1897,-21.1844,-21.174,-21.1589,-20.6282,-20.6281,-20.6243,-20.6161,-20.6031,-20.0034,-20.0034,-20.0012,-19.9947,-19.9838,-19.3408,-19.3408,-19.3399,-19.3346,-19.3251,-18.6635,-18.6635,-18.663,-18.659,-18.651
30,2.20572,-21.0279,-21.0269,-21.0212,-21.0104,-20.9948,-20.4854,-20.4851,-20.4808,-20.4716,-20.4583,-19.8795,-19.8795,-19.8769,-19.8695,-19.8581,-19.2346,-19.2346,-19.2334,-19.2278,-19.2179,-18.5734,-18.5734,-18.573,-18.5684,-18.5597
31,2.31725,-20.8693,-20.868,-20.8619,-20.8507,-20.8346,-20.3452,-20.3447,-20.3399,-20.3302,-20.3162,-19.7578,-19.7576,-19.7547,-19.747,-19.7346,-19.13,-19.13,-19.1285,-19.1223,-19.1119,-18.4842,-18.4842,-18.4836,-18.4786,-18.4695
32,2.43204,-20.7142,-20.7125,-20.7061,-20.6946,-20.6781,-20.2076,-20.2069,-20.2017,-20.1916,-20.1767,-19.6377,-19.6377,-19.6343,-19.626,-19.613,-19.027,-19.027,-19.0248,-19.0177,-19.0068,-18.3961,-18.3961,-18.3949,-18.3894,-18.3797
33,2.5502,-20.5623,-20.5604,-20.5536,-20.5417,-20.5249,-20.0721,-20.0714,-20.0659,-20.0554,-20.0401,-19.5192,-19.5191,-19.5151,-19.5064,-19.493,-18.9248,-18.9248,-18.9221,-18.9147,-18.9028,-18.3085,-18.3085,-18.3071,-18.301,-18.2905
34,2.67182,-20.4134,-20.4113,-20.4039,-20.3915,-20.3742,-19.9389,-19.9379,-19.9321,-19.9211,-19.9054,-19.402,-19.4018,-19.3974,-19.3883,-19.3745,-18.8232,-18.8232,-18.8203,-18.8125,-18.8001,-18.2212,-18.2212,-18.2194,-18.213,-18.2021
35,2.797,-20.267,-20.2647,-20.2567,-20.2439,-20.2261,-19.8074,-19.8063,-19.7999,-19.7885,-19.7724,-19.2865,-19.286,-19.2811,-19.2714,-19.2572,-18.7223,-18.7222,-18.7191,-18.7107,-18.6979,-18.1342,-18.1342,-18.132,-18.1251,-18.1137
36,2.92586,-20.1229,-20.1203,-20.112,-20.0986,-20.0806,-19.6776,-19.6761,-19.6694,-19.6577,-19.6412,-19.172,-19.1713,-19.166,-19.1554,-19.1408,-18.6223,-18.6222,-18.6183,-18.6096,-18.5964,-18.0476,-18.0476,-18.0452,-18.0375,-18.0256
37,3.05848,-19.9809,-19.9779,-19.9695,-19.9556,-19.9372,-19.5495,-19.5478,-19.5406,-19.5286,-19.5117,-19.0584,-19.0575,-19.0518,-19.0409,-19.0254,-18.5227,-18.5227,-18.5183,-18.509,-18.4951,-17.9611,-17.9611,-17.9582,-17.9504,-17.9376
38,3.195,-19.8407,-19.8375,-19.8289,-19.8147,-19.7957,-19.4228,-19.4208,-19.4134,-19.4007,-19.3834,-18.9454,-18.9444,-18.9384,-18.9272,-18.9111,-18.4235,-18.4233,-18.4187,-18.4088,-18.3942,-17.8744,-17.8744,-17.8713,-17.863,-17.85
39,3.33551,-19.7024,-19.699,-19.6901,-19.6754,-19.6559,-19.2971,-19.2951,-19.2873,-19.274,-19.2563,-18.8331,-18.832,-18.8258,-18.8141,-18.7975,-18.3246,-18.3241,-18.3192,-18.309,-18.2941,-17.7881,-17.7879,-17.7843,-17.7755,-17.7623
40,3.48015,-19.5656,-19.5621,-19.5529,-19.5378,-19.5177,-19.1727,-19.1704,-19.1623,-19.1486,-19.1304,-18.7214,-18.7201,-18.7137,-18.7015,-18.6846,-18.2258,-18.2251,-18.2199,-18.2094,-18.1941,-17.7016,-17.7014,-17.6975,-17.6881,-17.6742
41,3.62902,-19.4302,-19.4265,-19.417,-19.4018,-19.3813,-19.0493,-19.0467,-19.0383,-19.0243,-19.0055,-18.6107,-18.6091,-18.602,-18.5896,-18.5723,-18.1274,-18.1267,-18.1209,-18.11,-18.0942,-17.6148,-17.6147,-17.6104,-17.6006,-17.586
42,3.78225,-19.2962,-19.2923,-19.2824,-19.2671,-19.2463,-18.9267,-18.9238,-18.9151,-18.9009,-18.8816,-18.5003,-18.4985,-18.4908,-18.4782,-18.4605,-18.0292,-18.0282,-18.0222,-18.0105,-17.9945,-17.5278,-17.5277,-17.5231,-17.5131,-17.4981
43,3.93998,-19.1634,-19.1592,-19.1492,-19.1336,-19.1125,-18.8049,-18.8017,-18.7928,-18.7782,-18.7584,-18.3903,-18.3883,-18.3803,-18.3671,-18.349,-17.9309,-17.9298,-17.9235,-17.9115,-17.8948,-17.441,-17.4406,-17.4354,-17.4253,-17.4098
44,4.10232,-19.0317,-19.0273,-19.017,-19.0012,-18.9798,-18.6837,-18.6802,-18.6713,-18.6562,-18.6362,-18.2806,-18.2783,-18.2702,-18.2563,-18.2378,-17.8326,-17.8313,-17.8246,-17.8124,-17.795,-17.3539,-17.3533,-17.3479,-17.337,-17.3214
45,4.26943,-18.9012,-18.8964,-18.886,-18.8698,-18.8481,-18.5633,-18.5595,-18.5502,-18.5349,-18.5147,-18.1711,-18.1686,-18.1602,-18.1461,-18.1271,-17.7341,-17.7328,-17.7257,-17.7132,-17.6954,-17.2662,-17.2657,-17.2601,-17.2487,-17.2326
46,4.44143,-18.7715,-18.7665,-18.7559,-18.7394,-18.7175,-18.4435,-18.4395,-18.4297,-18.4144,-18.3938,-18.0618,-18.059,-18.0504,-18.0362,-18.0165,-17.6358,-17.6342,-17.6268,-17.6139,-17.5959,-17.1784,-17.1777,-17.1718,-17.1602,-17.1435
47,4.61847,-18.6427,-18.6376,-18.6266,-18.6099,-18.5877,-18.3241,-18.32,-18.3098,-18.2943,-18.2733,-17.9526,-17.9497,-17.9408,-17.9263,-17.9063,-17.5375,-17.5355,-17.5277,-17.5145,-17.4962,-17.0902,-17.0893,-17.0831,-17.0713,-17.0542
48,4.8007,-18.5147,-18.5095,-18.498,-18.4812,-18.4588,-18.2052,-18.201,-18.1904,-18.1746,-18.1533,-17.8437,-17.8404,-17.8313,-17.8166,-17.7963,-17.4389,-17.4368,-17.4287,-17.415,-17.3964,-17.0017,-17.0007,-16.9941,-16.9819,-16.9646
49,4.98827,-18.3874,-18.3821,-18.3703,-18.3533,-18.3307,-18.0866,-18.0823,-18.0716,-18.0553,-18.0338,-17.7349,-17.7315,-17.722,-17.7069,-17.6865,-17.3401,-17.3379,-17.3296,-17.3154,-17.2964,-16.9129,-16.9118,-16.9049,-16.8921,-16.8746
50,5.18134,-18.2607,-18.2553,-18.2434,-18.226,-18.2031,-17.9684,-17.9639,-17.9531,-17.9363,-17.9146,-17.6262,-17.6226,-17.6128,-17.5974,-17.5767,-17.241,-17.2387,-17.2302,-17.2158,-17.1963,-16.8236,-16.8223,-16.8152,-16.8023,-16.7841
51,5.38006,-18.1346,-18.1291,-18.1171,-18.0993,-18.0762,-17.8506,-17.8459,-17.835,-17.8178,-17.7959,-17.5175,-17.5137,-17.5037,-17.4879,-17.467,-17.1417,-17.1393,-17.1306,-17.1159,-17.096,-16.7338,-16.7323,-16.7251,-16.7119,-16.6933
52,5.58461,-18.0092,-18.0035,-17.9913,-17.9731,-17.9499,-17.7331,-17.7282,-17.7171,-17.6998,-17.6775,-17.4087,-17.4048,-17.3947,-17.3785,-17.3573,-17.0423,-17.0395,-17.0307,-17.0159,-16.9956,-16.6437,-16.6421,-16.6344,-16.621,-16.6023
53,5.79515,-17.8842,-17.8783,-17.866,-17.8475,-17.8241,-17.6158,-17.6108,-17.5994,-17.582,-17.5593,-17.3,-17.296,-17.2856,-17.2692,-17.2476,-16.9427,-16.9397,-16.9305,-16.9156,-16.895,-16.5533,-16.5515,-16.5435,-16.5298,-16.5108
54,6.01186,-17.7597,-17.7537,-17.7412,-17.7224,-17.6988,-17.4988,-17.4935,-17.482,-17.4644,-17.4413,-17.1913,-17.1871,-17.1765,-17.1598,-17.1379,-16.8429,-16.8397,-16.8301,-16.8149,-16.7942,-16.4623,-16.4604,-16.4522,-16.4381,-16.4188
55,6.23493,-17.6356,-17.6294,-17.6168,-17.5979,-17.574,-17.3819,-17.3765,-17.3647,-17.347,-17.3235,-17.0824,-17.0781,-17.0673,-17.0504,-17.0283,-16.7427,-16.7394,-16.7297,-16.714,-16.6931,-16.3708,-16.3688,-16.3605,-16.3461,-16.3263
56,6.46452,-17.5119,-17.5055,-17.4928,-17.4737,-17.4495,-17.2651,-17.2596,-17.2477,-17.2298,-17.206,-16.9735,-16.9691,-16.9582,-16.9411,-16.9186,-16.6422,-16.6389,-16.629,-16.6129,-16.5918,-16.2788,-16.2767,-16.2682,-16.2536,-16.2335
57,6.70085,-17.3885,-17.382,-17.369,-17.3499,-17.3253,-17.1486,-17.1429,-17.1308,-17.1126,-17.0887,-16.8647,-16.86,-16.8489,-16.8317,-16.8088,-16.5415,-16.538,-16.528,-16.5118,-16.4902,-16.1864,-16.1841,-16.1755,-16.1608,-16.1403
58,6.94411,-17.2653,-17.2587,-17.2456,-17.2263,-17.2014,-17.0322,-17.0262,-17.014,-16.9957,-16.9716,-16.7558,-16.7508,-16.7395,-16.7222,-16.6991,-16.4405,-16.4368,-16.4267,-16.4103,-16.3883,-16.0938,-16.0913,-16.0823,-16.0674,-16.0467
59,7.19449,-17.1425,-17.1357,-17.1225,-17.103,-17.0779,-16.9158,-16.9097,-16.8973,-16.8788,-16.8546,-16.6467,-16.6415,-16.63,-16.6126,-16.5893,-16.3392,-16.3353,-16.325,-16.3085,-16.2862,-16.0007,-15.998,-15.9887,-15.9735,-15.9527
60,7.45221,-17.0198,-17.013,-16.9996,-16.9801,-16.9547,-16.7995,-16.7933,-16.7806,-16.762,-16.7375,-16.5375,-16.5322,-16.5203,-16.5028,-16.4793,-16.2377,-16.2335,-16.223,-16.2064,-16.1839,-15.907,-15.9042,-15.8948,-15.8792,-15.8583
61,7.71748,-16.8974,-16.8905,-16.877,-16.8573,-16.8318,-16.6832,-16.6769,-16.664,-16.6453,-16.6206,-16.4282,-16.4228,-16.4107,-16.3929,-16.3693,-16.1359,-16.1315,-16.1207,-16.1039,-16.0813,-15.8128,-15.8098,-15.8003,-15.7845,-15.7634
62,7.99052,-16.7752,-16.7682,-16.7546,-16.7347,-16.7091,-16.567,-16.5605,-16.5474,-16.5287,-16.5037,-16.3187,-16.3131,-16.301,-16.2828,-16.2591,-16.0337,-16.0292,-16.0181,-16.0011,-15.9784,-15.7181,-15.715,-15.7053,-15.6894,-15.6679
63,8.27157,-16.6532,-16.6461,-16.6324,-16.6125,-16.5867,-16.4507,-16.4442,-16.431,-16.412,-16.387,-16.209,-16.2034,-16.1911,-16.1726,-16.1488,-15.9312,-15.9266,-15.9153,-15.898,-15.8752,-15.623,-15.6197,-15.6099,-15.5939,-15.572
64,8.56085,-16.5314,-16.5241,-16.5104,-16.4904,-16.4644,-16.3344,-16.3279,-16.3146,-16.2954,-16.2702,-16.0991,-16.0934,-16.0811,-16.0623,-16.0383,-15.8284,-15.8237,-15.8123,-15.7947,-15.7717,-15.5276,-15.524,-15.514,-15.4978,-15.4758
65,8.85861,-16.4097,-16.4023,-16.3885,-16.3684,-16.3424,-16.2182,-16.2116,-16.1982,-16.1788,-16.1536,-15.9891,-15.9833,-15.9709,-15.952,-15.9277,-15.7252,-15.7203,-15.7088,-15.6911,-15.6679,-15.4317,-15.428,-15.4176,-15.4013,-15.3792
66,9.16509,-16.2882,-16.2807,-16.2668,-16.2467,-16.2205,-16.102,-16.0952,-16.0818,-16.0622,-16.0369,-15.8789,-15.873,-15.8605,-15.8416,-15.817,-15.6216,-15.6167,-15.6051,-15.5872,-15.5638,-15.3352,-15.3314,-15.3209,-15.3044,-15.2822
67,9.48056,-16.1667,-16.1593,-16.1452,-16.125,-16.0987,-15.9857,-15.9789,-15.9654,-15.9456,-15.9203,-15.7685,-15.7625,-15.75,-15.731,-15.7061,-15.5177,-15.5126,-15.501,-15.4831,-15.4594,-15.2382,-15.2343,-15.2237,-15.2069,-15.1847
68,9.80527,-16.0454,-16.0379,-16.0237,-16.0035,-15.9771,-15.8694,-15.8625,-15.849,-15.829,-15.8036,-15.6579,-15.6518,-15.6392,-15.6202,-15.5952,-15.4135,-15.4084,-15.3967,-15.3787,-15.3547,-15.1408,-15.1368,-15.1261,-15.1091,-15.0867
69,10.1395,-15.9243,-15.9167,-15.9024,-15.8822,-15.8557,-15.753,-15.7461,-15.7325,-15.7124,-15.6869,-15.5472,-15.541,-15.5283,-15.5092,-15.484,-15.3092,-15.3037,-15.292,-15.2739,-15.2497,-15.0428,-15.0387,-15.028,-15.011,-14.9883
70,10.4835,-15.8033,-15.7956,-15.7813,-15.761,-15.7344,-15.6366,-15.6297,-15.6161,-15.596,-15.5702,-15.4364,-15.43,-15.4172,-15.3981,-15.3728,-15.2044,-15.1989,-15.187,-15.1688,-15.1446,-14.9445,-14.9403,-14.9295,-14.9124,-14.8895
71,10.8376,-15.6824,-15.6746,-15.6602,-15.6399,-15.6133,-15.5203,-15.5133,-15.4996,-15.4794,-15.4536,-15.3254,-15.3189,-15.306,-15.2868,-15.2616,-15.0993,-15.0938,-15.0816,-15.0634,-15.0391,-14.8458,-14.8414,-14.8306,-14.8134,-14.7902
72,11.2021,-15.5615,-15.5537,-15.5392,-15.5189,-15.4922,-15.4039,-15.3969,-15.3832,-15.3629,-15.3369,-15.2142,-15.2078,-15.1946,-15.1754,-15.1502,-14.994,-14.9884,-14.976,-14.9577,-14.9334,-14.7468,-14.7423,-14.7312,-14.714,-14.6906
73,11.5773,-15.4408,-15.4329,-15.4184,-15.3979,-15.3713,-15.2874,-15.2804,-15.2667,-15.2464,-15.2203,-15.1029,-15.0964,-15.0832,-15.0639,-15.0386,-14.8883,-14.8827,-14.8704,-14.8519,-14.8276,-14.6472,-14.6427,-14.6314,-14.6141,-14.5908
74,11.9634,-15.3202,-15.3123,-15.2977,-15.2771,-15.2504,-15.1711,-15.1639,-15.1502,-15.1298,-15.1036,-14.9915,-14.9849,-14.9716,-14.9523,-14.927,-14.7825,-14.7768,-14.7644,-14.7458,-14.7214,-14.5474,-14.5428,-14.5315,-14.514,-14.4907
75,12.3609,-15.1996,-15.1917,-15.1771,-15.1564,-15.1297,-15.0547,-15.0474,-15.0336,-15.0133,-14.987,-14.88,-14.8733,-14.8599,-14.8405,-14.8152,-14.6764,-14.6706,-14.6582,-14.6394,-14.6151,-14.4472,-14.4425,-14.4311,-14.4134,-14.3902
76,12.77,-15.0792,-15.0712,-15.0566,-15.0358,-15.0091,-14.9383,-14.9309,-14.917,-14.8967,-14.8703,-14.7683,-14.7616,-14.7481,-14.7286,-14.7033,-14.57,-14.5642,-14.5517,-14.5328,-14.5084,-14.3466,-14.3417,-14.3303,-14.3125,-14.2892
77,13.1911,-14.9588,-14.9508,-14.9361,-14.9153,-14.8885,-14.8219,-14.8143,-14.8005,-14.7801,-14.7537,-14.6565,-14.6497,-14.6362,-14.6166,-14.5912,-14.4634,-14.4574,-14.4449,-14.426,-14.4015,-14.2456,-14.2406,-14.2291,-14.2113,-14.1879
78,13.6246,-14.8384,-14.8305,-14.8158,-14.7949,-14.7681,-14.7054,-14.6979,-14.6839,-14.6635,-14.6371,-14.5446,-14.5377,-14.5242,-14.5045,-14.4791,-14.3565,-14.3505,-14.3379,-14.319,-14.2943,-14.1442,-14.1391,-14.1276,-14.1097,-14.0862
79,14.0707,-14.7182,-14.7103,-14.6955,-14.6745,-14.6478,-14.589,-14.5814,-14.5673,-14.547,-14.5205,-14.4325,-14.4256,-14.4121,-14.3921,-14.3668,-14.2494,-14.2433,-14.2307,-14.2118,-14.1869,-14.0424,-14.0373,-14.0257,-14.0079,-13.9841
80,14.5299,-14.5981,-14.5901,-14.5754,-14.5543,-14.5277,-14.4725,-14.4649,-14.4507,-14.4304,-14.404,-14.3203,-14.3134,-14.2998,-14.2798,-14.2544,-14.142,-14.1359,-14.1232,-14.1043,-14.0793,-13.9405,-13.9352,-13.9235,-13.9056,-13.8817
81,15.0026,-14.478,-14.47,-14.4553,-14.4342,-14.4076,-14.356,-14.3483,-14.3341,-14.3138,-14.2874,-14.208,-14.201,-14.1875,-14.1675,-14.142,-14.0345,-14.0282,-14.0155,-13.9966,-13.9715,-13.8382,-13.8328,-13.821,-13.803,-13.7791
82,15.4891,-14.3581,-14.35,-14.3353,-14.3142,-14.2876,-14.2395,-14.2318,-14.2175,-14.1972,-14.1709,-14.0955,-14.0886,-14.075,-14.055,-14.0294,-13.9269,-13.9204,-13.9076,-13.8887,-13.8636,-13.7356,-13.7301,-13.7181,-13.7002,-13.6762
83,15.9899,-14.2382,-14.2301,-14.2154,-14.1943,-14.1678,-14.123,-14.1153,-14.1009,-14.0807,-14.0545,-13.983,-13.976,-13.9625,-13.9425,-13.9168,-13.819,-13.8125,-13.7996,-13.7806,-13.7556,-13.6327,-13.6271,-13.615,-13.597,-13.5731
84,16.5054,-14.1183,-14.1104,-14.0957,-14.0746,-14.0481,-14.0065,-13.9988,-13.9843,-13.9642,-13.938,-13.8704,-13.8634,-13.8498,-13.8299,-13.8042,-13.7108,-13.7043,-13.6913,-13.6723,-13.6474,-13.5294,-13.5238,-13.5117,-13.4936,-13.4697
85,17.036,-13.9987,-13.9907,-13.976,-13.955,-13.9285,-13.89,-13.8823,-13.8679,-13.8477,-13.8216,-13.7577,-13.7507,-13.7372,-13.7172,-13.6915,-13.6025,-13.596,-13.5828,-13.564,-13.5391,-13.4259,-13.4203,-13.4081,-13.39,-13.3662
86,17.5821,-13.8791,-13.8711,-13.8565,-13.8356,-13.8091,-13.7736,-13.7659,-13.7515,-13.7314,-13.7053,-13.645,-13.6379,-13.6244,-13.6046,-13.5788,-13.494,-13.4875,-13.4743,-13.4554,-13.4307,-13.3221,-13.3165,-13.3043,-13.2861,-13.2624
87,18.1442,-13.7596,-13.7517,-13.7371,-13.7162,-13.6898,-13.6572,-13.6495,-13.6352,-13.6151,-13.589,-13.5322,-13.5251,-13.5116,-13.4918,-13.4661,-13.3854,-13.3789,-13.3658,-13.3468,-13.3222,-13.2181,-13.2124,-13.2003,-13.182,-13.1583
