gridnumber,capital,Port[0 0],Port[0 1],Port[0 2],Port[1 0],Port[1 1],Port[1 2],Port[2 0],Port[2 1],Port[2 2],Port[3 0],Port[3 1],Port[3 2],Port[4 0],Port[4 1],Port[4 2]
55,6.23493,0.2,0.32,0.44,0.2,0.32,0.44,0.2,0.32,0.44,0.2,0.32,0.44,0.2,0.32,0.44
56,6.46452,0.2,0.32,0.44,0.2,0.32,0.44,0.2,0.32,0.44,0.2,0.32,0.44,0.2,0.32,0.44
57,6.70085,0.2,0.32,0.44,0.2,0.32,0.44,0.2,0.32,0.44,0.2,0.32,0.44,0.2,0.32,0.44
58,6.94411,0.22,0.32,0.44,0.22,0.32,0.44,0.22,0.32,0.44,0.22,0.32,0.44,0.22,0.32,0.44
59,7.19449,0.22,0.32,0.44,0.22,0.32,0.44,0.22,0.32,0.44,0.22,0.32,0.44,0.22,0.32,0.44
60,7.45221,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
61,7.71748,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
62,7.99052,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
63,8.27157,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
64,8.56085,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
65,8.85861,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
66,9.16509,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
67,9.48056,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
68,9.80527,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
69,10.1395,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
70,10.4835,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
71,10.8376,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
72,11.2021,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
73,11.5773,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
74,11.9634,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
75,12.3609,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
76,12.77,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
77,13.1911,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
78,13.6246,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
79,14.0707,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
80,14.5299,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
81,15.0026,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
82,15.4891,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
83,15.9899,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42,0.22,0.32,0.42
84,16.5054,0.22,0.32,0.4,0.22,0.32,0.4,0.22,0.32,0.4,0.22,0.32,0.4,0.22,0.32,0.4
85,17.036,0.22,0.32,0.4,0.22,0.32,0.4,0.22,0.32,0.4,0.22,0.32,0.4,0.22,0.32,0.4
86,17.5821,0.22,0.32,0.4,0.22,0.32,0.4,0.22,0.32,0.4,0.22,0.32,0.4,0.22,0.32,0.4
87,18.1442,0.22,0.32,0.4,0.22,0.32,0.4,0.22,0.32,0.4,0.22,0.32,0.4,0.22,0.32,0.4
88,18.7228,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4
89,19.3184,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4
90,19.9314,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4
91,20.5623,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4
92,21.2118,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4
93,21.8803,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4
94,22.5684,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4
95,23.2766,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4
96,24.0056,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4
97,24.756,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4
98,25.5283,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4
99,26.3233,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4
100,27.1416,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4,0.2,0.32,0.4
101,27.9838,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
102,28.8508,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
103,29.7431,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
104,30.6616,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
105,31.607,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
106,32.5802,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
107,33.5818,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
108,34.6128,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
109,35.674,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
110,36.7663,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
111,37.8906,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
112,39.0479,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
113,40.239,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
114,41.4651,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
115,42.7271,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
116,44.0261,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
117,45.3631,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
118,46.7394,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
119,48.1559,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
120,49.614,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
121,51.1148,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
122,52.6596,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
123,54.2497,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
124,55.8863,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
125,57.5709,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42
126,59.3049,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42
127,61.0897,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42
128,62.9268,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42
129,64.8177,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42
130,66.7641,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42
131,68.7675,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42
132,70.8295,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42
133,72.9521,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42
134,75.1368,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42
135,77.3855,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42
136,79.7002,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42
137,82.0826,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42
138,84.5349,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
139,87.0591,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
140,89.6572,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
141,92.3314,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
142,95.084,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
143,97.9173,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
144,100.834,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
145,103.835,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
146,106.925,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
147,110.105,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
148,113.379,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
149,116.748,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
150,120.216,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
151,123.786,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
152,127.461,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
153,131.243,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
154,135.136,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
155,139.143,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
156,143.267,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
157,147.512,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
158,151.882,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
159,156.38,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
160,161.009,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
161,165.774,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
162,170.679,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
163,175.728,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
164,180.924,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
165,186.273,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
166,191.779,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
167,197.446,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
168,203.279,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
169,209.282,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
170,215.462,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
171,221.823,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
172,228.37,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
173,235.11,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
174,242.046,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
175,249.186,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
176,256.535,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
177,264.1,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
178,271.886,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
179,279.901,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
180,288.15,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
181,296.641,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
182,305.381,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
183,314.377,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
184,323.636,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
185,333.167,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
186,342.977,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
187,353.075,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
188,363.469,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42
189,374.167,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,0.3,0.4
190,385.179,0.2,0.3,0.38,0.2,0.3,0.38,0.2,0.3,0.38,0.2,0.3,0.38,0.2,0.3,0.38
191,396.513,0.2,0.3,0.38,0.2,0.3,0.38,0.2,0.3,0.38,0.2,0.3,0.38,0.2,0.3,0.38
192,408.179,0.2,0.3,0.38,0.2,0.3,0.38,0.2,0.3,0.38,0.2,0.3,0.38,0.2,0.3,0.38
193,420.188,0.2,0.3,0.36,0.2,0.3,0.36,0.2,0.3,0.36,0.2,0.3,0.36,0.2,0.3,0.36
194,432.548,0.2,0.28,0.3,0.2,0.28,0.3,0.2,0.28,0.3,0.2,0.28,0.3,0.2,0.28,0.3
195,445.271,0.2,0.22,0.34,0.2,0.22,0.34,0.2,0.22,0.34,0.2,0.22,0.34,0.2,0.22,0.34
196,458.366,0.14,0.2,0.38,0.14,0.2,0.38,0.14,0.2,0.38,0.14,0.2,0.38,0.14,0.2,0.38
197,471.845,0.1,0.28,0.46,0.1,0.28,0.46,0.1,0.28,0.46,0.1,0.28,0.46,0.1,0.28,0.46
198,485.719,0.12,0.3,0.46,0.12,0.3,0.46,0.12,0.3,0.46,0.12,0.3,0.46,0.12,0.3,0.46
199,500,0.2,0.36,0.54,0.2,0.36,0.54,0.2,0.36,0.54,0.2,0.36,0.54,0.2,0.36,0.54
