gridnumber,capital,policy[0],policy[1],policy[2],policy[3],policy[4],policy[5],policy[6]
0,0,0,0,0,0,0,0,0
1,0.0185364,0.00751726,0.00756478,0.0076218,0.0077044,0.00794506,0.00819465,0.00845265
2,0.0372875,0.024303,0.0243564,0.0244204,0.0245233,0.024905,0.0252952,0.0256929
3,0.0562558,0.0402809,0.0403587,0.0400278,0.0406031,0.0411883,0.04178,0.0423759
4,0.0754439,0.0571039,0.0571936,0.0567157,0.0574825,0.0582568,0.0590347,0.0598137
5,0.0948544,0.0746133,0.0746927,0.0740502,0.0749673,0.0758921,0.0768242,0.0777616
6,0.11449,0.0922823,0.0923661,0.0915769,0.0926679,0.093769,0.0948779,0.096001
7,0.134352,0.110322,0.110405,0.109451,0.110722,0.112002,0.113288,0.114581
8,0.154445,0.128756,0.128838,0.127711,0.129169,0.130634,0.132104,0.133579
9,0.174771,0.147552,0.147636,0.146337,0.147986,0.149642,0.151303,0.152969
10,0.195332,0.166686,0.166772,0.165301,0.167144,0.168994,0.170849,0.172709
11,0.216131,0.186141,0.186229,0.184585,0.186624,0.18867,0.190721,0.192777
12,0.237172,0.205906,0.205996,0.204176,0.206413,0.208658,0.210907,0.21316
13,0.258456,0.225972,0.226064,0.224067,0.226505,0.22895,0.231399,0.233853
14,0.279986,0.246336,0.24643,0.244252,0.246893,0.249541,0.252193,0.254849
15,0.301766,0.266458,0.261726,0.26451,0.267352,0.27023,0.273125,0.276026
16,0.323799,0.286463,0.281363,0.284702,0.287991,0.291231,0.294426,0.297585
17,0.346087,0.308031,0.302137,0.30585,0.309417,0.312876,0.31626,0.319597
18,0.368632,0.330603,0.324343,0.327832,0.331324,0.334819,0.338314,0.341809
19,0.391439,0.352408,0.345741,0.349447,0.353156,0.356866,0.360577,0.364287
20,0.414511,0.374509,0.367432,0.371354,0.375281,0.379209,0.383137,0.387065
21,0.437849,0.396898,0.389408,0.39355,0.397696,0.401844,0.405991,0.410138
22,0.461458,0.419578,0.411667,0.416031,0.420401,0.424771,0.429141,0.43351
23,0.485341,0.442552,0.434216,0.438804,0.443399,0.447993,0.452587,0.457181
24,0.5095,0.465819,0.457052,0.461867,0.466689,0.471511,0.476333,0.481154
25,0.533939,0.489382,0.480179,0.485224,0.490276,0.495327,0.500379,0.50543
26,0.558661,0.513238,0.503596,0.508874,0.514157,0.519441,0.524725,0.530009
27,0.58367,0.53739,0.527303,0.532816,0.538335,0.543855,0.549375,0.554895
28,0.608968,0.561843,0.551304,0.557057,0.562815,0.568574,0.574332,0.58009
29,0.634559,0.586604,0.575607,0.581601,0.5876,0.5936,0.599599,0.605597
30,0.660447,0.61167,0.600211,0.606449,0.612691,0.618935,0.625178,0.631421
